Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56)
2.989214344908936e-08,0.15430254054112377,3.76,0.0,0.9357947401411076,0.993992536934158,5.035564917980474e-05,0.00019399949888316938,0.010655737985836976,0.007730395307447368,0.0017250247127425402,1.8525600725914695e-08,1.8476401283078184e-09,0.0011730374582404769,0.0015319182147321292,0.0007404450671226069,8.631378877592276e-05,0.00010456503332883212,8.611678626570095e-07,0.000992294660529473,0.00015254821369722175,7.631338661944671e-06,1.3773295948241179e-06,3.4329308254944696e-08,2.7326185842234955e-06,5.8826508758635666e-08,3.232107030959547e-08,1.3003171990395524e-09,9.587872154191051e-05,1.496106509140284e-08,2.5748799254963724e-13,6.242873550171453e-08,3.7926478901285025e-09,0.0034265853991127734,4.950786086949297e-15,4.2677554601641007e-10,5.189649883411478e-09,4.890715032252624e-08
3.0420834236826976e-08,0.15430822811850883,3.76,0.0,0.9355398863533624,0.9939080490198677,5.3547308218607017e-05,0.0002022575647479727,0.010863114801256695,0.007831689171791528,0.0018020931853593163,1.8905823850294485e-08,1.8722306488642993e-09,0.0011991173883965413,0.0015710782414692513,0.0007751612851272502,8.867859271067573e-05,0.00010644259075256753,9.015995628623328e-07,0.0010327819602625825,0.00015848212705050333,8.118954798936504e-06,1.4644298505806137e-06,3.814262744512967e-08,2.9792090033891095e-06,6.146027427623054e-08,3.469043451505007e-08,1.3969309976190908e-09,9.76052228331664e-05,1.649509513367791e-08,2.767089890477158e-13,6.445031773361711e-08,3.907530793588722e-09,0.003426294859349486,5.469209470566164e-15,4.5477769083281004e-10,5.5906581332737426e-09,5.274507246789986e-08
3.094952502456459e-08,0.15431393713240385,3.76,0.0,0.9352831851689392,0.9938224092621828,5.6873339523090356e-05,0.00021067848570412062,0.011071311078568062,0.007931966252694746,0.0018810270210779041,1.928374452525489e-08,1.8965709524115815e-09,0.00122510760522152,0.0016102822050897522,0.0008107812529637802,9.104842739438776e-05,0.0001083203287555877,9.430700107751162e-07,0.0010740992229554096,0.00016450487331771252,8.628431067126684e-06,1.5571712841815106e-06,4.2299328686113356e-08,3.242503973851241e-06,6.415761312691703e-08,3.721361734035898e-08,1.498801684190181e-09,9.933591815433321e-05,1.815980720184027e-08,2.9697872830070513e-13,6.649789880733708e-08,4.0237838902119825e-09,0.003426000342635071,6.03311977065163e-15,4.840377062881198e-10,6.014078727557183e-09,5.6804730116533534e-08
3.1478215812302206e-08,0.15431966760528695,3.76,0.0,0.9350246356737978,0.9937356278306303,6.033636807952177e-05,0.00021926034485293666,0.01128032927383798,0.008031236027400458,0.0019618255731614722,1.965930628725334e-08,1.920663076775902e-09,0.0012510027997252166,0.0016495177298787435,0.0008473074064255115,9.342246163966398e-05,0.00011019818472526494,9.855793417141435e-07,0.0011162421645503488,0.00017061444475408746,9.160312727780538e-06,1.6558952880994789e-06,4.682291563941119e-08,3.523236782500062e-06,6.691847430074866e-08,3.989973729087112e-08,1.6061195041512097e-09,0.00010107111979321065,1.9963840684058615e-08,3.183350172833625e-13,6.857129327234966e-08,4.141399223356996e-09,0.003425701884057245,6.645649679261073e-15,5.14584631339616e-10,6.460651202229191e-09,6.109415735355209e-08
3.200690660003982e-08,0.15432541955274123,3.76,0.0,0.9347642374972149,0.993647714843334,6.393898932008515e-05,0.0002280011648529697,0.011490171569498223,0.008129507883481442,0.0020444876080600626,2.0032457163346575e-08,1.944509052273273e-09,0.0012767979880676762,0.001688772786347362,0.0008847419252650767,9.579988652716688e-05,0.0001120760956050038,1.0291273214977974e-06,0.0011592063163312096,0.00017680883254417456,9.715146075726455e-06,1.760957227535146e-06,5.173796490669198e-08,3.822152043595174e-06,6.974278602655997e-08,4.275837874911027e-08,1.719079677257112e-09,0.00010281115346999927,2.1916222453430832e-08,3.4081662816843034e-13,7.067032609904531e-08,4.260369454088344e-09,0.003425399518527435,7.310080823254754e-15,5.464473838767773e-10,6.931118168416349e-09,6.562148173124855e-08
3.2535597387777435e-08,0.15433119298366008,3.76,0.0,0.9345019907936035,0.9935586803656022,6.7683768225851e-05,0.00023689891091636229,0.01170083988231667,0.008226791119759418,0.002129011323780715,2.040314942145128e-08,1.9681109012449337e-09,0.0013024884977018306,0.0017280356837935272,0.0009230867398544299,9.817991496492874e-05,0.00011395399794449563,1.0737133579926845e-06,0.0012029870359671518,0.0001830860289781238,1.0293478284204386e-05,1.8727265729335933e-06,5.707014676234003e-08,4.140005133312637e-06,7.263045642856187e-08,4.579960829348226e-08,1.8378826623435004e-09,0.00010455635851954368,2.4026374449192854e-08,3.644633499519249e-13,7.279483293957988e-08,4.380687875708732e-09,0.0034250932807758532,8.029847047376923e-15,5.796547507967103e-10,7.4262247389256335e-09,7.039492064725744e-08
3.306428817551505e-08,0.1543369879004474,3.76,0.0,0.9342378962248643,0.9934685344086025,7.157323847472272e-05,0.00024595149371781924,0.0119123358712028,0.00832309494721297,0.002215394367762647,2.0771339333883927e-08,1.9914706376261913e-09,0.001328069954041779,0.001767295063019458,0.000962343537694937,0.00010056178125570882,0.0001158318279478135,1.1193365123530163e-06,0.001247579518109085,0.00018944402949587743,1.0895857253399706e-05,1.991587018629855e-06,6.284624529510761e-08,4.4775616133742595e-06,7.558137416554086e-08,4.9033991152953757e-08,1.9627344373344814e-09,0.0001063070880622879,2.630412106429724e-08,3.8931604313227237e-13,7.494466039048801e-08,4.502348428315367e-09,0.0034247832053468747,8.80853762865586e-15,6.14235378506272e-10,7.946717957949661e-09,7.542277773225594e-08
3.3592978963252665e-08,0.15434280429921407,3.76,0.0,0.9339719549432546,0.9933772869281202,7.560990163292564e-05,0.0002551567722189412,0.012124660944850039,0.0084184284898739,0.002303633854273075,2.1136986953485975e-08,2.0145902665466983e-09,0.0013535382676372325,0.0018065398892023782,0.0010025137697810473,0.00010294474067221557,0.00011770952151943184,1.1659955099604477e-06,0.0012929788045550577,0.0001958808346052048,1.1522831462552584e-05,2.1179365875175366e-06,6.909417793985348e-08,4.835596644904818e-06,7.859540905320256e-08,5.247260778263239e-08,2.0938467944328945e-09,0.0001080637091637789,2.875969633295771e-08,4.154166974212733e-13,7.711966625670884e-08,4.6253457133612344e-09,0.0034244693265947134,9.64990041924985e-15,6.502177638386178e-10,8.493346234482632e-09,8.071343925058155e-08
3.412166975099028e-08,0.15434864216996955,3.76,0.0,0.9337041685747599,0.9932849478233995,7.979622638865575e-05,0.00026451255641059246,0.012337816269217388,0.008512800785712284,0.0023937263813386686,2.1500055901675554e-08,2.037471783960371e-09,0.0013788896218353962,0.0018457594449149152,0.0010435986568209396,0.00010532806904002357,0.00011958701430825175,1.213688751073671e-06,0.0013391797940005285,0.00020239445167929802,1.2174949825539007e-05,2.252187721660134e-06,7.58430143815797e-08,5.214894393637165e-06,8.167241267017391e-08,5.612707054498222e-08,2.2314376503607293e-09,0.00010982660298257473,3.140375091216619e-08,4.4280849245793383e-13,7.931971981667276e-08,4.749675008202266e-09,0.0034241516786793695,1.0557844915052908e-14,6.876302453721957e-10,9.066858779950587e-09,8.62753705169473e-08
3.4650360538727895e-08,0.15435450149680943,3.76,0.0,0.9334345392029508,0.993191526936059,8.413464782654855e-05,0.00027401660997587805,0.012551802774852771,0.008606220787510426,0.002485668047227154,2.1860513167799057e-08,2.060117176303138e-09,0.0014041204609122535,0.0018849433232918053,0.0010855991953174623,0.00010771106232802174,0.00012146424174970977,1.26241432119677e-06,0.0013861772513888704,0.0002089828966394274,1.2852761549824837e-05,2.3947673587892635e-06,8.312299481516622e-08,5.616247427559795e-06,8.48122189481614e-08,6.000954048123279e-08,2.3757313714867067e-09,0.00011159616490643647,3.424735885158857e-08,4.715358614901132e-13,8.154470208809739e-08,4.875332280611546e-09,0.0034238302955628503,1.1536445247561935e-14,7.265009951409759e-10,9.668005050537904e-09,9.211711233224494e-08
3.517905132646551e-08,0.154360382258099,3.76,0.0,0.9331630693533123,0.9930970340490844,8.862756674167493e-05,0.0002836666528762213,0.0127666211640605,0.00869869736372589,0.0025794544664930223,2.2218328919187283e-08,2.082528420176902e-09,0.0014292274786558998,0.0019240814213395796,0.0011285161635126004,0.00011009303624623468,0.00012334113910604614,1.3121700011749956e-06,0.0014339658168769163,0.00021564419552793884,1.3556815998699536e-05,2.546116994657836e-06,9.096554754537218e-08,6.040456108074368e-06,8.801464474674721e-08,6.413274415740084e-08,2.526959113648052e-09,0.00011337280467670218,3.7302024146639475e-08,5.016445579831286e-13,8.379450609414265e-08,5.002314203241714e-09,0.0034235052110056486,1.2589943096695814e-14,7.668580107252707e-10,1.0297534194671047e-08,9.824727744123899e-08
3.5707742114203125e-08,0.1543662844266523,3.76,0.0,0.9328897619780284,0.9930014788858897,9.327734899181652e-05,0.0002934603638629327,0.012982271917915171,0.008790239299343887,0.002675080785600816,2.2573476321352474e-08,2.1047074820581616e-09,0.0014542076073852542,0.001963163933386015,0.0011723501271986095,0.00011247332585086575,0.0001252176415048037,1.3629532770263084e-06,0.0014825400144297695,0.0002223763859766557,1.4287662556701259e-05,2.70669273123917e-06,9.940330591282893e-08,6.4883279757018334e-06,9.127949041328842e-08,6.850999056924557e-08,2.6853591764442334e-09,0.00011515694650076262,4.057968706992643e-08,5.331817251082798e-13,8.606903712957546e-08,5.1306181680169934e-09,0.0034231764585634667,1.372275052244444e-14,8.087291077127556e-10,1.0956194506100136e-08,1.0467454701477392e-07
3.623643290194074e-08,0.1543722079699071,3.76,0.0,0.9326146204412111,0.9929048711094498,9.808632488681946e-05,0.0003033953829165724,0.013198755303124324,0.00888085529671913,0.0027725416981389064,2.2925931367792533e-08,2.1266563180298385e-09,0.0014790580073881796,0.002002181344666215,0.0012171014453988798,0.00011485128515641625,0.00012709368397562733,1.4147613495166967e-06,0.0015318942600585812,0.00022917751857553367,1.5045850498150076e-05,2.8769653107851986e-06,1.0847012453288889e-07,6.960677131345824e-06,9.460654032836359e-08,7.315518809040931e-08,2.851177371751791e-09,0.00011694902915257737,4.4092730276638244e-08,5.661959680581818e-13,8.836821302659728e-08,5.260242300436595e-09,0.003422844071584182,1.4939452713409965e-14,8.521419125194779e-10,1.1644732882999189e-08,1.1140766715894074e-07
3.6765123689678354e-08,0.1543781528500968,3.76,0.0,0.9323376485045585,0.9928072203214952,0.00010305678861386714,0.0003134693136163245,0.013416071378742081,0.008970553976407385,0.002871831459636232,2.3275672718896987e-08,2.148376873534904e-09,0.0015037760567636269,0.0020411244250422593,0.00126277027592151,0.00011722628675474112,0.00012896920148543073,1.467591143486999e-06,0.0015820228697144556,0.00023604565814621704,1.5831928858710597e-05,3.0574201357783767e-06,1.1820109483530838e-07,7.458323614092252e-06,9.799556343719473e-08,7.808286144795291e-08,3.024667406181116e-09,0.00011874950606118915,4.7853984679827606e-08,6.007374291301684e-13,9.069196441999032e-08,5.391185473771379e-09,0.0034225080832050335,1.6244810650482678e-14,8.971238555609827e-10,1.2363894293486997e-08,1.1845544545348328e-07
3.729381447741597e-08,0.1543841190244173,3.76,0.0,0.9320588503134295,0.9927085360617717,0.00010819099769755389,0.00032367972544151497,0.013634220002736029,0.009059343877986917,0.0029729439019939973,2.362268154947501e-08,2.169871083150528e-09,0.0015283593416530472,0.0020799842228534596,0.0013093565807884874,0.00011959772144090597,0.00013084412897199405,1.5214393169386532e-06,0.0016329200668511912,0.00024297888492495702,1.664644630990945e-05,3.24855727483249e-06,1.286325598938305e-07,7.982092776493913e-06,1.0144631376746025e-07,8.330816870947618e-08,3.2060912771683456e-09,0.00012055884538721224,5.18767350919057e-08,6.368578655134884e-13,9.304023501124104e-08,5.52344732313592e-09,0.003422168526350034,1.76437636840712e-14,9.437021647641298e-10,1.3114421247952675e-08,1.2582674752156778e-07
3.7822505265153584e-08,0.1543901064451909,3.76,0.0,0.9317782303833222,0.992608827807361,0.00011349117249367873,0.0003340241560073312,0.01385320083840951,0.009147233460869956,0.003075872447543927,2.3966941404450715e-08,2.191140870381522e-09,0.001552805646846832,0.0021187520588942976,0.0013568601315433158,0.0001219649978457152,0.00013271840137605464,1.5763022698855525e-06,0.0016845799896690829,0.0002499752956591712,1.748995103653701e-05,3.4508914546174103e-06,1.398021285357992e-07,8.532814658258921e-06,1.0495853093389943e-07,8.884691826601837e-08,3.3957196823684933e-09,0.00012237753008728885,5.6174725629024964e-08,6.74610729710388e-13,9.541298183130382e-08,5.657028259418539e-09,0.0034218254337275798,1.914143202348072e-14,9.919038594105839e-10,1.3897053278552557e-08,1.335304936328896e-07
3.83511960528912e-08,0.1543961150600263,3.76,0.0,0.9314957935867451,0.9925081049720554,0.00011895949571571693,0.0003445001132367234,0.014073013360681527,0.009234231105104417,0.0031806101227442136,2.430843806229442e-08,2.2121881474719113e-09,0.0015771129467521145,0.0021574195205172363,0.001405280514439858,0.000124327542074785,0.0001345919536719495,1.6321761529789104e-06,0.0017369966980515853,0.0002570330046217484,1.8362990616866638e-05,3.6649520379018424e-06,1.517486887229743e-07,9.11132335923112e-06,1.0853194063009153e-07,9.471558579496916e-08,3.5938324419896877e-09,0.0001242060579665243,6.076216487537709e-08,7.140512525157643e-13,9.78101755016705e-08,5.791929483052026e-09,0.003421478837828276,2.0743119137204358e-14,1.04175574430328e-09,1.4712526426228543e-08,1.4157565534194671e-07
3.8879886840628814e-08,0.15440214481197442,3.76,0.0,0.9312115451404673,0.9924063769057913,0.0001245981119929625,0.0003551050774703929,0.014293656862226379,0.009320345112166022,0.0032871495715239446,2.464715940578149e-08,2.2330148152335482e-09,0.0016012793967087613,0.0021959784558576137,0.0014546171355150775,0.00012668479735403936,0.00013646472089686733,1.6890568759118013e-06,0.0017901641802061832,0.0002641501445470332,1.9266111905627988e-05,3.891282987826371e-06,1.6451242019573632e-07,9.718456412519843e-06,1.121662551077812e-07,1.0093133118727787e-07,3.8007189336829e-09,0.00012604494171892844,6.565373080477654e-08,7.552365284749716e-13,1.002318004934177e-07,5.9281529976082405e-09,0.003421128770922941,2.2454314063059415e-14,1.093284404247459e-09,1.55615727355818e-08,1.499712521631738e-07
3.940857762836643e-08,0.15440819563968172,3.76,0.0,0.9309254905931383,0.9923036528941341,0.00013040912745937032,0.0003658365035167013,0.014515130459475153,0.009405583705740963,0.0033954830682863717,2.4983095299691434e-08,2.253622762890751e-09,0.0016253033246408986,0.0022344209681779414,0.0015048692255483275,0.00012903622368151018,0.0001383366381787638,1.7469401156097908e-06,0.0018440763590204187,0.00027132486749226306,2.01998609196746e-05,4.130442818536546e-06,1.7813480637386063e-07,1.035505415860565e-05,1.1586117364411051e-07,1.0751201542333202e-07,4.016678539576853e-09,0.00012789470895590633,7.08645754572348e-08,7.982256037343821e-13,1.0267785538390682e-07,6.0657016231999904e-09,0.0034207752650608,2.4280693627263957e-14,1.1465161988381977e-09,1.6444919757920234e-08,1.5872634828449752e-07
3.9937268416104044e-08,0.15441426747753895,3.76,0.0,0.930637635813265,0.9921999421578144,0.00013639460937216007,0.000376691822643268,0.01473743309848121,0.009489955032499308,0.003505602530581036,2.5316237475080537e-08,2.2740138679399912e-09,0.0016491832230317814,0.0022727394103289724,0.001556035844909743,0.00013138129748532717,0.00014020764076299396,1.805821324213854e-06,0.001898727098143618,0.00027855534562807173,2.1164782726288636e-05,4.383004532322472e-06,1.9265864550800956e-07,1.1021959121217787e-05,1.1961638299710245e-07,1.1447621738198117e-07,4.242021105023889e-09,0.00012975590222285703,7.6410329368556e-08,8.430795661944014e-13,1.051483531108191e-07,6.204579009674115e-09,0.003420418352067855,2.6228124571707777e-14,1.2014772575467162e-09,1.736329006278301e-08,1.678500493207512e-07
4.046595920384166e-08,0.1544203602558269,3.76,0.0,0.9303479869775354,0.9920952538523102,0.00014255658575927483,0.0003876684445119524,0.014960563560651695,0.00957346716285928,0.0036174995314543924,2.564657941978005e-08,2.2941899960237067e-09,0.001672917741210272,0.0023109263793249543,0.001608115888300254,0.00013371951128778536,0.00014207766403771119,1.8656957368615494e-06,0.001954110207804476,0.00028583977196152907,2.2161421334069156e-05,4.649555543427253e-06,2.0812806107702995e-07,1.1720015385748634e-05,1.2343155784972868e-07,1.21843250567307e-07,4.477067408599559e-09,0.0001316290790039529,8.230710575130321e-08,8.89861637869958e-13,1.076433212232116e-07,6.344789649579966e-09,0.0034200580635454186,2.8302665588826826e-14,1.2581934750980687e-09,1.8317400758230962e-08,1.7735149910826632e-07
4.0994649991579273e-08,0.15442647390085917,3.76,0.0,0.9300565505594803,0.99198959706748,0.0001488970450948204,0.0003987637590588594,0.015184520468347165,0.009656128091742577,0.00373116531148827,2.5974116274790444e-08,2.3141530008174174e-09,0.0016965056779376236,0.002348974711030569,0.0016611080893856693,0.000136050373375382,0.00014394664355808277,1.926558379272217e-06,0.002010219450374313,0.0002931763609950383,2.319031958635224e-05,4.930697588701859e-06,2.2458851142706184e-07,1.2450067980939892e-05,1.273063612428852e-07,1.2963317973788946e-07,4.722149642876567e-09,0.00013351481171518757,8.857150442579157e-08,9.386372693590666e-13,1.1016280212928824e-07,6.486338890897892e-09,0.003419694430868817,3.051056926364097e-14,1.3166905071331284e-09,1.930796302017761e-08,1.8723987654184616e-07
4.152334077931689e-08,0.15443260833512087,3.76,0.0,0.9297633333184597,0.9918829808272366,0.00015541793600163788,0.00040997513832094024,0.015409302290351406,0.009737945739320856,0.0038465907905351356,2.6298844736259364e-08,2.333904723929292e-09,0.0017199459742836807,0.002386877474957107,0.0017150110253272182,0.0001383734074747167,0.00014581451506936725,1.988404075141762e-06,0.0020670485456854362,0.0003005633493242786,2.4252019057114564e-05,5.227046625298413e-06,2.4208679864935303e-07,1.3212962264544974e-05,1.3124044499758723e-07,1.378668374234849e-07,4.977611905472555e-09,0.0001354136876857925,9.522061550006691e-08,9.894742363158052e-13,1.1270685334058414e-07,6.6292329495128055e-09,0.0034193274851862395,3.285828392266082e-14,1.3769937661480766e-09,2.033568163102192e-08,1.9752439245521852e-07
4.20520315670545e-08,0.1544387634774048,3.76,0.0,0.9294683422889679,0.9917754140892636,0.0001621211669801931,0.00042129993821070583,0.01563490734721341,0.009818927951753554,0.003963766579158857,2.662076296274719e-08,2.3534469948114255e-09,0.0017432377067820202,0.002424627969165458,0.0017698231212109024,0.00014068815243415154,0.00014768121452890038,2.0512274533523876e-06,0.0021245911761137238,0.00030799899617824566,2.5347059949313776e-05,5.539232715607507e-06,2.6067107669454013e-07,1.4009543313641963e-05,1.3523345012668248e-07,1.4656584031421991e-07,5.243810699850982e-09,0.0001373263091281355,1.0227202279811767e-07,1.042442737819949e-12,1.1527554771227049e-07,6.773478921418275e-09,0.003418957257417738,3.535245538951118e-14,1.4391284177048943e-09,2.140125452783052e-08,2.0821428654596207e-07
4.258072235479212e-08,0.1544449392429437,3.76,0.0,0.9291715847702446,0.9916669057447759,0.00016900860616299283,0.000432735500240508,0.01586133381646356,0.0098990825019172,0.004082682989789323,2.69398704874999e-08,2.3727816306821152e-09,0.0017663800808539248,0.002462219715273609,0.001825542654377935,0.0001429941619111304,0.00014954667812703133,2.1150229550024712e-06,0.0021828409914342087,0.00031548158390431547,2.6475980995621734e-05,5.867899899658269e-06,2.803908587219962e-07,1.4840655320241828e-05,1.392850072363742e-07,1.5575260550760909e-07,5.521115445335189e-09,0.00013925329309622745,1.0974380703585309e-07,1.097615496531666e-12,1.1786897367929217e-07,6.919084794637061e-09,0.0034185837782543717,3.799992864725568e-14,1.5031193769066417e-09,2.2505372360304438e-08,2.1931882434580184e-07
4.310941314252973e-08,0.15445113554354042,3.76,0.0,0.9288730683161868,0.9915574646183142,0.00017608208109376296,0.0004442791531977938,0.0160885797377061,0.009978417090126274,0.0042033300475990245,2.7256168135463448e-08,2.3919104364584437e-09,0.0017893724244914526,0.00249964645356633,0.001882167758658498,0.00014529100406505965,0.00015141084230705192,2.1797848402615823e-06,0.0022417916134581358,0.0003230094184011354,2.7639319361508204e-05,6.213706055212041e-06,3.012970236836584e-07,1.5707140992807108e-05,1.4339473691783348e-07,1.6545036659892693e-07,5.809908995777519e-09,0.00014119527143297388,1.1765454874465258e-07,1.1550678605160459e-12,1.2048723548805918e-07,7.066059460844401e-09,0.0034182070781574826,4.080774940753892e-14,1.5689913051315946e-09,2.364871805875257e-08,2.3084729423707813e-07
4.363810393026735e-08,0.15445735228769383,3.76,0.0,0.9285728007255475,0.991447099467579,0.00018334337853065084,0.0004559282147726798,0.016316643017589717,0.010056939344845865,0.004325697501109383,2.756965794478777e-08,2.4108352046985274e-09,0.0018122141821902316,0.0025369021382048223,0.0019396964285110152,0.00014757826125565287,0.00015327364378415852,2.2455071950554725e-06,0.0023014366404596515,0.00033058082950202986,2.8837610550635076e-05,6.577322745792141e-06,3.234418221425394e-07,1.660984096426728e-05,1.4756225012917294e-07,1.7568318960070486e-07,6.110588166308312e-09,0.0001431528907063206,1.2602333094255883e-07,1.2148779066188407e-12,1.2313045342341932e-07,7.214412726680903e-09,0.003417827187358094,4.378316558679063e-14,1.6367686070205615e-09,2.4831966412282156e-08,2.428090045161017e-07
4.416679471800496e-08,0.15446358938072294,3.76,0.0,0.9282707900324172,0.9913358189833025,0.00019079424427273614,0.000467679993139149,0.016545521434658334,0.010134656823396159,0.004449774832534383,2.7880343092581957e-08,2.429557715552864e-09,0.0018349049091229209,0.0025739809325341445,0.0019981265230690627,0.00014985552974664616,0.00015513501956348444,2.3121839375857103e-06,0.0023617696514000143,0.00033819417131149114,3.0071388312522427e-05,6.959435056903091e-06,3.4687888132688755e-07,1.7549593207088307e-05,1.5178714856804088e-07,1.8647598867737573e-07,6.423564267573467e-09,0.0001451268121344515,1.3486974155344204e-07,1.2771265452715798e-12,1.25798764030648e-07,7.364155324742293e-09,0.0034174441358564454,4.6933628689858204e-14,1.7064754277119607e-09,2.6055783657404418e-08,2.55213280504028e-07
4.469548550574258e-08,0.15446984672488706,3.76,0.0,0.9279670444969785,0.9912236317891486,0.00019843638300915883,0.00047953178849111685,0.016775212644084124,0.010211577012648947,0.004575551267868784,2.8188227824694505e-08,2.448079736724166e-09,0.0018574442655446407,0.002610877204486277,0.0020574557700980076,0.00015212241941479226,0.000156994906957241,2.379808824688475e-06,0.002422784209956914,0.0003458478224972237,3.134118455244967e-05,7.360741420702806e-06,3.716632094217005e-07,1.8527232455925796e-05,1.560690250350922e-07,1.97854541681361e-07,6.749263646854383e-09,0.00014711771150020833,1.4421387557471235e-07,1.3418976266012738e-12,1.2849232033219852e-07,7.515298924233736e-09,0.0034170579534216414,5.026679510155209e-14,1.7781356503194814e-09,2.73208270772418e-08,2.6806946170579835e-07
4.522417629348019e-08,0.15447612421950377,3.76,0.0,0.9276615725965245,0.9911105464416502,0.0002062714581901954,0.0004914808945345703,0.017005714182284474,0.010287707329716239,0.004703015786727943,2.849331738930452e-08,2.466403023435187e-09,0.001879832011421946,0.002647585522076716,0.0021176817698634175,0.0001543785534640417,0.00015885324360100173,2.4483754580368653e-06,0.0024844738683662253,0.0003535401865400988,3.2647529243556567e-05,7.781953429400892e-06,3.9785119910000906e-07,1.954358963836325e-05,1.6040746378857772e-07,2.0984550547717634e-07,7.088128235450229e-09,0.00014912627905490938,1.5407633699439726e-07,1.4092780477172084e-12,1.3121129203896529e-07,7.667856141276983e-09,0.003416668669591399,5.379052728670117e-14,1.8517728936473745e-09,2.8627744611512135e-08,2.813868990176247e-07
4.575286708121781e-08,0.1544824217610639,3.76,0.0,0.9273543830167338,0.9909965714301743,0.00021430109191963382,0.0005035245999369382,0.017237023471425115,0.010363055122631129,0.0048321571319460315,2.8795617974120932e-08,2.484529318404021e-09,0.001902068001277255,0.0026841006489925928,0.0021788019989132357,0.00015662356814482347,0.00016070996746916474,2.5178772901909306e-06,0.0025468321710832827,0.000361269691944284,3.399095034111005e-05,8.223795637664987e-06,4.255006302970383e-07,2.0599491314209782e-05,1.6480204089028908e-07,2.224764310404307e-07,7.4406161016897905e-09,0.00015115321941175627,1.6447824045863096e-07,1.479357861044837e-12,1.3395586575581867e-07,7.82184054885905e-09,0.003416276313671916,5.751289489942267e-14,1.927410510138655e-09,2.997717447745355e-08,2.951749519834185e-07
4.628155786895542e-08,0.15448873924334355,3.76,0.0,0.9270454846431979,0.990881715176919,0.00022252686486782096,0.0005156601897348045,0.017469137823811154,0.010437627671021023,0.004962963818939237,2.9095136646997703e-08,2.5024603518264034e-09,0.0019241521792409107,0.0027204175402702688,0.002240813813775664,0.0001588571124783383,0.0001625650168896246,2.5883076304994972e-06,0.002609852658270467,0.00036903479240970645,3.5371973698904455e-05,8.687005354325427e-06,4.5467067223101366e-07,2.1695759123804786e-05,1.692523245430876e-07,2.357757783188998e-07,7.807202008928587e-09,0.00015319925142902216,1.7544121269082725e-07,1.5522303835745281e-12,1.367262451811817e-07,7.9772666864116e-09,0.0034158809147378437,6.144217580241483e-14,2.005071584051697e-09,3.13697448018432e-08,3.094429861004991e-07
4.681024865669304e-08,0.1544950765575137,3.76,0.0,0.9267348865531874,0.9907659860369353,0.00023095031620477209,0.0005278849467010374,0.01770205444616795,0.010511432186773343,0.00509542414484027,2.9391881299782756e-08,2.520197841364584e-09,0.0019460845743033352,0.002756531338060496,0.002303714454574676,0.00016107884798577832,0.0001644183305576877,2.659659650857734e-06,0.0026735288691176963,0.0003768339669689269,3.679112298776355e-05,9.172332423676083e-06,4.854218846750232e-07,2.2833209245750833e-05,1.7375787542023852e-07,2.497729308431784e-07,8.188377977876545e-09,0.0001552651080832267,1.869873936640198e-07,1.627992306890917e-12,1.3952265130042467e-07,8.134150069010739e-09,0.003415482501632347,6.558685699717693e-14,2.0847789298609024e-09,3.280607326425203e-08,3.2420037017485023e-07
4.7867630232168267e-08,0.15450781023381285,3.76,0.0,0.9261086284440357,0.990531942181647,0.00024839620300499407,0.0005525910897426935,0.018170282824459948,0.010656765633139173,0.005365257863193225,2.997708392403975e-08,2.5550989967632895e-09,0.0019894945293052572,0.002828131132751553,0.0024321706133916643,0.00016548559952865333,0.0001681195073315504,2.8051007652620264e-06,0.0028028226321067957,0.000392528581670995,3.9745882657647716e-05,1.0212399267051505e-05,5.519170135120728e-07,2.5234890672736424e-05,1.829329857941646e-07,2.799828887813587e-07,8.996557876773495e-09,0.00015945929694611988,2.1192051267448245e-07,1.7885886612199566e-12,1.4519451509542637e-07,8.4523555593305e-09,0.003414676747123547,7.455741869971583e-14,2.250422338576192e-09,3.581242105291426e-08,3.5522066456652475e-07
4.8819273650095973e-08,0.15451933722615754,3.76,0.0,0.9255392778254343,0.9903183998847034,0.0002647881512166391,0.0005751043107126533,0.0185944020895804,0.010785010049080893,0.005613642092702113,3.049437336516665e-08,2.5858650914629137e-09,0.002028046262613146,0.00289183132050781,0.0025507909938918896,0.00016940814074632702,0.00017144402311946845,2.9390787957538083e-06,0.0029213648672706404,0.0004067555315877108,4.254076305248204e-05,1.123187155680351e-05,6.178062410426932e-07,2.754530494785417e-05,1.9137504873924604e-07,3.0987253124007797e-07,9.779127155586438e-09,0.00016330950441861874,2.3658753766271873e-07,1.9440501571786297e-12,1.5039078112962075e-07,8.743900204063217e-09,0.003413941544221895,8.345704462283049e-14,2.406722963428284e-09,3.8673757602462194e-08,3.849064713425324e-07
