Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71)
0.03481939947765312,0.04726147369336698,3.76,0.0,0.47549943909289016,0.7446379413974028,0.2527051636022682,6.455227805132513e-07,0.0111466906927175,1.345630268337529e-08,2.6320584139158883e-05,6.538829010373814e-11,5.616701463565575e-15,1.690728732253895e-08,1.7902072001258648e-08,0.003864788597102254,1.0701579338913495e-10,4.227844031553304e-05,0.00010025461189684708,0.001783041209637482,4.986687803244092e-08,0.2485780274456991,1.1561208300513323e-05,0.00459514226908506,0.0004209758100981111,8.755117052975924e-11,0.001346951157614777,1.0580517814956652e-06,8.253524644530198e-06,0.0008563085304310248,7.523544303938032e-07,3.950602714526483e-08,7.32416930718459e-12,1.69458268408152e-05,4.136438725619706e-12,1.8055024759530092e-09,1.5896625199913956e-07,0.00013518865203327035,7.116448065901245e-12,7.0871900110518595e-09,1.25809603744755e-16,1.803807855367384e-10,3.6475461460481925e-11,1.460758254619156e-09,3.931037990017547e-08,1.9518545003956004e-06,1.200137039626521e-08,2.7214766198209555e-11,1.8884360692443015e-15,6.367847396412629e-10,6.26969665986189e-11,1.365830191217727e-05,1.8224241867149306e-11,1.8791943043603231e-07,6.836668007758729e-07,5.607580323873394e-13
0.03503922109394622,0.04726176265051177,3.76,0.0,0.47427931147818486,0.7434585409006523,0.2538681701574492,6.447230763253833e-07,0.011215717954802027,1.34472677296027e-08,2.626467452573069e-05,6.524049227963399e-11,5.6040059597598534e-15,1.687432662394696e-08,1.7878292132550906e-08,0.0038873780448822237,1.0708919294170712e-10,4.221946836534518e-05,9.988259001168263e-05,0.0017858992523430556,4.98436764756366e-08,0.24972124287622616,1.1562482922433261e-05,0.00460868120086231,0.00042390699261993996,8.72302947761654e-11,0.001355302422350651,1.0621946257778965e-06,8.301090840824972e-06,0.0008625928391482029,7.540994082593e-07,3.966946481867917e-08,7.354469571681237e-12,1.69189870633952e-05,4.161173885282912e-12,1.8176891361866232e-09,1.6034535157329387e-07,0.00013704121064328875,7.1559002485350466e-12,7.137308290978405e-09,1.266731499225977e-16,1.828805042090928e-10,3.6974767645653677e-11,1.459052245445467e-09,3.986769008255482e-08,1.983861383106747e-06,1.2090684933900687e-08,2.7609413185508538e-11,1.8820755914829177e-15,6.445832511447245e-10,6.296216888853268e-11,1.3609713727397512e-05,1.8480452977749284e-11,1.902773595325506e-07,6.911447096781029e-07,5.686383242070567e-13
0.03525904271023932,0.04726205174632052,3.76,0.0,0.47306362890907844,0.7422833511762938,0.25502694220166244,6.439266283682197e-07,0.01128470297167761,1.3438178600719331e-08,2.6208957100712958e-05,6.509294197051417e-11,5.5913317171381244e-15,1.6841437166623936e-08,1.785449090223845e-08,0.003909941573180642,1.0716178040863176e-10,4.216043928611456e-05,9.951254119756051e-05,0.0017886989600370254,4.9820541296202554e-08,0.2508603155356023,1.1563793480219753e-05,0.004622087185844159,0.00042683709267188146,8.691110786863812e-11,0.001363656697791073,1.0663137710334277e-06,8.34850815461585e-06,0.0008688605933982012,7.558225203393428e-07,3.983170326665109e-08,7.384547507018916e-12,1.6892243111094935e-05,4.185768096241162e-12,1.8298178836913378e-09,1.617235337807576e-07,0.00013890301222110922,7.195260894522468e-12,7.187231177930653e-09,1.2753356593767244e-16,1.8539216639166758e-10,3.747636142250116e-11,1.4573633585859057e-09,4.042777295195347e-08,2.0161158704063584e-06,1.2179711799635008e-08,2.800639436321958e-11,1.875761435532041e-15,6.523994494625291e-10,6.322591978950728e-11,1.3561265177400826e-05,1.8738093902515007e-11,1.9264282833357e-07,6.986266592848296e-07,5.765625020649378e-13
0.035478864326532425,0.04726234097797195,3.76,0.0,0.4718523682114524,0.7411123503128415,0.2561815017521021,6.431334265944525e-07,0.01135364537710857,1.342903574748014e-08,2.6153431148412377e-05,6.494563993407033e-11,5.578678800781723e-15,1.680861916506567e-08,1.7830668963990614e-08,0.003932479151695176,1.0723355984971205e-10,4.2101356165571295e-05,9.914445271573565e-05,0.0017914409185879835,4.979747336866011e-08,0.25199526725927973,1.1565138615037997e-05,0.004635361171757063,0.000429766126502137,8.659359897273474e-11,0.001372014037217876,1.0704093712665597e-06,8.395776848640881e-06,0.0008751116044403159,7.575239832408485e-07,3.9992749743440754e-08,7.414404458095091e-12,1.6865594485271745e-05,4.2102211213920636e-12,1.8418883491659584e-09,1.6310073730931488e-07,0.00014077395581597795,7.2345284963195655e-12,7.236956974356385e-09,1.2839083347948865e-16,1.8791560923544432e-10,3.7980209906407983e-11,1.4556913268847459e-09,4.099059448316227e-08,2.0486167795892666e-06,1.2268447500896553e-08,2.8405691134981684e-11,1.8694931788849804e-15,6.602326933809779e-10,6.348822588292523e-11,1.3512957234399705e-05,1.899715285018777e-11,1.9501568162418007e-07,7.061120827078062e-07,5.845302017172758e-13
0.035918507559118636,0.04726291983759738,3.76,0.0,0.46944302047009034,0.7387828282182256,0.258478070751077,6.41556721541352e-07,0.011491400906464305,1.3410590657769745e-08,2.6042950808876072e-05,6.465178362004278e-11,5.5534371994650666e-15,1.6743198351487895e-08,1.778296555377741e-08,0.003977476342470959,1.0737471092463858e-10,4.198303989521931e-05,9.841410626387428e-05,0.0017967539029164746,4.975154270738905e-08,0.2542528945378432,1.1567927318166004e-05,0.004661516899914887,0.00043562105969702415,8.596357227575264e-11,0.0013887381141161343,1.0785305508200035e-06,8.489869469356806e-06,0.0008875626647675191,7.608628184332822e-07,4.031129573917458e-08,7.47346077568977e-12,1.681258123431385e-05,4.258702777676718e-12,1.8658530233961864e-09,1.6585196693240662e-07,0.00014454286501876387,7.31277867189761e-12,7.335810740779807e-09,1.3009585354646458e-16,1.9299718533257565e-10,3.8994539511190835e-11,1.452396785847609e-09,4.21243176984437e-08,2.114353066106654e-06,1.2445031874366449e-08,2.9211156876724515e-11,1.8570926964354913e-15,6.759477728142619e-10,6.400852996133922e-11,1.3416766880480293e-05,1.9519477577370384e-11,1.997829252199272e-07,7.210911173076488e-07,6.005947074177903e-13
0.036358150791704846,0.047263499207140076,3.76,0.0,0.4670510857986114,0.7364698021010861,0.26075805054014717,6.39992881334897e-07,0.011628981684045634,1.3391936013870449e-08,2.5933227822784286e-05,6.435892904296036e-11,5.528281645870988e-15,1.6678065756751553e-08,1.773518703338735e-08,0.004022369391980833,1.0751267876691242e-10,4.1864543242436174e-05,9.769145060884301e-05,0.001801842777337104,4.970589124968214e-08,0.2564942965875996,1.1570838712819442e-05,0.004687155818064231,0.0004414719189790593,8.534012958622495e-11,0.0014054750512589368,1.0865593806608883e-06,8.58337096793826e-06,0.0008999446011184007,7.64117605728289e-07,4.062516059695829e-08,7.531649238605588e-12,1.6759943384557857e-05,4.306617400970286e-12,1.889580470118512e-09,1.6859856670149188e-07,0.00014834712979023445,7.390639253890916e-12,7.433856966740906e-09,1.3178807818419333e-16,1.9812392907025428e-10,4.0017493617289595e-11,1.4491665865343963e-09,4.326858862957096e-08,2.1810605164663167e-06,1.2620411835904538e-08,3.0025660870807754e-11,1.8448708547254166e-15,6.917234387174194e-10,6.452313370770547e-11,1.3321149733889584e-05,2.004733254135002e-11,2.0457786628436276e-07,7.360774132790233e-07,6.1682891895231e-13
0.03679779402429106,0.047264079064613405,3.76,0.0,0.4646763840575612,0.7341731016344675,0.263021612334476,6.38441826691454e-07,0.01176638490779885,1.337307532746697e-08,2.582425654005262e-05,6.406708163101011e-11,5.503212606248122e-15,1.661322284507579e-08,1.768733845533324e-08,0.004067158088526195,1.0764749604851935e-10,4.174588911086434e-05,9.697638716541731e-05,0.0018067120237738909,4.966052556401788e-08,0.25871964307110445,1.1573862907011183e-05,0.0047122852416893995,0.0004473188283442077,8.472318704265885e-11,0.001422225225148485,1.0944970613338253e-06,8.676283730822958e-06,0.0009122560649347332,7.672900034577283e-07,4.0934401879766793e-08,7.588980518694493e-12,1.6707677059850077e-05,4.353963877168213e-12,1.9130682065653562e-09,1.7134007680488976e-07,0.00015218594147440762,7.468099142003786e-12,7.531083784620396e-09,1.3346738667581526e-16,2.0329453731182466e-10,4.1048809743557545e-11,1.4459987712403338e-09,4.442313723501842e-08,2.2487292046122437e-06,1.2794562499435707e-08,3.084905309076696e-11,1.832824434651493e-15,7.075547056581284e-10,6.503208965638678e-11,1.3226112317122486e-05,2.05806230023826e-11,2.093992953246019e-07,7.510666778683484e-07,6.332299103407935e-13
0.03723743725687727,0.04726465938829729,3.76,0.0,0.46231873738845564,0.7318925586469353,0.26526892521048623,6.369034787619417e-07,0.011903607832305629,1.3354012069193093e-08,2.5716031340499537e-05,6.377624654332904e-11,5.4782305237349856e-15,1.6548670972886428e-08,1.7639424793111203e-08,0.0041118422337045836,1.0777919549311972e-10,4.162709964858487e-05,9.626881877055119e-05,0.0018113660359930926,4.9615452025209795e-08,0.26092910147210835,1.157699042082314e-05,0.0047369123711140096,0.00045316190881709845,8.4112661986974e-11,0.0014389889913152183,1.1023447781971887e-06,8.768610258556585e-06,0.0009244957757727255,7.703816370837761e-07,4.123907689423147e-08,7.645465240280234e-12,1.6655778433090318e-05,4.400741415344387e-12,1.936313948966312e-09,1.7407605122466636e-07,0.00015605849171626015,7.545147646423886e-12,7.627480068279571e-09,1.351336690663003e-16,2.0850770817636543e-10,4.208822595142293e-11,1.4428914570122133e-09,4.558769470661611e-08,2.3173490166951398e-06,1.2967460274117799e-08,3.1681183136669817e-11,1.8209502851759086e-15,7.234366556019914e-10,6.553545026760732e-11,1.3131660630091235e-05,2.1119254158780087e-11,2.1424601777711123e-07,7.660547253301679e-07,6.497947538932586e-13
0.03767708048946348,0.04726524015673263,3.76,0.0,0.4599779701802795,0.7296280070908238,0.2675001561363279,6.353777590705308e-07,0.012040647768586907,1.3334749668244357e-08,2.5608546632056178e-05,6.348642867304649e-11,5.453335818620285e-15,1.6484411392635723e-08,1.759145093929527e-08,0.004156421642178612,1.0790780984393512e-10,4.150819627091788e-05,9.556864965379665e-05,0.001815809121448029,4.9570676810794605e-08,0.263122837128328,1.1580212170794091e-05,0.0047610442934959306,0.0004590012782921638,8.350847293935483e-11,0.0014557666850184376,1.1101037008993278e-06,8.860353156608212e-06,0.0009366625190784823,7.733940997101121e-07,4.153924265108312e-08,7.701113972825766e-12,1.6604243725509273e-05,4.446949532424221e-12,1.9593156055579283e-09,1.7680605743863778e-07,0.00015996397292347586,7.621774477610598e-12,7.723035404591065e-09,1.36786825718819e-16,2.1376214191182167e-10,4.313548101009104e-11,1.439842832420303e-09,4.676199363089943e-08,2.3869096625073754e-06,1.3139082826790664e-08,3.252190034070234e-11,1.8092453213171007e-15,7.393644398061035e-10,6.603326790642034e-11,1.3037800173110611e-05,2.166313120059796e-11,2.1911685436041727e-07,7.810374764324962e-07,6.665205218394488e-13
0.03811672372204969,0.04726582134872776,3.76,0.0,0.45765390903775344,0.7273792830121639,0.2697154700007603,6.338645895263043e-07,0.012177502083856153,1.3315291513264939e-08,2.5501796850764378e-05,6.319763265672806e-11,5.428528889156061e-15,1.6420445255352002e-08,1.7543421705815114e-08,0.0042008961414511355,1.0803337184422558e-10,4.138919968117699e-05,9.487578541422456e-05,0.0018200455030270828,4.952620590083541e-08,0.2653010132624699,1.158351945496028e-05,0.004784687984716557,0.0004648370514052735,8.291053957874878e-11,0.0014725586219024233,1.1177749839269515e-06,8.951515127528738e-06,0.0009487551440942265,7.763289527753999e-07,4.1834955835316125e-08,7.755937225403739e-12,1.6553069205984187e-05,4.492588039073149e-12,1.9820712697514178e-09,1.795296760918643e-07,0.00016390157869159382,7.697969736252623e-12,7.817740070517428e-09,1.3842676690809735e-16,2.1905654168448914e-10,4.4190314551123144e-11,1.4368511545592889e-09,4.794576813473956e-08,2.4574006861738486e-06,1.3309409044984095e-08,3.3371053874904705e-11,1.797706522386188e-15,7.553332803044634e-10,6.652559482793812e-11,1.2944535967981622e-05,2.2212159374862695e-11,2.2401064141349645e-07,7.960109578696607e-07,6.834042883422346e-13
0.03899601018722211,0.04726698491996476,3.76,0.0,0.45305522226879896,0.7229286717707921,0.27409899586606956,6.30875590273685e-07,0.012450643599349831,1.3275801294678405e-08,2.5290479950239748e-05,6.262312348387173e-11,5.379179842954147e-15,1.629339742425966e-08,1.744721594200368e-08,0.004289529785304937,1.0827546964805273e-10,4.1151006244724674e-05,9.351160066771509e-05,0.001827914633078122,4.9438199924440155e-08,0.2696113294545629,1.1590357646861092e-05,0.004830538031430209,0.0004764982502488872,8.173312430710827e-11,0.0015061863933309664,1.1328591733470764e-06,9.132107543559488e-06,0.0009727137435974821,7.81971921187942e-07,4.241324944499391e-08,7.86314899676771e-12,1.6451786040997244e-05,4.582156853089322e-12,2.0268378830197747e-09,1.8495613791884284e-07,0.00017186994651638212,7.849027834674552e-12,8.004561824722217e-09,1.4166669124604428e-16,2.297600710939873e-10,4.632168075584527e-11,1.4310319935388105e-09,5.034068885064365e-08,2.601131273970858e-06,1.3646093929637491e-08,3.5094066379028445e-11,1.7751156480728366e-15,7.873753803063967e-10,6.749398486105644e-11,1.2759814122596399e-05,2.3325290675578928e-11,2.338624919875483e-07,8.259147433943792e-07,7.176341320670446e-13
0.03987529665239453,0.04726814993781997,3.76,0.0,0.44852133306633934,0.7185394540587863,0.2784207813929027,6.279358629822194e-07,0.012723012428330377,1.3235567721346876e-08,2.508203666173373e-05,6.205275120496053e-11,5.330186149189169e-15,1.6167534773768495e-08,1.7350844368993794e-08,0.004377742033579645,1.0850575007525966e-10,4.091267153202806e-05,9.217553579855429e-05,0.0018350055820139765,4.935147797828486e-08,0.27386131467037733,1.1597442497811255e-05,0.004874516162241973,0.0004881463536824484,8.057979600309312e-11,0.0015398744620947898,1.1476062811677585e-06,9.31041080758138e-06,0.0009963635682433514,7.873224228238203e-07,4.297440370607507e-08,7.96718323699381e-12,1.6351900016903906e-05,4.669451707419467e-12,2.0706019977207544e-09,1.9035233643261137e-07,0.00017995718263070227,7.998250193468614e-12,8.18788053520121e-09,1.4485290760611882e-16,2.4060800876490735e-10,4.8480264259500757e-11,1.425421296076592e-09,5.2770365635585965e-08,2.748454203748789e-06,1.3977369125732203e-08,3.684901439584906e-11,1.753154719192618e-15,8.195261991478143e-10,6.844103549991393e-11,1.257752644342757e-05,2.4457893058161877e-11,2.437925826873048e-07,8.55736383951677e-07,7.524609752146326e-13
0.04075458311756695,0.04726931624241061,3.76,0.0,0.444050930919063,0.7142103906663478,0.2826820736738959,6.250447943819342e-07,0.012994589497031521,1.3194616474623757e-08,2.4876423415091102e-05,6.14865442882407e-11,5.281550253084418e-15,1.6042863156442822e-08,1.7254342553665187e-08,0.004465531945642075,1.0872447309272391e-10,4.0674337671965466e-05,9.086688247627107e-05,0.001841349259246281,4.926608079527006e-08,0.27805220159325506,1.1604716773941657e-05,0.0049166743635322705,0.0004997821527856491,7.94499517584684e-11,0.0015736247098410198,1.1620250047938045e-06,9.486449352926412e-06,0.001019697507175,7.923918685568034e-07,4.3518857869829587e-08,8.068121380695986e-12,1.6253382932838323e-05,4.75448031994589e-12,2.113354385827994e-09,1.9571536645220456e-07,0.0001881569177308667,8.14557071085758e-12,8.367641096844628e-09,1.4798501561242652e-16,2.5159016018785323e-10,5.066402731173932e-11,1.4200073104158995e-09,5.523273984041749e-08,2.899280880722132e-06,1.4303106168659064e-08,3.863469492718537e-11,1.7318017178441206e-15,8.517501916987755e-10,6.936715903063355e-11,1.2397697843243659e-05,2.560921556086087e-11,2.537921918690275e-07,8.854478205697836e-07,7.878616354874032e-13
0.041633869582739375,0.047270483678088324,3.76,0.0,0.4396427378954389,0.7099402731630854,0.2868840891526048,6.222017756034442e-07,0.013265356594079458,1.315297261507997e-08,2.4673597038571165e-05,6.092452764922654e-11,5.233274294690402e-15,1.5919387079893765e-08,1.715774476008474e-08,0.004552898764790185,1.0893189693417619e-10,4.043613731818057e-05,8.958495209665073e-05,0.0018469753778344589,4.918204600527901e-08,0.28218519186849556,1.1612128124393526e-05,0.004957063011918699,0.0005114063802675495,7.83430053546878e-11,0.0016074387611611416,1.1761238083142334e-06,9.660248565761458e-06,0.0010427092868992678,7.971912176057916e-07,4.404704386875616e-08,8.166043505611491e-12,1.6156207288385793e-05,4.837253901317371e-12,2.1550881946139145e-09,2.0104250994246688e-07,0.0001964628362397221,8.290928649131363e-12,8.543797452165351e-09,1.510627378164156e-16,2.6269644366375436e-10,5.28709584219239e-11,1.4147791362069416e-09,5.7725788588892386e-08,3.053520977579434e-06,1.4623192884423276e-08,4.0449910732786955e-11,1.711035504989251e-15,8.840130506900315e-10,7.027276444306512e-11,1.2220347348518205e-05,2.6778512624582675e-11,2.6385286796315946e-07,9.150225982110311e-07,8.238131001944099e-13
0.042513156047911796,0.047271652093529536,3.76,0.0,0.4352955077490409,0.7057279230513889,0.29102801444260945,6.194062020461647e-07,0.013535296354562467,1.3110660600094568e-08,2.4473514757808228e-05,6.036672286953478e-11,5.185360127698215e-15,1.579710978061286e-08,1.706108397175469e-08,0.004639841911220303,1.0912827772555282e-10,4.019819421622825e-05,8.83290751635646e-05,0.0018519125025730162,4.909940820743341e-08,0.2862614569741331,1.161962872592111e-05,0.004995730927234239,0.0005230197100982646,7.725838674118483e-11,0.0016413180003236382,1.1899109263257814e-06,9.83183462952894e-06,0.001065393416606268,8.017309947249116e-07,4.455938588410647e-08,8.2610282524305e-12,1.6060346264315996e-05,4.91778681259404e-12,2.195798771443018e-09,2.0633122816823496e-07,0.0002048686857465001,8.434268364913736e-12,8.71631199089703e-09,1.5408590932069842e-16,2.739169082526693e-10,5.5099075731572685e-11,1.4097266555631036e-09,6.024752751988675e-08,3.2110827012110945e-06,1.4937532395899134e-08,4.2293472618258834e-11,1.6908357787083468e-15,9.162817254237998e-10,7.115825705069726e-11,1.2045488605311266e-05,2.796504532952114e-11,2.739664329555283e-07,9.444358264222367e-07,8.602925643591593e-13
0.04339244251308422,0.04727282134161097,3.76,0.0,0.43100802504820784,0.7015721909431054,0.2951150071255338,6.166574732887148e-07,0.013804392242827212,1.3067704291771937e-08,2.427613419609767e-05,5.981314833100295e-11,5.137809330939644e-15,1.567603331510827e-08,1.6964391895911428e-08,0.004726360975083533,1.0931386908539862e-10,3.996062373364355e-05,8.709860069132318e-05,0.0018561880963304123,4.901819905430641e-08,0.29028213906703965,1.1627174952960306e-05,0.005032725423917613,0.0005346227577133134,7.619554153077023e-11,0.001675263587090397,1.2033943683359825e-06,1.0001234381467295e-05,0.0010877451362497495,8.060213070501543e-07,4.505629995106412e-08,8.353152751592663e-12,1.596577370384647e-05,4.996096240900322e-12,2.235483495552865e-09,2.1157915418376385e-07,0.00021336828555171007,8.575539049934129e-12,8.885154971893236e-09,1.5705446794116326e-16,2.8524174999199985e-10,5.7346429973421215e-11,1.4048404705239797e-09,6.279601313793056e-08,3.3718730422855527e-06,1.5246042167695123e-08,4.4164201482364624e-11,1.6711830341691734e-15,9.485244353173569e-10,7.202403808008503e-11,1.1873130350672923e-05,2.916808251075859e-11,2.841249843771195e-07,9.736641374430337e-07,8.972774651392516e-13
0.04427172897825664,0.04727399127942703,3.76,0.0,0.42677910433103877,0.6974719557604055,0.2991461965269914,6.139549930422144e-07,0.014072628534276741,1.3024126966794921e-08,2.4081413377180714e-05,5.926381940576382e-11,5.090623224736393e-15,1.555615863474714e-08,1.6867698990557147e-08,0.00481245570966706,1.0948892181247793e-10,3.9723533360269e-05,8.589289564280139e-05,0.0018598285645614952,4.8938447349092795e-08,0.2942483518034327,1.1634727069356506e-05,0.0050680923607487735,0.0005462160806754074,7.515393052699519e-11,0.001709276471620887,1.2165819231079451e-06,1.0168475188368028e-05,0.0011097603674223456,8.100718602387601e-07,4.55381936984918e-08,8.44249257504991e-12,1.5872464094456655e-05,5.072201903813607e-12,2.2741416195573504e-09,2.1678408530591384e-07,0.00022195553434167117,8.71469448114175e-12,9.05030397579169e-09,1.5996844506705046e-16,2.966613259650825e-10,5.961110714703406e-11,1.400111845302754e-09,6.536934478825898e-08,3.535798007721977e-06,1.5548653081343983e-08,4.6060930154670394e-11,1.6520585272628285e-15,9.807106755561727e-10,7.287050445088971e-11,1.1703276850582582e-05,3.0386901739019166e-11,2.943208961956954e-07,1.002685641795406e-06,9.347455120403124e-13
0.04515101544342906,0.04727516176822588,3.76,0.0,0.4226075892871393,0.6934261239621928,0.3031226844691243,6.112981693028931e-07,0.014339990296309604,1.2979951331607582e-08,2.3889310734067198e-05,5.871874859834804e-11,5.043802883085193e-15,1.543748566099251e-08,1.6771034481050954e-08,0.004898126024722189,1.0965368363041544e-10,3.948702317298595e-05,8.471134440255367e-05,0.0018628592979208348,4.8860179156162716e-08,0.2981611811324284,1.1642248941388475e-05,0.005101876188832799,0.0005578001797557579,7.41330292793101e-11,0.0017433574084490964,1.2294811629167695e-06,1.0333584833090197e-05,0.0011314356671064559,8.138919741460204e-07,4.6005466111834796e-08,8.529121692300792e-12,1.578039255028315e-05,5.146125774171047e-12,2.311774120110891e-09,2.2194397573371104e-07,0.00023062441699618584,8.851692783640198e-12,9.211743384005241e-09,1.6282795715844975e-16,3.081661670797244e-10,6.189123079361545e-11,1.395532653828627e-09,6.796566626943472e-08,3.702762835847327e-06,1.584530856625551e-08,4.798250505658472e-11,1.6334442398322024e-15,1.0128112188535442e-09,7.369804842260427e-11,1.1535928300718371e-05,3.162079021152251e-11,3.045468185996985e-07,1.0314798818010695e-06,9.726747143631842e-13
0.04603030190860148,0.04727633267336095,3.76,0.0,0.4184923519647602,0.6894336287947103,0.30704554600090855,6.086864144919786e-07,0.014606463368600124,1.2935199531086278e-08,2.3699785116638194e-05,5.8177945701970635e-11,4.997349147098291e-15,1.5320013359223614e-08,1.6674426387950726e-08,0.004983371979951364,1.098083989479505e-10,3.925118627823048e-05,8.355334826725083e-05,0.0018653047130398948,4.878341791637241e-08,0.3020216860640505,1.1649707771390868e-05,0.0051341199979025795,0.0005693755003450902,7.313232765530238e-11,0.001777506969584019,1.242099448420049e-06,1.0496591416791946e-05,0.0011527681841742826,8.174905980589731e-07,4.6458507405944965e-08,8.613112446825213e-12,1.5689534795065686e-05,5.217891827241821e-12,2.348383557279973e-09,2.2705692960953645e-07,0.00023936901058317875,8.986496204312262e-12,9.369463888832923e-09,1.656331978241087e-16,3.1974698919356543e-10,6.418496401554253e-11,1.3910953313019266e-09,7.058316711550176e-08,3.872672194962903e-06,1.613596377052168e-08,4.99277876491063e-11,1.615322847792998e-15,1.0447981109977846e-09,7.450705737334108e-11,1.137108119788921e-05,3.2869045539527433e-11,3.1479567670783036e-07,1.0600277838902612e-06,1.011043405447376e-12
0.0469095883737739,0.04727750386423583,3.76,0.0,0.4144322920006348,0.6854934295637841,0.31091583010857826,6.061191455328495e-07,0.014872034342902102,1.2889893158732944e-08,2.351279579946899e-05,5.764141794479933e-11,4.951262637557687e-15,1.5203739805322224e-08,1.6577901552272678e-08,0.005068193778655666,1.0995330866243684e-10,3.901610922826298e-05,8.24183249622098e-05,0.001867188291629224,4.870818455962809e-08,0.30583089941438046,1.1657073849392644e-05,0.00516486556110476,0.0005809424341102083,7.215132943322254e-11,0.0018117255568193722,1.2544439330900993e-06,1.0657523268546084e-05,0.0011737556183881268,8.208763251211256e-07,4.68976989016327e-08,8.694535533188503e-12,1.5599867145585484e-05,5.287525807252129e-12,2.383973942792408e-09,2.321211942843368e-07,0.00024818348962653253,9.119070893788497e-12,9.523462034953602e-09,1.683844304270124e-16,3.313947025550948e-10,6.649051122587491e-11,1.3867928298999654e-09,7.322008358521338e-08,4.045430366834308e-06,1.642058476653318e-08,5.189565569037228e-11,1.5976776906747573e-15,1.0766446630672389e-09,7.529791366391447e-11,1.120872868475907e-05,3.4130976385063804e-11,3.250606684289679e-07,1.0883116094363508e-06,1.0498302622741855e-12
0.047788874838946324,0.047278675214239875,3.76,0.0,0.4104263358708561,0.6816045109271104,0.31473456040760084,6.035957841548613e-07,0.015136690542562605,1.2844053271190265e-08,2.3328302494921162e-05,5.710917012001455e-11,4.9055437660904524e-15,1.5088662251308305e-08,1.6481485663599995e-08,0.005152591761546083,1.1008865001663481e-10,3.8781872407315876e-05,8.130570817729905e-05,0.0018685326180105312,4.8634497634652016e-08,0.3095898285295397,1.1664320322264645e-05,0.005194153378361749,0.000592501320810482,7.118955191194531e-11,0.001846013413315688,1.2665215675318768e-06,1.0816408867802143e-05,0.0011943961817328297,8.240574064823586e-07,4.7323412996686694e-08,8.773459991680387e-12,1.551136649555968e-05,5.355055012351553e-12,2.4185506146154955e-09,2.371351533994926e-07,0.0002570621307136406,9.249386699479325e-12,9.673739772368079e-09,1.710819812608154e-16,3.431004200184463e-10,6.880611953049919e-11,1.3826185783420145e-09,7.587469939351211e-08,4.220941416181327e-06,1.6699147798377863e-08,5.3885004369875154e-11,1.5804927431419692e-15,1.1083254384418022e-09,7.607099436304597e-11,1.1048860868456656e-05,3.5405903065099945e-11,3.3533526154110217e-07,1.1163149049956805e-06,1.089014324041925e-12
0.048668161304118746,0.0472798466006832,3.76,0.0,0.4064734361627029,0.677765882206458,0.31850273581622945,6.011157571271585e-07,0.015400420001838193,1.2797700396907725e-08,2.3146265360339498e-05,5.658120472139936e-11,4.860192746816017e-15,1.4974777187591512e-08,1.6385203288495808e-08,0.005236566400724052,1.1021465644432573e-10,3.8548550401390335e-05,8.021494710686501e-05,0.0018693594151077521,4.8562373425722695e-08,0.3132994559886878,1.1671422979522588e-05,0.005222022718307146,0.0006040524502607396,7.024652552400353e-11,0.0018803706344886898,1.2783391049229877e-06,1.097327677313492e-05,0.0012146885619977936,8.270417650878742e-07,4.7736013126094856e-08,8.849953200930463e-12,1.5424010299989106e-05,5.420508096835276e-12,2.452120120294863e-09,2.4209732045063534e-07,0.00026599931648207324,9.377416968159593e-12,9.82030404280154e-09,1.737262332557522e-16,3.548554641922534e-10,7.113007997913818e-11,1.3785664448387545e-09,7.854534622256154e-08,4.3991093468420166e-06,1.6971638571070386e-08,5.5894747302638135e-11,1.5637525874682232e-15,1.1398162376710142e-09,7.682667112719904e-11,1.0891465114409868e-05,3.669315811930682e-11,3.456131902468767e-07,1.1440224530035692e-06,1.1285750095942407e-12
