Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239)
1.5831599925261706e-11,0.0952945076428777,3.76,0.0,0.8430412999371966,0.999978267520964,1.5287079308696228e-21,2.441615750707952e-17,3.0676432396001794e-10,3.0674638231992274e-10,1.8727575798256587e-11,3.8397961711636314e-19,3.2454223316951067e-18,1.7879299456456044e-14,1.7879152534969405e-14,1.1893052547341999e-18,6.8876665730750616e-18,1.872810635805133e-11,5.053228640407383e-16,6.549955145696382e-14,5.972634296108288e-17,2.4214270999334808e-17,5.76299491663753e-17,6.835036630756549e-25,5.526912158939492e-23,1.8345868900781336e-18,8.161692637599144e-24,9.82781191281339e-29,6.549874485579378e-14,2.728939104558774e-26,3.595106502987056e-33,1.8397832090767851e-22,1.08856172562466e-21,2.1732460289650573e-05,1.487394144746032e-37,1.752796896013416e-27,5.569744253512282e-27,5.316650925827513e-23,5.737197639410654e-18,2.888140279493913e-32,2.0209760080709876e-40,2.4493893721009573e-34,3.034126571649873e-36,2.8231304183416147e-29,2.4673666443969064e-36,2.7649782772686874e-37,1.209619864157944e-25,6.292268779332206e-34,7.216597086262424e-24,1.6898392166318377e-38,3.6320889518067446e-26
1.7629587872209914e-11,0.09529450764347035,3.76,0.0,0.8430412999002231,0.9999760463546923,2.112567144801813e-21,3.030792834116236e-17,3.416034153703493e-10,3.415811672015729e-10,2.085436673799577e-11,4.928473886887427e-19,4.0002882223807765e-18,2.2170713649306554e-14,2.2170521133901114e-14,1.642256856401185e-18,7.981703201599644e-18,2.0855024542249394e-11,6.266080095699885e-16,7.293852065833659e-14,7.409029399663471e-17,3.002861245975622e-17,7.146286593643148e-17,8.575340124886833e-25,6.853572577825152e-23,2.2728219628410395e-18,1.1270168158731028e-23,1.3487294542548673e-28,7.293740795606487e-14,3.431530401028611e-26,5.483120348091964e-33,2.4272602003915645e-22,1.3348289631250966e-21,2.3953624430019138e-05,2.237863370774988e-37,2.4203605061211428e-27,7.691107783641586e-27,6.593106688137427e-23,6.3887444574735875e-18,4.440486497105483e-32,3.0884116397809154e-40,3.382337605061362e-34,4.190009284730603e-36,3.8984053459800606e-29,3.4464584516515474e-36,4.255111169040349e-37,1.6703082350969477e-25,8.688587967396058e-34,8.829987622223222e-24,2.598341846466051e-38,5.011500706228726e-26
2.1225563766106328e-11,0.09529450764465566,3.76,0.0,0.8430412998262763,0.9999717429112037,3.6925712442135115e-21,4.4022783486370373e-17,4.1128159818984685e-10,4.1124934866621665e-10,2.5107893804600863e-11,7.621610195114309e-19,5.7295500082350296e-18,3.213681139310352e-14,3.2136502403487334e-14,2.8660495540600837e-18,1.0482570202753393e-17,2.5108847008604557e-11,9.082694485790706e-16,8.781667257657151e-14,1.0747949609215954e-16,4.353390650223041e-17,1.0358803103035986e-16,1.2719274391300238e-24,9.934614040852427e-23,3.2884029398752973e-18,1.9668798785927945e-23,2.332058307322772e-28,8.781473355348754e-14,5.112030111853848e-26,1.1379476598334005e-32,3.930587908957001e-22,1.8924415889340993e-21,2.825706365435073e-05,4.547832137099439e-37,4.224001839243685e-27,1.3422805631249612e-26,9.557817826424107e-23,7.691824277867516e-18,9.328003011744462e-32,6.420580656031786e-40,5.9031301758431255e-34,7.313562556983636e-36,6.803750799185631e-29,6.148807193124133e-36,8.955347313784043e-37,2.9150047396657955e-25,1.5162831055604471e-33,1.2465375038188114e-23,5.459234382217413e-38,8.732486095217708e-26
2.4821539660002743e-11,0.09529450764584098,3.76,0.0,0.8430412997523294,0.9999676182312683,5.914301515052175e-21,6.032561528577858e-17,4.809597810089244e-10,4.809156791186314e-10,2.936134848393941e-11,1.1064088299338705e-18,7.74260128673844e-18,4.394715317254482e-14,4.394668971232321e-14,4.5833556019030426e-18,1.3469023260923504e-17,2.936265158932246e-11,1.242047895458645e-15,1.026951559714321e-13,1.470964221348241e-16,5.954217672192533e-17,1.4165880753444809e-16,1.7789093998076862e-24,1.3585957539766876e-22,4.488593425374138e-18,3.1454481248201185e-23,3.704724886148413e-28,1.0269205834685451e-13,7.179410114114039e-26,2.1092108667430007e-32,5.919968352674822e-22,2.5318562447570647e-21,3.2381739323915735e-05,8.300335973093657e-37,6.755000452116844e-27,2.1466188990767e-26,1.3071704042268307e-22,8.994886249254335e-18,1.7440475154591452e-31,1.1898020515638972e-39,9.440718816831211e-34,1.1697847580801103e-35,1.0881028971288667e-28,1.0040491385059313e-35,1.6775105151178248e-36,4.6616454375121885e-25,2.4247600677720122e-33,1.6608117645467463e-23,1.020889694538805e-37,1.3943305429803465e-25
2.8417515553899157e-11,0.09529450764702628,3.76,0.0,0.8430412996783826,0.9999636648890383,8.888751126357037e-21,7.923189418373175e-17,5.506379638291576e-10,5.505801586211986e-10,3.361473158395583e-11,1.5327502827490325e-18,1.0029083383082264e-17,5.760160154369494e-14,5.760094048439715e-14,6.877762164131457e-18,1.7023075182431167e-17,3.3616439036791406e-11,1.6279379544201367e-15,1.1757402698641792e-13,1.9295626186074725e-16,7.805441307584777e-17,1.8567500098996288e-16,2.3834535540492053e-24,1.7807615633107806e-22,5.872352749997516e-18,4.7200973915528763e-23,5.531639270174311e-28,1.1756938233628978e-13,9.657422603302453e-26,3.5992179440891655e-32,8.449785563437978e-22,3.247468865880371e-21,3.633507728597884e-05,1.399767958684708e-36,1.01365555347551e-26,3.2212937796780347e-26,1.7134896039073841e-22,1.0297931057929255e-17,2.9955752274991385e-31,2.0273837758028956e-39,1.4167445687310319e-33,1.7557085075300725e-35,1.6328947710932668e-28,1.5367704460713111e-35,2.8866879553344626e-36,6.995246182813402e-25,3.638489472894329e-33,2.121651060842854e-23,1.7537927365282869e-37,2.089093178238648e-25
3.201349144779557e-11,0.09529450764821157,3.76,0.0,0.8430412996044357,0.999959875767144,1.2727574790879818e-20,1.0075709058976125e-16,6.203161466523664e-10,6.202427872354387e-10,3.786804388187068e-11,2.0480832868816378e-18,1.2579015604404474e-17,7.31000198051034e-14,7.309911289234085e-14,9.832849961208613e-18,2.1226487506966843e-17,3.7870210072469764e-11,2.0659342640234123e-15,1.3245334176085665e-13,2.4507420606627354e-16,9.907160128967617e-17,2.356364194676435e-16,3.090533316740633e-24,2.2599604436324127e-22,7.438646209357536e-18,6.74820165263549e-23,7.877707597594786e-28,1.324467055219172e-13,1.2569823484342547e-25,5.766113713442056e-32,1.1570690143628356e-21,4.034059909365833e-21,4.012419491049505e-05,2.221729490211578e-36,1.449185835533164e-26,4.605474419903292e-26,2.174752451137189e-22,1.1600959390111433e-17,4.823482487189142e-31,3.240641398347737e-39,2.0255676792531702e-33,2.5105753412693847e-35,2.3346297367754487e-28,2.2386785923978626e-35,4.656849264227027e-36,1.000081650518992e-24,5.2016636608036015e-33,2.6252277617641937e-23,2.824465852396244e-37,2.9820782152985557e-25
3.5609467341691984e-11,0.09529450764939688,3.76,0.0,0.8430412995304889,0.9999562440439179,1.754308874892405e-20,1.249166748138711e-16,6.899943294806148e-10,6.899035650220597e-10,4.2121286125462734e-11,2.659053714434707e-18,1.538278148270062e-17,9.044227195370656e-14,9.044106581331414e-14,1.353219330105403e-17,2.616077129162432e-17,4.2123965388166755e-11,2.5560314954421814e-15,1.4733315642992485e-13,3.0346544647363345e-16,1.225947228092451e-16,2.915428734206195e-16,3.905121861397919e-24,2.7961943617233566e-22,9.186445024204331e-18,9.287133041219589e-23,1.0807832088267401e-27,1.473240279038599e-13,1.5940372384848359e-25,8.789050623928519e-32,1.53298542581722e-21,4.886768104671422e-21,4.3755913865112216e-05,3.3611767800874965e-36,1.9944092299191304e-26,6.338331268732976e-26,2.6909720144861216e-22,1.2903971931944877e-17,7.382159810375974e-31,4.925650555797758e-39,2.7877802262570746e-33,3.4558616890447326e-35,3.213196433543132e-28,3.1363301253182876e-35,7.140453332156758e-36,1.3763359637167772e-24,7.158467675417827e-33,3.168029059575221e-23,4.323512195718036e-37,4.0976726479067856e-25
3.92054432355884e-11,0.09529450765058219,3.76,0.0,0.843041299456542,0.9999527631810874,2.344827074411595e-20,1.5172611700458664e-16,7.596725123162106e-10,7.595624920410029e-10,4.637445903430379e-11,3.372064615027552e-18,1.8431115455467367e-17,1.0962822264289165e-13,1.0962665878705169e-13,1.8059360109344468e-17,3.1907187896397956e-17,4.637770564727645e-11,3.098224350807878e-15,1.6221352712466807e-13,3.681451756029639e-16,1.4862475475567537e-16,3.533941755444519e-16,4.832192123344496e-24,3.389465639159877e-22,1.111472630094715e-17,1.2394261871545147e-22,1.438691106634471e-27,1.6220134948224065e-13,1.9792832667974265e-25,1.2868167627566544e-31,1.977121073819645e-21,5.801065838826885e-21,4.723677242202286e-05,4.8908862393180415e-36,2.661643290734102e-26,8.459036021442075e-26,3.2621613616448073e-22,1.4206969369499348e-17,1.084426633654133e-30,7.188441170068818e-39,3.720623663347938e-33,4.613075409210319e-35,4.288494467152129e-28,4.2571182954317277e-35,1.0508779949508442e-35,1.8367872541288243e-24,9.553079418267446e-33,3.7468310442862213e-23,6.352301059533862e-37,5.4601096632684475e-25
4.280141912948481e-11,0.09529450765176749,3.76,0.0,0.8430412993825952,0.9999494269119695,3.0556760014540514e-20,1.81200887089955e-16,8.293506951617041e-10,8.292195683514867e-10,5.0627563300943473e-11,4.1932850996743744e-18,2.1715090024176354e-17,1.3065773714277268e-13,1.3065575197611998e-13,2.3497911959270642e-17,3.854674976112339e-17,5.0631431485961504e-11,3.692507561634722e-15,1.7709450997202075e-13,4.391285866509324e-16,1.7716266988399903e-16,4.211901406444707e-16,5.876716802819057e-24,4.039776951894972e-22,1.3222472992801387e-17,1.6126956660366996e-22,1.867983898292686e-27,1.7707867025718222e-13,2.415097144513743e-25,1.8224569606635564e-31,2.4935676283509513e-21,6.7727361776067046e-21,5.05730372643135e-05,6.891154547369919e-36,3.463204791498414e-26,1.1006761631993477e-25,3.8883335594286505e-22,1.5509952388771232e-17,1.5400707476739958e-30,1.0144722136425723e-38,4.84134191320281e-33,6.003758627325847e-35,5.580435776410586e-28,5.629193233070049e-35,1.4952074553354108e-35,2.3899345937225382e-24,1.242966980164033e-32,4.3586748385519116e-23,9.02296444107992e-37,7.0934695329609205e-25
4.639739502338123e-11,0.0952945076529528,3.76,0.0,0.8430412993086486,0.9999462292301834,3.8982857291494984e-20,2.133564547213651e-16,8.990288780198869e-10,8.988747940120485e-10,5.4880599592041695e-11,5.1286588792004934e-18,2.5226103412260113e-17,1.5353068130272294e-13,1.5352820612843038e-13,2.9931404099532194e-17,4.616022117356694e-17,5.488514351428491e-11,4.3388758873279624e-15,1.9197616109482478e-13,5.164308733759006e-16,2.0820943654534779e-16,4.949305855105586e-16,7.043668367937764e-24,4.747131329862668e-22,1.5508673861592716e-17,2.0542584147165407e-22,2.3751506437776886e-27,1.919559902288067e-13,2.9038559588208806e-25,2.510030719196634e-31,3.0861358705394e-21,7.79785152879969e-21,5.377071477313239e-05,9.449801050619282e-36,4.411409728829209e-26,1.4020682324927284e-25,4.569501673781693e-22,1.681292167568432e-17,2.1260612919541642e-30,1.391961436674986e-38,6.167181396076006e-33,7.649490571720626e-35,7.108946001934032e-28,7.281388219007831e-35,2.0679693070102215e-35,3.0442764327671695e-24,1.583240290045069e-32,5.0008447726095536e-23,1.2458393802657752e-36,9.021680494433814e-25
4.999337091727764e-11,0.09529450765413812,3.76,0.0,0.8430412992347018,0.9999431643788502,4.884152479095782e-20,2.482082892199099e-16,9.68707060893792e-10,9.685281690805835e-10,5.913356854945229e-11,6.183912478187619e-18,2.89558676922597e-17,1.7824692151603493e-13,1.7824388254187908e-13,3.7443385480008246e-17,5.482811903373944e-17,5.91388423172928e-11,5.037324113770483e-15,2.0685853661184655e-13,6.000672299891379e-16,2.417660186526127e-16,5.74615328798954e-16,8.338019057476198e-24,5.5115321565959935e-22,1.797232344006513e-17,2.569850931270246e-22,2.966680019961261e-27,2.0683330939723606e-13,3.4479371740899375e-25,3.3758356513352496e-31,3.758374938424292e-21,8.872753826788053e-21,5.683556182703592e-05,1.26621699715807e-35,5.518573325849668e-26,1.7539973606375949e-25,5.305678769780203e-22,1.811587791609057e-17,2.865131459266511e-30,1.8647391620780286e-38,7.71539105813722e-33,9.571890406954872e-35,8.893965857537153e-28,9.243151657421081e-35,2.7920246547806953e-35,3.8083106022377906e-24,1.980543610270227e-32,5.670848427886771e-23,1.679223679824581e-36,1.1268519626734052e-24
5.358934681117406e-11,0.09529450765532341,3.76,0.0,0.8430412991607551,0.9999402268402375,6.024838619558559e-20,2.8577185952511463e-16,1.0383852437866935e-09,1.0381796936143809e-09,6.338647079126207e-11,7.364563153950872e-18,3.2896397339474316e-17,2.0480632468651078e-13,2.048026430309162e-13,4.611739877558846e-17,6.463071361684173e-17,6.339252845605274e-11,5.787847051980481e-15,2.2174169263779272e-13,6.90052851051582e-16,2.7783337564930767e-16,6.602441909204189e-16,9.764740883502929e-24,6.332983168855733e-22,2.0612421994593645e-17,3.1652095396250075e-22,3.649060322530962e-27,2.2171062776259188e-13,4.049718632946526e-25,4.448259876899563e-31,4.5135902593913284e-21,9.994036068539178e-21,5.9773096158526486e-05,1.6631132420989127e-35,6.797010035393333e-26,2.1603812274390297e-25,6.09687791163603e-22,1.9418821795770834e-17,3.7818324476444394e-30,2.447122840464628e-38,9.503222399726005e-33,1.1792620068450471e-34,1.0955452505919528e-27,1.1544484169627757e-34,3.6921745670490963e-35,4.690534316078613e-24,2.4392920258982544e-32,6.366398315385653e-23,2.2168893916257116e-36,1.3857613722389595e-24
5.718532270507047e-11,0.09529450765650871,3.76,0.0,0.8430412990868084,0.9999374113258211,7.331972663396468e-20,3.2606263414597705e-16,1.108063426702103e-09,1.1078293676701616e-09,6.763930691278783e-11,8.675926534761776e-18,3.7039998191552325e-17,2.3320875819685097e-13,2.3320434989491297e-13,5.603698040874938e-17,7.564802933341192e-17,6.764620246865033e-11,6.5904395368356674e-15,2.3662568528332545e-13,7.864029313758753e-16,3.164124624813877e-16,7.518169939343491e-16,1.1328805633903184e-23,7.211488456272235e-22,2.3427975488319356e-17,3.846070391191609e-22,4.42877946784511e-27,2.365879453249955e-13,4.711578557295302e-25,5.757779979583393e-31,5.354860283099483e-21,1.1158525083963395e-20,6.258860629199987e-05,2.1467088297634542e-35,8.25903354308569e-26,2.6251376428870948e-25,6.943112162699865e-22,2.0721754000435517e-17,4.902531242651506e-30,3.1542954689608294e-38,1.1547929503658781e-32,1.4333387099257766e-34,1.3313380939172875e-27,1.421588037948255e-34,4.795174535094973e-35,5.6994441733815804e-24,2.9638999831293617e-32,7.08539502128363e-23,2.8743515133061298e-36,1.6812440154517185e-24
6.078129859896688e-11,0.095294507657694,3.76,0.0,0.8430412990128616,0.9999347127667576,8.81724926611778e-20,3.6909608111427105e-16,1.1777416096437743e-09,1.1774771913041074e-09,7.189207748753212e-11,1.012312398021851e-17,4.137925680981916e-17,2.634540898787795e-13,2.6344886588826447e-13,6.728566057096972e-17,8.79598454849656e-17,7.18998648711443e-11,7.445096425861917e-15,2.515105706550763e-13,8.891326659335078e-16,3.5750422957188097e-16,8.493335614486143e-16,1.3035184874799865e-23,8.147052461002117e-22,2.6417995544747467e-17,4.618169466414817e-22,5.312324994728662e-27,2.5146526208456795e-13,5.435895549304602e-25,7.336958977259153e-31,6.2850520751001794e-21,1.2363265478745747e-20,6.528716107059814e-05,2.728796813071863e-35,9.916956770314685e-26,3.1521845481164103e-25,7.8443945854643715e-22,2.2024675215725235e-17,6.255408412274517e-30,4.002281749003823e-38,1.386676906360415e-32,1.721594748775094e-34,1.5987745363585873e-27,1.7288275145454009e-34,6.129748944003549e-35,6.843536160487804e-24,3.5587813041180024e-32,7.825911725673194e-23,3.668199664146499e-36,2.0156327737865107e-24
6.43772744928633e-11,0.09529450765887931,3.76,0.0,0.8430412989389149,0.9999321263047594,1.0492429223912772e-19,4.1488766794001217e-16,1.247419792615696e-09,1.2471231645718969e-09,7.614478306809882e-11,1.171108966916639e-17,4.590703023452432e-17,2.9554218798484247e-13,2.9553605419216514e-13,7.994696324281576e-17,1.0164569701522898e-16,7.61535161584815e-11,8.351812598084301e-15,2.6639640485565945e-13,9.982572497668698e-16,4.011096227982337e-16,9.527937185249364e-16,1.4888849952862416e-23,9.139679977398774e-22,2.958149941180065e-17,5.487242576229547e-22,6.306184066195167e-27,2.6634257804143025e-13,6.225048592345437e-25,9.220444301803526e-31,7.306835828296127e-21,1.360550469088773e-20,6.78736187820732e-05,3.4219234858664516e-35,1.1783091877062251e-25,3.7454400163225337e-25,8.800738241567197e-22,2.3327586127211398e-17,7.870455911310642e-30,5.007924922815251e-38,1.6477000412464931e-32,2.046210850527218e-34,1.8998560588336568e-27,2.0792994018380126e-34,7.726605547037905e-35,8.131305652992678e-24,4.228349201703136e-32,8.586180009139256e-23,4.616097763298868e-36,2.3912457583791182e-24
6.797325038675971e-11,0.0952945076600646,3.76,0.0,0.8430412988649681,0.9999296472833502,1.2369339471402941e-19,4.634528615689622e-16,1.3170979756220956e-09,1.316767287528732e-09,8.039742418707009e-11,1.3444577426893811e-17,5.061643611705046e-17,3.294729211617908e-13,3.294657783879681e-13,9.410440621266175e-17,1.1678487525795777e-16,8.040715680537369e-11,9.310582952937205e-15,2.812832439836849e-13,1.1137918779059263e-15,4.472295834722432e-16,1.0621972915894984e-15,1.6894771997502306e-23,1.018937615169485e-21,3.2917509926288996e-17,6.459025363419538e-22,7.41684347108965e-27,2.8121989319570283e-13,7.081417051882048e-25,1.1444965780086759e-30,8.422698369178164e-21,1.488267908182546e-20,7.0352635902482e-05,4.239388552652997e-35,1.3869750264587089e-25,4.40882225363063e-25,9.812156191793835e-22,2.463048742039679e-17,9.779474887912659e-30,6.188864262859763e-38,1.9395885550733371e-32,2.409373154392463e-34,2.2365863418230395e-27,2.476170764245827e-34,9.618449938112902e-35,9.571247417648379e-24,4.977016294057364e-32,9.364576838882519e-23,5.736783709215072e-36,2.810386394989273e-24
7.156922628065612e-11,0.09529450766124989,3.76,0.0,0.8430412987910214,0.999927271239484,1.4459873079086108e-19,5.14807128342072e-16,1.3867761586674378e-09,1.3864095602293671e-09,8.465000135784731e-11,1.5328167304279962e-17,5.5500843210752587e-17,3.6524615842544723e-13,3.652379024320286e-13,1.0984150109419158e-16,1.3345642868179904e-16,8.46607872671378e-11,1.0321402409230048e-14,2.961711441337686e-13,1.2357517452892628e-15,4.95865048322426e-16,1.1775441083484643e-15,1.9057921922965475e-23,1.1296146481695723e-21,3.642505547876991e-17,7.539253303888612e-22,8.650789625661719e-27,2.9609720754750627e-13,8.0073806763182535e-25,1.404933361434651e-30,9.634955739706784e-21,1.6192400978945984e-20,7.272867547805114e-05,5.195245290857201e-35,1.618924257797628e-25,5.146249599921809e-25,1.0878661496080329e-21,2.5933379780716114e-17,1.2016073490647296e-29,7.563513187152213e-38,2.2640689174836345e-32,2.813273495509218e-34,2.6109714050818437e-27,2.922638979825171e-34,1.184000002424023e-34,1.117185561417584e-23,5.80919461926593e-32,1.0159612622163312e-22,7.050069059518851e-36,3.275343508465437e-24
7.516520217455254e-11,0.09529450766243519,3.76,0.0,0.8430412987170747,0.9999249938955085,1.6775989250607732e-19,5.689659339567885e-16,1.4564543417564216e-09,1.456049982728136e-09,8.890251507545701e-11,1.7366271918366613e-17,6.055386220672677e-17,4.0286176913697696e-13,4.0285229063194986e-13,1.2724175334283534e-16,1.5173916363197155e-16,8.89144079805018e-11,1.1384265904165668e-14,3.1106016139654483e-13,1.3641520466892761e-15,5.470169494786826e-16,1.298833997708145e-15,2.1383270430332405e-23,1.2459996816484115e-21,4.010316997879253e-17,8.733661707855606e-22,1.0014508575079158e-26,3.109745210969606e-13,9.00531959780519e-25,1.7074436365254135e-30,1.0945764921797955e-20,1.7532446600627523e-20,7.500601516100623e-05,6.30430070775846e-35,1.8753878708585024e-25,5.961640529623864e-25,1.2000267213515904e-21,2.7236263893536466e-17,1.4615664678933528e-29,9.151037982581458e-38,2.6228678705494616e-32,3.2601096888829098e-34,3.025019747801457e-27,3.4219278827237483e-34,1.442800050140077e-34,1.2941623796999436e-23,6.729295649843532e-32,1.0969920234237777e-22,8.5768387130424e-36,3.78839140669703e-24
7.876117806844895e-11,0.0952945076636205,3.76,0.0,0.8430412986431279,0.9999228111514633,1.9329713319932395e-19,6.259447434301526e-16,1.5261325248939837e-09,1.525688555078977e-09,9.315496581732339e-11,1.956314256163289e-17,6.576933690397926e-17,4.423196229804944e-13,4.423088076241651e-13,1.4638866227119986e-16,1.7171164506852338e-16,9.316801936437689e-11,1.2499168392409062e-14,3.2595035185867543e-13,1.499007976641334e-15,6.006862144591378e-16,1.426066789699585e-15,2.387578800943064e-23,1.3680933356135725e-21,4.3950892820524827e-17,1.0047985720977389e-21,1.1514485994885276e-26,3.2585183384418594e-13,1.0077614333012943e-24,2.056323893982384e-30,1.235713475858223e-20,1.8900744808083917e-20,7.718875491179145e-05,7.582115693572143e-35,2.1575967796370697e-25,6.858913652468766e-25,1.3176986402345473e-21,2.8539140444157876e-17,1.761546403877331e-29,1.0971337123585896e-37,3.0177124316097787e-32,3.7520858133889902e-34,3.480742489214784e-27,3.977284222083147e-34,1.7421237334345862e-34,1.4889044916908594e-23,7.741730307190603e-32,1.1794244946422997e-22,1.0339050595074766e-35,4.351789964035759e-24
8.235715396234537e-11,0.0952945076648058,3.76,0.0,0.8430412985691812,0.9999207190776984,2.213313674838928e-19,6.857590210636108e-16,1.5958107080852938e-09,1.5953252773354575e-09,9.740735404400868e-11,2.1922875087605802e-17,7.114133570295693e-17,4.836195899419403e-13,4.836073183527894e-13,1.6736572106350774e-16,1.9345219730125184e-16,9.742162182059756e-11,1.366610484520413e-14,3.408417716028598e-13,1.6403347293767047e-15,6.5687376615905585e-16,1.559242315407356e-15,2.654044494066168e-23,1.4958962651445406e-21,4.7967268848752916e-17,1.1487960325400928e-21,1.315720719239965e-26,3.4072914578930204e-13,1.1226645783866466e-24,2.4560780583283465e-30,1.387093612377168e-20,2.029536663120486e-20,7.928082438033347e-05,9.045005171014121e-35,2.4667818232120496e-25,7.841987714216508e-25,1.4408832119972012e-21,2.984201011781368e-17,2.105448760302793e-29,1.304502117148929e-37,3.4503298961083735e-32,4.291412495823112e-34,3.980153509641438e-27,4.591974417056507e-34,2.086055223879327e-34,1.7022611322645792e-23,8.850908975989356e-32,1.2631435185296526e-22,1.2359735345346776e-35,4.9677847041915735e-24
8.595312985624178e-11,0.09529450766599108,3.76,0.0,0.8430412984952347,0.9999187139078005,2.519841712155157e-19,7.484242304094536e-16,1.6654888913357542e-09,1.6649601495507932e-09,1.016596801999226e-10,2.4449415581356898e-17,7.666414341007238e-17,5.267615402891613e-13,5.267476880496754e-13,1.9025641678908342e-16,2.1703890472151938e-16,1.0167521573463092e-10,1.4885070249536042e-14,3.557344767078431e-13,1.7881474987590703e-15,7.155805228417174e-16,1.6983604069023408e-15,2.938221129674534e-23,1.6294091603663064e-21,5.215134832523712e-17,1.3059320340747038e-21,1.4949157108063713e-26,3.556064569324286e-13,1.245479523824679e-24,2.911417287334275e-30,1.5488911391518695e-20,2.1714515514500556e-20,8.128598998017026e-05,1.071003824146736e-34,2.804173765957553e-25,8.914781597345959e-25,1.5695817422958887e-21,3.114487359967099e-17,2.4973549674863872e-29,1.539339323684923e-37,3.9224478404316895e-32,4.880307195003032e-34,4.525269591979374e-27,5.269281587500829e-34,2.478885716511568e-34,1.9350814762423047e-23,1.0061241518542349e-31,1.348043405382297e-22,1.4662996007979374e-35,5.638606882620522e-24
8.95491057501382e-11,0.09529450766717638,3.76,0.0,0.843041298421288,0.9999167920318116,2.853777814595348e-19,8.139558342388152e-16,1.7351670746510032e-09,1.7345931717778746e-09,1.0591194471400223e-10,2.71465658233095e-17,8.233225334104129e-17,5.717453445531279e-13,5.717297822156018e-13,2.1514423041495357e-16,2.4254961253108663e-16,1.0592880147625649e-10,1.6156059607336833e-14,3.706285232484256e-13,1.9424614782244304e-15,7.768073981311548e-16,1.8434208971782817e-15,3.240605694438718e-23,1.7686327464238978e-21,5.650218689541226e-17,1.4767800425030483e-21,1.6896820316735197e-26,3.7048376727368517e-13,1.3764444370659735e-24,3.427259771654028e-30,1.7212683257007833e-20,2.3156518231461525e-20,8.320786166901883e-05,1.25950383282751e-34,3.1710032977458643e-25,1.0081214321715027e-24,1.703795536703205e-21,3.244773157483113e-17,2.9415260654071813e-29,1.8038429987455283e-37,4.435794124746877e-32,5.520994485932573e-34,5.1181105636519785e-27,6.012502840567932e-34,2.925114878391015e-34,2.1882146385371896e-23,1.1377137289057866e-31,1.4340271548833847e-22,1.7274007723266543e-35,6.3664735684146585e-24
9.314508164403461e-11,0.09529450766836167,3.76,0.0,0.8430412983473414,0.9999149499897306,3.21635096456739e-19,8.823692945111603e-16,1.8048452580369091e-09,1.8042243440692827e-09,1.1016414800036382e-10,3.0017988553943016e-17,8.814035971205933e-17,6.185708735102259e-13,6.185534666025434e-13,2.421126368176282e-16,2.700619274679656e-16,1.1018237940021799e-10,1.7479067934732068e-14,3.855239672954694e-13,2.103291860724234e-15,8.40555301006642e-16,1.9944236200918983e-15,3.5616951545873433e-23,1.913567783457812e-21,6.101884555542371e-17,1.6619135075521178e-21,1.900668102893508e-26,3.8536107681319106e-13,1.5157975242874324e-24,4.0087305347224594e-30,1.9043762952838284e-20,2.4619816420975274e-20,8.504989944806782e-05,1.471858331789204e-34,3.56850103414132e-25,1.1345205045192516e-24,1.843525900708212e-21,3.3750584728329967e-17,3.4424024866739004e-29,2.1002763186711967e-37,4.992096895840504e-32,6.215706344029772e-34,5.7606994390153354e-27,6.824946795072083e-34,3.429452297406431e-34,2.4625096742931884e-23,1.2803005147885533e-31,1.521005741685399e-22,2.021901742158739e-35,7.15358772569498e-24
9.674105753793103e-11,0.09529450766954699,3.76,0.0,0.8430412982733948,0.9999131844652837,3.6087967558804085e-19,9.536800723451984e-16,1.874523441499573e-09,1.87385366647731e-09,1.1441629045892746e-10,3.306721254638871e-17,9.408335030870372e-17,6.672379981655705e-13,6.672186071969558e-13,2.712451047941083e-16,2.9965321852929354e-16,1.1443594984684771e-10,1.8854090261326544e-14,4.004208649159062e-13,2.270653838671577e-15,9.068251357988464e-16,2.151368410306397e-15,3.9019864560597677e-23,2.0642150665803204e-21,6.570039061949208e-17,1.8619058629549756e-21,2.12852230920497e-26,4.002383855510655e-13,1.6637770304532615e-24,4.661161232947466e-30,2.098355790170064e-20,2.610295870412419e-20,8.681541959130353e-05,1.7100005699444302e-34,3.997897516585761e-25,1.2710673064263304e-24,1.9887741397166478e-21,3.5053433745138234e-17,4.004603839854635e-29,2.430966174834453e-37,5.593084589957928e-32,6.966682429414882e-34,6.45506256222709e-27,7.709931327124414e-34,3.9968189313384624e-34,2.7588155790180777e-23,1.4343253475704494e-31,1.6088974596994933e-22,2.3525343519600268e-35,8.002138294508053e-24
