Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63)
0.0,0.7042811211895625,3.76,0.0,0.6142291498642213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.451501376896393e-23,0.7042811211895624,3.76,0.0,0.6142291498642213,0.9999999999999996,3.567887453997621e-54,1.7307290756493645e-38,3.624039980618601e-19,3.6240399806186e-19,5.921676248894152e-21,1.0643487691514555e-40,1.3084675786261047e-39,1.3915636983156373e-30,6.693021495394161e-35,9.480012036729092e-50,1.0216102040546196e-24,5.9216762475026546e-21,1.166691590383741e-38,4.991352484264074e-21,1.0647272776241475e-26,1.909932845966912e-38,3.9444479897444384e-38,9.784386856174461e-43,5.749119953113959e-42,1.0582734489833607e-38,4.737176336620773e-55,6.180737463615692e-47,4.991352484264074e-21,8.169055047042046e-43,3.465421023931207e-64,3.6970185654302917e-41,5.254356240725226e-40,3.201558014571774e-16,5.530885451060182e-64,1.9173807741959505e-58,3.446850985060919e-58,1.6261940336999106e-56,1.0216102040546249e-24,3.462923794856735e-76,4.765209654289145e-66,1.0927880580971757e-76,1.8897616156674175e-78
1.8064203855309902e-22,0.7042811211895625,3.76,0.0,0.6142291498642213,0.9999999999999991,4.23579598538814e-53,1.0453603616926922e-37,1.0147311945732084e-18,1.0147311945732078e-18,1.658069349690362e-20,6.428666565675411e-40,7.903144174901102e-39,3.89659522101943e-30,4.042584983218066e-34,1.1254670290004759e-48,2.860508571352918e-24,1.6580693493007428e-20,7.046817205917752e-38,1.397578695593941e-20,2.981236377364437e-26,1.153599438964062e-37,2.3824465858056396e-37,5.909769661129383e-42,3.4724684516808295e-41,6.39197163185902e-38,5.62397574683618e-54,3.7331654280599e-46,1.397578695593941e-20,4.9341092484134184e-42,4.1141478396473006e-63,2.2329992135235506e-40,3.17363116939762e-39,8.964362440799092e-16,6.566267207499106e-63,2.8975413838370406e-57,5.208881208624073e-57,2.4575044237273018e-55,2.8605085713529492e-24,9.765999169302214e-75,5.657256901572323e-65,3.0818371699233064e-75,5.329430118040505e-77
4.128960881213692e-22,0.7042811211895624,3.76,0.0,0.6142291498642213,0.999999999999998,4.158729616385671e-52,5.032960151995493e-37,2.3193855875959052e-18,2.3193855875959033e-18,3.7898727992922544e-20,3.0951262206933605e-39,3.8050237186438566e-38,8.907525729369592e-30,1.9463306508606104e-33,1.1049902030011368e-47,6.5383053059494476e-24,3.7898727984016953e-20,3.392739144835853e-37,3.194465589929008e-20,6.814254576912314e-26,5.554084716072485e-37,1.147045475417681e-36,2.8452996977755453e-41,1.6718440823655385e-40,3.077459189642898e-37,5.521652737965167e-53,1.7973584544724486e-45,3.194465589929008e-20,2.375561207679862e-41,4.039294745604266e-62,1.0750929988326098e-39,1.527966794802271e-38,2.0489971293246227e-15,6.446800081757115e-62,3.1170412691732137e-56,5.60347670939389e-56,2.643671116705266e-54,6.538305305949598e-24,2.124318135428806e-73,5.554328373040168e-64,6.7036690020268755e-74,1.1592674599892774e-75
8.774041872579095e-22,0.7042811211895625,3.76,0.0,0.6142291498642213,0.9999999999999957,3.678349249585455e-51,2.1980259260820695e-36,4.928694373641298e-18,4.92869437364129e-18,8.053479698496027e-20,1.3517229368233062e-38,1.661753824854267e-37,1.8932856597840234e-29,8.500137299150463e-33,9.773513209386094e-47,1.3893898775142236e-23,8.05347969660359e-20,1.481698319787282e-36,6.788239378599141e-20,1.448029097627724e-25,2.425614714378706e-36,5.009448946975416e-36,1.2426171307341679e-40,7.301382340454716e-40,1.3440072802081282e-36,4.8838393160025334e-52,7.849536579334845e-45,6.788239378599141e-20,1.037469990974375e-40,3.5727104590611404e-61,4.695213578153104e-39,6.673032425714576e-38,4.354118899811049e-15,5.7021216646278274e-61,2.8650973910224428e-55,5.1505604899569535e-55,2.429989220677092e-53,1.3893898775142895e-23,3.938127806630159e-72,4.912740545187452e-63,1.242747254426683e-72,2.1490864966814087e-74
1.80642038553099e-21,0.7042811211895625,3.76,0.0,0.6142291498642213,0.999999999999991,3.091874181456437e-50,9.176325559159311e-36,1.0147311945732083e-17,1.0147311945732049e-17,1.658069349690353e-19,5.643177174049634e-38,6.937495101867629e-37,3.899739774186276e-29,3.548639996857872e-32,8.215226750836601e-46,2.8605085713526743e-23,1.658069349300734e-19,6.185798812213967e-36,1.3975786955939406e-19,2.9812363776083795e-25,1.012646394932311e-35,2.091346324162481e-35,5.187681911143798e-40,3.0481833991410095e-39,5.610965826503118e-36,4.1051612184941395e-51,3.2770270036956055e-44,1.3975786955939406e-19,4.331232985942008e-40,3.0030784130160737e-60,1.9601592434421096e-38,2.7858596788266982e-37,8.964362440771898e-15,4.792976837726623e-60,2.4511509272178315e-54,4.4064129370902884e-54,2.0789069383535425e-52,2.860508571352949e-23,6.7686355035924885e-71,4.129454443055228e-62,2.1359650070636323e-71,3.693730593821754e-73
3.664452782077151e-21,0.7042811211895625,3.76,0.0,0.6142291498642213,0.9999999999999818,2.534905257146206e-49,3.7488284070757495e-35,2.0584547089913654e-17,2.0584547089913513e-17,3.3635121093718373e-19,2.3054220079401127e-37,2.8341931140005314e-36,7.918199765823279e-29,1.4497352279882615e-31,6.735339233429836e-45,5.802745959029144e-23,3.3635121085814684e-19,2.5271006524342654e-35,2.835088211061994e-19,6.047650938000374e-25,4.136990941683707e-35,8.543832123705865e-35,2.1193373305948965e-39,1.2452823783242866e-38,2.2922626214302793e-35,3.3656591903154824e-50,1.3387724579801218e-43,2.835088211061994e-19,1.7694499994097614e-39,2.4621051217086105e-59,8.007890093896165e-38,1.1381145791611224e-36,1.818484952264558e-14,3.9295719910361174e-59,2.026658904554988e-53,3.6433074280577683e-53,1.7188804587491163e-51,5.802745959030267e-23,1.1218516958958211e-69,3.38557624354788e-61,3.540205354945805e-70,6.122087573872757e-72
7.380517575169475e-21,0.7042811211895625,3.76,0.0,0.6142291498642213,0.9999999999999634,2.0528319991237046e-48,1.5153363807728786e-34,4.1459017378276794e-17,4.1459017378276215e-17,6.774397628734743e-19,9.318884361390182e-37,1.14562617152537e-35,1.5977326800427284e-28,5.86006158424858e-31,5.454452336693173e-44,1.168722073438036e-22,6.774397627142874e-19,1.0214944885768648e-34,5.7101072419981e-19,1.2180480060507097e-24,1.672237883425192e-34,3.4535535485246143e-34,8.566700343150527e-39,5.033630476708944e-38,9.265692017058447e-35,2.725598072924617e-49,5.411532328172033e-43,5.7101072419981e-19,7.152399808329758e-39,1.9938765625327824e-58,3.2369172112803333e-37,4.600441097813982e-36,3.662582368620086e-14,3.1822692793821215e-58,1.6480453305795402e-52,2.962677093978376e-52,1.3977650426105162e-50,1.168722073438491e-22,1.8266446656923599e-68,2.741727419020595e-60,5.764306682184715e-69,9.968232566417156e-71
1.481264716135412e-20,0.7042811211895625,3.76,0.0,0.6142291498642213,0.9999999999999265,1.6522977852902617e-47,6.0931009403615785e-34,8.320795795500309e-17,8.320795795500074e-17,1.3596168667460298e-18,3.7470824157971274e-36,4.6065124492112597e-35,3.2184409074955254e-28,2.3563049895388573e-30,4.390217767198849e-43,2.3456170285075905e-22,1.359616866426543e-18,4.107384411606015e-34,1.1460145303870312e-18,2.4446138312411466e-24,6.7239949815772874e-34,1.3886586925813668e-33,3.444632530264204e-38,2.02400067597352e-37,3.7256940080462544e-34,2.193798450762912e-48,2.175953349754494e-42,1.146014530387031e-18,2.875948505533115e-38,1.6048453218121195e-57,1.301550174321918e-36,1.8498171319394216e-35,7.350777201254314e-14,2.5613671672286555e-57,1.3292082506437033e-51,2.3895064066425715e-51,1.127348144381459e-49,2.345617028509419e-22,2.9482118548980825e-67,2.2067807517286384e-59,9.303614224976461e-68,1.6088767551059608e-69
2.967690633372341e-20,0.7042811211895625,3.76,0.0,0.6142291498642212,0.9999999999998528,1.3258649146924225e-46,2.443605997836924e-33,1.6670583910845565e-16,1.6670583910844623e-16,2.7239710744910385e-18,1.502747641111523e-35,1.8474175234204062e-34,6.495388644529097e-28,9.449836891212894e-30,3.5228732719187226e-42,4.699406938643943e-22,2.7239710738509537e-18,1.6472448563103935e-33,2.2960221427614734e-18,4.8977454843783936e-24,2.6966227256533594e-33,5.56914245003125e-33,1.3814517095916097e-37,8.117147967081387e-37,1.4941699329486056e-33,1.7603850961365412e-47,8.726546162509453e-42,2.2960221427614734e-18,1.153383980660268e-37,1.2877873026430207e-56,5.2197983327388826e-36,7.418594049877833e-35,1.4727166866215459e-13,2.0553358424498697e-56,1.0676923471711445e-50,1.919381492749089e-50,9.055473373892177e-49,4.699406938651278e-22,4.737697303919152e-66,1.7708025750748715e-58,1.4950658297261902e-66,2.5854217539855355e-68
5.940542467846199e-20,0.7042811211895625,3.76,0.0,0.614229149864221,0.9999999999997052,1.0623053686603967e-45,9.787169773768855e-33,3.337016014153607e-16,3.337016014153229e-16,5.452679489980645e-18,6.018828854679496e-35,7.3993061721713816e-34,1.319140924710808e-27,3.78486376523315e-29,2.82258558014723e-41,9.40698675890562e-22,5.452679488699371e-18,6.597571408778242e-33,4.5960373675103574e-18,9.804008801678373e-24,1.0800556412184097e-32,2.2305618292896695e-32,5.533012452224614e-37,3.2510930687306276e-36,5.9844732806600506e-33,1.410450278603564e-46,3.495170216181881e-41,4.596037367510357e-18,4.61955194154567e-37,1.0317969449187392e-55,2.090641966381944e-35,2.9713071379544584e-34,2.9479946194908495e-13,1.6467697994163467e-55,8.558875679846968e-50,1.53862183821253e-49,7.259082751940068e-48,9.406986758934995e-22,7.59679998367497e-65,1.418796938735842e-57,2.397307244921548e-65,4.145670497408767e-67
1.1886246136793915e-19,0.7042811211895627,3.76,0.0,0.6142291498642206,0.9999999999994101,8.504902222676795e-45,3.9174185205340693e-32,6.676931260291707e-16,6.676931260290193e-16,1.0910096320958213e-17,2.409100094066164e-34,2.9616507835915008e-33,2.7151950966312805e-27,1.514931870055418e-28,2.259784716985342e-40,1.8822146399384873e-21,1.0910096318394585e-17,2.640747940232633e-32,9.196067817008125e-18,1.9616535480380276e-23,4.3230372712032524e-32,8.928060329046941e-32,2.214646925551067e-36,1.301284486797823e-35,2.3953489109136044e-32,1.1292178370343677e-45,1.3989789612185878e-40,9.196067817008118e-18,1.8490246666032648e-36,8.260649365415479e-55,8.368016243200579e-35,1.189297200084415e-33,5.898550484737755e-13,1.3184171461184104e-54,6.85404208915867e-49,1.2321453477914587e-48,5.813153576715204e-47,1.882214639950245e-21,1.2168082466885082e-63,1.135900240292767e-56,3.8398578767021665e-64,6.640277564449882e-66
