Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64)
7.370670454293087e-08,0.6111886913007906,3.76,0.0,0.8983073540465016,0.999532181768353,1.171263653459166e-09,1.968186309792559e-08,1.4844857218369898e-05,1.3694334360157154e-05,6.539411200211847e-07,9.223013211877602e-12,5.845880461853706e-13,8.644863965847104e-07,7.143213432903152e-07,2.438793901856688e-07,5.294634496235927e-08,3.8940764310648376e-07,9.422586967515077e-10,1.185803092592414e-07,2.0135344200383718e-08,8.389525429165239e-10,1.3664798211712338e-09,1.1305426601717369e-14,4.825014266916632e-13,7.1573684257677235e-12,1.0661526692321294e-12,2.983556991413573e-16,4.462590133675964e-08,4.5086906256261546e-15,2.1193949235354347e-19,5.946371181500481e-13,9.054842265877628e-15,0.000466448069538243,9.051128765602372e-23,1.6231462948903677e-16,9.40122877742391e-16,2.3589375636231036e-14,1.1089497113871498e-11,1.0267985733097801e-19,1.3018430757471558e-26,5.637585229922154e-21
7.461231064686111e-08,0.6111887117055489,3.76,0.0,0.8983071587902051,0.9995321530511188,1.2279656728320948e-09,2.0379943245972475e-08,1.5032037480120186e-05,1.3851193513512999e-05,6.685520934763286e-07,9.441897605929011e-12,5.9144643938377e-13,8.842716085023785e-07,7.291213201080548e-07,2.522317385837446e-07,5.416353094560758e-08,3.942042338469374e-07,9.67766562801561e-10,1.2178496845934244e-07,2.0832916709312946e-08,8.652383106805e-10,1.399484864622733e-09,1.1869302560553703e-14,5.084067114419303e-13,7.319059164382538e-12,1.1054753180979003e-12,3.116398965628781e-16,4.517414154221181e-08,4.722051028141053e-15,2.217245245735814e-19,6.089525537365704e-13,9.200962880849358e-15,0.00046644805618521106,9.503509587977773e-23,1.6863296532822274e-16,9.824292298953864e-16,2.4631702228740268e-14,1.1424388015959334e-11,1.0748491851429996e-19,1.361824549358794e-26,6.039926368598797e-21
7.551791675079134e-08,0.6111887321287741,3.76,0.0,0.8983069633075432,0.9995321240528737,1.2866659073449749e-09,2.109360347857597e-08,1.521938046715236e-05,1.4007788770006612e-05,6.833884318934647e-07,9.66307912249567e-12,5.982951618554103e-13,9.042437232420994e-07,7.440129435750797e-07,2.607559006900044e-07,5.5389754839745184e-08,3.990012447066898e-07,9.937357815614613e-10,1.25050017427808e-07,2.154554226112358e-08,8.921093930756936e-10,1.4328650747124533e-09,1.2457529926540138e-14,5.354189121198905e-13,7.48327836617749e-12,1.1457419688160077e-12,3.253804314192838e-16,4.572238176277519e-08,4.943987523968611e-15,2.3185711544010773e-19,6.23427539848919e-13,9.347869536140692e-15,0.0004664480427009978,9.973628154721518e-23,1.7513187029840097e-16,1.0261996734201513e-15,2.5709362954855415e-14,1.1766952200822255e-11,1.124624611978968e-19,1.4240536455571312e-26,6.46674602943665e-21
7.642352285472158e-08,0.611188752570579,3.76,0.0,0.8983067675966834,0.9995320947738948,1.3474086580075604e-09,2.1822982372793666e-08,1.5406887375271572e-05,1.4164120573412142e-05,6.984519536573242e-07,9.886548740947454e-12,6.051342266712687e-13,9.244015804679465e-07,7.589947182636677e-07,2.694529286554069e-07,5.662487294671762e-08,4.0379867965924477e-07,1.020171808256937e-09,1.2837602217199323e-07,2.227334319506252e-08,9.19574787055551e-10,1.4666198125495318e-09,1.3071017083326167e-14,5.635736523172551e-13,7.650041516963123e-12,1.1869632934206722e-12,3.395888446279584e-16,4.6270622075272096e-08,5.174799016164425e-15,2.4234634433897625e-19,6.380617134028048e-13,9.49556045342917e-15,0.0004664480290857267,1.0462028045893676e-22,1.818148364387394e-16,1.0714711963834788e-15,2.6823229990724888e-14,1.211730852703185e-11,1.1761700018521234e-19,1.4886008109502577e-26,6.91928376877972e-21
7.732912895865182e-08,0.6111887730310746,3.76,0.0,0.8983065716558164,0.9995320652144594,1.410238617052153e-09,2.256821747003014e-08,1.5594559379055846e-05,1.4320189366755754e-05,7.137444529338563e-07,1.0112297463815628e-11,6.119636533886283e-13,9.447440250668715e-07,7.740651667295642e-07,2.7832385739260245e-07,5.7868745555895516e-08,4.0859654265289363e-07,1.0470801023316816e-09,1.3176354517926338e-07,2.3016440723584616e-08,9.476435616346226e-10,1.5007484404646622e-09,1.371070016432595e-14,5.929073255476484e-13,7.81936498754718e-12,1.2291499462431123e-12,3.5427686899629784e-16,4.6818862557749755e-08,5.414793240657549e-15,2.5320143920142256e-19,6.528547121671185e-13,9.644033858763868e-15,0.00046644801533952626,1.09692668104776e-22,1.8868538738293083e-16,1.1182813922604256e-15,2.7974189302128353e-14,1.2475576780420303e-11,1.2295312444983002e-19,1.555538406860693e-26,7.3988291801151e-21
7.823473506258205e-08,0.6111887935103697,3.76,0.0,0.8983063754831558,0.9995320353748441,1.47520086529072e-09,2.3329445279511317e-08,1.5782397633929712e-05,1.447599559231673e-05,7.292677017581867e-07,1.0340316320315743e-11,6.187834563603258e-13,9.652699071229291e-07,7.892228293199532e-07,2.873697047669154e-07,5.91212350614279e-08,4.13394837610811e-07,1.0744661243903961e-09,1.352131454313847e-07,2.377495493771117e-08,9.763248502977615e-10,1.5352503220115562e-09,1.4377543580956694e-14,6.234571007902999e-13,7.991272273693765e-12,1.2723125639484445e-12,3.694564297795558e-16,4.7367103289482575e-08,5.664286934574291e-15,2.644317888532956e-19,6.678061747626106e-13,9.793287982558954e-15,0.0004664480014625282,1.149591625161988e-22,1.957470777901298e-16,1.1666684614748462e-15,2.916314066713451e-14,1.2841877677026294e-11,1.284755014300039e-19,1.6249406681762527e-26,7.906723268717318e-21
7.914034116651229e-08,0.611188814008572,3.76,0.0,0.8983061790769347,0.9995320052553269,1.5423408686484971e-09,2.4106801282870926e-08,1.5970403278631285e-05,1.4631539691628731e-05,7.450234525203489e-07,1.0570596366887398e-11,6.255936427396915e-13,9.859780818968361e-07,8.044662639175703e-07,2.9659147185094754e-07,6.038220374979554e-08,4.181935684311959e-07,1.1023353321546457e-09,1.38725378423333e-07,2.454900481405641e-08,1.0056278542999283e-09,1.5701248219690124e-09,1.50725407280903e-14,6.552609301093049e-13,8.16578898591689e-12,1.3164617655836748e-12,3.851396457631913e-16,4.7915344350977644e-08,5.923606061011416e-15,2.7604695109895106e-19,6.82915740660213e-13,9.943321059586108e-15,0.00046644798745486266,1.2042562787825092e-22,2.030034930214353e-16,1.2166712142396543e-15,3.039099773203937e-14,1.3216332869256915e-11,1.3418888008086964e-19,1.6968838101446107e-26,8.444360214080185e-21
8.004594727044253e-08,0.6111888345257865,3.76,0.0,0.8983059824354048,0.9995319748561845,1.6117044740260262e-09,2.4900419940350748e-08,1.6158577435289065e-05,1.478682210548152e-05,7.610134380608225e-07,1.0803128684108131e-11,6.323942222823895e-13,1.006867409804328e-06,8.197940456461658e-07,3.059901432174107e-07,6.165151401581766e-08,4.229927389874422e-07,1.130693178252409e-09,1.4230079618563698e-07,2.533870822331988e-08,1.0355618501299814e-09,1.6053713063432356e-09,1.5796714867232066e-14,6.883575589932718e-13,8.342934234714492e-12,1.3616081526357022e-12,4.0133883098532444e-16,4.846358582398391e-08,6.193086090470049e-15,2.8805664741457033e-19,6.981830501789393e-13,1.0094131328965684e-14,0.0004664479733166577,1.2609807923546222e-22,2.1045824881404056e-16,1.2683290752957976e-15,3.165868810866197e-14,1.359906495592574e-11,1.400980893614489e-19,1.7714462039350242e-26,9.013189524204714e-21
8.095155337437276e-08,0.6111888550621173,3.76,0.0,0.8983057855568402,0.9995319441776949,1.6833379072160416e-09,2.571043469446634e-08,1.6346921207424645e-05,1.4941843273922003e-05,7.772393696799078e-07,1.1037904375469046e-11,6.39185211197432e-13,1.0279367563990729e-06,8.352047667349541e-07,3.1556668707362163e-07,6.292903049443118e-08,4.2779235312821925e-07,1.1595451111968926e-09,1.4593994729558667e-07,2.6144181934641357e-08,1.0661361877510316e-09,1.6409891423688422e-09,1.6551119600879034e-14,7.227865321244956e-13,8.52272246013847e-12,1.407762309061516e-12,4.1806649564003963e-16,4.901182779149684e-08,6.473072152048881e-15,3.004707544073935e-19,7.136077444847182e-13,1.0245717034161865e-14,0.00046644795904804225,1.3198268531272097e-22,2.1811499082999467e-16,1.321682086613465e-15,3.296715342448973e-14,1.3990197487413047e-11,1.4620803529092351e-19,1.8487083980023484e-26,9.614717228307326e-21
8.1857159478303e-08,0.6111888756176659,3.76,0.0,0.8983055884395377,0.9995319132201358,1.757287771702642e-09,2.6536977972233467e-08,1.65354356785319e-05,1.509660363625496e-05,7.937029357200126e-07,1.1274914569566247e-11,6.459666248946722e-13,1.0491849923540132e-06,8.506970364499944e-07,3.253220553293824e-07,6.421462154943859e-08,4.3259241467750794e-07,1.188896576573775e-09,1.4964337688372554e-07,2.6965541618124732e-08,1.097360281025021e-09,1.6769776985094268e-09,1.7336839161683082e-14,7.585881963261447e-13,8.705173160324373e-12,1.4549348013065363e-12,4.35335346261109e-16,4.95600703377589e-08,6.7639191256215725e-15,3.132993037499414e-19,7.291894655896502e-13,1.0398076422979025e-14,0.00046644794464914687,1.3808577047529112e-22,2.2597739395546755e-16,1.3767709081465898e-15,3.431734932540124e-14,1.4389854966343848e-11,1.5252370071960466e-19,1.9287530220349803e-26,1.0250506710445107e-20
8.276276558223324e-08,0.6111888961925331,3.76,0.0,0.8983053910818146,0.9995318819837847,1.8336010454693307e-09,2.738018118952182e-08,1.6724121914048926e-05,1.5251103631044408e-05,8.104058035540219e-07,1.1514150421745786e-11,6.527384723899687e-13,1.0706109934369256e-06,8.662694808711289e-07,3.352571838187236e-07,6.550815752326165e-08,4.373929274347242e-07,1.21875301405397e-09,1.5341162665118778e-07,2.780290185131694e-08,1.1292436053913304e-09,1.713336344459577e-09,1.8154989102925353e-14,7.958037071758672e-13,8.890311770076488e-12,1.5031361783501065e-12,4.531582864189342e-16,5.01083135482625e-08,7.065991861836917e-15,3.2655249339118516e-19,7.449278563503865e-13,1.055120774755373e-14,0.0004664479301201017,1.4441381852132299e-22,2.340491616359624e-16,1.4336368196735374e-15,3.571024550308479e-14,1.479816285114595e-11,1.590501492660883e-19,2.011664823983158e-26,1.0922180556110992e-20
8.366837168616347e-08,0.6111889167868171,3.76,0.0,0.8983051934820064,0.99953185046892,1.9123250758865753e-09,2.8240174757996264e-08,1.691298096439713e-05,1.5405343696115505e-05,8.273496226509709e-07,1.1755603111919157e-11,6.595007630995148e-13,1.0922136404839523e-06,8.819207425230307e-07,3.4537299266692307e-07,6.680950806491614e-08,4.421938951749301e-07,1.2491198521360232e-09,1.5724523489740952e-07,2.8656376129585512e-08,1.1617957065906483e-09,1.7500644511481834e-09,1.9006717402006285e-14,8.344750404035486e-13,9.078158621653699e-12,1.5523769717772041e-12,4.715484184876383e-16,5.0656557509759015e-08,7.379665533687858e-15,3.4024069434598333e-19,7.608225604656359e-13,1.0705109264343575e-14,0.00046644791546103515,1.5097347840034564e-22,2.4233402560015926e-16,1.4923217253067178e-15,3.714682578856443e-14,1.5215247566101224e-11,1.6579252810683934e-19,2.0975308939590722e-26,1.1631423321967989e-20
8.457397779009371e-08,0.6111889374006149,3.76,0.0,0.8983049956384671,0.9995318186758193,1.9935075761511717e-09,2.9117088090648583e-08,1.7102013864408512e-05,1.5559324268556063e-05,8.445360240185552e-07,1.1999263842404358e-11,6.662535136493416e-13,1.1139918193774122e-06,8.976494801302298e-07,3.5567038653399417e-07,6.811854294617991e-08,4.469953216489784e-07,1.2800025069598347e-09,1.6114473653936406e-07,2.9526076873452243e-08,1.1950262037307198e-09,1.7871613907406514e-09,1.9893205275791684e-14,8.746450007706491e-13,9.268725107667305e-12,1.6026676958293345e-12,4.905190452220534e-16,5.1204802310267153e-08,7.705325896302139e-15,3.5437444196053447e-19,7.768732224743457e-13,1.0859779234119903e-14,0.00046644790067207727,1.5777156869893805e-22,2.508357457136059e-16,1.5528681577036039e-15,3.8628088241566027e-14,1.564123651047822e-11,1.7275606522011497e-19,2.1864407834273903e-26,1.2379983544043203e-20
8.547958389402394e-08,0.6111889580340217,3.76,0.0,0.8983047975495724,0.9995317866047608,2.07719662485266e-09,3.001104960342725e-08,1.729122162979297e-05,1.571304578471703e-05,8.619666166674084e-07,1.2245123840098243e-11,6.729967407331858e-13,1.1359444210301066e-06,9.134543686146006e-07,3.661502546166819e-07,6.943513559632663e-08,4.5179721058351634e-07,1.3114063858747648e-09,1.6511066311385668e-07,3.04121154296222e-08,1.2289447778440095e-09,1.8246265366390972e-09,2.0815667353082227e-14,9.163572235123298e-13,9.462026153356328e-12,1.6540188474131586e-12,5.100836698176795e-16,5.175304803907294e-08,8.043369341940388e-15,3.6896442589407e-19,7.930794877552986e-13,1.1015215921966182e-14,0.0004664478857533584,1.6481507922346704e-22,2.5955810934835994e-16,1.615319278532721e-15,4.015504514829425e-14,1.6076258058502287e-11,1.7994606561307815e-19,2.2784863607996241e-26,1.3169674292465506e-20
8.638518999795418e-08,0.611188978687131,3.76,0.0,0.8983045992137203,0.9995317542560231,2.1634406652242806e-09,3.0922186716593305e-08,1.748060525663126e-05,1.586650868021312e-05,8.796429871059492e-07,1.2493174359110624e-11,6.797304524416832e-13,1.1580703413714977e-06,9.293340990654729e-07,3.768134706777768e-07,7.075916363846274e-08,4.5659956568100534e-07,1.3433368883996353e-09,1.6914354278160103e-07,3.1314602072535e-08,1.2635611638178431e-09,1.8624592634829513e-09,2.1775351888385677e-14,9.596561749817955e-13,9.658088313244711e-12,1.7064409061134226e-12,5.30255995420805e-16,5.230129478672588e-08,8.39420296812802e-15,3.8402149821137084e-19,8.094410025265877e-13,1.117141759727443e-14,0.0004664478707050082,1.7211117268796066e-22,2.6850493037003116e-16,1.6797188773199037e-15,4.172872297641544e-14,1.6520441555675444e-11,1.873679137782056e-19,2.3737617201459925e-26,1.400237398277284e-20
8.729079610188442e-08,0.6111889993600346,3.76,0.0,0.898304400629327,0.9995317216298844,2.2522885004807564e-09,3.18506258606665e-08,1.7670165725809864e-05,1.6019713389924533e-05,8.975667038011822e-07,1.274340667840401e-11,6.864546556591047e-13,1.180368481326433e-06,9.452873784070043e-07,3.8766089337696696e-07,7.209050478551316e-08,4.614023906199161e-07,1.3757994003130028e-09,1.732439003525342e-07,3.223364601375363e-08,1.298885160887066e-09,1.9006589471522806e-09,2.2773541793018316e-14,1.004587161938321e-12,9.856936685194933e-12,1.7599443342590637e-12,5.510499262830879e-16,5.2849542645044236e-08,8.758244906128636e-15,3.9955669025594955e-19,8.259574138433376e-13,1.1328382533734027e-14,0.0004664478555271562,1.7966719007649375e-22,2.7768004864148055e-16,1.7461113741715391e-15,4.3350162425285253e-14,1.6973917324857223e-11,1.9502707989707033e-19,2.472363440916421e-26,1.4880029119685067e-20
8.819640220581465e-08,0.6111890200528232,3.76,0.0,0.8983042017948243,0.9995316887266231,2.343789287630556e-09,3.279649248501324e-08,1.7859904005982806e-05,1.6172660347999328e-05,9.157393201719833e-07,1.2995812098272292e-11,6.931693671545593e-13,1.2028377467834742e-06,9.613129289541044e-07,3.986933667126229e-07,7.342903432022645e-08,4.6620568905498675e-07,1.408799287788227e-09,1.7741225731934752e-07,3.316935541455471e-08,1.3349266436747463e-09,1.939224964772018e-09,2.3811556034777585e-14,1.051196345980362e-12,1.0058581289077596e-11,1.8145395770104076e-12,5.724795704112614e-16,5.3397791707129126e-08,9.135924766836421e-15,4.155812109390603e-19,8.426283695947086e-13,1.148610900931922e-14,0.00046644784021993246,1.874906578429622e-22,2.8708733028841917e-16,1.814541826378551e-15,4.502041857604365e-14,1.743681668166692e-11,2.029291199663062e-19,2.57439089209634e-26,1.5804657728098988e-20
8.910200830974489e-08,0.6111890407655851,3.76,0.0,0.8983040027086615,0.9995316555465181,2.4379925352747063e-09,3.3759911062185884e-08,1.8049821049845885e-05,1.632534998785443e-05,9.341623708684282e-07,1.3250381942506198e-11,6.998746063465107e-13,1.2254770485666849e-06,9.774094882826696e-07,4.099117201504708e-07,7.477462894958105e-08,4.7100946461729744e-07,1.442341899928101e-09,1.8164913186935638e-07,3.412183739060447e-08,1.3716955506126149e-09,1.9781566947134133e-09,2.4890750233840406e-14,1.0995307496609382e-12,1.02630292469011e-11,1.8702370623927345e-12,5.945592408160217e-16,5.394604206737138e-08,9.527683830652272e-15,4.3210642673513007e-19,8.594535185026735e-13,1.1644595306285073e-14,0.0004664478247834674,1.955892916728575e-22,2.967306675891479e-16,1.885055931844935e-15,4.67405609645887e-14,1.790927194169454e-11,2.1107966883361453e-19,2.679946111471353e-26,1.6778350838461288e-20
9.000761441367513e-08,0.611189061498408,3.76,0.0,0.898303803369313,0.9995316220898481,2.5349481061668528e-09,3.474100508560844e-08,1.8239917788720995e-05,1.6477782742175317e-05,9.528373663365426e-07,1.3507107563100172e-11,7.065703800692021e-13,1.248285302431922e-06,9.935758094647267e-07,4.2131676838884476e-07,7.612717198572626e-08,4.7581372091414466e-07,1.4764325763560535e-09,1.8595503887058693e-07,3.509119800690264e-08,1.4092018641926498e-09,2.0174535165925563e-09,2.601251621306824e-14,1.14963824920761e-12,1.047030702157303e-11,1.9270472012653197e-12,6.173034534396805e-16,5.449429382143888e-08,9.93397490428162e-15,4.491438596026795e-19,8.76432510122962e-13,1.1803839711170443e-14,0.000466447809217891,2.0397099543882758e-22,3.066139773220545e-16,1.957700024140271e-15,4.8511673440856805e-14,1.839141640723656e-11,2.19484438458448e-19,2.789133454409034e-26,1.7803271830666008e-20
9.091322051760536e-08,0.611189082251377,3.76,0.0,0.8983036037752724,0.9995315883568917,2.634706213285293e-09,3.573989707431478e-08,1.8430195137363307e-05,1.6629959042917424e-05,9.71765797648512e-07,1.3765980336223998e-11,7.132566954706727e-13,1.2712614290564918e-06,1.0098106607864152e-06,4.329093116392395e-07,7.748654881938428e-08,4.806184615292136e-07,1.5110766413485875e-09,1.9033048989310496e-07,3.607754228564063e-08,1.4474556270991068e-09,2.057114811273358e-09,2.717828287770025e-14,1.2015675819777106e-12,1.0680441775349066e-11,1.984980387377149e-12,6.407269280510136e-16,5.504254706628043e-08,1.0355262600950595e-14,4.667052051466704e-19,8.935649948431577e-13,1.1963840514787715e-14,0.0004664477935233328,2.1264386568685063e-22,3.167412004204474e-16,2.0325210744517274e-15,5.033485420513141e-14,1.8883384371885258e-11,2.2814922460136595e-19,2.9020599454990816e-26,1.888165881879827e-20
9.18188266215356e-08,0.6111891030245765,3.76,0.0,0.8983034039250472,0.9995315543479282,2.737317413703787e-09,3.675670858107453e-08,1.8620653998631358e-05,1.6781879321308523e-05,9.90949141205566e-07,1.4026991659545132e-11,7.19933568346612e-13,1.294404354009034e-06,1.0261128253161693e-06,4.446901360557996e-07,7.885264267922739e-08,4.854236900228352e-07,1.546279397023771e-09,1.9477599324228673e-07,3.70809742185937e-08,1.4864669541350827e-09,2.09713996087211e-09,2.838951764423414e-14,1.2553683594145785e-12,1.0893446397992455e-11,2.044046997454518e-12,6.64844590288519e-16,5.559080190013593e-08,1.079202379556878e-14,4.848023439719331e-19,9.108506238796996e-13,1.2124596012209392e-14,0.00046644777769992333,2.216161991090045e-22,3.2711630185934955e-16,2.1095666964003877e-15,5.221121591175008e-14,1.9385311131829433e-11,2.370799113694825e-19,3.0188356246558436e-26,2.0015828374937868e-20
9.272443272546583e-08,0.6111891238180893,3.76,0.0,0.8983032038171611,0.9995315200632365,2.8428326046611485e-09,3.7791560198615836e-08,1.881129526276834e-05,1.693354400785041e-05,1.0103888580355198e-06,1.4290132954217602e-11,7.266010163660879e-13,1.3177130077130374e-06,1.0424811006511005e-06,4.5666001398725063e-07,8.022533560254924e-08,4.902294099321318e-07,1.5820461225488469e-09,1.9929205398013628e-07,3.810159677522621e-08,1.5262460238175843e-09,2.137528348760481e-09,2.964772744894449e-14,1.3110910759571845e-12,1.110932714354519e-11,2.1042573912594877e-12,6.896715732140063e-16,5.613905842254426e-08,1.124474794600769e-14,5.034473330045546e-19,9.282890492758463e-13,1.228610450276013e-14,0.000466447761747793,2.3089649836710536e-22,3.3774327050035844e-16,2.188885149901827e-15,5.414188575092226e-14,1.9897332994456968e-11,2.462824683736385e-19,3.139573512056928e-26,2.1208178168127544e-20
9.363003882939607e-08,0.6111891446319965,3.76,0.0,0.8983030034501569,0.999531485503096,2.9513030229634e-09,3.8844571561713056e-08,1.9002119803228314e-05,1.7084953532319433e-05,1.0300863896159149e-06,1.455539566750353e-11,7.332590504492061e-13,1.341186325426314e-06,1.058914298912881e-06,4.6881970398045707e-07,8.160451261259756e-08,4.95035624771025e-07,1.6183820782831925e-09,2.0387917392849376e-07,3.9139511904086616e-08,1.566803063451174e-09,2.1782793595662067e-09,3.0954459016099675e-14,1.3687871101788644e-12,1.132809976710195e-11,2.165621911602308e-12,7.152232173816285e-16,5.668731673434312e-08,1.1713937178569996e-14,5.226523910697556e-19,9.458799239012048e-13,1.2448364290014852e-14,0.0004664477456670719,2.404934744150551e-22,3.4862611852563654e-16,2.270525341484794e-15,5.612800544477851e-14,2.041958727823499e-11,2.557629453547908e-19,3.264389379989947e-26,2.2461187826470905e-20
9.453564493332631e-08,0.6111891654663774,3.76,0.0,0.8983028028225989,0.9995314506677859,3.062780244701123e-09,3.991586134815141e-08,1.9193128474970365e-05,1.723610832376692e-05,1.050043156166499e-06,1.4822771271809637e-11,7.399076778826949e-13,1.3648232472382706e-06,1.0754112467574296e-06,4.811699507703591e-07,8.299006341437014e-08,4.998423380302438e-07,1.655292507989998e-09,2.0853785167053304e-07,4.0194820533438235e-08,1.608148349109676e-09,2.219392379173675e-09,3.2311299007785435e-14,1.4285087240787054e-12,1.154979007553936e-11,2.228150884348722e-12,7.415150702810864e-16,5.7235576937665077e-08,1.2200106335730114e-14,5.424298988388249e-19,9.636229014514493e-13,1.2611373681796375e-14,0.0004664477294578904,2.504160480226716e-22,3.5976888059011044e-16,2.354536822893699e-15,5.817073120035692e-14,2.095221230868642e-11,2.6552747181868946e-19,3.393401768901216e-26,2.3777419621279338e-20
9.544125103725654e-08,0.6111891863213103,3.76,0.0,0.8983026019330692,0.9995314155575855,3.1773161823038294e-09,4.100554728253516e-08,1.9384322117311228e-05,1.7387008810520362e-05,1.0702605595177441e-06,1.5092251262098275e-11,7.465469105733632e-13,1.3886227180622927e-06,1.0919707851802851e-06,4.937114854733603e-07,8.438187973535502e-08,5.046495531774558e-07,1.6927826355937853e-09,2.1326858256674728e-07,4.126762257717159e-08,1.6502922182278473e-09,2.260866794726473e-09,3.371987475142553e-14,1.4903090678976174e-12,1.1774419735462707e-11,2.291854618463734e-12,7.68562886700232e-16,5.778383913593832e-08,1.2703783207870226e-14,5.627924124196921e-19,9.815176364468176e-13,1.2775130990167497e-14,0.000466447713120379,2.6067335390180536e-22,3.7117561321606226e-16,2.4409697917032445e-15,6.027123371157717e-14,2.1495347419613353e-11,2.755822619020148e-19,3.526732294425042e-26,2.515952061612934e-20
9.634685714118678e-08,0.6111892071968722,3.76,0.0,0.8983024007801654,0.9995313801727745,3.2949630795697354e-09,4.2113746142994184e-08,1.9575701557464176e-05,1.753765542018545e-05,1.0907399866756837e-06,1.5363827155800362e-11,7.53176764991001e-13,1.4125836876062889e-06,1.108591769177482e-06,5.064450259244923e-07,8.577985212384885e-08,5.094572736574677e-07,1.7308576601899451e-09,2.1807185878196142e-07,4.2358016944863327e-08,1.6932450744341278e-09,2.3027019946313804e-09,3.5181855466500755e-14,1.5542421901994598e-12,1.2001999082698717e-11,2.3567434060840785e-12,7.963826302820405e-16,5.833210343389408e-08,1.3225508924021644e-14,5.837526723113227e-19,9.995637842296358e-13,1.2939634531419769e-14,0.0004664476966546678,2.7127474734033764e-22,3.8285039465336133e-16,2.529875094830406e-15,6.2430698233894e-14,2.204913296143098e-11,2.859336179263563e-19,3.6645058750106785e-26,2.661022597534276e-20
9.725246324511702e-08,0.6111892280931384,3.76,0.0,0.8983021993624994,0.9995313445136326,3.415773506953946e-09,4.324057376844517e-08,1.9767267610582968e-05,1.768804857964803e-05,1.1114828098863627e-06,1.563749049498272e-11,7.597972547556205e-13,1.436705110328018e-06,1.125273067444067e-06,5.193712769768991e-07,8.718387020450073e-08,5.142655028924029e-07,1.7695227544163778e-09,2.22948169310938e-07,4.3466101551457574e-08,1.7370173763668308e-09,2.344897368562266e-09,3.669895351617522e-14,1.6203630480089946e-12,1.2232537124595973e-11,2.4228275225890184e-12,8.249904752964946e-16,5.88803699375755e-08,1.3765838350550662e-14,6.053235970429858e-19,1.0177610009618916e-12,1.3104882626063255e-14,0.00046644768006088753,2.822298113841928e-22,3.947973247985344e-16,2.621304232712722e-15,6.465032467474277e-14,2.2613710310805705e-11,2.9658792839548747e-19,3.80685066052406e-26,2.813236230514926e-20
9.815806934904725e-08,0.6111892490101827,3.76,0.0,0.8983019976787008,0.9995313085804394,3.53980036087605e-09,4.438614506053297e-08,1.995902107670598e-05,1.7838188715074652e-05,1.1324903835787678e-06,1.5913232846818004e-11,7.664083890417864e-13,1.460985945420201e-06,1.1420135623591664e-06,5.324909305162511e-07,8.859382574854794e-08,5.190742442817162e-07,1.8087830674898498e-09,2.2789799998210944e-07,4.4591973318805905e-08,1.7816196287141255e-09,2.3874523074610037e-09,3.827292469211696e-14,1.6887275076690265e-12,1.2466051338063642e-11,2.4901172266140086e-12,8.544028066473278e-16,5.9428638754337076e-08,1.4325340181896576e-14,6.275182730022533e-19,1.0361089436247582e-12,1.3270873598824582e-14,0.0004664476633391687,2.9354835913863246e-22,4.0702052470016655e-16,2.7153093593374764e-15,6.693132758474989e-14,2.318922187014063e-11,3.0755166414274225e-19,3.953897893203147e-26,2.972884858394682e-20
9.906367545297749e-08,0.6111892699480778,3.76,0.0,0.8983017957274196,0.9995312723734746,3.667096864569274e-09,4.555057398303169e-08,2.0150962738451984e-05,1.798807625191248e-05,1.1537640420530824e-06,1.619104580172524e-11,7.7301017869836e-13,1.4854251568202008e-06,1.1588121500766563e-06,5.458046653701356e-07,9.000961488749711e-08,5.238835012021646e-07,1.8486437284764915e-09,2.3292183345291545e-07,4.573572817399076e-08,1.8270623867564668e-09,2.4303662035373636e-09,3.990556809793853e-14,1.7593923410545732e-12,1.2702564147636823e-11,2.5586227600421813e-12,8.846362187261731e-16,5.997690999283754e-08,1.4904596903451873e-14,6.503499536849394e-19,1.0546072700188716e-12,1.3437605778647217e-14,0.00046644764648964197,3.052404340084513e-22,4.1952413559156857e-16,2.8119432793652986e-15,6.927493607598683e-14,2.377581106009631e-11,3.1883137760842654e-19,4.105781987642754e-26,3.1402696238122933e-20
