Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64)
8.950925405398114e-07,0.6112148404633551,3.76,0.0,0.8980008401310906,0.9994228009787416,9.015755271011525e-06,9.626675338884042e-06,0.0002559139158024158,8.665170946322216e-05,0.00014107539703252047,5.091399744477267e-10,4.053802107554797e-12,3.188976645024275e-05,1.2074947877284982e-05,7.902920486537645e-05,1.0452043818659337e-06,5.0444276159854325e-06,3.977677788150645e-07,4.7418678002730225e-05,7.882291216406407e-06,1.8268452969295276e-06,1.5544913147339764e-07,4.7754847501030415e-09,2.429022638935502e-08,1.5961072394631003e-09,1.4990291626231493e-09,6.9377402601889095e-12,5.78435004723762e-07,1.5222773988855007e-09,5.7493161887994626e-15,5.212496102434186e-11,3.3650994160793337e-13,0.00046639705176340895,3.5351706630457537e-17,5.429798789691361e-13,1.7402416495344884e-11,3.926058130434309e-10,3.705749414435044e-08,2.247096389292687e-15,2.6251932174478063e-20,1.2493928688267396e-14
9.209804473977952e-07,0.6112158305299633,3.76,0.0,0.8979875305121118,0.9994175325113195,9.814493151612858e-06,1.0106599423499106e-05,0.0002650717300300233,8.760004917167465e-05,0.00014902289877120908,5.237580813770196e-10,4.104579806443229e-12,3.255296672716343e-05,1.2235513082909454e-05,8.305496762795826e-05,1.0593366133021903e-06,5.199952452135372e-06,4.2136074783752947e-07,5.023071220825118e-05,8.238818477420531e-06,1.992505978141474e-06,1.6530218341560583e-07,5.507300340872363e-09,2.693110667786523e-08,1.6861996065247607e-09,1.6314434045130804e-09,7.76528491071242e-12,5.98172651943238e-07,1.75547532100907e-09,6.4380339511431615e-15,5.454819308338948e-11,3.511681754347391e-13,0.0004663945935713217,4.0970254213686974e-17,5.8872587663814e-13,1.9240417240637007e-11,4.339612982246403e-10,4.0764048549993404e-08,2.4857218838948896e-15,3.1534870950069567e-20,1.4239863601269543e-14
9.46868354255779e-07,0.6112168262512766,3.76,0.0,0.8979740551471332,0.9994121947257733,1.0652157464739719e-05,1.058774973141889e-05,0.0002742824711675674,8.850352709232017e-05,0.00015712545020237536,5.380359675879356e-10,4.153200319611406e-12,3.319061494396373e-05,1.238844400376705e-05,8.713281509135278e-05,1.07279713497219e-06,5.355831153688691e-06,4.454513243676244e-07,5.3099081906398155e-05,8.593614133891736e-06,2.167351377853456e-06,1.7563715119144492e-07,6.322318434797119e-09,2.9752891838871315e-08,1.778053603021935e-09,1.772209599902626e-09,8.66425723123945e-12,6.182053391224988e-07,2.0151824250976396e-09,7.186420395941806e-15,5.701160462268488e-11,3.6606495978838456e-13,0.00046639210301702854,4.725527632143956e-17,6.367326926052655e-13,2.120109462561392e-11,4.780697093185889e-10,4.470296127203527e-08,2.7403681563212347e-15,3.7641869108775383e-20,1.6147968097501797e-14
9.72756261113763e-07,0.6112178273666518,3.76,0.0,0.8979604187560625,0.9994067901603797,1.1528824065233288e-05,1.1069495310602385e-05,0.0002835436673252355,8.936424442955467e-05,0.00016537811602996186,5.519707826872934e-10,4.199751481252786e-12,3.380342086730326e-05,1.2534097852546404e-05,9.126028453092446e-05,1.0856173683408655e-06,5.5120474068865895e-06,4.7002388963721933e-07,5.602159460727252e-05,8.946229924954558e-06,2.351557331634004e-06,1.8647718592472555e-07,7.22672670938857e-09,3.276024284132821e-08,1.8716130731775317e-09,1.9217325976590348e-09,9.638790465705877e-12,6.385427616120879e-07,2.3033704773759223e-09,7.997936877988925e-15,5.951556897800656e-11,3.8120346934712e-13,0.0004663895812812604,5.425907150209185e-17,6.870412281506894e-13,2.3287624853726657e-11,5.250011895857959e-10,4.8879383775170014e-08,3.011453377700389e-15,4.466345675760072e-20,1.822503789413016e-14
9.986441679717468e-07,0.6112188336280836,3.76,0.0,0.8979466259506625,0.9994013212430759,1.244451936297475e-05,1.1551244285568894e-05,0.00029285296381589,9.018420389175246e-05,0.0001737760738974467,5.655608210919059e-10,4.244317719346938e-12,3.439211248999443e-05,1.2672815244335588e-05,9.543502843343703e-05,1.0978272765688995e-06,5.668585366016404e-06,4.950631626053193e-07,5.899612043927358e-05,9.29625507311986e-06,2.5452941009135502e-06,1.9784580463294425e-07,8.226915324307099e-09,3.5957638744627154e-08,1.9668231440896417e-09,2.080436029562718e-09,1.0693176675930793e-11,6.591944354184252e-07,2.6220758503036332e-09,8.876177806810887e-15,6.206052910705455e-11,3.965871970526756e-13,0.0004663870295013718,6.203581955868993e-17,7.396928519255328e-13,2.550308597726416e-11,5.748234112078746e-10,5.3298236642435316e-08,3.2993827903744268e-15,5.2695568856036833e-20,2.04776418385854e-14
9.999999999999997e-07,0.6112198447988362,3.76,0.0,0.8979458993524746,0.9994010330893017,1.2493552616774327e-05,1.1576464500042294e-05,0.00029334180406608793,9.022606096283043e-05,0.00017421981634890992,5.662630563131984e-10,4.246598638485986e-12,3.442229351412582e-05,1.2679895351504047e-05,9.565493318092423e-05,1.098450473589525e-06,5.676792330540921e-06,4.963871273586891e-07,5.9153299960863895e-05,9.314508387535917e-06,2.555706493840922e-06,1.9845622998993114e-07,8.28206123071938e-09,3.6130415654797764e-08,1.97185406975692e-09,2.0890090882953564e-09,1.0750682089737553e-11,6.602848661879616e-07,2.6396477648012404e-09,8.92408260270047e-15,6.219495580965866e-11,3.9739971961426696e-13,0.00046638689504927786,6.24654617018077e-17,7.425157432109519e-13,2.5622726454151897e-11,5.775136632359805e-10,5.3536436415951805e-08,3.314934220312289e-15,5.314597010163133e-20,2.0600575718871723e-14
1.0245320748297306e-06,0.6112198447988362,3.76,0.0,0.8979326812336949,0.9993957902956037,1.339922344420445e-05,1.2032443104638365e-05,0.0003022081176902054,9.096531429916792e-05,0.0001823146151879547,5.788054144962359e-10,4.286980177008985e-12,3.495742982233899e-05,1.2804920931903456e-05,9.965480915735622e-05,1.1094554287621145e-06,5.82542966134654e-06,5.205542048388642e-07,6.202059341993627e-05,9.643314767418936e-06,2.7487264982864524e-06,2.0976682569867203e-07,9.32947165816182e-09,3.934937833787981e-08,2.063630235107619e-09,2.248762581981784e-09,1.1831871616941178e-11,6.801696918130918e-07,2.9733978536400677e-09,9.824874768420264e-15,6.464699145421249e-11,4.1221992311109197e-13,0.000466384448760603,7.064153865551888e-17,7.947294546989814e-13,2.785046011005845e-11,6.276015994220304e-10,5.796421252292727e-08,3.604548992055629e-15,6.183949832245388e-20,2.291211208101043e-14
1.0504199816877144e-06,0.6112208606535804,3.76,0.0,0.8979185889984473,0.9993901995375702,1.4392873134464717e-05,1.251257564970051e-05,0.00031160699249077644,9.170939499667388e-05,0.00019098914544137032,5.917048316410243e-10,4.327816830641756e-12,3.5500119471958906e-05,1.2930724519690509e-05,0.00010391749380873494,1.1205290624408051e-06,5.982565403757967e-06,5.464824239474843e-07,6.509301225961195e-05,9.987068596240637e-06,2.9620140139888526e-06,2.2226430692147903e-07,1.0541174894527753e-08,4.2939582295996926e-08,2.1619820628234177e-09,2.4271742195716013e-09,1.305949943471348e-11,7.0147767280438e-07,3.3594970175084776e-09,1.0847900500410856e-14,6.727552012362286e-11,4.2810568566932977e-13,0.0004663818400950137,8.013404050006345e-17,8.521934961578268e-13,3.033263591324696e-11,6.833985633160995e-10,6.288177961988245e-08,3.9273322569071054e-15,7.220183178281878e-20,2.5534536692694858e-14
1.0763078885456982e-06,0.6112218809774849,3.76,0.0,0.8979043535286038,0.9993845510904279,1.5425364986640675e-05,1.299116223058271e-05,0.0003210475532330646,9.241818006715834e-05,0.00019979518442266177,6.042601852635012e-10,4.3669026046177864e-12,3.602092995318434e-05,1.3050521153564406e-05,0.00010822104933987673,1.1310741439541093e-06,6.1399781864328185e-06,5.728335756978263e-07,6.82114407476798e-05,1.0327208949368766e-05,3.185310942911113e-06,2.3536248646829037e-07,1.186899049551441e-08,4.673219578907121e-08,2.2618276420704046e-09,2.6161523618543413e-09,1.4380857149557074e-11,7.231273274400948e-07,3.782593339644347e-09,1.1949272689493875e-14,6.99467313674436e-11,4.442487531491967e-13,0.0004663792044954483,9.057288392768738e-17,9.121280437037713e-13,3.295241131152336e-11,7.422747324637478e-10,6.805518564770953e-08,4.268100887713618e-15,8.389436732263447e-20,2.835075456041452e-14
1.102195795403682e-06,0.6112229055658466,3.76,0.0,0.8978899789984433,0.9993788469813545,1.649655818025158e-05,1.3467758478477687e-05,0.00033052786162321223,9.30933223383296e-05,0.00020872836586002688,6.16473346275866e-10,4.404309482218636e-12,3.652060769654168e-05,1.3164592184128872e-05,0.0001125635378802775,1.1411154266371238e-06,6.297654083810903e-06,5.995937648733109e-07,7.137400775017938e-05,1.0663459402951993e-05,3.4187665116540784e-06,2.49085727009897e-07,1.3320064590800041e-08,5.073099150544832e-08,2.363117283141618e-09,2.81619801266687e-09,1.5800918893021714e-11,7.451274089321839e-07,4.2449645056982375e-09,1.3133157563564116e-14,7.266128840067847e-11,4.606535983015224e-13,0.00046637654290841235,1.0201932714217549e-16,9.745768037518013e-13,3.5712496411156636e-11,8.042881988811166e-10,7.348846221192799e-08,4.627211595302464e-15,9.703401702102716e-20,3.136635245818247e-14
1.1280837022616659e-06,0.6112239342235872,3.76,0.0,0.8978754694733306,0.9993730891470285,1.760627732562946e-05,1.3941954157761706e-05,0.00034004607150419177,9.373639719252262e-05,0.00021778443688960314,6.283468647208744e-10,4.440106612922696e-12,3.699989368265875e-05,1.3273205802839016e-05,0.00011694311229107829,1.1506765066272757e-06,6.455579648185024e-06,6.267494450195811e-07,7.457890687091162e-05,1.0995573101333472e-05,3.6625250053422996e-06,2.634584631117124e-07,1.4901718302736513e-08,5.4939573034756184e-08,2.4658025856477715e-09,3.027831844637285e-09,1.7324839881879452e-11,7.674864725530567e-07,4.7489440891517145e-09,1.4403873263929437e-14,7.541989653035423e-11,4.773248739184708e-13,0.00046637385623820915,1.1453627885595096e-16,1.0395841468661569e-12,3.861551658569812e-11,8.694947636037594e-10,7.918542955344184e-08,5.005009900712611e-15,1.1174269574839001e-19,3.458666409775013e-14
1.1539716091196497e-06,0.611224966764795,3.76,0.0,0.8978608289104483,0.9993672794373,1.8754315170279937e-05,1.4413371918739647e-05,0.0003496004245121578,9.4348906197484e-05,0.00022695925725424305,6.398838967841483e-10,4.4743604163019416e-12,3.745952059955783e-05,1.3376617651235222e-05,0.00012135801192484131,1.1597798763474442e-06,6.613741904399698e-06,6.542874172578993e-07,7.782439584141658e-05,1.13233311499701e-05,3.916725893962708e-06,2.785051518336895e-07,1.662144202841297e-08,5.936137854474448e-08,2.569836429559257e-09,3.251594242332069e-09,1.895796012098795e-11,7.902128742273634e-07,5.296919737499795e-09,1.576589299063946e-14,7.822329857448187e-11,4.942673900688171e-13,0.00046637114534863063,1.2818824858215312e-16,1.107195127750432e-12,4.1664015690299165e-11,9.37947987028595e-10,8.514970158677626e-08,5.401830554869254e-15,1.2814719779028237e-19,3.801677087274767e-14
1.1798595159776335e-06,0.6112260030122925,3.76,0.0,0.8978460611597369,0.9993614196187577,1.9940435204213574e-05,1.48816660098117e-05,0.0003591892459301082,9.493228057049965e-05,0.00023624879829396537,6.51088137319386e-10,4.507134682674062e-12,3.7900210445357924e-05,1.3475071403945498e-05,0.00012580655857772241,1.1684469757022417e-06,6.772128343021291e-06,6.82194828307773e-07,8.110879569149622e-05,1.164654103096643e-05,4.181503957963614e-06,2.942502265227663e-07,1.8486889701144022e-08,6.399968469353427e-08,2.675172963862168e-09,3.4880453072760634e-09,2.0705807826001646e-11,8.133147697544695e-07,5.891331351850445e-09,1.7223847912915338e-14,8.107227055345179e-11,5.114860927625331e-13,0.000466368411064569,1.430412963152266e-16,1.1774555004648567e-12,4.486045937014408e-11,1.0096992422667647e-09,9.138469116938695e-08,5.817997971152608e-15,1.463790629793212e-19,4.166150405907638e-14
1.2057474228356173e-06,0.6112270427972255,3.76,0.0,0.8978311699650173,0.9993555113781841,2.116437416042991e-05,1.5346520961731428e-05,0.00036881094073312135,9.548788448106746e-05,0.0002456491417518222,6.619637575868096e-10,4.538490670521059e-12,3.8322672529706855e-05,1.3568799326076834e-05,0.0001302871526282754,1.1766982410395933e-06,6.930726912213108e-06,7.104591678048132e-07,8.443048973293108e-05,1.196503504918217e-05,4.456989412845462e-06,3.107180538205361e-07,2.0505873052287808e-08,6.885761073403295e-08,2.7817675930995465e-09,3.7377648271276095e-09,2.2574102555752845e-11,8.368001146173299e-07,6.534669266590549e-09,1.8782529835654325e-14,8.396761764619477e-11,5.289860440010163e-13,0.0004663656541736583,1.5916298180929916e-16,1.250411729245383e-12,4.820723843660199e-11,1.0847977709464683e-09,9.789361555434526e-08,6.253826667362974e-15,1.6657443388346023e-19,4.552544831583833e-14
1.2316353296936011e-06,0.6112280859586677,3.76,0.0,0.897816158965276,0.9993495563259023,2.2425844407910293e-05,1.5807650254192857e-05,0.0003784639898200317,9.601701819669338e-05,0.00025515647841478986,6.725153479462263e-10,4.568487200687488e-12,3.872760183578885e-05,1.3658022805609162e-05,0.0001347982693577455,1.1845531519299313e-06,7.089526008504198e-06,7.390682649846805e-07,8.778792238281905e-05,1.2278668814943425e-05,4.743308032521274e-06,3.279328938863188e-07,2.268635589096572e-08,7.393812277498512e-08,2.889576962022228e-09,4.001352211130133e-09,2.4568758047235137e-11,8.606766643391443e-07,7.2294724347076786e-09,2.0446893615771915e-14,8.691017040417288e-11,5.467724031732146e-13,0.00046636287542783364,1.7662231364526348e-16,1.326110995594446e-12,5.170667228930684e-11,1.1632907410050782e-09,1.046795019872302e-07,6.709621714163979e-15,1.8887390563933794e-19,4.961294634005568e-14
1.257523236551585e-06,0.6112291323432446,3.76,0.0,0.8978010316960907,0.9993435559990091,2.3724536236291524e-05,1.6264794975108294e-05,0.00038814694642327137,9.652092107932993e-05,0.00026476710661167815,6.827478651653368e-10,4.597180747440893e-12,3.9115677698711806e-05,1.3742952861538508e-05,0.00013933845544363785,1.1920302758245535e-06,7.2485144666571924e-06,7.680102848145055e-07,9.117959785540714e-05,1.2587319768828014e-05,5.0405812712737975e-06,3.459188637847414e-07,2.5036448416843492e-08,7.924403816352602e-08,2.99855893860079e-09,4.279426394342468e-09,2.6695884750966182e-11,8.849519753439335e-07,7.978326623591966e-09,2.222205932625045e-14,8.990078121197152e-11,5.648504097363267e-13,0.0004663600755448369,1.9548969826644828e-16,1.404601202275739e-12,5.5361012363504074e-11,1.2452233060179461e-09,1.1174519340934355e-07,7.18567918722182e-15,2.1342236998684703e-19,5.3928104494826285e-14
1.2834111434095687e-06,0.6112301818047757,3.76,0.0,0.8977857915911767,0.9993375118644992,2.5060120032495544e-05,1.671772248251645e-05,0.0003978584326872584,9.700077444111576e-05,0.000274477430590373,6.926665839744889e-10,4.624625526504893e-12,3.948756275510785e-05,1.382379062868754e-05,0.00014390632561703742,1.1991473106695774e-06,7.407681548839149e-06,7.972737236547159e-07,9.460407875115565e-05,1.2890885753300626e-05,5.348926384160426e-06,3.646999039567364e-07,2.756440158002612e-08,8.47780299547488e-08,3.108672595653794e-09,4.572625713354533e-09,2.8961792067718133e-11,9.096334062743148e-07,8.783862625790832e-09,2.4113314168427004e-14,9.294032098141944e-11,5.832253671102247e-13,0.0004663572552096777,2.1583688914849902e-16,1.4859309745987102e-12,5.91724455830354e-11,1.3306386656200436e-09,1.190933542303135e-07,7.682286620421668e-15,2.4036885490521136e-19,5.847479923100016e-14
1.3092990502675526e-06,0.611231234203935,3.76,0.0,0.897770441984034,0.999331425322277,2.6432248349967853e-05,1.7166225077258668e-05,0.0004075971364070002,9.745770426667394e-05,0.0002842839587931334,7.022770525514953e-10,4.650873580152458e-12,3.984390212679621e-05,1.390072782017982e-05,0.00014850055947547065,1.2059211255610294e-06,7.5670169332623685e-06,8.268474045199894e-07,9.805998456656279e-05,1.318928363468549e-05,5.668456545727353e-06,3.8429974768815334e-07,3.027860150117898e-08,9.054263143785926e-08,3.2198781913064423e-09,4.8816077560356244e-09,3.137299028901852e-11,9.347281197232858e-07,9.648754488889208e-09,2.6126114134294463e-14,9.602967606787738e-11,6.019026277236508e-13,0.00046635441507603923,2.377369362516453e-16,1.5701496593070109e-12,6.314309780174977e-11,1.419578126626948e-09,1.267264761371885e-07,8.19972345786879e-15,2.698663611652103e-19,6.325668416104172e-14
1.3351869571255364e-06,0.6112322894079256,3.76,0.0,0.8977549861096774,0.9993252977080628,2.7840557871476155e-05,1.7610118692665125e-05,0.00041736180792012744,9.789278380770542e-05,0.00029418330204485034,7.115850516787238e-10,4.675974859422983e-12,4.018532280984695e-05,1.3973947168539226e-05,0.0001531198984446513,1.2123677995252108e-06,7.72651070242305e-06,8.56720471993318e-07,0.00010154599014278909,1.348244797770437e-05,5.9992809669085175e-06,4.0474189348888767e-07,3.31875639636017e-08,9.654024069355149e-08,3.332137148450101e-09,5.207049187628535e-09,3.3936192245058674e-11,9.602430843419715e-07,1.0575717768246021e-08,2.8266085421683616e-14,9.916974539928762e-11,6.208875791605846e-13,0.00046635155576763476,2.612641358888862e-16,1.6573073214579977e-12,6.727503721900462e-11,1.512081164526298e-09,1.3464688391239295e-07,8.738261502748445e-15,3.0207169707636922e-19,6.827719767212886e-14
1.3610748639835202e-06,0.6112333472901722,3.76,0.0,0.8977394271064438,0.9993191302961889,2.928467126693021e-05,1.8049241606439133e-05,0.00042715125714588056,9.830703605535586e-05,0.00030417217166755296,7.205965573324957e-10,4.699977303528377e-12,4.051243324388672e-05,1.404362284630874e-05,0.0001577631428827694,1.218502658502437e-06,7.886153331047512e-06,8.868823868413854e-07,0.00010506082406856695,1.3770329774043714e-05,6.341505010004532e-06,4.260495802856275e-07,3.629992898744665e-08,1.027731251606945e-07,3.445412033354588e-09,5.549645555411507e-09,3.665831466547322e-11,9.86185077288002e-07,1.1567507805829575e-08,3.0539025606739245e-14,1.0236143780881455e-10,6.401856313567203e-13,0.00046634867787951354,2.86493981132335e-16,1.7474547396650817e-12,7.157027775713283e-11,1.6081854850571098e-09,1.4285674123687994e-07,9.298165361412196e-15,3.3714531262893677e-19,7.353957096544107e-14
1.386962770841504e-06,0.6112344077300258,3.76,0.0,0.8977237680178562,0.9993129243022915,3.07641989482332e-05,1.8483453179403887e-05,0.00043696435076424396,9.870143609617678e-05,0.00031424737753403325,7.293177064612902e-10,4.7229269165255845e-12,4.082582303723956e-05,1.4109920867055849e-05,0.00016242914932066696,1.2243403106092875e-06,8.04593567384933e-06,9.173229203783898e-07,0.0001086032670520178,1.4052895225969602e-05,6.695230301655327e-06,4.482457653181951e-07,3.9624455494977335e-08,1.092434261924236e-07,3.5596665335804335e-09,5.9101110741469285e-09,3.9546479260397625e-11,1.0125606869799084e-06,1.2626918037982535e-08,3.295090457975512e-14,1.056056695613159e-10,6.598022047931808e-13,0.00046634578197931724,3.135031128683256e-16,1.840643399969634e-12,7.603078239021931e-11,1.7079270856214557e-09,1.5135805645724452e-07,9.879692881262794e-15,3.7525113411464904e-19,7.904683640543065e-14
1.4128506776994878e-06,0.611235470612484,3.76,0.0,0.8977080117945372,0.9993066808858996,3.227874072356595e-05,1.8912632625142472e-05,0.00044680000952843107,9.907691335747317e-05,0.0003244058260725807,7.377547657165577e-10,4.744867841336889e-12,4.112606282530544e-05,1.4172999467639064e-05,0.0001671168278312641,1.2298946797552293e-06,8.205848953190619e-06,9.48032148622251e-07,0.0001121721502745993,1.4330124585540501e-05,7.060554843733908e-06,4.7135310462084554e-07,4.317001607470483e-08,1.1595316358365213e-07,3.67486543532827e-09,6.289178394489025e-09,4.260801353069128e-11,1.039376316123921e-06,1.3756778334610609e-08,3.5507865251714626e-14,1.0890336206382174e-10,6.797427196344325e-13,0.00046634286860848897,3.423692715988272e-16,1.9369254885580207e-12,8.065846641478344e-11,1.811340316297101e-09,1.60152688297646e-07,1.0483095581177371e-14,4.1655640020107497e-19,8.480183607700527e-14
1.4387385845574716e-06,0.6112365358279233,3.76,0.0,0.8976921612961604,0.999300401152921,3.382788735374174e-05,1.9336677813716205e-05,0.00045665720570439613,9.94343537473484e-05,0.0003346445182332593,7.459141029215951e-10,4.7658424311939826e-12,4.14137042428946e-05,1.4233009472603954e-05,0.00017182513952207972,1.2351790376895089e-06,8.365884746724829e-06,9.790004462812524e-07,0.00011576635373817184,1.4602011049422933e-05,7.437573122099706e-06,4.953939359666196e-07,4.694559185124848e-08,1.229042400543904e-07,3.790974600344646e-09,6.687598356406886e-09,4.585045131722344e-11,1.0666381849815548e-06,1.4959953371973488e-08,3.8216224039758676e-14,1.1225543975077817e-10,7.000125857604901e-13,0.00046633993828343415,3.731712500744438e-16,2.036353883554245e-12,8.545520065434083e-11,1.9184579402490706e-09,1.692423514998345e-07,1.1108619073387782e-14,4.612315003475475e-19,9.080723047012884e-14
1.4646264914154555e-06,0.6112376032718452,3.76,0.0,0.8976762192934309,0.9992940861580314,3.541122201345319e-05,1.975550411187162e-05,0.0004665349606315502,9.977460169429545e-05,0.00034496054742473304,7.538021610849366e-10,4.7858913185768935e-12,4.168927999429527e-05,1.4290094641538125e-05,0.0001765530941451926,1.2402060345510937e-06,8.526034975083806e-06,1.01021848060385e-06,0.00011938480461412901,1.486855970884722e-05,7.826376213160686e-06,5.203902641514306e-07,5.0960267466780425e-08,1.3009844567561934e-07,3.907960942487278e-09,7.106139729551684e-09,4.928153309995882e-11,1.0943523348487642e-06,1.623934104094241e-08,4.108247114052561e-14,1.1566282813539097e-10,7.206171936466844e-13,0.00046633699149663553,4.059888468341046e-16,2.138982146106894e-12,9.042281459122779e-11,2.029311193368617e-09,1.786286223771345e-07,1.1756503475924896e-14,5.094498163707326e-19,9.706550722339643e-14
1.4905143982734393e-06,0.6112386728446345,3.76,0.0,0.8976601884700869,0.9992877369069668,3.702832166041251e-05,2.0169043261602464e-05,0.00047643234239911405,0.00010009846209097043,0.0003553510974297365,7.614254347771175e-10,4.8050534817184215e-12,4.1953304006737254e-05,1.4344392000164503e-05,0.0001812997478192454,1.2449877279899712e-06,8.686291889662461e-06,1.0416772051211394e-06,0.00012302647560222062,1.5129786553927229e-05,8.227051888203968e-06,5.46363748492815e-07,5.522322617898181e-08,1.3753746222639621e-07,4.025792404042347e-09,7.54558894239627e-09,5.290920605838584e-11,1.1225246317193581e-06,1.759787089229222e-08,4.411327060100846e-14,1.1912645201865437e-10,7.415619060457653e-13,0.00046633402871772427,4.409028207173943e-16,2.244864510933882e-12,9.556309942028838e-11,2.143929842993802e-09,1.8831294427044368e-07,1.2426983814897697e-14,5.613875678765178e-19,1.0357898986093761e-13
1.516402305131423e-06,0.611239744451328,3.76,0.0,0.8976440714249161,0.9992813543587235,3.867875831554258e-05,2.057724229852679e-05,0.0004863484636326807,0.00010040670214667865,0.0003658134403066426,7.687904486979351e-10,4.823366308746102e-12,4.220627165419158e-05,1.439603215591635e-05,0.00018606420085823735,1.2495356109248017e-06,8.846648060547937e-06,1.0733678533092457e-06,0.00012669038330577443,1.53857175313464e-05,8.639684715464306e-06,5.733356924166605e-07,5.974374507959486e-08,1.452228674724249e-07,4.144437931879113e-09,8.00674980188994e-09,5.674162390553088e-11,1.1511607701069253e-06,1.9038502620327536e-08,4.7315460197184566e-14,1.2264723384776638e-10,7.628520504278919e-13,0.00046633105039450617,4.779948464061601e-16,2.3540558764508564e-12,1.0087781101998483e-10,2.2623422455862914e-09,1.982966328960658e-07,1.312029041600682e-14,6.172236621765755e-19,1.1034984646175459e-13
1.542290211989407e-06,0.6112408180013947,3.76,0.0,0.8976278706737773,0.9992749394276654,4.03621002574844e-05,2.0980062511138575e-05,0.0004962824793857597,0.00010070005315292865,0.0003763449342838598,7.759037382713747e-10,4.840865659533308e-12,4.244866003985201e-05,1.4445139598714509e-05,0.00019084559570204336,1.2538606380000094e-06,9.007096364633062e-06,1.105281932196294e-06,0.0001303755866290546,1.5636387654205706e-05,9.06435615990804e-06,6.013270350048821e-07,6.453119043688922e-08,1.5315613935775816e-07,4.26386745351882e-09,8.490443205277112e-09,6.078714650830657e-11,1.1802662770009583e-06,2.0564224585899102e-08,5.069605113111311e-14,1.2622609221585716e-10,7.844929121353774e-13,0.00046632805695394645,5.173474710428148e-16,2.466611794608288e-12,1.0636867283731864e-10,2.384575403256995e-09,2.0858088157673756e-07,1.3836649284801632e-14,6.771395492185017e-19,1.173800982113023e-13
1.5681781188473907e-06,0.6112418934085271,3.76,0.0,0.8976115886516257,0.9992684929855462,4.2077913134747195e-05,2.1377478441588314e-05,0.0005062335851313421,0.000100979212166161,0.00038694302165300887,7.827718321175113e-10,4.857585925329026e-12,4.26809283272171e-05,1.44918329876423e-05,0.0001956431149438723,1.257973250803315e-06,9.16762997394658e-06,1.137411215935742e-06,0.00013408118520145138,1.5881840162633396e-05,9.501144680717562e-06,6.30358344378166e-07,6.959501316465033e-08,1.6133866010269544e-07,4.384051853186018e-09,8.99750684562306e-09,6.505433930725836e-11,1.2098465159344812e-06,2.2178052379639977e-08,5.426222755747838e-14,1.298639404952941e-10,8.064897282109384e-13,0.00046632504880311397,5.590440719644837e-16,2.5825884605581254e-12,1.1203737868374369e-10,2.5106550190507472e-09,2.1916676634869434e-07,1.4576282475295975e-14,7.4131908198109675e-19,1.2467162779600786e-13
1.5940660257053745e-06,0.6112429705904405,3.76,0.0,0.8975952277145336,0.9992620158634451,4.382576099886033e-05,2.176947692829497e-05,0.0005162010148487915,0.00010124484361152781,0.00039760522666611945,7.894012362619962e-10,4.8735600862339e-12,4.2903518111078575e-05,1.453622542418034e-05,0.0002004559794501377,1.2618834019018518e-06,9.328242344226107e-06,1.1697477393652762e-06,0.00013780631783228951,1.6122125733603412e-05,9.950125826468046e-06,6.604498127899855e-07,7.49447444196427e-08,1.69771720202222e-07,4.5049629479022644e-09,9.528794912484278e-09,6.955197254896399e-11,1.2399066911421239e-06,2.388302742604305e-08,5.802134595073194e-14,1.3356168559715428e-10,8.28847681860031e-13,0.000466322026330084,6.03168815584895e-16,2.7020427022434156e-12,1.1788559544000538e-10,2.6406055509168994e-09,2.3005525093903503e-07,1.5339408446658447e-14,8.099483827125854e-19,1.3222618760770476e-13
1.6199539325633584e-06,0.6112440494686844,3.76,0.0,0.8975787901417033,0.9992555088536208,4.560520726190022e-05,2.2156056190416028e-05,0.0005261840392015892,0.00010149758081142045,0.00040832915344153495,7.957984199529082e-10,4.888819766589019e-12,4.311685382078457e-05,1.4578424712628671e-05,0.00020528344656842637,1.265600577751921e-06,9.488927203754894e-06,1.2022837915685123e-06,0.00014155016099934358,1.635730173830973e-05,1.0411372327994257e-05,6.916212533105879e-07,8.058999132890325e-08,1.7845652232045626e-07,4.626573463675815e-09,1.0085177789062483e-08,7.428902034443478e-11,1.2704518517891335e-06,2.5682215628811257e-08,6.198093432408e-14,1.3732022684971507e-10,8.515718975093599e-13,0.0004663189899048056,6.498066174491832e-16,2.825031969977322e-12,1.2391496566849431e-10,2.774450264307453e-09,2.412471916089007e-07,1.612624240778055e-14,8.83215715314787e-19,1.400454077284941e-13
