Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622)
1.2195646499329357e-07,0.19045997020774813,3.76,0.0,0.8383850417238032,0.9957670333466871,0.0001613979089716333,0.0002446658433251732,0.005846323498021079,0.002523586444760065,0.0026306155203129965,1.155164662588268e-08,4.3415009634182536e-10,0.0006610985369260582,0.0006714329083001324,0.0013439496496883085,4.638417903335496e-05,6.812584567136345e-05,2.90103975366715e-06,0.0010957145730718571,0.00017558167796789513,2.7678288606576746e-05,5.675576384725592e-06,4.3603477572007465e-07,7.949193576690802e-06,6.688417671241374e-08,4.278828715522667e-07,2.747408780693039e-09,3.657693393407731e-05,2.3054008123294028e-07,1.045716204036874e-12,1.8403316730064213e-08,5.321499313955075e-10,0.001838238470813382,3.775996405658608e-14,2.7049017620087217e-09,6.39374938138884e-08,9.23899640721859e-08,9.794726846658492e-06,5.709624399951977e-12,1.1375151400947971e-15,2.181507058164212e-11,7.222529319102934e-12,8.326933334150915e-07,5.577780051359687e-14,7.455148488142565e-09,7.025913616847993e-08,2.47052092853105e-11,1.1426907824723095e-12,2.167924089210423e-14,3.949664714961859e-09,1.1870696925885296e-07,9.189795368929409e-11,2.0491131943351973e-11,4.218105437056509e-14
1.244160635643532e-07,0.19046497741453908,3.76,0.0,0.8381758878446671,0.9956850692323561,0.00017158399144851825,0.00025360372733738127,0.00599350380560953,0.0025469835218648582,0.0027438760927122213,1.1720025086419147e-08,4.382663168010963e-10,0.0006715293086107492,0.0006814640850545658,0.0014007974608228205,4.710393153694792e-05,6.95836548847931e-05,3.0300990771415823e-06,0.0011408772621382271,0.0001812351996750726,2.9556808864505224e-05,6.2039170963339285e-06,4.85763572686706e-07,8.616959586828593e-06,6.976344765745001e-08,4.703616431849255e-07,3.0212422598172716e-09,3.798163992622678e-05,2.538641568897976e-07,1.1500519046906466e-12,1.9178798205133262e-08,5.542655865845787e-10,0.0018380872366951797,4.1749196818355775e-14,2.891094913356072e-09,6.903175385429599e-08,9.972972328731034e-08,1.0519224983107762e-05,6.166456120856698e-12,1.2909672990947772e-15,2.4004442785591716e-11,7.9289524160356e-12,8.891130538734882e-07,6.27998410112734e-14,8.498415377556684e-09,7.441156374320262e-08,2.873401386224447e-11,1.2028531976390217e-12,2.3868568500372244e-14,4.276102399859994e-09,1.234767545931673e-07,1.0155092465977796e-10,2.2848394779989003e-11,4.706696896065301e-14
1.2687566213541285e-07,0.1904700120952264,3.76,0.0,0.8379647020089882,0.9956022455549318,0.00018213867025713173,0.0002625751299879868,0.006141552764116867,0.00256970948527793,0.0028589771355761575,1.1884048029407008e-08,4.422630383884698e-10,0.0006817317707885144,0.0006912198426515257,0.0014585183813479552,4.7804162149728735e-05,7.10421645734769e-05,3.1613515670263716e-06,0.0011867008816581755,0.00018688155019305598,3.15169016267333e-05,6.771451379998058e-06,5.397975834312677e-07,9.321152790866853e-06,7.268908273012697e-08,5.159774071704056e-07,3.318169117073952e-09,3.943755872935549e-05,2.78950244723916e-07,1.2631890088732604e-12,1.9980675034562744e-08,5.771412896897425e-10,0.0018379344139716983,4.605731789709855e-14,3.0847868835454795e-09,7.437792328797548e-08,1.0746528440378659e-07,1.1279078662439269e-05,6.645963769976733e-12,1.460674227429643e-15,2.6348626462414412e-11,8.683884003172085e-12,9.474162392581605e-07,7.052978390829471e-14,9.657882472455696e-09,7.868304359849033e-08,3.332510413619853e-11,1.2658241017439367e-12,2.6213633819400044e-14,4.619216129430078e-09,1.2833647111615247e-07,1.1205133818224638e-10,2.54414892536505e-11,5.2446631588694545e-14
1.293352607064725e-07,0.19047507350953344,3.76,0.0,0.8377515230377395,0.9955185829784863,0.0001930633975547473,0.00027157301895561317,0.00629044969985929,0.0025917809306863974,0.0029758738660151424,1.2043789948139109e-08,4.4614314850158294e-10,0.000691709706819867,0.0007007039352335689,0.0015170909211132625,4.848511989311473e-05,7.250122424710324e-05,3.294743623423245e-06,0.001233168977459616,0.0001925173958698376,3.355997857067524e-05,7.380036353558842e-06,5.983874694508872e-07,1.006252751843321e-05,7.565991450687931e-08,5.648770656721358e-07,3.6398185418727374e-09,4.0946283621094435e-05,3.0588504510107736e-07,1.385748495048633e-12,2.080998695213841e-08,6.008060108395024e-10,0.0018377800408320604,5.07014656573882e-14,3.2860161041252992e-09,7.997907956674419e-08,1.1560748149096241e-07,1.2075004267127335e-05,7.148423929073207e-12,1.6478668138622832e-15,2.885368251393127e-11,9.48915492402282e-12,1.0075665209775002e-06,7.902052639721793e-14,1.0943041118168847e-08,8.307194668319533e-08,3.854124283605541e-11,1.3316837398262158e-12,2.87205611640458e-14,4.97920496379853e-09,1.3328574997587186e-07,1.2345314400383406e-10,2.8289072701989658e-11,5.835968337278112e-14
1.3179485927753213e-07,0.19048016092781364,3.76,0.0,0.8375363895703927,0.9954341016831766,0.00020435934651364665,0.00028059054957792955,0.006440174265720418,0.00261321404012106,0.0030945217101407485,1.219932649053233e-08,4.499094691901199e-10,0.0007014669900301842,0.0007099202827260483,0.0015764938672868337,4.9147067176622116e-05,7.396068624060751e-05,3.430221835201637e-06,0.0012802653755844364,0.00019813958522406008,3.568742192679637e-05,8.031545269862026e-06,6.6179054830775e-07,1.0841804944747814e-05,7.867478125275992e-08,6.172099184244379e-07,3.9879052306248545e-09,4.2509401431368495e-05,3.3475696384606713e-07,1.5183839466714588e-12,2.1667793882087577e-08,6.252891969813188e-10,0.0018376241545713266,5.56992086940886e-14,3.494813024319303e-09,8.583794973096039e-08,1.241671128858775e-07,1.290769817384735e-05,7.674081245436233e-12,1.853827690278731e-15,3.152567515966256e-11,1.0346596261513641e-11,1.0695245186872833e-06,8.832741367554781e-14,1.236384412170027e-08,8.757655421185391e-08,4.445014613179711e-11,1.4005112207747632e-12,3.139547639064691e-14,5.35624264199949e-09,1.383242111282345e-07,1.3581195426882307e-10,3.141072979975192e-11,6.484777852833556e-14
1.3425445784859177e-07,0.19048527363136217,3.76,0.0,0.8373193400299439,0.9953488213745271,0.0002160274186546454,0.000289621068807925,0.006590706453272083,0.0026340245931560963,0.0032148763431882636,1.2350734158575002e-08,4.535647583625491e-10,0.0007110075641655009,0.0007188729471082155,0.0016367062971257445,4.979027798494716e-05,7.542040574005473e-05,3.5677330342292316e-06,0.0013279741882077987,0.0002037451436471025,3.79005844047441e-05,8.727864593572126e-06,7.302706362882757e-07,1.1659672564399123e-05,8.173252796756206e-08,6.731275849811243e-07,4.364230985575534e-09,4.4128491214086186e-05,3.6565605754136776e-07,1.6617821572991983e-12,2.2555174604180705e-08,6.506207361846684e-10,0.0018374667916076176,6.106853824687755e-14,3.7112002246377807e-09,9.195690844824124e-08,1.331549395010019e-07,1.3777836410635348e-05,8.223148254720125e-12,2.0798909485250405e-15,3.437066715093361e-11,1.1258038045238949e-11,1.1332480815547704e-06,9.850826590670056e-14,1.3930707143777086e-08,9.219506506810374e-08,5.1124670473399233e-11,1.4723844356531753e-12,3.4244501887888494e-14,5.750477599046868e-09,1.4345146342732753e-07,1.491849985428242e-10,3.482697759608134e-11,7.195459694706385e-14
1.3671405641965142e-07,0.19049041091281294,3.76,0.0,0.8371004125913275,0.9952627612927487,0.0002280682513256467,0.0002986581184901222,0.006742026602840859,0.0026542279777646664,0.0033368937260794076,1.249809004030019e-08,4.5711171100117413e-10,0.0007203354258557327,0.0007275661107640841,0.0016977075889463965,5.041503622237842e-05,7.688024079982498e-05,3.7072243448470847e-06,0.0013762798182404084,0.00020933126798334335,4.020078915112646e-05,9.470891097679494e-06,8.040978839276778e-07,1.2516783769725941e-05,8.483200733906552e-08,7.327839293030361e-07,4.77068614742312e-09,4.580512296673239e-05,3.986739778006924e-07,1.8166636711458718e-12,2.347322542355394e-08,6.768309221702837e-10,0.0018373079874991326,6.682786027858171e-14,3.935192542224662e-09,9.833797705954553e-08,1.4258168331691845e-07,1.4686074365096024e-05,8.79580529635449e-12,2.3274417535340155e-15,3.739471532767627e-11,1.2225308054112338e-11,1.198692528343866e-06,1.0962340258847107e-13,1.5654509030853082e-08,9.6925602919135e-08,5.864299118328017e-11,1.5473799823635848e-12,3.7273751927437975e-14,6.162033069640414e-09,1.486671047266836e-07,1.6363107582604535e-10,3.8559268522582414e-11,7.97258522719078e-14
1.3917365499071106e-07,0.19049557207641046,3.76,0.0,0.8368796451529241,0.9951759402220663,0.00024048222529906088,0.0003076954380043698,0.006894115411716857,0.002673839200843364,0.003460530138716005,1.2641471570987532e-08,4.6055296038234333e-10,0.0007294546088983896,0.0007360040567373395,0.0017594774314622188,5.1021634201309244e-05,7.834005235204559e-05,3.848643228977011e-06,0.0014251669627540178,0.00021489532102739384,4.258932973693062e-05,1.0262528988888545e-05,8.835486050318393e-07,1.341375752789802e-05,8.797208061109361e-08,7.963349866990459e-07,5.209250856869733e-09,4.754085639813575e-05,4.339039146608083e-07,1.9837832572255637e-12,2.4423058847315593e-08,7.039504191195581e-10,0.00183714777696153,7.299598724362765e-14,4.166797207214826e-09,1.0498282358880161e-07,1.5245802602490964e-07,1.5633046540914474e-05,9.392200517407982e-12,2.5979158612379927e-15,4.060386650451492e-11,1.3250230710420613e-11,1.2658108850535022e-06,1.2173566439360286e-13,1.7546591098620195e-08,1.0176622304255867e-07,6.708877183870274e-11,1.6255730933182199e-12,4.048932836210076e-14,6.591007273434968e-09,1.539707219910678e-07,1.7921050380208468e-10,4.2629991393679733e-11,8.82092955084323e-14
1.416332535617707e-07,0.19050075643826442,3.76,0.0,0.8366570753109348,0.9950883765000397,0.0002532694724665385,0.0003167269663146537,0.007046953940658374,0.0026928728984151645,0.0035857422102279417,1.278095632108725e-08,4.6389107929834667e-10,0.0007383691702183013,0.0007441911507545479,0.0018219958316185148,5.16103712646691e-05,7.979970420900159e-05,3.991937527159801e-06,0.0014746206153387295,0.0002204348259680755,4.506747017304081e-05,1.1104687069909534e-05,9.689050997362757e-07,1.4351178151619821e-05,9.115161837177953e-08,8.639388931148955e-07,5.6819961409726e-09,4.933723974482228e-05,4.7144053921625957e-07,2.163930315589735e-12,2.5405802269804034e-08,7.320102268136811e-10,0.0018369861938851981,7.959212957132332e-14,4.406013989543523e-09,1.1189276367971237e-07,1.62794607790608e-07,1.661936636046593e-05,1.0012449961599652e-11,2.892799045947147e-15,4.400415366744947e-11,1.4334626057174852e-11,1.334554119084942e-06,1.3491043253649408e-13,1.9618755378406695e-08,1.067149188681598e-07,7.655132355765193e-11,1.7070375686244499e-12,4.3897316649085764e-14,7.03747367476497e-09,1.5936189141847157e-07,1.959850655345183e-10,4.7062470418304184e-11,9.745471420950028e-14
1.4409285213283034e-07,0.1905059633265425,3.76,0.0,0.8364327403363996,0.9950000880268499,0.00026642988360981487,0.00032574684346104246,0.007200523618844369,0.0027113433455212507,0.003712486946397423,1.2916621808411725e-08,4.67128581276958e-10,0.000747083177360716,0.000752131824881587,0.001885243121052971,5.218155253213479e-05,8.125906305923698e-05,4.137055495821618e-06,0.0015246260674984565,0.00022594746080717657,4.763644495227177e-05,1.1999275946230126e-05,1.0604554721496331e-06,1.532959515822078e-05,9.436950126798151e-08,9.357558167460286e-07,6.1910848211444425e-09,5.1195808636147565e-05,5.113799456210365e-07,2.3579292143831633e-12,2.642259666832875e-08,7.610416461419335e-10,0.0018368232713521816,8.66358868901967e-14,4.652835355601385e-09,1.1906876242008427e-07,1.7360202611066725e-07,1.764562601119201e-05,1.0656637739796118e-11,3.2136264387456804e-15,4.760159246145544e-11,1.5480308812189038e-11,1.4048713689997278e-06,1.4921564572919577e-13,2.1883261843925847e-08,1.1176962823793148e-07,8.712575334664636e-11,1.7918457160558409e-12,4.750378217847815e-14,7.501481311093682e-09,1.648401785719518e-07,2.1401795383308834e-10,5.188096225212732e-11,1.0751392729249687e-13
1.4655245070388998e-07,0.19051119208162787,3.76,0.0,0.8362066771546339,0.9949110922745419,0.0002799631162268125,0.0003347494115329876,0.007354806247424198,0.002729264465812286,0.0038407217544783874,1.3048545332194543e-08,4.702679217965454e-10,0.0007556006973777297,0.000759830562680133,0.00194919996130813,5.273548776008824e-05,8.271799845803981e-05,4.283945841061489e-06,0.001575168909188458,0.00023143105277970198,5.029745911631798e-05,1.2948205284548077e-05,1.1584934431294839e-06,1.6349523211786897e-05,9.762462065184422e-08,1.0119478919396816e-06,6.738772240577333e-09,5.311808500829171e-05,5.538195925802296e-07,2.5666395568219546e-12,2.747459531118971e-08,7.910762450247381e-10,0.0018366590416533531,9.414723901956229e-14,4.907246634107299e-09,1.2651143701228932e-07,1.8489083473578345e-07,1.871239633339412e-05,1.1324816278092706e-11,3.561981781659926e-15,5.140217794649522e-11,1.6689087493395095e-11,1.4767101690082807e-06,1.6472181479475878e-13,2.4352824640316234e-08,1.1692823938889313e-07,9.891310072029444e-11,1.8800682936138324e-12,5.13147668861396e-14,7.983055186424612e-09,1.7040513852092187e-07,2.3337371351374426e-10,5.71106511261794e-11,1.1844077556280883e-13
1.4901204927494962e-07,0.19051644205623317,3.76,0.0,0.8359789223268753,0.9948214062961988,0.0002938686023930168,0.000343729215161425,0.007509784001807559,0.002746649840849904,0.003970404465620907,1.317680382675e-08,4.733114994944271e-10,0.0007639257869745753,0.0007672918857364294,0.0020138473479165446,5.3272490305674954e-05,8.417638281296879e-05,4.4325577492404045e-06,0.001626235028593394,0.00023688357279992697,5.305168834604927e-05,1.3953381129583927e-05,1.2633181587344464e-06,1.7411442142983358e-05,1.009158791646166e-07,1.0926791553371153e-06,7.327406809709804e-09,5.510557606705906e-05,5.988582444524529e-07,2.7909563776577943e-12,2.8562962479700288e-08,8.221458247981308e-10,0.0018364935363055165,1.0214653675313737e-13,5.169226190567732e-09,1.3422106024693e-07,1.9667154263484623e-07,1.9820226747070657e-05,1.2017006639513592e-11,3.9394966041879056e-15,5.54118816016398e-11,1.796276361036539e-11,1.5500166674170593e-06,1.8150203501019986e-13,2.7040607341812874e-08,1.2218859666409122e-07,1.120204618625164e-10,1.9717744564979762e-12,5.533628612880505e-14,8.482196725301088e-09,1.7605631599148052e-07,2.541181817775901e-10,6.27776420952892e-11,1.302911080349521e-13
1.5147164784600927e-07,0.19052171261548081,3.76,0.0,0.8357495120339523,0.9947310467350383,0.0003081455566399695,0.0003526810015639221,0.0076654394328221475,0.0027635127191284552,0.004101493355086961,1.3301473732756549e-08,4.762616573651014e-10,0.0007720624837976787,0.0007745203414484894,0.0020791666134658483,5.379287618637417e-05,8.563409136499806e-05,4.582840914621405e-06,0.0016778106112325098,0.0002423031299536352,5.590027907372814e-05,1.5016703285370834e-05,1.3752339948707772e-06,1.851579704144877e-05,1.0424219126252917e-07,1.1781154841932925e-06,7.959430369125155e-09,5.715977329936172e-05,6.465959120775582e-07,3.0318102689112285e-12,2.9688872205841445e-08,8.542823870934108e-10,0.0018363267860679567,1.106544924580087e-13,5.438745609730518e-09,1.4219756473774203e-07,2.089546129776525e-07,2.0969645215548536e-05,1.2733198915490485e-11,4.347849326860479e-15,5.96366485582388e-11,1.9303130915997575e-11,1.6247358383804168e-06,1.996319962505455e-13,2.996021726719293e-08,1.2754850595789945e-07,1.2656110067396292e-10,2.067031711261395e-12,5.957432580009939e-14,8.99888428193818e-09,1.817932455253828e-07,2.7631842692368937e-10,6.890895245436501e-11,1.431227641540594e-13
1.539312464170689e-07,0.19052700313695112,3.76,0.0,0.8355184820618075,0.9946400298334173,0.0003227929838344491,0.00036159972017416536,0.007821755466852284,0.0027798660248264163,0.0042339471604225356,1.3422630884450168e-08,4.791206839469615e-10,0.0007800147987604759,0.0007815204919706832,0.002145139429738554,5.429696322746234e-05,8.709100216578601e-05,4.734745564281518e-06,0.001729882138467745,0.00024768796605336904,5.884434861585089e-05,1.6140062766484435e-05,1.494550358624799e-06,1.9662998415892143e-05,1.0760248368940271e-07,1.2684245367998139e-06,8.63737837002191e-09,5.928215153319172e-05,6.97133793437653e-07,3.2901674348793024e-12,3.085350702706501e-08,8.875181012483312e-10,0.0018361588209591013,1.196921705114662e-13,5.715769885466319e-09,1.5044054787673153e-07,2.2175046211621723e-07,2.2161158243775956e-05,1.3473352683293556e-11,4.788764295612406e-15,6.408239504347667e-11,2.0711974712259765e-11,1.7008116864169328e-06,2.1918999100433152e-13,3.312569888478634e-08,1.330057399021921e-07,1.4265454612712967e-10,2.1659058723757498e-12,6.403483966959104e-14,9.53307369920991e-09,1.8761545164726393e-07,3.000426856007089e-10,7.553250137471712e-11,1.5699555203038647e-13
1.5639084498812855e-07,0.19053231301070236,3.76,0.0,0.8352858677887272,0.9945483714417335,0.0003378096870431586,0.0003704805218851062,0.00797871540506174,0.002795722366296405,0.004367725097736476,1.3540350411190453e-08,4.818908144967279e-10,0.0007877867093127079,0.000788296904223459,0.0022117478090128754,5.478507029040628e-05,8.854699605152152e-05,4.888222480497154e-06,0.0017824363854830247,0.00025303645027104126,6.188498532539569e-05,1.7325339324112937e-05,1.6215814867515154e-06,2.0853422417205908e-05,1.109956958997118e-07,1.363775694929372e-06,9.363879873149026e-09,6.147416804581204e-05,7.50574214254205e-07,3.5670296768202487e-12,3.205805675966587e-08,9.21885272289974e-10,0.0018359896702732099,1.2928097759770479e-13,6.000257617520856e-09,1.589492774690227e-07,2.3506945854697697e-07,2.339525090923166e-05,1.4237397525637811e-11,5.264010752157712e-15,6.875500601510437e-11,2.2191071204578827e-11,1.7781874432443945e-06,2.4025692033027764e-13,3.6551526341435285e-08,1.3855804280030895e-07,1.6042667542648777e-10,2.2684610218199223e-12,6.872374692590025e-14,1.008469891307313e-08,1.9352244903972708e-07,3.2536029879443295e-10,8.267709781638656e-11,1.7197122280821558e-13
1.588504435591882e-07,0.19053764163926482,3.76,0.0,0.8350517041741328,0.994456087027216,0.0003531942753686128,0.0003793187579339613,0.008136302921797506,0.0028110940443026077,0.00450278687622735,1.3654706651973688e-08,4.845742321491806e-10,0.0007953821535651177,0.0007948541408814642,0.0022789741046053496,5.5257516575629105e-05,9.000195661376999e-05,5.043223020792296e-06,0.0018354604187980975,0.0002583470738605469,6.502324876229968e-05,1.857439905136844e-05,1.7566462417745915e-06,2.2087411120035632e-05,1.1442078043555956e-07,1.4643400082148065e-06,1.0141657367826927e-08,6.373726171980661e-05,8.070205686199016e-07,3.863434308010162e-12,3.330371729207473e-08,9.574163095164131e-10,0.0018358193625963764,1.3944265288555964e-13,6.2921612145834484e-09,1.6772269800679587e-07,2.489219218380486e-07,2.467238692345566e-05,1.502523360873914e-11,5.7754017460425834e-15,7.366033296858722e-11,2.3742186900055207e-11,1.8568057565647504e-06,2.6291629782482143e-13,4.0252595152407336e-08,1.4420313531599459e-07,1.800097825453029e-10,2.3747594761182973e-12,7.364692990308954e-14,1.0653672598213577e-08,1.9951374272589187e-07,3.523416467427104e-10,9.037242677632606e-11,1.8811344129963815e-13
1.6131004213024783e-07,0.1905429884376115,3.76,0.0,0.8348160257488046,0.9943631916825969,0.00036894517174279926,0.00038810997845610556,0.008294502062264786,0.0028259930600141713,0.004639092711090721,1.3765773081575547e-08,4.871730690608946e-10,0.0008028050251875936,0.0008011967522588027,0.002346801010730679,5.571462099350073e-05,9.14557701677061e-05,5.199699135826834e-06,0.0018889415933754936,0.0002636184449813765,6.826016988103101e-05,1.9889092071757074e-05,1.9000679061373418e-06,2.3365272858386836e-05,1.178767032613611e-07,1.5702901403718344e-06,1.0973526413357573e-08,6.607285224654795e-05,8.665772597597987e-07,4.180454000039352e-12,3.459168939934568e-08,9.941436957049217e-10,0.0018356479258224729,1.50199258107375e-13,6.591427103124451e-09,1.7675943754171388e-07,2.6331812150753766e-07,2.5993008722259402e-05,1.5836732315071933e-11,6.324792993073243e-15,7.880419189921287e-11,2.5367078044787302e-11,1.936608870502088e-06,2.8725425166959146e-13,4.424421309154871e-08,1.49938718924719e-07,2.015426317869776e-10,2.4848617559559284e-12,7.881023197165716e-14,1.1239886850393853e-08,2.0558882825898852e-07,3.8105808296333345e-10,9.864903393572543e-11,2.054877530219597e-13
1.6376964070130747e-07,0.19054835283310737,3.76,0.0,0.8345788666064178,0.9942697001346549,0.0003850606206661798,0.0003968499307334422,0.008453297239556089,0.0028404311227628624,0.004776603334928672,1.3873622247132e-08,4.896894075380324e-10,0.0008100591690059072,0.0008073292690165749,0.0024152115617479195,5.615670159789157e-05,9.290832571808647e-05,5.357603385288369e-06,0.0019428675493736794,0.00026884928363243773,7.159675123417815e-05,2.1271250314234316e-05,2.052173974826131e-06,2.4687282611023938e-05,1.2136244405940564e-07,1.6818003171711965e-06,1.1862395105759206e-08,6.848233937656702e-05,9.293496410116394e-07,4.519196561501808e-12,3.592317758001765e-08,1.0320999569814593e-09,0.001835475387169246,1.6157316755811384e-13,6.897995941463906e-09,1.86057815115614e-07,2.7826827584079826e-07,2.735753758274236e-05,1.667173692708138e-11,6.914081684519802e-15,8.419236140310216e-11,2.706749009569612e-11,2.017538797467891e-06,3.1335952482646465e-13,4.854209032282393e-08,1.557624801349366e-07,2.2517049609712575e-10,2.598826557192786e-12,8.42194555783069e-14,1.1843213900964027e-08,2.1174719191857957e-07,4.115818675728285e-10,1.0753830877263883e-10,2.2416154778433707e-13
1.6622923927236712e-07,0.1905537342654406,3.76,0.0,0.8343402603962767,0.994175626752627,0.00040153869588062786,0.00040553455716126925,0.008612673231109626,0.0028544196575729253,0.004915280007772528,1.3978325714095584e-08,4.921252811466753e-10,0.0008171483772294659,0.0008132561956245079,0.002484189130855685,5.6584075077129205e-05,9.435951492327678e-05,5.5168889519361865e-06,0.0019972262085939203,0.0002740384167035359,7.503396719104156e-05,2.272268537778426e-05,2.2132959468678547e-06,2.6053682432608964e-05,1.2487699648886798e-07,1.7990462760637208e-06,1.281126337335223e-08,7.096710221624679e-05,9.954439571103357e-07,4.880804650520254e-12,3.729938891644763e-08,1.0713176333731042e-09,0.0018353017731936863,1.735870580329259e-13,7.211802838543483e-09,1.9561584870985726e-07,2.937825506364831e-07,2.8766373765321372e-05,1.7530063358198222e-11,7.545205252066456e-15,8.983058090193838e-11,2.8845157222579473e-11,2.099537481296094e-06,3.4132347344586055e-13,5.316232881588372e-08,1.6167209448692082e-07,2.5104517993174924e-10,2.716710729325715e-12,8.98803604187566e-14,1.2463506859376885e-08,2.179883109129913e-07,4.439861000657095e-10,1.1707246620832562e-10,2.442040199746442e-13
1.6868883784342676e-07,0.1905591321865363,3.76,0.0,0.834100240317152,0.9940809855564839,0.000418377307965826,0.000414159992956265,0.00877261517466546,0.002867969812470736,0.005055084525820272,1.4079954020613557e-08,4.944826758044153e-10,0.0008240763862488253,0.0008189820045142969,0.002553717428293416,5.6997056297634005e-05,9.580923205761621e-05,5.6775096539334824e-06,0.002052005770663519,0.00027918477315048263,7.857276417026642e-05,2.424518648799725e-05,2.383769116084095e-06,2.7464681926712242e-05,1.284193684111461e-07,1.9222052173609366e-06,1.3823222105278025e-08,7.352849857019963e-05,1.0649672858568992e-06,5.266455422701428e-12,3.87215319596328e-08,1.1118292500622632e-09,0.001835127109807114,1.8626389872056229e-13,7.532777576882599e-09,2.0543126367435311e-07,3.098710578730541e-07,3.0219896679054697e-05,1.8411500927576662e-11,8.220140093514936e-15,9.572454897687751e-11,3.0701801836517304e-11,2.1825469515519385e-06,3.7124006355182773e-13,5.812141108955644e-08,1.6766523033681974e-07,2.793250265649103e-10,2.838569257129113e-12,9.579866172773263e-14,1.3100600479858459e-08,2.243116535875312e-07,4.783446517155211e-10,1.272845268575464e-10,2.6568612570201334e-13
1.711484364144864e-07,0.19056454606045622,3.76,0.0,0.8338588391121277,0.9939857902250625,0.0004355742118494627,0.00042272256362705876,0.008933108563782249,0.002881092465581617,0.005195979228982467,1.4178576639462519e-08,4.967635308537726e-10,0.0008308468739469296,0.0008245111308670935,0.002623780499101015,5.7395957895870156e-05,9.725737397237526e-05,5.8394199555936405e-06,0.002107194708994113,0.0002842873792985904,8.221406088559684e-05,2.5840518547684308e-05,2.5639323614667093e-06,2.8920458756998258e-05,1.3198858208413904e-07,2.0514557568743178e-06,1.4901452117549218e-08,7.616786432863002e-05,1.1380274802476683e-06,5.677360116298586e-12,4.019081563944659e-08,1.153667289371283e-09,0.0018349514222905574,1.9962694106919307e-13,7.860844839208171e-09,2.1550150159783017e-07,3.265438542891104e-07,3.171846506861095e-05,1.9315813174995446e-11,8.94090026372769e-15,1.0187992179798835e-10,3.263913414105413e-11,2.2665094689724458e-06,4.0320586606544363e-13,6.343618832820361e-08,1.7373955243354117e-07,3.101749097954369e-10,2.9644552419625988e-12,1.0198002867191223e-13,1.3754311948440475e-08,2.3071667963806954e-07,5.147320977513171e-10,1.3820829595456385e-10,2.886805369542496e-13
1.7360803498554604e-07,0.19056997536328404,3.76,0.0,0.833616089064371,0.993890054104054,0.0004531270142223157,0.0004312187822278067,0.009094139242972279,0.002893798232020904,0.005337927007323587,1.4274261946751047e-08,4.9896974011681e-10,0.0008374634574726583,0.0008298479679818409,0.002694362720485108,5.778108991457158e-05,9.870384005554033e-05,6.0025749766570305e-06,0.0021627817665501917,0.00028934535427827207,8.595874860387196e-05,2.7510420283153266e-05,2.754127937522495e-06,3.0421159193056655e-05,1.3558367432740975e-07,2.186977879917493e-06,1.6049222961703492e-08,7.888651289892647e-05,1.2147331111353757e-06,6.114763576605587e-12,4.1708448201138954e-08,1.19686416349446e-09,0.0018347747353094428,2.1369970864021373e-13,8.195924438255394e-09,2.2582372958147816e-07,3.438109398724723e-07,3.326241722129667e-05,2.0242738712418695e-11,9.709536135125507e-15,1.0830231163678145e-10,3.4658851702880837e-11,2.351367662044179e-06,4.3732005022593433e-13,6.912386791669222e-08,1.7989272529600688e-07,3.43766210086501e-10,3.0944198901152095e-12,1.084300828331325e-13,1.4424441686605877e-08,2.372028403295546e-07,5.532236494558407e-10,1.498783410278037e-10,3.1326159293234336e-13
1.7606763355660568e-07,0.190575419583,3.76,0.0,0.8333720219937508,0.9937937902138462,0.00047103318085004223,0.000439645346414158,0.009255693402507773,0.0029060974705861172,0.005480891306479247,1.436707719667568e-08,5.011031529296263e-10,0.0008439296914296793,0.0008349968631752629,0.0027654487988361108,5.815275947951263e-05,0.00010014853219063534,6.16693050020621e-06,0.0022187559514596374,0.00029435790559548887,8.980769141442031e-05,2.9256602487375683e-05,2.9547012649172293e-06,3.196689868751619e-05,1.392036966603984e-07,2.3289528965776674e-06,1.726989158156166e-08,8.168573468067559e-05,1.295193410489314e-06,6.579943721756882e-12,4.327563616888085e-08,1.2414521879880413e-09,0.0018345970729277555,2.2850598696469707e-13,8.537931549244758e-09,2.3639484987871751e-07,3.616822562544594e-07,3.4852071192621e-05,2.1191992108798523e-11,1.0528133032192949e-14,1.1499728545062306e-10,3.6762639039074263e-11,2.4370646547676387e-06,4.73684375466674e-13,7.520200044028905e-08,1.861224163982193e-07,3.802767752443611e-10,3.2285125053925917e-12,1.1515439676987544e-13,1.5110774167997854e-08,2.437695787190352e-07,5.93895086324247e-10,1.6232996839700268e-10,3.3950524872651457e-13
