Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41)
1.224428938845506e-08,0.054807026154050045,3.76,0.0,0.6096867856309757,0.9999999988730642,9.526846385463683e-14,2.694306124034387e-12,4.908837399665465e-09,4.6531442557036444e-09,7.721182118426744e-10,7.949034805936379e-14,6.297795468128843e-16,2.37596353592816e-10,2.410200872075401e-10,7.221713904629073e-12,1.5013718518692133e-12,8.20292399313583e-10,5.3921943930757e-11,4.888560572048007e-12,3.3640521510821203e-12,9.94550391212998e-13,1.650881111956449e-12,3.00814059863199e-19,4.42671927966707e-19
1.3496787797144045e-08,0.05480702615906544,3.76,0.0,0.6096867850421842,0.9999999987235302,1.3430988239649966e-13,3.4631817371030397e-12,5.412453743019739e-09,5.102011315555438e-09,8.479162969780394e-10,9.62682747245804e-14,6.9179746550414e-16,2.863892239346201e-10,2.909369630448701e-10,9.624866986661044e-12,1.8400535378976934e-12,9.051189364778903e-10,6.515284121536564e-11,6.508269554296048e-12,4.277057920757532e-12,1.205172075349917e-12,1.9988245596854872e-12,4.00193907354053e-19,6.478689810207181e-19
1.474928620583303e-08,0.05480702616407276,3.76,0.0,0.6096867844526241,0.9999999985677804,1.8392924764341378e-13,4.358407913921606e-12,5.916509204361074e-09,5.546056457442542e-09,9.234600776906598e-10,1.145765522126557e-13,7.533430068481991e-16,3.392850949470498e-10,3.451711587558997e-10,1.2499242374095827e-11,2.2108387345358374e-12,9.902032530533939e-10,7.738688779571498e-11,8.442783136809887e-12,5.3307084284850964e-12,1.4356074180765206e-12,2.378613169919698e-12,5.189915589957123e-19,9.161626221947004e-19
1.7254283023211e-08,0.05480702617406433,3.76,0.0,0.6096867832709326,0.9999999982377645,3.216345864365777e-13,6.5592966059438135e-12,6.92609393336363e-09,6.419887623940767e-09,1.0740910215218673e-09,1.557110565381097e-13,8.750363506105996e-16,4.5696368336636055e-10,4.662325144236024e-10,1.981545652705191e-11,3.0460636811611774e-12,1.1612268065334384e-09,1.0482354000832873e-10,1.3355850776882743e-11,7.891844331633215e-12,1.9558062889412513e-12,3.2323612216703966e-12,8.215287493781782e-19,1.6882409100374197e-18
1.975927984058897e-08,0.05480702618402693,3.76,0.0,0.6096867820853836,0.9999999978832677,5.228167983219696e-13,9.35698679575837e-12,7.937896388759902e-09,7.275045502437998e-09,1.2245988174180968e-09,2.0274963045814946e-13,9.948978477135056e-16,5.898072872262718e-10,6.034996616280199e-10,2.946993864638104e-11,4.001826717440625e-12,1.3335209624542251e-09,1.3616151667968203e-10,1.9820591655217102e-11,1.1108664678134968e-11,2.5551113885989426e-12,4.2094324497708536e-12,1.2219332658532904e-18,2.8595149451319666e-18
2.226427665796694e-08,0.05480702619396249,3.76,0.0,0.6096867808954811,0.9999999975045262,8.033800535188705e-13,1.2807218212422337e-11,8.952208664195438e-09,8.111929133558718e-09,1.375532907873801e-09,2.55551156167788e-13,1.1129649488764964e-15,7.370215356343404e-10,7.562893021990193e-10,4.174972260679345e-11,5.073067890952002e-12,1.507235420449117e-09,1.7134772125229805e-10,2.8019816577220316e-11,1.5038336833776544e-11,3.2337778930564803e-12,5.307191537486088e-12,1.7340482023965353e-18,4.543539318409101e-18
2.476927347534491e-08,0.05480702620387273,3.76,0.0,0.6096867797007479,0.9999999971017635,1.1805944838026352e-12,1.6961641234490717e-11,9.969310517200555e-09,8.930929031044262e-09,1.5274063350309307e-09,3.13977564283336e-13,1.2292743073396226e-15,8.978415426998953e-10,9.239387817958144e-10,5.69296659772174e-11,6.2548870478225615e-12,1.6825119768753345e-09,2.1034503089796826e-10,3.8126685086651804e-11,1.97341542017375e-11,3.992333350177337e-12,6.523059481922267e-12,2.372225392154176e-18,6.8666441642574314e-18
2.727427029272288e-08,0.05480702621375924,3.76,0.0,0.6096867785007279,0.9999999966751899,1.6729948051987486e-12,2.1867996429485995e-11,1.0989469748002903e-08,9.732427359936202e-09,1.6806976022232767e-09,3.778937700532355e-13,1.3438617995725241e-15,1.071530955607134e-09,1.1058055484543561e-09,7.527281453048226e-11,7.542529529970434e-12,1.859484816232619e-09,2.531310538207543e-10,5.030506133755575e-11,2.5245694731956614e-11,4.831560143812231e-12,7.85451241739351e-12,3.151485035768874e-18,9.967897978572543e-18
2.977926711010085e-08,0.05480702622362337,3.76,0.0,0.6096867772949826,0.9999999962250056,2.300282938520658e-12,2.757028951878404e-11,1.2012942565858204e-08,1.0516798116890167e-08,1.8358524597483671e-09,4.471676088327183e-13,1.4567625377072663e-15,1.2573810158067785e-09,1.30126661276038e-09,9.703076301178447e-11,8.931380612836146e-12,2.0382807968535534e-09,2.996969472673031e-10,6.470986297099391e-11,3.1618975733146507e-11,5.7524787177956355e-12,9.299080424721721e-12,4.087665274063305e-18,1.3999168306758583e-17
3.228426392747882e-08,0.05480702623346628,3.76,0.0,0.6096867760830923,0.9999999957513989,3.0832348435709414e-12,3.410896040949955e-11,1.3039973938658315e-08,1.1284407307640826e-08,1.9932856035332086e-09,5.216697725765949e-13,1.5680108871836268e-15,1.4547096459465438e-09,1.5097180194064538e-09,1.224440073520928e-10,1.0416968110706758e-11,2.2190197279792055e-09,3.5004630004195424e-10,8.148739947184194e-11,3.889660368770259e-11,6.7563316140514026e-12,1.0854346359352847e-11,5.1975627260548276e-18,1.9125261394799322e-17
3.4789260744856784e-08,0.05480702624328905,3.76,0.0,0.6096867748646561,0.999999995254549,4.043611774730386e-12,4.1521045245123476e-11,1.4070797935745911e-08,1.2035613118006926e-08,2.153382290818079e-09,6.012737486363417e-13,1.6776404831773078e-15,1.662860571893935e-09,1.7305743372600985e-09,1.5174228478550778e-10,1.1994959679262337e-11,2.4018146360513524e-09,4.0419408290901457e-10,1.0077569735723281e-10,4.711791807922223e-11,7.844568370748702e-12,1.2517944722138528e-11,6.499064448828645e-18,2.552412848456008e-17
3.729425756223475e-08,0.05480702625309255,3.76,0.0,0.6096867736392888,0.9999999947346265,5.204075760087656e-12,4.984033196350231e-11,1.510563806482392e-08,1.2770766079606706e-08,2.316499878732866e-09,6.858557604461728e-13,1.785684245693092e-15,1.8812024762721935e-09,1.963268165490696e-09,1.8514490316062957e-10,1.3661155217363402e-11,2.5867720211301327e-09,4.621656628006584e-10,1.2270481330647208e-10,5.6319129680376184e-11,9.018831230286831e-12,1.428756056505402e-11,8.011272622286825e-18,3.3387122741949426e-17
3.979925437961272e-08,0.05480702626287757,3.76,0.0,0.6096867724066234,0.9999999941917934,6.5881089437032416e-12,5.909751032035479e-11,1.6144707597373423e-08,1.3490209232702621e-08,2.482969288899753e-09,7.752947092384493e-13,1.8921743948683144e-15,2.109128176322627e-09,2.207249650740686e-09,2.228610620583221e-10,1.5411482566744504e-11,2.7739921052362627e-09,5.239958739275337e-10,1.473971374295208e-10,6.653345417852785e-11,1.028094157157586e-11,1.6160928415877614e-11,9.754623596704994e-18,4.291928829193656e-17
4.2304251196990684e-08,0.05480702627264471,3.76,0.0,0.6096867711663083,0.999999993626205,8.219936578989392e-12,6.932031673714319e-11,1.7188209883408137e-08,1.419427828668092e-08,2.6530964035004836e-09,8.694721166093015e-13,1.9971424659867852e-15,2.346053824032417e-09,2.461986014149533e-09,2.6509016640540594e-10,1.7241996371033846e-11,2.963569073204034e-09,5.897281416749471e-10,1.7496768738986222e-10,7.779124145301359e-11,1.1632887016981508e-11,1.8135831218492988e-11,1.1751002402710417e-17,5.433966604143573e-17
4.480924801436865e-08,0.0548070262823945,3.76,0.0,0.6096867699180082,0.9999999930380089,1.0124453612957683e-11,8.05336738348193e-11,1.8236338659726176e-08,1.4883301777234256e-08,2.827163397741915e-09,9.682720682648485e-13,2.1006193241212393e-15,2.5914181304805773e-09,2.726961089952646e-09,3.1202213178742445e-10,1.9148875136525207e-11,3.1555913056587424e-09,6.594136579781505e-10,2.05524392909976e-10,9.012010035638812e-11,1.3076809199925848e-11,2.021009929496784e-11,1.402385321678231e-17,6.78816057883847e-17
4.731424483174662e-08,0.054807026292127324,3.76,0.0,0.6096867686614028,0.999999992427347,1.2327154793518904e-11,9.275982460647873e-11,1.928927835119803e-08,1.555760121967954e-08,3.0054300093360873e-09,1.0715811591491283e-12,2.2026351784589373e-15,2.8446816154600075e-09,3.0016748766685403e-09,3.6383768101096827e-10,2.1128416506397537e-11,3.3501416039327246e-09,7.331106068016237e-10,2.391683704324776e-10,1.0354501894007062e-10,1.4614992177915135e-11,2.2381609333157725e-11,1.6598286093636273e-17,8.379307641918447e-17
4.9819241649124584e-08,0.05480702630184353,3.76,0.0,0.6096867673961865,0.9999999917943563,1.485406815637511e-11,1.0601846146696539e-10,2.0347204362550045e-08,1.6217491258721697e-08,3.1881347454863592e-09,1.1792884398433661e-12,2.3032195962874017e-15,3.1053258810473313e-09,3.2856431001217796e-09,4.2070863235965474e-10,2.317703373299212e-11,3.5472974073035254e-09,8.108834370069824e-10,2.7599418840526624e-10,1.1808848033120733e-10,1.6249851458350296e-11,2.4648283397783794e-11,1.950118034150153e-17,1.023369662426695e-16
5.232423846650255e-08,0.054807026311543286,3.76,0.0,0.6096867661220687,0.9999999911391676,1.7731691725795987e-11,1.2032685048375067e-10,2.1410283361251855e-08,1.686327981515654e-08,3.3754960315569347e-09,1.2912853640612846e-12,2.4024015166894047e-15,3.3728529072709077e-09,3.5783967871758023e-09,4.827981801797199e-10,2.52912533758667e-11,3.747131003065465e-09,8.928021794896614e-10,3.1609012381502074e-10,1.3377057452889246e-10,1.7983923599095958e-11,2.7008087961725762e-11,2.2761284912238724e-17,1.2379136603341736e-16
5.482923528388052e-08,0.054807026321226755,3.76,0.0,0.6096867648387723,0.9999999904619079,2.098693329799923e-11,1.3569995097084781e-10,2.2478673553568702e-08,1.749526822963769e-08,3.567713306138062e-09,1.407465737195969e-12,2.5002092639678278e-15,3.646784369041497e-09,3.8794818497942075e-09,5.502611680527131e-10,2.74677124219592e-11,3.9497097297021615e-09,9.78941806121294e-10,3.595384102957871e-10,1.506091062732463e-10,1.9819856354134053e-11,2.945903295670506e-11,2.6409316038425604e-17,1.484498288390552e-16
5.7334232101258484e-08,0.054807026330893974,3.76,0.0,0.6096867635460332,0.9999999897627003,2.4647053205966265e-11,1.521505305378385e-10,2.3552524953820396e-08,1.811375140338407e-08,3.764968064406515e-09,1.5277256659618721e-12,2.5966705607840393e-15,3.926660974219283e-09,4.1884586795561954e-09,6.232443545521627e-10,2.970315478329104e-11,4.1550961732536e-09,1.0693816286463197e-09,4.064154779269226e-10,1.6861969905738746e-10,2.17603993424354e-11,3.199917084417294e-11,3.0478052195869805e-17,1.766216021456512e-16
5.983922891863646e-08,0.054807026340544934,3.76,0.0,0.6096867622436017,0.9999999890416639,2.8739609963568068e-11,1.6968927570608224e-10,2.4631979645837392e-08,1.871901793578534e-08,3.967424850657463e-09,1.6519635091468887e-12,2.691812541006214e-15,4.212041822493371e-09,4.504901752593557e-09,7.018866716591298e-10,3.1994428256302554e-11,4.3633483570154215e-09,1.164204735706588e-09,4.567921848885376e-10,1.878158953715819e-10,2.3808395218333315e-11,3.4626595706683965e-11,3.5002426402196206e-17,2.0863182896799685e-16
6.234422573601443e-08,0.05480702635017953,3.76,0.0,0.6096867609312395,0.9999999882989146,3.329240867520195e-11,1.8832489825323573e-10,2.571717203680978e-08,1.931135025902045e-08,4.1752322023988475e-09,1.780079829433423e-12,2.7856617622791257e-15,4.502503784327514e-09,4.828399244600067e-09,7.863194760714596e-10,3.4338481982125665e-11,4.574519924808058e-09,1.2634974659669663e-09,5.107340412645963e-10,2.082092533151746e-10,2.5966771318869223e-11,3.733944235899424e-11,4.001961586068271e-17,2.4482171505741703e-16
6.48492225533924e-08,0.054807026359797624,3.76,0.0,0.6096867596087211,0.9999999875345656,3.833345209689707e-11,2.0806423745284836e-10,2.680822910444169e-08,1.9891024769828177e-08,4.3885235491194935e-09,1.9119773462389852e-12,2.8782442183279447e-15,4.79764089916895e-09,5.158552655518207e-09,8.766667936638992e-10,3.673236375225281e-11,4.788660318065839e-09,1.3673489153269624e-09,5.68301425299133e-10,2.298094397173623e-10,2.823853176360253e-11,4.0135885477966335e-11,4.556912894852732e-17,2.8554866005224864e-16
6.735421937077038e-08,0.05480702636939903,3.76,0.0,0.6096867582758332,0.9999999867487279,4.389089424471007e-11,2.289123583486625e-10,2.7905270637627643e-08,2.045831195849726e-08,4.607418067880313e-09,2.0475608895521256e-12,2.9695853510024216e-15,5.097063792326579e-09,5.494976443655476e-09,9.73045557279686e-10,3.917321712385859e-11,5.0058149469440855e-09,1.4758504764153079e-09,6.295497923473988e-10,2.526243198826102e-10,3.062674998505507e-11,4.301413875083398e-11,5.169288950519239e-17,3.3118635107129434e-16
6.985921618814835e-08,0.054807026378983444,3.76,0.0,0.6096867569323734,0.9999999859415096,4.9992996454274336e-11,2.508726461845623e-10,2.9008409470391765e-08,2.1013476535100373e-08,4.832021497194118e-09,2.1867373547549166e-12,3.059710062063779e-15,5.400399110059494e-09,5.8372976690735104e-09,1.075565837986257e-09,4.165827873629699e-11,5.226025355607733e-09,1.5890954087391673e-09,6.945298767216271e-10,2.766600440593761e-10,3.3134561670115534e-11,4.5972454041665455e-11,5.843531833618198e-17,3.8212481786391046e-16
7.236421300552632e-08,0.054807026388550645,3.76,0.0,0.6096867555781506,0.9999999851130179,5.6668085797347364e-11,2.739468971127375e-10,3.0117751709212774e-08,2.1556777553012843e-08,5.062426910998132e-09,2.3294156584173038e-12,3.148642724718058e-15,5.707288972384707e-09,6.185155646062589e-09,1.1843310699419687e-09,4.4184875853042414e-11,5.449329381870899e-09,1.7071784379117006e-09,7.63287886638323e-10,3.019211307327871e-10,3.5765158093250086e-11,4.900912057575567e-11,6.584341183882995e-17,4.3877044913865554e-16
7.48692098229043e-08,0.05480702639810025,3.76,0.0,0.6096867542129848,0.9999999842633575,6.39445157615054e-11,2.981354053085983e-10,3.123339695414513e-08,2.208846852978417e-08,5.298715454808575e-09,2.475506695038969e-12,3.2364071949023203e-15,6.017390443048637e-09,6.538201604461093e-09,1.2994382690465988e-09,4.6750423891094686e-11,5.675761311370806e-09,1.8301953824018548e-09,8.35865692491069e-10,3.2841054684785656e-10,3.852177982249998e-11,5.2122464141496246e-11,7.396681766339391e-17,5.015459701029866e-16
7.737420664028227e-08,0.05480702640763187,3.76,0.0,0.609686752836706,0.9999999833926325,7.185062910175606e-11,3.2343704661853897e-10,3.235543851392905e-08,2.2608797565432446e-08,5.540957045861059e-09,2.624923294713687e-12,3.3230268223302305e-15,6.330375016112973e-09,6.896098359578365e-09,1.4209782455476419e-09,4.935242391747064e-11,5.905352026456538e-09,1.958242806316391e-09,9.123010086691725e-10,3.5612978506778643e-10,4.140771078002338e-11,5.531084630926084e-11,8.285790732135895e-17,5.708903815833324e-16
7.987920345766024e-08,0.05480702641714514,3.76,0.0,0.6096867514491549,0.9999999825009454,8.041472277717424e-11,3.498493588585397e-10,3.348396361510308e-08,2.311800745821712e-08,5.789211038753938e-09,2.7775801816962998e-12,3.4085244613021853e-15,6.645928118657286e-09,7.258519990511493e-09,1.5490358107567584e-09,5.1988460253276444e-11,6.1381291499589585e-09,2.0914176968195545e-09,9.926275691253614e-10,3.8507893816462365e-10,4.442627264009201e-11,5.857266366693862e-11,9.257184564616447e-17,6.472588613952381e-16
8.238420027503822e-08,0.05480702642663961,3.76,0.0,0.6096867500501812,0.9999999815883985,8.966501488941747e-11,3.7736861887552485e-10,3.461905360525092e-08,2.3616335817937477e-08,6.043526858141057e-09,2.93339393385535e-12,3.4929224812844647e-15,6.9637486291349965e-09,7.625151526665754e-09,1.6836899780196098e-09,5.465619819704701e-11,6.374117183998403e-09,2.22981716487597e-09,1.0768752968837102e-09,4.152567706342384e-10,4.758081954839125e-11,6.190634707180291e-11,1.0316665701320501e-16,7.311226289129972e-16
8.488919709241619e-08,0.0548070264361148,3.76,0.0,0.6096867486396448,0.9999999806550929,9.962961354250593e-11,4.059899164811694e-10,3.5760784150612446e-08,2.410401517680669e-08,6.303944600062098e-09,3.092282942993509e-12,3.5762427772619855e-15,7.283548410923015e-09,7.995688642285739e-09,1.8250141580825875e-09,5.735338178053834e-11,6.613337643984358e-09,2.3735381680591493e-09,1.1650704676761585e-09,4.4666078762587924e-10,5.0874733147112844e-11,6.531036091838531e-11,1.1470328823584291e-16,8.229687740248133e-16
8.739419390979416e-08,0.05480702644557026,3.76,0.0,0.6096867472174141,0.9999999797011293,1.1033648754547833e-10,4.3570722536630435e-10,3.6909225428215454e-08,2.4581273097955368e-08,6.5704956033731535e-09,3.2541673760165304e-12,3.658506779869741e-15,7.605051860604398e-09,8.369837358798236e-09,1.9730763490017858e-09,6.007783154648387e-11,6.855809187960248e-09,2.522677254219878e-09,1.257235867894566e-09,4.792873012754277e-10,5.4311417890924936e-11,6.878320242199902e-11,1.2724566806375934e-16,9.233000518362243e-16
8.989919072717214e-08,0.05480702645500547,3.76,0.0,0.609686745783367,0.9999999787266084,1.2181343888217217e-10,4.665134711009335e-10,3.8064442312619517e-08,2.5048332281617544e-08,6.8432029926162176e-09,3.4189691369317356e-12,3.739735465307873e-15,7.927995470535792e-09,8.747313754772168e-09,2.1279393207363403e-09,6.28274423981945e-11,7.10154774144203e-09,2.6773303248664476e-09,1.3533909470399502e-09,5.131314945288623e-10,5.789429663958032e-11,7.232340091756122e-11,1.4086076321752717e-16,1.0326346446206657e-15
9.240418754455011e-08,0.054807026464419935,3.76,0.0,0.6096867443373896,0.99999997773163,1.3408807687524474e-10,4.984005963208101e-10,3.922649455740412e-08,2.5505410669048625e-08,7.122082193641323e-09,3.5866118296583307e-12,3.819949365044949e-15,8.252127405271247e-09,9.127843683310247e-09,2.289660794562238e-09,6.560018152575209e-11,7.350566617893268e-09,2.8375924171683498e-09,1.4535519648430733e-09,5.481874825389868e-10,6.162680651362328e-11,7.592951717338706e-11,1.55618630902672e-16,1.1515058926355216e-15
9.490918436192808e-08,0.054807026473813095,3.76,0.0,0.6096867428793759,0.9999999767162947,1.4718779397421863e-10,5.313596231980069e-10,4.0395436971564134e-08,2.5952721544222644e-08,7.407141423268831e-09,3.757020721632649e-12,3.899168575313945e-15,8.577207091429714e-09,9.511162496693971e-09,2.458293617438152e-09,6.839408637664743e-11,7.602876634974178e-09,3.0035575035500374e-09,1.5577321332243376e-09,5.844483717155285e-10,6.5512395000298e-11,7.960014271964337e-11,1.7159246775830163e-16,1.2804619955221162e-15
9.741418117930606e-08,0.05480702648318446,3.76,0.0,0.6096867414092283,0.9999999756807031,1.6113974309970795e-10,5.653807132901673e-10,4.157131959094757e-08,2.639047363335559e-08,7.698382154198776e-09,3.930122708191483e-12,3.9774127664052235e-15,8.903004820603476e-09,9.897014778106131e-09,2.6338859314524412e-09,7.120726266547023e-11,7.858486226698582e-09,3.1753183078909015e-09,1.6659417532564995e-09,6.219063165064811e-10,6.955451629734061e-11,8.333389919115165e-11,1.8885865520714984e-16,1.420065686077284e-15
9.999999999999998e-08,0.054807026501859445,3.76,0.0,0.6096867398788249,0.9999999745905581,1.7646427254334394e-10,6.016021962364189e-10,4.279246907785278e-08,2.6832539643814147e-08,8.005498262784834e-09,4.111558741556162e-12,4.057179147303248e-15,9.23983502740982e-09,1.0297712512561077e-08,2.822489725199911e-09,7.412948089227641e-11,8.125810374417132e-09,3.3587968835218465e-09,1.7818771919185196e-09,6.618191502261889e-10,7.389490953783932e-11,8.72529120030757e-11,2.0812191843043912e-16,1.5759537746938143e-15
1.0242417481406199e-07,0.054807026501859445,3.76,0.0,0.6096867384321799,0.9999999735491534,1.9170762960604928e-10,6.365657614191757e-10,4.394408270556399e-08,2.723811414644442e-08,8.299382857039169e-09,4.284121479466939e-12,4.131052696368599e-15,9.555887636737038e-09,1.0675342688289452e-08,3.0061190480056254e-09,7.688418233915922e-11,8.37962658726689e-09,3.536590767431795e-09,1.8944767742157865e-09,7.003775508164972e-10,7.812218785660932e-11,9.098543816308477e-11,2.2758976839669095e-16,1.7335372242121919e-15
1.0693316908534234e-07,0.05480702651858673,3.76,0.0,0.6096867357105132,0.999999971562495,2.2240013805586862e-10,7.041502137285399e-10,4.61037150279485e-08,2.797030358129674e-08,8.861316023429202e-09,4.611229485608457e-12,4.266182996404598e-15,1.0143842576911818e-08,1.1382119832259813e-08,3.365322662493782e-09,8.204164544124173e-11,8.859977003742923e-09,3.882456358061243e-09,2.113987327875904e-09,7.749992775631132e-10,8.640310782092847e-11,9.807449718328202e-11,2.6770046649961e-16,2.0580062709783705e-15
1.1144216335662269e-07,0.054807026535234615,3.76,0.0,0.6096867329483521,0.9999999695117832,2.562631239462795e-10,7.749892127546043e-10,4.8286410727566313e-08,2.8674570421467526e-08,9.443036227268236e-09,4.945996992384427e-12,4.398441619645234e-15,1.073100878678506e-08,1.2093528151881565e-08,3.7476256105185325e-09,8.72350093770783e-11,9.351051297676414e-09,4.248468800427171e-09,2.3465939417385294e-09,8.533394892611966e-10,9.524488013028654e-11,1.0534797347292748e-10,3.133358456051118e-16,2.4263496917385257e-15
1.1595115762790304e-07,0.05480702655179981,3.76,0.0,0.6096867301453812,0.9999999673976205,2.934438103459865e-10,8.490012692143566e-10,5.0492309909344736e-08,2.9351979519149028e-08,1.0044361371175336e-08,5.2880520916609235e-12,4.527929036140921e-15,1.1316391567463532e-08,1.2808378912823238e-08,4.1531591781564665e-09,9.245545194549116e-11,9.852825863101408e-09,4.635104791384904e-09,2.592267798495932e-09,9.353247270645637e-10,1.0466748768256624e-10,1.1279883530768025e-10,3.6506117145818764e-16,2.84232334390092e-15
1.204601518991834e-07,0.0548070265682791,3.76,0.0,0.6096867273013508,0.9999999652206161,3.3408557049727787e-10,9.260998201192841e-10,5.272151465634779e-08,3.000355511507921e-08,1.0665068232725674e-08,5.637037375529441e-12,4.654741920053298e-15,1.1899082713960658e-08,1.3525561155989894e-08,4.5820172050069745e-09,9.769472626870346e-11,1.0365259734554787e-08,5.042818066429829e-09,2.850958881832274e-09,1.0208753600379032e-09,1.1469076266026823e-10,1.2042031921808342e-10,4.234775049509841e-16,3.3098020923326576e-15
1.2496914617046373e-07,0.054807026584669225,3.76,0.0,0.6096867244160705,0.999999962981388,3.783277120877894e-10,1.006193988353374e-09,5.497409152993584e-08,3.063028238868258e-08,1.1304897932132064e-08,5.992609381577529e-12,4.778973294402261e-15,1.2478254908665664e-08,1.424403768763406e-08,5.034258554732333e-09,1.0294513118212964e-10,1.0888296116484655e-08,5.472038033345378e-09,3.1225978440892416e-09,1.1099063336160696e-09,1.2533434878956276e-10,1.28205919752324e-10,4.892219552520999e-16,3.832770543671525e-15
1.2947814044174406e-07,0.054807026600967104,3.76,0.0,0.6096867214894063,0.9999999606805627,4.263052952982165e-10,1.089189280297866e-09,5.7250073939272856e-08,3.1233108948280126e-08,1.1963560880798866e-08,6.354438059611257e-12,4.9007126702173645e-15,1.3053156441942816e-08,1.4962841258247437e-08,5.509909456330866e-09,1.0819948300980872e-10,1.1421863812025152e-08,5.92316871153071e-09,3.4070977510407608e-09,1.202327863244179e-09,1.3661766839719607e-10,1.3614937963455563e-10,5.629678196999161e-16,4.41531346773798e-15
1.339871347130244e-07,0.05480702661716968,3.76,0.0,0.6096867185212771,0.9999999583187758,4.781489813120274e-10,1.1749882266686834e-09,5.954946438883103e-08,3.181294626485963e-08,1.2640741262579864e-08,6.722206258579691e-12,5.020046180419624e-15,1.3623106235950801e-08,1.5681070918222323e-08,6.008965724686885e-09,1.1345108861918828e-10,1.1965878558824837e-08,6.39658793940698e-09,3.704355713164061e-09,1.2980460775483103e-09,1.4855989375344282e-10,1.4424468029573808e-10,6.454246160959952e-16,5.061606013123979e-15
1.3849612898430473e-07,0.054807026633274025,3.76,0.0,0.6096867155116512,0.9999999558966719,5.339849097914545e-10,1.263490968527597e-09,6.187223660604034e-08,3.2370671050001463e-08,1.3336101071182613e-08,7.095609233488447e-12,5.1370567084893295e-15,1.4187489164238537e-08,1.6397888547523453e-08,6.531394862566077e-09,1.1869371977623855e-10,1.2520244274505566e-08,6.892646830084833e-09,4.0142544065541015e-09,1.396963612580909e-09,1.6117992245603972e-10,1.524860327730711e-10,7.373380110897976e-16,5.77590378377102e-15
1.4300512325558507e-07,0.05480702664927734,3.76,0.0,0.6096867124605421,0.9999999534149056,5.939346021175721e-10,1.3545957934109575e-09,6.421833755720059e-08,3.2907126581196016e-08,1.4049283753593672e-08,7.47435417114391e-12,5.251824012221891e-15,1.4745751644464937e-08,1.7112515548123335e-08,7.077138052089501e-09,1.2392158871672926e-10,1.308485421906149e-08,7.411669438787495e-09,4.336663492407658e-09,1.4989801612893934e-09,1.7449635636078228e-10,1.6086786895666632e-10,8.394896515503759e-16,6.562532870538449e-15
1.475141175268654e-07,0.05480702666517691,3.76,0.0,0.6096867093680064,0.9999999508741401,6.581148879999452e-10,1.4481996251885197e-09,6.65876893573465e-08,3.342312397672326e-08,1.477991749620457e-08,7.858159733951142e-12,5.364424842774449e-15,1.5297397488128917e-08,1.782422969144281e-08,7.64611204128893e-09,1.291293248454638e-10,1.3659592079446953e-08,7.953952614705866e-09,4.671440941486744e-09,1.6039929812093598e-09,1.8852748369270816e-10,1.6938483316913373e-10,9.526969057811343e-16,7.425879914484605e-15
1.5202311179814574e-07,0.054807026680970206,3.76,0.0,0.6096867062341408,0.9999999482750472,7.26637853305641e-10,1.544198470964039e-09,6.898019107942451e-08,3.3919443422191985e-08,1.552761818573254e-08,8.246755621014768e-12,5.474933059199124e-15,1.5841983992302322e-08,1.8532362113398372e-08,8.23821093105942e-09,1.3431195252072538e-10,1.4244332981213355e-08,8.519766014003383e-09,5.018434269496476e-09,1.711897363148096e-09,2.0329126401967194e-10,1.7803177406424878e-10,1.0778125210820482e-15,8.370382269654494e-15
1.5653210606942608e-07,0.05480702669665478,3.76,0.0,0.6096867030590789,0.999999945618308,7.996108074157845e-10,1.6424878276043673e-09,7.139572046688079e-08,3.43968353503102e-08,1.629199206950592e-08,8.63988214598021e-12,5.583419738609538e-15,1.6379118261792508e-08,1.923629445141824e-08,8.853307866586144e-09,1.394648699016376e-10,1.4838944430960026e-08,9.109352256139667e-09,5.3774816879750956e-09,1.8225870630083839e-09,2.1880531584407232e-10,1.868037368343313e-10,1.2157242040561595e-15,9.400518320185855e-15
1.6104110034070641e-07,0.05480702671222839,3.76,0.0,0.6096866998429886,0.9999999429046114,8.771362684144426e-10,1.7429630505314409e-09,7.383413555399691e-08,3.485602157556783e-08,1.707263813965253e-08,9.037289831013618e-12,5.6899532821375885e-15,1.6908453749763777e-08,1.9935456117481074e-08,9.491256637522563e-09,1.445838287986456e-10,1.544328719347296e-08,9.722927206072917e-09,5.748413175426824e-09,1.9359546989550756e-09,2.350869065706415e-10,1.9569595571525127e-10,1.3673541301284034e-15,1.0520798001049634e-14
1.6555009461198675e-07,0.0548070267276889,3.76,0.0,0.6096866965860693,0.9999999401346537,9.593119644267473e-10,1.845519687417247e-09,7.629527619838559e-08,3.5297696385560476e-08,1.7869150265479496e-08,9.43873901630157e-12,5.794599516841985e-15,1.7429687004715585e-08,2.0629321701102093e-08,1.015189319127816e-08,1.4966491547319785e-10,1.6057216107456478e-08,1.0360680365273927e-08,6.131051473466357e-09,2.0518921161394877e-09,2.5215294461145196e-10,2.0470384677765662e-10,1.5336583890257566e-15,1.1735753566908486e-14
