Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14)
1.4212071861652603e-10,0.15047547074519382,3.76,0.0,1.0045089302172692,0.9976265665159285,4.082312045402024e-14,3.440695826774285e-11,3.715473513408121e-05,3.710899500701743e-05,3.8514427774586267e-07,5.123939169289007e-13,3.1379415514592415e-12,4.5549218580194325e-08,4.561775596582083e-08,8.708448981896986e-11,2.7999236416467297e-10,3.850189171936851e-07,1.1442505198731779e-11,2.929849705897791e-07,5.486161962657713e-11,9.002802788490679e-12,1.867802401763881e-11,2.8414165306155807e-15,1.1563115125713963e-14,4.65535725292116e-12,1.7636992921593369e-15,1.3233567309186537e-17,2.928499899305299e-07,1.1392485645073354e-15,5.125710945929218e-22,3.9637196656289713e-13,6.969301997490272e-13,0.00237300268330391,9.844318336041457e-24,2.286552218292949e-17,3.656130349581045e-17,5.3801572706984605e-14,2.0576349742737911e-10,2.9566732528408503e-22,1.6653091038083386e-25,8.385883384149658e-21,1.5681662420205282e-22,3.3988418807656004e-16,1.0170049330237355e-22,3.9294798762117507e-23,1.5195515662169928e-15,1.1547430524663032e-20
1.4655129883446403e-10,0.15047550121836686,3.76,0.0,1.0045077508187508,0.9975961874814939,4.580142251072349e-14,3.749195952903397e-11,3.8312993197937354e-05,3.826435939946698e-05,3.971483101612475e-07,5.48712490139286e-13,3.3077095656238827e-12,4.84253863556234e-08,4.850067471920633e-08,9.547660377798835e-11,2.938620689874464e-10,3.97010480561383e-07,1.2155684131813778e-11,3.0212720770137097e-07,5.917630563859809e-11,9.616638427023738e-12,1.9859543633631608e-11,3.021963397829137e-15,1.2305997919033377e-14,4.9060272790265705e-12,1.9337585982079147e-15,1.450529217932181e-17,3.019792858079111e-07,1.2158188107651938e-15,5.769684493801412e-22,4.289926956765473e-13,7.332185029533956e-13,0.002403366829150782,1.0846760004235853e-23,2.5084375880853886e-17,4.019757555099644e-17,5.721888809060086e-14,2.1220732829561527e-10,3.340059481403243e-22,1.8327837476529395e-25,9.190621090640907e-21,1.7226702336787634e-22,3.7262417147348574e-16,1.123805942640587e-22,4.547542621647559e-23,1.6655294543077982e-15,1.2660220518541944e-20
1.5098187905240203e-10,0.15047553169150127,3.76,0.0,1.0045065714217467,0.9975672311853937,5.121937640041139e-14,4.075486062175832e-11,3.947124933319328e-05,3.941963322569577e-05,4.0915276744162843e-07,5.864438448308098e-13,3.4804507149508237e-12,5.138915158150479e-08,5.147161989532768e-08,1.0439076297936806e-10,3.0820814645275107e-10,4.090016652517627e-07,1.2889748007887366e-11,3.112702313901992e-07,6.370427459762959e-11,1.0252695974661846e-11,2.1077242584712517e-11,3.208109889236586e-15,1.3072955855959324e-14,5.1610043005696726e-12,2.1144086873586967e-15,1.5855859026471703e-17,3.1110856760620256e-07,1.295163972374055e-15,6.47103249834753e-22,4.631595777646929e-13,7.700526002113644e-13,0.0024323081482388086,1.1917515740543872e-23,2.7443123804831925e-17,4.40740948162019e-17,6.074207076826635e-14,2.1865385084629609e-10,3.7594014740533187e-22,2.0114349643788074e-25,1.0045015374053254e-20,1.8874092360529956e-22,4.0739918811950753e-16,1.2380183606485284e-22,5.24083939752211e-23,1.8205355769148642e-15,1.3842239798799885e-20
1.5541245927034003e-10,0.15047556216459745,3.76,0.0,1.0045053920262141,0.9975396308720351,5.710196897587746e-14,4.420059314761758e-11,4.062950354149793e-05,4.057481649368057e-05,4.211576919050834e-07,6.255998065700497e-13,3.65607449054341e-12,5.4440477474456466e-08,5.45305678868469e-08,1.1384266578698374e-10,3.230447137972088e-10,4.2099248808324797e-07,1.3644640905794959e-11,3.2041406556868455e-07,6.845041566113259e-11,1.0911111561018357e-11,2.2331117320216082e-11,3.3998594363888402e-15,1.3864098655595487e-14,5.420153859819492e-12,2.305969118790828e-15,1.728762504683768e-17,3.202378353323236e-07,1.3773112939109265e-15,7.232858679389292e-22,4.988911230262772e-13,8.074131612665885e-13,0.0024598933961469116,1.3059098207376136e-23,2.994613527853275e-17,4.819935593280518e-17,6.437117839445193e-14,2.2510314630363678e-10,4.216855501000152e-22,2.2016552815350704e-25,1.0950525911870111e-20,2.0627773003693983e-22,4.442703060053383e-16,1.3598983161154408e-22,6.016022265918445e-23,1.9848369823078038e-15,1.5095571812300614e-20
1.5984303948827804e-10,0.15047559263765584,3.76,0.0,1.004504212632111,0.9975133230608868,6.347487021676884e-14,4.783408678810048e-11,4.1787755824546056e-05,4.172990921123178e-05,4.3316312508607237e-07,6.661918164914202e-13,3.834493146536768e-12,5.757932742297423e-08,5.767749525442419e-08,1.238480062663872e-10,3.383858379129725e-10,4.3298296505383663e-07,1.4420307179789076e-11,3.295587341389645e-07,7.341961532261225e-11,1.1592017136337217e-11,2.3621164357240732e-11,3.597215471797264e-15,1.4679538962115808e-14,5.683345796287945e-12,2.5087594279755047e-15,1.8802946386256704e-17,3.293670889931821e-07,1.4622881883130516e-15,8.058326971108416e-22,5.362050287328913e-13,8.452816998946379e-13,0.0024861860533940483,1.4274041583796432e-23,3.259778727726044e-17,5.258192556680662e-17,6.81062686248886e-14,2.3155529585955587e-10,4.7146379891961985e-22,2.4038397305780173e-25,1.1908610420420729e-20,2.249176868229407e-22,4.832985716570368e-16,1.4897015897667359e-22,6.880127654743652e-23,2.1587004077309214e-15,1.6422299663109013e-20
1.6427361970621604e-10,0.15047562311067691,3.76,0.0,1.004503033239398,0.9974882472537663,7.036443286670576e-14,5.166026937142495e-11,4.2946006184078306e-05,4.288491138599852e-05,4.451691078088876e-07,7.082309427519746e-13,4.015621617816869e-12,6.080566498253435e-08,6.091237872183067e-08,1.3442247432575857e-10,3.5424553558354e-10,4.449731114144209e-07,1.5216691454374375e-11,3.387042609931082e-07,7.861675747896627e-11,1.2295540608777347e-11,2.494738027869336e-11,3.800181428957564e-15,1.5519392341791934e-14,5.9504541062343915e-12,2.7230991295151805e-15,2.0404178150338908e-17,3.3849632859567617e-07,1.5501222368084475e-15,8.950660500616038e-22,5.75118233995635e-13,8.836405171959342e-13,0.0025112466181497674,1.556490106129904e-23,3.540246440431082e-17,5.723044239724024e-17,7.19473991167624e-14,2.380103806743751e-10,5.255025394567733e-22,2.618385765635342e-25,1.2920724677597896e-20,2.44701892050567e-22,5.245450108563634e-16,1.6276834015713653e-22,7.840582184670553e-23,2.342392280732706e-15,1.782450613696412e-20
1.6870419992415404e-10,0.1504756535836609,3.76,0.0,1.0045018538480333,0.9974643456848324,7.779769209089907e-14,5.56840669271752e-11,4.410425462188111e-05,4.4039823025485996e-05,4.5717568025031636e-07,7.517278937363529e-13,4.199377423415432e-12,6.411945385817165e-08,6.423519515848848e-08,1.4558175582210773e-10,3.706377737303946e-10,4.569629417314146e-07,1.6033738616354558e-11,3.478506700132816e-07,8.404672348025983e-11,1.3021805998181128e-11,2.6309761726179816e-11,4.0087607423905175e-15,1.638377728011616e-14,6.221356782303897e-12,2.949307719279612e-15,2.2093674419930676e-17,3.4762555414669527e-07,1.6408411887902392e-15,9.913140220275656e-22,6.156469704068563e-13,9.224726488457362e-13,0.0025351328562433816,1.6934252392589205e-23,3.8364558854743455e-17,6.215361710005508e-17,7.589462752906792e-14,2.444684818773739e-10,5.840354022450252e-22,2.845693192964241e-25,1.398832255621949e-20,2.656723204961666e-22,5.680706292971024e-16,1.774098195935457e-22,8.905211618009773e-23,2.5361787211965414e-15,1.930427372427235e-20
1.7313478014209205e-10,0.15047568405660838,3.76,0.0,1.004500674457978,0.9974415632433147,8.580236525100178e-14,5.991040367691051e-11,4.526250113978637e-05,4.519464413708084e-05,4.6918288195876627e-07,7.966930308712537e-13,4.3856805715472284e-12,6.752065787940062e-08,6.764592155423138e-08,1.5734153253946887e-10,3.8757646960730687e-10,4.6895246990611263e-07,1.6871393806973306e-11,3.569979850717136e-07,8.971439211135217e-11,1.3770933577320956e-11,2.7708305389666703e-11,4.222956847700063e-15,1.7272815180255767e-14,6.495935664625843e-12,3.187704673953593e-15,2.3873788271379254e-17,3.5675476565312105e-07,1.7344729615920099e-15,1.09491031940818e-21,6.578067868747349e-13,9.617618388188421e-13,0.002557899878434148,1.8384691972787935e-23,4.148847035234657e-17,6.736023231515432e-17,7.994801152315108e-14,2.509296805667514e-10,6.473019784926194e-22,3.0861641875271257e-25,1.5112856075307453e-20,2.8787185893935585e-22,6.139364128816279e-16,1.9291996255205601e-22,1.008225524394672e-22,2.740325544065882e-15,2.086368463151061e-20
1.7756536036003005e-10,0.15047571452951972,3.76,0.0,1.0044994950691934,0.9974198474997291,9.440685175924422e-14,6.434420198168653e-11,4.6420745739671234e-05,4.634937472806286e-05,4.811907518473496e-07,8.431363779204899e-13,4.574453491720982e-12,7.100924098867476e-08,7.114453500756396e-08,1.6971748209662875e-10,4.050754909240817e-10,4.809417091681265e-07,1.7729602418910392e-11,3.661462300305569e-07,9.562463953521528e-11,1.4543039970722215e-11,2.914300800263679e-11,4.442773181620628e-15,1.8186630362714228e-14,6.774076339013275e-12,3.4386094491606877e-15,2.574687179269186e-17,3.6588396312182697e-07,1.8310456402580885e-15,1.2061941135275915e-21,7.016125549695367e-13,1.001492533576707e-12,0.002579600114195093,1.991883735869645e-23,4.477860608091177e-17,7.285914260409351e-17,8.410760876317572e-14,2.573940578092378e-10,7.1554779828271705e-22,3.3402033778625125e-25,1.629577545162365e-20,3.113443408116624e-22,6.622033277711545e-16,2.0932407337643153e-22,1.1380380569609293e-22,2.9550982615916083e-15,2.2504820783494634e-20
1.8199594057796805e-10,0.15047574500239533,3.76,0.0,1.0044983156816412,0.9973991485949408,1.036402328399707e-13,6.899038233812138e-11,4.757898842345792e-05,4.750401480559717e-05,4.931993282215717e-07,8.910676279614272e-13,4.765620986276496e-12,7.458516724946526e-08,7.473101273366673e-08,1.827252779635161e-10,4.231486559846074e-10,4.929306721031699e-07,1.8608310096778692e-11,3.7529542874191443e-07,1.0178233929348722e-10,1.5338238235405724e-11,3.061386634535958e-11,4.668213182034993e-15,1.9125350064268398e-14,7.0556680580489105e-12,3.702341479784669e-15,2.7715276090714125e-17,3.7501314655967824e-07,1.9305874774339946e-15,1.3255099581318026e-21,7.470784915460562e-13,1.0416498588843013e-12,0.002600283422650786,2.1539327450353093e-23,4.823938064506769e-17,7.865927442201948e-17,8.837347691629804e-14,2.638616946401913e-10,7.890243186064496e-22,3.608217873024786e-25,1.753852912909925e-20,3.3613456457643913e-22,7.129323207160278e-16,2.266474035494356e-22,1.2808691527144504e-22,3.180762084364681e-15,2.422976383352627e-20
1.8642652079590605e-10,0.15047577547523563,3.76,0.0,1.0044971362952828,0.9973794189293537,1.1353227113900465e-13,7.38538634555225e-11,4.873722919311387e-05,4.8658564376731825e-05,5.05208648857379e-07,9.404961530998697e-13,4.959110161558075e-12,7.824840084853729e-08,7.840533206672519e-08,1.9638058962882378e-10,4.4180973392183253e-10,5.04919370730912e-07,1.9507462733609235e-11,3.8444560504809514e-07,1.0819236238698969e-10,1.6156637980306378e-11,3.212087724589755e-11,4.8992802879889965e-15,2.0089104435099116e-14,7.340603620416265e-12,3.97922018334845e-15,2.9781351298381083e-17,3.841423159735337e-07,2.0331268933328448e-15,1.4532077147368627e-21,7.94218214110784e-13,1.0822195626583758e-12,0.002619997403388076,2.324882196083685e-23,5.187521605569324e-17,8.476962610981287e-17,9.274567365277188e-14,2.703326720644151e-10,8.679889141456357e-22,3.8906171752989515e-25,1.884256379528055e-20,3.6228830345225085e-22,7.661843198688226e-16,2.449151299283556e-22,1.4376732651607258e-22,3.41758192225937e-15,2.6040595189609108e-20
1.9085710101384406e-10,0.150475805948041,3.76,0.0,1.0044959569100818,0.9973606129326226,1.2411341037364104e-13,7.89395623134351e-11,4.989546805065151e-05,4.981302344842468e-05,5.172187510588699e-07,9.914310183402287e-13,5.154850325195411e-12,8.19989060692795e-08,8.216747043321924e-08,2.1069908270825624e-10,4.6107244496677104e-10,5.169078165626664e-07,2.0427006460644254e-11,3.9359678278178166e-07,1.1485957732458948e-10,1.69983455259338e-11,3.366403756921593e-11,5.135977939743391e-15,2.1078026536006593e-14,7.628779202051364e-12,4.269564962191893e-15,3.19474465938509e-17,3.93271471370247e-07,2.1386924755869287e-15,1.589642401768209e-21,8.430447895967096e-13,1.12318796392266e-12,0.0026387876267420945,2.5050000959478828e-23,5.569054169060223e-17,9.11992678790544e-17,9.722425664640046e-14,2.7680707105673505e-10,9.52704856899096e-22,4.187813109352467e-25,2.0209324419635703e-20,3.8985233153679584e-22,8.220202355073077e-16,2.641523304638417e-22,1.6094499621353098e-22,3.665822386927096e-15,2.7939396039180036e-20
1.9528768123178206e-10,0.15047583642081186,3.76,0.0,1.004494777526001,0.9973426872283279,1.354147752611311e-13,8.425239407140905e-11,5.105370499812786e-05,5.096739202757914e-05,5.292296716164673e-07,1.0438809932640568e-12,5.352772897675831e-12,8.583664725617709e-08,8.601740531608721e-08,2.2569641875667734e-10,4.809504605763104e-10,5.288960205601493e-07,2.1366887639648663e-11,4.0274898576574457e-07,1.217888500183203e-10,1.7863464021662312e-11,3.524334420245025e-11,5.378309578855714e-15,2.20922523387695e-14,7.920094229778699e-12,4.5736951996628316e-15,3.421591022739146e-17,4.024006127566668e-07,2.2473129788942605e-15,1.735173982675062e-21,8.935707224553703e-13,1.164541964237755e-12,0.0026566974691235494,2.694556562103055e-23,5.968979419722048e-17,9.795734175781898e-17,1.0180928357533561e-13,2.8328497256119524e-10,1.0434412839220134e-21,4.5002199483786e-25,2.1640254328652096e-20,4.1887447541539894e-22,8.805009598939514e-16,2.843840065895666e-22,1.7972461026435166e-22,3.9257477954710114e-15,2.992824734567902e-20
1.9971826144972006e-10,0.15047586689354867,3.76,0.0,1.0044935981430039,0.9973256006708994,1.474681713718069e-13,8.979727201270939e-11,5.221194003764424e-05,5.212167012103912e-05,5.412414467973419e-07,1.0978545577279173e-12,5.552811372573177e-12,8.976158882011192e-08,8.995511425985965e-08,2.413882551742566e-10,5.014574035191026e-10,5.408839931262292e-07,2.2327052864482287e-11,4.119022378126997e-07,1.289850437295736e-10,1.8752093505514878e-11,3.6858794056962194e-11,5.626278648209396e-15,2.313192072628769e-14,8.214451323540617e-12,4.89193025820944e-15,3.6589089531446344e-17,4.11529740139635e-07,2.3590173248337506e-15,1.8901672655830117e-21,9.458079539435406e-13,1.2062690485585565e-12,0.0026737680760946228,2.893823881099196e-23,6.387741743242754e-17,1.0505306154816988e-16,1.0650081212238255e-13,2.897664574906405e-10,1.14047318129892e-21,4.828254507287525e-25,2.31367952491215e-20,4.49403641743119e-22,9.416873673058939e-16,3.0563510650908916e-22,2.00215709416653e-22,4.19762217191819e-15,3.200922984829929e-20
2.0414884166765807e-10,0.15047589736625178,3.76,0.0,1.004492418761055,0.9973093140079058,1.6030608472161638e-13,9.557910762039068e-11,5.3370173171346504e-05,5.3275857735547424e-05,5.532541124303143e-07,1.1533599043315198e-12,5.754901305163551e-12,9.377369527992714e-08,9.398057491236721e-08,2.5779024540155245e-10,5.226068480352844e-10,5.528717441895091e-07,2.3307448967659205e-11,4.2105656272560713e-07,1.3645301916445498e-10,1.966433094754274e-11,3.851038408545919e-11,5.8798885919823085e-15,2.419717349042805e-14,8.51175626308027e-12,5.224589483315391e-15,3.906933091273162e-17,4.206588535259883e-07,2.4738346019570185e-15,2.0549919338812234e-21,9.997679124174095e-13,1.2483572342791657e-12,0.0026900387000784193,3.1030764717819904e-23,6.825786247344517e-17,1.124957128217926e-16,1.1129889997468682e-13,2.9625160672760946e-10,1.2440813891338149e-21,5.172336074815406e-25,2.4700387300783124e-20,4.814898080589578e-22,1.005640314846804e-15,3.2793051656367867e-22,2.225326651989393e-22,4.481709246213078e-15,3.418442408502765e-20
2.0857942188559607e-10,0.15047592783892164,3.76,0.0,1.0044912393801186,0.9972937896660906,1.7396168142694822e-13,1.0160281062960899e-10,5.452840440142499e-05,5.442995487775859e-05,5.652677039595105e-07,1.2104049491345912e-12,5.9589802342287465e-12,9.787293124968158e-08,9.809376501198616e-08,2.749180390319422e-10,5.444123200760848e-10,5.648592832579244e-07,2.430802301399686e-11,4.302119842978439e-07,1.4419763452288074e-10,2.0600270375058094e-11,4.0198111276813325e-11,6.13914285568303e-15,2.5288155329795188e-14,8.811917857705808e-12,5.571992205763126e-15,4.165897986617342e-17,4.297879529225594e-07,2.5917940656805885e-15,2.230022435456001e-21,1.0554615559862422e-12,1.290795026851316e-12,0.002705546914323869,3.322590853565914e-23,7.283558758680653e-17,1.2029465290551348e-16,1.1620360482404517e-13,3.027405011249134e-10,1.3545525862647692e-21,5.532886362234278e-25,2.6332469027015763e-20,5.151840425375266e-22,1.0724206431721133e-15,3.5129504445633375e-22,2.467947656320141e-22,4.778272456045716e-15,3.6455910415787565e-20
2.1301000210353407e-10,0.15047595831155863,3.76,0.0,1.0044900600001598,0.9972789918720135,1.8846880756895322e-13,1.0787328897879771e-10,5.568663373011395e-05,5.558396155431508e-05,5.772822564135937e-07,1.268997350293212e-12,6.1649875380700665e-12,1.0205926136268727e-07,1.022946623113596e-07,2.927872816734846e-10,5.668872975531634e-10,5.768466193885389e-07,2.5328722281608748e-11,4.3936852631299545e-07,1.5222374541919704e-10,2.1560003065956726e-11,4.1921972624811015e-11,6.404044886276424e-15,2.6405013848901992e-14,9.114847731730175e-12,5.934457738829804e-15,4.436038101662104e-17,4.3891703833617755e-07,2.7129251378513734e-15,2.4156376853029454e-21,1.1128993760079744e-12,1.3335714143195887e-12,0.002720328492263454,3.552645674379977e-23,7.761505812041559e-17,1.284593108345602e-16,1.2121498436807895e-13,3.0923322150512295e-10,1.4721792465743839e-21,5.910329559865156e-25,2.8034477486693426e-20,5.505385688653338e-22,1.142089176648135e-15,3.757534147219247e-22,2.73126480716535e-22,5.087574952381419e-15,3.8825769030358117e-20
2.1744058232147207e-10,0.1504759887841632,3.76,0.0,1.004488880621144,0.9972648866615239,2.0386198900907396e-13,1.1439544877240943e-10,5.684486115969122e-05,5.6737877771853205e-05,5.892978044030962e-07,1.3291445152972248e-12,6.372864382134375e-12,1.0633265026578483e-07,1.0658324457152122e-07,3.114136148778131e-10,5.900452104613349e-10,5.888337611851734e-07,2.6369494260206215e-11,4.485262125447475e-07,1.6053620484315551e-10,2.254361762587462e-11,4.368196512571581e-11,6.67459813222427e-15,2.7547899557867216e-14,9.420460245883851e-12,6.31230537683947e-15,4.71758781328965e-17,4.4804610977366874e-07,2.8372574065489335e-15,2.612220948829785e-21,1.1720914023217893e-12,1.376675861769055e-12,0.00273441739804185,3.7935217468755337e-23,8.26007464436846e-17,1.3699918731439558e-16,1.2633309631063586e-13,3.1572984866027404e-10,1.597259620655497e-21,6.305092396137089e-25,2.9807848300803706e-20,5.8760679619716375e-22,1.2147067235083821e-15,4.0133028053563625e-22,3.0165759884736246e-22,5.4098796014212145e-15,4.129607995210471e-20
2.2187116253941008e-10,0.1504760192567357,3.76,0.0,1.004487701243037,0.9972514416142619,2.2017643104441713e-13,1.2117419431078428e-10,5.800308669247867e-05,5.789170353691495e-05,6.013143821871852e-07,1.3908535939833353e-12,6.582553781886421e-12,1.1069306270751529e-07,1.109594896502344e-07,3.3081267627375825e-10,6.138994408950914e-10,6.008207168648901e-07,2.7430286670936738e-11,4.576850667570911e-07,1.6913986322727147e-10,2.3551199927116273e-11,4.547808581443369e-11,6.950806043404779e-15,2.8716965871947775e-14,9.728672582577763e-12,6.705854397856376e-15,5.010781410315689e-17,4.571751672418546e-07,2.964820626272616e-15,2.820159984026873e-21,1.2330472309602387e-12,1.420098284832365e-12,0.0027478460520117365,4.0455020631008206e-23,8.779713197254459e-17,1.4592385470885137e-16,1.3155799836105832e-13,3.222304633524069e-10,1.730097754944191e-21,6.717604145599877e-25,3.165401562630962e-20,6.264432940482643e-22,1.2903340763642551e-15,4.280502439512652e-22,3.3252315332243895e-22,5.7454489814983124e-15,4.386892304765561e-20
2.2630174275734808e-10,0.15047604972927664,3.76,0.0,1.0044865218658046,0.997238625706323,2.3744801810457645e-13,1.2821442811739085e-10,5.9161310330842083e-05,5.904543885594688e-05,6.133320237105751e-07,1.4541314858128634e-12,6.7940005511683795e-12,1.1514046353928258e-07,1.1542337550314047e-07,3.510000996433745e-10,6.384633232379355e-10,6.128074942948975e-07,2.8511047464508375e-11,4.6684511270443953e-07,1.780395684760148e-10,2.4582833194067242e-11,4.731033176500389e-11,7.232672071136108e-15,2.991236911028882e-14,1.0039404660018308e-11,7.115424065212936e-15,5.315853094426251e-17,4.6630421074755254e-07,3.095644717847794e-15,3.0398469633226186e-21,1.2957760529290335e-12,1.4638290199799262e-12,0.0027606454780719257,4.308871791546883e-23,9.320870113877863e-17,1.5524295702035388e-16,1.3688974823438966e-13,3.2873514631395596e-10,1.8710034800997245e-21,7.148296621595425e-25,3.3574412183861667e-20,6.6710380888858e-22,1.3690320128099339e-15,4.559378527468694e-22,3.6586350256880023e-22,6.094545384348733e-15,4.654637804448066e-20
2.3073232297528608e-10,0.15047608020178632,3.76,0.0,1.0044853424894127,0.9972264093773854,2.557133135530996e-13,1.3552105093135963e-10,6.031953207719052e-05,6.0199083735400853e-05,6.253507625862675e-07,1.5189848629931913e-12,7.007151122625445e-12,1.1967481761485266e-07,1.1997488008297156e-07,3.7199151485547154e-10,6.637501445109291e-10,6.247941009757576e-07,2.961172479492862e-11,4.7600637413152935e-07,1.8724016591830048e-10,2.5638598247024914e-11,4.9178700049354433e-11,7.520199668326216e-15,3.1134268494239707e-14,1.0352578859592373e-11,7.54133362615528e-15,5.633036985198263e-17,4.754332402975787e-07,3.2297597679621706e-15,3.2716781293493453e-21,1.3602866716713375e-12,1.5078588040294796e-12,0.002772845236538073,4.5839182704478925e-23,9.88399472818428e-17,1.6496620985200327e-16,1.4232840365274098e-13,3.352439782476086e-10,2.0202923614195576e-21,7.59760417967781e-25,3.5570469356113745e-20,7.096453345472923e-22,1.4508612959063361e-15,4.850175768787138e-22,4.0182461386907146e-22,6.4574308216799104e-15,4.933052455007478e-20
2.351629031932241e-10,0.15047611067426525,3.76,0.0,1.0044841631138293,0.9972147646154461,2.750095595206338e-13,1.4309896167035727e-10,6.14777519339759e-05,6.135263818179424e-05,6.373706320738499e-07,1.5854201858755843e-12,7.221953429145294e-12,1.2429608973030095e-07,1.2461398127923885e-07,3.938025477494215e-10,6.897731445953505e-10,6.367805440201705e-07,3.0732267004288935e-11,4.851688747732444e-07,1.9674649824638782e-10,2.6718573662320453e-11,5.108318771258983e-11,7.81339228957925e-15,3.2382826146497395e-14,1.0668119848890498e-11,7.983902309483352e-15,5.962567123648857e-17,4.845622558987481e-07,3.3671960287939787e-15,3.5160535480283935e-21,1.4265875076288275e-12,1.5521787679680442e-12,0.0027844733394076855,4.870931023864435e-23,1.0469537055523164e-16,1.7510340036525466e-16,1.478740223462889e-13,3.417570398258747e-10,2.178285661900025e-21,8.065963753222629e-25,3.764361726835083e-20,7.541261678754767e-22,1.5358826743905936e-15,5.153138017517212e-22,4.405582991964623e-22,6.834367029888489e-15,5.222344205958872e-20
2.395934834111621e-10,0.15047614114671376,3.76,0.0,1.0044829837390206,0.9972036647359966,2.9537467660247695e-13,1.5095305742128428e-10,6.263596990369329e-05,6.250610220158339e-05,6.493916651350037e-07,1.6534436877871062e-12,7.43835703070919e-12,1.2900424475066587e-07,1.293406570450659e-07,4.164488201983363e-10,7.165455161139458e-10,6.487668302082643e-07,3.187262265346692e-11,4.943326383547133e-07,2.0656340555917805e-10,2.7822835621110027e-11,5.302379182487128e-11,8.11225339107516e-15,3.365820709178154e-14,1.0985954768625736e-11,8.44344932681982e-15,6.304677468404963e-17,4.936912575578722e-07,3.507983918277743e-15,3.7733773471474006e-21,1.4946866085165012e-12,1.596780429408021e-12,0.002795556471184238,5.170201806914253e-23,1.1077947796327217e-16,1.8566438726224392e-16,1.5352666205221435e-13,3.4827441169124105e-10,2.345310373415045e-21,8.553814906191289e-25,3.979528474740439e-20,8.00605870475303e-22,1.6241568828708959e-15,5.468508677130885e-22,4.822221035836253e-22,7.225615465246176e-15,5.522720995207608e-20
2.440240636291001e-10,0.15047617161913224,3.76,0.0,1.0044818043649533,0.99719308417045,3.1684726352505954e-13,1.5908823346872957e-10,6.379418598888134e-05,6.365947580110397e-05,6.614138944866912e-07,1.7230613721657562e-12,7.656313143666687e-12,1.3379924766958027e-07,1.34154885456937e-07,4.3994595023030406e-10,7.440804045088728e-10,6.607529660405757e-07,3.3032740534984134e-11,5.034976885914932e-07,2.1669572541641238e-10,2.8951457889743018e-11,5.500050950588713e-11,8.416786430523523e-15,3.496057925646246e-14,1.1306013268471286e-11,8.920293875053024e-15,6.659601894358372e-17,5.028202452817591e-07,3.652154020201576e-15,4.044057791777079e-21,1.564591674795895e-12,1.6416556677148097e-12,0.0028061202004495455,5.482024621931385e-23,1.1709678336929758e-16,1.9665910077198583e-16,1.592863805142761e-13,3.5479617445669374e-10,2.521699226252017e-21,9.06159984685571e-25,4.202689931288523e-20,8.491452567224706e-22,1.7157446424188429e-15,5.79653085006956e-22,5.269792830885248e-22,7.63143730223006e-15,5.834390750358767e-20
2.484546438470381e-10,0.15047620209152118,3.76,0.0,1.0044806249915963,0.9971829984519242,3.394665968778778e-13,1.6750938332892536e-10,6.495240019212156e-05,6.48127589866631e-05,6.734373526045014e-07,1.7942790350638268e-12,7.875774466806896e-12,1.3868106351716363e-07,1.3905664462240823e-07,4.643095520743813e-10,7.723909084402148e-10,6.727389577416321e-07,3.421256964783357e-11,5.12664049189645e-07,2.2714829283646203e-10,3.010451206165606e-11,5.701333788712585e-11,8.726994867297788e-15,3.6290113466699995e-14,1.162822723833092e-11,9.414755137257872e-15,7.027574197231506e-17,5.119492190772153e-07,3.7997370838208946e-15,4.328506973394224e-21,1.6363100891971793e-12,1.6867966912655909e-12,0.002816188994080998,5.806695699414768e-23,1.236518074084702e-16,2.0809754262394345e-16,1.6515323548400147e-13,3.6132240870609605e-10,2.7077906450354423e-21,9.589763407439808e-25,4.4339887260952e-20,8.998064538061316e-22,1.8107066614128183e-15,6.137447061237392e-22,5.749990463406346e-22,8.052093439449768e-15,6.157561391693478e-20
2.528852240649761e-10,0.15047623256388096,3.76,0.0,1.004479445618916,0.9971733843684981,3.63272630953371e-13,1.7622139872957948e-10,6.611061251603773e-05,6.596595176466722e-05,6.854620716836629e-07,1.867102291566167e-12,8.096694974295799e-12,1.4364965723253648e-07,1.4404591255226253e-07,4.895552360406861e-10,8.014900801678139e-10,6.847248112215878e-07,3.541205916509006e-11,5.218317438455507e-07,2.3792594022478947e-10,3.1282067831917693e-11,5.90622740595484e-11,9.042882162620386e-15,3.76469834468117e-14,1.1952530497676508e-11,9.927152280261305e-15,7.408828099723358e-17,5.21078178951048e-07,3.950764023289422e-15,4.627140400020255e-21,1.709848925797172e-12,1.7321960249679039e-12,0.002825786063995364,6.144513488460661e-23,1.3044907735761433e-16,2.1998978600420375e-16,1.711272847223805e-13,3.6785319499383486e-10,2.903928689210298e-21,1.0138753048123385e-24,4.6735673783157307e-20,9.526529870656449e-22,1.909103635978518e-15,6.491498957816559e-22,6.264569006165292e-22,8.487844507683245e-15,6.492440833982265e-20
