Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321)
7.87296018332737e-10,0.15663043663318105,3.76,0.0,0.5845496676062782,0.9993743970500569,8.014033682178726e-15,4.1410207706936195e-12,8.035389480114689e-07,8.009602941258299e-07,2.2240659438349997e-08,7.525535877774834e-14,9.349901255785991e-14,2.564416485175509e-09,2.5586759298123917e-09,1.5632310158927017e-11,1.4814842396927107e-11,2.224085839250005e-08,6.605201503024476e-12,1.5188442362941696e-09,6.215831981685945e-12,1.4743160716898973e-12,3.034354467875222e-12,4.393886414421217e-18,5.2317150955057474e-17,2.0293508383704084e-13,1.4377140451069022e-16,3.651409495666298e-20,1.5117647194600398e-09,7.969165386022811e-19,1.3186843928714574e-23,3.3976039701700606e-15,9.491180797108082e-16,0.0006255781204599252,1.9329163313109493e-27,1.0658663839066121e-19,2.6035364227829165e-19,2.2507797781297085e-18,3.2482810966018724e-13,1.5278756443591184e-23,2.926502919869664e-30,1.1993966220191292e-26,2.56590159712598e-28,6.545638684118143e-20,2.8618667747425894e-28
8.019931550835693e-10,0.15663043707363486,3.76,0.0,0.5845496521620905,0.9993743315750596,8.568496127528022e-15,4.3515345849248025e-12,8.185393547508977e-07,8.158635939282416e-07,2.2655989024503632e-08,7.853521332024541e-14,9.576240656058671e-14,2.660753290601505e-09,2.6546884141906626e-09,1.6522296571538818e-11,1.5626240665824975e-11,2.265601788071346e-08,6.850703155103363e-12,1.5474682732624743e-09,6.5041228281473685e-12,1.531724045822158e-12,3.148570982595534e-12,4.579666982742591e-18,5.438663159237055e-17,2.0874653654041477e-13,1.519694979453122e-16,3.8594844243865687e-20,1.539985802261183e-09,8.3345638087591765e-19,1.4161296472774362e-23,3.539824953693362e-15,9.698565769672098e-16,0.0006256430828058761,2.067873653369655e-27,1.1260146774126825e-19,2.752527419734717e-19,2.3790954376267017e-18,3.309317841075352e-13,1.6413099858855475e-23,3.1169138939716655e-30,1.291635713003494e-26,2.793175487010226e-28,6.918299297892244e-20,3.0824523044871736e-28
8.166902918344015e-10,0.1566304375140895,3.76,0.0,0.5845496367178837,0.9993742741464333,9.15090006579102e-15,4.568953177370074e-12,8.335397655690347e-07,8.307651046910762e-07,2.307133267874695e-08,8.188927061628376e-14,9.80284603315743e-14,2.7588552734929e-09,2.752454151838034e-09,1.7445365231043754e-11,1.6466123446277027e-11,2.3071177736917114e-08,7.100560796368182e-12,1.5761072814176893e-09,6.800734602720114e-12,1.5902688998892146e-12,3.264892843235521e-12,4.770005019983598e-18,5.650168617350863e-17,2.1459156528679493e-13,1.6047328538281748e-16,4.0753139052361634e-20,1.5682068727924187e-09,8.710331590581446e-19,1.5187440105819005e-23,3.685013467479077e-15,9.906178563095987e-16,0.0006256999969800155,2.2097002869520024e-27,1.1883596843703577e-19,2.907113828885617e-19,2.5121942011066793e-18,3.3703770763186805e-13,1.7608068444040722e-23,3.31593944569052e-30,1.3891072218722398e-26,3.0367359167127827e-28,7.304813876218481e-20,3.3155061548195415e-28
8.313874285852337e-10,0.15663043795454495,3.76,0.0,0.5845496212736574,0.9993742237671046,9.762154312621135e-15,4.793385160182371e-12,8.485401806258761e-07,8.456648266284879e-07,2.3486690843962133e-08,8.53175829195927e-14,1.0029696697496525e-13,2.858721832603722e-09,2.8519723304903835e-09,1.8402114637285388e-11,1.7334929274723363e-11,2.3486337972386902e-08,7.35476801126261e-12,1.604761532552849e-09,7.10577503017665e-12,1.6499518995030906e-12,3.3833197922480975e-12,4.964941334594386e-18,5.866271442482063e-17,2.2046897191931256e-13,1.692883498645498e-16,4.2990395930415844e-20,1.5964279310616105e-09,9.096599942713092e-19,1.626695732151253e-23,3.833169397996545e-15,1.0114018027487163e-15,0.0006257498600566943,2.3586221939422904e-27,1.252939066988532e-19,3.0674000327341645e-19,2.650163384842142e-18,3.431459226578586e-13,1.8865665699097393e-23,3.5238014950906864e-30,1.492006819617649e-26,3.2975049807153215e-28,7.705433279068159e-20,3.561488099499823e-28
8.460845653360659e-10,0.1566304383950013,3.76,0.0,0.5845496058294113,0.9993741795635184,1.0403181865124781e-14,5.024939104794948e-12,8.635406000838534e-07,8.605627599546618e-07,2.3902063964995098e-08,8.88201970573382e-14,1.0256773462177868e-13,2.9603523667384186e-09,2.953242138121862e-09,1.9393143012821877e-11,1.8233093973985716e-11,2.39014985980079e-08,7.613318398827247e-12,1.6334312983683813e-09,7.419351788810889e-12,1.7107742681127684e-12,3.503851572045366e-12,5.164516741734643e-18,6.087012322283942e-17,2.263776016113212e-13,1.7842027374895934e-16,4.53080313593382e-20,1.6246489770766192e-09,9.49350008220301e-19,1.7401550324912705e-23,3.98429261665975e-15,1.032208317038702e-15,0.0006257935455903137,2.5148688870657062e-27,1.319790399897445e-19,3.2334904805852604e-19,2.7930902965746035e-18,3.4925647159681963e-13,2.018792007555143e-23,3.7407231889653324e-30,1.6005339107227147e-26,3.576444755077475e-28,8.120408268596996e-20,3.820866254962944e-28
8.607817020868981e-10,0.15663043883545846,3.76,0.0,0.5845495903851446,0.9993741407703405,1.1074919896543426e-14,5.263723541935898e-12,8.785410241078192e-07,8.754589048838064e-07,2.431745248868852e-08,9.239715482460911e-14,1.048405853387104e-13,3.0637462747594504e-09,3.0562627629508554e-09,2.04190483030086e-11,1.9161050668430388e-11,2.431665962432247e-08,7.876205572714179e-12,1.6621168504721134e-09,7.741572510457415e-12,1.7727371885694413e-12,3.6264879250054783e-12,5.3687720634591545e-18,6.312432659111862e-17,2.323163413103562e-13,1.878746387115055e-16,4.770746175702365e-20,1.6528700108453066e-09,9.901163232154396e-19,1.8592940746887624e-23,4.138382981921038e-15,1.053037313486169e-15,0.0006258318189155763,2.6786734250894337e-27,1.3889511704500962e-19,3.405489688594421e-19,2.9410622357151897e-18,3.5536939684672236e-13,2.157688466828208e-23,3.9669288622652314e-30,1.7148916440389468e-26,3.87455853181064e-28,8.549989509749551e-20,4.094117080059807e-28
8.754788388377303e-10,0.15663043927591655,3.76,0.0,0.5845495749408571,0.9993741067170548,1.177831975093756e-14,5.509846961642871e-12,8.935414528650329e-07,8.903532616301496e-07,2.4732856863908846e-08,9.604849335025043e-14,1.0711535411617938e-13,3.1689029555942967e-09,3.161033393445427e-09,2.1480428176082604e-11,2.011922979904889e-11,2.473182106157233e-08,8.143423161200619e-12,1.6908184603792802e-09,8.072544780510372e-12,1.8358418046356145e-12,3.7512285934789e-12,5.577748128904497e-18,6.542574569710265e-17,2.3828411823799865e-13,1.976570257445763e-16,5.0190103481507934e-20,1.6810910323755344e-09,1.0319720621955265e-18,1.9842869362752193e-23,4.29544034107175e-15,1.0738887180664704e-15,0.0006258653505486351,2.850272407971398e-27,1.4604587790235327e-19,3.5835022398139898e-19,3.094166493546409e-18,3.614847407922165e-13,2.3034636911545804e-23,4.202644000614608e-30,1.8352869238939655e-26,4.192892073739133e-28,8.994427570866005e-20,4.381725375593948e-28
9.048731123393949e-10,0.15663044015683544,3.76,0.0,0.5845495440522182,0.9993740505568697,1.3283981127112162e-14,6.024544505543961e-12,9.235423252601827e-07,9.20136611431413e-07,2.5563714974630842e-08,1.0357443980844255e-13,1.1167004504548657e-13,3.3845022317777524e-09,3.375821426580357e-09,2.3712000958772604e-11,2.2127963805595556e-11,2.5562145208546663e-08,8.690824168280671e-12,1.748270939201978e-09,8.76117407532216e-12,1.9654805117455306e-12,4.00702184626187e-12,6.010025844044162e-18,7.017195149295805e-17,2.503026855450582e-13,2.1822818657615644e-16,5.541068606519847e-20,1.7375330387520516e-09,1.1190043071480343e-18,2.252539835122549e-23,4.618455382943197e-15,1.1156585049391299e-15,0.0006259204620291357,3.217817784434254e-27,1.610663678667554e-19,3.957986038873463e-19,3.4161210909893458e-18,3.7372285424208836e-13,2.616493399978562e-23,4.703510153360819e-30,2.0950365867644416e-26,4.894621584074895e-28,9.928875946992288e-20,5.001995285342369e-28
9.313279584908929e-10,0.15663044094966566,3.76,0.0,0.5845495162523673,0.9993740110531324,1.4757193635016272e-14,6.513959154906819e-12,9.505431283302093e-07,9.469355128167465e-07,2.6311546031649133e-08,1.1060246221452156e-13,1.1577440417191464e-13,3.584564234956108e-09,3.5751075397675795e-09,2.5847729673676655e-11,2.4043448915240017e-11,2.6309438444020013e-08,9.198231471333783e-12,1.8000358097756586e-09,9.411949082692548e-12,2.0860706713271066e-12,4.244429947706457e-12,6.415630480756797e-18,7.460938584211827e-17,2.6120871593166966e-13,2.379200413339824e-16,6.040800093300719e-20,1.7883308027142375e-09,1.201190820648205e-18,2.515772078330565e-23,4.919314329589502e-15,1.1533273925834134e-15,0.0006259590157770612,3.577711524809544e-27,1.7542477048257368e-19,4.316637640404837e-19,3.7243083055287154e-18,3.8474585321665183e-13,2.923878379118684e-23,5.1890964275038394e-30,2.3516126539317745e-26,5.606735953995539e-28,1.0823201555042515e-19,5.614375042437966e-28
9.565060506537186e-10,0.15663044170423557,3.76,0.0,0.5845494897941135,0.9993739810628739,1.6268836486457926e-14,7.003394381359214e-12,9.76240845385196e-07,9.724356775846293e-07,2.7023339774940357e-08,1.1751549683888026e-13,1.1968454076380776e-13,3.780266867760669e-09,3.77003029512891e-09,2.7995704708498682e-11,2.5963504369921784e-11,2.7020667464276454e-08,9.694090783918923e-12,1.8493546391212887e-09,1.0059194648198138e-11,2.20429148548789e-12,4.4767089995393085e-12,6.816452245816969e-18,7.898109115465238e-17,2.7166193572106876e-13,2.577287245947488e-16,6.543487124276888e-20,1.8366769470872164e-09,1.2828776337416801e-18,2.7864926741496564e-23,5.2145791462631625e-15,1.189245038901522e-15,0.0006259880964793399,3.947236394842296e-27,1.8984976301937316e-19,4.677579937706621e-19,4.034319118595345e-18,3.9524475065279995e-13,3.240210037751836e-23,5.683145785277832e-30,2.6171034717630094e-26,6.362249145459024e-28,1.1722666465378867e-19,6.247715388519142e-28
9.816841428165443e-10,0.15663044245880836,3.76,0.0,0.5845494633357897,0.9993739569607999,1.7892608720049636e-14,7.516438963892708e-12,1.0019385796993495e-06,9.979305984691009e-07,2.773518876913881e-08,1.2464726103976163e-13,1.2359791040536142e-13,3.9811314224788845e-09,3.970073493391232e-09,3.025919524615631e-11,2.7980293897616746e-11,2.7731897871056072e-08,1.0202538311022937e-11,1.8987257783588827e-09,1.0734177476814367e-11,2.3258822851898153e-12,4.715158894227965e-12,7.231909494501515e-18,8.349993199841882e-17,2.82182494087847e-13,2.786067208965199e-16,7.073302091074705e-20,1.8850230556928575e-09,1.3680125932366728e-18,3.0778533278046947e-23,5.518548070751415e-15,1.2252275985196929e-15,0.0006260112837162192,4.344413978444648e-27,2.0503437587882686e-19,5.058174192339591e-19,4.361060328666302e-18,4.0575155571942125e-13,3.580870374563481e-23,6.209489657208326e-30,2.904542144363365e-26,7.200433150302621e-28,1.2670516046482363e-19,6.933061850277065e-28
9.999999999999999e-10,0.1566304432133842,3.76,0.0,0.5845494440885803,0.9993739424359928,1.914732567084202e-14,7.904799243086342e-12,1.0206324630578699e-06,1.0164736391678615e-06,2.8253060898546292e-08,1.2997274124414938e-13,1.2644646661209045e-13,4.130492385219111e-09,4.118810296078843e-09,3.198006727566895e-11,2.950936959583407e-11,2.8249284853631848e-08,1.0580301002145015e-11,1.9346745646166517e-09,1.124293099880258e-11,2.4164537466300775e-12,4.8924963019611744e-12,7.543447958039136e-18,8.688098894884247e-17,2.8987569207473667e-13,2.944823477063627e-16,7.476168815866566e-20,1.920192513712289e-09,1.4321484450471536e-18,3.303312764450789e-23,5.745139302067858e-15,1.2514439049429643e-15,0.0006260251397054172,4.651474280936051e-27,2.165682899915792e-19,5.347687864223002e-19,4.609511496932255e-18,4.1339984356803864e-13,3.844618639023677e-23,6.613340783500698e-30,3.128109302515824e-26,7.866194219537521e-28,1.3391149830189142e-19,7.465873069530653e-28
1.00686223497937e-09,0.1566304432133842,3.76,0.0,0.5845494368773941,0.9993739375535887,1.9633853170347474e-14,8.053636751676199e-12,1.027636332206206e-06,1.0234202765473619e-06,2.8447095353428882e-08,1.3199780768084176e-13,1.2751405424798845e-13,4.1871548806195175e-09,4.175233064993166e-09,3.264119524065217e-11,3.009587807567262e-11,2.8443129708899132e-08,1.0723542598049242e-11,1.9481505889271257e-09,1.143743664243323e-11,2.450847511027914e-12,4.959778336107715e-12,7.6622078177362e-18,8.816830800682201e-17,2.927663556845932e-13,3.0058206281969655e-16,7.630956924350663e-20,1.9333691285706683e-09,1.456661706502861e-18,3.39080026619415e-23,5.831220094966708e-15,1.2612749505295751e-15,0.0006260297708101608,4.770573064111029e-27,2.209970740682647e-19,5.458948873754475e-19,4.7049705257227016e-18,4.162664809907574e-13,3.946995035837815e-23,6.7693012289009e-30,3.2151196154457325e-26,8.128459878202889e-28,1.3668006369583484e-19,7.673181768545779e-28
