Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171)
0.0020567346663248704,0.11842183204952836,3.76,0.0,0.8222094524292654,0.9765056120061728,0.022624747468337914,1.7773184779396773e-06,0.0017126765018215216,7.942479193593422e-08,9.929704551319791e-05,1.0289539789151408e-10,1.7015710027262877e-14,1.257795286337029e-07,5.3259001333899254e-08,0.000646964930227346,5.048083546341746e-10,0.00010067104416411037,8.491107986969946e-05,0.0007636372537646781,1.8367398795692463e-07,0.022409397553667845,3.473161632448188e-05,0.0008735544998105818,1.790412302935067e-05,4.2390196928216614e-10,0.00017807388401339997,2.480055721921461e-07,2.404099226464159e-06,4.3834187862290686e-05,4.224297031836395e-08,3.578406982608299e-09,1.1953483363138785e-12,3.728038288545933e-05,2.2861922132228123e-13,1.3580557894938136e-10,1.1739743796463319e-08,8.888810077811307e-07,6.810964736993538e-11,1.4677459701656746e-10,1.2764904230746713e-17,2.992683714908771e-12,9.447859351757004e-13,7.3555684893568974e-09,3.298796983923521e-11,3.1232767613629778e-09,1.3815378537301858e-09,4.836066749471189e-14,8.754870160759813e-15
0.0020793685699347047,0.11842204868420204,3.76,0.0,0.8219227321015512,0.9762402166189539,0.022882913946937828,1.7765941112022645e-06,0.001732238670646172,7.943057409377274e-08,9.92525613348995e-05,1.0287473329562424e-10,1.7012292720145206e-14,1.2579922574379845e-07,5.325398296946427e-08,0.0006540621301318596,5.04904491354566e-10,0.00010085563231732152,8.484981348008489e-05,0.0007719719167322269,1.8364742300774405e-07,0.022665124462173863,3.470819919739237e-05,0.0008834270366382458,1.8244699375602902e-05,4.235981651245382e-10,0.00018057357678689205,2.507623926882944e-07,2.4250154958315323e-06,4.4514370483446636e-05,4.270086005840905e-08,3.607562796174578e-09,1.2050879092090263e-12,3.7270250796560935e-05,2.3206164146597834e-13,1.381010988575152e-10,1.1943673738205273e-08,9.14742464661717e-07,6.815609137048922e-11,1.49283361664853e-10,1.296107994973344e-17,3.0852821366109052e-12,9.733071111868376e-13,7.346807179457528e-09,3.417987884941761e-11,3.2455541812725957e-09,1.4050915272036429e-09,4.9711318147233573e-14,8.746790203640028e-15
0.002102002473544539,0.11842226537310549,3.76,0.0,0.8216362138554196,0.9759750076125355,0.023140901376873867,1.7758792798093257e-06,0.0017517979321962874,7.943634370329773e-08,9.920860901350506e-05,1.0285406910914302e-10,1.7008875480782158e-14,1.258192144476024e-07,5.324899206670983e-08,0.0006611587987085092,5.050011375339723e-10,0.00010103455428080502,8.478903859563334e-05,0.0007802990788537931,1.83621870032803e-07,0.022920670877112765,3.4684799314503565e-05,0.0008932846695384418,1.8587489690197493e-05,4.2329681220905193e-10,0.00018307141792988063,2.535162686906555e-07,2.44604917103676e-06,4.5197737916873244e-05,4.3157999307298046e-08,3.6368739888854133e-09,1.21487937934074e-12,3.726012582318366e-05,2.355187880521938e-13,1.404073502751471e-10,1.2148638973377494e-08,9.410352555833513e-07,6.820308469519179e-11,1.5180369745154949e-10,1.3158196464198593e-17,3.1795101244108613e-12,1.0023273940856378e-12,7.338092060384364e-09,3.539875026478221e-11,3.3711302857286403e-09,1.4287568288068851e-09,5.1089276538141154e-14,8.738820665805116e-15
0.0021246363771543733,0.11842248211491159,3.76,0.0,0.8213498959976453,0.9757099833528781,0.02339871119645876,1.7751737032856123e-06,0.0017713543406789906,7.944210169877586e-08,9.91651728621911e-05,1.0283340510077069e-10,1.700545826766271e-14,1.2583948285459192e-07,5.324402814617254e-08,0.0006682549396218713,5.050982884520383e-10,0.00010120798618808314,8.472874167365582e-05,0.0007886187670159494,1.835973009948159e-07,0.023176038267748666,3.4661442494045514e-05,0.0009031275240339229,1.8932475161702785e-05,4.229978422783641e-10,0.00018556740999026302,2.5626723128707854e-07,2.4671988072556895e-06,4.588428336076867e-05,4.361439452574148e-08,3.6663383011357523e-09,1.2247219919575297e-12,3.725000790294587e-05,2.3899061856722467e-13,1.4272423354676014e-10,1.235463508805655e-08,9.677613103184875e-07,6.82506147833288e-11,1.543355387432854e-10,1.3356253471340909e-17,3.2753729255224224e-12,1.0318478127022407e-12,7.329427528620004e-09,3.664481315172236e-11,3.500052511166429e-09,1.4525329198789975e-09,5.2494875150967024e-14,8.730958479969151e-15
0.0021472702807642076,0.11842269890845337,3.76,0.0,0.8210637768825166,0.9754451422524769,0.023656344803940896,1.7744771153697392e-06,0.0017909079509554795,7.944784822770907e-08,9.912223799316703e-05,1.0281274118970006e-10,1.700204107281871e-14,1.258600215428025e-07,5.3239090888450125e-08,0.0006753505564801969,5.051959388972192e-10,0.00010137609836730925,8.466890934821997e-05,0.0007969310073991814,1.835736882137049e-07,0.02343122806247028,3.463815199687096e-05,0.0009129557222026306,1.9279637162072608e-05,4.227011886165341e-10,0.00018806155729747076,2.590153045764131e-07,2.488462990047978e-06,4.6573999980200075e-05,4.40700505515703e-08,3.695953521822347e-09,1.2346150085482902e-12,3.723989697524116e-05,2.4247709041865335e-13,1.4505170158784828e-10,1.256165732683022e-08,9.949225479951385e-07,6.829867176840261e-11,1.568788172400025e-10,1.3555250086183017e-17,3.3728771934960356e-12,1.0618707225902488e-12,7.320817442244453e-09,3.79182946044374e-11,3.6323683387777778e-09,1.4764191658103802e-09,5.39285038863216e-14,8.723200694565838e-15
0.002169904184374042,0.11842291575268568,3.76,0.0,0.8207778549102012,0.9751804827684286,0.02391380355891443,1.7737892605106212e-06,0.0018104588183816455,7.945358288791668e-08,9.907978997158682e-05,1.027920773609632e-10,1.699862389132383e-14,1.2588082170793476e-07,5.3234179931154085e-08,0.0006824456528376381,5.052940826470706e-10,0.00010153905555275099,8.460952871759453e-05,0.0008052358254890043,1.8355100470814118e-07,0.023686241650220353,3.4614948746328554e-05,0.0009227693827753224,1.962895724670417e-05,4.2240678712752264e-10,0.0001905538657678178,2.617605197562519e-07,2.5098403338191886e-06,4.7266880910025424e-05,4.4524973040506066e-08,3.72571748584782e-09,1.2445577060452055e-12,3.722979298116499e-05,2.459781591027212e-13,1.4738972399525182e-10,1.2769701501292098e-08,1.0225208779057819e-06,6.834724806839972e-11,1.5943347181386508e-10,1.3755184428012999e-17,3.4720304850244447e-12,1.0923993495500946e-12,7.312265210151389e-09,3.921941973777445e-11,3.7681252891921024e-09,1.5004152546595088e-09,5.5390577304534585e-14,8.715544526893231e-15
0.002192538087983876,0.1184231326465252,3.76,0.0,0.8204921285251595,0.9749160034008615,0.024171088783633582,1.7731098883648583e-06,0.0018300069986749053,7.945930596432939e-08,9.903781476501947e-05,1.0277141350002239e-10,1.699520670295977e-14,1.2590187385732525e-07,5.322929487925769e-08,0.0006895402321936481,5.053927141179613e-10,0.00010169701708331894,8.455058737838791e-05,0.0008135332461071782,1.8352922475132428e-07,0.02394108038183584,3.459185152073808e-05,0.0009325686212673585,1.9980417148662728e-05,4.2211457582253694e-10,0.00019304434273924583,2.6450290530551035e-07,2.531329482181521e-06,4.7962919254569674e-05,4.4979167417940256e-08,3.7556280731770585e-09,1.254549376373012e-12,3.721969586345655e-05,2.494937812804673e-13,1.4973824144123978e-10,1.29787636741056e-08,1.050558199673802e-06,6.83963339602979e-11,1.6199944309375312e-10,1.3956055661016077e-17,3.5728389672145524e-12,1.123435630250645e-12,7.303773802700799e-09,4.054841174846168e-11,3.907370922654727e-09,1.5245206028597888e-09,5.688146840329507e-14,8.70798724132561e-15
0.0022151719915937105,0.11842334958903925,3.76,0.0,0.8202065962147281,0.974651702691685,0.024428201764199964,1.7724387577939778e-06,0.0018495525478001281,7.946501755065494e-08,9.89962988559582e-05,1.0275074953311287e-10,1.6991789497765004e-14,1.2592316928348503e-07,5.322443539378441e-08,0.0006966342979943812,5.054918278614166e-10,0.0001018501370804372,8.449207328182239e-05,0.0008218232934343881,1.8350832325302146e-07,0.024195745571265127,3.456887712140115e-05,0.0009423535500842409,2.033399877684388e-05,4.21824494616612e-10,0.00019553299682709688,2.6724248493307113e-07,2.5529291062954193e-06,4.8662108089284596e-05,4.543263847494676e-08,3.785683207426942e-09,1.264589326049328e-12,3.720960556644981e-05,2.530239129017176e-13,1.5209721006768685e-10,1.3188839787238863e-08,1.0790364036613203e-06,6.844592065460652e-11,1.6457667197416866e-10,1.4157862520323123e-17,3.6753092695090915e-12,1.1549819511977914e-12,7.295345788067358e-09,4.190549196439289e-11,4.050152838510603e-09,1.5487346872964484e-09,5.840156887979693e-14,8.700526202054715e-15
0.002237805895203545,0.11842356657933607,3.76,0.0,0.8199212565077606,0.9743875792231882,0.024685143751716595,1.7717756362318535e-06,0.001869095521865548,7.947071755655065e-08,9.89552291547032e-05,1.0273008540710849e-10,1.698837226596275e-14,1.2594469963828914e-07,5.321960112152238e-08,0.0007037278536340606,5.055914181525395e-10,0.00010199856462151008,8.443397478324385e-05,0.000830105991026863,1.8348827584293386e-07,0.024450238496743732,3.45460405277096e-05,0.0009521242786138629,2.068968421313399e-05,4.215364854742797e-10,0.0001980198377909132,2.699792843622209e-07,2.5746379034680008e-06,4.936444046127799e-05,4.588539107571272e-08,3.815880853854519e-09,1.2746768755010788e-12,3.719952203602027e-05,2.565685089728383e-13,1.5446659098269178e-10,1.3399926051078163e-08,1.1079573713003279e-06,6.849600037461445e-11,1.671651020626446e-10,1.4360603429538375e-17,3.7794483513785275e-12,1.1870410142196382e-12,7.286983378331839e-09,4.3290879857031315e-11,4.196518672151667e-09,1.573057121719533e-09,5.995127866630789e-14,8.693158865946886e-15
0.002260439798813379,0.11842378361656175,3.76,0.0,0.8196361079732608,0.9741236316167137,0.02494191596343056,1.7711202977900921e-06,0.0018886359770258702,7.947640609691975e-08,9.89145929848413e-05,1.02709421040971e-10,1.6984954993798627e-14,1.25966456593292e-07,5.321479170369781e-08,0.0007108209024554186,5.056914793626127e-10,0.0001021424439117188,8.437628063269176e-05,0.00083838136183919,1.8346905906840674e-07,0.024704560401960247,3.452335504532429e-05,0.0009618809133313434,2.104745570825231e-05,4.212504922663087e-10,0.00020050487640913066,2.727133287903605e-07,2.5964545968548804e-06,5.006990938930725e-05,4.6337430020452436e-08,3.846219018047293e-09,1.2848113586189395e-12,3.718944521953449e-05,2.601275250027427e-13,1.568463384102052e-10,1.3612018912249522e-08,1.1373229752727765e-06,6.854656479463291e-11,1.6976467941032127e-10,1.45642772162694e-17,3.88526265584202e-12,1.2196150491483705e-12,7.278688452711882e-09,4.470479308858762e-11,4.346516094444003e-09,1.5974874378645894e-09,6.153098434456412e-14,8.68588276774563e-15
0.0022830737024232134,0.11842400069993629,3.76,0.0,0.819351149219068,0.9738598585314019,0.025198519583837634,1.7704725241582835e-06,0.0019081739693934889,7.94820832356883e-08,9.887437809615909e-05,1.0268875636734993e-10,1.6981537670864197e-14,1.259884322159477e-07,5.321000680276468e-08,0.0007179134477507161,5.057920059996604e-10,0.00010228191444956963,8.431897993467885e-05,0.0008466494282449576,1.8345065015355434e-07,0.024958712497185495,3.450083244474815e-05,0.000971623557897719,2.140729567941248e-05,4.209664606569722e-10,0.00020298812436242688,2.7544464085267427e-07,2.618377934545244e-06,5.0778507864914105e-05,4.6788759814984287e-08,3.876695744858101e-09,1.2949921224090093e-12,3.717937506580203e-05,2.637009160111391e-13,1.5923641205827964e-10,1.3825114879411086e-08,1.1671350798558786e-06,6.859760602834316e-11,1.7237535176205215e-10,1.476888250982378e-17,3.9927587835380825e-12,1.2527064449863317e-12,7.270462586315929e-09,4.6147447555346073e-11,4.500192810940766e-09,1.6220251907619517e-09,6.314107933137463e-14,8.678695523557411e-15
0.0023057076060330477,0.11842421782872548,3.76,0.0,0.8190663788905895,0.9735962586629398,0.02545495576574968,1.769832104371776e-06,0.001927709554958387,7.948774897216897e-08,9.88345726320779e-05,1.0266809132724504e-10,1.6978120287081006e-14,1.2601061885827847e-07,5.3205246080276957e-08,0.000725005492762785,5.05892992517338e-10,0.00010241711118690475,8.42620621508372e-05,0.0008549102120549021,1.834330270065496e-07,0.025212695960361634,3.447848308906228e-05,0.0009813523132507914,2.1769186707505794e-05,4.2068433809629804e-10,0.00020546959412671295,2.781732429477601e-07,2.6404066884970854e-06,5.149022885299454e-05,4.723938480942861e-08,3.907309117037118e-09,1.305218526531787e-12,3.716931152502765e-05,2.6728863650536856e-13,1.6163677389346393e-10,1.4039210603993779e-08,1.1973955412230975e-06,6.864911671584753e-11,1.7499706839084184e-10,1.4974417807403585e-17,4.101943457736718e-12,1.2863177081761434e-12,7.2623070813673376e-09,4.761905741393132e-11,4.657596559997399e-09,1.6466699964002505e-09,6.478196026169195e-14,8.671594827343449e-15
0.002328341509642882,0.1184244350022385,3.76,0.0,0.8187817956695768,0.9733328307423685,0.025711225631323824,1.7691988340103642e-06,0.0019472427895163287,7.949340336838854e-08,9.87951651170447e-05,1.0264742585406434e-10,1.697470283133174e-14,1.260330090488668e-07,5.3200509199142945e-08,0.0007320970406857453,5.059944333945268e-10,0.00010254816468293372,8.420551708749337e-05,0.0008631637345359692,1.8341616827921396e-07,0.025466511938152366,3.4456316051738956e-05,0.0009910672776957184,2.213311153391892e-05,4.2040407374174323e-10,0.00020794929887559045,2.8089915711522633e-07,2.662539653893565e-06,5.220506529215682e-05,4.768930927193319e-08,3.9380572538987e-09,1.3154899428582044e-12,3.715925454876592e-05,2.7089064108304605e-13,1.64047384808474e-10,1.4254302889954934e-08,1.2281062076510705e-06,6.870108946170891e-11,1.7762978027493332e-10,1.5180881747801198e-17,4.2128232069041935e-12,1.3204511714819778e-12,7.25422298991428e-09,4.9119835120163076e-11,4.818775111834738e-09,1.6714214531909663e-09,6.645401968333622e-14,8.664578447150821e-15
0.0023509754132527163,0.11842465221983366,3.76,0.0,0.8184973982729473,0.9730695735349433,0.02596733027305177,1.768572515297119e-06,0.0019667737286046794,7.94990464732763e-08,9.875614444949891e-05,1.0262675988647104e-10,1.69712852937072e-14,1.260555955888895e-07,5.3195795832156474e-08,0.0007391880946658764,5.06096323202836e-10,0.00010267520125216266,8.414933487808639e-05,0.0008714100164293537,1.83400053270389e-07,0.025720161546953262,3.443433922515993e-05,0.0010007685469921026,2.249905305816125e-05,4.201256183871086e-10,0.00021042725239128366,2.8362240413214543e-07,2.684775648421555e-06,5.29230100956084e-05,4.813853731870241e-08,3.968938310189658e-09,1.3258057550927912e-12,3.714920408987752e-05,2.7450688403249823e-13,1.6646820802734628e-10,1.447038865013996e-08,1.259268919765898e-06,6.875351714645813e-11,1.802734401009538e-10,1.538827288028459e-17,4.325404608165756e-12,1.3551092198775025e-12,7.246211136043875e-09,5.064999146645639e-11,4.983776267593314e-09,1.6962791728483343e-09,6.815765276671919e-14,8.657644222905691e-15
0.0023736093168625506,0.11842486948090922,3.76,0.0,0.818213185451651,0.9728064858390214,0.02622327075471553,1.7679529569257012e-06,0.0019863024274449363,7.950467831231836e-08,9.871749988453589e-05,1.0260609336735427e-10,1.6967867664670705e-14,1.2607837152233348e-07,5.3191105655296154e-08,0.0007462786578024991,5.061986565303609e-10,0.00010279834310731257,8.409350597546573e-05,0.0008796490779673955,1.8338466191121227e-07,0.02597364587386722,3.4412559420799434e-05,0.0010104562144367343,2.2866994335428252e-05,4.1984892442008996e-10,0.00021290346898308885,2.8634300406724584e-07,2.7071135114823767e-06,5.3644056151877944e-05,4.858707290997443e-08,3.999950475010111e-09,1.3361653584121026e-12,3.713916010248695e-05,2.7813731933459554e-13,1.6889920822502633e-10,1.46874649196328e-08,1.2908855107886533e-06,6.880639297862831e-11,1.829280020491765e-10,1.5596589689518548e-17,4.439694283723194e-12,1.3902942816863125e-12,7.238272138139433e-09,5.220973561230367e-11,5.152647857992114e-09,1.7212427974702468e-09,6.989325615500572e-14,8.65079006396946e-15
0.002418877124082219,0.11842530413127816,3.76,0.0,0.8176453087002109,0.9722808143320619,0.026734663356832354,1.7667333856978616e-06,0.0020253533232907467,7.951590836724224e-08,9.864129777175526e-05,1.0256475844374011e-10,1.6961032094183853e-14,1.2612446476195e-07,5.318179359591509e-08,0.0007604583237139723,5.064046322933084e-10,0.00010303341212283402,8.398287140934485e-05,0.000896105618497024,1.8335597297919496e-07,0.026480122891537457,3.436961344823655e-05,0.0010297911052900845,2.360880912731038e-05,4.193006377079782e-10,0.00021785075068434022,2.917763399250485e-07,2.7520903036956236e-06,5.509542345776316e-05,4.94820819878389e-08,4.062361049406076e-09,1.357013573366157e-12,3.711909136468897e-05,2.854405824618186e-13,1.7379160160792782e-10,1.5124577705541664e-08,1.3554876271575431e-06,6.891346261394527e-11,1.882696562221608e-10,1.6015994383446007e-17,4.673424679234871e-12,1.4622549185524458e-12,7.2226143026732e-09,5.5418816056573314e-11,5.502193805639117e-09,1.7714863550826069e-09,7.346195742368998e-14,8.637313907081383e-15
0.0024641449313018877,0.11842573894928637,3.76,0.0,0.8170781560626137,0.9717558072306118,0.02724541140811234,1.7655387084730748e-06,0.002064395910716358,7.952709383440742e-08,9.85664795176131e-05,1.0252342064473419e-10,1.69541960474342e-14,1.2617123735516098e-07,5.317257051957917e-08,0.0007746360623051509,5.066123183075545e-10,0.00010325427252770815,8.38735429745359e-05,0.0009125335084289055,1.8332995310002853e-07,0.02698595113721805,3.4327514336807064e-05,0.0010490726503710299,2.4358423370361246e-05,4.1875886242941963e-10,0.00022279126633829204,2.9719931202272095e-07,2.797461154879718e-06,5.65591098470209e-05,5.0374365854914316e-08,4.125275136208665e-09,1.3780299649741624e-12,3.7099047992124115e-05,2.9280005933673826e-13,1.7872429976637876e-10,1.5565619670245054e-08,1.4219270824058688e-06,6.902224764159589e-11,1.9365440360553257e-10,1.6439083575789693e-17,4.9140668852355055e-12,1.5363521255958094e-12,7.207251000081255e-09,5.874871837128643e-11,5.8677961548894004e-09,1.822149434652131e-09,7.716329953541801e-14,8.624134546338236e-15
0.0025094127385215563,0.11842617393139833,3.76,0.0,0.8165117186658665,0.9712314560102626,0.027755522474199937,1.7643676023277365e-06,0.002103430615650946,7.95382349960158e-08,9.849297085914363e-05,1.0248207955959466e-10,1.694735945658847e-14,1.2621864113337311e-07,5.3163433998384864e-08,0.0007888118967578189,5.068216729938047e-10,0.0001034617676336278,8.376545470355021e-05,0.0009289328929104006,1.833064629129485e-07,0.027491138343969667,3.428628611391125e-05,0.0010683015151398757,2.5115706869180986e-05,4.182232695864327e-10,0.00022772514268356016,3.0261205751226327e-07,2.8432174980541414e-06,5.803505760165419e-05,5.1263952054940906e-08,4.188679382116357e-09,1.399210073322325e-12,3.707902965935318e-05,3.002153763068281e-13,1.836970522047758e-10,1.601057071855108e-08,1.4902182960410574e-06,6.913270044900838e-11,1.9908192410399617e-10,1.6865844682408118e-17,5.161673332651994e-12,1.6126049093932498e-12,7.192181510237905e-09,6.220106042109556e-11,6.249838518718637e-09,1.873229520133945e-09,8.100046629922939e-14,8.611237516528856e-15
0.002554680545741225,0.11842660907441574,3.76,0.0,0.8159459880848502,0.9707077525821088,0.028265003742687637,1.7632188269355564e-06,0.002142457855243759,7.95493321210795e-08,9.842070217726305e-05,1.0244073480455618e-10,1.6940522258204305e-14,1.2626663093747572e-07,5.3154381675087145e-08,0.0008029858495753852,5.070326556136212e-10,0.0001036566872509448,8.365854475952245e-05,0.0009453039104128346,1.8328537144712356e-07,0.027995691859151642,3.4245942874270984e-05,0.001087478332722804,2.5880531700848185e-05,4.1769355077964986e-10,0.00023265250911649478,3.080147041462914e-07,2.8893510559509743e-06,5.9523208670431716e-05,5.215086647440424e-08,4.25256089208568e-09,1.4205495915351106e-12,3.705903605756325e-05,3.0768615757018513e-13,1.8870962188408032e-10,1.6459412135007193e-08,1.5603755871569745e-06,6.924477630284429e-11,2.045519154100945e-10,1.7296264819023795e-17,5.416296428081708e-12,1.691032239600446e-12,7.177403337078725e-09,6.57774370627479e-11,6.648704892375219e-09,1.9247242572147297e-09,8.497664842170219e-14,8.598609247566177e-15
0.0025999483529608935,0.11842704437568295,3.76,0.0,0.8153809563135564,0.9701846892647167,0.02877386204732556,1.7620912188966243e-06,0.0021814780371252696,7.956038546244083e-08,9.834960817807916e-05,1.0239938601715245e-10,1.6933684392368575e-14,1.263151644187533e-07,5.3145411259497714e-08,0.0008171579426058298,5.072452262855547e-10,0.00010383977129227246,8.355275515073468e-05,0.0009616466931660008,1.8326655555611106e-07,0.028499618669129322,3.420649060174863e-05,0.0011066037060085806,2.665277215003003e-05,4.171694167853545e-10,0.0002375734963397789,3.134073711072176e-07,2.935853824123306e-06,6.1023504690038643e-05,5.303513348874322e-08,4.31690720268871e-09,1.4420443568799734e-12,3.7039066893497586e-05,3.152120254534308e-13,1.9376178337950414e-10,1.6912126433815167e-08,1.63241317946535e-06,6.935843314086312e-11,2.1006409109444095e-10,1.7730330824047676e-17,5.677988545204012e-12,1.7716530547786882e-12,7.1629125824310374e-09,6.947942112530594e-11,7.064779625429691e-09,1.9766314283731285e-09,8.909504304814247e-14,8.586237001522358e-15
0.002645216160180562,0.11842747983282796,3.76,0.0,0.8148166157393382,0.9696622587590289,0.029282103889698395,1.7609836866766104e-06,0.0022204915589246073,7.957139526142372e-08,9.827962760850367e-05,1.0235803285776812e-10,1.6926845802978543e-14,1.263642018518648e-07,5.3136520527916335e-08,0.0008313281970628378,5.074593460156788e-10,0.00010401171299495556,8.344803147714003e-05,0.000977961367546742,1.832498994109842e-07,0.029002925421395716,3.416792862221603e-05,0.0011256782095222936,2.7432304650335775e-05,4.1665059629138095e-10,0.0002424882353299058,3.1879016965623665e-07,2.982718056055087e-06,6.253588700507667e-05,5.391677607439065e-08,4.381706258741928e-09,1.4636903429637147e-12,3.7019121888497626e-05,3.227926007094177e-13,1.988533218923501e-10,1.736869722249471e-08,1.7063452055994002e-06,6.947363139458066e-11,2.1561817887547154e-10,1.8168029280179898e-17,5.946802066211141e-12,1.8544862666398826e-12,7.148704237833396e-09,7.330856431984988e-11,7.498447396599784e-09,2.0289489424442173e-09,9.335885310989945e-14,8.574108817046268e-15
0.0026904839674002307,0.11842791544377225,3.76,0.0,0.8142529591210889,0.9691404541270952,0.029789735457599182,1.7598952063382523e-06,0.0022594988079728297,7.958236174807395e-08,9.821070301639888e-05,1.0231667500925003e-10,1.6920006437621503e-14,1.2641370598256293e-07,5.312770732106206e-08,0.0008454966335442253,5.076749767052998e-10,0.00010417316164924718,8.334432271536186e-05,0.0009942480544078826,1.8323529407271388e-07,0.02950561844332154,3.413025072350001e-05,0.0011447023910106352,2.8219007734259812e-05,4.161368348249393e-10,0.0002473968565729295,3.241632037243377e-07,3.0299362509000724e-06,6.406029668601024e-05,5.479581591419972e-08,4.446946393957559e-09,1.485483653271124e-12,3.699920077769086e-05,3.3042750273457793e-13,2.0398403191759185e-10,1.782910908538188e-08,1.7821857105680695e-06,6.9590333837586e-11,2.2121391913366026e-10,1.860934653333157e-17,6.2227893955682426e-12,1.939550765086373e-12,7.1347724077242375e-09,7.726639803136888e-11,7.950093192214253e-09,2.081674819085034e-09,9.777128690378407e-14,8.562213461932958e-15
0.0027357517746198993,0.11842835120682282,3.76,0.0,0.8136899795626136,0.9686192687661186,0.030296762647453235,1.7588248163236755e-06,0.0022985001610368212,7.959328513846853e-08,9.814278045758872e-05,1.0227531217102382e-10,1.691316624660038e-14,1.264636418432071e-07,5.311896953963322e-08,0.0008596632720546943,5.078920811394988e-10,0.00010432472592658126,8.324158095599857e-05,0.0010105068694791948,1.832226369735298e-07,0.030007703765037638,3.4093446426651736e-05,0.0011636767733736893,2.9012761971912296e-05,4.156278934427433e-10,0.0002522994892268109,3.2952657069632785e-07,3.0775011398275327e-06,6.559667455262204e-05,5.5672273534924455e-08,4.512616308963993e-09,1.5074205138289965e-12,3.697930330900007e-05,3.381163498102204e-13,2.0915371490295137e-10,1.829334737297223e-08,1.8599486556375792e-06,6.970850538834654e-11,2.2685106225198346e-10,1.9054268729754207e-17,6.506002867462827e-12,2.0268654073389463e-12,7.12111056517602e-09,8.135443431124798e-11,8.420102279995853e-09,2.134807160261575e-09,1.0233555770466054e-13,8.550540375693625e-15
0.002781019581839568,0.11842878712036183,3.76,0.0,0.8131276704920164,0.9680986963883608,0.03080319108167743,1.7577716134441794e-06,0.0023374959842250138,7.96041656413813e-08,9.807580926957923e-05,1.0223394406373444e-10,1.6906325183794484e-14,1.2651397659620728e-07,5.3110305145810235e-08,0.0008738281320241995,5.081106230166809e-10,0.00010446697645212755,8.313976120579515e-05,0.001026737923677557,1.8321183150910686e-07,0.030509187137148702,3.40575018600579e-05,0.0011826018561588599,2.981344992236092e-05,4.151235477446046e-10,0.00025719626058241796,3.3488036167895083e-07,3.125405673948239e-06,6.714496119223994e-05,5.654616835270002e-08,4.578705053215332e-09,1.5294972671583576e-12,3.695942924237611e-05,3.45858759365944e-13,2.143621809681245e-10,1.8761398253365927e-08,1.9396479212182064e-06,6.982811299217872e-11,2.3252936928127353e-10,1.9502781795878793e-17,6.79649494444597e-12,2.116449046453266e-12,7.107711717195081e-09,8.55741666597494e-11,8.908860188032156e-09,2.188344171849075e-09,1.0705488325315313e-13,8.53907962742105e-15
0.0028262873890592365,0.1184292231831076,3.76,0.0,0.812566025643258,0.9675787310031669,0.03130902612421366,1.7567347493327673e-06,0.0023764866330050227,7.961500345615391e-08,9.80097418727127e-05,1.0219257042657085e-10,1.689948320609969e-14,1.2656467941304267e-07,5.310171215946277e-08,0.000887991232324801,5.083305669241938e-10,0.0001046004481044861,8.303882120723126e-05,0.0010429413233840532,1.8320278668497116e-07,0.031010074046583184,3.4022400440661404e-05,0.0012014781168947545,3.062095608952754e-05,4.1462358697339244e-10,0.00026208729568164864,3.4022466204327225e-07,3.1736430142603305e-06,6.870509697729577e-05,5.741751877225596e-08,4.645202008858884e-09,1.551710366888987e-12,3.693957834911177e-05,3.536543481193943e-13,2.196092463982849e-10,1.9233248604747862e-08,2.0212973092935087e-06,6.99491254847681e-11,2.382486104698281e-10,1.995487147640249e-17,7.09431811297785e-12,2.2083205181547984e-12,7.094568537427794e-09,8.99270707504457e-11,9.416752685722095e-09,2.2422841339793494e-09,1.1193248549157192e-13,8.527821875611625e-15
0.002871555196278905,0.11842965939389229,3.76,0.0,0.8120050390386206,0.9670593668998733,0.03181427289530229,1.7557134270627925e-06,0.002415472452277685,7.962579876966172e-08,9.794453358056716e-05,1.0215119101264302e-10,1.689264027265813e-14,1.2661572135819183e-07,5.309318865429703e-08,0.0009021525912870999,5.085518783068505e-10,0.00010472564219979558,8.29387212671319e-05,0.0010591171707071175,1.8319541678046526e-07,0.031510369731667334,3.398812346560651e-05,0.0012203060123577739,3.143516687986067e-05,4.141278131606382e-10,0.00026697271701012784,3.4555955207458077e-07,3.2222065223078334e-06,7.027702208274013e-05,5.828634229678898e-08,4.712096875199099e-09,1.5740563725767607e-12,3.691975041118902e-05,3.615027322255385e-13,2.2489473136047167e-10,1.970888581652108e-08,2.1049105456919675e-06,7.007151345387798e-11,2.4400856292360066e-10,2.0410523371335558e-17,7.399524774805253e-12,2.3024986274567385e-12,7.081673481139486e-09,9.441460512984421e-11,9.944165765263632e-09,2.296625370680647e-09,1.169715903220427e-13,8.516758330367175e-15
