Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48)
1.0289425188933731e-08,0.07948983362177484,3.76,0.0,0.9267891172485129,0.999927215000636,2.826619752515884e-07,2.633436535183646e-06,0.0005622884512779883,0.0004945815310661839,2.5358886835240172e-05,3.2437336689874825e-09,1.7984071646652423e-10,4.794648272508363e-05,5.4484691285793815e-05,7.3174164718708004e-06,1.4160275921157153e-06,8.228376344262787e-06,6.527155435462803e-08,1.1008365904384427e-05,2.4228047073569674e-06,3.2737048148886706e-08
1.0374711085077495e-08,0.07948990039092087,3.76,0.0,0.9267840204563788,0.999926092197887,2.916391588668062e-07,2.693620759265755e-06,0.0005670491753027339,0.0004982025320737025,2.584392383614872e-05,3.289551064410905e-09,1.8122214951218787e-10,4.861566852225263e-05,5.529897555012091e-05,7.491622399245195e-06,1.4390478927927502e-06,8.29929800725419e-06,6.666147316353015e-08,1.1261935437243687e-05,2.476724036867782e-06,3.3563864383831225e-08
1.045999698122126e-08,0.07948996719456126,3.76,0.0,0.9267789173790776,0.9999249612487087,3.0082053007244946e-07,2.7546252793053628e-06,0.0005718123102478828,0.0005018162934530623,2.6335247232248293e-05,3.3355648674526328e-09,1.82601503906351e-10,4.9287618266531177e-05,5.611786589295801e-05,7.668423899316338e-06,1.462215063140571e-06,8.370278630968881e-06,6.807215334818131e-08,1.1519025026346981e-05,2.531332812790768e-06,3.440647397461911e-08
1.0545282877365023e-08,0.07949003403289283,3.76,0.0,0.926773807982028,0.9999238221634636,3.1020885629823305e-07,2.8164530421558987e-06,0.0005765778716914192,0.0005054228295904659,2.6832891297304943e-05,3.381772863681366e-09,1.839787550933029e-10,4.996229925283867e-05,5.694133316935005e-05,7.847835679331107e-06,1.4855281786767579e-06,8.441318450687755e-06,6.950375135544284e-08,1.1779649050541542e-05,2.5866324875690928e-06,3.5265081337337596e-08
1.0630568773508787e-08,0.0794901009061113,3.76,0.0,0.9267686922309251,0.9999226749525304,3.1980691508013814e-07,2.8791069483385395e-06,0.0005813458750967641,0.0005090221548433016,2.7336890029197746e-05,3.4281728348618427e-09,1.8535394897888056e-10,5.063967902227613e-05,5.776934835424375e-05,8.029872355175122e-06,1.5089863379140578e-06,8.512417698629634e-06,7.095642305680026e-08,1.2043821714524984e-05,2.642624467317056e-06,3.613989202109281e-08
1.0715854669652551e-08,0.07949016781441103,3.76,0.0,0.926763570091735,0.999921519626303,3.296174939965979e-07,2.9425898521866713e-06,0.0005861163358159637,0.0005126142835401773,2.784727715358037e-05,3.4747625844854295e-09,1.8672711204640038e-10,5.131972536150306e-05,5.8601882542335683e-05,8.21454845155615e-06,1.5325886593568192e-06,8.583576603960437e-06,7.243032371598131e-08,1.231155704937616e-05,2.6993101119916186e-06,3.703111270341928e-08
1.0801140565796315e-08,0.07949023475798538,3.76,0.0,0.9267584415306598,0.9999203561951902,3.3964338996219047e-07,3.006904563215026e-06,0.0005908892691218272,0.0005161992299811327,2.8364086161077386e-05,3.5215399513543203e-09,1.88098201932191e-10,5.200240629512252e-05,5.943890694645484e-05,8.401878403453554e-06,1.5563342508197445e-06,8.65479539289775e-06,7.392560744797538e-08,1.258286891846826e-05,2.7566907375286667e-06,3.793895114812098e-08
1.088642646194008e-08,0.07949030173702634,3.76,0.0,0.9267533065141248,0.9999191846696157,3.4988740877405395e-07,3.0720538470121127e-06,0.0005956646902168564,0.0005197770084377808,2.8887350319286065e-05,3.5685027858431544e-09,1.8946718976940605e-10,5.268769008073616e-05,6.0280392896404205e-05,8.591876557081954e-06,1.580222201466868e-06,8.726074288777855e-06,7.54424270446571e-08,1.2857771021244475e-05,2.8147676171936214e-06,3.8863616180692264e-08
1.0971712358083843e-08,0.07949036875172469,3.76,0.0,0.9267481650088111,0.999918005060017,3.6035236542838307e-07,3.138040424666897e-06,0.0006004426142031876,0.0005233476331532334,2.9417102640226017e-05,3.6156489341864144e-09,1.9083411615468205e-10,5.33755452123737e-05,6.112631183953729e-05,8.78455716934298e-06,1.6042516113182904e-06,8.79741351200824e-06,7.698093447383373e-08,1.313627689053468e-05,2.8735419805720025e-06,3.980531770975623e-08
1.1056998254227607e-08,0.07949043580226992,3.76,0.0,0.9267430169816767,0.9999168173768463,3.710410844731078e-07,3.204866972121908e-06,0.0006052230560627635,0.0005269111183420219,2.9953375857936208e-05,3.6629762608167767e-09,1.921990134724228e-10,5.406594042438557e-05,6.197663534152123e-05,8.979934407195331e-06,1.6284216104429597e-06,8.868813280014835e-06,7.854128124897262e-08,1.3418399889588171e-05,2.9330150124611886e-06,4.0764266747745054e-08
1.1142284150371371e-08,0.07949050288885047,3.76,0.0,0.9267378623999297,0.9999156216305707,3.819563995648586e-07,3.272536121039432e-06,0.0006100060306825964,0.0005304674781902348,3.049620245698039e-05,3.710482665951944e-09,1.9356184302675543e-10,5.4758844686680634e-05,6.283133508531907e-05,9.178022348583632e-06,1.652731334632176e-06,8.940273807307565e-06,8.012361803885825e-08,1.3704153215789426e-05,2.993187854205563e-06,4.174067538285783e-08
1.1227570046515135e-08,0.07949057001165358,3.76,0.0,0.9267327012309909,0.9999144178316699,3.9310115267482134e-07,3.3410504603413767e-06,0.0006147915528858236,0.0005340167268557565,3.104561470912062e-05,3.758166064295519e-09,1.949225680017652e-10,5.5454227196078236e-05,6.369038286927961e-05,9.378834984068902e-06,1.6771798959814336e-06,9.011795305598071e-06,8.172809412311637e-08,1.3993549907301684e-05,3.054061606096028e-06,4.2734756732952194e-08
1.1312855942658899e-08,0.0794906371708651,3.76,0.0,0.9267275334425092,0.9999132059906372,4.0447819399532787e-07,3.410412536419822e-06,0.0006195796374170746,0.0005375588784683078,3.1601644659093195e-05,3.80602436501962e-09,1.9628122358337363e-10,5.615205737528523e-05,6.455375060678086e-05,9.582386217093638e-06,1.7017663977886126e-06,9.083377983813248e-06,8.335485759239954e-08,1.4286602843816841e-05,3.1156373276117135e-06,4.3746724943790625e-08
1.1398141838802663e-08,0.07949070436666987,3.76,0.0,0.9267223590024016,0.999911986117979,4.160903824955024e-07,3.4806248521081124e-06,0.0006243702989047557,0.000541093947129309,3.216432408273751e-05,3.854055491251591e-09,1.9763784978877058e-10,5.685230487899755e-05,6.542141032742586e-05,9.788689862964305e-06,1.7264899712472413e-06,9.155022048012146e-06,8.500405599820216e-08,1.4583324741873646e-05,3.177916035681133e-06,4.477679522364655e-08
1.1483427734946427e-08,0.07949077159925144,3.76,0.0,0.926717177878852,0.9999107582242158,4.279405859983526e-07,3.551689866556387e-06,0.000629163551863213,0.0005446219469118755,3.2733684488677665e-05,3.902257401987979e-09,1.9899241462565627e-10,5.7554939594787295e-05,6.629333417719426e-05,9.997759648758967e-06,1.7513497731897287e-06,9.226727701374207e-06,8.667583638941449e-08,1.4883728154213704e-05,3.2408987044248778e-06,4.582518384546174e-08
1.1568713631090191e-08,0.07949083886879225,3.76,0.0,0.9267119900402652,0.9999095223198797,4.4003168038719015e-07,3.6236099967666535e-06,0.0006339594107341359,0.0005481428918610553,3.330975716548157e-05,3.950628074297491e-09,2.0034487474325798e-10,5.8259931634448595e-05,6.716949441655027e-05,1.0209609214948547e-05,1.7763449463148276e-06,9.298495144317045e-06,8.83703446387867e-08,1.51878254764376e-05,3.3045862675632417e-06,4.689210809820346e-08
1.1653999527233955e-08,0.07949090617547355,3.76,0.0,0.9267067954552473,0.9999082784155162,4.5236654897273903e-07,3.6963876188307878e-06,0.0006387578899002107,0.0005516567959940219,3.389257319965656e-05,3.99916547929295e-09,2.0169525836642948e-10,5.896725132710284e-05,6.804986341887249e-05,1.0424252116721914e-05,1.8014746068639281e-06,9.370324574590319e-06,9.008772514466605e-08,1.5495628952286797e-05,3.3689796203134467e-06,4.797778625267833e-08
1.1739285423377719e-08,0.07949097351947541,3.76,0.0,0.9267015940926493,0.9999070265216822,4.6494808284176585e-07,3.770025067301636e-06,0.0006435590036469079,0.0005551636732999939,3.4482163434639506e-05,4.047867597609819e-09,2.0304361172094521e-10,5.967686922305931e-05,6.893441367116395e-05,1.0641701823388444e-05,1.826737882235098e-06,9.442216187223441e-06,9.182812142720285e-08,1.58071506706854e-05,3.4340796182751517e-06,4.908243758647507e-08
1.1824571319521483e-08,0.07949104090097667,3.76,0.0,0.926696385921596,0.9999057666489467,4.777791814267534e-07,3.844524634134303e-06,0.0006483627661344694,0.0005586635377400959,3.507855843866199e-05,4.096732444955357e-09,2.0438991058824814e-10,6.0388756100066345e-05,6.982311777529955e-05,1.0861971717327913e-05,1.852133937936055e-06,9.514170174440383e-06,9.359167667216793e-08,1.61224025609544e-05,3.4998870756567677e-06,5.02062824167511e-08
1.1909857215665247e-08,0.07949110832015499,3.76,0.0,0.9266911709114534,0.9999044988078917,4.908627521317989e-07,3.919888569418899e-06,0.0006531691914286665,0.0005621564032474794,3.568178853835431e-05,4.145758058779264e-09,2.057341062494397e-10,6.110288295920316e-05,7.071594844708666e-05,1.1085075094781174e-05,1.8776619476254686e-06,9.58618672571511e-06,9.537853331033184e-08,1.644139639596196e-05,3.5664027664056656e-06,5.134954207394229e-08
1.1995143111809011e-08,0.07949117577718713,3.76,0.0,0.9266859490317768,0.9999032230091095,5.042017091921463e-07,3.996119083583986e-06,0.0006579782935466986,0.0005656422837276575,3.629188387275983e-05,4.1949424684460925e-09,2.0707622759243347e-10,6.181922101244608e-05,7.161287851355043e-05,1.1311025168169968e-05,1.9033210495438503e-06,9.658266027941163e-06,9.718883218620101e-08,1.6764143801678035e-05,3.6336274276669214e-06,5.251243883561177e-08
1.2080429007952775e-08,0.07949124327224838,3.76,0.0,0.9266807202523454,0.9999019392632044,5.177989739927071e-07,4.073218346818072e-06,0.0006627900864232372,0.0005691211930584306,3.690887435684743e-05,4.244283717007382e-09,2.0841630534903974e-10,6.253774168620903e-05,7.251388091361422e-05,1.1539835065541e-05,1.929110379910709e-06,9.730408265383951e-06,9.902271307699371e-08,1.7090656254475638e-05,3.7015617587708197e-06,5.369519594917667e-08
1.2165714904096539e-08,0.07949131080551297,3.76,0.0,0.926675484543193,0.999900647580791,5.316574753862121e-07,4.151188488502021e-06,0.0006676045838814767,0.0005725931450898203,3.7532789650087796e-05,4.293779874683624e-09,2.0975432546048013e-10,6.32584166248544e-05,7.341892869872183e-05,1.1771517830039088e-05,1.9550291013423537e-06,9.802613619632903e-06,1.0088031518145711e-07,1.7420945078438725e-05,3.7702064202125696e-06,5.489803765285919e-08
1.2251000800240303e-08,0.07949137837715409,3.76,0.0,0.9266702418746009,0.9998993479724958,5.457801495482712e-07,4.230031597516608e-06,0.0006724217996411125,0.0005760581536441309,3.8163659165473724e-05,4.343429029105301e-09,2.1109026301759043e-10,6.398121768909816e-05,7.432799503238531e-05,1.2006086420275543e-05,1.981076395245106e-06,9.874882269622686e-06,1.027617770471038e-07,1.7755021446574258e-05,3.839562034063834e-06,5.6121189165608706e-08
1.2336286696384067e-08,0.0794914459873437,3.76,0.0,0.9266649922170672,0.9998980404489558,5.601699395203363e-07,4.309749723135716e-06,0.0006772417473444784,0.0005795162325160926,3.880151209900014e-05,4.393229273432163e-09,2.1242412291814452e-10,6.470611695101501e-05,7.524105318905992e-05,1.2243553711286655e-05,2.0072514366422384e-06,9.947214391701113e-06,1.046672361743107e-07,1.8092896384650197e-05,3.909629185351755e-06,5.736487665811868e-08
1.242157259252783e-08,0.07949151363625263,3.76,0.0,0.9266597355412964,0.9998967250208176,5.748297949076224e-07,4.3903448756260916e-06,0.0006820644405648525,0.000582967395472961,3.9446377440080826e-05,4.443178710200549e-09,2.1375592562079606e-10,6.54330866907771e-05,7.615807655340347e-05,1.248393249518942e-05,2.033553386525131e-06,1.0019610159673981e-05,1.0659682885710209e-07,1.843458077372283e-05,3.980408422958276e-06,5.862932723575534e-08
1.2506858488671595e-08,0.07949158132405064,3.76,0.0,0.9266544718182166,0.9998954016987385,5.897626718990637e-07,4.471819026242041e-06,0.0006868898927910631,0.0005864116562545292,4.0098283955834196e-05,4.493275460899234e-09,2.1508567353152758e-10,6.61620993969142e-05,7.707903862024357e-05,1.2727235481224925e-05,2.0599814072923794e-06,1.0092069744801827e-05,1.0855069040243339e-07,1.8780085349950604e-05,4.05190025952091e-06,5.991476894238643e-08
1.2592144384815359e-08,0.07949164905090625,3.76,0.0,0.9266492010189924,0.9998940704933857,6.049715333527744e-07,4.554174107098854e-06,0.0006917181174128848,0.0005898490285731246,4.075726017572687e-05,4.54351766560428e-09,2.1641335247958161e-10,6.689312776725679e-05,7.800391299465228e-05,1.2973475295683898e-05,2.0865346772765895e-06,1.0164593315786788e-05,1.1052895537968127e-07,1.9129420703860583e-05,4.124105171129969e-06,6.122143076683906e-08
1.2677430280959123e-08,0.07949171681698698,3.76,0.0,0.9266439231150216,0.9998927314154367,6.204593486619966e-07,4.637412011463943e-06,0.000696549127725477,0.000593279526113672,4.1423334396938884e-05,4.593903475480424e-09,2.1773895773870339e-10,6.762614470746622e-05,7.893267339151018e-05,1.3222664482264901e-05,2.113212386666638e-06,1.0237181038792248e-05,1.1253175759656076e-07,1.948259728146704e-05,4.197023597701933e-06,6.254954263410577e-08
1.2762716177102887e-08,0.07949178462245916,3.76,0.0,0.9266386380779185,0.9998913844755777,6.362290934788754e-07,4.721534594304802e-06,0.0007013829369433151,0.0005967031625337827,4.209653470029429e-05,4.6444310511211236e-09,2.190624991956944e-10,6.836112332803023e-05,7.98652936348144e-05,1.3474815502674792e-05,2.1400137241803554e-06,1.0309833077483827e-05,1.1455922989179968e-07,1.9839625386590154e-05,4.270655943804694e-06,6.389933538802252e-08
1.284800207324665e-08,0.07949185246748804,3.76,0.0,0.9266333458795049,0.9998900296845045,6.522837494686065e-07,4.806543672779335e-06,0.0007062195582067951,0.0006001199514638385,4.2776888958587655e-05,4.6950985679069225e-09,2.2038398192765978e-10,6.909803694161004e-05,8.080174765707395e-05,1.3729940737168195e-05,2.1669378710019327e-06,1.0382549593065995e-05,1.1661150400530427e-07,2.020051518291551e-05,4.3450025793884265e-06,6.52710407773602e-08
1.2933287969390415e-08,0.07949192035223773,3.76,0.0,0.926628046491822,0.999888667052922,6.686263042671606e-07,4.892441026354665e-06,0.0007110590045716863,0.0006035299065070237,4.346442482619321e-05,4.745904218290673e-09,2.2170339805934473e-10,6.983685906260079e-05,8.174200949910057e-05,1.3988052484728585e-05,2.1939840115102363e-06,1.0455330744288044e-05,1.1868871073164179e-07,2.056527669433421e-05,4.420063839873238e-06,6.666489145527804e-08
1.3018573865534179e-08,0.07949198827687125,3.76,0.0,0.9266227398871401,0.9998872965915443,6.852597515091984e-07,4.979228396798189e-06,0.0007159012889984316,0.000606933041239347,4.4159169728038056e-05,4.79684620700608e-09,2.2302074365406856e-10,7.057756340743469e-05,8.268605330991594e-05,1.4249162963129055e-05,2.2211513440386964e-06,1.0528176687439487e-05,1.2079098012325115e-07,2.0933919804694383e-05,4.495840026015785e-06,6.808112098176185e-08
1.3103859761677943e-08,0.07949205624155056,3.76,0.0,0.9266174260379513,0.9998859183110935,7.021870906773335e-07,5.066907488493971e-06,0.0007207464243593786,0.0006103293692097008,4.4861150867908853e-05,4.847922748427455e-09,2.243360276226642e-10,7.132012389293599e-05,8.363385334631165e-05,1.4513284309306718e-05,2.248439074022007e-06,1.0601087576372295e-05,1.2291844141743152e-07,2.1306454259065106e-05,4.572331404342143e-06,6.951996381357151e-08
1.3189145657821707e-08,0.07949212424643642,3.76,0.0,0.9266121049169523,0.9998845322223011,7.194113268081968e-07,5.1554799690198296e-06,0.0007255944234530364,0.0006137189039399563,4.557039524484375e-05,4.89913207096848e-09,2.256492555587352e-10,7.206451463313436e-05,8.458538397214823e-05,1.4780428579985499e-05,2.2758464003643348e-06,1.0674063562544776e-05,1.250712228021934e-07,2.1682889666207854e-05,4.64953820803346e-06,7.098165528623374e-08
1.327443155396547e-08,0.07949219229168868,3.76,0.0,0.9266067764970454,0.9998831383359058,7.369354703295086e-07,5.244947469486292e-06,0.0007304452990021586,0.0006171016589250241,4.628692965229194e-05,4.950472419852127e-09,2.269604196081635e-10,7.281070993750691e-05,8.55406196579093e-05,1.5050607752068882e-05,2.303372517750951e-06,1.0747104795045755e-05,1.272494514089423e-07,2.2063235499937644e-05,4.727460637395918e-06,7.246643160603574e-08
1.3359717450109234e-08,0.0794922603774659,3.76,0.0,0.9266014407513551,0.9998817366626549,7.547625370997245e-07,5.3353115845070365e-06,0.0007352990636385119,0.000620477647632872,4.701078066243344e-05,5.0019420526927356e-09,2.282695140752236e-10,7.355868431141078e-05,8.649953498063207e-05,1.5323833722681078e-05,2.33101663191966e-06,1.082021142058827e-05,1.294532535608273e-07,2.2447501098774458e-05,4.806098859689735e-06,7.397452985420407e-08
1.3445003346252998e-08,0.07949232850392574,3.76,0.0,0.926596097653229,0.9998803272133034,7.728955483907682e-07,5.426573872272824e-06,0.0007401557298999045,0.0006238468835045547,4.774197462326605e-05,5.053539236146487e-09,2.2957654713780036e-10,7.430841245588997e-05,8.746210462372484e-05,1.560011830931033e-05,2.3587779627777483e-06,1.0893383583511748e-05,1.3168275487939062e-07,2.2835695666081287e-05,4.885453009139831e-06,7.550618798527275e-08
1.3530289242396762e-08,0.07949239667122462,3.76,0.0,0.9265907471762227,0.9998789099986142,7.913375306363624e-07,5.51873585505209e-06,0.0007450153102458503,0.0006272093799543011,4.8480537676130815e-05,5.1052622499125415e-09,2.3088152617768858e-10,7.505986926494116e-05,8.842830337634369e-05,1.5879473250361074e-05,2.3866557292912334e-06,1.0966621425819504e-05,1.339380800670831e-07,2.3227828272184146e-05,4.96552318768895e-06,7.706164481044393e-08
1.3615575138540526e-08,0.07949246487951801,3.76,0.0,0.9265853892940864,0.9998774850293569,8.100915151489881e-07,5.611799019749157e-06,0.0007498778170671115,0.0006305651503696022,4.922649576727551e-05,5.157109390289137e-09,2.3218444460313846e-10,7.58130298224418e-05,8.93981061327099e-05,1.616191020575867e-05,2.414649140551731e-06,1.103992508722113e-05,1.362193527152778e-07,2.3623907856752567e-05,5.0463094658487476e-06,7.86411399813511e-08
1.370086103468429e-08,0.07949253312896029,3.76,0.0,0.926580023980779,0.9998760523163092,8.291605380726701e-07,5.705764818033601e-06,0.0007547432626731893,0.0006339142081112495,4.9979874635529784e-05,5.20907896628114e-09,2.334852954041754e-10,7.656786940163544e-05,9.037148789187118e-05,1.644744075714269e-05,2.4427574084773113e-06,1.1113294705139326e-05,1.3852669546461225e-07,2.4023943229184455e-05,5.127811882803414e-06,8.024491398983732e-08
1.3786146930828054e-08,0.07949260141970471,3.76,0.0,0.9265746512104804,0.999874611870255,8.485476404636809e-07,5.80063466623632e-06,0.0007596116592781474,0.0006372565665133422,5.0740699797404234e-05,5.261169295523849e-09,2.3478408565259793e-10,7.732436346600662e-05,9.134842375770932e-05,1.673607640783953e-05,2.4709797619632906e-06,1.1186730414697339e-05,1.4086023027392756e-07,2.442794306791514e-05,5.210030446109956e-06,8.187320817354487e-08
1.3918227184646903e-08,0.07949270726183476,3.76,0.0,0.9265663157515811,0.999872365849275,8.792068416558087e-07,5.949344750654302e-06,0.0007671570823726959,0.0006424196077198961,5.193372632980502e-05,5.342074778182232e-09,2.367914313186852e-10,7.849913636966661e-05,9.286833758809808e-05,1.7189234303422466e-05,2.5149104083513903e-06,1.1300589308087807e-05,1.44526093958631e-07,2.506145202026184e-05,5.338773671213835e-06,8.444386601542347e-08
1.4050307438465752e-08,0.07949281320394914,3.76,0.0,0.9265579622522904,0.9998701013474595,9.106475646901109e-07,6.1002313784671875e-06,0.0007747096569167876,0.0006475666624522983,5.314476574733823e-05,5.4232597383327466e-09,2.3879384777299135e-10,7.967772948302374e-05,9.439662455660681e-05,1.7649908918251945e-05,2.5591099822060698e-06,1.1414607516460206e-05,1.4825551234983218e-07,2.5704520963018347e-05,5.469234204800576e-06,8.707481743351688e-08
1.41823876922846e-08,0.07949291924660233,3.76,0.0,0.9265495906195913,0.999867818404958,9.428811690172771e-07,6.253299320715163e-06,0.0007822694271559611,0.000652697779861223,5.437390994541884e-05,5.504718111178199e-09,2.407913307263207e-10,8.086005430698337e-05,9.593319366297517e-05,1.811814188171867e-05,2.603575641114728e-06,1.1528785509924418e-05,1.5204892576115117e-07,2.635718032028575e-05,5.601411642786039e-06,8.976697047952791e-08
1.431446794610345e-08,0.07949302539034282,3.76,0.0,0.9265412007616275,0.9998655170619547,9.759190381913188e-07,6.408553153970379e-06,0.0007898364368763916,0.0006578130089455338,5.5621249659170814e-05,5.586443900791837e-09,2.4278387909899096e-10,8.20460233915128e-05,9.74779544978212e-05,1.859397438326855e-05,2.648304561278821e-06,1.1643123745980824e-05,1.5590676943384536e-07,2.7019459797750536e-05,5.7353054110488545e-06,9.252123782147403e-08
1.4446548199922298e-08,0.07949313163571307,3.76,0.0,0.9265327925876948,0.9998631973586656,1.0097725788709217e-06,6.565997262572382e-06,0.0007974107294078551,0.000662912398552774,5.688687447314223e-05,5.668431178758377e-09,2.447714972913009e-10,8.323555032471817e-05,9.903081723931884e-05,1.9077447175246326e-05,2.6932939374051727e-06,1.1757622669668322e-05,1.5982947363119187e-07,2.7691388391082824e-05,5.870914768180169e-06,9.53385366844292e-08
1.4710708707559994e-08,0.07949334443348362,3.76,0.0,0.9265159209347997,0.9998585030322493,1.0799724090490553e-06,6.887472899406021e-06,0.0008125813339534006,0.0006730638539733409,5.9473332052720015e-05,5.833166826625491e-09,2.487319580221346e-10,8.562493719427777e-05,0.00010216049206727694,2.0067474476217864e-05,2.7840429384362733e-06,1.1987104298953326e-05,1.6787116010646035e-07,2.906430542410626e-05,6.14727646883177e-06,1.0116592020399048e-07
1.497486921519769e-08,0.07949355764413606,3.76,0.0,0.9264989749579584,0.9998537357480358,1.1535723372677446e-06,7.217757544689073e-06,0.000827781578397135,0.0006831525338947665,6.213397669911171e-05,5.998878983183224e-09,2.526727442080521e-10,8.80275439709044e-05,0.00010532151120109218,2.1088541166281226e-05,2.875800583012278e-06,1.221723371446317e-05,1.7617732899010764e-07,3.0476149501595874e-05,6.4304875724779975e-06,1.072565477887832e-07
1.523902972283539e-08,0.07949377127179988,3.76,0.0,0.9264819539720562,0.9998488958287745,1.2306643498400298e-06,7.556879571737501e-06,0.0008430117932231673,0.0006931788236969884,6.4869484615959e-05,6.1655226413308945e-09,2.5659387694151644e-10,9.044271565026743e-05,0.00010851317689661599,2.214095780436729e-05,2.9685450956885398e-06,1.244801404259421e-05,1.847512461634979e-07,3.1927127860606056e-05,6.720536400170835e-06,1.1361791553212039e-07
1.5503190230473087e-08,0.07949398532051417,3.76,0.0,0.9264648573094939,0.9998439835975845,1.3113407099496777e-06,7.904864484613629e-06,0.0008582723018937363,0.0007031431063835476,6.768051451131631e-05,6.333053832012658e-09,2.604953802617961e-10,9.2869812819367e-05,0.00011173480050605849,2.3225028216822625e-05,3.0622549787261154e-06,1.2679448224192823e-05,1.9359610052915437e-07,3.341743716127776e-05,7.017408854384227e-06,1.202575869990989e-07
1.5767350738110784e-08,0.0794941997942259,3.76,0.0,0.926447684319891,0.9998389993779034,1.3956939273014537e-06,8.261734986387398e-06,0.0008735634209394771,0.0007130457625967213,7.056770789656605e-05,6.501429601494748e-09,2.6437728436164345e-10,9.530821132158096e-05,0.00011498570237580302,2.434104958484788e-05,3.156909009627473e-06,1.2911539019098646e-05,2.0271500505072734e-07,3.494726374411277e-05,7.321088503160999e-06,1.2718319142405591e-07
1.6031511245748482e-08,0.0794944146967935,3.76,0.0,0.9264304343698019,0.9998339434934392,1.4838167294131578e-06,8.6275110441256e-06,0.0008888854600448338,0.0007228871706321221,7.353168937015243e-05,6.67060799198522e-09,2.6823962089481763e-10,9.77573019387893e-05,0.00011826521174828776,2.5489312528388256e-05,3.2524862399640623e-06,1.3144289010453922e-05,2.1211099780618672e-07,3.65167838739999e-05,7.631556659595506e-06,1.3440242199220553e-07
1.6559832261023873e-08,0.07949484580349019,3.76,0.0,0.9263957011374481,0.9998236180260767,1.671742926977503e-06,9.38584638140674e-06,0.0009196235034364575,0.0007423877437023877,7.969243202064481e-05,7.011209669674659e-09,2.7590572047673623e-10,0.00010268519555697462,0.00012490741389292135,2.7883693292531586e-05,3.4463278593035193e-06,1.3611776055722945e-05,2.3174603194480154e-07,3.9775560822741014e-05,8.272772915577277e-06,1.4975284436338875e-07
1.7088153276299265e-08,0.07949527866972385,3.76,0.0,0.9263606528730495,0.9998130097888177,1.8758644325052093e-06,1.017997790463292e-05,0.0009504887758570233,0.0007616478055736167,8.616741151405001e-05,7.354542366233734e-09,2.8349394540539224e-10,0.00010764890705026447,0.00013165621514479072,3.041036736543508e-05,3.6436176285647013e-06,1.4081926648974267e-05,2.525240494487986e-07,4.319498554921297e-05,8.94086592101172e-06,1.6637161522686688e-07
1.7616474291574657e-08,0.07949571332326914,3.76,0.0,0.9263252850906156,0.9998021213764106,2.0969281249700502e-06,1.1009973233496908e-05,0.0009814835170001974,0.0007806702996008021,9.296104387497682e-05,7.700304250955972e-09,2.910045927977266e-10,0.00011264406943276404,0.00013850655991023918,3.307143185887502e-05,3.844197537436227e-06,1.4554755514387756e-05,2.7446676565933814e-07,4.677612924197115e-05,9.635612690161958e-06,1.8432241310978565e-07
1.814479530685005e-08,0.07949614979055973,3.76,0.0,0.9262895935491898,0.9997909553836879,2.3356818249788767e-06,1.1875862087899288e-05,0.0010126098651012793,0.00079945813296683,0.00010007750046827649,8.048207567626538e-09,2.98437983391789e-10,0.00011766652624681248,0.00014545352582485838,3.586888667108841e-05,4.047913678135341e-06,1.5030274934484006e-05,2.975947982128201e-07,5.051992370880891e-05,1.0356761177784606e-05,2.0366978364411435e-07
1.867311632212544e-08,0.07949658809676241,3.76,0.0,0.9262535742447584,0.9997795144042926,2.592873525393898e-06,1.2777638111168643e-05,0.0010438698595098494,0.0008180141771294826,0.00010752071609307684,8.397978064201466e-09,3.057944527129567e-10,0.0001227123228129787,0.00015249232083867947,3.8804636964981245e-05,4.254616160790944e-06,1.5508494868258162e-05,3.21927700386415e-07,5.4427168065740875e-05,1.1104032396428206e-05,2.2447909087066293e-07
1.9201437337400832e-08,0.07949702826577616,3.76,0.0,0.9262172234023918,0.9997678010294595,2.8692506556606735e-06,1.3715260635915409e-05,0.0010752654432155007,0.0008363412682642897,0.00011529439684781614,8.749354438538518e-09,3.130743559154436e-10,0.00012777769779346836,0.00015961828035014998,4.188049560138364e-05,4.464159030499977e-06,1.598942306494439e-05,3.4748399409754026e-07,5.849853517840612e-05,1.1877122439437456e-05,2.4681646994901607e-07
1.9729758352676224e-08,0.07949747032028394,3.76,0.0,0.9261805374686225,0.9997558178468614,3.1655593810317648e-06,1.4688656389054591e-05,0.0011067984653262328,0.0008544422077021148,0.00012340202775670315,9.102087806046438e-09,3.202780689602952e-10,0.000132859075082344,0.00016682686439563078,4.5098185521722904e-05,4.676400180832389e-06,1.6473065173233082e-05,3.742812022998274e-07,6.27345778457532e-05,1.267570440713614e-05,2.707487813677029e-07
2.0258079367951616e-08,0.07949791428177808,3.76,0.0,0.9261435131040796,0.9997435674395154,3.4825439382276664e-06,1.569772113224542e-05,0.0011384706834906065,0.0008723197623605333,0.00013184688013816997,9.455941190982752e-09,3.2740598386959324e-10,0.00013795305603866268,0.00017411365490057313,4.845934207487363e-05,4.891201267420623e-06,1.695942484572231e-05,4.023358806695332e-07,6.713573471362975e-05,1.3499430232528407e-05,2.963435667559519e-07
