Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12)
3.1391233140384016e-08,0.07664764520036926,3.76,0.0,0.6100575935612492,0.9999989277414004,4.021928631010745e-09,3.502658713647403e-08,4.931546958659304e-06,4.00726695585486e-06,4.26152327774935e-07,1.0314824546085935e-10,9.299733112081212e-13,6.573656119420716e-07,6.546080173046309e-07,1.4147710422920015e-07,1.5015841886873115e-08,2.2590324553684906e-07,1.154251862208562e-08,9.188891202001992e-08,3.516928363360721e-08,1.395703662224644e-09,1.6269643065767485e-09,4.467217615321768e-14,9.387397566189348e-13,5.046180616817393e-12,1.7575713462611526e-12
3.249470884330666e-08,0.07664764778357507,3.76,0.0,0.6100573937862982,0.9999988608117365,4.579860472135646e-09,3.846528309671337e-08,5.113696745904265e-06,4.1226148487554405e-06,4.559068462916804e-07,1.0972836950870242e-10,9.59395626881447e-13,6.968851444289072e-07,6.938671389224489e-07,1.5566306703699643e-07,1.5960985546969843e-08,2.3458760731316533e-07,1.2518027381004866e-08,1.0111262871930472e-07,3.856369241715914e-08,1.5311570672978444e-09,1.736132685971304e-09,5.227828486591539e-14,1.0975751093444062e-12,5.4012381785288125e-12,1.9434116761051204e-12
3.35981845462293e-08,0.07664765037693175,3.76,0.0,0.6100571925702896,0.9999987920295804,5.1914947402491665e-09,4.209773027230344e-08,5.296662138217914e-06,4.236452818625225e-06,4.870375644154305e-07,1.1645890540243336e-10,9.886014369864108e-13,7.370914600631844e-07,7.33799589842978e-07,1.7068230876761286e-07,1.6923714597511227e-08,2.4333932543510843e-07,1.3549030810375984e-08,1.1087943585872092e-07,4.214390732370761e-08,1.676013899524176e-09,1.8483736705978284e-09,6.097074285399182e-14,1.2773463071033526e-12,5.772869092341302e-12,2.1414904332970806e-12
3.470166024915194e-08,0.0766476529805953,3.76,0.0,0.6100569898849281,0.9999987214077926,5.859793731824241e-09,4.592642526052045e-08,5.4804578082892284e-06,4.348800629265134e-06,5.195705383030826e-07,1.2333558684727617e-10,1.0175919374598125e-12,7.779510884457294e-07,7.743718294080573e-07,1.8654865012768883e-07,1.790317496187677e-08,2.521595313966138e-07,1.4637333748042156e-08,1.2119846005930554e-07,4.591193341454558e-08,1.830706481427097e-09,1.9636469299910178e-09,7.087665438330101e-14,1.4800767571583887e-12,6.161394387081035e-12,2.3521452585404265e-12
3.5805135952074584e-08,0.07664765559471286,3.76,0.0,0.610056785703035,0.999998648959214,6.5877562330055256e-09,4.995367697455589e-08,5.665097709184581e-06,4.459677785773156e-06,5.535307176744341e-07,1.3035422570505042e-10,1.0463683243692234e-12,8.194314975557989e-07,8.155512704122786e-07,2.0327521646101707e-07,1.889853672194692e-08,2.610493008736424e-07,1.578472201177338e-08,1.3207837836974764e-07,4.986958732263728e-08,1.99567528485114e-09,2.081912700584459e-09,8.21345711075425e-14,1.7079143268232075e-12,6.567121572234938e-12,2.5757093858771308e-12
3.6908611654997226e-08,0.07664765821942304,3.76,0.0,0.6100565799985205,0.9999985746966692,7.378414713551219e-09,5.4181612517487444e-08,5.850595094742854e-06,4.569103537930769e-06,5.889419778777617e-07,1.3751071075434147e-10,1.0749317938902028e-12,8.61501071254194e-07,8.573062559164412e-07,2.2087445755717702e-07,1.9908993531605257e-08,2.7000965529211963e-07,1.6992959359031563e-08,1.4352743089577227e-07,5.401850362536227e-08,2.171368597236487e-09,2.203131780817243e-09,9.489517271840903e-14,1.963133881568834e-12,6.990345026566355e-12,2.812511705496826e-12
3.801208735791987e-08,0.0766476608548562,3.76,0.0,0.6100563727463552,0.9999984986329649,8.234832608879164e-09,5.8612182910251305e-08,6.036962539474825e-06,4.677096883545049e-06,6.258271509622128e-07,1.448010064690188e-10,1.1032835422562842e-12,9.041290872897728e-07,8.996060365877246e-07,2.3935816697765714e-07,2.093376204365893e-08,2.7904156335826004e-07,1.826378477259776e-08,1.5555343312653706e-07,5.836014104926545e-08,2.3582421966817354e-09,2.327265526362752e-09,1.0932196215347402e-13,2.2481396296334574e-12,7.431346375494229e-12,3.0628768259764538e-12
3.911556306084251e-08,0.07664766350113476,3.76,0.0,0.6100561639225421,0.9999984207808896,9.160101687965351e-09,6.324716867698424e-08,6.224211957978427e-06,4.783676571747028e-06,6.642080557981302e-07,1.522211518150009e-10,1.131424765394691e-12,9.472856957981401e-07,9.424207485546693e-07,2.587375009107749e-07,2.1972081349877347e-08,2.881459425521469e-07,1.9598910046066483e-08,1.6816378796502084e-07,6.289578851088446e-08,2.55675903557553e-09,2.454275845474399e-09,1.2559197446560775e-13,2.565467271966757e-12,7.8903948566613e-12,3.327125135964102e-12
4.021903876376515e-08,0.07664766615837335,3.76,0.0,0.6100559535040919,0.9999983411532152,1.0157339504979604e-08,6.808818529089605e-08,6.412354623880943e-06,4.888861106246935e-06,7.041055272828212e-07,1.5976725906467276e-10,1.1593566588286385e-12,9.909418982819943e-07,9.85721391765805e-07,2.790229965659998e-07,2.3023212433739e-08,2.9732366058537717e-07,2.1000017645989695e-08,1.8136549746894784e-07,6.762657099747452e-08,2.76738893259103e-09,2.5841251944432086e-09,1.4389649846067918e-13,2.9177859571393594e-12,8.367747674198354e-12,3.605572865319638e-12
4.1322514466687794e-08,0.07664766882667919,3.76,0.0,0.6100557414689936,0.999998259762694,1.1229686932617564e-08,7.313668848372319e-08,6.601401188318634e-06,4.992668748546776e-06,7.455394446668424e-07,1.6743551262879048e-10,1.1870804177141042e-12,1.035069527062985e-06,1.029479808841151e-06,3.0022459011790365e-07,2.4086437635559563e-08,3.065755368235573e-07,2.2468758829332437e-08,1.9516517430856003e-07,7.255345529131668e-08,2.9906082728445486e-09,2.716776573162279e-09,1.6444181020897637e-13,3.3079000415629986e-12,8.86365034279075e-12,3.898532145724144e-12
4.2425990169610436e-08,0.0766476715061524,3.76,0.0,0.6100555277961918,0.9999981766220595,1.2380305775095407e-08,7.839397942181048e-08,6.791361697964242e-06,5.095117521110871e-06,7.885287590345842e-07,1.7522216790591565e-10,1.2145972365168483e-12,1.0796412251949494e-06,1.0736686644058415e-06,3.223516342099444e-07,2.5161060129780924e-08,3.159023436744336e-07,2.4006751996047005e-08,2.095690529475409e-07,7.76772555412841e-08,3.2268997160217854e-09,2.8521935207931246e-09,1.8744991752648787e-13,3.7387506559977735e-12,9.378337021795538e-12,4.206311070769933e-12
4.352946587253308e-08,0.07664767419688608,3.76,0.0,0.6100553124655608,0.9999980917440263,1.3612376458787983e-08,8.386120975185267e-08,6.982245612612729e-06,5.196225210494887e-06,8.330915199717348e-07,1.8312355014884128e-10,1.2419083088243516e-12,1.1246304268284332e-06,1.1182614248951713e-06,3.454129150282271e-07,2.6246403414204265e-08,3.253048079424331e-07,2.5615581257723897e-08,2.2458300055336085e-07,8.299863868532018e-08,3.4767519122771547e-09,2.990340111528945e-09,2.1315931451684302e-13,4.213417079888566e-12,9.912030839351866e-12,4.5292137555426945e-12
4.463294157545572e-08,0.07664767689896666,3.76,0.0,0.6100550954578794,0.9999980051412874,1.4929095798534138e-08,8.953938651926806e-08,7.1740618223354296e-06,5.296009370433899e-06,8.792449014505801e-07,1.9113605334767848e-10,1.2690148274340147e-12,1.1700113380166133e-06,1.16323233882058e-06,3.6941666895517583e-07,2.734181081089545e-08,3.347836121503807e-07,2.7296795204668257e-08,2.4021252764318707e-07,8.851812972740315e-08,3.740659225715854e-09,3.131180950449972e-09,2.418257452665306e-13,4.735117925588819e-12,1.0464944207014433e-11,4.867540395706844e-12
4.573641727837836e-08,0.07664767961247404,3.76,0.0,0.6100548767548085,0.9999979168265148,1.6333674837693755e-08,9.542937696208648e-08,7.366818664212563e-06,5.394487324890033e-06,9.270052269622757e-07,1.992561391297219e-10,1.2959179841115276e-12,1.2157589179530296e-06,1.2085564174864075e-06,3.9437059881274765e-07,2.8446644978472e-08,3.443393958291314e-07,2.9051905855211977e-08,2.5646279847131417e-07,9.423611687246474e-08,4.019121465274563e-09,3.2746811694660948e-09,2.7372297579354507e-13,5.307212135000305e-12,1.1037279125521869e-11,5.221587326104616e-12
4.6839892981301003e-08,0.07664768233748197,3.76,0.0,0.6100546563388668,0.9999978268123577,1.782933676009461e-08,1.0153191318315661e-07,7.560523938653704e-06,5.491676171060225e-06,9.76387993923541e-07,2.0748033567568275e-10,1.3226189693177142e-12,1.2618488606318046e-06,1.2542094161475394e-06,4.202818897045465e-07,2.9560287435511546e-08,3.539727567758363e-07,3.088238777235521e-08,2.73338641163909e-07,1.0015285652263161e-07,4.31264362282281e-09,3.420806423342153e-09,3.09143573358688e-13,5.9331997915798075e-12,1.1629227481873404e-11,5.5916470788789e-12
4.7943368684223645e-08,0.07664768507405802,3.76,0.0,0.6100544341934084,0.9999977351114424,1.9419314872047873e-08,1.0784759670342024e-07,7.755184925315562e-06,5.587592782344594e-06,1.027407897383903e-06,2.1580523665182372e-10,1.349118972302187e-12,1.3082575769212122e-06,1.3001678155982595e-06,4.471572244660009e-07,3.068213809485257e-08,3.6368425228154666e-07,3.278967733389723e-08,2.9084455760674197e-07,1.0626847813808782e-07,4.621735618311305e-09,3.5695228858013244e-09,3.4839969225803965e-13,6.616722751037282e-12,1.2240971337865609e-11,5.978008441129373e-12
4.904684438714629e-08,0.07664768782226404,3.76,0.0,0.6100542103026005,0.9999976417363688,2.110685065264589e-08,1.1437690289895189e-07,7.950808398626374e-06,5.682253811275963e-06,1.080078853058417e-06,2.2422750015811582e-10,1.3754191809698408e-12,1.3549621770416235e-06,1.3464088041828008e-06,4.7500279873159733e-07,3.181161480855994e-08,3.7347440032884963e-07,3.477517214316522e-08,3.08984733091475e-07,1.1258298896579309e-07,4.946912051796911e-09,3.7207972457021715e-09,3.9182386522537044e-13,7.361565094379556e-12,1.2872683210507636e-11,6.380956512111104e-12
5.015032009006893e-08,0.07664769058215622,3.76,0.0,0.6100539846514019,0.9999975466997123,2.289519187059339e-08,1.2112018532440994e-07,8.14740064292583e-06,5.77567569241103e-06,1.1344140197096783e-06,2.3274384769217284e-10,1.4015207815484423e-12,1.401940453439029e-06,1.3929102602182846e-06,5.038243356279779e-07,3.294815292331619e-08,3.833436807602105e-07,3.684023056837335e-08,3.2776304572596536e-07,1.1909627863922652e-07,5.2886919621779495e-09,3.874596703285015e-09,4.3976979958561714e-13,8.171653407243794e-12,1.3524526344681832e-11,6.8007727599843506e-12
5.125379579299157e-08,0.07664769335378525,3.76,0.0,0.6100537572255418,0.9999974500140205,2.4787590765864574e-08,1.280776799254862e-07,8.344967467229478e-06,5.867874645183684e-06,1.1904258209017425e-06,2.413510631283978e-10,1.427424958640319e-12,1.4491708640455405e-06,1.439650734820929e-06,5.336271001015099e-07,3.4091204845999715e-08,3.9329253641768686e-07,3.8986171399548016e-08,3.4718307561392255e-07,1.258081236522505e-07,5.647598592477803e-09,4.030888966483416e-09,4.926131773150834e-13,9.051056889720321e-12,1.4196654978222139e-11,7.2377350781238324e-12
5.235727149591421e-08,0.0766476961371966,3.76,0.0,0.6100535280114991,0.999997351691812,2.6787302294519633e-08,1.3524950914288185e-07,8.543514219626153e-06,5.958866676720988e-06,1.2481259661474766e-06,2.500459917123873e-10,1.4531328952039884e-12,1.4966325159184623e-06,1.4866094351266417e-06,5.644159128887286e-07,3.524023961922365e-08,4.03321374254659e-07,4.1214273612801324e-08,3.672481138091287e-07,1.327181917101167e-07,6.02415916151912e-09,4.189642247296667e-09,5.507524581800914e-13,1.0003987301086651e-11,1.488921459962226e-11,7.692117840995358e-12
5.3460747198836855e-08,0.0766476989324307,3.76,0.0,0.6100532969964818,0.9999972517455755,2.8897582435053047e-08,1.4263568591028217e-07,8.743045801316921e-06,6.0486675846222765e-06,1.3075254714698195e-06,2.5882553907053195e-10,1.4786457722042652e-12,1.5443051492497093e-06,1.533766207897284e-06,5.961951641378693e-07,3.6394742506619915e-08,4.134305664202121e-07,4.35257762325003e-08,3.879611710493201e-07,1.398260459605668e-07,6.418904641834601e-09,4.350825258219349e-09,6.146096851428182e-13,1.1034798744065458e-11,1.5602342198686606e-11,8.164191959607177e-12
5.45642229017595e-08,0.07664770173952304,3.76,0.0,0.6100530641684083,0.9999971501877692,3.112168655468248e-08,1.5023611754875058e-07,8.943566680303697e-06,6.137292959701902e-06,1.3686346793965275e-06,2.676866702342139e-10,1.5039647685831047e-12,1.5921691217375329e-06,1.5811015235041063e-06,6.289688266895178e-07,3.755421458765628e-08,4.236204513167863e-07,4.592187828257482e-08,4.0932498627471904e-07,1.4713114910791425e-07,6.832369543664139e-09,4.514407208724077e-09,6.846312912408389e-13,1.2147987293380866e-11,1.6336166510373836e-11,8.654224936543153e-12
5.566769860468214e-08,0.07664770455850434,3.76,0.0,0.6100528295158866,0.9999970470308177,3.346286783402259e-08,1.5805060955991207e-07,9.145080904735666e-06,6.224758188696042e-06,1.431463278407081e-06,2.766264086785148e-10,1.5290910613409959e-12,1.6402053933126578e-06,1.6285964602800041e-06,6.627404690242459e-07,3.8718172361774586e-08,4.338913346317042e-07,4.840373881885413e-08,4.313420349360953e-07,1.5463286741293293e-07,7.26509170489168e-09,4.680357801793768e-09,7.61288907165523e-13,1.3348190473521925e-11,1.7090808252005437e-11,9.162480920584278e-12
5.677117430760478e-08,0.07664770738940084,3.76,0.0,0.6100525930281969,0.9999969422871123,3.5924375748623285e-08,1.660788693202452e-07,9.34759211592137e-06,6.311078456934103e-06,1.4960203218496122e-06,2.8564183537552564e-10,1.5540258252190831e-12,1.688395511211129e-06,1.6762326892324475e-06,6.975132678849134e-07,3.988614736164178e-08,4.442434903431654e-07,5.0972477034931306e-08,4.5401453709713845e-07,1.6233047458131228e-07,7.717612086778673e-09,4.8486472304997996e-09,8.450801687839436e-13,1.4640186590732286e-11,1.786638035404714e-11,9.689220760924875e-12
5.8978125713450065e-08,0.07664771308702222,3.76,0.0,0.6100521145076824,0.999996728088824,4.122134227111419e-08,1.8277505222340335e-07,9.755618104578177e-06,6.480343861123024e-06,1.6303528884498188e-06,3.038883593540907e-10,1.6033254535544026e-12,1.7851663250851457e-06,1.771858582673719e-06,7.700731562045769e-07,4.223234809897274e-08,4.651925621236052e-07,5.6374865213632344e-08,5.013335519563968e-07,1.7831000986162658e-07,8.684225802173322e-09,5.19212579741286e-09,1.0361890345002514e-12,1.751936943218765e-11,1.948072975344276e-11,1.0799179230861815e-11
6.096438197871082e-08,0.07664771825580612,3.76,0.0,0.6100516774685119,0.999996530007226,4.6432601578593024e-08,1.9852788299555598e-07,1.0126279830303736e-05,6.628915267099348e-06,1.7572419373553001e-06,3.205409456210718e-10,1.6470518266626346e-12,1.8726126101608993e-06,1.8582328438282704e-06,8.388252876691036e-07,4.4353262640601275e-08,4.843268117924212e-07,6.154455521480505e-08,5.461796340934746e-07,1.9335248162057032e-07,9.62737203345102e-09,5.508966218028961e-09,1.2381372919141462e-12,2.0475352604175568e-11,2.1006207341042106e-11,1.1863907818529413e-11
6.295063824397158e-08,0.07664772346341023,3.76,0.0,0.6100512343454779,0.999996326975548,5.2083936694556566e-08,2.1496465590867406e-07,1.0500211135290811e-05,6.774004232124581e-06,1.8898448084258727e-06,3.373958959145202e-10,1.6901758051488669e-12,1.9602957158526593e-06,1.9448053852205402e-06,9.1085393445311e-07,4.648055546693442e-08,5.037272967934642e-07,6.701133692488286e-08,5.931730539821893e-07,2.0901449608486025e-07,1.0643199870313372e-08,5.83294295520213e-09,1.4722114634652128e-12,2.380939185238869e-11,2.260092280163622e-11,1.2992435665880395e-11
6.493689450923234e-08,0.07664772870984156,3.76,0.0,0.6100507850980212,0.9999961190646426,5.819398399583288e-08,2.3208056900429864e-07,1.0877420144215567e-05,6.915692374026441e-06,2.0281936490217963e-06,3.544381457478977e-10,1.7327041481246554e-12,2.04812741463496e-06,2.0314888526122254e-06,9.861650097373218e-07,4.8611990241948776e-08,5.233945921622681e-07,7.278033144151103e-08,6.423185212849166e-07,2.2528894489796613e-07,1.1734952214376793e-08,6.163899458644819e-09,1.7423598612909297e-12,2.7554307818716638e-11,2.42652814296774e-11,1.4186171739943696e-11
6.69231507744931e-08,0.07664773399507142,3.76,0.0,0.6100503296912778,0.9999959063448975,6.478123800217566e-08,2.4987005302742373e-07,1.1257911641028484e-05,7.054059397651482e-06,2.1723152817823236e-06,3.7165316345001614e-10,1.7746435845387597e-12,2.136024565836013e-06,2.1182010106669533e-06,1.064761216346378e-06,5.074546054018175e-08,5.433290120679568e-07,7.885626856561646e-08,6.936186446143943e-07,2.421680224659328e-07,1.2905890324901445e-08,6.501684062153692e-09,2.0528674067373126e-12,3.1744300835387885e-11,2.5999623172435123e-11,1.5446494560283897e-11
6.890940703975386e-08,0.07664773931903633,3.76,0.0,0.6100498680957903,0.9999956888862107,7.186403111863061e-08,2.683268263180201e-07,1.1641687264422761e-05,7.1891831397246575e-06,2.322231485365557e-06,3.8902693453800313e-10,1.8160008117083882e-12,2.2239088861952786e-06,2.204864508729939e-06,1.1466422362200586e-06,5.287898391960775e-08,5.635306249664813e-07,8.524349638320372e-08,7.470740535705905e-07,2.5964328273500845e-07,1.415929082855284e-08,6.846149924060723e-09,2.408370297569634e-12,3.641491807655013e-11,2.780422606147117e-11,1.6774753158995967e-11
7.089566330501462e-08,0.07664774468164123,3.76,0.0,0.6100494002872344,0.9999954667579677,7.946051486221752e-08,2.8744394702510506e-07,1.2028745694255551e-05,7.32113961264234e-06,2.4779592619311308e-06,4.0654594651742684e-10,1.8567824933757045e-12,2.3117067299378412e-06,2.291406656470755e-06,1.2318049110852142e-06,5.50106962437763e-08,5.839992680604675e-07,9.194599163100894e-08,8.026835151915338e-07,2.777056929940707e-07,1.5498442884408765e-08,7.197154968256428e-09,2.8138704493476585e-12,4.160301752355512e-11,2.967930948303404e-11,1.81722680282351e-11
7.288191957027538e-08,0.0766477500827611,3.76,0.0,0.6100489262461543,0.999995240029019,8.758864247132423e-08,3.0721386280967905e-07,1.241908282948325e-05,7.450003047246666e-06,2.6395110922972136e-06,4.241971740886474e-10,1.8969952587011377e-12,2.399348877797695e-06,2.3777592087947013e-06,1.320243414875074e-06,5.7138846238197924e-08,6.047345611083019e-07,9.896737066777834e-08,8.604440451616176e-07,2.9634568489339746e-07,1.6926645494347936e-08,7.554561825628922e-09,3.274749680497378e-12,4.7346729156873855e-11,3.16250372985843e-11,1.96403320557026e-11
7.486817583553613e-08,0.07664775552224305,3.76,0.0,0.6100484459577106,0.9999950087676577,9.626615286929475e-08,3.276284580730805e-07,1.2812691957733462e-05,7.5758459345797216e-06,2.8068951790408695e-06,4.4196806475976394e-10,1.9366457012104792e-12,2.48677033488058e-06,2.4638581599043955e-06,1.4119494180158468e-06,5.9261790277990235e-08,6.257359195915383e-07,1.0631090093344185e-07,9.203510138505501e-07,3.1555320272626565e-07,1.8447204956516428e-08,7.918237775840162e-09,3.796783614558179e-12,5.368541355504662e-11,3.36415208187287e-11,2.118021144792292e-11
7.68544321007969e-08,0.07664776099990829,3.76,0.0,0.61004795941144,0.9999947730416011,1.0551055588910489e-07,3.486790988611497e-07,1.3209563917020818e-05,7.698739066658498e-06,2.9801156783917455e-06,4.598465248492457e-10,1.9757403769445946e-12,2.5739101368560513e-06,2.5496435459767272e-06,1.5069122440746559e-06,6.137798739327228e-08,6.470025672790997e-07,1.1397951272426245e-07,9.823982474930405e-07,3.3531774914739316e-07,2.0063432452932774e-08,8.288054689308451e-09,4.386155272770452e-12,6.065961826592458e-11,3.572882164077151e-11,2.2793146641615205e-11
7.884068836605765e-08,0.0766477665155538,3.76,0.0,0.6100474666010237,0.9999945329179699,1.1533911869277754e-07,3.703566755482287e-07,1.3609687249956721e-05,7.818751576295101e-06,3.1591729215099804e-06,4.778209058665505e-10,2.0142858035210145e-12,2.6607111641309962e-06,2.6350592560895165e-06,1.6051190191100128e-06,6.348599448307096e-08,6.685335482147852e-07,1.2197581115709958e-07,1.0465781247228201e-06,3.556284284498536e-07,2.17786417650223e-08,8.663888969300902e-09,5.0494683333249764e-12,6.831103223505932e-11,3.7886954356934584e-11,2.4480353203257475e-11
8.082694463131841e-08,0.07664777206895416,3.76,0.0,0.6100469675240663,0.9999942884632703,1.2576885332173206e-07,3.926516434022836e-07,1.4013048350793612e-05,7.935950975987637e-06,3.3440636256969522e-06,4.958799912601215e-10,2.052288459503341e-12,2.7471199636642907e-06,2.720052851040762e-06,1.706554814056652e-06,6.558446172871997e-08,6.903277381539065e-07,1.3030208822721632e-07,1.1128816686691026e-06,3.764739875182098e-07,2.3596147111069904e-08,9.045621494049108e-09,5.793760035709986e-12,7.668243857428533e-11,4.0115889139911634e-11,2.624302271693737e-11
8.281320089657917e-08,0.07664777765986301,3.76,0.0,0.6100464621818841,0.999994039743378,1.3681650532794144e-07,4.1555406110934613e-07,1.4419631605565968e-05,8.050403195899542e-06,3.534781095953647e-06,5.140129835256906e-10,2.089754782696587e-12,2.8330865781624667e-06,2.804575389787036e-06,1.8112027804003444e-06,6.767212819984568e-08,7.123838554689163e-07,1.3896033489193182e-07,1.1812986347755994e-06,3.9784285454923405e-07,2.55192611009493e-08,9.433137558823581e-09,6.626513711543838e-12,8.581766590899185e-11,4.241555421078929e-11,2.8082323660486405e-11
8.479945716183993e-08,0.07664778328801472,3.76,0.0,0.610045950579303,0.9999937868235208,1.4849854343385723e-07,4.390536273394507e-07,1.4829419525603632e-05,8.162172620947532e-06,3.7313154173156113e-06,5.322094916650888e-10,2.126691169180833e-12,2.91856438238144e-06,2.8885812632125223e-06,1.9190442794112434e-06,6.974781764565339e-08,7.347004715449427e-07,1.4795225311731612e-07,1.251817594510607e-06,4.197231756357578e-07,2.755129280326651e-08,9.826326817907934e-09,7.555670925180187e-12,9.576153854152783e-11,4.478583819446613e-11,2.999940226991007e-11
8.678571342710069e-08,0.07664778895312568,3.76,0.0,0.6100454327244648,0.9999935297682656,1.608311501684937e-07,4.6313971543761674e-07,1.5242392874697572e-05,8.27132212701892e-06,3.933653638397037e-06,5.504595189864818e-10,2.1631039730836723e-12,3.003509926254121e-06,2.9720280349348892e-06,2.0300590052086734e-06,7.181043446409196e-08,7.572760206864906e-07,1.572792678281491e-07,1.3244260151395112e-06,4.421028493105367e-07,2.969554591998195e-08,1.0225083226420986e-08,8.589643209323158e-12,1.0655982566105396e-10,4.7226592367800604e-11,3.199538339212885e-11
8.877196969236145e-08,0.07664779465489578,3.76,0.0,0.6100449086286414,0.9999932686415034,1.7383021342721925e-07,4.87801406323756e-07,1.5658530790199247e-05,8.377913116340164e-06,4.141779946571418e-06,5.687534512378351e-10,2.198999505090266e-12,3.0878827845617894e-06,3.0548762888524964e-06,2.1442251019312535e-06,7.385895984143326e-08,7.801088095566717e-07,1.6694253870869773e-07,1.3991103357318722e-06,4.6496955914709686e-07,3.195531706356807e-08,1.0629304981941122e-08,9.737323382618809e-12,1.1825918982381368e-10,4.973763280570034e-11,3.407137132604767e-11
9.075822595762221e-08,0.07664780039300968,3.76,0.0,0.610044378306058,0.9999930035064375,1.8751131890642929e-07,5.130275196797425e-07,1.6077810898315372e-05,8.482005552016945e-06,4.355675835178886e-06,5.870820450638139e-10,2.234384031356519e-12,3.1716454128861085e-06,3.137089483157431e-06,2.2615192752674583e-06,7.589244805530784e-08,8.031970261688738e-07,1.7694297181372367e-07,1.4758560395635495e-06,4.883108045078494e-07,3.433389413210256e-08,1.103889446589704e-08,1.1008096438098524e-11,1.309071349118463e-10,5.2318742429858956e-11,3.6228450651951354e-11
9.274448222288297e-08,0.07664780616713802,3.76,0.0,0.6100438417737242,0.9999927344255725,2.0188974336771033e-07,5.388066434965354e-07,1.6500209423841913e-05,8.583657991765067e-06,4.5753202631162675e-06,6.054364167773434e-10,2.269263773631106e-12,3.2547630095965265e-06,3.2186338105577784e-06,2.3819168985840967e-06,7.79100229347156e-08,8.265387484494187e-07,1.8728123095926752e-07,1.554647723063322e-06,5.121139295234416e-07,3.683455477802083e-08,1.1453758184697677e-08,1.241184999317616e-11,1.4455195376244227e-10,5.496967296443324e-11,3.8467687049206693e-11
9.473073848814373e-08,0.07664781197693864,3.76,0.0,0.6100432990512714,0.9999924614607022,2.1698044868844579e-07,5.651271620507085e-07,1.692570129456902e-05,8.682927620850608e-06,4.800689807143986e-06,6.238080314393302e-10,2.303644908074811e-12,3.337203383639585e-06,3.2994780644649724e-06,2.505392113878398e-06,7.991087447084407e-08,8.501319523888427e-07,1.979577488689351e-07,1.6354691614461628e-06,5.363661503830757e-07,3.946056496646675e-08,1.1873806710581808e-08,1.395898429363815e-11,1.592426756468199e-10,5.769014680274267e-11,4.0790128102241726e-11
9.671699475340449e-08,0.07664781782205746,3.76,0.0,0.6100427501607976,0.9999921846729026,2.3279807665709005e-07,5.919772823779892e-07,1.7354260240582627e-05,8.77987028425776e-06,5.031758807232638e-06,6.421886922379062e-10,2.3375335639833865e-12,3.4189368279021243e-06,3.3795935109079805e-06,2.6319179277735804e-06,8.189425557267643e-08,8.739745197990047e-07,2.089727380551038e-07,1.7183033711717636e-06,5.610545810133364e-07,4.221517761928913e-08,1.2298954622173936e-08,1.566042176563255e-11,1.7502901376547408e-10,6.047985878892005e-11,4.319680409477135e-11
9.870325101866525e-08,0.07664782370212996,3.76,0.0,0.6100421951267204,0.9999919041225225,2.493569444726574e-07,6.193450593095527e-07,1.778585888868224e-05,8.874540518102634e-06,5.268499505260491e-06,6.605705301583393e-10,2.3709358241655218e-12,3.499935997926286e-06,3.4589537659423946e-06,2.7614663027716763e-06,8.385947896153069e-08,8.980642456927465e-07,2.2032620141809972e-07,1.8031326693631395e-06,5.861662572207841e-07,4.510163134084541e-08,1.2729120444738485e-08,1.752761611112959e-11,1.9196131291679267e-10,6.333847791826835e-11,4.568872879223707e-11
9.999999999999998e-08,0.07664782961678175,3.76,0.0,0.6100418294645513,0.9999917189605542,2.6057420072020993e-07,6.374859524570361e-07,1.806925930383932e-05,8.935146394810166e-06,5.4261042687645695e-06,6.725683322032918e-10,2.392483302283738e-12,3.5524089486902394e-06,3.5103458998094296e-06,2.8476603749699767e-06,8.513239646108531e-08,9.139237508511607e-07,2.279209692908166e-07,1.8595821179471073e-06,6.027828372806208e-07,4.705875653328542e-08,1.3012629082150292e-08,1.8841767043132026e-11,2.0365831906591538e-10,6.524176838347223e-11,4.7362081132452035e-11
1.0068950728392601e-07,0.07664782961678175,3.76,0.0,0.6100416339756346,0.999991619869176,2.6667104090970926e-07,6.47218419134291e-07,1.8220468852125752e-05,8.966991580310754e-06,5.510882177357694e-06,6.789459939376056e-10,2.40385772418019e-12,3.5801757957624745e-06,3.537534678331317e-06,2.8940082439689215e-06,8.58059141988947e-08,9.223988453021954e-07,2.3201794255062926e-07,1.889938730314913e-06,6.116881593704856e-07,4.8123149221929076e-08,1.3164226590129992e-08,1.9572560943717638e-11,2.1009049748401216e-10,6.626564895992532e-11,4.826690021242583e-11
1.0267576354918677e-07,0.07664783556562968,3.76,0.0,0.6100410667361776,0.9999913319717358,2.8475402311206123e-07,6.755851819473216e-07,1.8658060815902193e-05,9.057275480575637e-06,5.758875260175927e-06,6.973078402959946e-10,2.4363052508362738e-12,3.659633258756135e-06,3.615314217285154e-06,3.0295138814293515e-06,8.77329848421783e-08,9.469759607510399e-07,2.440475757388072e-07,1.9787026392148755e-06,6.376072336691529e-07,5.128293771831405e-08,1.3604199296442144e-08,2.1807797962931092e-11,2.2946801987365907e-10,6.926099400524671e-11,5.09323013842291e-11
