Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72)
4.585395685971451e-06,0.08248879842822043,3.76,0.0,0.9013738574902574,0.9995792504894656,0.0001393327655417104,3.7786507469947413e-06,0.00022563432108587143,2.930721266267311e-06,0.00021679788511924015,1.2282659789808459e-09,8.989733169497983e-13,1.8991241649016822e-06,1.8792599974133576e-06,0.0001097764886221729,2.410354905539417e-08,1.8959273984757634e-05,3.803867032637763e-05,8.273535980710475e-05,1.2417859107225047e-06,0.00010218924083178605,1.435068546061339e-06,3.163356974679118e-06,4.1543176805902567e-07,1.77473769032018e-09,6.951376342467259e-08,1.0070691425319134e-09,2.1225657257533112e-07,1.2245159623858462e-07,4.132701283097132e-11,4.851142489837899e-10,6.446139251340735e-13,0.0001279802765348165,2.044906475921472e-15,2.2286205158339066e-11,2.1471683038980436e-09,1.7830360091393375e-09,5.017331146126079e-09,9.340789790044055e-12,7.809987391219916e-19,2.7288847354914926e-14,2.2875597846695826e-14,1.274478304378746e-09,2.528423333802452e-15,1.6705465747843793e-11,1.050733903834518e-09,6.735135241211217e-16,2.0524621551133735e-14,4.306515921771867e-15,9.997211078108696e-12,8.872482096459211e-08,6.093169121077955e-14
4.788215433843078e-06,0.08248891415832797,3.76,0.0,0.9013462449820028,0.9995607846245242,0.00015083713341998865,3.923742113972475e-06,0.0002359144231693464,2.9304306700908015e-06,0.00022670741741589981,1.2281196265466832e-09,8.988662404431747e-13,1.9088076546443725e-06,1.8783816091687882e-06,0.00011483873464043403,2.409266544971975e-08,1.98314782154323e-05,3.9794274170329586e-05,8.678066240262417e-05,1.2673737416628065e-06,0.00011188782072487116,1.592316072582701e-06,3.623897024409381e-06,4.5450028090781964e-07,1.8558280493480756e-09,7.947967174557308e-08,1.2042745799280632e-09,2.3549728646988887e-07,1.4014199718924026e-07,4.942610715168947e-11,5.446238876122131e-10,7.231233342216221e-13,0.00012797791229444136,2.3459164436141693e-15,2.370526315430794e-11,2.3061472825706633e-09,2.0172156188155164e-09,5.252660597446574e-09,1.0032885121600505e-11,9.122037929041328e-19,3.1127942511154566e-14,2.6048804921920148e-14,1.3184033650130706e-09,3.0245641193441446e-15,1.899859249482312e-11,1.1044683409980472e-09,7.833325112485463e-16,2.245212848559021e-14,4.91332726997808e-15,1.0883811717598459e-11,9.722576252583834e-08,7.176033692779563e-14
4.970753206927542e-06,0.08248901819877152,3.76,0.0,0.9013209818170885,0.9995437973337284,0.00016156108148454321,4.053635906642679e-06,0.0002451768950039255,2.9301704424066716e-06,0.0002355874490026277,1.2279879136661654e-09,8.987699103116719e-13,1.9174908223002463e-06,1.877594808731165e-06,0.00011939425792400124,2.408293244171994e-08,2.0616580174303646e-05,4.136753623834347e-05,9.043867177425049e-05,1.2903097778817744e-06,0.00012098650708046424,1.743463146048541e-06,4.074211261273156e-06,4.911133860621555e-07,1.9284897999449195e-09,8.934627069725824e-08,1.4047797453124507e-09,2.577269876236494e-07,1.574317131621721e-07,5.766139754804082e-11,6.018820691933032e-10,7.986271443501773e-13,0.0001279757373598411,2.641027956414181e-15,2.4988778658100218e-11,2.4484038257294206e-09,2.245265237466917e-09,5.463565969398301e-09,1.0652184476041141e-11,1.0432490138585311e-18,3.49002507622501e-14,2.916113314312821e-14,1.360200163877295e-09,3.5347070005774706e-15,2.1230162486737807e-11,1.1528182287519963e-09,8.929789127911798e-16,2.4253187452270455e-14,5.509673411828514e-15,1.1711514941845238e-11,1.0522720376782755e-07,8.270492087151989e-14
5.153290980012007e-06,0.08248912211805784,3.76,0.0,0.9012953305538461,0.9995264635743116,0.0001726337178370039,4.182836449317296e-06,0.00025444962598728107,2.9299115205923657e-06,0.0002444280351259446,1.2278562605178329e-09,8.986736485033722e-13,1.9261407924512088e-06,1.8768118102213494e-06,0.00012394931091940962,2.407326188625831e-08,2.1401711352205155e-05,4.2933852259079306e-05,9.411293816393346e-05,1.3131501440012424e-06,0.0001304341298413173,1.9039824480313396e-06,4.5596905656589375e-06,5.290933702376812e-07,2.000824789217994e-09,1.0011857113326339e-07,1.6286910170940869e-09,2.812282030158049e-07,1.7606507210069642e-07,6.685868684620676e-11,6.627252943548226e-10,8.788252748428096e-13,0.0001279735180653111,2.9600198350479946e-15,2.6276666899556628e-11,2.589404304186464e-09,2.4902241330681482e-09,5.673557605956798e-09,1.1266015206407943e-11,1.1873350043513998e-18,3.8986498994820086e-14,3.2526731846750797e-14,1.4043212904245438e-09,4.1111298319263725e-15,2.362605241164432e-11,1.2011478988615783e-09,1.013526173318194e-15,2.6115579658311993e-14,6.155738705151523e-15,1.2566933734120424e-11,1.1356244791157552e-07,9.486917281339015e-14
5.335828753096471e-06,0.08248922590614531,3.76,0.0,0.901269293367288,0.9995087855485726,0.0001840531457285124,4.3113050889454535e-06,0.00026373301900984013,2.9296539668103918e-06,0.00025322640730919105,1.2277247081826485e-09,8.985774807104578e-13,1.934754809106312e-06,1.8760328496703778e-06,0.00012850389534367976,2.406365707089712e-08,2.2186791999053482e-05,4.449272875075084e-05,9.78033859368669e-05,1.3358876880142359e-06,0.00014022907487320035,2.0741094340639564e-06,5.081484093912125e-06,5.684320595028139e-07,2.0728103105292355e-09,1.1185169166860934e-07,1.877563854533515e-09,3.0602646762432235e-07,1.9608673932835768e-07,7.708193564440402e-11,7.272278003856769e-10,9.638138922104779e-13,0.000127971254692816,3.3038014625107536e-15,2.756751114144165e-11,2.7287332877201094e-09,2.75256395479116e-09,5.8825697534506755e-09,1.1872565596339325e-11,1.3452055801877952e-18,4.339922266110086e-14,3.615511511247606e-14,1.4509357080481851e-09,4.7599438623619914e-15,2.6191342651847233e-11,1.2494485362722214e-09,1.145621408991288e-15,2.8037803388924832e-14,6.853515218351827e-15,1.3449577479189843e-11,1.2223303753977424e-07,1.0833459470399658e-13
5.518366526180936e-06,0.08248932955322506,3.76,0.0,0.9012428725475509,0.9994907655584051,0.00019581736502456836,4.439004116624332e-06,0.00027302746928903175,2.9293978418288797e-06,0.0002619798526900757,1.2275932901870835e-09,8.984814296618697e-13,1.9433301657412925e-06,1.8752581577253742e-06,0.00013305801305505226,2.4054121204204252e-08,2.2971742440447148e-05,4.604368202487008e-05,0.00010150993427516631,1.3585153951106753e-06,0.00015036961981912067,2.254069626948292e-06,5.640710678869533e-06,6.091210130628649e-07,2.1444241164017652e-09,1.2460211383565952e-07,2.152963436412079e-09,3.3214627183630394e-07,2.1754041157349907e-07,8.839550173665176e-11,7.954607053097116e-10,1.0536850807430153e-12,0.00012796894753707095,3.6732732394831865e-15,2.8860074172310296e-11,2.86601790057777e-09,3.032715551983165e-09,6.090537969626584e-09,1.2470209313194556e-11,1.5176116010260499e-18,4.815043104395109e-14,4.005532944481856e-14,1.5002093575630682e-09,5.487559550344165e-15,2.893099072780047e-11,1.2977118618948825e-09,1.289920420697972e-15,3.0018288030505535e-14,7.60491178811332e-15,1.4358930406256027e-11,1.3124045604100544e-07,1.2318278331298292e-13
5.7009042992654e-06,0.08248943304972765,3.76,0.0,0.9012160704969918,0.9994724060024022,0.0002079242747781704,4.565896806472697e-06,0.00028233336394177056,2.9291432049539184e-06,0.00027068571708251425,1.2274620373790425e-09,8.983855169144081e-13,1.95186420846311e-06,1.8744879594140084e-06,0.0001376116660502111,2.4044657413233452e-08,2.375648314192984e-05,4.758623873564862e-05,0.00010523249728113345,1.381026395778524e-06,0.0001608539363538143,2.4440783695209437e-06,6.238457551770519e-06,6.511515416298817e-07,2.2156444436089972e-09,1.3842762391706286e-07,2.456459889449897e-09,3.596110358238061e-07,2.4046877753884196e-07,1.0086394339476406e-10,8.674919520879104e-10,1.148526770292089e-12,0.0001279665969051724,4.06932568900701e-15,3.015330063294743e-11,3.0009284550228882e-09,3.331068199422659e-09,6.297399197001868e-09,1.3057508188462849e-11,1.705309464730323e-18,5.325156716051703e-14,4.42359245293948e-14,1.5523056965527104e-09,6.30067919067531e-15,3.184982583027576e-11,1.3459301437437871e-09,1.447086409415818e-15,3.20553979126646e-14,8.411747585988625e-15,1.5294452876152982e-11,1.4058612634069681e-07,1.3949502163216038e-13
5.883442072349865e-06,0.0824895363863374,3.76,0.0,0.901188889727166,0.9994537093728728,0.00022037167590715554,4.691947451791039e-06,0.00029165108157935913,2.928890113958376e-06,0.000279341407878219,1.2273309799262159e-09,8.982897635793607e-13,1.9603543390181015e-06,1.8737224739070984e-06,0.0001421648564613862,2.403526874076259e-08,2.4540934772486757e-05,4.9119936401134e-05,0.00010897098408641839,1.4034139733986914e-06,0.00017168009255790677,2.644340600380769e-06,6.875779141989352e-06,6.945147263275855e-07,2.2864500369400623e-09,1.5338725347816925e-07,2.7896236065978205e-09,3.8844308620417605e-07,2.6491348099471476e-07,1.1455182636176983e-10,9.4338625609799e-10,1.248422668540639e-12,0.00012796420311621682,4.492838583408402e-15,3.144631703781843e-11,3.1331785366432323e-09,3.6479693724923734e-09,6.503091832246766e-09,1.3633212607990409e-11,1.909059577682811e-18,5.871347611612418e-14,4.870493109246561e-14,1.6073860178500042e-09,7.206288253721569e-15,3.4952543631480194e-11,1.3940962045396323e-09,1.6177886687237846e-15,3.414743634167067e-14,9.275747029592886e-15,1.6255582726465098e-11,1.502714096859662e-07,1.5735188564202576e-13
6.065979845434329e-06,0.08248963955400067,3.76,0.0,0.9011613328557003,0.9994346782527718,0.00023315727396613123,4.817121398647714e-06,0.00030098099192506846,2.928638625019151e-06,0.00028794439678495005,1.2272001471468414e-09,8.981941902489401e-13,1.968798017653937e-06,1.8729619143017917e-06,0.00014671758655330797,2.4025958142629287e-08,2.5325018267153617e-05,5.0644323895434126e-05,0.00011272529896663658,1.4256715714517174e-06,0.00018284605540271534,2.8550506524836598e-06,7.5536959555079056e-06,7.392014379957029e-07,2.3568201716209285e-09,1.69541218726277e-07,3.1540206739756584e-09,4.186636349863108e-07,2.90915086382763e-07,1.2952353533149383e-10,1.0232050564855922e-09,1.353452198464034e-12,0.00012796176650090558,4.944680098499995e-15,3.2738429714354365e-11,3.2625245948559394e-09,3.983725020750311e-09,6.707555791564713e-09,1.41962597449079e-11,2.1296248345569917e-18,6.454638209819724e-14,5.346984589228123e-14,1.6656095926619626e-09,8.211645619423664e-15,3.8243701387237604e-11,1.4422034258997183e-09,1.802701273452138e-15,3.62926497021028e-14,1.0198536073760151e-14,1.7241736645553655e-11,1.6029760448514939e-07,1.7683287194821152e-13
6.248517618518794e-06,0.0824897425439363,3.76,0.0,0.9011334026030657,0.9994153153125577,0.0002462786820088365,4.9413850768416444e-06,0.0003103234554553766,2.9283887926636984e-06,0.00029649222239378463,1.2270695669350869e-09,8.980988167742613e-13,1.9771927658288414e-06,1.8722064874284925e-06,0.00015126985872000932,2.401672848523219e-08,2.610865488861638e-05,5.2158961910653876e-05,0.00011649534146129112,1.4477928003572028e-06,0.00019434969334237615,3.076392075287224e-06,8.273193535433509e-06,7.852023568067288e-07,2.426734674326946e-09,1.8695085876114352e-07,3.5512084222185983e-09,4.502927608793266e-07,3.1851304700744627e-07,1.458430905607122e-10,1.1070064719794195e-09,1.4636904417407535e-12,0.00012795928740114322,5.425705996558588e-15,3.4029120761754943e-11,3.388765064551922e-09,4.3386003157325145e-09,6.910732571887707e-09,1.4745769747124762e-11,2.3677691002902646e-18,7.075987396068363e-14,5.853762371612498e-14,1.7271336690058584e-09,9.324272814976484e-15,4.172771334955471e-11,1.4902457488640448e-09,2.0025017615497726e-15,3.8489231635374096e-14,1.1181639854773168e-14,1.825231157471404e-11,1.7066594520448136e-07,1.9801605052676048e-13
6.431055391603258e-06,0.08248984534764417,3.76,0.0,0.9011051017892611,0.9993956233069777,0.0002597334235317189,5.064706028159536e-06,0.0003196788230651612,2.9281406697191733e-06,0.00030498249257297517,1.2269392659517818e-09,8.980036623266691e-13,1.9855361687569864e-06,1.8714563936701855e-06,0.00015582167548149945,2.4007582543103253e-08,2.68917662876849e-05,5.366342338812316e-05,0.00012028100649858361,1.4697714438808456e-06,0.00020618877900422544,3.3085374803273915e-06,9.035221505396049e-06,8.32507992059758e-07,2.4961739427635524e-09,2.0567857284664575e-07,3.982731119307928e-09,4.833493929624176e-07,3.477456758035494e-07,1.6357397032288268e-10,1.1948452617716156e-09,1.5792080888959957e-12,0.00012795676616962802,5.936758836148602e-15,3.531804226587661e-11,3.5117390764342102e-09,4.712820817291941e-09,7.112565307813993e-09,1.528104013065744e-11,2.624255679948279e-18,7.736289870422766e-14,6.391467574203875e-14,1.7921133743651773e-09,1.055194244470551e-14,4.540884650174869e-11,1.5382176706932688e-09,2.21786980728271e-15,4.073532737704186e-14,1.2226481595210364e-14,1.92866861530205e-11,1.8137760132279817e-07,2.2097774730884696e-13
6.613593164687723e-06,0.0824899479569134,3.76,0.0,0.9010764333304129,0.9993756050717989,0.0002735189354911914,5.187052931868868e-06,0.00032904743575728796,2.9278943072622526e-06,0.00031341288668489884,1.2268092702003722e-09,8.979087456015262e-13,1.9938258777828436e-06,1.8707118267907451e-06,0.00016037303948032163,2.3998522996542344e-08,2.7674274562526065e-05,5.5157293918258486e-05,0.00012408218452477892,1.4916014650550973e-06,0.00021836099197019944,3.5516484103039883e-06,9.84069269720613e-06,8.811087020349071e-07,2.565118963792399e-09,2.257877568223645e-07,4.450115819107009e-09,5.178512967330764e-07,3.7865011869177284e-07,1.8277893979237516e-10,1.2867727919112137e-09,1.700071396694049e-12,0.00012795420316943064,6.478667211345545e-15,3.6605008978278086e-11,3.6313248047426182e-09,5.106574011195647e-09,7.31299882421758e-09,1.580153859167078e-11,2.899845817675032e-18,8.436376231171389e-14,6.96068738325859e-14,1.8607015529530622e-09,1.1902665971872448e-14,4.9291216629362595e-11,1.5861142381804263e-09,2.4494859034263734e-15,4.302903810782143e-14,1.3334382689970094e-14,2.0344222175905976e-11,1.924336763455748e-07,2.457922592542081e-13
6.796130937772187e-06,0.08249005036382981,3.76,0.0,0.901047400235304,0.9993552635204838,0.0002876325713868196,5.308395627474811e-06,0.00033842962435688646,2.9276497545733392e-06,0.00032178115762355406,1.2266796052744696e-09,8.978140849012659e-13,2.002059612585281e-06,1.8699729737788644e-06,0.0001649239534779931,2.398955242941239e-08,2.8456102316549367e-05,5.664017210856273e-05,0.00012789876163777007,1.513277011626571e-06,0.00023086392164182594,3.8058752316180735e-06,1.0690482363635374e-05,9.309947137906693e-07,2.6335513300811723e-09,2.4734273878340295e-07,4.954868377984076e-09,5.538150625368886e-07,4.1126233051992304e-07,2.0351988686401847e-10,1.3828370074760162e-09,1.8263421531089088e-12,0.00012795159877356852,7.0522450231610756e-15,3.788998968679323e-11,3.74743750648402e-09,5.520011164808854e-09,7.511979684510035e-09,1.6306894471620035e-11,3.195297220247328e-18,9.177013754971316e-14,7.561956037869442e-14,1.9330485551390296e-09,1.3384681014679933e-14,5.3378784738019574e-11,1.6339310379194725e-09,2.698030056453161e-15,4.536842530430023e-14,1.4506563885969714e-14,2.142426605902584e-11,2.0383520687938328e-07,2.725316038125808e-13
6.978668710856652e-06,0.08249015256078261,3.76,0.0,0.9010180056018372,0.9993346016408233,0.0003020716044035197,5.42870513475805e-06,0.0003478257092506025,2.927407059097138e-06,0.0003300851336701136,1.2265502961775227e-09,8.977196980612353e-13,2.010235163210814e-06,1.8692400147114671e-06,0.00016947442035133013,2.3980673327155057e-08,2.923717271484565e-05,5.811166991931045e-05,0.0001317306197245305,1.5347924210564423e-06,0.00024369507018220504,4.071357050329995e-06,1.1585427477172866e-05,9.82156142798745e-07,2.701453255251205e-09,2.704087141500599e-07,5.498469649773102e-09,5.912560963837261e-07,4.4561705359192096e-07,2.2585766533489203e-10,1.4830824106887224e-09,1.9580776501283208e-12,0.00012794895336457832,7.658290782720487e-15,3.917309748757461e-11,3.860027302111937e-09,5.95324945157822e-09,7.70945623451844e-09,1.6796889093614457e-11,3.511362576957457e-18,9.958907808325269e-14,8.195756307906053e-14,2.00930198843596e-09,1.500643830057931e-14,5.767535382849575e-11,1.6816641838983066e-09,2.964180488915644e-15,4.775151522564969e-14,1.574414747113746e-14,2.2526150330888924e-11,2.1558316176793726e-07,3.012653037385183e-13
7.161206483941116e-06,0.08249025454047045,3.76,0.0,0.90098825261344,0.9993136224915344,0.0003168332306056148,5.547953671089397e-06,0.0003572360001509876,2.9271662664079026e-06,0.0003383227201651721,1.2264213671011882e-09,8.976256023608932e-13,2.018350391931901e-06,1.8685131226337826e-06,0.00017402444308866878,2.397188807500768e-08,3.0017409539086855e-05,5.95714129666558e-05,0.0001355776366021249,1.5561422250686776e-06,0.00025685185552796385,4.348221651374021e-06,1.2526326115131973e-05,1.0345830123117863e-06,2.768807587519114e-09,2.9505168025243196e-07,6.08237186827411e-09,6.301886131414051e-07,4.817477987735369e-07,2.4985194583197304e-10,1.5875500451073445e-09,2.0953306644948782e-12,0.00012794626733407657,8.297586946361536e-15,4.0454579181139e-11,3.969076749781097e-09,6.4063742926530014e-09,7.905378641946877e-09,1.72714451984488e-11,3.8487881260969624e-18,1.0782703810549814e-13,8.862521398214427e-14,2.0896064407315056e-09,1.6776588422302456e-14,6.218456603712631e-11,1.7293103026878535e-09,3.2486123622965324e-15,5.017630336373967e-14,1.7048160361120107e-14,2.3649195125584904e-11,2.276784412906466e-07,3.320602079544922e-13
7.343744257025581e-06,0.08249035629590656,3.76,0.0,0.9009581445354226,0.999292329198827,0.0003319145721754308,5.666114666026574e-06,0.0003666607958860822,2.9269274201778035e-06,0.00034649190099713404,1.226292841415603e-09,8.975318145138634e-13,2.026403234926712e-06,1.8677924634533505e-06,0.00017857402478599598,2.3963198956391423e-08,3.079673724080028e-05,6.101904079302887e-05,0.00013943968616193713,1.5773211537237963e-06,0.00027033161446391336,4.636585460768936e-06,1.35139369311211e-05,1.088265272364245e-06,2.835597821828415e-09,3.213383705569839e-07,6.707995225326671e-09,6.706256320877463e-07,5.19686829154615e-07,2.755610748092352e-10,1.696277485996359e-09,2.2381494464982203e-12,0.00012794354108231984,8.970899284922957e-15,4.1734804007401646e-11,4.0745982641145826e-09,6.879441865008558e-09,8.099698931417133e-09,1.7730615700671047e-11,4.208312269572652e-18,1.164898968026515e-13,9.562637224315749e-14,2.1741031875028e-09,1.87039685321692e-14,6.69099001476978e-11,1.7768665164935782e-09,3.55199652994079e-15,5.2640758805158645e-14,1.841953794063041e-14,2.4792709657248614e-11,2.4012187642442956e-07,3.6498034845886273e-13
7.526282030110045e-06,0.08249045782042343,3.76,0.0,0.9009276847112926,0.9992707249529508,0.00034731268068898636,5.7831627732252594e-06,0.000376100384214135,2.9266905621491343e-06,0.0003545907399069231,1.2261647417803456e-09,8.974383507032397e-13,2.03439170378049e-06,1.8670781958491265e-06,0.00018312316864299607,2.395460815149449e-08,3.157508099293666e-05,6.245420710483598e-05,0.00014331663851675997,1.5983241390118091e-06,0.0002841316057529538,4.936553530467527e-06,1.4548978712518219e-05,1.1431928183114363e-06,2.90180811046426e-09,3.4933618866460383e-07,7.376724651229059e-09,7.125789747917878e-07,5.594651462379345e-07,3.030419418963902e-10,1.8092988369339824e-09,2.386577716954634e-12,0.00012794077501776706,9.678976288081243e-15,4.301425192878685e-11,4.176631429388986e-09,7.3724817262377475e-09,8.292371015121722e-09,1.8174571982377473e-11,4.590664188563118e-18,1.2558298695469654e-13,1.0296445000100403e-13,2.2629298930085745e-09,2.0797589103844446e-14,7.185466947896759e-11,1.824330424405241e-09,3.874998313733251e-15,5.514282871347851e-14,1.9859128561811426e-14,2.5955993708894105e-11,2.529142281693432e-07,4.0008683260703857e-13
7.70881980319451e-06,0.08249055910767651,3.76,0.0,0.9008968765590416,0.9992488130047261,0.0003630245404214929,5.899073879707592e-06,0.00038555504166332664,2.926455732111414e-06,0.0003626173816097537,1.2260370901905513e-09,8.973452265935556e-13,2.04231388680993e-06,1.8663704711975175e-06,0.0001876718779590197,2.3946117736089792e-08,3.235236673965811e-05,6.387657997758287e-05,0.00014720836015039675,1.619146317975511e-06,0.0002982490133139031,5.248219545427521e-06,1.5632130023320617e-05,1.1993555088205656e-06,2.9674232721660042e-09,3.7911314220889683e-07,8.08990680277584e-09,7.56059265288149e-07,6.011124786193627e-07,3.323498558235202e-10,1.9266447326493897e-09,2.54065467229573e-12,0.0001279379695566316,1.0422548603248368e-14,4.4293501660782635e-11,4.275240253565167e-09,7.885499509421827e-09,8.483350719130826e-09,1.8603591929087698e-11,4.996562519581396e-18,1.3511112686861015e-13,1.1064244068117707e-13,2.3562203118483184e-09,2.3066620877303433e-14,7.702202015009036e-11,1.8717000822133955e-09,4.218276311488103e-15,5.76804427381272e-14,2.1367698601659658e-14,2.7138339111755022e-11,2.6605618693848045e-07,4.374377693809559e-13
7.891357576278975e-06,0.0824906601516473,3.76,0.0,0.9008657235674016,0.9992265966620709,0.00037904707167560494,6.0138251125344265e-06,0.0003950250333962879,2.926222967883124e-06,0.0003705700527353392,1.225909907922183e-09,8.972524573062265e-13,2.0501679502108624e-06,1.8656694335149081e-06,0.00019222015612898577,2.393772968057756e-08,3.312852124428e-05,6.528584202863513e-05,0.00015111471406943253,1.6397830353738375e-06,0.00031268094944007357,5.571665852425457e-06,1.676402893147115e-05,1.2567431832362663e-06,3.0324287997518016e-09,4.1073777678134693e-07,8.848847262817627e-09,8.010759325016928e-07,6.446572731184161e-07,3.635384290731662e-10,2.0483423480326683e-09,2.7004149976500553e-12,0.0001279351251224347,1.1202328509788372e-14,4.557321863388122e-11,4.370510405967431e-09,8.41847964492985e-09,8.672595805393068e-09,1.9018047892473096e-11,5.426714104072721e-18,1.4507865490354333e-13,1.1866294910838862e-13,2.4541039948453294e-09,2.552038208910299e-14,8.24149297243299e-11,1.9189739811339935e-09,4.582481247586133e-15,6.025151723535415e-14,2.2945937920776986e-14,2.833903118342671e-11,2.795483720124549e-07,4.770882278059447e-13
8.07389534936344e-06,0.08249076094664581,3.76,0.0,0.9008342292920898,0.9992040792865244,0.00039537713412553114,6.127394842932831e-06,0.00040451061309912514,2.9259923052973572e-06,0.00037844706258852265,1.2257832154658293e-09,8.971600573914236e-13,2.057952139029419e-06,1.8649752194152079e-06,0.00019676800663922538,2.392944584923285e-08,3.390347213530746e-05,6.668169055794646e-05,0.00015503555995683736,1.6602298458858941e-06,0.0003274244580515158,5.9069635100724666e-06,1.7945272819489065e-05,1.3153456782522094e-06,3.096810866259381e-09,4.442791100072979e-07,9.654807954006299e-09,8.476372148726426e-07,6.901266883125531e-07,3.966594713702738e-10,2.1744154132277754e-09,2.8658888879003415e-12,0.00012793224214556698,1.2019009429701447e-14,4.685414304973314e-11,4.4625464772888275e-09,8.971388069982503e-09,8.860065989483169e-09,1.9418394748169683e-11,5.881812738878532e-18,1.5548946589489072e-13,1.2702822290177118e-13,2.556706002571548e-09,2.816832607632223e-14,8.803620622952119e-11,1.966151025735492e-09,4.968254862626427e-15,6.285395960286144e-14,2.4594465613867793e-14,2.955735016539084e-11,2.933913310586644e-07,5.190902253230894e-13
8.256433122447906e-06,0.0824908614873121,3.76,0.0,0.9008023973520416,0.9991812642897805,0.0004120115301702209,6.23976268793778e-06,0.0004140120228945835,2.9257637781913055e-06,0.00038624680373292253,1.22565703251345e-09,8.970680408199907e-13,2.0656647779584195e-06,1.864287958082045e-06,0.000201315433063279,2.3921267999669454e-08,3.467714795051474e-05,6.80638376572068e-05,0.00015897075432706368,1.6804825158561003e-06,0.00034247651797389894,6.254172359424857e-06,1.917641827695097e-05,1.3751528438289343e-06,3.1605563296337233e-09,4.798065658942551e-07,1.050900476829265e-08,8.95750167125025e-07,7.375465904221449e-07,4.3176289208468484e-10,2.3048842346950735e-09,3.037102076497541e-12,0.0001279293210628403,1.2873265474677232e-14,4.813707817972866e-11,4.551469296576489e-09,9.544174890718905e-09,9.045722954174174e-09,1.9805158202531697e-11,6.3625379948115345e-18,1.6634704878850358e-13,1.3574018460157038e-13,2.664146629906947e-09,3.102002932990107e-14,9.388848755185817e-11,2.0132305113374908e-09,5.376228842916954e-15,6.548567252576229e-14,2.631383598678818e-14,3.079257264620219e-11,3.075855397153713e-07,5.634927436582275e-13
8.438970895532371e-06,0.08249096176861748,3.76,0.0,0.9007702314256418,0.9991581551302314,0.0004289470082889742,6.350909509614885e-06,0.0004235294932788969,2.92553741839988e-06,0.00039396775240075195,1.2255313779787436e-09,8.969764209884609e-13,2.0733042719619483e-06,1.863607771256009e-06,0.0002058624390576538,2.3913197782520367e-08,3.544947817902172e-05,6.943201028795499e-05,0.00016292015068230327,1.7005370245882747e-06,0.0003578340462370671,6.613341114522018e-06,2.0457981073103803e-05,1.436154558306867e-06,3.2236527359943187e-09,5.173899095714185e-07,1.141260541269695e-08,9.454206691145983e-07,7.869415514872011e-07,4.68896611557132e-10,2.439765722104928e-09,3.2140758717770596e-12,0.0001279263623170414,1.3765751029337809e-14,4.9422879037977946e-11,4.63741333550711e-09,1.013677696575141e-08,9.229530358925547e-09,2.0178923478634006e-11,6.869554137138155e-18,1.776545248785822e-13,1.448004639899425e-13,2.7765411446819516e-09,3.408518006028502e-14,9.997424119777097e-11,2.0602121011418965e-09,5.807023802148135e-15,6.814455792035306e-14,2.8104544625039058e-14,3.204397292272927e-11,3.2213140124049747e-07,6.103417694770209e-13
8.621508668616837e-06,0.08249106178586448,3.76,0.0,0.9007377352469628,0.9991347553095337,0.00044618026639299405,6.4608174119392975e-06,0.0004330632430818089,2.9253132557534876e-06,0.0004016084687324994,1.2254062700052616e-09,8.968852107203178e-13,2.080869106731164e-06,1.8629347732368002e-06,0.00021040902835755022,2.3905236741326244e-08,3.622039330132929e-05,7.078595032928779e-05,0.00016688359966957354,1.7203895652008165e-06,0.0003734939013864475,6.984507472132136e-06,2.179043620765384e-05,1.4983407426724932e-06,3.286088321495396e-09,5.570991825362045e-07,1.2366727470810963e-08,9.966534366865312e-07,8.383348497718634e-07,5.081064813234423e-10,2.5790734208961755e-09,3.396827200699969e-12,0.00012792336635650134,1.4697100371220014e-14,5.071244153864462e-11,4.720524225764119e-09,1.0749120384610274e-08,9.411453845381198e-09,2.0540324492805116e-11,7.403509042448529e-18,1.8941468607352274e-13,1.542104301662341e-13,2.8939995426279104e-09,3.737356732537806e-14,1.0629576441694563e-10,2.107095803344099e-09,6.261248314505697e-15,7.082852099231466e-14,2.996703444534337e-14,3.331082434475226e-11,3.370292462248961e-07,6.596803569402852e-13
