Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179)
1.6006016921433072e-08,0.0958841830570371,3.76,0.0,0.5508376709938073,0.9994203266942325,4.874545347062824e-06,4.199812435355061e-05,0.0027206304290769766,0.002142584427808026,0.0002341670744357244,9.020830216572285e-09,7.871548822556135e-10,0.0003454094875610282,0.0003979395375620461,0.0001014056254516401,2.2933463846196372e-05,3.778205269832099e-05,2.1751964192836407e-07,0.00011059359699486572,3.7112575346679485e-05,4.3341114403980667e-07,2.1886866472099645e-07,7.657613910230257e-10
1.6497617663258826e-08,0.09588579567826302,3.76,0.0,0.5507380570302721,0.9993866772237651,5.451340733962157e-06,4.546943786363268e-05,0.0028089298117364063,0.0021945189547178,0.00025286062508767047,9.391661715434307e-09,8.068378299935969e-10,0.0003615409026739906,0.0004180940550291001,0.00011015617316204785,2.4239311807971285e-05,3.899344778092847e-05,2.360348888678993e-07,0.00011974301881013068,4.0031062975787694e-05,4.803232007203994e-07,2.3356897383618044e-07,9.170958434480363e-10
1.698921840508458e-08,0.09588741563023774,3.76,0.0,0.5506375475275068,0.9993521751189995,6.074877701207113e-06,4.9097591895986726e-05,0.0028976280872350956,0.002245747789678696,0.0002724639223734173,9.761658163285748e-09,8.262650279260154e-10,0.00037777233442895996,0.0004384960885578007,0.0001193452209499623,2.556584217554112e-05,4.020838546769735e-05,2.5552807140843167e-07,0.0001293086754424342,4.306572382132444e-05,5.309252906697746e-07,2.490213510237122e-07,1.0931602098505126e-09
1.7480819146910335e-08,0.09588904300115328,3.76,0.0,0.5505361306520381,0.9993168287343731,6.747215335675695e-06,5.288317730963752e-05,0.0029867317762052666,0.002296280207492211,0.00029298871206916903,1.0130569422771781e-08,8.454389814251494e-10,0.00039409088448193343,0.0004591306878338633,0.00012897827806326284,2.691193347255916e-05,4.1426860356706505e-05,2.7601427125134006e-07,0.00013929268830085355,4.621582957973561e-05,5.853937442194583e-07,2.652822168208608e-07,1.2971430270870938e-09
1.797241988873609e-08,0.09589067787358503,3.76,0.0,0.5504337952606192,0.9992806464279204,7.470418593304548e-06,5.682663972469016e-05,0.003076247061629154,0.0023461253584963412,0.00031444604421810576,1.049816499954637e-08,8.643622138962915e-10,0.0004104842389486708,0.00047998333555526176,0.0001390605432983058,2.8276495013616545e-05,4.264886323337148e-05,2.975077192824791e-07,0.00014969684129747526,4.948054064686505e-05,6.439070596521426e-07,2.824134673409959e-07,1.5325313606205293e-09
1.8464020630561844e-08,0.09589232032466322,3.76,0.0,0.5503305308787838,0.999243636557187,8.246556408002304e-06,6.092828508548963e-05,0.0031661797982303072,0.0023952922702942534,0.00033684629425552535,1.0864232755368688e-08,8.830372632785245e-10,0.0004269406467728572,0.000501039937466231,0.0001495969133673572,2.9658466275344473e-05,4.387438125335892e-05,3.200218210342559e-07,0.00016052259584219415,5.285891326587127e-05,7.066457694377951e-07,3.004827404326945e-07,1.803127544005223e-09
1.89556213723876e-08,0.09589397042622845,3.76,0.0,0.5502263276799885,0.9992058074753354,9.077699873784703e-06,6.518828504995953e-05,0.003256535521668305,0.0024437898494572294,0.00036019918354968474,1.1228577702719431e-08,9.014666788032209e-10,0.00044344889885002814,0.0005222868126008104,0.0001605919910779248,3.105681627058015e-05,4.5103398118745854e-05,3.4356918149074177e-07,0.00017177110529475477,5.634990636659193e-05,7.737923105295689e-07,3.195636806132287e-07,2.1130660937441232e-09
1.9447222114213354e-08,0.09589562824498869,3.76,0.0,0.5501211764653224,0.99916716752743,9.965920497683817e-06,6.960668221111088e-05,0.0033473194575386637,0.0024916268832023696,0.00038451379937359993,1.1591020875459564e-08,9.196530179907643e-10,0.0004599983078772379,0.0005437106837296037,0.00017205009332996082,3.247054292926946e-05,4.633589424767869e-05,3.6816162923519147e-07,0.00018344322889452786,5.995238810871565e-05,8.455308986019877e-07,3.3973620214347207e-07,2.4668307693191156e-09
1.9938822856039108e-08,0.09589729384267028,3.76,0.0,0.5500150686437755,0.9991277250468971,1.0913288520984124e-05,7.418339515670365e-05,0.003438536530182346,0.0025388120410455607,0.00040979861432562277,1.1951398270479378e-08,9.375988438684668e-10,0.0004765786888991523,0.0005652986680034687,0.0001839752589368475,3.389867248711997e-05,4.757184693778347e-05,3.938102399557384e-07,0.00019553954518813837,6.3665142140891e-05,9.2204740611081e-07,3.610867496251004e-07,2.869271747786933e-09
2.0430423597864863e-08,0.09589896727616644,3.76,0.0,0.5499079962130454,0.9990874883521546,1.1921871306972798e-05,7.891822337150039e-05,0.003530191371308461,0.0025853538764300478,0.0004360615052124732,1.2309559856402873e-08,9.553067223980724e-10,0.0004931803405286632,0.0005870382677898284,0.00019637125627423814,3.534025888203229e-05,4.881123052351595e-05,4.205253593248474e-07,0.00020806036496998935,6.74868735849994e-05,1.0035292440866576e-06,3.837085555615431e-07,3.3256228858133384e-09
2.0922024339690617e-08,0.09590064859768235,3.76,0.0,0.5497999517408719,0.9990464657434021,1.2993731793246864e-05,8.381085198689023e-05,0.0036222883284334822,0.0026312608283309826,0.00046330977140895583,1.2665368645360371e-08,9.727792200995558e-10,0.0005097940268188607,0.0006089173616969656,0.00020924159076111568,3.6794383158899486e-05,5.00540165276516e-05,4.4831662526531986e-07,0.00022100574375170294,7.141621475538438e-05,1.0901652475664378e-06,4.0770189433517445e-07,3.841519041584454e-09
2.141362508151637e-08,0.09590233785487633,3.76,0.0,0.5496909283468874,0.9990046654995707,1.413092700656329e-05,8.886085638278436e-05,0.0037148314731399643,0.0026765412228363645,0.0004915501527086204,1.3018699823856735e-08,9.900189018571935e-10,0.000526410959762815,0.0006309241957815898,0.000222589512177484,3.826015288375509e-05,5.130017380712027e-05,4.771929896136025e-07,0.00023437549377685872,7.545173062304207e-05,1.1821455645633097e-06,4.331743320701837e-07,4.42301342919541e-09
2.1905225823342126e-08,0.09590403509099821,3.76,0.0,0.5495809196849624,0.9989620958754205,1.533550663818036e-05,9.406770664676665e-05,0.0038078246091581996,0.0027212032747047955,0.0005207888466802282,1.3369439938855405e-08,1.0070283288958255e-09,0.0005430227823974705,0.0006530473749349024,0.00023641802182314403,3.973670156792271e-05,5.254966869339242e-05,5.071627391936608e-07,0.00024816919559757965,7.959192403487501e-05,1.279661548473113e-06,4.6024097186684587e-07,5.0765949782288905e-09
2.239682656516788e-08,0.09590574034502436,3.76,0.0,0.5494699199260423,0.998918765098786,1.6609511677770886e-05,9.943077189515332e-05,0.0039012712802743784,0.00276525508890046,0.0005510315255444067,1.3717486135548734e-08,1.0238100569163673e-09,0.0005596215524897013,0.000675275854442816,0.00025072987952160343,4.122318810221923e-05,5.380246512760987e-05,5.382335163172688e-07,0.0002623862092283699,8.383524069744438e-05,1.382905653821214e-06,4.890246939210635e-07,5.809205672256135e-09
2.2888427306993635e-08,0.09590745365178915,3.76,0.0,0.5493579237414523,0.998874681367957,1.795497310411177e-05,0.0001049493244603101,0.003995174778068839,0.0028087046621056897,0.0005822833525841686,1.4062745443612768e-08,1.0403666343794443e-09,0.0005761997267842005,0.0006975989317163764,0.0002655276104727991,4.271879620097414e-05,5.505852479064029e-05,5.704123387271284e-07,0.0002770256848915366,8.81800739340297e-05,1.4920713352595364e-06,5.196563900715555e-07,6.62825784102619e-09
2.338002804881939e-08,0.09590917504211405,3.76,0.0,0.5492449262866642,0.9988298528491987,1.9373910630831804e-05,0.00011062254394837827,0.00408953814948766,0.002851559884211499,0.0006145489981022779,1.4405134108971186e-08,1.0567006009272915e-09,0.000592750145793938,0.0007200062381886847,0.00028081351195806105,4.4222733855700035e-05,5.631780722822699e-05,6.037056189979543e-07,0.000292086573367836,9.262476922340249e-05,1.607352949727158e-06,5.522751923436664e-07,7.541651382013575e-09
2.3871628790645144e-08,0.0959109045429328,3.76,0.0,0.5491309231855099,0.9987842876743968,2.0868331505528077e-05,0.00011644952117148666,0.004184364204250612,0.0028938285397864245,0.0006478326549380883,1.4744576968230734e-08,1.072814485935315e-09,0.0006092660191144103,0.0007424877313747268,0.0002965896599006547,4.573423279838552e-05,5.758026997140132e-05,6.381191834095449e-07,0.00030756763596570454,9.71676285285413e-05,1.7289456616889516e-06,5.870286950821776e-07,8.557790887688071e-09
2.43632295324709e-08,0.0959126421774144,3.76,0.0,0.5490159105148321,0.9987379939388314,2.2440229360592695e-05,0.00012242926195844085,0.0042796555220984845,0.002935518309524045,0.0006821380535562479,1.5081006863088387e-08,1.0887108071844643e-09,0.0006257409112434097,0.0007650336870906077,0.00031285791528512557,4.725254797437941e-05,5.884586865232149e-05,6.736582903056657e-07,0.00032346745412211515,0.00010180691442332719,1.857045351367903e-06,6.240731702888246e-07,9.685602655591428e-09
2.4854830274296653e-08,0.09591438796508266,3.76,0.0,0.5488998847895579,0.9986909796990681,2.409158311414277e-05,0.00012856069084775254,0.004375414459882683,0.002976636771669527,0.0007174684767193612,1.541436409217787e-08,1.1043920696457565e-09,0.000642168727888757,0.0007876346918288465,0.0003296199304385366,4.8776957024731654e-05,6.011455711569594e-05,7.10327647952834e-07,0.0003397844386476485,0.00010654085402497745,1.991848525888929e-06,6.635737758045337e-07,1.0934551559129199e-08
2.5346431016122408e-08,0.09591614192193311,3.76,0.0,0.5487828429481847,0.9986432529709646,2.582435591950936e-05,0.0001348426546667124,0.0044716431585000126,0.003017191403425549,0.0007538267737563038,1.5744595898000934e-08,1.1198607643696434e-09,0.0006585437027472615,0.000810281635286551,0.00034687715517651687,5.030675977778555e-05,6.138628752594255e-05,7.48131431912994e-07,0.00035651683862782173,0.00011136764273964687,2.133552233254827e-06,7.057047560014601e-07,1.2314657757887431e-08
2.5838031757948162e-08,0.09591790406054694,3.76,0.0,0.5486647823386699,0.9985948217277898,2.764049416179759e-05,0.00014127392600006813,0.004568343549675371,0.003057189582337916,0.0007912153744374337,1.607165598674803e-08,1.135119367473382e-09,0.0006748603847389264,0.0008329657030434565,0.00036463084281689593,5.1841277749822505e-05,6.26610104702292e-05,7.87073301943529e-07,0.00037366274999222346,0.00011628544782832717,2.2823539790775556e-06,7.506496346745506e-07,1.3836513227180906e-08
2.6329632499773917e-08,0.09591967439020235,3.76,0.0,0.548545700704709,0.9985456938984499,2.9541926500076123e-05,0.00014785320655175135,0.004665517362594964,0.003096638587661217,0.0008296363024675754,1.6395504078946916e-08,1.1501703392194528e-09,0.0006911136256810153,0.0008556783693869182,0.00038288205606358235,5.33798536546012e-05,6.393867505753617e-05,8.271564184374306e-07,0.00039122012376261616,0.00012129241179992824,2.4384516459901212e-06,7.986013998461986e-07,1.5511298087403928e-08
2.682123324159967e-08,0.09592145291698312,3.76,0.0,0.5484255961723974,0.9984958773658159,3.1530562953795184e-05,0.00015457913040299337,0.00476316613039257,0.0031355456017048223,0.0008690911886073201,1.6716105488998426e-08,1.16501612317874e-09,0.000707298568387138,0.0008784113902810504,0.0004016316727632577,5.492185092165236e-05,6.521922901387611e-05,8.683834584160186e-07,0.0004091867739908011,0.00012638665563820248,2.602043415666123e-06,8.497626802207054e-07,1.735079671460099e-08
2.7312833983425426e-08,0.0959232396438846,3.76,0.0,0.5483044672372613,0.9984453799651516,3.360829403207441e-05,0.0001614502671700623,0.0048612911964913096,0.003173917711159554,0.0009095812834329037,1.703343073177574e-08,1.179659145472923e-09,0.0007234106351770572,0.0009011567964773019,0.0004208803915373556,5.646665322318216e-05,6.650261877380381e-05,9.107566310863427e-07,0.00042756038539669145,0.00013156628186894692,2.7733276933758744e-06,9.04345913048096e-07,1.9367413614528336e-08
2.780443472525118e-08,0.0959250345709169,3.76,0.0,0.5481823127516514,0.9983942094826352,3.577698990454494e-05,0.00016846512506474314,0.004959893720803323,0.0032117619084053232,0.0009511074697446054,1.7347455154579856e-08,1.194101814090543e-09,0.0007394455167834572,0.0009239068867638504,0.0004406287372917139,5.8013664009426275e-05,6.778878956834213e-05,9.542776929751292e-07,0.00044633852071666565,0.00013682937747368768,2.952503035009965e-06,9.625735031793792e-07,2.157418904334086e-08
2.8296035467076935e-08,0.09592683769520594,3.76,0.0,0.5480591319124863,0.9983423736539757,3.8038499612473765e-05,0.00017562215386057576,0.005058974685789653,0.0032490850928000494,0.000993670274633303,1.7658158592853165e-08,1.2083465182714703e-09,0.0007553991616424574,0.0009466542213512902,0.00046087706660619186,5.956230605229997e-05,6.907768550944745e-05,9.989479626507714e-07,0.00046551862777191995,0.00014217401665582254,3.139768076503092e-06,1.0246779731174667e-06,2.3984814358901624e-08
2.878763620890269e-08,0.09592864901109148,3.76,0.0,0.5479349242493408,0.9982898801631135,4.03946503189376e-05,0.00018291974776776183,0.005158534902382635,0.0032858940719501504,0.0010372698812145204,1.796552504815407e-08,1.222395627955145e-09,0.0007712677655551361,0.0009693916153921741,0.00048162557300647355,6.111202099720337e-05,7.036924967113251e-05,1.0447683350444745e-06,0.0004850980462661988,0.00014759826346498651,3.3353214655927925e-06,1.0909021038895097e-06,2.661364708756193e-08
2.9279236950728444e-08,0.09593046851022324,3.76,0.0,0.547809689612866,0.9982367366410088,4.2847246596852216e-05,0.000190356248219557,0.005258575015772953,0.003322195562962889,0.0010819061400390182,1.826954238698735e-08,1.2362514932882294e-09,0.0007870477617077944,0.0009921121326320337,0.0005028742921202069,6.266226892285212e-05,7.166342416736153e-05,1.0917392953812862e-06,0.0005050740143219755,0.00015310017428520352,3.539361795849472e-06,1.161499066587332e-06,2.9475725692095908e-08
2.97708376925542e-08,0.09593229618165428,3.76,0.0,0.5476834281635379,0.9981829506645093,4.539806975369862e-05,0.00019792994657287296,0.0053590955110635165,0.0033579961936808698,0.0011275785801887236,1.8570202059172407e-08,1.2499164441873636e-09,0.0008027358110391212,0.0010148090791895787,0.0005246231067195647,6.421252790900828e-05,7.296015022682837e-05,1.1398609327314763e-06,0.0005254436747638545,0.0001586778001921953,3.7520875429157476e-06,1.2367325444429663e-06,3.2586784027297645e-08
3.026243843437995e-08,0.09593413201193224,3.76,0.0,0.5475561403607178,0.9981285297552984,4.804887719182375e-05,0.00020563908672572236,0.005460096718792276,0.003393302503898966,0.0011742864200665441,1.8867498834513217e-08,1.2633927899531093e-09,0.0008183287929428415,0.0010374759974638246,0.0005468717516522608,6.576229361198886e-05,7.425936826472502e-05,1.1891329531924082e-06,0.0005462040811576723,0.00016432918918502968,3.97369700289479e-06,1.316876845326063e-06,3.5963265470562726e-08
3.075403917620571e-08,0.09593597598518797,3.76,0.0,0.547427826952025,0.9980734813789172,5.080140180322768e-05,0.00021348186765405284,0.005561578820326007,0.003428120946563937,0.0012220285778883474,1.9161430556612187e-08,1.2766828189315673e-09,0.0008338237962948364,0.0010601066601659734,0.0005696198186629914,6.731107884783192e-05,7.55610179516039e-05,1.2395546927107955e-06,0.0005673522036135023,0.00017005238829710776,4.20438823282895e-06,1.4022170045691307e-06,3.9622336715577256e-08
3.124563991803147e-08,0.09593782808322246,3.76,0.0,0.5472984889630099,0.9980178129438575,5.365735139778305e-05,0.00022145644587043096,0.005663541853127145,0.0034624578889570212,0.0012708036818851762,1.9451997912742372e-08,1.289788798220225e-09,0.0008492181107941151,0.0010826950644739126,0.0005928667611072292,6.885841318300686e-05,7.68650382794345e-05,1.2911251295549074e-06,0.0005888849343604816,0.000175845445591311,4.444358993211548e-06,1.493048878045146e-06,4.358190121802471e-08
3.1737240659857226e-08,0.09593968828559109,3.76,0.0,0.5471681276871172,0.9979615318007283,5.6618408163864394e-05,0.00022956093780695489,0.005765985715895572,0.00349631961385976,0.0013206100802235071,1.973920421876086e-08,1.3027129734147731e-09,0.0008645092186073768,0.0011052354263072488,0.0006166118985592444,7.040384253256094e-05,7.817136762495108e-05,1.3438428964460286e-06,0.0006107990931011353,0.00018170641204396255,4.693806692476166e-06,1.5896792254400018e-06,4.786061228299138e-08
3.2228841401682984e-08,0.09594155656968587,3.76,0.0,0.5470367446759379,0.9979046452414851,5.9686228160396085e-05,0.0002377934221246976,0.005868910173587415,0.0035297123207033106,0.001371445850651169,2.0023055218109324e-08,1.3154575683939954e-09,0.0008796947863072622,0.0011277221747208466,0.0006408544213161934,7.19469287655976e-05,7.947994381038541e-05,1.3977062923582104e-06,0.000633091432152611,0.0001876333433220903,4.952928333409313e-06,1.6924257836795918e-06,5.247788578450423e-08
3.272044214350874e-08,0.09594343291081567,3.76,0.0,0.5469043417297359,0.9978471604987247,6.286244083935754e-05,0.0002461519419519052,0.005972314862312692,0.0035626421267015047,0.0014233088098763043,2.030355889400751e-08,1.328024785139984e-09,0.0008947726570947255,0.0011501499464148753,0.0006655933948000643,7.348724931798623e-05,8.079070416167538e-05,1.4527132939951033e-06,0.0006557586413820121,0.0001936243014583248,5.221920461433703e-06,1.8016173304879975e-06,5.7453912508372073e-08
3.32120428853345e-08,0.0959453172822842,3.76,0.0,0.5467709208882479,0.9977890847450421,6.61486485978131e-05,0.000254634507053102,0.00607619929411378,0.0035951150679679037,0.0014761965226865684,2.0580725294001618e-08,1.3404168035910256e-09,0.0009097408432962783,0.001172513580359416,0.0006908277638592479,7.502439681220445e-05,8.210358556423738e-05,1.5088615669524176e-06,0.0006787973529427698,0.00019967735642760934,5.500979114710831e-06,1.9175937380693072e-06,6.280967011021927e-08
3.370364362716026e-08,0.0959472096554663,3.76,0.0,0.5466364844217463,0.9977304250924453,6.954642635856274e-05,0.00026323909593118175,0.006180562861626545,0.0036271371006170914,0.0015301063108155524,2.085456636608195e-08,1.3526357815247342e-09,0.0009245975191271718,0.0011948081125317,0.0007165563569714506,7.655797868421805e-05,8.34185245163874e-05,1.5661484765743227e-06,0.0007022041458187834,0.00020579058762975458,5.790299776012824e-06,2.0407060169210255e-06,6.856693468130201e-08
3.4195244368986016e-08,0.09594910999988178,3.76,0.0,0.5465010348223577,0.9976711885918268,7.305732117853525e-05,0.00027196365786449927,0.0062854048426260285,0.003658714101850446,0.001585035261563232,2.1125095805633775e-08,1.3646838544692305e-09,0.0009393410137118799,0.0012170287707641161,0.0007427778903496549,7.808761681730554e-05,8.473545718049326e-05,1.6245710985118767e-06,0.0007259755501828415,0.00021196208528172504,6.090077326314936e-06,2.171316349801823e-06,7.474829191537988e-08
3.4686845110811773e-08,0.09595101828326776,3.76,0.0,0.5463645747956329,0.9976113822324908,7.668285188407405e-05,0.00028080611488090555,0.006390724404458504,0.0036898518710266255,0.0016409802361770514,2.1392328912531334e-08,1.376563135640232e-09,0.0009539698043535239,0.0012391709697011164,0.0007694909719527803,7.961294718273735e-05,8.605431943193758e-05,1.6841262289913457e-06,0.0007501080515756224,0.0002181899517234086,6.400506000061281e-06,2.3097981158905877e-06,8.137714787057793e-08
3.517844585263753e-08,0.09595293447164865,3.76,0.0,0.5462271072523613,0.9975510129417295,8.042450873228826e-05,0.0002897643636706085,0.006496520608361756,0.003720556130717011,0.001697937878000083,2.1656282457728415e-08,1.388275715902054e-09,0.0009684825100441632,0.001261230305863216,0.000796694105402695,8.113361948722122e-05,8.737504690596863e-05,1.7448103948000652e-06,0.0007745980949113802,0.00022447230264048697,6.721779342057681e-06,2.4565359051872496e-06,8.847773932081876e-08
3.567004659446329e-08,0.09595485852940502,3.76,0.0,0.5460886353006211,0.9974900875844533,8.428375309766841e-05,0.0002988362774396808,0.006602792413675377,0.0037508325277463123,0.0017559046203925238,2.191697455873932e-08,1.3998236637507095e-09,0.0009828778852081286,0.0012832025528162888,0.0008243856938091814,8.264929682702753e-05,8.86975750425136e-05,1.8066198629973104e-06,0.0007994420883162271,0.00023080726820789657,7.054090165946699e-06,2.611925523218858e-06,9.607514369202812e-08
3.616164733628905e-08,0.09595679041933967,3.76,0.0,0.5459491622380617,0.9974286129628646,8.826201718318836e-05,0.00030801970770597117,0.0067095386819428764,0.0037806866342185784,0.0018148766944326193,2.2174424563442386e-08,1.4112090253174145e-09,0.000997154813670836,0.0013050836564443935,0.0008525640435044484,8.415965534870829e-05,9.002183912902657e-05,1.8695506503574106e-06,0.0008246364068047337,0.00023719299415724443,7.397630514221124e-06,2.7763739861266874e-06,1.041952885789236e-07
3.6653248078114805e-08,0.0959587301027428,3.76,0.0,0.5458086915444113,0.9973665958161799,9.236070375513783e-05,0.00031731248603912506,0.006816758180907403,0.0038101239485288305,0.0018748501364029583,2.2428652941673983e-08,1.4224338243908696e-09,0.0010113123028457544,0.0013268697303243984,0.0008812273676887557,8.566438391632729e-05,9.13477743414412e-05,1.933598532552185e-06,0.0008501773958003917,0.00024362764277142447,7.752591619733355e-06,2.950299506221941e-06,1.1286496083878061e-07
3.714484881994056e-08,0.09596067753945489,3.76,0.0,0.5456672268742038,0.9973040428203959,9.658118590095316e-05,0.00032671242574635733,0.006924449588402827,0.0038391498963605227,0.0019358207950679043,2.2679681184114082e-08,1.4335000624568173e-09,0.0010253494781324386,0.0013485570512006813,0.0009103737899886928,8.716318378511777e-05,9.267531578329554e-05,1.9987590530795765e-06,0.0008760613745053109,0.00025010939380956264,8.119163868659168e-06,3.1341314681087603e-06,1.2211181525913704e-07
3.763644956176632e-08,0.0959626326879281,3.76,0.0,0.5455247720497193,0.9972409605880952,0.00010092480680933314,0.00033621732350557084,0.00703261149614197,0.0038677698316690544,0.0019977843387477896,2.292753170799638e-08,1.4444097187535221e-09,0.0010392655775187624,0.0013701420545582156,0.0009400013479296371,8.865576828148613e-05,9.400439852309474e-05,2.0650275319451784e-06,0.0009022846391243438,0.0002566364453653077,8.497536764875576e-06,3.3283103954838723e-06,1.31964382796944e-07
3.812805030359208e-08,0.09596459550528597,3.76,0.0,0.5453813310541322,0.9971773556682944,0.00010539287957194965,0.00034582496094736134,0.007141242413403677,0.0038959890376515363,0.00206073626219535,2.3172227769205062e-08,1.455164750341855e-09,0.0010530599463807095,0.0013916213302923779,0.0009701079963238956,9.014186248928114e-05,9.533495762997463e-05,2.132399074103184e-06,0.0009288434659486845,0.00026320701466137547,8.887898895713428e-06,3.533287908732201e-06,1.4245207838719854e-07
3.8619651045417836e-08,0.09596656594738161,3.76,0.0,0.5452369080248635,0.9971132345463295,0.00010998668700608063,0.00035553310618739574,0.007250340770620539,0.003923812727703017,0.002124671893279727,2.3413793380347923e-08,1.4657670921887677e-09,0.0010667320324732707,0.001412991618473819,0.001000691610576015,9.162120294224791e-05,9.666692820772817e-05,2.2008685776631165e-06,0.0009557341143038169,0.0002698193387831506,9.290437899046541e-06,3.7495266734472698e-06,1.5360520831960111e-07
3.9111251787243594e-08,0.09596854396885389,3.76,0.0,0.5450915072471273,0.9970486036437782,0.00011470748149751342,0.0003653395153106067,0.0073599049228689276,0.003951246046359375,0.0021895863994832285,2.3652253234421768e-08,1.476218657263041e-09,0.0010802813811062214,0.0014342498052067765,0.0010317499899067288,9.30935373225876e-05,9.80002454272531e-05,2.270430741868527e-06,0.0009829528293665388,0.0002764716753540454,9.70534043168009e-06,3.977500340014151e-06,1.6545497718227238e-07
3.960285252906935e-08,0.09597052952318273,3.76,0.0,0.5449451331476732,0.9969834693184171,0.00011955648486308484,0.00037524193380859665,0.007469933153263091,0.003978294070227062,0.002255474794215907,2.3887632633709844e-08,1.4865213366422641e-09,0.0010937076304987337,0.001455392918579219,0.0010632808604969907,9.455862416554339e-05,9.933484455747946e-05,2.341080074853708e-06,0.0010104958448556457,0.00028316230315522255,1.0132792139002002e-05,4.217693474401107e-06,1.7803349437203207e-07
4.009445327089511e-08,0.09597252256274222,3.76,0.0,0.5447977902887117,0.9969178378642114,0.0001245348882322419,0.00038523809797159713,0.007580423676254996,0.004004961808899915,0.0023223319429528733,2.4119957423574194e-08,1.4966769996300562e-09,0.0011070105073069623,0.0014764181247032269,0.0010952818785535253,9.601623256993419e-05,0.00010067066099483124,2.4128109011842814e-06,0.001038359385600705,0.00028988952269218683,1.0572977625862103e-05,4.470601480313983e-06,1.9137378017119637e-07
4.058605401272087e-08,0.09597452303885258,3.76,0.0,0.5446494833620246,0.9968517155113388,0.0001296438519470246,0.00039532573623628935,0.007691374640841633,0.004031254205863194,0.0023901525691991388,2.434925393082686e-08,1.506687493882626e-09,0.0011201898223189366,0.0014973227238440513,0.0011277506332973235,9.746614191455823e-05,0.00010200763029127713,2.4856173691874155e-06,0.0010665396699932276,0.00029665165671066625,1.1026080428644609e-05,4.736730512874758e-06,2.0550977139128476e-07
4.1077654754546625e-08,0.09597653090183075,3.76,0.0,0.5445002171832514,0.9967851084262408,0.00013488450547988995,0.00040550257049074744,0.007802784133681439,0.004057176139385072,0.0024589312602866635,2.4575548906384105e-08,1.5165546455438233e-09,0.0011332454663112582,0.0015181041466362786,0.0011606846498764664,9.8908141580388e-05,0.00010334568818102126,2.559493458077233e-06,0.0010950329123243854,0.00030344705066410755,1.1492282988500537e-05,5.0165973839925955e-06,2.2047632658444134e-07
4.156925549637238e-08,0.09597854610103923,3.76,0.0,0.5443499966863473,0.9967180227117057,0.00014025794736881035,0.000415766317337722,0.007914650182121542,0.004082732423395741,0.002528662473008143,2.4798869471926392e-08,1.5262802593879014e-09,0.0011461774060622704,0.0015387599503855825,0.001194081392204682,0.00010034203067847903,0.00010468477060588529,2.634432984880864e-06,0.0011238353250133252,0.00031027407313503143,1.1971766625707526e-05,5.310729459602074e-06,2.3630923082377643e-07
4.206085623819814e-08,0.09598056858493403,3.76,0.0,0.5441988269182108,0.9966504644069769,0.00014576524516909822,0.0004261146893174476,0.008026970757137451,0.004107927808354304,0.0025993405390919728,2.5019243070304498e-08,1.5358661189692456e-09,0.0011589856805165387,0.00155928781545454,0.001227938265726992,0.00010176761778351544,0.0001060248137394295,2.710429611170433e-06,0.0011529431207299727,0.00031713111621240505,1.2464711515125324e-05,5.619664548949337e-06,2.530452000542136e-07
4.25524569800239e-08,0.09598259830111043,3.76,0.0,0.544046713033472,0.99658243948789,0.0001514074354214212,0.00043654539609111253,0.008139743776186896,0.0041327669821036705,0.002670959670522693,2.523669741944864e-08,1.5453139867783949e-09,0.0011716703970956347,0.001579685541731002,0.0012622526201138099,0.00010318472067291417,0.00010736575400986079,2.7874768496061653e-06,0.0011823525144161148,0.00032401659582711225,1.297129666271613e-05,5.943950786112259e-06,2.7072188501579255e-07
4.353565846367541e-08,0.09598667921665194,3.76,0.0,0.5437396740416077,0.9964450133939834,0.00016310048432690522,0.0004576446450115144,0.008366638564956423,0.004181395139282713,0.0028169974091522398,2.5662960370955922e-08,1.5638026927132766e-09,0.001196669907890788,0.0016200823546591915,0.0013322429067923337,0.00010599278941481174,0.00011005007307392518,2.944696506528324e-06,0.0012420609780305614,0.00033786664924221346,1.402609778063641e-05,6.640820081596803e-06,3.0905269855823476e-07
4.442053979896177e-08,0.09599037623326581,3.76,0.0,0.5434601638119853,0.9963197927458823,0.00017409532385687614,0.00047689255808096455,0.008572369341724246,0.004223988014367889,0.0029515894799173954,2.60368954459143e-08,1.5799878520567047e-09,0.0012187492569281514,0.001655974667071911,0.001396771110546875,0.00010848938671853938,0.00011246839664507443,3.089719382314502e-06,0.0012967922010591482,0.0003504135566587763,1.5023839553751017e-05,7.3262090259339295e-06,3.4716464428849974e-07
4.530542113424813e-08,0.09599409583281508,3.76,0.0,0.5431776792156119,0.9961931503247596,0.00018554191754196984,0.000496371602111589,0.008779531487456665,0.004265496896449716,0.0030891356454288243,2.6401811582595405e-08,1.5957523831766127e-09,0.0012404327181148027,0.0016914162202555977,0.0014627380552762487,0.00011095605542611423,0.00011488865209065135,3.2380391977131377e-06,0.001352442033528674,0.00036302908002555753,1.6068503971989137e-05,8.070318060998455e-06,3.889531030509584e-07
