Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70)
1.342138535797494e-06,0.7693187645446263,3.76,0.0,0.7457135005263733,0.96917730032767,0.005726105494338521,0.001498196118796513,0.002284125182710272,0.0011667530155263092,0.016625833398368126,0.000252385312155895,1.871692670364127e-06,0.000280796105968969,0.020975463801338686,8.524393272130095e-08,1.0692005653436593e-05,0.00014150901899774278,0.05327576945724125,3.824102101939193e-06,0.00031594252705777155,1.0488879621943299e-07,2.1506099969323047e-06,0.0021693804140862872,0.0019768704326985145,0.0007328395954574016,2.0843110919166728e-05,0.0012906536857868476,8.718714905101543e-06,1.9295777109635187e-07,1.5662766155377345e-06,3.6608863308707896e-10,1.152941271413436e-09,7.958673743838333e-07,1.645597497069437e-07,8.19396939737384e-07,2.680573453948152e-08,1.8829747567370982e-07,0.03791728279680285,3.3025341971809555e-09,2.5629221277286774e-10,8.901211209644103e-10,0.0006723706543940107,4.806598136730039e-09,6.458579387883832e-06,0.00011398252913993453,8.992289338777262e-07,2.736818886301286e-11,0.0024886135408603897,1.6056604356776098e-07,3.2551297231564907e-18,2.556325992892822e-10,1.460024902298009e-07,4.834925434584934e-11,4.081890697726896e-10,1.7296028550782914e-11,4.182476841964821e-11,1.2368675521725885e-11,1.1622215008898949e-07,3.803887969876035e-08,2.734528555005701e-06,2.7611569720250345e-11,1.7387720825129358e-13,2.5343984693509266e-10,7.657790726676043e-17,0.005719164848735032,0.0012096216835697851,2.423759647509624e-06,0.0005674211124189974,7.44364636427863e-12,6.241852980929447e-11,7.841447292697975e-10
1.3627936988879926e-06,0.7694316058651031,3.76,0.0,0.7443801219861286,0.9686426933872657,0.005873498758191606,0.0014984962228498135,0.0022899242626728883,0.0011742348177413724,0.016959189367781787,0.0002534536024995137,1.8970117184584417e-06,0.0002975937202331447,0.02134803429087074,9.035556452022311e-08,1.1298773162701428e-05,0.00014073065032632804,0.054200138244644806,3.87158481056569e-06,0.0003233343308764825,1.069757995338376e-07,2.257221991195225e-06,0.002253906048962325,0.0020505470007152827,0.0007515584897690667,2.1456069618814734e-05,0.0013407145187047274,9.183633499767282e-06,2.089673423112958e-07,1.68617761551334e-06,3.866312059421207e-10,1.217359134803442e-09,8.284998434538787e-07,1.7125975378992645e-07,8.681200137692031e-07,2.805361609352101e-08,1.969828100388117e-07,0.03851508035083639,3.2891042492320433e-09,2.552015529710203e-10,8.870036458986839e-10,0.0006688736065539401,5.012292993127704e-09,6.556942959478853e-06,0.00011992854070039924,9.127479718167097e-07,2.8304729689943864e-11,0.002487240874694281,1.631758399827529e-07,3.501952398097583e-18,2.6555298447348e-10,1.510641002608495e-07,5.1191767337810195e-11,4.283194305890395e-10,1.8065608179203885e-11,4.343774085325872e-11,1.297714409602201e-11,1.2126726872174896e-07,3.993197763761526e-08,2.841801504302505e-06,2.956466727751312e-11,1.8347874666152015e-13,2.751823025437864e-10,8.474930355549918e-17,0.005698781758194753,0.0012602937014800292,2.5014336007004643e-06,0.0005872328921604136,8.078640822169759e-12,6.731366941846768e-11,8.681400311592961e-10
1.3834488619784913e-06,0.7695442309598146,3.76,0.0,0.7430498822046745,0.9681085849026408,0.006020930759052767,0.0014985077530298109,0.0022955160866847037,0.0011814739631457244,0.017292009844025683,0.0002544676339836339,1.921675987055785e-06,0.0003150178143108614,0.02171902037955018,9.563251505296551e-08,1.1924051997545836e-05,0.0001399541208478837,0.05512471342712811,3.918070710628602e-06,0.00033064963958704264,1.0904170073962176e-07,2.366099577958005e-06,0.002339364484360216,0.0021254044741354067,0.0007703189181518637,2.2074215005147752e-05,0.0013915844567672206,9.666030688834073e-06,2.2593584357537244e-07,1.8122746837282094e-06,4.0797668582404104e-10,1.2842770961430195e-09,8.617611058115807e-07,1.7807104427188078e-07,9.184799805223738e-07,2.9326433200463383e-08,2.0584233986453814e-07,0.03910544868959965,3.2755709809139803e-09,2.5410930584173844e-10,8.838792285390429e-10,0.0006653817782015114,5.221873627191047e-09,6.653897402190298e-06,0.00012603725619509128,9.260713752996579e-07,2.9249569485067997e-11,0.002485869484536814,1.65724590122906e-07,3.761299305883058e-18,2.7562930091185433e-10,1.5617716672306385e-07,5.412702652924701e-11,4.488623869801982e-10,1.885005935693287e-11,4.507109156365592e-11,1.3598573821638779e-11,1.2640965980380146e-07,4.186728784355763e-08,2.9505501814244336e-06,3.1620848632326155e-11,1.9344452383341275e-13,2.981812904554562e-10,9.360971447404061e-17,0.005678333895444706,0.0013119261171315193,2.579354319032974e-06,0.0006072882181770636,8.752913890953684e-12,7.249956603098791e-11,9.59241546068505e-10
1.40410402506899e-06,0.769656640434783,3.76,0.0,0.741722844598569,0.967574996171263,0.006168373230328979,0.0014982559035288138,0.0023009132572410513,0.0011884804038028666,0.01762426946058477,0.0002554291118271574,1.945687203146683e-06,0.00033307523564177384,0.022088417828177123,1.010746589512742e-07,1.2567809856187496e-05,0.0001391802015019121,0.0560494680661947,3.963582936683415e-06,0.00033788606184290273,1.1108653668919036e-07,2.47718535816568e-06,0.0024257129695542,0.002201427428792983,0.0007891169602830403,2.2697299250770156e-05,0.0014432507098503002,1.0166266948767352e-05,2.438965181963221e-07,1.944709308895556e-06,4.3014257975053824e-10,1.3537490140022693e-09,8.956452558290548e-07,1.8499189522181284e-07,9.704773186123216e-07,3.062384870791897e-08,2.1487397415420156e-07,0.039688398684261016,3.261956684190186e-09,2.53016695802228e-10,8.807519433101404e-10,0.000661898709271084,5.4352866777267375e-09,6.749447237395536e-06,0.0001323075897702404,9.391998706738693e-07,3.020233300251875e-11,0.0024844994253042938,1.6821371082785105e-07,4.033438218484085e-18,2.85858737343545e-10,1.6133977037655818e-07,5.715487136346307e-11,4.698060997250665e-10,1.964914740991055e-11,4.672426226301083e-11,1.4232756488152679e-11,1.3164799716670022e-07,4.384425623160713e-08,3.060740887119507e-06,3.378369072236827e-11,2.0378192220821771e-13,3.2246597179655927e-10,1.0320102463841365e-16,0.005657848047209405,0.001364508501255738,2.657478381277869e-06,0.0006275819516500809,9.467884491465825e-12,7.79880751962373e-11,1.0578827139521564e-09
1.4247591881594885e-06,0.7697688351037562,3.76,0.0,0.7403990655185397,0.9670419462716774,0.006315800298502942,0.0014977641472152673,0.0023061276608238998,0.0011952637117558628,0.017955944945005534,0.00025633970401169943,1.9690479251599298e-06,0.00035177253443425556,0.022456224381690867,1.0668181819976597e-07,1.3230007242542609e-05,0.00013840958781060866,0.05697437730743532,4.008145848369123e-06,0.00034504149379119427,1.1311037675635252e-07,2.590421023305256e-06,0.0025129099734132704,0.002278600456648644,0.0008079489022515828,2.3325079054151373e-05,0.001495700503310119,1.0684700655071147e-05,2.628827642334377e-07,2.083619280787022e-06,4.531463750826651e-10,1.4258286760092185e-09,9.301463073925977e-07,1.9202061363781366e-07,1.0241111986229386e-06,3.1945539444823616e-08,2.2407571486709095e-07,0.040263947518125134,3.2482818294393332e-09,2.519248392019952e-10,8.776255092836969e-10,0.0006584276017226881,5.652479023952167e-09,6.8435980842786106e-06,0.00013873834069797324,9.521343299501491e-07,3.1162656109338324e-11,0.00248313074612996,1.7064465094517363e-07,4.318628507059522e-18,2.962384911638514e-10,1.6655002839057032e-07,6.027506457412801e-11,4.911385755758209e-10,2.0462637974465866e-11,4.839671542209712e-11,1.4879489844162482e-11,1.3698095908901272e-07,4.586234534946217e-08,3.172341173608935e-06,3.6056820659841324e-11,2.1449829319981238e-13,3.480641864246312e-10,1.135665981706312e-16,0.005637348700481692,0.0014180304803831673,2.7357638709000006e-06,0.0006481090808507109,1.0224979076951026e-11,8.379130798863696e-11,1.164512398912819e-09
1.4454143512499872e-06,0.7698808159674296,3.76,0.0,0.7390785947648248,0.9665094522343793,0.006463188320427625,0.0014970543203171155,0.0023111705021130733,0.0012018330857595685,0.01828701497807143,0.0002572010412881065,1.9917614842652943e-06,0.0003711159715170426,0.022822439596074932,1.124537684852221e-07,1.3910598115992205e-05,0.00013764290554288752,0.05789941824456775,4.051784865442135e-06,0.0003521141034163481,1.1511331854296977e-07,2.7057475339877227e-06,0.002600915184663043,0.002356908181415215,0.0008268112258617131,2.3957316277474948e-05,0.001548921088026163,1.1221687928649072e-05,2.829281222765813e-07,2.229138574226618e-06,4.770055326344071e-10,1.5005697785226335e-09,9.652582000007785e-07,1.9915553921255162e-07,1.0793795266748547e-06,3.32911966543021e-08,2.3344565934020651e-07,0.04083211811604495,3.23456518747093e-09,2.508347519410134e-10,8.745033151503118e-10,0.0006549713445680434,5.87339787084879e-09,6.936356555484809e-06,0.0001453281988496771,9.648757567408557e-07,3.2130185790402935e-11,0.0024817634908532813,1.7301887933090182e-07,4.617120932139424e-18,3.0676577054375534e-10,1.7180609437437278e-07,6.348729501591254e-11,5.128477028083861e-10,2.12902973205985e-11,5.008793362796533e-11,1.5538578104566404e-11,1.4240723059214488e-07,4.792103596835565e-08,3.2853198075720976e-06,3.84439142796334e-11,2.256009542517065e-13,3.75002444391403e-10,1.2475128735306726e-16,0.00561685820198993,0.0014724817524554208,2.8141703561278115e-06,0.0006688647203517869,1.102563103035112e-11,8.992163005133672e-11,1.279594992427051e-09
1.4660695143404858e-06,0.7699925841942729,3.76,0.0,0.7377614760714876,0.9659775292012356,0.0066105157286338225,0.0014961467075220176,0.002316052336966467,0.0012081973587384552,0.01861746006129265,0.00025801471729012653,2.0138319282525758e-06,0.00039111152627329114,0.023187064677433762,1.1839024490906329e-07,1.4609530493392489e-05,0.00013688071601197655,0.0588245697894479,4.09452630949165e-06,0.00035910231516807017,1.1709548398745658e-07,2.823105287710422e-06,0.0026896895059204413,0.0024363352727349193,0.000845700598342988,2.459377846729047e-05,0.0016028997493272854,1.177758249319413e-05,3.0406626436425487e-07,2.3813972446621108e-06,5.017374802849987e-10,1.5780259071423234e-09,1.0009748040028027e-06,2.0639504388488956e-07,1.1362789874956434e-06,3.4660526276659625e-08,2.4298200177231885e-07,0.04139293861559709,3.220823944633797e-09,2.4974735662809917e-10,8.713884432988575e-10,0.0006515325372971016,6.0979908243044695e-09,7.027730160577292e-06,0.00015207575006441956,9.774252731725392e-07,3.310458049051912e-11,0.00248039769857417,1.7533787428360063e-07,4.929157456843042e-18,3.174377963261651e-10,1.771061582776363e-07,6.679118046736972e-11,5.349212845314396e-10,2.2131892626074196e-11,5.179741887588514e-11,1.620983235424345e-11,1.4792550546779248e-07,5.0019828362595295e-08,3.3996467285678675e-06,4.094869466624215e-11,2.370971859381455e-13,4.0330592623739935e-10,1.3680144084478179e-16,0.005596396908159662,0.0015278521005077023,2.892658866539528e-06,0.0006898441098460317,1.1871280115364473e-11,9.639166053723838e-11,1.4036105127585624e-09
1.4867246774309845e-06,0.7701041411028597,3.76,0.0,0.7364477475610107,0.9654461905745435,0.006757762884689771,0.0014950601265999656,0.0023207831042058144,0.0012143650058573025,0.018947262392280628,0.00025878228874129665,2.035263967972548e-06,0.0004117649046060342,0.023550102332501925,1.2449094710312453e-07,1.532674700538959e-05,0.00013612352102577183,0.059749812548025326,4.136397252775863e-06,0.000366004794931287,1.190570158485186e-07,2.9424342760043696e-06,0.0027791950424193943,0.002516866459010237,0.0008646138624737425,2.523423926711881e-05,0.0016576238149055888,1.2352735542692551e-05,3.263309839588183e-07,2.5405213348222756e-06,5.273596064657663e-10,1.6582505179739592e-09,1.0372899250871457e-06,2.1373753118521834e-07,1.1948050869464907e-06,3.605324909927888e-08,2.526830338782318e-07,0.04194644187745976,3.2070738113075827e-09,2.4866348931181063e-10,8.68283690920473e-10,0.0006481135117883758,6.326205957364539e-09,7.117727216821579e-06,0.00015897948140486,9.897841078521792e-07,3.4085509468826036e-11,0.0024790334038441043,1.7760311454313658e-07,5.254971082271706e-18,3.2825180367310935e-10,1.8244844617709624e-07,7.018627036305971e-11,5.573470698024341e-10,2.298719220615327e-11,5.352469181346527e-11,1.6893070857209777e-11,1.5353448805846695e-07,5.2158243304492725e-08,3.515293003974277e-06,4.357493066204799e-11,2.4899422926955947e-13,4.329984914776929e-10,1.4976491150597656e-16,0.005575983326019022,0.001584131404587414,2.9711918670445826e-06,0.0007110426126249955,1.2763371977802558e-11,1.0321427095134074e-10,1.5370547009995624e-09
1.5073798405214831e-06,0.7702154881455872,3.76,0.0,0.7351374421704935,0.9649154481558186,0.006904911940560816,0.0014938120118184693,0.002325372156238086,0.0012203441531046558,0.019276405747600835,0.0002595052757425241,2.056062926309337e-06,0.0004330815468907386,0.023911556629885793,1.307555437883687e-07,1.6062185409286787e-05,0.0001353717675085045,0.06067512870219522,4.177425374526306e-06,0.00037282043538525747,1.2099807453591678e-07,3.063674231221364e-06,0.0028693950862539977,0.0025984865389854857,0.000883548027120562,2.58784787316244e-05,0.001713080661815105,1.2947495618178378e-05,3.4975618689796616e-07,2.7066327919753e-06,5.538892538762252e-10,1.741296919510825e-09,1.074197308127793e-06,2.2118143536302947e-07,1.254952193966948e-06,3.746910078926904e-08,2.625471448146108e-07,0.042492665032524905,3.1933291240672884e-09,2.475839057794845e-10,8.651915904451972e-10,0.0006447163527835878,6.557991867321028e-09,7.206356766828813e-06,0.00016603778629454793,1.001953584826801e-06,3.5072652581693376e-11,0.0024776706370300866,1.798160716087414e-07,5.594785708845107e-18,3.392050434733585e-10,1.8783121996480712e-07,7.367204848649344e-11,5.801127826088119e-10,2.3855965704026075e-11,5.5269290944747396e-11,1.7588119278197837e-11,1.5923289481225949e-07,5.433582280105782e-08,3.6322307814058786e-06,4.632643535937249e-11,2.612992831473018e-13,4.641026946010675e-10,1.6369106387223115e-16,0.005555634245485049,0.0016413096520637891,3.0497332299871203e-06,0.0007324557137672134,1.3703357693757153e-11,1.1040258389785871e-10,1.6804391141318027e-09
1.5280350036119818e-06,0.7703266268936907,3.76,0.0,0.7338305880507808,0.9643853122748978,0.007051946707845311,0.0014924184955624202,0.0023298282885385133,0.0012261425862992263,0.019604875372717025,0.0002601851621291115,2.0762346896406564e-06,0.0004550666358768048,0.0242714328713742,1.3718367681688578e-07,1.6815779060826407e-05,0.00013462585181167502,0.06160050189747847,4.217638824980747e-06,0.00037954834178983006,1.229188352643425e-07,3.186764763255799e-06,0.0029602540968794513,0.0026811803921709047,0.000902500258193011,2.6526283552097394e-05,0.0017692577226451484,1.3562208492930304e-05,3.7437588324335086e-07,2.8798493953127124e-06,5.813437137107235e-10,1.8272182550524443e-09,1.1116906404769708e-06,2.287252203909231e-07,1.3167135819005797e-06,3.890783182374185e-08,2.7257282047188684e-07,0.04303164906337698,3.1796029418025088e-09,2.465092874561257e-10,8.62114429853456e-10,0.0006413429170046771,6.793297724810197e-09,7.293628502591343e-06,0.00017324896953180058,1.0139351133042489e-06,3.6065700754189236e-11,0.002476309424864157,1.819782030849994e-07,5.948816017688125e-18,3.502947836110713e-10,1.9325277695181738e-07,7.72479356384465e-11,6.032061487774046e-10,2.4737984245802538e-11,5.7030771811163367e-11,1.8294810826833937e-11,1.6501945563075983e-07,5.6552130598052533e-08,3.7504332394027118e-06,4.9207064579062995e-11,2.7401950180319703e-13,4.966398078797167e-10,1.7863078131587098e-16,0.005535364863456207,0.0016993769464726562,3.128248205436949e-06,0.000754079018079308,1.4692693361126066e-11,1.1796997173505743e-10,1.8342912154522486e-09
1.5486901667024804e-06,0.7704375590234617,3.76,0.0,0.7325272089398416,0.9638557919105546,0.007198852534710537,0.0014908944876881865,0.002334159768018272,0.0012317677604374504,0.019932657878657122,0.0002608233958870632,2.095785661732245e-06,0.00047772510450528076,0.024629737472687197,1.437749647381769e-07,1.7587457347297477e-05,0.0001338861237317066,0.06252591713643878,4.257066097325034e-06,0.0003861878182290287,1.24819485507835e-07,3.311645486525606e-06,0.003051737678532649,0.0027649329881953935,0.0009214678700100871,2.717744720282418e-05,0.0018261424909509156,1.4197217065359837e-05,4.002241799497091e-07,3.0602846929922403e-06,6.097402197618406e-10,1.916067485617417e-09,1.149763554785624e-06,2.3636737888551417e-07,1.3800814691705826e-06,4.036920733154037e-08,2.827586422196294e-07,0.04356343841787529,3.1659071360672206e-09,2.454402469432859e-10,8.590542699132105e-10,0.0006379948509886515,7.032073316496698e-09,7.379552695490191e-06,0.0001806112521764432,1.0257301782184898e-06,3.706435525371883e-11,0.002474949790544412,1.840909471155317e-07,6.317267369645823e-18,3.615183100548363e-10,1.9871144939979532e-07,8.09132922293913e-11,6.266149208845284e-10,2.563302056264013e-11,5.880870616471497e-11,1.9012986334016112e-11,1.7089291502785722e-07,5.880675247596799e-08,3.8698745371061166e-06,5.2220715337266016e-11,2.8716199235803744e-13,5.306298502735556e-10,1.9463647292781597e-16,0.00551518890012547,0.0017583235150302264,3.2067033899305797e-06,0.0007759082478295076,1.5732839731103585e-11,1.2593005514028855e-10,1.9991544626653774e-09
1.569345329792979e-06,0.7705482863035795,3.76,0.0,0.7312273245116986,0.963326894802595,0.0073456161903126815,0.0014892537522412663,0.00233837436029906,0.001237226809307421,0.020259741145045595,0.00026142138961951587,2.1147227200049434e-06,0.0005010616436149233,0.024986477853062662,1.5052900593052771e-07,1.8377146084390485e-05,0.0001331528902512125,0.06345136067772605,4.295735907651507e-06,0.0003927383543354344,1.267002227306121e-07,3.438256137558302e-06,0.003143812555162551,0.002849729395169434,0.0009404483170726355,2.7831770017598412e-05,0.0018837225260170314,1.485286125889822e-05,4.2733527428081786e-07,3.2480479483824912e-06,6.390959425386868e-10,2.0078973732706413e-09,1.1884096314309238e-06,2.4410643091548793e-07,1.4450470592856806e-06,4.18530068591582e-08,2.9310328518586195e-07,0.04408808065268214,3.1522524759360063e-09,2.4437733319080163e-10,8.560129605878604e-10,0.0006346736077131319,7.274269080696893e-09,7.46414013187466e-06,0.0001881227763066294,1.037340331649063e-06,3.8068327208711796e-11,0.002473591753960488,1.8615571784828192e-07,6.700335727798739e-18,3.72872927738629e-10,2.042056039919524e-07,8.466742081813466e-11,6.503269012431321e-10,2.6540849084101885e-11,6.060268113529495e-11,1.974249426647284e-11,1.7685203311723332e-07,6.109929636127817e-08,3.990529763570392e-06,5.537132430183105e-11,3.0073381253978787e-13,5.660916217108427e-10,2.117620801494948e-16,0.0054951187079170585,0.0018181397149400953,3.2850666942567414e-06,0.0007979392403091661,1.6825261876323302e-11,1.3429670158734732e-10,2.1755883939042565e-09
1.5900004928834777e-06,0.7706588105834826,3.76,0.0,0.7299309507021924,0.9627986275557264,0.007492225756451883,0.0014875089812562653,0.00234247935591649,0.001242526555301331,0.020586114229162303,0.0002619805210550898,2.1330531741063655e-06,0.0005250807095132179,0.02534166233311148,1.5744538133697345e-07,1.918476787920242e-05,0.00013242641902010295,0.06437681994061734,4.3336770829745396e-06,0.00039919961251271756,1.2856125237071445e-07,3.5665366835446547e-06,0.003236446543393133,0.0029355547871353646,0.0009594391862340771,2.848905920521937e-05,0.0019419854570236856,1.5529477928247244e-05,4.557434479019773e-07,3.443244095063525e-06,6.69427983870481e-10,2.1027604647940943e-09,1.2276224006189287e-06,2.519409227460066e-07,1.5116005801654624e-06,4.335902407252268e-08,3.0360551614410136e-07,0.044605626104687025,3.1386487076343416e-09,2.433210363216662e-10,8.529921581968784e-10,0.0006313804620827028,7.51983613671063e-09,7.547402053807825e-06,0.00019578160964379228,1.0487671848224944e-06,3.907733826184177e-11,0.0024722353322625674,1.881739016534449e-07,7.098207597756677e-18,3.8435596137416103e-10,2.097336412534986e-07,8.850956863115186e-11,6.743299630414022e-10,2.7461246007751106e-11,6.241229840168662e-11,2.0483190687011064e-11,1.828955864440627e-07,6.342939227499062e-08,4.112374887229967e-06,5.866286624067369e-11,3.147419683700844e-13,6.030427420335631e-10,2.300630831808493e-16,0.0054751653734373676,0.0018788160386083632,3.3633073105606004e-06,0.0008201679452542552,1.7971428892451523e-11,1.4308402373797054e-10,2.3641687119054064e-09
1.6106556559739764e-06,0.7707691337827017,3.76,0.0,0.7286381000128276,0.9622709957365588,0.007638670526186461,0.0014856718654385208,0.002346481595472868,0.0012476735193655002,0.020911767280703476,0.00026250213359083893,2.1507847267138346e-06,0.0005497865313930962,0.02569530004040281,1.645236568428005e-07,2.001024246175114e-05,0.00013170694159205366,0.06530228341491143,4.370918457282315e-06,0.0004055714156681513,1.3040278605494986e-07,3.696427422234766e-06,0.0033296085239782358,0.0030223944506769487,0.0009784381892601955,2.914912881235362e-05,0.002000918986679154,1.6227400771416205e-05,4.854830615823463e-07,3.6459737001503833e-06,7.007533714586868e-10,2.200709075672854e-09,1.2673953442219817e-06,2.5986942557637997e-07,1.5797313227773336e-06,4.4887066405295e-08,3.1426419107515524e-07,0.04511612758838563,3.1251046292007314e-09,2.4227179215690136e-10,8.499933394928027e-10,0.0006281165253430958,7.768726309817422e-09,7.62935010461714e-06,0.00020358575004452735,1.0600124007625585e-06,4.009111985712122e-11,0.0024708805399059983,1.9014685403704005e-07,7.51105998090205e-18,3.959647561508579e-10,2.1529399493080673e-07,9.24389300093037e-11,6.98612069714966e-10,2.8393989346466203e-11,6.423717338043301e-11,2.1234939169389644e-11,1.8902236867489734e-07,6.57966921392149e-08,4.235386705953958e-06,6.209935246317232e-11,3.291934118892849e-13,6.414996939106858e-10,2.495965071870835e-16,0.0054553388128171535,0.0019403431178727473,3.44139567881572e-06,0.000842590422155391,1.9172813630166278e-11,1.5230637774901257e-10,2.5654873665277097e-09
1.631310819064475e-06,0.7708792578810783,3.76,0.0,0.7273487817939203,0.9617440039636463,0.007784940909110871,0.0014837531615962188,0.002350387493759566,0.0012526739310334124,0.02123669146193513,0.0002629875368632852,2.1679254364912787e-06,0.0005751831185798312,0.026047400822271055,1.717633853294855e-07,2.0853486987287317e-05,0.0001309946564311953,0.0662277405760197,4.407488775548052e-06,0.00041185373546207297,1.322250400251597e-07,3.827869073559388e-06,0.0034232684121491765,0.0031102337907554407,0.0009974431557674267,2.9811799641592443e-05,0.00206051089437657,1.6946960247023582e-05,5.165885504442428e-07,3.856332935520341e-06,7.330890532810575e-10,2.301795274362572e-09,1.307721897407786e-06,2.678905342475492e-07,1.6494276790772072e-06,4.643695466334263e-08,3.2507825246408534e-07,0.04561964011738221,3.1116281604363647e-09,2.412299864344823e-10,8.470178144783096e-10,0.0006248827584873058,8.020892150992376e-09,7.709996278918947e-06,0.000211533129858876,1.0710776876850704e-06,4.110941242926938e-11,0.0024695273887175837,1.9207589729022864e-07,7.939060348714257e-18,4.0769667823483276e-10,2.2088513133748578e-07,9.645464878778299e-11,7.231612926373697e-10,2.93388589553615e-11,6.607693443109939e-11,2.199761067324512e-11,1.9523119116037218e-07,6.820086946106345e-08,4.35954279808045e-06,6.568482925513091e-11,3.440950390429458e-13,6.814778690441242e-10,2.7042092832365696e-16,0.005435647860808093,0.002002711727343015,3.5193034529391738e-06,0.0008652028374818225,2.0430892454606964e-11,1.6197836149659563e-10,2.7801526357736343e-09
1.6519659821549736e-06,0.770989184909812,3.76,0.0,0.7260630025082203,0.9612176559904915,0.007931028342989895,0.0014817627567493888,0.002354203062870329,0.0012575337384926634,0.02156087887294351,0.00026343800734178555,2.184483683120159e-06,0.0006012742675958669,0.026397975165364573,1.791641084388083e-07,2.1714416311602673e-05,0.00013028973170322965,0.06715318180508466,4.443416605574394e-06,0.0004180466810770516,1.3402823375682093e-07,3.9608028633629944e-06,0.0035173971272029823,0.0031990583358353746,0.0010164520265280798,3.047689913193653e-05,0.002120749038927424,1.7688483496395092e-05,5.490944197004258e-07,4.074413556537956e-06,7.664518924191331e-10,2.406070866797711e-09,1.3485954501087579e-06,2.760028659288754e-07,1.72067717924749e-06,4.8008522594061737e-08,3.3604672638656887e-07,0.04611622064829085,3.098226408389291e-09,2.4019595872853407e-10,8.440667409319536e-10,0.0006216799847150396,8.276286951525333e-09,7.789352876769291e-06,0.00021962162015505088,1.081964792834501e-06,4.2131966262068556e-11,0.0024681758885003683,1.9396231869843887e-07,8.382366633550895e-18,4.195491152536921e-10,2.2650554867466342e-07,1.0055582066140893e-10,7.479658272053814e-10,3.029563654393996e-11,6.793122207987916e-11,2.2771083383854046e-11,2.0152088338318878e-07,7.064161891164848e-08,4.484821474739039e-06,6.94233763094895e-11,3.5945368755513485e-13,7.229916170201013e-10,2.9259647959616184e-16,0.0054161003539825725,0.0020659127869420146,3.597003466861773e-06,0.0008880014618419632,2.1747145029536564e-11,1.7211481271835608e-10,3.0087892054424167e-09
1.6726211452454723e-06,0.7710989169432716,3.76,0.0,0.7247807659761542,0.9606919547830369,0.008076925211435508,0.001479709728889353,0.0023579339343270567,0.0012622586186417746,0.021884322481699744,0.0002638547889391362,2.2004681343228794e-06,0.0006280635690342605,0.026747034121483316,1.8672535807832948e-07,2.259294324143143e-05,0.00012959230786450623,0.0680785983139484,4.478730257501286e-06,0.00042415048850591956,1.3581258875151202e-07,4.0951705996352645e-06,0.0036119665616316846,0.003288853742358915,0.0010354628471301753,3.114426120831283e-05,0.002181621360919576,1.845229427003988e-05,5.830352408243203e-07,4.300302887885276e-06,8.008586619496702e-10,2.51358738112283e-09,1.3900093483713838e-06,2.8420505883800807e-07,1.7934665282291582e-06,4.960161642829271e-08,3.471687194329912e-07,0.04660592784541592,3.0849057286072785e-09,2.3917000611958046e-10,8.411411360181271e-10,0.0006185089010038934,8.534864754988944e-09,7.86743246164004e-06,0.00022784903481113422,1.0926754967864002e-06,4.3158540908982164e-11,0.002466826047065914,1.9580736917494575e-07,8.84112722767074e-18,4.3151947674193413e-10,2.3215377633196686e-07,1.0474149548635247e-10,7.730140074020605e-10,3.126410567492527e-11,6.979968827509594e-11,2.355524252407622e-11,2.0789029330178981e-07,7.311865581651518e-08,4.611201733689911e-06,7.331910515360124e-11,3.7527613477750534e-13,7.660542961915546e-10,3.1618485656911465e-16,0.005396703208371873,0.0021299373637291307,3.6744697006352543e-06,0.000910982667100458,2.312305412361923e-11,1.827308070747565e-10,3.2520382475192677e-09
