Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70)
8.546476145911367e-13,0.7623232169947765,3.76,0.0,0.8211408873236294,0.9999939367821423,6.766562641323474e-24,4.980931747300639e-18,2.8055442945933085e-14,9.241814914347125e-16,4.017351824634661e-12,2.4644434740482047e-10,1.3494326297526527e-18,7.260793544774919e-25,2.0628959399548694e-19,3.426598403827269e-33,4.387224762759302e-36,9.892949838486844e-14,2.0075326885390994e-08,5.8151158539553994e-18,4.732648108761151e-21,6.156567271095595e-23,2.434428428082577e-31,8.252531581458027e-18,4.9390538754063506e-18,3.591223214585678e-17,3.0135776139650062e-24,2.4110319145824047e-23,1.9349541578840724e-20,8.578617881016892e-29,1.9740704976178864e-29,3.540078195750884e-32,1.9608133170087796e-30,6.607014002126448e-26,8.048327136528277e-28,8.5160154601041e-28,6.466762098087397e-30,3.0334451694713473e-28,2.464443109904096e-10,3.05256537353468e-20,3.6875512108019216e-19,2.977716722096654e-18,2.805264222932627e-14,3.8923743351992625e-21,2.348363201581613e-18,1.075724427880037e-23,3.6956596332950744e-18,5.1983199356587976e-23,6.062971384631488e-06,7.875231547489891e-27,3.26580465034138e-44,1.3863696739964231e-34,1.724377615212611e-27,1.5703227997268908e-35,1.5542119618838543e-39,2.2509552283311835e-36,3.760835238822726e-36,6.064384669174123e-42,2.909935110476261e-22,2.2880537872686377e-34,1.335966587006014e-27,1.493562913166296e-32,4.206949510038645e-38,2.286580923476268e-44,5.892268610288441e-46,2.0075298774165725e-08,4.017351735621424e-12,1.805598474101695e-23,9.893130023436908e-14,2.9367442743907623e-38,2.6014411162179194e-42,3.5177441998948796e-48
1e-12,0.7623232177253846,3.76,0.0,0.8211408838667473,0.9999929070222283,1.0752374498351158e-23,6.823271263881626e-18,3.8409829170788723e-14,1.083752380954851e-15,4.7005944590359574e-12,2.883577055844977e-10,1.847467914699223e-18,1.1532776522683367e-24,3.2766200261906444e-19,5.4423925746309345e-33,8.088715215807314e-36,1.1575441021135536e-13,2.3489595576318035e-08,7.96129679200127e-18,6.4793261901629585e-21,8.428731550219709e-23,3.866750495421405e-31,1.1298290193415075e-17,6.7622413883609384e-18,4.9166339090603305e-17,4.786504449487794e-24,3.562844393213618e-23,2.6490895508169128e-20,1.3625960121684186e-28,3.1355402264268557e-29,5.622797951352619e-32,3.11446051581156e-30,1.0223747308817075e-25,1.2783700904577068e-27,1.1755770266075936e-27,1.0271663368935784e-29,4.818209070973786e-28,2.883576557457795e-10,4.179394623113505e-20,5.048291655960911e-19,4.0762803027844485e-18,3.840596938106623e-14,5.32838460506144e-21,3.215052879363435e-18,1.4728316748480063e-23,5.059278760845164e-18,7.115931050115712e-23,7.092689374947076e-06,1.2507990384425428e-26,5.957651395500738e-44,2.3445915627271166e-34,2.738935798068526e-27,2.5093789135826857e-35,2.8389661616396145e-39,3.8067059821933846e-36,6.861330926385965e-36,1.2571532750629936e-41,3.988333788863489e-22,4.174357882111212e-34,2.122067421643898e-27,2.373253340803338e-32,7.675423020337659e-38,4.174158192298296e-44,1.074992224519264e-45,2.3489557090099584e-08,4.700594321562235e-12,2.4721069205744468e-23,1.1575683227961145e-13,5.357821585529628e-38,4.7587234799463044e-42,8.683407931345717e-48
1.082316490082701e-12,0.7623232177253846,3.76,0.0,0.8211408819090333,0.9999923240289298,1.3587631790390805e-23,7.995522513594872e-18,4.499358480598432e-14,1.174430214845196e-15,5.087530910578693e-12,3.120942121909442e-10,2.1641401463597623e-18,1.4570447685844877e-24,4.1396588000372746e-19,6.875692316120635e-33,1.0982901592022977e-35,1.2528272127887657e-13,2.542317659575316e-08,9.325929899530208e-18,7.589938957690248e-21,9.873462977063656e-23,4.885227796021668e-31,1.3234913499750762e-17,7.921568977087838e-18,5.759386459345064e-17,6.047141195769535e-24,4.348089829623399e-23,3.1031678380044873e-20,1.721496459745952e-28,3.9614242374312793e-29,7.103723102816242e-32,3.93477698361972e-30,1.2761230064359916e-25,1.6150882510700703e-27,1.3835273045607995e-27,1.2977230044420374e-29,6.0872970671028345e-28,3.12094153819603e-10,4.89592517320088e-20,5.913463571840358e-19,4.77470892993063e-18,4.4989046415623624e-14,6.241350888307394e-21,3.766127164660057e-18,1.725347584389605e-23,5.926258086649243e-18,8.335042238964347e-23,7.675658930292725e-06,1.580202648451732e-26,8.050820875063883e-44,3.059099596144982e-34,3.460355346281183e-27,3.1806310386086226e-35,3.8388893531087187e-39,4.96675613450961e-36,9.272413054466755e-36,1.7994251414551666e-41,4.674919542420989e-22,5.641228776140311e-34,2.681054355702381e-27,2.9989912744801215e-32,1.0372685323537742e-37,5.64261744333564e-44,1.4527440279427664e-45,2.542313151267244e-08,5.087530739141505e-12,2.8959250322299835e-23,1.2528552866910837e-13,7.240552352259623e-38,6.439250183030384e-42,1.332317362322236e-47
1.3099853655742653e-12,0.7623232184559924,3.76,0.0,0.8211408764944373,0.9999907122935986,2.3979011173148944e-23,1.1724080017229837e-17,6.5913445714125e-14,1.4263895654255605e-15,6.157710026837771e-12,3.777439751561038e-10,3.1703668347621226e-18,2.5696402773315094e-24,7.300664525523364e-19,1.2124954901297353e-32,2.3219029382416171e-35,1.5163576713225192e-13,3.0771026257396815e-08,1.3662050182389253e-17,1.1118912472682805e-20,1.4464062356942025e-22,8.61555512758846e-31,1.9388534150013232e-17,1.1605640386498693e-17,8.437232121282745e-17,1.0664201973241993e-23,7.085684316381387e-23,4.546004037697584e-20,3.0360265945936393e-28,6.986355147191261e-29,1.2527653876382408e-31,6.939283002730995e-30,2.191465027840999e-25,2.84837728128541e-27,2.0532454447987566e-27,2.2886941578342292e-29,1.0735528988736743e-27,3.7774388968671655e-10,7.172904732794071e-20,8.662341356096761e-19,6.993576332498772e-18,6.590672720370765e-14,9.141795489583431e-21,5.517147395932149e-18,2.5278002481452678e-23,8.680773569406092e-18,1.220790722150228e-22,9.287328590616403e-06,2.7865874347156507e-26,1.6851179838038392e-43,5.886077778056371e-34,6.102666378596121e-27,5.661485221118589e-35,8.050708698740251e-39,9.556455176192274e-36,1.9410685053933196e-35,4.3976122282538076e-41,6.8606436805416285e-22,1.1809186368606167e-33,4.728532228271155e-27,5.292213324965729e-32,2.171417258914554e-37,1.182251241186838e-43,3.041132260118042e-45,3.077096021279123e-08,6.157709733034923e-12,4.2427153157697954e-23,1.51639757428861e-13,1.5157129246541996e-37,1.3529710668881927e-41,3.965460281617023e-47
1.7653231165573938e-12,0.7623232199172085,3.76,0.0,0.821140865665246,0.9999874918739856,5.855092669466442e-23,2.1331321136235807e-17,1.1969822208606302e-13,1.9354483421036288e-15,8.298068382207742e-12,5.090431958933309e-10,5.757376665800232e-18,6.265188376173706e-24,1.7800026816242033e-18,2.955714321759797e-32,7.72712705549528e-35,2.0434141933047672e-13,4.1466725434528655e-08,2.4810195380715337e-17,2.019190185164418e-20,2.6266283873038864e-22,2.1005981077453937e-30,3.520947631307608e-17,2.1079122367958156e-17,1.5321962682612444e-16,2.5998183527268638e-23,1.5497963792687315e-22,8.255545735265861e-20,7.402311886900997e-28,1.7033823819540981e-28,3.0541936068288217e-31,1.69186365635311e-29,5.1627358190058e-25,6.94485770347624e-27,3.825841142239171e-27,5.580377961271165e-29,2.6174847003083125e-27,5.09043040836509e-10,1.3028167024616255e-19,1.5728531651321643e-18,1.2696072070133806e-17,1.1968576308941932e-13,1.6595966249455213e-20,1.0018911811933966e-17,4.5913761598201774e-23,1.5760861787001393e-17,2.21601579353644e-22,1.2507616850324748e-05,6.792762605946096e-26,5.5478199574058034e-43,1.7018060698301578e-33,1.4879224246293902e-26,1.4086571726591284e-34,2.6627800226338656e-38,2.7628781253473355e-35,6.392702467146438e-35,1.990406490356915e-40,1.2503341736758848e-21,3.8891641604652895e-33,1.1530165989270192e-26,1.2920360106607047e-31,7.150948408943216e-37,3.901903031172143e-43,1.0015529402005935e-44,4.146660549792914e-08,8.298067691944762e-12,7.70592264272233e-23,2.043482159949045e-13,4.9917534839583554e-37,4.4933753858894466e-41,2.5766169829649485e-46
2.2206608675405224e-12,0.7623232213784243,3.76,0.0,0.8211408548360553,0.9999842755181394,1.1661839703733434e-22,3.381902939241944e-17,1.8940956791534543e-13,2.4513741322793464e-15,1.0438426954257376e-11,6.403420101533945e-10,9.110460012117375e-18,1.2460593957029568e-23,3.540151032308642e-18,5.877451511388817e-32,1.9384746377628274e-34,2.5704663734058853e-13,5.216242441678664e-08,3.925952343655326e-17,3.195160503565739e-20,4.156305614248891e-22,4.177780464198406e-30,5.571532756748721e-17,3.336083378335534e-17,2.424539895438775e-16,5.170127767738793e-23,2.871378927212093e-22,1.306358271427347e-19,1.4722175663379393e-27,3.387789747756306e-28,6.073888291467126e-31,3.364798958900054e-29,1.005389218992951e-24,1.3812488284222487e-26,6.2087686531911974e-27,1.109895325604224e-28,5.2058023045672726e-27,6.403417650403898e-10,2.0619235763746133e-19,2.4885203461448507e-18,2.0083483206288566e-17,1.8938944042492084e-13,2.6252652584879003e-20,1.5853567177794798e-17,7.266814573641317e-23,2.493454337687737e-17,3.505127666485566e-22,1.5723841327859453e-05,1.3507175308400072e-25,1.3845151481147324e-42,3.906091293022713e-33,2.9592644190310225e-26,2.856924111151239e-34,6.673043299594061e-38,6.341270674158525e-35,1.5958776321970588e-34,6.215959565385985e-40,1.9856000954183338e-21,9.708761059207089e-33,2.2934366165739213e-26,2.572994779967275e-31,1.7850350654058005e-36,9.759662770708991e-43,2.5002552888185296e-44,5.2162234629706854e-08,1.0438425612356903e-11,1.219568939470876e-22,2.570566760748228e-13,1.2461242774884673e-36,1.1300556400321138e-40,1.0085712113485102e-45
3.1313363695067798e-12,0.762323224300856,3.76,0.0,0.8211408331776756,0.9999778549772957,3.2782402529778284e-22,6.750082794827582e-17,3.766111590620157e-13,3.503891481887782e-15,1.4719145000446244e-11,9.029384213682131e-10,1.8114838894568804e-17,3.4922119994661206e-23,9.921478091073544e-18,1.64660024454006e-31,7.78585541509295e-34,3.624564944230393e-13,7.355382179668156e-08,7.806161722048373e-17,6.353110919447476e-20,8.263955626794445e-22,1.1708566269845906e-29,1.1078163667749965e-16,6.635423322181534e-17,4.820832552368295e-16,1.4486592138496536e-22,7.378621886215715e-22,2.5975156262095096e-19,4.126044053162087e-27,9.49462128158764e-28,1.7019891973252463e-30,9.429708803038499e-29,2.749816601014744e-24,3.871168324538682e-26,1.2961947751746916e-26,3.110804499612073e-28,1.4589729283792163e-26,9.029379349894967e-10,4.1012296344038794e-19,4.946634874677298e-18,3.99062345145381e-17,3.765694926424012e-13,5.216472155144764e-20,3.15211966597052e-17,1.4454717141820916e-22,4.9557212606428856e-17,6.96350883590614e-22,2.2144119387094005e-05,3.783950980230249e-25,5.5261780324580534e-42,1.400586081845908e-32,8.293603476507883e-26,8.330881109815404e-34,2.6876305753342845e-37,2.2735577837694123e-34,6.374445939084809e-34,3.607272777984863e-39,3.9762399774777954e-21,3.877829205162877e-32,6.429037737008737e-26,7.230363488167634e-31,7.12861480617456e-36,3.914976584496944e-42,9.986575878737044e-44,7.355344443368613e-08,1.47191413377117e-11,2.425676190706721e-22,3.624736013410939e-13,4.977240512715316e-36,4.585252916481773e-40,8.459247172214308e-45
4.042011871473037e-12,0.7623232272232876,3.76,0.0,0.8211408115192982,0.9999714506301209,7.070889148310656e-22,1.1289971174378928e-16,6.27516599174178e-13,4.58407134555048e-15,1.899986467057423e-11,1.1655332130577073e-09,3.018348675472224e-17,7.510746891980542e-23,2.133791376040929e-17,3.540099738126946e-31,2.159986638781647e-33,4.678667886311087e-13,9.494521839708266e-08,1.3006810951894797e-16,1.0585733833680635e-19,1.3769216690986502e-21,2.5181582442218312e-29,1.845872199855452e-16,1.1059643250331746e-16,8.032588551214324e-16,3.1149860890192025e-22,1.5078122681179396e-21,4.328075223128358e-19,8.873938089677584e-27,2.0420178824555986e-27,3.659912034933856e-30,2.027958694119972e-28,5.833685662008655e-24,8.325924982157026e-26,2.262614923219769e-26,6.690873439638878e-28,3.1378166374352985e-26,1.1655324042981142e-09,6.835910651249897e-19,8.239847858941897e-18,6.644817796384798e-17,6.274444262893891e-13,8.686027849345863e-20,5.2519326309180104e-17,2.4094390525458374e-22,8.253781566442079e-17,1.1592924947924014e-21,2.8548203715688753e-05,8.134953436346999e-25,1.526642082627352e-41,3.6418189131127956e-32,1.7837070789281022e-25,1.8583622164839098e-33,7.484279598379672e-37,5.911267809514069e-34,1.7621068480040353e-33,1.2704883893647322e-38,6.672241881223248e-21,1.071920111442393e-31,1.3829981281544382e-25,1.5589907184760892e-30,1.9702332135539683e-35,1.0864023363474062e-41,2.760559502159857e-43,9.494458962573868e-08,1.8999856909146692e-11,4.0429661968052044e-22,4.678905343596891e-13,1.3758299506790623e-35,1.285093165545521e-39,3.773294953566529e-44
5.863362875405551e-12,0.7623232330681503,3.76,0.0,0.8211407682025512,0.9999586903537097,2.171399925278544e-21,2.3936952615972465e-16,1.3204325682183795e-12,6.827937388335784e-15,2.7561310902778316e-11,1.690717954814191e-09,6.351352284196287e-17,2.292581241497099e-22,6.51296775334545e-17,1.0797713160331213e-30,9.746059784446367e-33,6.786944866940113e-13,1.3772800925940896e-07,2.7369340605581666e-16,2.2274963888329054e-19,2.897201458766124e-21,7.686333855708059e-29,3.884152494668625e-16,2.3286950701859666e-16,1.6902440328467682e-15,9.503914519102264e-22,4.344434211758577e-21,9.107412160557879e-19,2.7086819408662813e-26,6.233038591786675e-27,1.1167800962771578e-29,6.189491500242425e-28,1.75441897436404e-23,2.541503805025915e-25,5.194152021377342e-26,2.042596160730443e-27,9.577772699120502e-26,1.6907162599755159e-09,1.4394200914642233e-18,1.732865484156288e-17,1.396352290751664e-16,1.3202691307407347e-12,1.8253122144079946e-19,1.1050425152752729e-16,5.074057700863822e-22,1.7352906864366214e-16,2.435287898511776e-21,4.13079542477343e-05,2.4810316898972007e-24,6.830118750442567e-41,1.5172706232946143e-31,5.444529856497576e-25,6.100897433158875e-33,3.4083153542861406e-36,2.462355686510726e-33,7.895223820196721e-33,8.522130208354446e-38,1.4237152744951307e-20,4.802389349374684e-31,4.223371816175138e-25,4.78393665488546e-30,8.824067658744052e-35,4.910664246433023e-41,1.2368234184904158e-42,1.3772668617808081e-07,2.7561287590446645e-11,8.512585312482374e-22,6.787244281806825e-13,6.164037071868886e-35,5.93397593467777e-39,3.755943271300927e-43
7.684713879338066e-12,0.7623232389130127,3.76,0.0,0.821140724885814,0.9999459943633405,4.9164624721408155e-21,4.142703305213058e-16,2.2681445747874217e-12,9.184010082420074e-15,3.612276969224414e-11,2.2158962692707066e-09,1.0910043542160294e-16,5.161419455181505e-22,1.4662550054977827e-16,2.4292377871857607e-30,2.8731060803515036e-32,8.895413301314841e-13,1.8051079700377758e-07,4.701336494364337e-16,3.826278544369333e-19,4.976358499201767e-21,1.7304537161854837e-28,6.67197501823335e-16,4.0026454856128686e-16,2.9033994965693913e-15,2.1387611028596982e-21,9.475285570742303e-21,1.5644391124439751e-18,6.098210850534852e-26,1.4032756037880286e-26,2.513479876002876e-29,1.3933367983352117e-27,3.9186454381365495e-23,5.722040688544208e-25,9.666412998354116e-26,4.599195597555108e-27,2.1562769779336817e-25,2.2158933699788926e-09,2.4742398819982423e-18,2.9749115170012136e-17,2.395359590455684e-16,2.2678439539370546e-12,3.1312440730192586e-19,1.8980267479742612e-16,8.722843502132041e-22,2.9782086217209445e-16,4.1761066482785164e-21,5.4003418489235634e-05,5.581256977850523e-24,1.9989994040012206e-40,4.281489075917548e-31,1.2257454783350582e-24,1.4647567955560472e-32,1.0129582914596057e-35,6.947313514277049e-33,2.3136526490728623e-32,3.20842369942341e-37,2.4793816592027675e-20,1.4072105826231958e-30,9.512380549397736e-25,1.0823963569086942e-29,2.584918529560409e-34,1.4504394773496961e-40,3.6242904017713615e-42,1.8050852429474988e-07,3.6122717656635666e-11,1.4631408393930907e-21,8.895583665939608e-13,1.8062250583024943e-34,1.7842567065817507e-38,1.811442301240616e-42
9.50606488327058e-12,0.7623232447578746,3.76,0.0,0.8211406815690864,0.9999333623350507,9.357884303815502e-21,6.386439251048008e-16,3.470639766051876e-12,1.165332719361484e-14,4.468424508022825e-11,2.74106819010851e-09,1.6694409241062024e-16,9.769896718880874e-22,2.775343729831877e-16,4.595075241971205e-30,6.711300294716115e-32,1.1004189144637498e-12,2.2329358163020294e-07,7.193870859801917e-16,5.854913650592391e-19,7.614281548389284e-21,3.2755077719607834e-28,1.020932076950318e-15,6.128658402280552e-16,4.442715282984537e-15,4.046711745495791e-21,1.757864339846635e-20,2.3939034155338243e-18,1.1543121142494772e-25,2.656210930138678e-26,4.7562263580821226e-29,2.6371481651203267e-27,7.380953441074029e-23,1.083146459166452e-24,1.5930498558942082e-25,8.706758567564919e-27,4.0815117323432e-25,2.7410637720501958e-09,3.78860994561169e-18,4.5495413035272125e-17,3.6604212189968443e-16,3.4701493445661e-12,4.784993339059382e-19,2.904089347663376e-16,1.3358102515058386e-21,4.553259844169202e-16,6.379368427362884e-21,6.663492040267438e-05,1.0556386692258327e-23,4.637154730010835e-40,9.711744292759792e-31,2.320153440938264e-24,2.9416452218705533e-32,2.384615929832249e-35,1.575636559470009e-32,5.373539891067121e-32,9.02661602586485e-37,3.8455255459443473e-20,3.268066607134784e-30,1.801323067855945e-24,2.058735590462934e-29,6.001510905152315e-34,3.3951339927603782e-40,8.41720341214205e-42,2.2329010398371454e-07,4.4684147108092625e-11,2.240241651211847e-21,1.1003923586554217e-12,4.194772633552141e-34,4.2462063340151004e-38,6.2191774771017e-42
1e-11,0.7623232506027359,3.76,0.0,0.8211406698219549,0.9999299476178966,1.0910178014867367e-20,7.081556408608461e-16,3.840661238090493e-12,1.2342640440497729e-14,4.700604878938352e-11,2.8834893127771075e-09,1.8474346353341892e-16,1.137334091039044e-21,3.230808038095394e-16,5.348221415731674e-30,8.221905195544615e-32,1.1576139581941384e-12,2.3489591346738533e-07,7.960856177913955e-16,6.47915471413443e-19,8.425963184810747e-21,3.813084325491534e-28,1.1297810817967244e-15,6.783246198722186e-16,4.916383207203568e-15,4.710324667671734e-21,2.0377081899823656e-20,2.6491440137787346e-18,1.3437588472519765e-25,3.092148240981031e-26,5.53635602204134e-29,3.0698772100833308e-27,8.583431770435023e-23,1.2609256846970983e-24,1.7970910660156003e-25,1.013606340943818e-26,4.751360149645222e-25,2.8834844291946133e-09,4.1933145601110304e-18,5.033818823364199e-17,4.0492139740822094e-16,3.840109400759734e-12,5.293246378811567e-19,3.2136456539574216e-16,1.4785483467018097e-21,5.037536264528396e-16,7.056276053084081e-21,7.004949476506076e-05,1.2286295453992448e-23,5.669810969424976e-40,1.1818750186221276e-30,2.7009315884344436e-24,3.4783081916548565e-32,2.9276852916098756e-35,1.9173996591186417e-32,6.572404140583994e-32,1.1581077540613057e-36,4.270997369491143e-20,3.9971101878999504e-30,2.097197867116904e-24,2.3997642739232626e-29,7.339773844623647e-34,4.161928938700535e-40,1.0295008461937227e-41,2.348920650456972e-07,4.700593486533699e-11,2.4795021854928852e-21,1.1575687794822292e-12,5.130562581618694e-34,5.228833101334817e-38,8.410361792802403e-42
1.1327415887203095e-11,0.7623232506027359,3.76,0.0,0.8211406382523686,0.9999207939465442,1.592035138674225e-20,9.13532047990941e-16,4.927905338428382e-12,1.4236926427179135e-14,5.324574110785496e-11,3.2662337508356313e-09,2.3704436252586123e-16,1.6530333588590157e-21,4.695641450849772e-16,7.769421436098348e-30,1.352661079529889e-31,1.311338831967703e-12,2.6607636313870207e-07,1.0214519723147052e-15,8.313395845191707e-19,1.0810859561355736e-20,5.542038729385789e-28,1.449617089361478e-15,8.707574481010065e-16,6.3081814940354704e-15,6.8440583139546e-21,2.933277817789299e-20,3.3991363293619442e-18,1.9530568837960211e-25,4.494206010051243e-26,8.044906750291024e-29,4.461530989815036e-27,1.244619576895186e-22,1.8327118867970582e-24,2.423769242828015e-25,1.4733358878349356e-26,6.905710812843298e-25,3.266227503760499e-09,5.383088813503712e-18,6.456174339094075e-17,5.190459207686785e-16,4.927165801721965e-12,6.785160942960483e-19,4.123173770392279e-16,1.898214075043211e-21,6.459574615123168e-16,9.04270540787821e-21,7.920278228407184e-05,1.784721818158619e-23,9.28188512203528e-40,1.914776396103642e-30,3.925581123738461e-24,5.262160252072329e-32,4.842875775368938e-35,3.106090579481248e-32,1.076870689221104e-31,2.1217893032129485e-36,5.533401072134938e-20,6.548830311829617e-30,3.0490473964721315e-24,3.4999420080463167e-29,1.202309736333973e-33,6.858293904733685e-40,1.6867612294266657e-41,2.6607142525289363e-07,5.324557594519635e-11,3.182858964983516e-21,1.3112264134206708e-12,8.405934688157401e-34,8.713925395021355e-38,1.7304604955038601e-41
1.314876689113561e-11,0.7623232564475971,3.76,0.0,0.8211405949356606,0.9999082888771776,2.503757559625317e-20,1.2399763652113216e-15,6.639928537115883e-12,1.6935845417921306e-14,6.180726181607616e-11,3.791392984788331e-09,3.1940111527710684e-16,2.58550595302384e-21,7.344214168484976e-16,1.2143896161551993e-29,2.4599414674081445e-31,1.5223126715775714e-12,3.0885914152929446e-07,1.3763265752695359e-15,1.1201719601049324e-18,1.4565981689431618e-20,8.668305468945244e-28,1.9532506680320755e-15,1.1740232220715206e-15,8.499788296242634e-15,1.0700326798701744e-20,4.541594697604369e-20,4.5801400579232095e-18,3.0547720280751766e-25,7.029358132092275e-26,1.2579159877315215e-28,6.977590497644149e-27,1.941916970153116e-22,2.866642360778736e-24,3.483945783440642e-25,2.3047266374403698e-26,1.0801100070798097e-24,3.791384602511401e-09,7.258234040106569e-18,8.694231193337511e-17,6.984400047650491e-16,6.638873874500788e-12,9.130353725081651e-19,5.555223541631738e-16,2.5597264148327068e-21,8.696285565255482e-16,1.216376214389003e-20,9.170732477699452e-05,2.789313754473708e-23,1.6763790547340034e-39,3.421380847819438e-30,6.139930784502661e-24,8.677110669959938e-32,8.873330609475771e-35,5.549255965377349e-32,1.9472390333573313e-31,4.4038935365262024e-36,7.554214648919684e-20,1.184102043762602e-29,4.770999258422643e-24,5.500221187018922e-29,2.173323276939037e-33,1.2502703464336342e-39,3.0499448961052176e-41,3.088524881101568e-07,6.180700416832564e-11,4.291290667803369e-21,1.5220605399449324e-12,1.5199040254487295e-33,1.6127509939719415e-37,4.155881356141492e-41
1.679146889900064e-11,0.7623232681373179,3.76,0.0,0.8211405083022733,0.9998834674209782,5.2713397217531424e-20,2.051699871135674e-15,1.082819702062225e-11,2.2683792841578753e-14,7.893039343714406e-11,4.841692604916275e-09,5.208835504151375e-16,5.384672189036767e-21,1.5294385593398756e-15,2.5257347590086247e-29,6.582797838969106e-31,1.9444684567474924e-12,3.94424688956849e-07,2.244498045671495e-15,1.8267871256926754e-18,2.3751415813640958e-20,1.805318824267932e-27,3.185356107096609e-15,1.9170116560069747e-15,1.3861384639751941e-14,2.2266377296288523e-20,9.328232529386635e-20,7.469468774941113e-18,6.361982835379537e-25,1.463952347776216e-25,2.618177567348683e-28,1.4528957002685906e-26,4.0307229556878105e-22,5.97060054067501e-24,6.393338691166689e-25,4.8010985399386503e-26,2.2494329476488518e-24,4.841679049952768e-09,1.185274920112833e-17,1.416230367405066e-16,1.1359717037438657e-15,1.0826287295674057e-11,1.4850269732497274e-18,9.057993556130224e-16,4.1809989772381754e-21,1.4157437607110963e-15,1.9769670697072283e-20,0.00011652772648308074,5.800118642722297e-23,4.423948660850176e-39,8.907491752052246e-30,1.2786991875163748e-23,1.993098690694117e-31,2.409558358383022e-34,1.4443173294248736e-31,5.151222983926705e-31,1.4693166815126861e-35,1.263925913019606e-19,3.1319783307054984e-29,9.944558414413935e-24,1.1562527909460096e-28,5.745339425499045e-33,3.363961579948013e-39,8.067666374218754e-41,3.944138386201846e-07,7.89298587741758e-11,7.006788257116636e-21,1.9437290444892445e-12,4.020271630018488e-33,4.464354416165514e-37,1.7801734804658727e-40
2.0434170906865668e-11,0.762323279827037,3.76,0.0,0.8211404216689244,0.9998588954336439,9.60331025394801e-20,3.0821462217227153e-15,1.603534413008796e-11,2.89054690228547e-14,9.605367226710208e-11,5.89196731382065e-09,7.713903694181489e-16,9.704363898645074e-21,2.756212421917296e-15,4.545848804527741e-29,1.4568413795517467e-30,2.366978913945448e-12,4.799902239130729e-07,3.3238878307826534e-15,2.7053331010909987e-18,3.516970098979098e-20,3.253670536803021e-27,4.717233707895044e-15,2.8424976830488953e-15,2.052742690541697e-14,4.009536460396712e-20,1.6660347780890095e-19,1.1061907197417542e-17,1.146569108482598e-24,2.6383492130654487e-25,4.715629081701918e-28,2.617923555494103e-26,7.248237460373091e-22,1.0761101898160832e-23,1.0522749966533181e-24,8.654789054937687e-26,4.053891471618197e-24,5.891947410270065e-09,1.7576596565139726e-17,2.0949144500171095e-16,1.6777871590994042e-15,1.6032234977676317e-11,2.193371197766603e-18,1.3411948959144396e-15,6.201472521110968e-21,2.092982364542064e-15,2.917849278949627e-20,0.00014109865832888724,1.0436785588094294e-22,9.656079758490059e-39,1.9294943084038896e-29,2.3044502127997898e-23,3.9288656166062916e-31,5.40794622965867e-34,3.127701724611058e-31,1.1270914563551068e-30,3.88405131696591e-35,1.9189374322950251e-19,6.85181788221969e-29,1.7937320822569067e-23,2.1031695566205724e-28,1.256212634635966e-32,7.489831156632544e-39,1.765067739960299e-40,4.799741555757929e-07,9.605271092867249e-11,1.0389115284292082e-20,2.3653979447213946e-12,8.795327908840967e-33,1.0199376893076267e-36,5.728569480639942e-40
