Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180)
7.702543215929966e-12,0.3943070753923706,3.76,0.0,0.9797767185654798,0.999881519831072,9.549094769451148e-20,3.2417110995934974e-15,2.0226234852974148e-11,4.900658204299927e-14,1.671986066074979e-10,8.006767444250813e-09,1.1969321474339013e-15,1.0860409757813938e-20,1.721489701895949e-15,8.558404379810647e-29,1.4666363533799725e-33,3.563227647892175e-15,7.640051539311557e-07,4.97553736581322e-15,4.0831951664713514e-23,6.924558444456876e-20,8.650338758851808e-28,5.500672949558204e-15,2.980741236320381e-15,3.245133584557699e-14,3.5801264945800776e-21,2.736521741996132e-19,2.2296868999696722e-17,2.412644839521621e-24,4.875780279016671e-25,1.3584711952006652e-27,7.385583238345094e-26,2.3463033947784964e-21,3.4750953288311985e-23,2.5362370330987513e-24,1.949950507024154e-25,8.15266763535876e-24,8.006733058967356e-09,4.542616598995915e-17,5.333701277168107e-16,1.8392881979953036e-15,2.0223819272475798e-11,6.01864411456548e-18,2.2149358532427528e-15,1.8839194336712712e-20,2.5073199202368755e-15,8.226930602327278e-20,0.00011847214189734212,2.423383013109899e-22,2.851530368840354e-38,3.4333427668554423e-29,4.3023583516615213e-23,1.1430387285574491e-30,3.482427117307019e-34,7.059894894053887e-31,4.369463595993908e-30,6.293731921450726e-35,5.156408099316912e-19,9.616445306423601e-29,5.39277492473389e-23,4.8903157057211055e-28,4.3164393224940357e-32,2.0473058884367884e-38,7.394649227858445e-40,7.639848830022936e-07,1.6719738841057595e-10,2.3802426968935162e-20
9.14382677389446e-12,0.3943070852154077,3.76,0.0,0.9797765740771661,0.9998598656593872,1.6153518192170892e-19,4.635435798933489e-15,2.85029119731826e-11,6.009028565380683e-14,1.9848502489023602e-10,9.504878021259988e-09,1.6867657905909065e-15,1.816871927480019e-20,2.879831707243489e-15,1.430524014192319e-28,2.9264059890129933e-33,5.469082782629602e-15,9.069640819512858e-07,7.011643961678001e-15,7.34582918417211e-23,9.757370554887198e-20,1.4482278606791682e-27,7.751722483066093e-15,4.205576315667922e-15,4.573120759886028e-14,5.989169301932676e-21,4.540568493394561e-19,3.1422052294744144e-17,4.036240934454235e-24,8.156942527237218e-25,2.2716096915401375e-27,1.235385108648729e-25,3.9194425022977615e-21,5.814112134523453e-23,3.988612808621584e-24,3.262783879325066e-25,1.3638796575871788e-23,9.50482988270296e-09,6.409749278469744e-17,7.509415785191654e-16,2.586662940392239e-15,2.8499433520997254e-11,8.46518526856193e-18,3.1209195788449135e-15,2.6574394280690205e-20,3.52830084892066e-15,1.156150353044911e-19,0.0001401248071839333,4.0489454626767357e-22,5.645623023405435e-38,6.746191269027625e-29,7.197516842720682e-23,2.106245422195377e-30,7.632201799436514e-34,1.3869436327077535e-30,8.666694936684453e-30,1.4735640212057054e-34,7.410709412773638e-19,1.9073259673789105e-28,9.027281804009768e-23,8.239079302609785e-28,8.557281343717946e-32,4.0803795506429076e-38,1.4667308729128847e-39,9.069355156808672e-07,1.9848299110078037e-10,3.356911951046383e-20
1e-11,0.39430710486147574,3.76,0.0,0.9797764882460456,0.9998470779631867,2.1268156543357924e-19,5.59178639588099e-15,3.4089862125567154e-11,6.697092271129532e-14,2.1707039666321248e-10,1.0394794021905255e-08,2.0174248267033285e-15,2.3765029056131674e-20,3.766794867536193e-15,1.8702013737424232e-28,4.199731544829938e-33,6.859173345957528e-15,9.918867088071284e-07,8.386084635852028e-15,1.0052515589944665e-22,1.1669411161711327e-19,1.895231030723905e-27,9.271267343252032e-15,5.033543184946488e-15,5.469557489863007e-14,7.833840752589092e-21,5.916736020977115e-19,3.758203847297127e-17,5.279519907018207e-24,1.0669510980819081e-24,2.9705170648850483e-27,1.6157730054991317e-25,5.12321678912175e-21,7.605370789444025e-23,5.06494836318509e-24,4.268289770956278e-25,1.783976013750632e-23,1.0394736673081942e-08,7.67201536168111e-17,8.976490694298296e-16,3.089947397548266e-15,3.408564899906212e-11,1.0112908456004755e-17,3.732392062200018e-15,3.1801876716525816e-20,4.216329394331595e-15,1.3805103236255175e-19,0.00015291160787415332,5.29204757546783e-22,8.064053642590852e-38,9.606563020962667e-29,9.414462612185799e-23,2.9059440084422765e-30,1.1540787504839897e-33,1.9747832829145778e-30,1.2393013183597138e-29,2.303399195552359e-34,8.965562367840887e-19,2.7273392951903674e-28,1.181217004666756e-22,1.0821752636928118e-27,1.2232861055796627e-31,5.854562266669808e-38,2.097385969017003e-39,9.918525429006652e-07,2.1706773892958297e-10,4.0168021421320006e-20
1.2026393889823448e-11,0.39430710486147574,3.76,0.0,0.9797762851007268,0.9998170349752274,3.756720224931433e-19,8.250707105106412e-15,4.93034363749476e-11,8.415058339958435e-14,2.6105879431721553e-10,1.2501007776002345e-08,2.9178624048861437e-15,4.133709505028211e-20,6.551667658391359e-15,3.2491888904122066e-28,8.856496913973696e-33,1.10088688844251e-14,1.1928818464727236e-06,1.2128837272251056e-14,1.945741522390922e-22,1.6875393268251694e-19,3.300756398102036e-27,1.3409191349484879e-14,7.2922641528345e-15,7.910654990038992e-14,1.362581201867197e-20,1.0221450443333782e-18,5.435698490985187e-17,9.183407582212208e-24,1.8558950149287787e-24,5.163692032245167e-27,2.809936530954139e-25,8.90027790364295e-21,1.3230502800169775e-22,8.333457032195795e-24,7.426387684201537e-25,3.1030447174911966e-23,1.2500925605876569e-08,1.1115936460598694e-16,1.2965856792838401e-15,4.456175586775623e-15,4.9297162158986715e-11,1.458661147184272e-17,5.3971571789188725e-15,4.605785773911839e-20,6.08580862083171e-15,1.9888955127216873e-19,0.00018295247438707482,9.188368927921984e-22,1.6816971328475937e-37,1.9943381251835844e-28,1.6375490336464855e-22,5.675965650125215e-30,2.7239275242140153e-33,4.098594890441729e-30,2.5913175155623974e-29,5.7957252349730964e-34,1.3315670915890024e-18,5.702444324763931e-28,2.0563973864437232e-22,1.9007343602643384e-27,2.555986940087702e-31,1.235368809596659e-37,4.385638269939083e-39,1.1928324321415233e-06,2.610541792865966e-10,5.81588487821249e-20
1.4908961005752435e-11,0.39430712450753547,3.76,0.0,0.979775996124536,0.9997748333694495,7.312627617486848e-19,1.3036340512741662e-14,7.576599443498351e-11,1.108010462239464e-13,3.2363412251471705e-10,1.5497017244452476e-08,4.484189127092884e-15,7.87534021123822e-20,1.2481028278256304e-14,6.180018242752385e-28,2.116064807160927e-32,1.9296563647084697e-14,1.4787994889708024e-06,1.863921698535562e-14,4.281926805001971e-22,2.5928912775615886e-19,6.301397819207308e-27,2.0607064995941495e-14,1.123315046200185e-14,1.2156859735753673e-13,2.5958040005277092e-20,1.9345797419517086e-18,8.35382192362462e-17,1.7496222953462553e-23,3.535844341933352e-24,9.828843619131126e-27,5.3518530974763125e-25,1.6935579415156265e-20,2.5210590497721307e-22,1.5010016001987546e-23,1.4154051050326861e-24,5.911717347891269e-23,1.5496892660298547e-08,1.7125935602125325e-16,1.988869139614865e-15,6.820207420875966e-15,7.575595751080498e-11,2.2329818754593493e-17,8.291952455969137e-15,7.091718955479469e-20,9.32571163377595e-15,3.0396639157135242e-19,0.00022515105766027514,1.7460149426391784e-21,3.9563224590434e-37,4.68039022245439e-28,3.1197489376401814e-22,1.2495648722963406e-29,7.452868730006558e-33,9.615208930255447e-30,6.118944724326705e-29,1.693183784555771e-33,2.1221515463950395e-18,1.3464379050329963e-27,3.9225718301861905e-22,3.6705983426312726e-27,6.029410066214607e-31,2.9615206223816937e-37,1.0356276889423692e-38,1.478723550563074e-06,3.2362534455144166e-10,8.951571830881205e-20
2.0674095237610407e-11,0.39430716379963043,3.76,0.0,0.9797754181728912,0.999692280563219,2.032794285463186e-18,2.6438274453228983e-14,1.4567313041632725e-10,1.721906595359004e-13,4.487909666988159e-10,2.1488682779589374e-08,8.622490650226703e-15,2.0998777324740848e-19,3.327465341720788e-14,1.6427057911972087e-27,8.010751157073413e-32,4.6243587534590675e-14,2.0506344079071184e-06,3.5838969037934596e-14,1.4665846919909933e-21,4.983750897710227e-19,1.688830686997325e-26,3.9623615481962034e-14,2.1700536864858777e-14,2.337492388204184e-13,6.920808462687047e-20,5.118733680948156e-18,1.606406185724983e-16,4.665421412147233e-23,9.428410817357298e-24,2.6161347569502543e-26,1.4262160370780973e-24,4.5088164522385004e-20,6.724530258381477e-22,3.7333301247457275e-23,3.7770488698172224e-24,1.5762699237732647e-22,2.1488449745846558e-08,3.309512624890209e-16,3.810037427311691e-15,1.3007380799429319e-14,1.456523146690368e-10,4.2605775154997603e-17,1.5934973110585127e-14,1.3688400231892778e-19,1.7828945528005372e-14,5.780742894070922e-19,0.0003076978022318413,4.6316557098490714e-21,1.451562690719427e-36,1.7215403145093487e-27,8.31833098565812e-22,4.225341474344924e-29,3.524082564046336e-32,3.5340460986403784e-29,2.2622704868946414e-28,8.743296584050701e-33,4.369424059769585e-18,4.97726841306274e-27,1.0484864451323775e-21,1.0045918478948274e-26,2.2245005232307472e-30,1.1408637973361287e-36,3.829148373170524e-38,2.050488395592048e-06,4.4876760634289766e-10,1.7265238784333166e-19
2.558003317343517e-11,0.394307197235874,3.76,0.0,0.9797749263559814,0.9996239294209267,3.9841192503714176e-18,4.2259684264361787e-14,2.2298919951850357e-10,2.3331751042446363e-13,5.553036510668222e-10,2.6587029251272414e-08,1.320000237615566e-14,3.977472837262244e-19,6.301945220728603e-14,3.103758505256905e-27,1.9128383297209588e-31,8.268848004528052e-14,2.5372465652384058e-06,5.486295822939336e-14,3.3184356894485262e-21,7.626895817886843e-19,3.215731593475916e-26,6.065776743894183e-14,3.335108938869257e-14,3.578283565395506e-13,1.3107993382064447e-19,9.658341342384242e-18,2.4593178604457146e-16,8.837358695551053e-23,1.785949836367283e-23,4.9479760650104695e-26,2.7001705821560584e-24,8.53319770026792e-20,1.2741074597674307e-21,6.81859294696289e-23,7.159138382551293e-24,2.9856367315173116e-22,2.658668101196316e-08,5.087755060014388e-16,5.814195481730215e-15,1.9774992904267044e-14,2.2295536081467181e-10,6.479738733585889e-17,2.4382414992417128e-14,2.1023010076349346e-19,2.7160712007985256e-14,8.76737523053113e-19,0.00037604376876336916,8.734717973949975e-21,3.3807604695224664e-36,4.030221407100703e-27,1.575587198991698e-21,9.437062698577767e-29,9.705934077580164e-32,8.268523004062836e-29,5.301859272735759e-28,2.523248711630744e-32,7.061077696586938e-18,1.166334858680567e-26,1.990132498031032e-21,1.943698268047237e-26,5.204437157749464e-30,2.783418067625701e-36,8.974504361835696e-38,2.5370230468023265e-06,5.552594465764418e-10,2.6499426245509613e-19
3.048597110925993e-11,0.39430723067209406,3.76,0.0,0.9797744345397614,0.9995572780364228,6.970332214823315e-18,6.255880772878081e-14,3.1669212012158733e-10,3.0302989919285733e-13,6.618259954542123e-10,3.168505209087217e-08,1.874839501178696e-14,6.732768579609968e-19,1.0666186281747137e-13,5.241494318271207e-27,3.9292900275909472e-31,1.3432652233506904e-13,3.023858369163708e-06,7.792054694815019e-14,6.544879634016725e-21,1.0829008716262832e-18,5.476640527936151e-26,8.615248339301092e-14,4.755318518398179e-14,5.082160549485511e-13,2.218650257267253e-19,1.6306042693610164e-17,3.49319345672014e-16,1.4959845606590102e-22,3.0232441271546825e-23,8.363251123210779e-26,4.568464904426604e-24,1.4435243867086477e-19,2.157362137950583e-21,1.1251427540352187e-22,1.2126673463487833e-23,5.053780403546117e-22,3.1684569568398224e-08,7.2563937726112e-16,8.231921127541396e-15,2.78934567768865e-14,3.166412602402738e-10,9.143364804738376e-17,3.4613965240677925e-14,2.995581787824473e-19,3.838936691860011e-14,1.233740773932642e-18,0.00044268996141791556,1.47210128938928e-20,6.778292455248871e-36,8.13381396897543e-27,2.666993135426488e-21,1.8390319950369376e-28,2.2440165879477005e-31,1.6678033352364331e-28,1.0695870342360325e-27,6.040917653710365e-32,1.0552005939025031e-17,2.3526651320258716e-26,3.375765728475455e-21,3.3579669466404376e-26,1.0481498973909266e-29,5.8810306626960415e-36,1.8106003771484695e-37,3.023540911155667e-06,6.617512205013817e-10,3.773506228452623e-19
3.5391909045084694e-11,0.394307264108291,3.76,0.0,0.9797739427242211,0.9994922841376852,1.1259786286315973e-17,8.772902534475e-14,4.2677709564929835e-10,3.817194740687772e-13,7.683598611159792e-10,3.678275985763334e-08,2.5267621255998568e-14,1.0534051822822725e-18,1.6686267819063443e-13,8.182835633616656e-27,7.263318183585703e-31,2.0376788375850242e-13,3.5104698197055776e-06,1.0501109450220183e-13,1.1703047223167773e-20,1.4589498303792705e-18,8.628291849190712e-26,1.1610732014185158e-13,6.433405173801984e-14,6.849083320850309e-13,3.471017300692358e-19,2.5463751652449958e-17,4.708045608726446e-16,2.3407057157728816e-22,4.7303408096791075e-23,1.3066065575273656e-25,7.144381638986093e-24,2.2573776998440816e-19,3.376408479016887e-21,1.727492820124124e-22,1.8986172829370295e-23,7.9069837574582985e-22,3.678212586294168e-08,9.819956614783904e-16,1.1059240916967797e-14,3.7334402388800074e-14,4.2670478508256307e-10,1.2242651030931227e-16,4.662690624614268e-14,4.050167163918265e-19,5.1486860816527034e-14,1.6474336355223473e-18,0.000507678652210906,2.2932150385286963e-20,1.2236730544019666e-35,1.4792720260669245e-26,4.172694690919151e-21,3.253648564134062e-28,4.5862580191655415e-31,3.031494762061251e-28,1.9427966572533193e-27,1.2692407542789904e-31,1.4918666529928938e-17,4.272878446745827e-26,5.292681841150236e-21,5.357910640080055e-26,1.9006348127734723e-29,1.1244843933875338e-35,3.2889531400837197e-37,3.5100419912559694e-06,7.682429281478718e-10,5.098703856486751e-19
4.029784698090946e-11,0.3943072975444649,3.76,0.0,0.9797734509093502,0.9994289065029015,1.7143416201699943e-17,1.1816355565834547e-13,5.532394066330658e-10,4.697777125627675e-13,8.749071087715585e-10,4.1880160898232555e-08,3.2757635411757316e-14,1.5549596739346818e-18,2.4628126695108726e-13,1.205429293552457e-26,1.2418040579075726e-30,2.936183886982482e-13,3.997080916890082e-06,1.3613397924587744e-13,1.9445339203278237e-20,1.8907778991621037e-18,1.2835555276081745e-25,1.5052185548753154e-13,8.37205237841051e-14,8.879013176626006e-13,5.123262719389251e-19,3.7533326496006694e-17,6.103886948898984e-16,3.455319522008187e-22,6.982862913306554e-23,1.9259428795093375e-25,1.0540977425627808e-23,3.330731128733977e-19,4.9854970353519264e-21,2.5132078925742735e-22,2.8044946277007144e-23,1.1671509357698323e-21,4.187936013367462e-08,1.2782927791064452e-15,1.4292220966902292e-14,4.807005711153253e-14,5.531407856995092e-10,1.576897520675811e-16,6.041853613727179e-14,5.267541661524187e-19,6.642556682065325e-14,2.116212504727511e-18,0.0005710510629490292,3.370364817984672e-20,2.0441567063116576e-35,2.4907013690080604e-26,6.159326077914333e-21,5.3557625664244715e-28,8.554054928580365e-31,5.10145547299516e-28,3.265396208894229e-27,2.4222577807889306e-31,2.023592596991194e-17,7.180891542747742e-26,7.828869851377473e-21,8.059541961952114e-26,3.1891205223890397e-29,1.9983156238668923e-35,5.528277630877019e-37,3.996526289629524e-06,8.747345695459797e-10,6.627021741394407e-19
4.520378491673422e-11,0.39430733098061593,3.76,0.0,0.9797729590951386,0.9993671049354915,2.4934728652696717e-17,1.5425545997733993e-13,6.960744082422267e-10,5.675959256153164e-13,9.81469598613736e-10,4.69772633518328e-08,4.121839334797822e-14,2.194766561379341e-18,3.4757559809177264e-13,1.698216244072341e-26,1.9991447224095718e-30,4.0647953486829745e-13,4.4836916607467855e-06,1.7128859797125452e-13,3.0519371218781426e-20,2.3783270793130066e-18,1.8272590526094956e-25,1.8939568756475063e-13,1.0573904875852597e-13,1.1171912691169204e-12,7.230727588978388e-19,5.291657149741505e-17,7.680730107976685e-16,4.877248865517404e-22,9.856439938828028e-23,2.714529075220835e-25,1.4871083719083225e-23,4.699405476837854e-19,7.038937363005967e-21,3.5065754444694424e-22,3.9611094242722045e-23,1.6473599570037381e-21,4.69762824140318e-08,1.614974823819315e-15,1.79269665335369e-14,6.007323358224192e-14,6.959441881841089e-10,1.9713893977107444e-16,7.598616841747631e-14,6.64918954323615e-19,8.317827431256521e-14,2.6385193099584486e-18,0.0006328473902061786,4.7365022535767566e-20,3.2168417667457566e-35,3.95180672136691e-26,8.693512210034043e-21,8.336394585433338e-28,1.4864703090689421e-30,8.089785193797076e-28,5.170181970423287e-27,4.292808775241519e-31,2.6577091109038545e-17,1.136835608256151e-25,1.1073011910634005e-20,1.1584101349875537e-25,5.0408514935146494e-29,3.3574672062397714e-35,8.753529385723416e-37,4.482993808727494e-06,9.812261447256885e-10,8.359943199150939e-19
5.010972285255898e-11,0.39430736441674447,3.76,0.0,0.9797724672815763,0.9993068402379365,3.49697932841769e-17,1.963976471132404e-13,8.552775276982974e-10,6.755652617443803e-13,1.0880491903171577e-09,5.207407515537959e-08,5.0649852459551626e-14,2.9896509611948782e-18,4.73402265709393e-13,2.3092737336054557e-26,3.0681252008116694e-30,5.449485112702627e-13,4.970302051308759e-06,2.1047436527074118e-13,4.576792064506056e-20,2.921539922167538e-18,2.5124086176374417e-25,2.327284341371555e-13,1.3041569255457344e-13,1.3727745674647785e-12,9.848732069095483e-19,7.201523848599088e-17,9.438587715049351e-16,6.6439193303840125e-22,1.3426708141984615e-22,3.692458123304837e-25,2.0247307598521854e-23,6.399191094540879e-19,9.591097860442275e-21,4.731872121103984e-22,5.399350724714804e-23,2.243947656687266e-21,5.207290253810557e-08,1.992481602562639e-15,2.1959621564630832e-14,7.331731695619811e-14,8.551099917615275e-10,2.406913900959865e-16,9.332713158630598e-14,8.196594820185248e-19,1.017181823001914e-13,3.2128401819937045e-18,0.0006931068314948556,6.423988388011143e-20,4.828010376915316e-35,5.981021416655429e-26,1.1841868961163578e-20,1.2409109043916827e-27,2.441414213841437e-30,1.2237438236718038e-27,7.807165839667192e-27,7.173445988870856e-31,3.401394234567725e-17,1.7164638465116772e-25,1.51144831180238e-20,1.6057773852210166e-25,7.598953184614723e-29,5.395543007775619e-35,1.3218858853692568e-36,4.96944455092851e-06,1.0877176537169e-09,1.0298948646035962e-18
5.992159872420851e-11,0.3943074312889344,3.76,0.0,0.9797714836563619,0.9991907695216365,6.322822631208306e-17,3.0040376654173505e-13,1.2227701760775117e-09,9.235211060968318e-13,1.3012671154595661e-09,6.22668575765283e-08,7.242471121048382e-14,5.111947602001572e-18,8.092722408166908e-13,3.936829322316997e-26,6.472464559678813e-30,9.090772611688199e-13,5.9435217726982556e-06,3.0093708970368156e-13,9.263521554566901e-20,4.174729498960966e-18,4.386853118578358e-25,3.327692363683918e-13,1.8784572289148538e-13,1.9628073256380073e-12,1.6837537259145373e-18,1.2296559167208603e-16,1.3497396781536519e-15,1.1361199451654452e-21,2.2959898359747705e-22,6.296227577941618e-25,3.4587418934712913e-23,1.0935106127971455e-18,1.6409346275467615e-20,7.975305807018528e-22,9.244663794674385e-23,3.8367378689459686e-21,6.226527468461983e-08,2.8717073702257376e-15,3.120342690399515e-14,1.0342454102376241e-13,1.222509151445178e-09,3.397838963377991e-16,1.333184376240125e-13,1.1794612407054286e-18,1.4405440897959737e-13,4.5116827954532455e-18,0.0008091669868993125,1.0889548457944047e-19,9.753028593615587e-35,1.2289766287208535e-25,2.0247513970653142e-20,2.4796330690096593e-27,5.779602383019722e-30,2.5120113284759953e-27,1.596385928724168e-26,1.7490973025564213e-30,5.245436607841343e-17,3.508959245579798e-25,2.5950377063924027e-20,2.8380504594447123e-25,1.5485421976797994e-28,1.2569238268807208e-34,2.7032373234475113e-36,5.942295713804814e-06,1.3007004732530409e-09,1.4801118763423091e-18
6.875228700869308e-11,0.3943074914738298,3.76,0.0,0.9797705983957953,0.9990911883541662,1.001675753474803e-16,4.1863992854111313e-13,1.6094480416881036e-09,1.1853190128692217e-12,1.4932403823718808e-09,7.143944338621383e-08,9.53414846468057e-14,7.721148926660063e-18,1.222079406385912e-12,5.933509038223342e-26,1.1521871437951687e-29,1.350339278507178e-12,6.819418314084014e-06,3.9613454122145417e-13,1.5949404611107434e-19,5.4924044553720365e-18,6.768582125538027e-25,4.380519909047763e-13,2.4887738653171477e-13,2.5837261475092547e-12,2.5428059266969607e-18,1.8555700368878353e-16,1.7769521016287026e-15,1.716127487987831e-21,3.468138375292914e-22,9.48678691252339e-25,5.219634869526456e-23,1.6508260762763404e-18,2.4798015768955507e-20,1.1930918534723377e-21,1.3980102980113403e-22,5.794848903900364e-21,7.143747098710817e-08,3.806956854638482e-15,4.084579566686072e-14,1.3450925297360987e-13,1.6090790538222818e-09,4.422054244308277e-16,1.7534889917219138e-13,1.561460135003915e-18,1.8800854111280865e-13,5.84420456479715e-18,0.0009087385943991625,1.632043230143586e-19,1.6719984575428038e-34,2.139620476148418e-25,3.0581171722683515e-20,4.2274914537132e-27,1.1211911556170632e-29,4.3695571516268584e-27,2.7666434531251415e-26,3.4710552876043826e-30,7.348791879670036e-17,6.079995365654914e-25,3.934033939890793e-20,4.407525496819421e-25,2.6755340080322324e-28,2.4585915954506996e-34,4.6853272300024626e-36,6.817804405865712e-06,1.4923847847692907e-09,1.9572671834012938e-18
7.758297529317765e-11,0.3943075516586549,3.76,0.0,0.9797697131371887,0.9989960201644343,1.506336241774399e-16,5.625830000366839e-13,2.04909053922299e-09,1.486082665045398e-12,1.6852979581073313e-09,8.061120219736525e-08,1.2140273315725042e-13,1.1094422145552807e-17,1.7556262484319312e-12,8.511917152900459e-26,1.916876963958945e-29,1.9147669693682795e-12,7.69531371146846e-06,5.043845624736376e-13,2.573294511427429e-19,6.989560396143262e-18,9.95654529379251e-25,5.577765137201085e-13,3.189098645326756e-13,3.289784383206756e-12,3.653213759497001e-18,2.664321821612685e-16,2.2628328399317178e-15,2.4660477469540972e-21,4.983677991255833e-22,1.359903544270497e-24,7.493579193870777e-23,2.3709451481675212e-18,3.5650748225186474e-20,1.7015046741715683e-21,2.0112004080989408e-22,8.32623535259532e-21,8.060883264742003e-08,4.881126453571059e-15,5.171914575427611e-14,1.6922550907390914e-13,2.048588457306103e-09,5.567118788410814e-16,2.2308405466755486e-13,1.999471322325925e-18,2.373544601676377e-13,7.323600269716187e-18,0.0010038971718666692,2.326971897337265e-19,2.682006125753938e-34,3.4852873282681943e-25,4.3940364384890674e-20,6.761666507181353e-27,2.007052710809798e-29,7.111746520518898e-27,4.4861274678217615e-26,6.34065618100726e-30,9.912130848027015e-17,9.85670163501926e-25,5.673526102587467e-20,6.500713377924834e-25,4.325144672003208e-28,4.5032059121681246e-34,7.597980749221897e-36,7.693258774706157e-06,1.6840688822963584e-09,2.503482961010571e-18
8.641366357766222e-11,0.39430761184341045,3.76,0.0,0.9797688278804911,0.9989050693588173,2.1740110872074575e-16,7.345194502889619e-13,2.5416733038310595e-09,1.8280878377060436e-12,1.8774506705443066e-09,8.978217361741987e-08,1.5060825868283608e-13,1.5329860089056342e-17,2.4253592401562216e-12,1.1748355247403069e-25,3.0238043927945935e-29,2.6173534952493773e-12,8.571207965170233e-06,6.25684308597342e-13,3.9449104981669964e-19,8.665880972303169e-18,1.4112254090518644e-24,6.919412032327604e-13,3.980820834794492e-13,4.0809649119989875e-12,5.047167335622359e-18,3.679324335932618e-16,2.8073892529450952e-15,3.407717069173257e-21,6.886747552526972e-22,1.8746958101079047e-24,1.0345446301888601e-22,3.274632604654764e-18,4.928672600951601e-20,2.3368892113835607e-21,2.782336181787429e-22,1.1504437052961242e-20,8.977941044195537e-08,6.096631122028747e-15,6.380233273175172e-14,2.0743725930664451e-13,2.541010537927311e-09,6.828797256392711e-16,2.765088217307984e-13,2.494359506332269e-18,2.919498645712153e-13,8.942482547747609e-18,0.001094838312895422,3.1905953387778496e-19,4.083762032042815e-34,5.388410480502479e-25,6.071329978140065e-20,1.0284890568204764e-26,3.372531470249263e-29,1.0986243030557827e-26,6.904588164414367e-26,1.0853052340117909e-29,1.2972196488947165e-16,1.5167295115869228e-24,7.868140738825059e-20,9.20588841019883e-25,6.636505352627531e-28,7.821555033901902e-34,1.1695091046688353e-35,8.568658831878772e-06,1.87575276600599e-09,3.1196123101669922e-18
9.524435186214679e-11,0.3943076720280978,3.76,0.0,0.9797679426256538,0.9988181490374306,3.0348100957338927e-16,9.36734449183576e-13,3.0871725555928835e-09,2.2136088630671673e-12,2.0697093426840475e-09,9.895239549407758e-08,1.8295787644331856e-13,2.0525548993809192e-17,3.246712102032406e-12,1.5720704243907698e-25,4.56922585498347e-29,3.4730480301378447e-12,9.447101075544277e-06,7.60031079304724e-13,5.803237479430295e-19,1.0521054928356487e-17,1.9417686557179815e-24,8.405446172373234e-13,4.865293785631063e-13,4.957251635750811e-12,6.756836525793505e-18,4.923986212700847e-16,3.410628699146079e-15,4.562974630595102e-21,9.221494966181881e-22,2.5043760618684282e-24,1.3839878256713555e-22,4.382622388054136e-18,6.602573571163406e-20,3.1133549489225096e-21,3.729799608005404e-22,1.5402972700708626e-20,9.894925341801446e-08,7.455843777480352e-15,7.70745861049198e-14,2.4901357605480685e-13,3.086319066762004e-09,8.203011336652025e-16,3.3560825008194477e-13,3.0469892059848008e-18,3.516562800942705e-13,1.0693838422748187e-17,0.0011817489173400733,4.2392164887935236e-19,5.96291301564681e-34,7.987289721602217e-25,8.128810866420583e-20,1.5021601216853348e-26,5.384502279123308e-29,1.6272423312375052e-26,1.0189857748867784e-25,1.76272924825212e-29,1.6564361157682577e-16,2.2379445407068458e-24,1.0573230183807076e-19,1.2614736346131861e-24,9.76437507679335e-28,1.2999193919915619e-33,1.7261264641950544e-35,9.444004588347055e-06,2.067436436069251e-09,3.806505408530463e-18
