Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86)
9.106107659912994e-10,0.17588679431782353,3.76,0.0,0.6921630066835427,0.9995110635692186,5.0339001100542034e-15,2.3166453028923727e-12,1.5505532366084312e-09,2.6320001664295124e-12,4.376560631091644e-12,1.4515314529427029e-08,2.822679139971221e-14,3.332332036413581e-17,9.908976838744379e-12,1.4897636156354807e-27,3.001196987775967e-38,9.201918235816917e-12,4.933472133547169e-07,6.786984060075461e-14,1.0351934961667465e-18,8.154348050430875e-21,6.0361083390738135e-28,9.711982698908448e-13,9.013564282073343e-13,2.456171118155617e-13,9.466956907423426e-21,5.85906626655643e-17,3.2067496924520377e-19,3.1302860238031146e-27,3.7953160438791664e-28,2.2062998939442374e-29,1.0712861918814795e-27,1.1377907473877046e-18,1.6824940297544216e-20,7.1328225671473e-24,5.80826625988965e-32,6.521485846548019e-30,1.4514656496419823e-08,2.6779572363796357e-14,3.088627156830523e-14,1.5101630955904553e-13,1.5465375362377075e-09,6.171310433188355e-22,4.606156891959457e-12,5.136983852864445e-19,1.0451073368955382e-13,2.067692912201196e-21,0.0004889203507122376,2.869832821277704e-19,4.873054950750313e-42,7.230370382035654e-27,2.5041610272382032e-21,2.7951174688213203e-27,7.870983297457466e-32,9.953499068992533e-30,2.722081864202287e-24,1.3268796695892466e-44,2.1637796759804965e-21,4.654248705286053e-33,4.467602741197685e-20,1.1335485304059648e-29,6.254718747377068e-31,6.1466083701177e-42,2.877996010875126e-48,4.917884152732974e-07
9.302076614067875e-10,0.17588679466034562,3.76,0.0,0.692162995753721,0.9995110227587479,5.431899688474563e-15,2.450646778709688e-12,1.6178042586173381e-09,2.7795749320325547e-12,4.664800989601013e-12,1.4827682251302226e-08,2.945473158982836e-14,3.5520131353865097e-17,1.055508944344799e-11,1.624484749860412e-27,3.398884847074705e-38,9.778491129772559e-12,5.039643938385776e-07,7.081915869524073e-14,1.1270642225160617e-18,8.52203681926366e-21,6.713907195666343e-28,1.0134035960482294e-12,9.416147984407292e-13,2.562914018936188e-13,1.0090119662106383e-20,6.245232182904852e-17,3.418102766701257e-19,3.408431121069988e-27,4.132689390791142e-28,2.4323510744034432e-29,1.1666712499785279e-27,1.2127199405602292e-18,1.793503203433252e-20,7.60325057087789e-24,6.414548122256141e-32,7.103394618381902e-30,1.4827129243188111e-08,2.8152159729417905e-14,3.177019336121408e-14,1.5489657679763313e-13,1.6135317180071107e-09,6.379779817093935e-22,4.80430485548425e-12,5.475844872337099e-19,1.0802045943532482e-13,2.129415378270695e-21,0.0004889607807853217,3.032812475044956e-19,5.347866446456941e-42,7.877239092137131e-27,2.6692070104046203e-21,3.0357788895095842e-27,8.941307374451699e-32,1.0843901501528143e-29,2.958458968886934e-24,1.5070465680792313e-44,2.2874566224871644e-21,5.070573227491179e-33,4.765954691788548e-20,1.2349449276206599e-29,6.949475414245235e-31,6.836840695453528e-42,3.205126100329334e-48,5.0233782006881e-07
9.498045568222755e-10,0.1758867950028685,3.76,0.0,0.6921629848238825,0.999510987970694,5.852691051134073e-15,2.589615437187714e-12,1.6864740670037787e-09,2.932396320143573e-12,4.9654076584208095e-12,1.5140050488901195e-08,3.0708815657344736e-14,3.781137747326255e-17,1.1228543044819244e-11,1.7692437147170414e-27,3.841737881422846e-38,1.03778561891274e-11,5.145815786436064e-07,7.383106382895153e-14,1.2249117381982822e-18,8.898693767005115e-21,7.451274295996908e-28,1.0565046372105002e-12,9.82780263183906e-13,2.671922775580221e-13,1.0739993459667664e-20,6.647992500646909e-17,3.6385380629585734e-19,3.704707661569216e-27,4.492071030871688e-28,2.677088169961825e-29,1.268302418592708e-27,1.2908637128994855e-18,1.909292606402763e-20,8.093923439842485e-24,7.072090574013122e-32,7.723546251413516e-30,1.5139613941207415e-08,2.9561606208980276e-14,3.265578369256839e-14,1.5877743133985392e-13,1.681934110869679e-09,6.590482972530786e-22,5.006531872167786e-12,5.829294019399659e-19,1.115558603144334e-13,2.191710157912712e-21,0.0004889951869956216,3.2009080713926764e-19,5.856800242337053e-42,8.566348267997457e-27,2.84134529037491e-21,3.2913288485863295e-27,1.0130176268390588e-31,1.1792450558598927e-29,3.209673289320019e-24,1.7071246142579442e-44,2.415158842349716e-21,5.514070525753771e-33,5.0774624586946933e-20,1.3429592909862994e-29,7.704325481196064e-31,7.587723430089201e-42,3.5616044221302416e-48,5.128857878596254e-07
9.694014522377635e-10,0.1758867953453921,3.76,0.0,0.6921629738940268,0.9995109583075518,6.29711102898627e-15,2.7336388092088234e-12,1.7565621143802666e-09,3.090551398656043e-12,5.278638756243164e-12,1.5452419251376005e-08,3.198904364742064e-14,4.019904172269632e-17,1.1929895886902798e-11,1.924625037581427e-27,4.334081560397541e-38,1.1000393685387789e-11,5.25198767947638e-07,7.69055473495816e-14,1.3289891376833504e-18,9.284392295312427e-21,8.252053790741342e-28,1.100501272573174e-12,1.0248538560991476e-12,2.7831971134529197e-13,1.1417134711393246e-20,7.067695499227874e-17,3.8682461912468093e-19,4.0198864584574284e-27,4.874398077915096e-28,2.941728985325701e-29,1.3764485391018595e-27,1.372289197424352e-18,2.0299631724196083e-20,8.605268216092225e-24,7.784318213056272e-32,8.383598703321141e-30,1.5452111035098148e-08,3.100796136291492e-14,3.354291116715985e-14,1.626587382992064e-13,1.7517439615245043e-09,6.803417592041087e-22,5.212832350210759e-12,6.197639321734631e-19,1.1511596135994795e-13,2.2545765103556475e-21,0.0004890244668480204,3.3741394947591866e-19,6.401473652521312e-42,9.299491414225684e-27,3.0207247126486925e-21,3.562336797529979e-27,1.1447856320180428e-31,1.280161521853141e-29,3.476310086344306e-24,1.928832180310829e-44,2.54692574431788e-21,5.985893299864912e-33,5.402423291868002e-20,1.4578723620873598e-29,8.523048446457545e-31,8.403167368862086e-42,3.9494007609393625e-48,5.234323188411638e-07
9.889983476532515e-10,0.1758867956879165,3.76,0.0,0.6921629629641535,0.9995109330055373,6.76601106756457e-15,2.882804387503127e-12,1.8280678534276975e-09,3.2541271925048026e-12,5.604752302220182e-12,1.576478854761677e-08,3.329541560595406e-14,4.268510683510564e-17,1.2659705898836213e-11,2.0912364060355066e-27,4.88057953896284e-38,1.1646480661447268e-11,5.358159619314366e-07,8.004260060444864e-14,1.4395547121235837e-18,9.679207374215893e-21,9.12025204416058e-28,1.1453933813189365e-12,1.0678365746295043e-12,2.896736758526928e-13,1.2122099601486366e-20,7.504689420398319e-17,4.1074177407204343e-19,4.3547543331887765e-27,5.2806272132078345e-28,3.227552063267967e-29,1.4913843357759272e-27,1.457063506167497e-18,2.1556158478109797e-20,9.137712006753853e-24,8.554830112857811e-32,9.085246974256334e-30,1.576462097206074e-08,3.249127020957917e-14,3.443145425607512e-14,1.6654037909290323e-13,1.8229605169548875e-09,7.018581763600985e-22,5.423200711825904e-12,6.581188864857361e-19,1.1869982510058157e-13,2.3180137066559434e-21,0.000489049384126529,3.5525249712385655e-19,6.983542415542303e-42,1.007849954994833e-26,3.2074941063618503e-21,3.849380485296253e-27,1.2905265329840883e-31,1.387391604211222e-29,3.7589642351921845e-24,2.1739959922633063e-44,2.682796652204599e-21,6.487218324071692e-33,5.741135279070703e-20,1.5799707458744682e-29,9.409575639284743e-31,9.287247806180084e-42,4.370575846637958e-48,5.339774132088549e-07
9.999999999999999e-10,0.17588679603044163,3.76,0.0,0.6921629568281398,0.9995109204651308,7.04030314503265e-15,2.968832069465759e-12,1.868832156827944e-09,3.3483666255924975e-12,5.793574373711028e-12,1.594015219458202e-08,3.4040268303797953e-14,4.412464735546517e-17,1.3082100530312165e-11,2.1899288239685848e-27,5.212981125768012e-38,1.2019653764380866e-11,5.417764325146709e-07,8.183115512502527e-14,1.5045680115754542e-18,9.904879859617465e-21,9.638759306574184e-28,1.1709881338307294e-12,1.0923657902019821e-12,2.961470398355819e-13,1.253026794879185e-20,7.757725421535764e-17,4.2459070677030503e-19,4.55167753872596e-27,5.519523706259941e-28,3.3977956334609647e-29,1.5589895953769394e-27,1.5061484475500384e-18,2.228378323452731e-20,9.446031913522888e-24,9.014345536256008e-32,9.49802809923562e-30,1.5940069134317503e-08,3.3340208005185536e-14,3.493085834198384e-14,1.6871963014534265e-13,1.863557581065839e-09,7.140351009343368e-22,5.543081829620524e-12,6.80329176333264e-19,1.207218740480996e-13,2.3538771253409995e-21,0.0004890617079092091,3.6549353904049773e-19,7.327336605347406e-42,1.0536632438178516e-26,3.3156406005186767e-21,4.017773267896774e-27,1.3789002902024196e-31,1.450453514528823e-29,3.924891538666248e-24,2.3226318706322705e-44,2.76088767282982e-21,6.782039744761765e-33,5.937426131699846e-20,1.651774899337094e-29,9.938509942733374e-31,9.81523155679284e-42,4.622454106666792e-48,5.398967755428787e-07
1.0085952430687395e-09,0.17588679603044163,3.76,0.0,0.6921629520342623,0.9995109114146511,7.260257220613445e-15,3.0371996266658426e-12,1.90099073690343e-09,3.423210683682503e-12,5.944006215977082e-12,1.6077158386290282e-08,3.46279315795615e-14,4.5271555275976736e-17,1.3418530696935322e-11,2.269709084622963e-27,5.48625387651993e-38,1.2316490956587805e-11,5.464331607786725e-07,8.324221494068135e-14,1.5568719465709393e-18,1.0083215540918052e-20,1.0060041026269188e-27,1.1911808426208367e-12,1.1117293814409852e-12,3.0125414373891e-13,1.2855444089187026e-20,7.95932246929234e-17,4.356243280255081e-19,4.7101141137868604e-27,5.7117346887317905e-28,3.5358988453714533e-29,1.6133904348937975e-27,1.5452537303893482e-18,2.286351591690038e-20,9.691681986774476e-24,9.387406086835403e-32,9.830223258125596e-30,1.6077144201889256e-08,3.401157356651146e-14,3.5321300555903376e-14,1.7042224947171753e-13,1.8955830244329262e-09,7.235973908158044e-22,5.6376313932672834e-12,6.98025079400223e-19,1.2230655012905453e-13,2.3820210278455517e-21,0.0004890705888308443,3.736081136229731e-19,7.604700681497543e-42,1.0905241203904213e-26,3.401802284746911e-21,4.153045845686029e-27,1.4513999432231193e-31,1.5011925161037104e-29,4.058240143115366e-24,2.4445555366873885e-44,2.8228108116014947e-21,7.019246443357042e-33,6.093897346471798e-20,1.7095469097583463e-29,1.0367992986020038e-30,1.0244207917057741e-41,4.827283885416413e-48,5.445210711581321e-07
1.0281921384842275e-09,0.1758867963729676,3.76,0.0,0.6921629411043524,0.9995108929817321,7.780730143722487e-15,3.196911943174763e-12,1.975330217648546e-09,3.597888811256016e-12,6.296658317626733e-12,1.638952877587279e-08,3.598659161556062e-14,4.7960369243325706e-17,1.4206927586542373e-11,2.4606983293049094e-27,6.156506064483552e-38,1.3010795231289781e-11,5.570503646758957e-07,8.650438170538509e-14,1.6812095172249265e-18,1.0496494898600227e-20,1.1075761709121094e-27,1.23786353564514e-12,1.1565332058097563e-12,3.1306108772464765e-13,1.3617723910899743e-20,8.431942815512963e-17,4.614913359041002e-19,5.086784633166317e-27,6.1687163304915294e-28,3.868175874485545e-29,1.7427533843183537e-27,1.6369269407934286e-18,2.4222713761737367e-20,1.026760540168355e-23,1.0286013074045662e-31,1.0620297096857679e-29,1.638968117697957e-08,3.556890836603701e-14,3.6212346103613357e-14,1.7430425778865268e-13,1.9696107315235756e-09,7.455592727232075e-22,5.856118844858193e-12,7.3951333160223075e-19,1.2593526972516076e-13,2.446597763446984e-21,0.0004890886341220994,3.9248230994841356e-19,8.266680998705646e-42,1.178162240811563e-26,3.6037980455964936e-21,4.473926886381488e-27,1.6286360509611113e-31,1.621826626439323e-29,4.374751668182359e-24,2.742567550928346e-44,2.967007395536883e-21,7.583202568805862e-33,6.461009259251229e-20,1.8468991824812273e-29,1.1402543768150326e-30,1.1278462137793425e-41,5.321775130276955e-48,5.550632928844304e-07
1.0477890338997155e-09,0.17588679671549443,3.76,0.0,0.6921629301744235,0.9995108772360407,8.328325087963411e-15,3.3620287154078052e-12,2.0510857485943886e-09,3.7782484713827795e-12,6.662966327785455e-12,1.6701899724677996e-08,3.737139576195556e-14,5.075353066768722e-17,1.5025453563666122e-11,2.6648837996587224e-27,6.897138877748165e-38,1.3729760991852105e-11,5.676675738125125e-07,8.982909224578911e-14,1.8128412887113197e-18,1.091912511523668e-20,1.2171927467350344e-27,1.2854413395538636e-12,1.2022489449564733e-12,3.2509448059315775e-13,1.4409494582329226e-20,8.92289859422467e-17,4.883618507180401e-19,5.485600727504431e-27,6.6525875419663455e-28,4.2258570387920406e-29,1.8797656735291933e-27,1.7321501877430218e-18,2.5634761866030112e-20,1.0865909570371855e-23,1.1254811646041964e-31,1.1457275537654992e-29,1.6702232352332722e-08,3.7163307947167884e-14,3.7104494742882444e-14,1.7818632347697616e-13,2.04504288608824e-09,7.677437158970454e-22,6.078657531017779e-12,7.826144701302288e-19,1.2958515053143753e-13,2.51174321027694e-21,0.0004891039907400167,4.118764507652183e-19,8.971254300506186e-42,1.2709586690523951e-26,3.813630171729789e-21,4.8126255796277154e-27,1.8235384140902755e-31,1.7495614583695608e-29,4.7091220392278596e-24,3.070210596603365e-44,3.11542550925171e-21,8.180335672313196e-33,6.842771622211658e-20,1.992331752828024e-29,1.2517631372725327e-30,1.2394599546298046e-41,5.856398491705904e-48,5.656040785831825e-07
1.0673859293152035e-09,0.17588679705802213,3.76,0.0,0.6921629192444755,0.9995108637769813,8.90395189352999e-15,3.5326372836606002e-12,2.128256782768433e-09,3.964376517327057e-12,7.0431878675899375e-12,1.7014271240880765e-08,3.8782344067424384e-14,5.3653021212108637e-17,1.58746653164396e-11,2.8829699688590253e-27,7.714379065370777e-38,1.4473752614823748e-11,5.782847883807603e-07,9.321633790937619e-14,1.952046311391813e-18,1.1351187422416588e-20,1.3353227483104834e-27,1.3339141335070424e-12,1.2488774653297869e-12,3.3735429519070576e-13,1.52313114006237e-20,9.432537907252868e-17,5.162549236288572e-19,5.90741323466307e-27,7.164383307687895e-28,4.61048585737569e-29,2.0247257541124363e-27,1.830990501479153e-18,2.7100670217653044e-20,1.14870218878872e-23,1.2298162634734385e-31,1.234300329322755e-29,1.7014798185554335e-08,3.879480232559531e-14,3.799765753797593e-14,1.8206837571181418e-13,2.1218787362879487e-09,7.901506341288775e-22,6.305241930286468e-12,8.273593285684488e-19,1.332553912794132e-13,2.5774566714779964e-21,0.0004891170592805357,4.3179176044247494e-19,9.720229892383767e-42,1.369111506680499e-26,4.0314474314620156e-21,5.169751754537252e-27,2.0374868087530093e-31,1.884669687676829e-29,5.0619837769384704e-24,3.429789716123149e-44,3.268104194240542e-21,8.811918780775555e-33,7.239485880397876e-20,2.1461546682116167e-29,1.3717822035498307e-30,1.359738724208591e-41,6.433604189270066e-48,5.761434284498149e-07
1.0869828247306915e-09,0.17588679740055055,3.76,0.0,0.6921629083145074,0.9995108522636462,9.508534983380912e-15,3.708824950164097e-12,2.2068427732995866e-09,4.15635975947613e-12,7.437580458715173e-12,1.732664333253744e-08,4.021943658130832e-14,5.666082227214882e-17,1.6755119226417514e-11,3.1156865314751924e-27,8.614900895816405e-38,1.5243131371248025e-11,5.889020085756843e-07,9.666611004399725e-14,2.0991088187047723e-18,1.1792764614173983e-20,1.4624530155511226e-27,1.3832817966647427e-12,1.2964196038409706e-12,3.4984050442698187e-13,1.6083729446525623e-20,9.961208824190243e-17,5.451896040098799e-19,6.35308899266127e-27,7.705158196944194e-28,5.02367780719961e-29,2.1779380607071116e-27,1.9335148923398522e-18,2.862144894119382e-20,1.213136982824664e-23,1.3420633881102544e-31,1.3279362905008145e-29,1.732737913685075e-08,4.046341844342031e-14,3.889175223160477e-14,1.8595035223314853e-13,2.200117530586149e-09,8.127799580967695e-22,6.5358665353502534e-12,8.737787472407761e-19,1.3694522156450054e-13,2.643737455735391e-21,0.0004891281806511742,4.522293288361838e-19,1.051545543950633e-41,1.4728226031530234e-26,4.2573985790767936e-21,5.5459229909956384e-27,2.271940131578924e-31,2.027429141069518e-29,5.433978616059537e-24,3.823741171997103e-44,3.4250824316767775e-21,9.479248969874077e-33,7.651454319723694e-20,2.3086838331587332e-29,1.50078475771459e-30,1.4891773725938362e-41,7.055946444892867e-48,5.866813426797465e-07
1.1261766155616677e-09,0.17588679808561028,3.76,0.0,0.69216288645451,0.9995108339601773,1.0808340583480444e-14,4.0782865966298174e-12,2.3682574364831974e-09,4.558238859649911e-12,8.26990838443542e-12,1.7951389273939655e-08,4.31720544349516e-14,6.300928018390996e-17,1.8611977517819708e-11,3.628058148606247e-27,1.0694873736892402e-37,1.6859479984800334e-11,6.101364666396367e-07,1.0375319912015793e-13,2.417969120706985e-18,1.2704802632840637e-20,1.7457533653237063e-27,1.4847012472443106e-12,1.3942479422026582e-12,3.7549199877364405e-13,1.788258847506492e-20,1.1077037593701622e-16,6.062599761012727e-19,7.319577605360188e-27,8.877961570432792e-28,5.942587152625178e-29,2.5103671357706387e-27,2.1498838485997248e-18,3.183165869964964e-20,1.3491482885439775e-23,1.592228519729025e-31,1.5311698014202496e-29,1.7952588247448258e-08,4.3912109623144956e-14,4.0682438800107865e-14,1.9371386614472979e-13,2.3608009468578815e-09,8.587056163196548e-22,7.009214404471644e-12,9.71764661456951e-19,1.4438071653484008e-13,2.777998252515029e-21,0.0004891456958548547,4.946749612446111e-19,1.2252238769257248e-41,1.6977457033240592e-26,4.7342974877921e-21,6.3579091003522995e-27,2.808610674919142e-31,2.337038769587683e-29,6.237980151522636e-24,4.725191464654589e-44,3.752093202919007e-21,1.0926459091065543e-32,8.522367093626778e-20,2.6611538043230737e-29,1.787717486059316e-30,1.7776064342315072e-41,8.446794096520917e-48,6.077528650111293e-07
1.1614510273095462e-09,0.1758867987021671,3.76,0.0,0.6921628667804396,0.9995108216564161,1.2086768275688279e-14,4.43075763171928e-12,2.5183643001148636e-09,4.940824825320616e-12,9.070049934809956e-12,1.851366266820426e-08,4.5918824204282093e-14,6.911318615167936e-17,2.0395573538738392e-11,4.1470795343030165e-27,1.2928674893488473e-37,1.8404579267697624e-11,6.292475001537595e-07,1.1034533303214936e-13,2.7347734479738704e-18,1.3559040293873613e-20,2.0367675860871833e-27,1.579037993239226e-12,1.4854258528893442e-12,3.9935234289057706e-13,1.9611782014855895e-20,1.2149862785347738e-16,6.649766773926055e-19,8.280053336240115e-27,1.0043573772665127e-27,6.885055904444432e-29,2.8409532710871132e-27,2.3578873010350805e-18,3.4918640604004285e-20,1.47993406036042e-23,1.8494671256812629e-31,1.7333626680756805e-29,1.8515332820552733e-08,4.71431031795539e-14,4.2296538419289263e-14,2.0070028653318917e-13,2.510206557177771e-09,9.007989038185335e-22,7.448990031550251e-12,1.0659885153008778e-18,1.5113252077487329e-13,2.900766372858361e-21,0.0004891572852347215,5.346705264723661e-19,1.3992839343742944e-41,1.9212873929296997e-26,5.1928164347480704e-21,7.160181302380945e-27,3.3781023467270216e-31,2.644747175242147e-29,7.033640588365642e-24,5.681349716234971e-44,4.061497284377164e-21,1.2364707618021345e-32,9.361407660811141e-20,3.011441167175362e-29,2.081776096324037e-30,2.0738670681351343e-41,9.880775072827117e-48,6.267123271920572e-07
1.1955143845445659e-09,0.17588679929755896,3.76,0.0,0.6921628477817591,0.9995108125505441,1.342455946615416e-14,4.7895649643461186e-12,2.667660672733338e-09,5.329554751700133e-12,9.89007796930446e-12,1.9056633762899966e-08,4.865168643916537e-14,7.536970009735989e-17,2.2222169796668382e-11,4.705120105362253e-27,1.5461729484009855e-37,1.997987677648787e-11,6.477024266879771e-07,1.1690328844571265e-13,3.069263369483591e-18,1.4414492640034744e-20,2.353426746904822e-27,1.6728859296555967e-12,1.5762939769839317e-12,4.230892849920009e-13,2.1383857537125566e-20,1.324949282110448e-16,7.251603901242778e-19,9.294362396496105e-27,1.1274621864163063e-27,7.910077267605093e-29,3.1902994198723053e-27,2.5710622476351384e-18,3.8083220260688774e-20,1.6140033480180496e-23,2.1298770798958628e-31,1.947114496420418e-29,1.905881039656711e-08,5.0377605433687066e-14,4.385711993618987e-14,2.0744597571479465e-13,2.6587858143158056e-09,9.421304262038843e-22,7.886010636376924e-12,1.1625803703820786e-18,1.5770265094630362e-13,3.021054146718612e-21,0.0004891656968085514,5.749096846910153e-19,1.5844706024502705e-41,2.1573739975406063e-26,5.662791153536565e-21,8.002873900199693e-27,4.016238742003286e-31,2.9697237321947124e-29,7.87063980493334e-24,6.752313657426108e-44,4.374070702440072e-21,1.3883598677217586e-32,1.0223028305830785e-19,3.381369127214907e-29,2.4010572741343122e-30,2.3962100639028623e-41,1.1446609804908584e-47,6.450164541213109e-07
1.2295777417795855e-09,0.1758867998929538,3.76,0.0,0.6921628287830095,0.9995108054949947,1.4869190608205414e-14,5.166950411637667e-12,2.8212213224785532e-09,5.737686902921165e-12,1.0758001315470344e-11,1.9599606749538794e-08,5.146354037555527e-14,8.19925782632226e-17,2.4154127482420806e-11,5.323756231806261e-27,1.8417341124407898e-37,2.1638786518991488e-11,6.661573742806336e-07,1.2364998704279195e-13,3.433496247293687e-18,1.5300445143653868e-20,2.708313229539568e-27,1.7694351880942445e-12,1.6699370180341955e-12,4.4750971312343424e-13,2.3259339332804735e-20,1.4413497551862206e-16,7.888673422312413e-19,1.039909337487308e-26,1.2615527051369901e-27,9.059227860577733e-29,3.5710455160341585e-27,2.7966903521617447e-18,4.143354716490081e-20,1.755938012137319e-23,2.4449190885349174e-31,2.180170016632387e-29,1.9602342933381377e-08,5.372461200427236e-14,4.5419295245594473e-14,2.1419065898797534e-13,2.811589027022327e-09,9.841333617850942e-22,8.335130370371368e-12,1.2648414225415755e-18,1.643188218704511e-13,3.1430426535623627e-21,0.0004891720536942356,6.167393490619405e-19,1.7875682312357204e-41,2.4145221425401934e-26,6.160278723566624e-21,8.915866930362747e-27,4.751732178161717e-31,3.3236912606619853e-29,8.778798169307725e-24,7.986156763480279e-44,4.70040058512229e-21,1.5537918038514943e-32,1.1136771677844428e-19,3.7842808323673264e-29,2.758127994133547e-30,2.757436326123367e-41,1.3207674259745717e-47,6.633162473558089e-07
1.263641099014605e-09,0.17588680048835173,3.76,0.0,0.6921628097841882,0.9995107999886195,1.642612089455745e-14,5.563370881926497e-12,2.9790433822682838e-09,6.165675404155635e-12,1.1675168275292834e-11,2.014258166781182e-08,5.435438629887724e-14,8.899221525303655e-17,2.6194355987726084e-11,6.00794206887938e-27,2.185408997254495e-37,2.3383081224817563e-11,6.846123440682566e-07,1.3058538341442123e-13,3.8291795533284474e-18,1.6217397285467846e-20,3.1047918216295286e-27,1.8686851341997887e-12,1.766358347225278e-12,4.726134876990887e-13,2.5241133941751795e-20,1.5643703808942158e-16,8.561975126819524e-19,1.1599462834559306e-26,1.4072641686695281e-27,1.0344438968368155e-28,3.985043003933454e-27,3.0351227484085e-18,4.497493230529245e-20,1.905962930875853e-23,2.7979849087149622e-31,2.4336782009776027e-29,2.0145932953784912e-08,5.718417298965205e-14,4.69828310081427e-14,2.2093421813302372e-13,2.968612261353405e-09,1.026807712238145e-21,8.796320902092835e-12,1.3729339529053843e-18,1.7097806837448998e-13,3.266728416086044e-21,0.0004891768570409792,6.601606047393288e-19,2.0097062942900395e-41,2.6939473472250866e-26,6.686059865867105e-21,9.902706805565024e-27,5.596104027717531e-31,3.708322395046164e-29,9.76185469797211e-24,9.402056722073062e-44,5.040689536688662e-21,1.7335475034032155e-32,1.2104260334027103e-19,4.222078255974055e-29,3.1562114890593456e-30,3.160960900218698e-41,1.5182230311839767e-47,6.816117079211697e-07
1.2977044562496247e-09,0.1758868010837527,3.76,0.0,0.6921627907852925,0.9995107956528457,1.8100942100047673e-14,5.9792829375489725e-12,3.1411239862215177e-09,6.6139739905082085e-12,1.2642926244646253e-11,2.068555855714612e-08,5.732422450016616e-14,9.637900323007368e-17,2.8345761970590557e-11,6.762895624523303e-27,2.583703523805673e-37,2.5214507248005792e-11,7.030673372110389e-07,1.3770943216028727e-13,4.258067862042799e-18,1.716586271370737e-20,3.546420002545843e-27,1.970635133714675e-12,1.8655611521149706e-12,4.984004697307925e-13,2.733214611337354e-20,1.6941938225953763e-16,9.272508693986687e-19,1.2900833289970851e-26,1.565249727283082e-27,1.1778513781256856e-28,4.434199917433112e-27,3.286710407583834e-18,4.8712688118472935e-20,2.0643030789817257e-23,3.192717688138077e-31,2.7088240663666845e-29,2.0689583003161496e-08,6.075632487073876e-14,4.854752349932388e-14,2.2767655872078246e-13,3.129851586253549e-09,1.0701535168989943e-21,9.269554030901636e-12,1.4870203210794612e-18,1.7767762174917358e-13,3.392107981846445e-21,0.000489180485422143,7.051737108949552e-19,2.252049223636661e-41,2.996899265784875e-26,7.240915214592423e-21,1.0967002374310368e-26,6.561867203173812e-31,4.125336639702705e-29,1.0823626397818205e-23,1.1020826290047228e-43,5.39513975209201e-21,1.9284297988749472e-32,1.3127124563740256e-19,4.69671670738254e-29,3.598705071046704e-30,3.6103930306575727e-41,1.7389736817694603e-47,6.999028368428159e-07
1.3317678134846443e-09,0.17588680167915696,3.76,0.0,0.6921627717863202,0.9995107922002722,1.9899378481254678e-14,6.41514279511756e-12,3.3074602696882855e-09,7.083036007260766e-12,1.3662621713677122e-11,2.1228537456765633e-08,6.037305527603107e-14,1.0416333191751759e-16,3.0611249362197816e-11,7.594104886728218e-27,3.043824743897484e-37,2.7134784921560382e-11,7.215223548924859e-07,1.450220878891882e-13,4.7219628135866194e-18,1.814636922701293e-20,4.0369534431171585e-27,2.0752845524884022e-12,1.9675484496503255e-12,5.248705208295212e-13,2.953527884179989e-20,1.8310027257406118e-16,1.002127370275004e-18,1.430871319131963e-26,1.7361804543492213e-27,1.337517117855817e-28,4.920481288479276e-27,3.551804141987915e-18,5.2652128528264363e-20,2.2311835325134925e-23,3.6330246899373435e-31,3.00682898330844e-29,2.1233295649197415e-08,6.444109225904432e-14,5.011319481420804e-14,2.344176052103087e-13,3.2953030735662844e-09,1.114170845048664e-21,9.754801687214175e-12,1.607262968427388e-18,1.8441489685651437e-13,3.519177921851362e-21,0.0004891832262394341,7.517781613590722e-19,2.515796414159561e-41,3.3246616759875994e-26,7.825625324968939e-21,1.2112423485998197e-26,7.662581228613946e-31,4.576500344790152e-29,1.1968007205956317e-23,1.286500217243122e-43,5.763953029163713e-21,2.139263414290499e-32,1.4207002399689982e-19,5.210204813045757e-29,4.089184390968674e-30,4.109541519119491e-41,1.9850900098642133e-47,7.181896351459652e-07
