Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86)
6.114305309975518e-07,0.17590457756810143,3.76,0.0,0.6913367545963147,0.9991687532110183,6.940666564789097e-05,3.0727383475131694e-05,4.203919480094455e-05,2.2004408840415175e-05,0.00015678674985801825,1.4086781233173242e-05,1.6844883906166655e-08,1.715387329199821e-08,0.0002278938375193129,8.165350357667374e-16,1.9714599072077384e-20,1.3301997193473995e-06,0.0005580602756338652,1.0730135769847972e-08,5.112004898146385e-07,6.559747754176304e-11,2.657013474575067e-11,1.0714375301132362e-06,1.6298754598165765e-05,1.6835387566865895e-07,1.7606686865625356e-10,2.394745079459779e-07,1.187536776289051e-09,7.46461663118175e-15,1.6179440929002507e-12,5.313518033644136e-14,1.4727401314584232e-13,1.48837569938358e-09,5.0620202586089293e-11,8.193884133175953e-11,7.908256233824526e-16,5.487395221886412e-15,0.000472707366756601,1.700893233882017e-09,8.4629838182859e-12,2.8217243871460782e-11,2.5956232314325305e-05,2.1318229102090055e-13,4.500776424401124e-06,2.507689909582609e-07,6.32207969049772e-09,2.5133714100481555e-14,0.000489024355195248,7.726531667322111e-11,3.153139722824602e-26,1.876339932627954e-14,8.826268558797817e-12,2.2072645479073628e-13,2.7600829975215155e-13,6.041724136633455e-17,8.218520134326049e-13,3.851733153087307e-27,3.258140438719888e-11,1.1168235497817729e-20,1.919195115248308e-09,2.7199466366213652e-17,1.2753574599704567e-15,9.298794895856045e-27,3.6615266832512594e-30,7.662570631104247e-05
6.20699095289308e-07,0.17590489283521446,3.76,0.0,0.6913195572107864,0.9991615484641935,7.184931963433728e-05,3.1149049577247746e-05,4.2143821491632395e-05,2.2235479055462633e-05,0.00016040269994127904,1.433036256986364e-05,1.7401055148687928e-08,1.8320341202009127e-08,0.00023279481918404835,8.635621201333393e-16,2.1435225078303834e-20,1.3318228149722141e-06,0.0005680081487271402,1.0930795458832336e-08,5.3449682209411e-07,6.783701821439235e-11,2.852117355098655e-11,1.1286335736846476e-06,1.6988225834179378e-05,1.7300929170634526e-07,1.8974631958113912e-10,2.508726293428202e-07,1.2431039525468684e-09,7.94774186069579e-15,1.8083407397219067e-12,5.5829644326004836e-14,1.5513387229065715e-13,1.5363813552108386e-09,5.2746451995129676e-11,8.991802352897672e-11,8.418306972624869e-16,5.882975300384177e-15,0.0004839651016375533,1.706764732193399e-09,8.474954410623868e-12,2.824070421281991e-11,2.5987213291228853e-05,2.2340135273712786e-13,4.6112455951798474e-06,2.6779137620297806e-07,6.472744423651513e-09,2.6323245204483278e-14,0.000489020829383122,8.02438340957034e-11,3.524244572894102e-26,1.9997087698444903e-14,9.218156617357977e-12,2.4228195568433657e-13,2.968362247053977e-13,6.452663942770463e-17,8.640483264410941e-13,4.2768155156043484e-27,3.4207434463109844e-11,1.1890847634582953e-20,2.0174336126287228e-09,2.895929547584259e-17,1.3438024781972684e-15,1.0068093330485274e-26,3.978222916553505e-30,7.668949374759574e-05
6.299676595810641e-07,0.17590520832248105,3.76,0.0,0.6913023013905242,0.9991543201900265,7.432495072768775e-05,3.1563642903827643e-05,4.224365626549563e-05,2.24606539170157e-05,0.00016402722155141179,1.4573975023184811e-05,1.796655697164333e-08,1.95483379321167e-08,0.00023770199279676913,9.123780261933959e-16,2.3274550863104227e-20,1.3333272827396174e-06,0.0005779638210441626,1.1131221585327821e-08,5.583701844405917e-07,7.009893639834824e-11,3.057330219281538e-11,1.1878336537743131e-06,1.769399521363235e-05,1.7770313615428293e-07,2.0422272178763914e-10,2.625999090957021e-07,1.3002886213309627e-09,8.453288187693854e-15,2.017181904287983e-12,5.86065274911749e-14,1.6324686002214217e-13,1.5848245488364682e-09,5.4919337861718726e-11,9.850488200757728e-11,8.951308480325141e-16,6.2991148422488774e-15,0.0004952600403485687,1.7123235353799152e-09,8.486202022385089e-12,2.8262559112886852e-11,2.601592028394243e-05,2.3387580909235845e-13,4.722108470733348e-06,2.8562539951685864e-07,6.623905204107569e-09,2.754405574461233e-14,0.0004890172920549182,8.326337536507512e-11,3.931303616686419e-26,2.128892952593197e-14,9.619592702834235e-12,2.6548390646075776e-13,3.187758360928129e-13,6.882319124412319e-17,9.074870793720219e-13,4.741613975013539e-27,3.5876354794167704e-11,1.2646977830565796e-20,2.11855462901777e-09,3.080074862757157e-17,1.414462600572565e-15,1.0886739740149586e-26,4.316030006847184e-30,7.674892745952257e-05
6.392362238728202e-07,0.1759055240172004,3.76,0.0,0.6912849888054784,0.9991470687752266,7.683300496732329e-05,3.1971304641265464e-05,4.2338988002735614e-05,2.268009869408311e-05,0.0001676599134394546,1.481760609635391e-05,1.854138021294673e-08,2.0839994846403752e-08,0.00024261494514433773,9.630104202268184e-16,2.5238485833783403e-20,1.3347205173278055e-06,0.0005879269018659216,1.1331396537459757e-08,5.828215740125905e-07,7.238259752608392e-11,3.2729494828416386e-11,1.2490617600568874e-06,1.841611569806015e-05,1.8243480339931164e-07,2.195245438722544e-10,2.7465964339224955e-07,1.3591140098977455e-09,8.981904028986837e-15,2.2458675601170096e-12,6.14669742958178e-14,1.7161639803767298e-13,1.6336939967045685e-09,5.713886913001161e-11,1.0773244966882155e-10,9.507873275817748e-16,6.73647781974398e-15,0.0005065904024599393,1.7175846972652907e-09,8.496766760232143e-12,2.8282908614839937e-11,2.60424950188694e-05,2.446047699154401e-13,4.83334629958762e-06,3.042926479423743e-07,6.775538105531667e-09,2.879620891171842e-14,0.0004890137434397469,8.632300494132097e-11,4.377046003955142e-26,2.264058639804509e-14,1.0030598267201731e-11,2.9042208496123506e-13,3.4186098609345215e-13,7.331077294412962e-17,9.521723886385349e-13,5.2491364139873496e-27,3.758804416017194e-11,1.3437594420593637e-20,2.222567598668381e-09,3.2726183479261964e-17,1.487367667941499e-15,1.1757004271565986e-26,4.675946760016629e-30,7.680427880874723e-05
6.485047881645763e-07,0.17590583990744074,3.76,0.0,0.6912676210555495,0.9991397945825284,7.937293971508309e-05,3.2372179766519495e-05,4.2430088835323583e-05,2.289397815663872e-05,0.0001713003985442259,1.5061244008854987e-05,1.9125515165352385e-08,2.2197468788905768e-08,0.0002475332887375068,1.015486616570058e-15,2.733311333143001e-20,1.336009454022531e-06,0.0005978970261363897,1.153130346331211e-08,6.078519009525344e-07,7.468739379244123e-11,3.4992739919598877e-11,1.3123412136569221e-06,1.9154637696012142e-05,1.8720371437981334e-07,2.3568043322467455e-10,2.870551005357549e-07,1.4196037416621572e-09,9.534247143328836e-15,2.4958738393151834e-12,6.441215647830374e-14,1.8024598162239492e-13,1.6829789503442815e-09,5.940505130414821e-11,1.176347872422995e-10,1.0088621477374702e-15,7.195737765378849e-15,0.0005179544800305751,1.7225626449224578e-09,8.50668657930032e-12,2.8301846528856976e-11,2.6067070417013284e-05,2.5558727781549285e-13,4.944941092339735e-06,3.238147571918914e-07,6.927620175795473e-09,3.00797589919328e-14,0.0004890101836363347,8.942181970077864e-11,4.8643492790928084e-26,2.405373626718298e-14,1.0451193305630744e-11,3.1718907207148675e-13,3.661256999644476e-13,7.799321347036745e-17,9.98107844491442e-13,5.802561121298672e-27,3.9342367759578953e-11,1.4263679656078685e-20,2.329480743370385e-09,3.473799154099644e-17,1.5625481576696781e-15,1.2681222215698323e-26,5.059000813722372e-30,7.685580224991739e-05
6.577733524563324e-07,0.17590615598199108,3.76,0.0,0.6912501996733882,0.9991324979519689,8.194422392545454e-05,3.276641632522731e-05,4.2517215041415325e-05,2.310245614910168e-05,0.00017494832258626753,1.5304877654153974e-05,1.9718951609063782e-08,2.3622941403920946e-08,0.00025245666021305043,1.0698335996102254e-15,2.9564692133960043e-20,1.337200597071107e-06,0.0006078738528522003,1.1730926226376133e-08,6.334619940013357e-07,7.701274364746881e-11,3.73660397110176e-11,1.3776946907355236e-06,1.9909609167291194e-05,1.9200931552604255e-07,2.5271919786614796e-10,2.9978952213725706e-07,1.4817818455816452e-09,1.0110984791146736e-14,2.7687554376530674e-12,6.744327369764844e-14,1.8913918299903193e-13,1.7326691802156957e-09,6.171788663397427e-11,1.2824698674649954e-10,1.0694180927500786e-15,7.677577871332679e-15,0.0005293506347151674,1.7272711958638289e-09,8.515997392728177e-12,2.831946082044626e-11,2.6089771137637344e-05,2.668223147373626e-13,5.0568755914583565e-06,3.442134059364524e-07,7.080129398081089e-09,3.139475399108514e-14,0.0004890066128379738,9.255894931577818e-11,5.396244141912012e-26,2.55300733088376e-14,1.0881396437887205e-11,3.4588026121823496e-13,3.9160416916415425e-13,8.287429556901353e-17,1.0452965283792647e-12,6.405242808928886e-27,4.113917842850011e-11,1.5126229943460282e-20,2.4393011124968184e-09,3.683859875432817e-17,1.6400352139956966e-15,1.3661794945840903e-26,5.4662490224297266e-30,7.69037363837713e-05
6.670419167480885e-07,0.17590647223031555,3.76,0.0,0.6912327261270982,0.9991251792023625,8.454633836097208e-05,3.315416476629184e-05,4.260060790118203e-05,2.3305695209207776e-05,0.00017860335273727903,1.554849655970295e-05,2.0321678842423104e-08,2.5118618480474363e-08,0.00025738471883453713,1.1260780454223422e-15,3.193965797036586e-20,1.3383000463194487e-06,0.0006178570635532655,1.1930249363789954e-08,6.596526057567372e-07,7.935809123628956e-11,3.9852409755132947e-11,1.4451442462261774e-06,2.0681075723074862e-05,1.9685107772761298e-07,2.706697892313627e-10,3.1286612423550204e-07,1.545672764619296e-09,1.0712793897818521e-14,3.066148031188267e-12,7.056155409030712e-14,1.9829965431219626e-13,1.7827549591405466e-09,6.407737427762354e-11,1.3960517450841402e-10,1.1325187316221476e-15,8.182691093783353e-15,0.0005407772949750232,1.7317235756958562e-09,8.524733176115734e-12,2.8335833975267644e-11,2.6110714088966885e-05,2.7830880869383133e-13,5.169133242148471e-06,3.65510310384585e-07,7.233044653351326e-09,3.274123495986766e-14,0.0004890030312690703,9.573355645410132e-11,5.975919203948231e-26,2.7071307789296293e-14,1.132122498507131e-11,3.765938666516911e-13,4.1833074506776523e-13,8.795775694844961e-17,1.0937410299266317e-12,7.060718686822078e-27,4.297831780318746e-11,1.6026256088989797e-20,2.552034622167941e-09,3.903046608696324e-17,1.7198606751067952e-15,1.470119087177574e-26,5.898777847569931e-30,7.694830494489008e-05
6.763104810398446e-07,0.17590678864251058,3.76,0.0,0.6912152018228357,0.9991178386328322,8.717877575716902e-05,3.353557732992116e-05,4.268049451451665e-05,2.3503856228969787e-05,0.00018226517636173785,1.579209084913329e-05,2.0933685710775723e-08,2.6686729321066673e-08,0.00026231714508576277,1.1842463429625207e-15,3.4464625047662985e-20,1.339313522230332e-06,0.0006278463609081153,1.2129258047194004e-08,6.864244175954374e-07,8.172290579406084e-11,4.245487848067608e-11,1.514711337601767e-06,2.146908072206036e-05,2.0172849532927968e-07,2.8956128589995645e-10,3.2628809834896246e-07,1.6113013633316977e-09,1.1340361220143663e-14,3.3897707034832543e-12,7.376825474494538e-14,2.0773113027150368e-13,1.8332270454510616e-09,6.648351044346406e-11,1.517465137607473e-10,1.198228430290826e-15,8.711780261758394e-15,0.00055223295338971,1.7359324361010167e-09,8.532926067368136e-12,2.8351043339867823e-11,2.6130008907826437e-05,2.9004563949730586e-13,5.281698164257665e-06,3.8772721913960915e-07,7.3863456842919065e-09,3.4119234757579866e-14,0.0004889994389805058,9.894483681514735e-11,6.606725552064737e-26,2.867916593516498e-14,1.1770695041936539e-11,4.0943093056798674e-13,4.463399332373713e-13,9.324729158058194e-17,1.1434434635256032e-12,7.772714592968135e-27,4.4859617426523436e-11,1.6964783546031897e-20,2.6676860934954958e-09,4.131609013355829e-17,1.8020570971631663e-15,1.5801946410340792e-26,6.357703752893398e-30,7.69897177279215e-05
6.948476096233568e-07,0.17590742192183084,3.76,0.0,0.6911800062700064,0.9991030931379137,9.25326508026403e-05,3.428000953938491e-05,4.2830591052986923e-05,2.3885577811841745e-05,0.0001896080475458641,1.6279168847729172e-05,2.218549162592611e-08,3.004928351544987e-08,0.0002721939208816118,1.3064587341994675e-15,3.9991921431658046e-20,1.3411036749240356e-06,0.0006478421242330244,1.252627569888448e-08,7.417140374017718e-07,8.650893426413605e-11,4.8020287858325103e-11,1.6602811126133265e-06,2.3094868762913476e-05,2.115883856314471e-07,3.3028385661009003e-10,3.5418081178996944e-07,1.7478732035670765e-09,1.2675567720699539e-14,4.1230143081407225e-12,8.045209203225907e-14,2.2742246060894114e-13,1.9352954983093743e-09,7.143569909125805e-11,1.785324960175632e-10,1.3377365269797438e-15,9.844747804902647e-15,0.0005752255403834595,1.7436674451923184e-09,8.547803089456185e-12,2.8378256240482653e-11,2.616405894459482e-05,3.142656219831226e-13,5.507689516260598e-06,4.3500817764588166e-07,7.694028147995256e-09,3.696989671035612e-14,0.0004889922229084606,1.0547436454260214e-10,8.035978016943926e-26,3.210173721370147e-14,1.2698618325727892e-11,4.818937747204991e-13,5.063449099597164e-13,1.04459146855346e-16,1.2466283038672105e-12,9.382150267060083e-27,4.8747979224974653e-11,1.896151897588659e-20,2.9077569508608574e-09,4.6178776604547535e-17,1.9736967556839715e-15,1.819802801151816e-26,7.359365092867678e-30,7.70638504609813e-05
7.115310253485177e-07,0.17590799234588828,3.76,0.0,0.6911481696050387,0.9990897502038946,9.745000241487278e-05,3.492987496225984e-05,4.295570128171174e-05,2.4213330877971052e-05,0.000196237101750399,1.6717366766843302e-05,2.334373304630793e-08,3.3346130634213095e-08,0.00028109514059703573,1.423289031231215e-15,4.5549555185547526e-20,1.3424712029801247e-06,0.000665856532283505,1.2882379138141898e-08,7.934679329151179e-07,9.087810268859675e-11,5.3456845601545125e-11,1.798739745645432e-06,2.461503151376463e-05,2.2057960203772295e-07,3.704458654627984e-10,3.804969750251908e-07,1.87698901850918e-09,1.3972443545571499e-14,4.891680343430955e-12,8.678315927891861e-14,2.461107264902337e-13,2.0283949021362475e-09,7.605211237618923e-11,2.0571237873110852e-10,1.4728792570074833e-15,1.0953673324742007e-14,0.0005960041432205962,1.7499119321087749e-09,8.559623752882146e-12,2.839944929855292e-11,2.619003368828038e-05,3.369077254866437e-13,5.711986168587621e-06,4.809261336444684e-07,7.972074936730236e-09,3.96435039246223e-14,0.0004889856932118742,1.1146896346781664e-10,9.53428957986389e-26,3.542754434179418e-14,1.3566861917523008e-11,5.554443072235981e-13,5.650850657127044e-13,1.152908027131888e-16,1.3438088317568406e-12,1.106540030820323e-26,5.238983213963261e-11,2.0900851607555577e-20,3.1338273937461466e-09,5.09016395834891e-17,2.1366231275889076e-15,2.0591224361991925e-26,8.362967242084188e-30,7.712162594110576e-05
7.282144410736787e-07,0.1759085631717059,3.76,0.0,0.6911161877768188,0.999076340440082,0.00010245826693174206,3.556160720361796e-05,4.3072413630772344e-05,2.4527029998949547e-05,0.0002028841086959234,1.7155355012015242e-05,2.4531849000649283e-08,3.691334638201565e-08,0.0002900063810921628,1.546752010628852e-15,5.170437913347846e-20,1.343634138058246e-06,0.0006838868710846411,1.3237258492673575e-08,8.471127139393854e-07,9.530316564726045e-11,5.931721216249758e-11,1.9443680761326223e-06,2.6189359554959465e-05,2.2967945010607718e-07,4.1411293001906693e-10,4.0798075556232253e-07,2.0121415101270938e-09,1.5363923932969073e-14,5.77613776116043e-12,9.342161691486303e-14,2.6573911893050176e-13,2.1226226058519193e-09,8.081948452216418e-11,2.3605521841506184e-10,1.6175140452373452e-15,1.2151674884806923e-14,0.0006168559233743748,1.7555398702213165e-09,8.57011081537971e-12,2.8417871491642367e-11,2.6212085989949874e-05,3.603418590767265e-13,5.917059486942952e-06,5.301641299284205e-07,8.251092434874077e-09,4.2419490439406733e-14,0.0004889791307139317,1.175713605493131e-10,1.1258317356147573e-25,3.899677539474043e-14,1.446654504443629e-11,6.375760295992116e-13,6.285240606777521e-13,1.268457480272266e-16,1.4450778866632668e-12,1.2999000010444268e-26,5.616530813265695e-11,2.2981572895932688e-20,3.3693808000978754e-09,5.596879555101285e-17,2.3077725079500538e-15,2.3225886760771842e-26,9.470873383143054e-30,7.717188855995795e-05
7.448978567988396e-07,0.17590913435989747,3.76,0.0,0.691084067055724,0.9990628650197453,0.00010755492555083771,3.617609531878713e-05,4.318163433826268e-05,2.4827522148592773e-05,0.0002095478330103946,1.759309327477841e-05,2.5749761268864697e-08,4.076470785909343e-08,0.0002989263901497875,1.6769937691316718e-15,5.85016276149122e-20,1.3446149063495193e-06,0.0007019320139998762,1.3590845890666142e-08,9.026503206851719e-07,9.978184450804758e-11,6.561947134805847e-11,2.097272702722523e-06,2.7818035642471908e-05,2.388857074400039e-07,4.614574320210887e-10,4.3664999682360277e-07,2.1534916492841313e-09,1.6854392367083965e-14,6.789751167988775e-12,1.003758811612556e-13,2.863326472671525e-13,2.2179400329738626e-09,8.573769972367451e-11,2.6981544592244383e-10,1.7720466520859779e-15,1.3443224084360306e-14,0.0006377740880477281,1.760606690402981e-09,8.579396748720667e-12,2.8433825939081813e-11,2.6230645664361787e-05,3.8456041803370265e-13,6.122837904549678e-06,5.828495900604457e-07,8.530989359559638e-09,4.529785935415844e-14,0.000488972536228013,1.2377801703322642e-10,1.3234112696949103e-25,4.282005967995616e-14,1.5397725337649893e-11,7.28981026360652e-13,6.968681224151327e-13,1.3914415543142817e-16,1.550432649551945e-12,1.521232536172543e-26,6.007318540501048e-11,2.5210226983699807e-20,3.61441037967896e-09,6.139617566572399e-17,2.487362945973657e-15,2.61194007739605e-26,1.0690733620197628e-29,7.721546047415734e-05
7.615812725240006e-07,0.17590970587466906,3.76,0.0,0.6910518132384774,0.9990493249892056,0.00011273758496220904,3.677421380405514e-05,4.328417371741514e-05,2.5115621425376857e-05,0.00021622717249579547,1.8030545143480113e-05,2.6997388640386324e-08,4.491419692308483e-08,0.0003078540525875652,1.8141588747416395e-15,6.598853587306872e-20,1.345433480913553e-06,0.0007199909703190912,1.394307774222439e-08,9.600822416136552e-07,1.0431206725483145e-10,7.238181954849038e-11,2.257555758714511e-06,2.9501225321982956e-05,2.4819632811043095e-07,5.126521108757891e-10,4.6652234928944463e-07,2.3012051800500976e-09,1.844834958060739e-14,7.946957118254665e-12,1.0765468858140038e-13,3.079173047709979e-13,2.3143123703973383e-09,9.080661764896986e-11,3.072584549520912e-10,1.936892139654488e-15,1.4832906068559086e-14,0.0006587523349459589,1.7651632365019753e-09,8.587601178382739e-12,2.8447582595232434e-11,2.6246095511394365e-05,4.0955566165655375e-13,6.329255025057164e-06,6.39109951825113e-07,8.811681019789652e-09,4.827856362581941e-14,0.0004889659101382984,1.3008570379648634e-10,1.5489816008705066e-25,4.690818541390712e-14,1.6360452033356732e-11,8.303812808892899e-13,7.703247928050649e-13,1.5220587484422723e-16,1.6598664898613362e-12,1.7737238558803365e-26,6.411220559773445e-11,2.7593532733231835e-20,3.868900560155044e-09,6.720013600796054e-17,2.675621101352146e-15,2.9289949302161975e-26,1.2030546414038055e-29,7.725307387499182e-05
7.782646882491616e-07,0.1759102776841844,3.76,0.0,0.691019431683084,0.9990357212818184,0.00011800397494361862,3.735681777360367e-05,4.3380755953272204e-05,2.5392107473592295e-05,0.00022292114396392498,1.8467677680300996e-05,2.8274647221825617e-08,4.937599218110333e-08,0.0003167883752306597,1.958390648130532e-15,7.421437172560794e-20,1.3461076503767197e-06,0.0007380628702741516,1.429389432348409e-08,1.019409564016065e-06,1.0889195445690849e-10,7.962256254930285e-11,2.4253152986377892e-06,3.1239078182455874e-05,2.5760942870098163e-07,5.67869906524807e-10,4.976152818521446e-07,2.45545264875382e-09,2.0150416987641972e-14,9.263311061766795e-12,1.1526709580264088e-13,3.305200784985604e-13,2.4117082749478314e-09,9.602607415256002e-11,3.486605922894034e-10,2.1124750868156877e-15,1.632542209505748e-14,0.0006797848161520681,1.7692560855362922e-09,8.594832088877093e-12,2.8459381886791625e-11,2.625877646591512e-05,4.3531977506599767e-13,6.536249243650972e-06,6.990726079832986e-07,9.093088830941651e-09,5.136151479079641e-14,0.0004889592526842052,1.3649148660809733e-10,1.805574797430881e-25,5.127209798939784e-14,1.7354766768935153e-11,9.425286481057542e-13,8.491028843904041e-13,1.6605046958807862e-16,1.7733692076926118e-12,2.0608211594622067e-26,6.828108591812015e-11,3.0138388842989233e-20,4.132827544931666e-09,7.339747001043775e-17,2.872782338880111e-15,3.275653388794562e-26,1.3498666971736924e-29,7.728538086003472e-05
7.949481039743225e-07,0.1759108497595835,3.76,0.0,0.6909869273413474,0.9990220547300215,0.00012335194533517183,3.792473908495169e-05,4.347202796225131e-05,2.5657724503812997e-05,0.00022962887053751797,1.890446104267981e-05,2.958145070922221e-08,5.416446169266792e-08,0.0003257284735409317,2.10983143023999e-15,8.323046785549743e-20,1.3466532581338463e-06,0.0007561469517270425,1.464323940691198e-08,1.0806330186290554e-06,1.1351980537419437e-10,8.736011293502061e-11,2.6006456632753347e-06,3.303172901615167e-05,2.6712327531580797e-07,6.272838278612946e-10,5.299460919799e-07,2.616409416008179e-09,2.196534013111278e-14,1.0755534378671053e-11,1.2322247863203243e-13,3.541689547606568e-13,2.510099594505017e-09,1.0139588190541336e-10,3.9430913784601786e-10,2.2992298055323767e-15,1.792559216939616e-14,0.0007008661045048285,1.7729278549010083e-09,8.601186920903636e-12,2.8469437948073322e-11,2.6268992182123654e-05,4.618449220510806e-13,6.743763394191409e-06,7.628648529534868e-07,9.375139862998722e-09,5.454659488759286e-14,0.0004889525646110915,1.4299270890634193e-10,2.096450154384031e-25,5.592289835954597e-14,1.8380704296144842e-11,1.066204799186087e-12,9.334124447182775e-13,1.8069725246046575e-16,1.8909272622075447e-12,2.3862451153269652e-26,7.257852975253624e-11,3.285187899320311e-20,4.406159839183347e-09,8.00054209599146e-17,3.0790907824094013e-15,3.6538996649139303e-26,1.510381583093349e-29,7.731296221468603e-05
8.116315196994835e-07,0.17591142207495947,3.76,0.0,0.6909543047891619,0.9990083260775965,0.00012877946252244152,3.847878328175582e-05,4.3558567408345446e-05,2.5913180811328323e-05,0.0002363495702521369,1.934086814411509e-05,3.091771062902834e-08,5.929415632557709e-08,0.0003346735597006223,2.2686228244465995e-15,9.30902547064871e-20,1.3470844156280397e-06,0.0007742425483235605,1.4991059932139212e-08,1.1437530190003152e-06,1.18194084328421e-10,9.561298795702505e-11,2.7836378226560407e-06,3.487929889317013e-05,2.7673627150058567e-07,6.910668444768001e-10,5.635319148224096e-07,2.784255653700132e-09,2.3897992133759794e-14,1.2441561462063353e-11,1.315305300757694e-13,3.788929200740915e-13,2.6094611036023932e-09,1.0691583088735033e-10,4.445022754551435e-10,2.497600555885345e-15,1.9638357730841916e-14,0.0007219911622796533,1.776217495909853e-09,8.606753570880003e-12,2.8477941509381268e-11,2.6277013121023195e-05,4.891232950315281e-13,6.951744420334133e-06,8.306138347429453e-07,9.657766419560703e-09,5.78336478033974e-14,0.0004889458462275615,1.4958697434590739e-10,2.4251033395226324e-25,6.087184150921491e-14,1.9438293120621932e-11,1.2022211410351799e-12,1.0234647270705777e-12,1.9616532144432562e-16,2.0125239870606107e-12,2.7540024716098576e-26,7.700323590437433e-11,3.5741276994364664e-20,4.688858745973418e-09,8.704169450539334e-17,3.2947993268985996e-15,4.0658042824382313e-26,1.685508763554607e-29,7.733633523684792e-05
8.283149354246444e-07,0.17591199460688287,3.76,0.0,0.6909215682546509,0.9989945359895901,0.000134284605510385,3.901972728162157e-05,4.3640889917360433e-05,2.615914873226718e-05,0.0002430825458786182,1.977687435191265e-05,3.228333654997942e-08,6.477980374218213e-08,0.00034362293204616006,2.434905915869678e-15,1.0384929396673142e-19,1.3474136915413547e-06,0.0007923490790049256,1.5337305714388377e-08,1.2087696960493167e-06,1.22913407467755e-10,1.0439980779998906e-10,2.9743796960749255e-06,3.678189615372005e-05,2.864469470486486e-07,7.593918000388362e-10,5.983897313485997e-07,2.959176327931493e-09,2.595337714398694e-14,1.4340586815388842e-11,1.402012576973065e-13,4.04721958619227e-13,2.7097702546443428e-09,1.1258568881616983e-10,4.995490543413494e-10,2.708041761971247e-15,2.1468784386949893e-14,0.0007431553120999097,1.779160572654431e-09,8.61161129807421e-12,2.848506245289995e-11,2.6283080176195153e-05,5.171471537911424e-13,7.160143069905228e-06,9.02446511832596e-07,9.940905646894021e-09,6.122248500494313e-14,0.0004889390975191932,1.5627212936739416e-10,2.7952754981360176e-25,6.61303349975241e-14,2.0527556073152875e-11,1.3514187100839447e-12,1.1194721666880016e-12,2.1247359455579614e-16,2.138139793214787e-12,3.1683987857206164e-26,8.155390651490195e-11,3.881405191894173e-20,4.980878833313347e-09,9.452447112517712e-17,3.5201696198278897e-15,4.5135263943782124e-26,1.876196010954872e-29,7.735596067387054e-05
8.449983511498054e-07,0.1759125673341845,3.76,0.0,0.6908887216443312,0.9989806850602191,0.0001398655617099589,3.9548317686057055e-05,4.371945557385098e-05,2.6396264942110706e-05,0.0002498271758135858,2.0212457217238946e-05,3.3678236269770294e-08,7.063630296241462e-08,0.00035257596566186134,2.6088214670837372e-15,1.1556531261809898e-19,1.3476522802556798e-06,0.0008104660386829475,1.5681929185133386e-08,1.2756829284454096e-06,1.27676530056385e-10,1.1373929413822738e-10,3.1729564491515522e-06,3.873961732565326e-05,2.9625394763083535e-07,8.324313448558335e-10,6.345363756351306e-07,3.1413611696226353e-09,2.8136633765638324e-14,1.6473112122669107e-11,1.492449803550725e-13,4.316870466663206e-13,2.811006944737592e-09,1.184052015307582e-10,5.597693419084827e-10,2.9310182281338757e-15,2.3422064683031593e-14,0.0007643542098935416,1.7817895254210061e-09,8.615831549058637e-12,2.8490952085705815e-11,2.6287407902237426e-05,5.459088558807944e-13,7.368913610609274e-06,9.784896144390352e-07,1.0224499170570182e-08,6.471290123000695e-14,0.0004889323191753423,1.6304624527745258e-10,3.210962530762764e-25,7.170993759644738e-14,2.1648510820922924e-11,1.5146680422136386e-12,1.2216483611100026e-12,2.2964084353040535e-16,2.2677523599125504e-12,3.634051265213992e-26,8.622925379853927e-11,4.2077873221772523e-20,5.282168373974029e-09,1.0247241856607782e-16,3.755472015861152e-15,4.999316161473198e-26,2.0834303227451843e-29,7.737224889752153e-05
