Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557),CH2CO(75)
1.757031010916106e-05,0.09030230072929424,3.76,0.0,0.7467283467460706,0.9889228709048911,0.007761344886618097,3.856343122695261e-05,1.2209757674374436e-05,1.3290427641893527e-05,0.0024513047779820326,0.00016123021928412477,5.184897722662435e-06,0.0003228491239494035,0.002656266223307892,1.9253090891259475e-11,4.42914603964755e-08,1.76889016149635e-07,0.0066321151805992145,2.101459186147046e-09,9.790221043241491e-05,1.3229530267572957e-11,5.5467292485083464e-08,0.000520303270326255,0.007096111134477756,1.935854484144486e-06,4.410041496424675e-07,0.0002166480869545176,4.783410584632055e-06,1.4274010786464787e-09,2.2681334555889203e-06,2.637911794097979e-10,5.089178593962644e-10,1.1656175730567988e-07,8.236579804997448e-09,2.9054345484348914e-06,1.1608574133129362e-11,1.750026475475089e-10,0.0022159007206962334,1.3589910126961557e-09,2.4443171052076094e-12,7.656313719383665e-12,7.924431755023246e-06,6.085523977417366e-10,0.00011919204058583983,0.0016414726500840549,2.3970139079722106e-08,1.4840750051118011e-12,0.00025058010079282995,1.3056450705463006e-09,2.0410643262184618e-17,8.30947367531862e-12,6.499122404779635e-10,3.968471898370214e-08,3.5097287721754045e-09,2.3137083574845467e-14,5.259495579939591e-10,4.474011289015207e-10,2.1517552619770468e-07,6.180141477982799e-09,2.9671918488488545e-07,1.5168817636085178e-10,2.450875795268695e-11,2.579592298834518e-15,2.422924062523503e-22,1.4388687366827395e-05,8.946006138662834e-05,1.0353664796614248e-07,1.7622712806563213e-07,5.305592092891672e-16,2.62395976588376e-13,1.433923722521136e-12,1.2072803476767096e-13,4.633131329056312e-18,8.072928269502385e-12,4.1636223048519345e-13
1.7766448608320365e-05,0.09030309030415012,3.76,0.0,0.7465159284586941,0.9887796387093452,0.007870159034248961,3.856651481887877e-05,1.2212578708822055e-05,1.3293900857137093e-05,0.0024801999993678747,0.00016176955253377663,5.238835494480436e-06,0.0003314439970696032,0.0026857820458755233,1.9862123336023248e-11,4.542851708095208e-08,1.76895912366586e-07,0.006716325623027714,2.1055897301732073e-09,9.94833219292257e-05,1.3242540559364593e-11,5.648179385126119e-08,0.0005255530292758828,0.007199778729612038,1.9578233360612113e-06,4.454494142047378e-07,0.00022063157548264558,4.9352576659595e-06,1.4919187896989285e-09,2.3411524646946467e-06,2.722638476641352e-10,5.254026957881019e-10,1.1855850704125229e-07,8.387435347809555e-09,2.956491629605478e-06,1.1964388601211287e-11,1.804464216555811e-10,0.0022159797036089245,1.3585950985041406e-09,2.443605434483951e-12,7.656996853520937e-12,7.922933579116528e-06,6.212848333743625e-10,0.00011917825828187763,0.0016681235782998725,2.396736729266731e-08,1.4875504824795433e-12,0.0002505438080046645,1.317744420011017e-09,2.106450041827237e-17,8.47147636769427e-12,6.612666281187161e-10,4.037600346462508e-08,3.5734670823866467e-09,2.356844464208476e-14,5.355238201428662e-10,4.621511264705968e-10,2.1968296753016942e-07,6.38460836324056e-09,3.0216642818710235e-07,1.582452716698565e-10,2.5299039012960505e-11,2.693525652901119e-15,2.5665722499588275e-22,1.4386709023408015e-05,9.133558226177393e-05,1.035519219503197e-07,1.7697550601266425e-07,5.546953460811596e-16,2.709157823809428e-13,1.5189941178459111e-12,1.2624383300942413e-13,4.7828320475781875e-18,8.44152841024847e-12,4.4128913319482686e-13
1.796258710747967e-05,0.09030388141978676,3.76,0.0,0.7463035681509392,0.9886364283201023,0.007978973159305926,3.8568903687763436e-05,1.2215326106984252e-05,1.3297225562331759e-05,0.0025090806794394694,0.0001622953275299579,5.291979988279985e-06,0.00034012443186793526,0.0027152925655623008,2.048219890353562e-11,4.658550068027189e-08,1.769031224736883e-07,0.006800629727259089,2.1097519285838984e-09,0.00010106862228271754,1.3254979035306037e-11,5.749904575528104e-08,0.000530721421671059,0.0073034442200728324,1.9796655498360373e-06,4.498201274265926e-07,0.0002246284382063009,5.089816477231316e-06,1.5584267700164957e-09,2.4153294735951635e-06,2.808898892579467e-10,5.421899453651774e-10,1.205616290658521e-07,8.538853099039834e-09,3.0075709600370788e-06,1.2326278281871131e-11,1.8598419616307504e-10,0.0022160071052961553,1.3581998728518844e-09,2.442894971381916e-12,7.657728223210003e-12,7.92145281649092e-06,6.341039279901752e-10,0.00011916168300423157,0.0016947485261056144,2.3964037512968927e-08,1.491000498236957e-12,0.0002505075206519009,1.3298250977050273e-09,2.1728573456585317e-17,8.634210891655792e-12,6.726739957759093e-10,4.106737819313927e-08,3.637360186571581e-09,2.4001178086652743e-14,5.451403952304525e-10,4.771698650755764e-10,2.2422113410767656e-07,6.592841482489998e-09,3.0763921639908215e-07,1.6499042857708533e-10,2.610364619708032e-11,2.81079652610616e-15,2.7166830851404666e-22,1.4384736966322283e-05,9.322400546181526e-05,1.035623648279352e-07,1.777232912401035e-07,5.795810218720574e-16,2.795910738935334e-13,1.6078961779157382e-12,1.3193010353984345e-13,4.935231229047856e-18,8.821766789460235e-12,4.673412826671914e-13
1.8158725606638974e-05,0.09030467406826678,3.76,0.0,0.7460912677891963,0.9884932415408887,0.008087785288554156,3.8570646419282575e-05,1.2218005233656464e-05,1.3300415158942016e-05,0.0025379466337411964,0.00016280785687107453,5.3443322165536154e-06,0.000348889092556038,0.0027447978145339735,2.111336980303527e-11,4.7762707788447673e-08,1.7691062815806335e-07,0.0068850256084148544,2.1139446551983207e-09,0.00010265803686383557,1.326683566362028e-11,5.851901192775135e-08,0.0005358092524206005,0.0074071053636815655,2.0013809171440732e-06,4.541171918904698e-07,0.0002286385012610572,5.247095200967262e-06,1.626957553263567e-09,2.4906607837066176e-06,2.8966984593056074e-10,5.592807087636703e-10,1.2257106429056654e-07,8.690826863608486e-09,3.058670506933219e-06,1.2694262546172553e-11,1.916162653920627e-10,0.00221598646106185,1.35780529842443e-09,2.442185652397086e-12,7.658507706074495e-12,7.919988578397897e-06,6.470087087436937e-10,0.00011914250755609705,0.00172134629341867,2.396018892101715e-08,1.494410967371478e-12,0.0002504712392173257,1.3418883311799947e-09,2.2402824480013195e-17,8.797667740024026e-12,6.84133892462231e-10,4.175881531754407e-08,3.7014057012607265e-09,2.4435290376355835e-14,5.547986974838226e-10,4.92458034942889e-10,2.2878968351164198e-07,6.8048520560619265e-09,3.13137229275352e-07,1.7192613998492426e-10,2.692262587403752e-11,2.9314516292803404e-15,2.8734543905837337e-22,1.4382770794048658e-05,9.51251955151112e-05,1.0356830662824034e-07,1.7847068383475086e-07,6.052285706822267e-16,2.884224974320518e-13,1.7007474817834585e-12,1.3778962581230827e-13,5.090339009824735e-18,9.213843032755099e-12,4.94552886285826e-13
1.835486410579828e-05,0.09030546824085063,3.76,0.0,0.7458790291847904,0.9883500800326869,0.008196593583034718,3.857178843898441e-05,1.2220621106014161e-05,1.3303482131029391e-05,0.0025667976908370902,0.00016330744496690166,5.395893664289122e-06,0.00035773665696206016,0.0027742978239498825,2.1755689348691005e-11,4.896043624484686e-08,1.7691841280319585e-07,0.006969511437028843,2.1181668603161782e-09,0.00010425149387750327,1.3278578524568334e-11,5.954165841149575e-08,0.0005408173502348088,0.007510760078072561,2.022969267702208e-06,4.58341526526681e-07,0.00023266160009231024,5.407101918580187e-06,1.6975437451321778e-09,2.567142670541253e-06,2.9860425575805557e-10,5.766760771946321e-10,1.245867574283447e-07,8.843350815002427e-09,3.1097883845341153e-06,1.3068360682366495e-11,1.9734292482920224e-10,0.00221592107812082,1.357411340239983e-09,2.441477418159241e-12,7.659335230148034e-12,7.918540031164683e-06,6.59998223295285e-10,0.00011912091227012434,0.0017479157679216345,2.3955857812060843e-08,1.4977829250798898e-12,0.0002504349643349021,1.353935454752579e-09,2.3087215304484078e-17,8.961837776824109e-12,6.956458784765179e-10,4.2450288943536594e-08,3.765601390851534e-09,2.4870757187120525e-14,5.644981667907674e-10,5.08016319352468e-10,2.3338827844495056e-07,7.020651215369467e-09,3.1866016024575244e-07,1.7905488716710382e-10,2.7756023961322975e-11,3.0555376794837832e-15,3.037087195201562e-22,1.438081013036147e-05,9.703901919973865e-05,1.0357005616507441e-07,1.7921787105514554e-07,6.316503537494853e-16,2.974106993973129e-13,1.7976675294622433e-12,1.4382518770141982e-13,5.248165537471566e-18,9.617957246344372e-12,5.229586913332222e-13
1.8551002604957583e-05,0.09030626392806834,3.76,0.0,0.7456668540043825,0.9882069453239396,0.008305396329372234,3.857237220701866e-05,1.2223178407104207e-05,1.3306438103500968e-05,0.0025956336914656195,0.00016379438828776182,5.446666264083297e-06,0.0003666658168955937,0.002803792624017987,2.2409209410017896e-11,5.017898504270115e-08,1.7692645914900827e-07,0.007054085436682669,2.12241756563612e-09,0.0001058489242514119,1.3289882520451755e-11,6.056695337136304e-08,0.0005457465648650376,0.007614406430293554,2.0444304667681154e-06,4.624940637412169e-07,0.00023669757889397178,5.56984461643778e-06,1.7702180239922815e-09,2.6447713875872494e-06,3.076936557993969e-10,5.943771357944921e-10,1.2660865683009797e-07,8.996419514837339e-09,3.1609228425262524e-06,1.3448591903271363e-11,2.031644676275425e-10,0.00221581404981753,1.3570179655101592e-09,2.4407702073932256e-12,7.66021081366951e-12,7.917106392764279e-06,6.730715450480975e-10,0.00011909706578712685,0.0017744559193968868,2.3951076750553997e-08,1.5011444813472759e-12,0.0002503986961517545,1.3659676015726152e-09,2.3781707359754384e-17,9.126712169296164e-12,7.072095248056805e-10,4.314177527498757e-08,3.829945156801434e-09,2.530757380429529e-14,5.742382600351814e-10,5.238453950958044e-10,2.3801658658327034e-07,7.240250008746051e-09,3.242077159373472e-07,1.8637913989722457e-10,2.8603885936278246e-11,3.183101233120175e-15,3.2077857426128855e-22,1.4378854622768616e-05,9.896534546462273e-05,1.0356790276817073e-07,1.7996502816582825e-07,6.588587597274456e-16,3.0655632633990805e-13,1.898777747440826e-12,1.5003958560725861e-13,5.408720986757624e-18,1.0034310015841129e-11,5.52593986229721e-13
1.8747141104116888e-05,0.09030706111978523,3.76,0.0,0.745454743779715,0.9880638388188349,0.008414191931626286,3.85724374046701e-05,1.222568150132048e-05,1.3309293896877613e-05,0.002624454487741515,0.0001642689756067485,5.496652372185573e-06,0.00037567527846851123,0.0028332822440465372,2.3073981610868845e-11,5.1418654243294505e-08,1.7693475230495144e-07,0.0071387458817577625,2.126695859505951e-09,0.0001074502615284343,1.3300550862531655e-11,6.159486692519738e-08,0.0005505977645326325,0.0077180426270519005,2.06576441280191e-06,4.665757467576894e-07,0.0002407462900801465,5.735331191493147e-06,1.8450131407725016e-09,2.723543169851833e-06,3.169385764825611e-10,6.123849580570521e-10,1.2863671398382782e-07,9.150027724336565e-09,3.2120722551866145e-06,1.3834975322177562e-11,2.0908118365474851e-10,0.002215668268988315,1.3566251434977917e-09,2.4400639679892455e-12,7.66113435707278e-12,7.915686929598505e-06,6.862277421023348e-10,0.00011907112578924194,0.0018009657944070398,2.3945877954984264e-08,1.5044778128134274e-12,0.00025036243499982513,1.377985728031818e-09,2.4486262233989132e-17,9.292282347284995e-12,7.188244125538556e-10,4.3833252092583024e-08,3.8944350274351785e-09,2.574575654220871e-14,5.84018461748382e-10,5.399459328603929e-10,2.4267428046035886e-07,7.463659406565659e-09,3.297796155032314e-07,1.939013565774358e-10,2.946625675965226e-11,3.314188727353552e-15,3.38575749837644e-22,1.437690394104135e-05,0.00010090404535285473,1.0356211726374284e-07,1.8071231907765185e-07,6.86866204846299e-16,3.1586002501051196e-13,2.0042014936892363e-12,1.5643562429826308e-13,5.572015479727476e-18,1.0463102405127009e-11,5.834946017751411e-13
1.8943279603276192e-05,0.09030785980526539,3.76,0.0,0.7452426999167593,0.9879207618055655,0.0085229789036496,3.857202111649418e-05,1.2228134470077557e-05,1.3312059578620014e-05,0.002653259942390496,0.00016473148823346995,5.545854745437647e-06,0.000384763762374807,0.002862766712492582,2.3750059440381843e-11,5.2679744895243856e-08,1.769432794952459e-07,0.0072234910953080985,2.131000892490681e-09,0.00010905544176244491,1.3311278395788686e-11,6.262537103358409e-08,0.0005553718335371029,0.007821667005577515,2.0869710352804036e-06,4.705875275507344e-07,0.0002448075937859431,5.90356945646212e-06,1.9219619195782985e-09,2.8034542370706796e-06,3.2633954442793923e-10,6.30700608660879e-10,1.306708833489779e-07,9.304170500860726e-09,3.263235112113621e-06,1.4227529976586182e-11,2.150933652223584e-10,0.0022154864405044537,1.3562328453924547e-09,2.4393586527502154e-12,7.662105796774553e-12,7.914280953453015e-06,6.99465899945285e-10,0.00011904323968713554,0.0018274445112997034,2.3940291491503197e-08,1.5077763875958158e-12,0.0002503261815233929,1.3899909790822188e-09,2.5200841364624347e-17,9.45854007293779e-12,7.304901323958018e-10,4.452469861879639e-08,3.959069148274299e-09,2.618527953046033e-14,5.938382812134018e-10,5.56318597548899e-10,2.473610372627597e-07,7.69089030603974e-09,3.3537559010647524e-07,2.016239843671644e-10,3.0343181016850654e-11,3.448846666972089e-15,3.5712131584561613e-22,1.4374957775831237e-05,0.00010285499192931821,1.0355295277887936e-07,1.8145989707400774e-07,7.156851330464867e-16,3.253224423912976e-13,2.1140640631335984e-12,1.6301611700694645e-13,5.738059147250875e-18,1.090453595532905e-11,6.15696912393127e-13
1.9139418102435497e-05,0.09030865997323032,3.76,0.0,0.7450307237042325,0.987777715465117,0.008631755861941018,3.8571157989986186e-05,1.2230541120932823e-05,1.3314744511467488e-05,0.0026820499280573603,0.00016518220024100256,5.594276519096849e-06,0.0003939300041323465,0.002892246057007517,2.4437494825706492e-11,5.396255895899896e-08,1.769520263545756e-07,0.007308319447047088,2.1353318732088807e-09,0.00011066440341687614,1.33217483129428e-11,6.365843934046511e-08,0.0005600696700318183,0.007925278025063034,2.1080502926606276e-06,4.7453036464042864e-07,0.000248881357395536,6.0745671446964556e-06,2.0010972584046757e-09,2.8845007966123523e-06,3.3589708793304073e-10,6.493251498049448e-10,1.3271112236257933e-07,9.458843292071077e-09,3.3144100090302808e-06,1.4626274846440395e-11,2.212013028585983e-10,0.0022152710931027755,1.3558410441971982e-09,2.438654209317505e-12,7.663125206651264e-12,7.912887818649164e-06,7.127851358280122e-10,0.00011901354526679461,0.0018538912555199813,2.3934343360553012e-08,1.5110780689183857e-12,0.0002502899357391557,1.4019843454596322e-09,2.5925405768280247e-17,9.625477368072644e-12,7.422062840567522e-10,4.521609584204373e-08,4.023845773348299e-09,2.6626134786470162e-14,6.036972394354434e-10,5.729640485973551e-10,2.520765387013364e-07,7.921953535154686e-09,3.409953825605926e-07,2.0954945930987922e-10,3.1234702958954315e-11,3.587121387102834e-15,3.764366657971766e-22,1.4373015837370596e-05,0.00010481806021469392,1.0354064625561709e-07,1.822079055636415e-07,7.453280161105873e-16,3.349442257060684e-13,2.228492693403247e-12,1.6978388559630252e-13,5.906862168122107e-18,1.135881268380575e-11,6.4923783737611e-13
1.931594275167887e-05,0.09030938138220236,3.76,0.0,0.744840003931069,0.9876490008788388,0.008729645496580483,3.85700259235537e-05,1.2232670436041555e-05,1.3317099117651584e-05,0.002707947591392795,0.00016557797238352153,5.637191582045275e-06,0.0004022450716946705,0.002918773108348562,2.5065939484017073e-11,5.5135915382181287e-08,1.7696007639350104e-07,0.007384734735406362,2.139251330767577e-09,0.00011211565302442687,1.3330592689570812e-11,6.459037266287398e-08,0.0005642332959201008,0.008018515339030682,2.1269127146450445e-06,4.780207669386469e-07,0.0002525582937435474,6.230830702274782e-06,2.0742158215736213e-09,2.9584104036805538e-06,3.4463317962559916e-10,6.663522067935754e-10,1.3455249380758656e-07,9.598498271678422e-09,3.36047662811777e-06,1.4990453481442802e-11,2.267805541402334e-10,0.002215050578677944,1.3554888270304017e-09,2.4380209208806703e-12,7.664083606901613e-12,7.911644475177776e-06,7.248410279381558e-10,0.0001189853807859161,0.001877665366021363,2.3928702957097897e-08,1.5140291097680683e-12,0.0002502573212980223,1.4127687935903934e-09,2.6586019219555026e-17,9.776295526520236e-12,7.527936158289143e-10,4.5838296432901094e-08,4.082265215401257e-09,2.7024067421794574e-14,6.12603390627999e-10,5.881787277737956e-10,2.5634480719255113e-07,8.13319598037087e-09,3.460733563954157e-07,2.1685782560529558e-10,3.204958991745697e-11,3.714699158159986e-15,3.9449658933516165e-22,1.4371271481941725e-05,0.00010659508396156302,1.035270675343072e-07,1.8288159222606845e-07,7.727214227532608e-16,3.437406236817779e-13,2.335489173923005e-12,1.7603733718083723e-13,6.061152485981742e-18,1.1778810007144115e-11,6.806001389955673e-13
1.9492467400922246e-05,0.0903101039735869,3.76,0.0,0.7446493407008885,0.9875203127364088,0.008827525099374484,3.8568580278488205e-05,1.2234767525891427e-05,1.331940129321994e-05,0.0027338325489725535,0.00016596459240469387,5.679479962470807e-06,0.00041062121054929307,0.002945296050196346,2.57036641433953e-11,5.632733430580778e-08,1.7696828703741652e-07,0.00746121495469024,2.1431907057047683e-09,0.00011356987594133987,1.333945285253144e-11,6.552434577122466e-08,0.0005683365805401338,0.008111739708402281,2.145671965792442e-06,4.81456808713163e-07,0.00025624513332580097,6.389341131254988e-06,2.1491562914469067e-09,3.033233902807084e-06,3.534968968696627e-10,6.836310765945716e-10,1.3639872144513405e-07,9.738575890877908e-09,3.4065510490536548e-06,1.5359675185396284e-11,2.3243781009215944e-10,0.0022148064467860788,1.3551369744943385e-09,2.4373882750819714e-12,7.66508078922708e-12,7.91041062619811e-06,7.369612318273142e-10,0.00011895594401570463,0.001901412461287495,2.3922808821088388e-08,1.5169683434753451e-12,0.00025022471364335725,1.4235449300344594e-09,2.7254661120399236e-17,9.92765236530525e-12,7.634212000031397e-10,4.646043041399452e-08,4.1407976157984595e-09,2.742307698714045e-14,6.215405607249047e-10,6.03615367383482e-10,2.6063587873159476e-07,8.347559132770618e-09,3.511702509011963e-07,2.2433422287119987e-10,3.287636812366765e-11,3.8452776434394774e-15,4.132136832712626e-22,1.4369530144155135e-05,0.00010838173810098047,1.0351127507513606e-07,1.8355582785865134e-07,8.008014889666315e-16,3.5266710478313245e-13,2.446384307361283e-12,1.8244684368525377e-13,6.2176934627027794e-18,1.220952226331037e-11,7.1310474957975e-13
1.966899205016562e-05,0.09031082773820338,3.76,0.0,0.7444587347402672,0.9873916517028866,0.008925393849235113,3.856684185118813e-05,1.2236834664158669e-05,1.332165657448893e-05,0.0027597047260268836,0.00016634224593444757,5.721144648792965e-06,0.0004190575304297822,0.0029718149011996476,2.635070664707766e-11,5.753703747999638e-08,1.769766502448389e-07,0.00753775900593464,2.1471495267189105e-09,0.0001150270319287327,1.3348226309023996e-11,6.646034245559799e-08,0.0005723801995179282,0.008204950232446601,2.1643280687190305e-06,4.848391948220125e-07,0.00025994179281111745,6.550103921479039e-06,2.2259428038187297e-09,3.108968513400413e-06,3.624886175080415e-10,7.011625176976945e-10,1.3824977910472623e-07,9.879073275311855e-09,3.452632435179945e-06,1.5733953640501304e-11,2.3817328008839676e-10,0.002214540217730574,1.3547854702304448e-09,2.4367562422918808e-12,7.666116765388991e-12,7.909185879072385e-06,7.491451206461298e-10,0.00011892531775287141,0.00192513206997512,2.3916677220886428e-08,1.519902570816554e-12,0.00025019211286700816,1.4343133418118723e-09,2.7931303096350363e-17,1.0079542562535517e-11,7.740887616491219e-10,4.7082486426858495e-08,4.199441895312738e-09,2.7823164545881302e-14,6.305084426781034e-10,6.192744376641253e-10,2.649495302238443e-07,8.565050754043571e-09,3.562859006421616e-07,2.3198040438401566e-10,3.371506905869809e-11,3.97889050923735e-15,4.326042195167549e-22,1.4367791648756548e-05,0.0001101779353357803,1.0349341145656126e-07,1.8423069865524676e-07,8.295773647917202e-16,3.61724141162975e-13,2.5612749069738047e-12,1.890144795690865e-13,6.376492488457175e-18,1.2651097708276273e-11,7.467797202945654e-13
1.9845516699408995e-05,0.09031155266673696,3.76,0.0,0.7442681867165848,0.9872630183889279,0.009023250977524126,3.856483018067926e-05,1.2238873979235878e-05,1.332387013659733e-05,0.0027855640528329927,0.00016671111436399185,5.762188828694862e-06,0.00042755315119224346,0.0029983296795740026,2.700710423386649e-11,5.876524709649521e-08,1.7698515850606262e-07,0.007614365816470334,2.1511273520878876e-09,0.00011648708210367755,1.335658338180099e-11,6.739834733106376e-08,0.0005763648330313609,0.008298146072606372,2.1828810608327276e-06,4.881686303741195e-07,0.0002636481926315428,6.713124520822999e-06,2.3045995431632264e-09,3.185611452425569e-06,3.7160871739219985e-10,7.189472847392342e-10,1.4010564203583023e-07,1.0019987657346988e-08,3.498720002563951e-06,1.611330250404339e-11,2.4398717165090853e-10,0.002214253321001676,1.3544342988142492e-09,2.4361247954458035e-12,7.667191519352516e-12,7.907969863138055e-06,7.613920703275736e-10,0.00011889357983085194,0.0019488237549783725,2.391032384085443e-08,1.522826709740825e-12,0.00025015951903536944,1.4450744927101657e-09,2.861591683657482e-17,1.0231960914145386e-11,7.847960306523692e-10,4.7704453841921445e-08,4.258197028589418e-09,2.822434321163131e-14,6.39506741177058e-10,6.351564059493419e-10,2.6928554127245463e-07,8.785678569847116e-09,3.614201464856863e-07,2.397981164409385e-10,3.456572400241068e-11,4.115571306809302e-15,4.526846844245366e-22,1.4366055830576884e-05,0.00011198358950642725,1.0347361097696527e-07,1.8490628566842525e-07,8.590582187148585e-16,3.7091220558114445e-13,2.6802590735322964e-12,1.9574232525122727e-13,6.537556947870785e-18,1.3103684908219766e-11,7.816534628160098e-13
2.002204134865237e-05,0.09031227874956592,3.76,0.0,0.7440776972421754,0.9871344133543742,0.009121095764556537,3.856256363601375e-05,1.2240887468464778e-05,1.3326046817263857e-05,0.002811410464367536,0.00016707137497576366,5.802615876943869e-06,0.0004361072028827133,0.003024840403124235,2.7672895419259887e-11,6.00121857500955e-08,1.7699380550731967e-07,0.007691034338874339,2.155123767509218e-09,0.00011794998888051101,1.336487185341195e-11,6.833834577381246e-08,0.0005802911647623664,0.008391326448309817,2.2013309933558585e-06,4.914458196158704e-07,0.00026736425674363197,6.878408337204211e-06,2.385150742555508e-09,3.263159935567725e-06,3.808575690662293e-10,7.369861265082573e-10,1.4196628667344545e-07,1.0161316380375506e-08,3.5448130134689602e-06,1.6497735345126896e-11,2.498796924349009e-10,0.002213947101150659,1.354083445696386e-09,2.4354939098209223e-12,7.668305059811818e-12,7.906762228252152e-06,7.73701467323649e-10,0.00011886080344813255,0.001972487111116829,2.390376334769894e-08,1.525744231513961e-12,0.00025012693241037583,1.4558289596367733e-09,2.930847400355842e-17,1.0384902366548336e-11,7.955427414324574e-10,4.832632257029044e-08,4.317062038831689e-09,2.862659886352622e-14,6.485351741066512e-10,6.512617366179927e-10,2.736436940714906e-07,9.009450268109133e-09,3.665728354952785e-07,2.477890984236311e-10,3.5428363992006915e-11,4.255353580477899e-15,4.734717792886363e-22,1.436432253392671e-05,0.00011379861555590692,1.0345199986307157e-07,1.855826650972206e-07,8.892532377119865e-16,3.802317708245095e-13,2.8034361987034346e-12,2.0263246643021022e-13,6.700894229519714e-18,1.3567432738726776e-11,8.177547501070722e-13
2.0198565997895744e-05,0.09031300597693234,3.76,0.0,0.7438872668779075,0.9870058371118894,0.00921892753658042,3.856005948669292e-05,1.2242877007142807e-05,1.332819113727186e-05,0.0028372439000097223,0.00016742320105782212,5.8424293445990995e-06,0.000444718825782643,0.003051347089263945,2.8348118343943903e-11,6.127807640680793e-08,1.7700258487168241e-07,0.007767763550059451,2.1591383843906324e-09,0.00011941571592033976,1.3373188938744496e-11,6.928032386784704e-08,0.0005841598810090262,0.008484490633353579,2.219677930479508e-06,4.946714652686798e-07,0.0002710899124228674,7.0459607405998444e-06,2.4676206837672257e-09,3.341611178251297e-06,3.902355446698366e-10,7.55279788918273e-10,1.438316906198186e-07,1.0303056942895067e-08,3.590910773371534e-06,1.6887265691335646e-11,2.5585104999083853e-10,0.0022136228228472965,1.353732897152369e-09,2.4348635609259008e-12,7.669457408259463e-12,7.905562643577241e-06,7.860727065795553e-10,0.00011882705744434779,0.0019961217631456205,2.3897009308475703e-08,1.5286611621625728e-12,0.00025009435311073214,1.4665772729305083e-09,3.0008946242771074e-17,1.0538362002427592e-11,8.06328632702475e-10,4.8948083177150475e-08,4.376035994572135e-09,2.902992751752301e-14,6.575934683203937e-10,6.67590891177621e-10,2.7802377336580936e-07,9.236373501203735e-09,3.71743820650743e-07,2.5595508287399883e-10,3.630301986696295e-11,4.398270838351517e-15,4.949824208641519e-22,1.4362591612046085e-05,0.00011562292950016206,1.0342869680119973e-07,1.8625990859849473e-07,9.2017162723432e-16,3.896833096971335e-13,2.9309069684484847e-12,2.0968699420523261e-13,6.8665117220076664e-18,1.4042490384348822e-11,8.55112717179987e-13
2.0375090647139118e-05,0.09031373433889521,3.76,0.0,0.7436968961364038,0.986877290129886,0.009316745663052219,3.85573339643118e-05,1.2244844351252009e-05,1.3330307319435034e-05,0.0028630643032778818,0.00016776676201230646,5.881632948970443e-06,0.00045338717043789386,0.0030778497550331867,2.9032810209780137e-11,6.256314237432129e-08,1.7701149034960133e-07,0.007844552450433515,2.1631708382435433e-09,0.00012088422808297842,1.338119207100142e-11,7.022426834071767e-08,0.0005879716698911776,0.008577637952632004,2.2379219486030343e-06,4.978462677506385e-07,0.0002748250900754228,7.215787064716681e-06,2.552033697040153e-09,3.4209623964750634e-06,3.9974301518865896e-10,7.738290146882163e-10,1.4570183252736612e-07,1.0445206945191858e-08,3.637012627215188e-06,1.7281907034585995e-11,2.619014499622096e-10,0.002213281675497302,1.3533826402362185e-09,2.434233725843799e-12,7.670648564418663e-12,7.904370796497674e-06,7.985051862890668e-10,0.00011879240654910823,0.0020197273639504646,2.3890074723091706e-08,1.5315738090484646e-12,0.0002500617811610656,1.4773198264763383e-09,3.0717305269154393e-17,1.0692335005551608e-11,8.171534472436961e-10,4.9569726807166434e-08,4.435118006384504e-09,2.943434191427095e-14,6.666813603515019e-10,6.841443282504189e-10,2.824255664086498e-07,9.466455885963574e-09,3.7693296063647545e-07,2.6429779555817973e-10,3.7189722268003647e-11,4.5443565014658016e-15,5.172337418097755e-22,1.4360862926589881e-05,0.00011745644840031237,1.0340381354023722e-07,1.8693808352927265e-07,9.518226111472362e-16,3.99267295047024e-13,3.062773366078797e-12,2.169080051107319e-13,7.034416800485863e-18,1.452900733769634e-11,8.937568617733056e-13
