Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68)
4.73354661162769e-07,0.16809475960839582,3.76,0.0,0.6897505720806886,0.999961697703559,1.2275030149028287e-09,2.278805641161533e-09,2.309312266032148e-08,2.3329074346622326e-09,8.383294202508352e-09,1.4198316603878853e-08,5.184547076971795e-13,2.7631149870237297e-14,1.8778868243955954e-08,4.368835909265218e-25,1.1372273776704326e-21,2.417737915976191e-10,9.667876845694298e-08,1.580560919177612e-13,1.699513523025146e-14,1.6707632815785498e-20,1.871855293334518e-21,7.24634422816751e-11,4.4316325723312794e-10,2.5052451464920467e-13,1.5088690134782977e-14,4.130686998735656e-15,2.981332958979594e-17,8.705480787418564e-27,2.297875598855025e-22,1.8384155616258044e-24,1.5495098912471406e-24,8.815128284595357e-17,9.58353384844117e-19,3.8694511894013884e-20,1.4019136860263702e-25,6.632924144971844e-24,3.266773897919982e-08,1.337712036861103e-12,1.0857821023336542e-15,3.6587870012786694e-14,1.739060960505906e-08,1.3642132850072335e-20,7.60494199601739e-09,3.239882681626124e-15,1.3375309786752006e-13,6.142385210528537e-22,3.824114430082616e-05,5.761721382775854e-19,4.667121403084154e-34,6.645734479136389e-24,3.1079614733043865e-20,3.916681854820703e-21,3.855736043317212e-22,1.3504466763266355e-29,6.200134298245007e-20,3.4658937923434926e-24,2.0010557058848088e-17,2.2696596238712624e-23,7.588198346283657e-18,2.54970475176795e-27,5.574684291117209e-25,1.5178326741898897e-36,1.087369470037892e-45,4.1897836887948017e-08,5.455998190568069e-13,4.8126492178274015e-17,1.758008858159694e-14,4.534841953792191e-36,2.2317584203409044e-29,8.960892911534267e-35,7.781289205103952e-32
4.872554623736163e-07,0.16809475969599727,3.76,0.0,0.6897505674184768,0.9999616946671871,1.3506161100665124e-09,2.4247414153617474e-09,2.3896756955907228e-08,2.4862873092715433e-09,8.984989295481856e-09,1.4701913913291562e-08,5.514992289327661e-13,2.988842489789221e-14,2.0029317176174623e-08,4.759351877983052e-25,1.3357311269140428e-21,2.486738227743212e-10,1.0021707014760913e-07,1.6548976378058928e-13,1.9038307936015295e-14,1.83362610340393e-20,2.046273524526294e-21,7.595345292419684e-11,4.799991320458721e-10,2.628199548496525e-13,1.606652145268668e-14,4.555772902195851e-15,3.2511922855542645e-17,9.738873521589364e-27,2.590629106132082e-22,2.1055235555474457e-24,1.7744418324663432e-24,9.668781188456124e-17,1.0468334012200332e-18,4.3749995650577376e-20,1.552877886860942e-25,7.168026715245266e-24,3.443899631148559e-08,1.3997709877474041e-12,1.1050323271677368e-15,3.7067783411663184e-14,1.7882233769238565e-08,1.423918789324673e-20,8.164281457913631e-09,3.700443183558288e-15,1.4103930426829767e-13,6.6956062596604645e-22,3.824114418473076e-05,6.261825134440797e-19,5.261961736038263e-34,7.479592688769454e-24,3.4222078657905224e-20,4.4489785917057164e-21,4.322561316820883e-22,1.5661804450242728e-29,6.889516004229405e-20,3.904997970797492e-24,2.1192966534368978e-17,2.5052972679794864e-23,8.409159416536956e-18,2.9469676232896525e-27,6.4574633939788905e-25,1.7873659672539324e-36,1.2191465871517019e-45,4.2446938744428276e-08,5.617533360631573e-13,5.447139010382852e-17,1.8743558996492883e-14,5.196836663260899e-36,2.6723774623249503e-29,1.0682400478917886e-34,8.699247568832429e-32
5.011562635844636e-07,0.16809475978378893,3.76,0.0,0.6897505626908033,0.9999616915717987,1.481459791377207e-09,2.5740926934395278e-09,2.469072196905316e-08,2.6435430639345253e-09,9.607141274726597e-09,1.5210496479564254e-08,5.857014201678149e-13,3.225287086137227e-14,2.1314154682075184e-08,5.168491009947338e-25,1.5603906277172761e-21,2.5540395565794856e-10,1.0378993031013765e-07,1.7300342146220169e-13,2.1249639505665498e-14,2.0060735668722308e-20,2.23032545677818e-21,7.948799466838642e-11,5.188211748899016e-10,2.75290458368671e-13,1.7081678319985692e-14,5.010386165028823e-15,3.537531789580497e-17,1.0864594785526192e-26,2.9123125648324544e-22,2.4010876166719437e-24,2.0235083886406273e-24,1.0574654897278934e-16,1.1402969609038934e-18,4.9309672727075815e-20,1.7161542919832133e-25,7.734222327937937e-24,3.6250442390136724e-08,1.4624255492063195e-12,1.1238522783495534e-15,3.752823798588168e-14,1.8361688038786207e-08,1.484761696728697e-20,8.746907476410699e-09,4.211494081211439e-15,1.4849211189905575e-13,7.285772937610308e-22,3.8241144066378105e-05,6.793601683035517e-19,5.915607196813069e-34,8.3889930079024e-24,3.7574541082339316e-20,5.0367001885606796e-21,4.827223408867522e-22,1.8090891491097614e-29,7.632226452626318e-20,4.385888056955938e-24,2.2409063800435815e-17,2.75904864512595e-23,9.291753807257644e-18,3.396358622302415e-27,7.445273847139908e-25,2.0943954002554927e-36,1.3636848956070506e-45,4.2973776434047707e-08,5.77920044318985e-13,6.143398355447973e-17,1.9937741308244475e-14,5.935081715537518e-36,3.183258342819584e-29,1.267084862266514e-34,9.68797476084603e-32
5.150570647953108e-07,0.16809475987174455,3.76,0.0,0.6897505578985434,0.999961688418345,1.6202090835926646e-09,2.7267144542437754e-09,2.5474514788926486e-08,2.804526857887368e-09,1.0249495971839987e-08,1.572400232071435e-08,6.210726402756535e-13,3.4725850390869506e-14,2.2632516832549117e-08,5.596203091465819e-25,1.8135146581116948e-21,2.619635727725961e-10,1.0739648563229828e-07,1.8059277830459975e-13,2.3636108588348415e-14,2.1882302847041395e-20,2.4241770108272524e-21,8.306526709572807e-11,5.596747665312105e-10,2.879299888364844e-13,1.8134756735735468e-14,5.495547037157682e-15,3.840819490591579e-17,1.2088206113553731e-26,3.2650080400398143e-22,2.726966802926919e-24,2.298331865870472e-24,1.1533828569599808e-16,1.2388175258289046e-18,5.540787690757177e-20,1.8924462146346824e-25,8.33265584121593e-24,3.8101107053174455e-08,1.5256379875952524e-12,1.1422578729523699e-15,3.7970022718429015e-14,1.882893546344324e-08,1.5467447034133746e-20,9.352868825683846e-09,4.776867820272579e-15,1.561075203147346e-13,7.914400277389852e-22,3.824114394580448e-05,7.358087119758319e-19,6.632291545140783e-34,9.378082520445942e-24,4.114329479173281e-20,5.683820472189002e-21,5.371236867272238e-22,2.0815976040152436e-29,8.430527966882457e-20,4.9114197683626335e-24,2.3658862777267244e-17,3.031908689261277e-23,1.0238496337337719e-17,3.903348412981391e-27,8.546289469073517e-25,2.44270578106573e-36,1.521963582061689e-45,4.347925268603788e-08,5.941004158814681e-13,6.905125127775836e-17,2.1161632325057133e-14,6.756122599300934e-36,3.772962166791774e-29,1.4958006103087104e-34,1.0749838981373641e-31
5.289578660061581e-07,0.1680947599598388,3.76,0.0,0.689750553042598,0.9999616852077764,1.7670314204495002e-09,2.8824618083142874e-09,2.6247687990297338e-08,2.9690896305070943e-09,1.091178705813269e-08,1.6242366491006545e-08,6.576241038578437e-13,3.7308673665432465e-14,2.398353849302464e-08,6.04241198828355e-25,2.0975041511472422e-21,2.683525944738581e-10,1.1103587105875355e-07,1.8825372430636923e-13,2.6204591318684308e-14,2.3802045694843414e-20,2.627991674696886e-21,8.668354317060266e-11,6.026042579164242e-10,3.007327250968419e-13,1.922633711815356e-14,6.012266285242819e-15,4.161512742433526e-17,1.3415424340893867e-26,3.6508943797290933e-22,3.085043769503981e-24,2.600562231945963e-24,1.2547314295114474e-16,1.3424619268473161e-18,6.208007709808863e-20,2.082476516534699e-25,8.964468553729996e-24,3.999002471827527e-08,1.5893721585263029e-12,1.1602643893446187e-15,3.8393894601938377e-14,1.9283976825687024e-08,1.6098706240260898e-20,9.982186639643782e-09,5.400544358429135e-15,1.6388154585218157e-13,8.583008577804375e-22,3.8241143823046234e-05,7.956290641753959e-19,7.416445417976722e-34,1.0451062937742471e-23,4.493448570392499e-20,6.394455698431149e-21,5.956104493887195e-22,2.38624332281772e-29,9.286682993636566e-20,5.4845815060586784e-24,2.4942381242302564e-17,3.3249051728824877e-23,1.1251899446361525e-17,4.47381347648747e-27,9.768914137076416e-25,2.8363109302119597e-36,1.6950171795188723e-45,4.396423362728198e-08,6.10294917282765e-13,7.736063494417559e-17,2.2414220308851246e-14,7.666873305712481e-36,4.450759164159249e-29,1.7578263942047778e-34,1.188713807442755e-31
5.428586672170054e-07,0.16809476004804744,3.76,0.0,0.6897505481238865,0.9999616819410407,1.9220866623091627e-09,3.0411904019038464e-09,2.7009846007447867e-08,3.1370815521196186e-09,1.159373741862466e-08,1.676552141588043e-08,6.953668748374571e-13,4.0002600559943586e-14,2.536635584768037e-08,6.507017626722117e-25,2.4148485876339123e-21,2.7457142211455223e-10,1.1470722237211812e-07,1.9598231895215964e-13,2.8961850297463896e-14,2.5820888677833863e-20,2.8419311604916477e-21,9.034116626438888e-11,6.476529730557489e-10,3.136930530695875e-13,2.0356982601322533e-14,6.561544710002801e-15,4.5000579558396064e-17,1.485211811947653e-26,4.0722492927418845e-22,3.4772193501997175e-24,2.9318728050785416e-24,1.3616057253467588e-16,1.451290526824724e-18,6.936285810512641e-20,2.2869869251948487e-25,9.630796227047602e-24,4.191623699323688e-08,1.6535934421692756e-12,1.1778864930578305e-15,3.880057993577611e-14,1.972684663547945e-08,1.674142388294826e-20,1.0634855753951712e-08,6.0866491848922556e-15,1.7181023263567766e-13,9.293121117348869e-22,3.824114369813973e-05,8.589192386373851e-19,8.272700558489384e-34,1.16121849202527e-23,4.8954109571872186e-20,7.172862446515507e-21,6.583317170590636e-22,2.7256744188834435e-29,1.0202951799742576e-19,6.1084970673389996e-24,2.62596408098803e-17,3.639098236524238e-23,1.2334470808473877e-17,5.1140499971612796e-27,1.1121760919459323e-24,3.2794556593005066e-36,1.8839370171078174e-45,4.44295502664013e-08,6.265040092309813e-13,8.639996319434592e-17,2.3694488209942592e-14,8.674624514720094e-36,5.226655498388118e-29,2.0568745976556323e-34,1.3102097874977005e-31
5.567594684278527e-07,0.16809476013634692,3.76,0.0,0.6897505431433459,0.999961678619084,2.0855271339067142e-09,3.2027567825117264e-09,2.7760641708955732e-08,3.308352438810345e-09,1.2295060435861805e-08,1.7293397204895684e-08,7.343118607912569e-13,4.280884270224588e-14,2.6780108652606547e-08,6.989897919460922e-25,2.768122122210439e-21,2.8062088589531757e-10,1.1840967849827901e-07,2.037747843327255e-13,3.191452479692748e-14,2.7939602458399816e-20,3.0661560230914787e-21,9.403654729969648e-11,6.948632146709893e-10,3.2680555798288725e-13,2.1527237496933893e-14,7.144372756008167e-15,4.856890385434062e-17,1.640430435265126e-26,4.531451401893598e-22,3.905407192478759e-24,3.2939559324500488e-24,1.4740936136905753e-16,1.565357400046388e-18,7.72939005254785e-20,2.506737320904149e-25,1.0332767274248886e-23,4.3878794939019606e-08,1.7182686811772309e-12,1.195138261606587e-15,3.9190775570572876e-14,2.0157609456077034e-08,1.739563037833683e-20,1.1310846054432425e-08,6.839451169455791e-15,1.7988966211428368e-13,1.0046262115533127e-21,3.8241143571121045e-05,9.257741501709139e-19,9.205893994848695e-34,1.2865742563240629e-23,5.320800951309678e-20,8.023435370756183e-21,7.254353898389052e-22,3.102647363247497e-29,1.1181590329815114e-19,6.786428134269556e-24,2.7610666906396406e-17,3.9755798634966973e-23,1.3488711118436711e-17,5.830787136555478e-27,1.2613630437131811e-24,3.776617130256578e-36,2.0898726114628797e-45,4.487599991770858e-08,6.427281463544461e-13,9.620737756807827e-17,2.5001416645079994e-14,9.787051431606235e-36,6.111418962869353e-29,2.396941733030563e-34,1.4396871011146993e-31
5.706602696387e-07,0.16809476022471484,3.76,0.0,0.6897505381019265,0.9999616752428497,2.2574976802964997e-09,3.367018728461432e-09,2.8499773163308668e-08,3.4827521333774905e-09,1.3015461188456685e-08,1.782592194388988e-08,7.744698079730463e-13,4.5728565444092545e-14,2.8223942239885868e-08,7.490910631359241e-25,3.1599794754426515e-21,2.8650219706229713e-10,1.2214238355828645e-07,2.1162749854401137e-13,3.506912214398704e-14,3.015880911752787e-20,3.300826239669442e-21,9.776816200999844e-11,7.442762722665251e-10,3.400650169524488e-13,2.2737625918238973e-14,7.761730206104882e-15,5.23243397573039e-17,1.8078144568724214e-26,5.030982270423309e-22,4.3715284844712825e-24,3.68851868922828e-24,1.5922763809367032e-16,1.6847105249358746e-18,8.591195989476966e-20,2.7425049981718917e-25,1.1071501107765866e-23,4.587676101905342e-08,1.7833661211306326e-12,1.2120332083019847e-15,3.9565150102282706e-14,2.0576356536551792e-08,1.806135722715329e-20,1.2010103823246946e-08,7.66336026273683e-15,1.8811596129978496e-13,1.0843954514063662e-21,3.82411434420262e-05,9.962854450863736e-19,1.0221072164878134e-33,1.4216068061827418e-23,5.770187429560427e-20,8.95070482951884e-21,7.970682028056976e-22,3.5200241578220564e-29,1.222484821832209e-19,7.521776534540743e-24,2.899548874119694e-17,4.335473306774236e-23,1.471711204275754e-17,6.631199653228068e-27,1.425348864435775e-24,4.332505609338019e-36,2.314032998367401e-45,4.530434756741198e-08,6.589677769859333e-13,1.0682126063969607e-16,2.6333986633597042e-14,1.1012221271863212e-35,7.116603481194901e-29,2.7823190536089902e-34,1.577353612433914e-31
5.845610708495473e-07,0.1680947603131297,3.76,0.0,0.6897505330005881,0.9999616718132769,2.4381357391873456e-09,3.5338355449540077e-09,2.9226980585632533e-08,3.6601308544877287e-09,1.3754637569084934e-08,1.8363021967502533e-08,8.158512969823424e-13,4.8762889749506524e-14,2.9697009293328285e-08,8.009895178818533e-25,3.593151624205086e-21,2.922169041300751e-10,1.2590448868787203e-07,2.1953698935403898e-13,3.84320102298909e-14,3.2478987685103457e-20,3.546101749459151e-21,1.0153454831004166e-10,7.95932432306553e-10,3.5346639188655115e-13,2.3988650562331735e-14,8.414585952921688e-15,5.627101260887476e-17,1.9879941251708956e-26,5.573428400164643e-22,4.877506808610783e-24,4.1172786266040906e-24,1.7162288175854262e-16,1.8093919873395015e-18,9.525684523284476e-20,2.995083906171457e-25,1.1848106639373192e-23,4.7909210766230335e-08,1.848855353398614e-12,1.2285843050991738e-15,3.992434501780143e-14,2.0983202727967112e-08,1.8738636980581513e-20,1.2732553075132741e-08,8.562925068138817e-15,1.964853098273898e-13,1.1687717873948152e-21,3.8241143310891314e-05,1.0705413544567965e-18,1.1323494982757185e-33,1.5667526568257672e-23,6.24412373125188e-20,9.959334410306805e-21,8.7337576614109e-22,3.9807692914072856e-29,1.3334966949844726e-19,8.318086272789779e-24,3.0414139273452615e-17,4.71993247453696e-23,1.6022154328577878e-17,7.522919831232132e-27,1.6050444212563618e-24,4.952064633867409e-36,2.5576880035932332e-45,4.5715327184396145e-08,6.752233429835963e-13,1.1828016663781649e-16,2.769118210587655e-14,1.2358600393862316e-35,8.254572337198972e-29,3.2176029066244852e-34,1.723409747111997e-31
5.984618720603945e-07,0.16809476040157106,3.76,0.0,0.6897505278402984,0.9999616683313,2.6275714279591227e-09,3.703068328924176e-09,2.994204345615612e-08,3.840339516010598e-09,1.4512281326490835e-08,1.8904622113175137e-08,8.584667390344834e-13,5.191289400404288e-14,3.1198471415353895e-08,8.546674358281747e-25,4.070441321892091e-21,2.977668528141806e-10,1.2969515364440318e-07,2.274999281266542e-13,4.20094110913462e-14,3.490047995295642e-20,3.8021429536000644e-21,1.0533430377253795e-10,8.498709902070179e-10,3.670048226970769e-13,2.5280791646041488e-14,9.103897840254331e-15,6.041293313213093e-17,2.1816134146189122e-26,6.161483199990366e-22,5.4252631528988634e-24,4.581959594975821e-24,1.846019323731667e-16,1.9394381918834547e-18,1.0536939711448151e-19,3.265283872479049e-25,1.2663680925035328e-23,4.997523419675566e-08,1.9147072603186044e-12,1.2448040045184747e-15,4.0268975794125103e-14,2.1378283661454377e-08,1.9427503209144264e-20,1.347809687694098e-08,9.542830304891527e-15,2.0499394594118402e-13,1.257906664114575e-21,3.824114317775195e-05,1.1486265694598282e-18,1.2518639845632436e-33,1.72245112518612e-23,6.743147618062232e-20,1.1054118368753424e-20,9.545026203067242e-22,4.487946740025152e-29,1.4514178160916645e-19,9.179045331965513e-24,3.186665517526652e-17,5.130141280475081e-23,1.7406306062914815e-17,8.51404868518346e-27,1.8013725694279166e-24,5.640470612987851e-36,2.82216945212869e-45,4.6109642977844843e-08,6.914952795855142e-13,1.306227547828292e-16,2.907199219776385e-14,1.3835061080060274e-35,9.538520070239024e-29,3.7077048052740064e-34,1.8780484871919647e-31
6.123626732712418e-07,0.1680947604900192,3.76,0.0,0.6897505226220301,0.9999616647978489,2.8259276437707407e-09,3.874580204896574e-09,3.0644777801489335e-08,4.023230018401817e-09,1.52880790358232e-08,1.945064595768064e-08,9.023263727907353e-13,5.51796157483097e-14,3.2727500503030355e-08,9.101056002481822e-25,4.59471847899312e-21,3.0315414938679334e-10,1.335135482195683e-07,2.355131239916261e-13,4.5807395505560284e-14,3.7423496481356566e-20,4.069111175288394e-21,1.0916608320681619e-10,9.061302638798688e-10,3.8067562079830447e-13,2.6614505989984325e-14,9.830612567501716e-15,6.475399735663014e-17,2.3893296551600726e-26,6.797948923262082e-22,6.016711106859688e-24,5.0842876657963116e-24,1.9817100307795795e-16,2.074880079178848e-18,1.1629146538329504e-19,3.5539298141213713e-25,1.3519307947158138e-23,5.207393699736206e-08,1.980893962599462e-12,1.2607042606779224e-15,4.059963295294973e-14,2.1761753168014108e-08,2.0127990469244203e-20,1.4246618644744705e-08,1.0607894180178406e-14,2.136381715337383e-13,1.3519508196928465e-21,3.824114304264365e-05,1.2306221379376095e-18,1.3812205577397547e-33,1.8891438569817178e-23,7.26778129013363e-20,1.2239978998065801e-20,1.0405923043376562e-21,5.044716415009962e-29,1.5764702076799047e-19,1.0108487245749099e-23,3.335307679128221e-17,5.567312964532276e-23,1.8872021074808145e-17,9.6131664147791e-27,2.0152658635655455e-24,6.403131886754978e-36,3.1088723152481654e-45,4.6487970603879735e-08,7.07784015294916e-13,1.4388772552938483e-16,3.0475413343816095e-14,1.545088796872582e-35,1.0982492980912834e-28,4.257861200397017e-34,2.0414553973084687e-31
6.262634744820891e-07,0.16809476057845563,3.76,0.0,0.6897505173467582,0.999961661213848,3.0333201752943196e-09,4.048236533897993e-09,3.133503363029754e-08,4.2086555138894064e-09,1.608171300136618e-08,2.0001016037173017e-08,9.474402617096237e-13,5.856405333894414e-14,3.4283279949715684e-08,9.672834563274791e-25,5.168915433357096e-21,3.083811271996747e-10,1.373588534744981e-07,2.435735182510986e-13,4.983187853978765e-14,4.0048122718679166e-20,4.34716908084771e-21,1.1302859633532401e-10,9.647476085970517e-10,3.9447426287685723e-13,2.7990226244688818e-14,1.059566565074824e-14,6.929798693866997e-17,2.6118131619634495e-26,7.485738573199848e-22,6.653752265277088e-24,5.6259871729721855e-24,2.123356937222225e-16,2.2157433469168082e-18,1.2806588661637091e-19,3.86186093965398e-25,1.4416057526812104e-23,5.4204441509647514e-08,2.047388768857885e-12,1.2762965494732992e-15,4.091688307251867e-14,2.2133780921525476e-08,2.084013426923643e-20,1.5037983413821546e-08,1.1763065687013668e-14,2.2241435634640867e-13,1.451054096550792e-21,3.824114290560197e-05,1.3166053812695326e-18,1.521011630661803e-33,2.0672743754546602e-23,7.818531452634918e-20,1.3521963944135918e-20,1.1317874354183063e-21,5.654330394107436e-29,1.70887460765486e-19,1.1110392444392901e-23,3.487344809504208e-17,6.032689389309038e-23,2.0421737472957206e-17,1.082934208661022e-26,2.2476642795311373e-24,7.245687270569841e-36,3.4192557951294705e-45,4.685095832328461e-08,7.240899717933251e-13,1.5811375985831038e-16,3.1900451181456104e-14,1.7215784139307832e-35,1.2601408202096373e-28,4.8736429351164275e-34,2.2138086790515724e-31
6.401642756929364e-07,0.16809476066686269,3.76,0.0,0.6897505120154585,0.999961657580215,3.249857824722594e-09,4.223905097352997e-09,3.201269251540982e-08,4.39647064711185e-09,1.6892862095498806e-08,2.0555654051691676e-08,9.938182918831225e-13,6.206716754009462e-14,3.586500568739195e-08,1.0261792619331909e-24,5.796022138158035e-21,3.134503161306033e-10,1.4123026281265333e-07,2.516781790128518e-13,5.408861599492803e-14,4.2774325210172307e-20,4.636481062629927e-21,1.1692060556405482e-10,1.0257594329672078e-09,4.083963849176411e-13,2.9408360252213513e-14,1.1399981434502497e-14,7.404856983494222e-17,2.8497468666976145e-26,8.227877775260742e-22,7.338271859029121e-24,6.208776892188239e-24,2.2710100564835255e-16,2.362048673135553e-18,1.4073646143758009e-19,4.189929945712608e-25,1.5354984358622722e-23,5.636588753295095e-08,2.114166127201925e-12,1.2915918879401398e-15,4.122126975844486e-14,2.249455028790772e-08,2.1563971039855357e-20,1.585203907767347e-08,1.3013421843252903e-14,2.313189413993979e-13,1.5553653032197131e-21,3.8241142766661864e-05,1.4066498305864907e-18,1.6718525277672365e-33,2.2572876521542603e-23,8.395889427374048e-20,1.490524348025623e-20,1.2282297980102832e-21,6.320129411744047e-29,1.8488503379744763e-19,1.2188889377492844e-23,3.642781664233804e-17,6.527540316915936e-23,2.2057876311529174e-17,1.2172142525914172e-26,2.4995129615436177e-24,8.174004114050889e-36,3.7548443469627873e-45,4.719922811229033e-08,7.404135638790324e-13,1.7333946172445948e-16,3.3346122277384966e-14,1.9139876855551497e-35,1.441107129952604e-28,5.560964368253956e-34,2.3952792504827796e-31
6.540650769037837e-07,0.16809476075522356,3.76,0.0,0.6897505066291059,0.9999616538978614,3.4756425387926045e-09,4.401456257780157e-09,3.2677665314781047e-08,4.586531772769113e-09,1.7721202537522763e-08,2.1114481055007617e-08,1.0414701703233647e-12,6.56898830483392e-14,3.747188708364254e-08,1.086770230797969e-24,6.4790812941941185e-21,3.1836441472474696e-10,1.4512698290466016e-07,2.598242960412044e-13,5.858320168252377e-14,4.560195786078186e-20,4.937213584868804e-21,1.2084092384312976e-10,1.089201215838735e-09,4.224377764717773e-13,3.086929053632078e-14,1.2244473148501309e-14,7.900930129040891e-17,3.103825951428363e-26,9.027506615777114e-22,8.07213462880115e-24,6.834366374098219e-24,2.424713574969039e-16,2.513811940150354e-18,1.5434793176860237e-19,4.539002211219829e-25,1.633712716116472e-23,5.855743296526153e-08,2.181201578778888e-12,1.3066008528307181e-15,4.1513314575168124e-14,2.2844256364587662e-08,2.229953810244208e-20,1.66886175929235e-08,1.436416488591256e-14,2.403484417377013e-13,1.6650320513117954e-21,3.824114262585806e-05,1.5008251812533965e-18,1.834381859367004e-33,2.4596296999727144e-23,9.000331304395504e-20,1.6395107754214734e-20,1.3300604409100026e-21,7.045538843128044e-29,1.9966151848304007e-19,1.3348255418159277e-23,3.801623352181454e-17,7.053162670676967e-23,2.3782840376969973e-17,1.365164040546191e-26,2.7717600078951335e-24,9.194175904981916e-36,4.117228638717129e-45,4.7533376728317396e-08,7.567551994284846e-13,1.8960330373365992e-16,3.481145568703248e-14,2.1233722971301525e-35,1.642819237497657e-28,6.3260921547384145e-34,2.5860308479645003e-31
6.67965878114631e-07,0.16809476084352246,3.76,0.0,0.6897505011886721,0.9999616501676903,3.7107695476558593e-09,4.580763098005758e-09,3.3329890024073007e-08,4.7786971517671725e-09,1.8566408615821874e-08,2.1677417630655813e-08,1.0904054236673745e-12,6.94330899538592e-14,3.910314770621769e-08,1.149032668185805e-24,7.22118345169431e-21,3.231262648251827e-10,1.4904823447824322e-07,2.6800917581673247e-13,6.332106547503566e-14,4.853076819002915e-20,5.249535493795206e-21,1.2478841261390344e-10,1.155107523961002e-09,4.365943751535387e-13,3.2373373914045404e-14,1.3130043004369873e-14,8.418362510383427e-17,3.3747574861097184e-26,9.887881446254066e-22,8.857180954136404e-24,7.504452444951638e-24,2.584506018614082e-16,2.6710444578249955e-18,1.6894595809800647e-19,4.909954992180817e-25,1.7363507935818395e-23,6.077825429996663e-08,2.2484717132079363e-12,1.3213335984378342e-15,4.1793517939640726e-14,2.3183104195505537e-08,2.304687363556982e-20,1.754753614750846e-08,1.5820619433787456e-14,2.494994485827536e-13,1.7802005866591975e-21,3.82411424832254e-05,1.5991972644902803e-18,2.009261888874241e-33,2.674747188492107e-23,9.63231812883647e-20,1.799696401944963e-20,1.4374197807231542e-21,7.834064415040066e-29,2.1523852896941507e-19,1.459291755385789e-23,3.963875330306521e-17,7.610879785722185e-23,2.5599013088830923e-17,1.527842152307894e-26,3.0653543074386756e-24,1.0312519450266296e-35,4.508066448938325e-45,4.7853976732503106e-08,7.731152793783266e-13,2.0694357609145778e-16,3.629549435731399e-14,2.3508314004652554e-35,1.867040065341727e-28,7.175653673523231e-34,2.7862201476306694e-31
6.818666793254783e-07,0.16809476093174447,3.76,0.0,0.6897504956951244,0.9999616463905973,3.955327510510213e-09,4.7617015405125385e-09,3.3969329753963766e-08,4.972827127257359e-09,1.9428153356642014e-08,2.22443840549554e-08,1.1406333972691497e-12,7.329764514057518e-14,4.0758025967155055e-08,1.2129420991318603e-24,8.02546210527309e-21,3.277388285001028e-10,1.5299325298541644e-07,2.762302367963188e-13,6.830747207032646e-14,5.1560403542663036e-20,5.5736182934799214e-21,1.2876197983910185e-10,1.2235120302528908e-09,4.5086226135424474e-13,3.392094122136274e-14,1.4057582327303103e-14,8.957487513697429e-17,3.6632600705240816e-26,1.0812376652866013e-21,9.695223247132731e-24,8.220715885921616e-24,2.7504204263559923e-16,2.8337531850390366e-18,1.84577096840314e-19,5.303676619757865e-25,1.843513132718482e-23,6.302754699462477e-08,2.315954125820829e-12,1.3357998736960644e-15,4.206235997877616e-14,2.3511307147940362e-08,2.3806016647453134e-20,1.8428598290130407e-08,1.7388229630188444e-14,2.5876863094498047e-13,1.9010156882200503e-21,3.824114233879801e-05,1.701828035007843e-18,2.197178892975075e-33,2.9030870815658236e-23,1.0292296118648488e-19,1.971633386085978e-20,1.550447710351918e-21,8.689288408470578e-29,2.316375050601789e-19,1.5927452869904408e-23,4.1295433982446133e-17,8.202040652159776e-23,2.7508757507829735e-17,1.7063591263374457e-26,3.3812434377822295e-24,1.1535571666766941e-35,4.929083503147803e-45,4.8161577470768596e-08,7.894941977259887e-13,2.253983388383305e-16,3.779729638245378e-14,2.5975080886745327e-35,2.115625754342404e-28,8.116645095738463e-34,2.995996903994703e-31
