Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68)
0.0003924908723034537,0.16809681654251798,3.76,0.0,0.6878781107791092,0.9982200651895408,0.0016092531964451632,1.9021655501494987e-06,1.1903249404346737e-07,1.944909641458465e-07,6.650260087400475e-05,2.133794782420362e-05,8.629840488208892e-07,2.4877127473602703e-06,6.453040405365884e-05,7.663521623393361e-17,2.8210559813448855e-12,4.5133891890096773e-10,0.00014620730741019602,3.5850580535643654e-12,1.9120440276979386e-07,7.207215180095592e-15,5.493711784324826e-12,9.920406200878841e-06,0.001580570861706677,1.6299237099179671e-09,2.3895919935400884e-09,2.344771993023956e-06,2.307517347954081e-09,3.0040544578156985e-15,1.4680990460345583e-08,1.5491690560972227e-15,2.597807678269429e-15,2.8425800978598183e-11,3.1369161990964693e-12,1.0143065616800743e-08,4.8114116897820007e-17,1.0062934684732307e-15,8.605503577837596e-05,2.0394629181171987e-11,3.5298070960818243e-15,4.829562195310612e-14,3.215874935339658e-08,6.601168076891411e-14,5.282951870808519e-05,3.547089125866718e-05,3.5490485049942527e-10,3.586276653972167e-15,3.817453990344317e-05,1.5939619921629097e-12,2.982186943932187e-20,1.034478936798801e-14,1.754112043629375e-13,1.2407510473837646e-09,4.121486930366489e-12,5.101836919860831e-19,3.642393134918007e-12,2.5575645041881575e-13,1.962765918992827e-10,4.130181673582555e-13,4.0541122866858534e-10,6.576164974455309e-15,1.4597784831759618e-15,1.1807168559610104e-23,9.409673747894472e-32,5.538472172473304e-08,2.1210860151734535e-07,8.900720233208984e-10,2.0980047392511676e-11,2.3197206013603296e-23,1.2952627522791618e-16,1.1062825911237478e-19,1.0422144147907557e-20
0.00039958339419636783,0.1680968599835337,3.76,0.0,0.6878215130900459,0.9981671502102644,0.0016601826414792454,1.9171021019432404e-06,1.1953236809992397e-07,1.958095561888204e-07,6.80524951935995e-05,2.166619036228932e-05,8.953241637511758e-07,2.6450049331387077e-06,6.569800730655255e-05,8.268037471421321e-17,2.9955502067832843e-12,4.5140628115090924e-10,0.00014933384559922202,3.586781251002402e-12,1.994531344435037e-07,7.32231351784932e-15,5.78911568716798e-12,1.0300909740877623e-05,0.001631027041961078,1.673191615705277e-09,2.5020071127315235e-09,2.4487178952940104e-06,2.4858386664110662e-09,3.3402923024019344e-15,1.57785744718406e-08,1.6783359030166758e-15,2.8262864173424328e-15,2.9878079960445866e-11,3.2960336306168925e-12,1.0658851672439012e-08,5.1512250917851434e-17,1.0887246911962393e-15,8.674031702744032e-05,2.0393471439566657e-11,3.52960678473784e-15,4.8293223837624477e-14,3.215827799390566e-08,6.834701863473069e-14,5.324836992659109e-05,3.70228797682116e-05,3.5771206709876514e-10,3.643711144435495e-15,3.8172516299893436e-05,1.6422770246609148e-12,3.2049714325996204e-20,1.081196140349984e-14,1.8134994784637207e-13,1.3037815504500687e-09,4.343085287018396e-12,5.364109160241656e-19,3.81084147308286e-12,2.783748614094089e-13,2.0322711873441862e-10,4.495248151399537e-13,4.2418185014828127e-10,7.276894840193052e-15,1.5881773683654918e-15,1.3201549451257699e-23,1.0712887644850164e-31,5.5384530685928735e-08,2.2002345917741246e-07,9.043273640848126e-10,2.1218614970623276e-11,2.5805082012493317e-23,1.4352676630289318e-16,1.259575530628177e-19,1.1679762120517795e-20
0.00040667591608928197,0.16809690369714936,3.76,0.0,0.6877645148280186,0.9981138656038633,0.001711498643860683,1.931388039117552e-06,1.2001085082395129e-07,1.970696509273746e-07,6.960842126701604e-05,2.1990519474052303e-05,9.281493215541497e-07,2.8082506652227535e-06,6.686563584301648e-05,8.905342838083887e-17,3.178572489032926e-12,4.514750782190524e-10,0.000152476184986957,3.5886718094899695e-12,2.0793352126687673e-07,7.433340141028063e-15,6.0938709942586124e-12,1.0683734538297e-05,0.001681872148506059,1.7166087516835377e-09,2.6156350679108247e-09,2.5543975684421573e-06,2.673559626624322e-09,3.70593474987569e-15,1.69265130459262e-08,1.814917603259976e-15,3.0689922647972377e-15,3.1366105213780006e-11,3.4587807515625494e-12,1.1184062389737348e-08,5.5079719047846497e-17,1.1757904093815171e-15,8.739564943761755e-05,2.039231484981556e-11,3.5294066722000783e-15,4.8290847434573976e-14,3.215786894817685e-08,7.068967211268329e-14,5.364873904792206e-05,3.859881652603154e-05,3.603953586725819e-10,3.699065595269977e-15,3.817047856077564e-05,1.6907055769935045e-12,3.437958470308543e-20,1.1287234963115475e-14,1.873614529666976e-13,1.3679579224269044e-09,4.571687615539514e-12,5.631599178240385e-19,3.982773513406812e-12,3.024118136615614e-13,2.1019958340346984e-10,4.883202900599316e-13,4.4334238104457567e-10,8.034770595442182e-15,1.7245697080485924e-15,1.472401150880521e-23,1.2166188842703546e-31,5.5384363314482516e-08,2.2797828987218535e-07,9.180661069752478e-10,2.1452282967281014e-11,2.864220975880508e-23,1.586961226551528e-16,1.4305291436361591e-19,1.3055021963513048e-20
0.0004137684379821961,0.16809694768244082,3.76,0.0,0.6877071338884214,0.9980602281380224,0.0017631840624910751,1.9450447455084993e-06,1.2046863712617114e-07,1.9827317891289413e-07,7.117010031025392e-05,2.231091801291071e-05,9.614476739257946e-07,2.977483849122292e-06,6.803329030873223e-05,9.576234634258307e-17,3.3704646681554157e-12,4.515451983516586e-10,0.00015563400072733465,3.5907237841064645e-12,2.166480091086214e-07,7.540347748453463e-15,6.408039870557794e-12,1.1068542889078495e-05,0.0017330889190781107,1.7601610705485877e-09,2.7303383160107414e-09,2.6617569274783316e-06,2.8709013509178215e-09,4.102729287891577e-15,1.812528519389297e-08,1.9591104308815378e-15,3.326383856672332e-15,3.288920843290667e-11,3.625079814753707e-12,1.1718278835152849e-08,5.882023459788494e-17,1.2676022246100328e-15,8.802200800505149e-05,2.0391159462571525e-11,3.52920676695162e-15,4.828849342633088e-14,3.2157518585682574e-08,7.303782463071041e-14,5.403122814461923e-05,4.019780397849061e-05,3.629587684294098e-10,3.75236631641211e-15,3.816842732727404e-05,1.739230700591553e-12,3.681243500320345e-20,1.1770357634866344e-14,1.9344455749283565e-13,1.4332286826380303e-09,4.8073395352270855e-12,5.904109815794954e-19,4.158130591758375e-12,3.2791021380264067e-13,2.171885712213354e-10,5.294739152779206e-13,4.628863675796425e-10,8.852846478316248e-15,1.869212719487789e-15,1.6382479118377386e-23,1.3783013554920925e-31,5.538421881236229e-08,2.3596657697942405e-07,9.312946779858131e-10,2.1681207981266488e-11,3.1722305570995714e-23,1.751000014544741e-16,1.6207249035692922e-19,1.4555299694098247e-20
0.00042086095987511023,0.1680969919383273,3.76,0.0,0.6876493875657286,0.998006254002229,0.0018152223294774473,1.9580935567281424e-06,1.2090642145344882e-07,1.9942206691925833e-07,7.273726280510283e-05,2.2627373201303996e-05,9.95207172503399e-07,3.152733163694381e-06,6.920097127353288e-05,1.0281486830544661e-16,3.5715773023801307e-12,4.5161653244919927e-10,0.00015880696768238339,3.592931265882652e-12,2.2559888405143998e-07,7.643396258166291e-15,6.7316789926205195e-12,1.1455006624635373e-05,0.0017846606635989507,1.8038350436101223e-09,2.845982229761816e-09,2.770742511106463e-06,3.0780797154157206e-09,4.5324659896938344e-15,1.9375310205142148e-08,2.111106127463835e-15,3.5989142186042045e-15,3.444670389939714e-11,3.794851968450423e-12,1.2261086745998304e-08,6.273739066079953e-17,1.3642679574894886e-15,8.862036657821254e-05,2.0390005318986183e-11,3.5290070761007515e-15,4.8286162461482726e-14,3.215722333963871e-08,7.538974085050117e-14,5.4396438590821124e-05,4.181895713240347e-05,3.654063341886142e-10,3.80364327328199e-15,3.8166363218659814e-05,1.7878366768005816e-12,3.934909808410227e-20,1.2261078968659255e-14,1.9959812649434962e-13,1.4995429330675007e-09,5.050082526280792e-12,6.181446537914432e-19,4.336853329134098e-12,3.549118867063121e-13,2.2418890954461785e-10,5.730532880573505e-13,4.828072747009477e-10,9.734232995361431e-15,2.022360470972327e-15,1.8185069874376695e-23,1.557760651204836e-31,5.538409638936677e-08,2.43982057089005e-07,9.440207163827465e-10,2.190554676490137e-11,3.505942459324762e-23,1.9280558969323487e-16,1.8318394739763744e-19,1.6188151805033726e-20
0.00042795348176802436,0.16809703646358262,3.76,0.0,0.6875912925561268,0.9979519588119071,0.0018675974477654982,1.970555686467825e-06,1.213248952799362e-07,2.0051823119365244e-07,7.430964846904944e-05,2.2939876408901196e-05,1.029415589866745e-06,3.3340222140415547e-06,7.036867923363581e-05,1.1021849326344491e-16,3.782269414789549e-12,4.51688974387529e-10,0.00016199476134934484,3.595288402209618e-12,2.3478827260208148e-07,7.742555160655268e-15,7.064839554392587e-12,1.1842807604354036e-05,0.0018365712623941094,1.8476176553705174e-09,2.962435508242244e-09,2.8813016061457637e-06,3.2953052879594316e-09,4.996975717774775e-15,2.0676949121914713e-08,2.2710917964371125e-15,3.887030337065435e-15,3.603789188012429e-11,3.968017640794688e-12,1.2812077938670582e-08,6.683465964813614e-17,1.4658917890270782e-15,8.919169438866145e-05,2.0388852451581862e-11,3.528807605084874e-15,4.8283855153886445e-14,3.21569797188864e-08,7.774376801648735e-14,5.474496891579569e-05,4.3461405481852965e-05,3.677420740148113e-10,3.8529315365584655e-15,3.816428683203364e-05,1.836509148136181e-12,4.199028825147686e-20,1.2759151140879707e-14,2.0582105215012358e-13,1.5668505311329679e-09,5.299953935684969e-12,6.463415482743899e-19,4.518881792242809e-12,3.834575320271807e-13,2.311956711974441e-10,6.191242097837013e-13,5.030985041410622e-10,1.0682093612509761e-14,2.1842635505481127e-15,2.014008240816826e-23,1.7565039758833734e-31,5.538399526496662e-08,2.52018727607663e-07,9.562529028784032e-10,2.2125455656464443e-11,3.8667946713206986e-23,2.1188155183536057e-16,2.0656469231284455e-19,1.7961300284508942e-20
0.0004350460036609385,0.1680970812568453,3.76,0.0,0.6875328649621013,0.9978973576142726,0.0019202939868993147,1.982452160580543e-06,1.2172474485350847e-07,2.0156357140471372e-07,7.588700619400948e-05,2.3248422933416626e-05,1.0640605400511842e-06,3.5213696916136755e-06,7.153641461404748e-05,1.1798047714065358e-16,4.002908230179798e-12,4.517624212384136e-10,0.0001651970586986563,3.597789415043846e-12,2.442181427964963e-07,7.837901988329176e-15,7.40756730732461e-12,1.2231638119701692e-05,0.0018888051624838555,1.8914963966721254e-09,3.079570532974935e-09,2.9933823573585735e-06,3.5227832896000305e-09,5.4981283839374765e-15,2.2030506369267605e-08,2.4392498405321734e-15,4.191172708868134e-15,3.766206191070927e-11,4.144496874233832e-12,1.3370851557615734e-08,7.111539412830951e-17,1.5725742931419743e-15,8.97369529345022e-05,2.0387700885125478e-11,3.5286083579186125e-15,4.828157208363765e-14,3.215678431705457e-08,8.009833652945852e-14,5.507741287422016e-05,4.512429469373192e-05,3.6996997334696537e-10,3.900270307880208e-15,3.8162198742736954e-05,1.885235037472377e-12,4.47366046121807e-20,1.3264329564430104e-14,2.1211225352712603e-13,1.635102242380107e-09,5.556987007300004e-12,6.749824709194959e-19,4.7041556459367405e-12,4.1358668999139587e-13,2.38204176357941e-10,6.677506310504538e-13,5.23753411312386e-10,1.1699641478112958e-14,2.355168810251831e-15,2.225598649815134e-23,1.976123051663727e-31,5.5383914668755276e-08,2.600708523927411e-07,9.680007984161183e-10,2.2341090074179757e-11,4.2562562498149537e-23,2.3239797753255635e-16,2.324020828779922e-19,1.9882622645433045e-20
0.0004421385255538526,0.16809712631662693,3.76,0.0,0.687474120298761,0.9978424648957045,0.0019732970771089015,1.993803757718992e-06,1.2210664917874817e-07,2.0255996525348542e-07,7.746909395716876e-05,2.35530117849686e-05,1.0991294985332787e-06,3.714789540151586e-06,7.270417777110777e-05,1.2610783750598626e-16,4.2338689043216756e-12,4.518367733792922e-10,0.0001684135389263949,3.600428616980008e-12,2.538903061116788e-07,7.929517503682353e-15,7.759902630300275e-12,1.2621201215495932e-05,0.0019413473721487393,1.935459256589275e-09,3.197263668358805e-09,3.106933863345815e-06,3.760713577773598e-09,6.0378311494813235e-15,2.3436231516853128e-08,2.615757951398291e-15,4.511775006785954e-15,3.931849585700156e-11,4.324209521395814e-12,1.3937015158609872e-08,7.558282794671617e-17,1.6844122616023142e-15,9.025709319807925e-05,2.038655063733403e-11,3.528409337756379e-15,4.827931380142219e-14,3.215663381744255e-08,8.24519598788001e-14,5.539435772850318e-05,4.680678806499192e-05,3.7209397353499606e-10,3.945700357628476e-15,3.81600995049582e-05,1.9340022629451525e-12,4.758853470000702e-20,1.3776373408296556e-14,2.1847067633400894e-13,1.704249872421765e-09,5.82121093394742e-12,7.040487585509365e-19,4.892614297816104e-12,4.4533771576193534e-13,2.4520999304246876e-10,7.189946109937614e-13,5.447653211106365e-10,1.2790136192447186e-14,2.5353192855876435e-15,2.4541416658369154e-23,2.218295811694174e-31,5.5383853843372075e-08,2.681329655567433e-07,9.792747742837079e-10,2.2552604058954532e-11,4.6758259204573377e-23,2.544263296800571e-16,2.6089362735361425e-19,2.1960149407862336e-20
0.00044923104744676675,0.1680971716413217,3.76,0.0,0.6874150735017097,0.9977872945904589,0.002026592401914771,2.004630957352506e-06,1.224712782309132e-07,2.0350926371051932e-07,7.9055678707055e-05,2.3853645474767775e-05,1.134609821655469e-06,3.9142911262024775e-06,7.387196899514421e-05,1.3460734456014126e-16,4.4755342476992674e-12,4.5191193471179056e-10,0.00017164388412533959,3.6032004253028944e-12,2.6380642009278136e-07,8.01748909457076e-15,8.121880625444344e-12,1.3011210934217168e-05,0.0019941834539625156,1.9794947132298477e-09,3.3153955091802715e-09,3.2219062594542277e-06,4.009290649267399e-09,6.618026643281126e-15,2.489432115023369e-08,2.8007890765209203e-15,4.84926381866996e-15,4.1006470632556595e-11,4.507075550996838e-12,1.4510185634989828e-08,8.024007730567148e-17,1.8014989200817205e-15,9.075305318577076e-05,2.038540171956969e-11,3.5282105464562515e-15,4.8277080827444375e-14,3.215652500107406e-08,8.48032346362314e-14,5.569638272712557e-05,4.850806776525247e-05,3.7411796164803806e-10,3.989266091725839e-15,3.815798965151746e-05,1.9827999104132377e-12,5.0546458297167864e-20,1.429504605642105e-14,2.2489529265260031e-13,1.774246380652586e-09,6.0926509313391306e-12,7.335219902035869e-19,5.084197026728137e-12,4.787477620656549e-13,2.5220893631985167e-10,7.729162890555236e-13,5.661275424817075e-10,1.395688063624765e-14,2.7249539455507408e-15,2.70051599439357e-23,2.4847879999458514e-31,5.538381204629189e-08,2.761998735892895e-07,9.900858717962273e-10,2.2760149867291298e-11,5.1270306885900577e-23,2.7803939305243267e-16,2.9224717302013357e-19,2.420204874996184e-20
0.0004563235693396809,0.16809721722921617,3.76,0.0,0.6873557389362701,0.997731860090548,0.0020801661894294513,2.0149538947091496e-06,1.2281929139351613e-07,2.0441328684963402e-07,8.064653622779386e-05,2.415032980876908e-05,1.1704887654609977e-06,4.1198794130308505e-06,7.503978851321688e-05,1.4348552084343463e-16,4.728294445765648e-12,4.519878128011537e-10,0.00017488777987944068,3.606099374141206e-12,2.7396799161439157e-07,8.101910396307943e-15,8.493531242921863e-12,1.340139248963997e-05,0.002047299516475139,2.023591723596375e-09,3.4338510831615463e-09,3.338250788467509e-06,4.268703661153191e-09,7.240691305507998e-15,2.6404920830970147e-08,2.994511417498886e-15,5.204058319017827e-15,4.27252607682051e-11,4.693015338796989e-12,1.508999001174065e-08,8.509014328699112e-17,1.9239240796762625e-15,9.122575577157073e-05,2.0384254137582546e-11,3.5280119847184172e-15,4.827487365173561e-14,3.2156454753276994e-08,8.715083979815552e-14,5.598405776760141e-05,5.0227335878910966e-05,3.760457615746505e-10,4.031015107420042e-15,3.8155869694387094e-05,2.0316182117695954e-12,5.361065145248571e-20,1.4820115529919785e-14,2.3138510065043814e-13,1.8450459772058983e-09,6.371328332062627e-12,7.633840296807146e-19,5.278843103773421e-12,5.138527695147899e-13,2.5919706638371124e-10,8.295738692054442e-13,5.87833381904262e-10,1.520321786928456e-14,2.924307476525307e-15,2.965614608373719e-23,2.777454682263256e-31,5.538378854922713e-08,2.8426665594867937e-07,1.0004456441239321e-09,2.2963877616291636e-11,5.611424477523747e-23,3.033112237332742e-16,3.2668108429116423e-19,2.661661548807575e-20
0.000463416091232595,0.16809726307849646,3.76,0.0,0.6872961304078865,0.997676174256618,0.002134005202526925,2.0247923209849042e-06,1.2315133609299603e-07,2.05273820241018e-07,8.22414509843469e-05,2.4443073686866182e-05,1.2067535039162318e-06,4.331555136842919e-06,7.620763649193018e-05,1.527486530264582e-16,4.992546777467181e-12,4.520643188554246e-10,0.00017814491578600013,3.6091201248208693e-12,2.8437638069379786e-07,8.182874651318199e-15,8.874879429413809e-12,1.3791482375401086e-05,0.0021006822047179665,2.0677397126520274e-09,3.5525200078654736e-09,3.455919859759231e-06,4.539136467926893e-09,7.907833683271097e-15,2.7968127126162646e-08,3.1970884912609124e-15,5.5765700453465685e-15,4.4474140822291246e-11,4.881949769202029e-12,1.5676066101398035e-08,9.0135914550043e-17,2.0517739170816697e-15,9.167610682142021e-05,2.0383107892082795e-11,3.527813652844975e-15,4.827269273927793e-14,3.215642006434281e-08,8.949353545671509e-14,5.6257942239551716e-05,5.196381526077691e-05,3.778811263290991e-10,4.070994656948845e-15,3.815374012563874e-05,2.080448150293904e-12,5.678129065289186e-20,1.5351354830403354e-14,2.3793912427722276e-13,1.916604202203672e-09,6.657260696381866e-12,7.936174872063344e-19,5.4764919084568814e-12,5.50687463770745e-13,2.6617068560873206e-10,8.890236159081535e-13,6.098761559253132e-10,1.6532528108515516e-14,3.133610309156159e-15,3.250344298030766e-23,3.0982416715281926e-31,5.5383782640154743e-08,2.923286642621469e-07,1.0103661188891603e-09,2.3163934971921707e-11,6.130586799595163e-23,3.303170995269112e-16,3.6442441070741125e-19,2.9212272174155176e-20
0.00047050861312550915,0.16809730918725585,3.76,0.0,0.6872362611735371,0.9976202494296807,0.0021880967280373796,2.034165569537253e-06,1.2346804662284962e-07,2.060926118606492e-07,8.384021595134379e-05,2.473188890809644e-05,1.243391146502532e-06,4.5493149843336665e-06,7.737551304028316e-05,1.6240278443108737e-16,5.268695333588707e-12,4.5214136785629884e-10,0.00018141498591001397,3.612257474540657e-12,2.950328047700706e-07,8.260479072655288e-15,9.265945293597499e-12,1.418122841409295e-05,0.0021543186896922956,2.1119285617269876e-09,3.671296603329353e-09,3.5748670979034795e-06,4.820767673115983e-09,8.621492736510062e-15,2.9583989689398076e-08,3.408679151460997e-15,5.967202793084296e-15,4.6252387454716056e-11,5.073800458222096e-12,1.626806302570694e-08,9.538016929538868e-17,2.1851312277566254e-15,9.210499358449057e-05,2.038196297926107e-11,3.5276155501609394e-15,4.827053852878288e-14,3.215641803404873e-08,9.18301618257839e-14,5.651858403093395e-05,5.371675021925008e-05,3.796277313788535e-10,4.109254333311426e-15,3.815160141719444e-05,2.1292816709342447e-12,6.005845706246399e-20,1.5888542222132035e-14,2.4455641294633353e-13,1.9888779899610545e-09,6.950461938994196e-12,8.242053409265453e-19,5.677083028102395e-12,5.892853591347399e-13,2.731263347091527e-10,9.513198594346188e-13,6.322492025566977e-10,1.7948225793651827e-14,3.353088448222706e-15,3.55562448165125e-23,3.4491868660765567e-31,5.538379362528942e-08,3.003815202714404e-07,1.0198596980421377e-09,2.3360466877560602e-11,6.68612145442949e-23,3.591334715103126e-16,4.0571704472546576e-19,3.199755393524843e-20
0.0004776011350184233,0.16809735555350452,3.76,0.0,0.6871761439540062,0.9975640974435603,0.0022424285651138328,2.043092528064465e-06,1.2377004315656123e-07,2.06871369484069e-07,8.544263242792836e-05,2.5016789982174642e-05,1.2803887551630482e-06,4.773151770655848e-06,7.854341821254556e-05,1.7245371459805147e-16,5.5571507364351706e-12,4.5221887865321223e-10,0.00018469768917577875,3.615506363506703e-12,3.059383433783088e-07,8.334826400551306e-15,9.666744293010137e-12,1.4570389752907575e-05,0.0022081966569913714,2.1561485963831774e-09,3.790079970491e-09,3.6950473815689694e-06,5.113770693733108e-09,9.383736341291684e-15,3.125251337667304e-08,3.629437624981261e-15,6.3763523935056615e-15,4.805928132877223e-11,5.2684900185448545e-12,1.6865641635993807e-08,1.0082557885148741e-16,2.3240757197459675e-15,9.251328333383865e-05,2.0380819391404197e-11,3.527417674974352e-15,4.826841143212612e-14,3.2156445876770646e-08,9.415963776417539e-14,5.676651868292866e-05,5.548540704109165e-05,3.8128916903337954e-10,4.145846520038977e-15,3.8149454021339076e-05,2.178111765761683e-12,6.344214084881372e-20,1.6431461495128665e-14,2.512360412030556e-13,2.061825720282231e-09,7.2509424700100285e-12,8.551308515665935e-19,5.880556350233041e-12,6.29678768043574e-13,2.800607881108014e-10,1.016515010586351e-12,6.549458916950873e-10,1.9453756746593133e-14,3.582963270788673e-15,3.882386234736984e-23,3.8324215081773962e-31,5.5383820827726383e-08,3.0842111266582943e-07,1.0289389997083025e-09,2.355361532317446e-11,7.279655270376917e-23,3.898379168588912e-16,4.5080987013429e-19,3.498109588134987e-20
0.0004846936569113374,0.16809740217517552,3.76,0.0,0.687115790946871,0.9975077296379198,0.002296989012908945,2.051591614792267e-06,1.2405793091708267e-07,2.0761175853076542e-07,8.704850984088754e-05,2.5297793947653022e-05,1.3177333605945913e-06,5.003054616998162e-06,7.971135201114523e-05,1.8290701856703916e-16,5.858329862126778e-12,4.5229677382911197e-10,0.0001879927297001582,3.618861880630021e-12,3.170939431514919e-07,8.406015764489426e-15,1.0077287437608537e-11,1.4958736811025885e-05,0.002262304294695233,2.200390573850639e-09,3.908774035438193e-09,3.816416873285684e-06,5.4183138360642145e-09,1.0196659754432525e-14,3.2973660382428056e-08,3.859513628917553e-15,6.8044065630792676e-15,4.989410891602569e-11,5.465942078039412e-12,1.7468474827471933e-08,1.064747115821367e-16,2.468683717867333e-15,9.29018222314587e-05,2.0379677117360843e-11,3.527220025611554e-15,4.826631184038589e-14,3.215650091878833e-08,9.648095850539524e-14,5.700226869077026e-05,5.726907437122247e-05,3.8286894383574577e-10,4.180821525373449e-15,3.814729837203658e-05,2.226931940535387e-12,6.693224557424353e-20,1.697990216661236e-14,2.5797710838156277e-13,2.135407255487578e-09,7.558709346611089e-12,8.863781979421063e-19,6.086852154195595e-12,6.718988155764191e-13,2.869710486443627e-10,1.0846595845921446e-12,6.779596347867693e-10,2.105259543011165e-14,3.8234516488642114e-15,4.231572121856899e-23,4.250171367844261e-31,5.5383863588405824e-08,3.164435929279595e-07,1.037616847237696e-09,2.374351915130306e-11,7.912836897086511e-23,4.2250909306101525e-16,4.999649016662059e-19,3.817163909201026e-20
0.0004917861788042515,0.16809744905013038,3.76,0.0,0.6870552138400707,0.9974511568717517,0.0023517668576871925,2.0596807591576537e-06,1.243322994909088e-07,2.0831540031530861e-07,8.865766553815023e-05,2.557492019694001e-05,1.3554119778791106e-06,5.239009127042645e-06,8.087931438953973e-05,1.9376804054182583e-16,6.1726555665696954e-12,4.5237497975387703e-10,0.0001912998170716562,3.622319267903937e-12,3.285004230742925e-07,8.474147681532837e-15,1.0497581500333427e-11,1.5346051183574996e-05,0.0023166302806668163,2.244645670142717e-09,4.027287558109421e-09,3.9389330410293255e-06,5.734560381284006e-09,1.1062384046612266e-14,3.4747352382012905e-08,4.099052430917941e-15,7.251744938825305e-15,5.175616399908216e-11,5.666081414288335e-12,1.8076247741928472e-08,1.1233003516622646e-16,2.6190284019096683e-15,9.327143440405596e-05,2.0378536142901335e-11,3.5270225997098465e-15,4.826424012245392e-14,3.2156580599410925e-08,9.879319404465326e-14,5.722634293500917e-05,5.906706346052209e-05,3.843704687177691e-10,4.214230785230922e-15,3.814513488459607e-05,2.275736443045204e-12,7.052859255113053e-20,1.753365961906745e-14,2.647787382507369e-13,2.209583965628958e-09,7.873766434166549e-12,9.179320261446328e-19,6.295911185495009e-12,7.159754585148522e-13,2.938543416590779e-10,1.1558022312106856e-12,7.012838934760758e-10,2.2748242309731314e-14,4.07476586099392e-15,4.6041350448492125e-23,4.7047578495056175e-31,5.538392126842096e-08,3.2444537030914957e-07,1.0459062166632782e-09,2.3930313895404374e-11,8.587335635363391e-23,4.572266936102355e-16,5.534554155276088e-19,4.15780161445964e-20
0.0004988787006971656,0.1680974961761686,3.76,0.0,0.6869944238259416,0.9973943895372321,0.002406751359486166,2.0673773875713887e-06,1.2459372229758052e-07,2.0898387067292982e-07,9.026992457454552e-05,2.58481903082591e-05,1.393411621451227e-06,5.480997561651054e-06,8.204730525506429e-05,2.050418904580629e-16,6.500556416124834e-12,4.5245342667119666e-10,0.000194618666580198,3.6258739235954772e-12,3.401584799317441e-07,8.53932867934363e-15,1.0927629240789873e-11,1.573212550754471e-05,0.0023711637693672565,2.2889054669383882e-09,4.145534116859518e-09,4.062554672456445e-06,6.062668679532339e-09,1.1983054807925937e-14,3.657347266839648e-08,4.348194901888788e-15,7.718738952571061e-15,5.364474899005102e-11,5.868834213904489e-12,1.8688657898290537e-08,1.1839392064678604e-16,2.775180280424086e-15,9.362292121532899e-05,2.037739645121128e-11,3.5268253938973896e-15,4.8262196623299496e-14,3.2156682475657664e-08,1.0109548721842505e-13,5.743923622617599e-05,6.087870829444704e-05,3.85797061983497e-10,4.24612872675975e-15,3.8142963956036495e-05,2.324520520544445e-12,7.423092519900051e-20,1.809253523312878e-14,2.7164007864956406e-13,2.28431874457182e-09,8.196114575400167e-12,9.497771688947824e-19,6.507674722762042e-12,7.619375085423796e-13,3.007081086477994e-10,1.229989771120909e-12,7.24912187375861e-10,2.4544221321493303e-14,4.337113376950275e-15,5.0010372511909225e-23,5.198599029445425e-31,5.5383993247293435e-08,3.324231060581327e-07,1.0538200752212456e-09,2.411413164751536e-11,9.304840316455951e-23,4.940714052415908e-16,6.115660718343141e-19,4.520913567077027e-20
