Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756)
1.3444167708453921e-09,0.3046198235051084,3.76,0.0,0.9249339535147434,0.9993900245133424,1.3446854927657266e-14,5.083165316822359e-12,3.762530844576957e-09,6.075994787985563e-12,8.509648528493537e-11,2.8958168501084843e-08,8.708383095014216e-14,9.183912817564355e-17,3.293506351676231e-11,1.0763355872539566e-26,9.053708409889476e-26,3.0412693463216515e-11,1.2866623885634205e-06,2.020150429006612e-13,8.913380703144958e-17,1.0259683691853379e-19,8.832526936983401e-24,2.130856313859431e-12,1.6671945280102626e-12,7.861230349471965e-13,1.3056755194086434e-15,2.7083603690739216e-16,2.234752610794942e-16,8.887449804637068e-24,9.584927941099764e-23,4.077087730430406e-26,2.04397357892236e-24,3.1388213362766528e-18,4.692826876142586e-20,1.3933327967891941e-21,7.2496563483468e-24,6.114969663485428e-22,2.8968280585553984e-08,3.1248012609662086e-14,5.140526937943949e-14,3.2206283858587733e-13,3.7472326816754134e-09,2.356314104160533e-17,4.774103690078616e-12,1.3591795665088926e-18,2.164487170656709e-13,1.8411287937208356e-19,0.0006099427354608147,4.645524408963647e-19,2.207348777176243e-34,2.5247470662986054e-25,1.3477353585104818e-20,2.8045233397840316e-25,6.579888327351566e-28,4.180618997593032e-28,3.856410868786098e-24,4.336895156664213e-28,8.062728774696055e-17,2.2893760604981494e-24,1.2257154890260542e-19,3.0973339795961945e-26,7.462404735962838e-28,4.764023771795893e-36,1.118864785453441e-39,1.2828753958494248e-06,7.095702137339801e-11,2.6603488355577366e-19,4.54703803705219e-13,1.0118944506894546e-31,6.14487494311756e-33,8.630442861481406e-35,1.241420843251777e-32,4.1707730808090075e-38
1.369261774727286e-09,0.3046198247793604,3.76,0.0,0.9249339291996802,0.9993899819568048,1.4373595904561606e-14,5.340936333866016e-12,3.902401107363317e-09,6.37040991453963e-12,8.720485621017747e-11,2.9493293329962186e-08,9.033207140380919e-14,9.703529414207801e-17,3.4779089057548686e-11,1.1644122638533143e-26,9.860222282019757e-26,3.2033258751590656e-11,1.3104402370649883e-06,2.0954122257286077e-13,9.262099688895804e-17,1.0630053604374565e-19,9.643996285722485e-24,2.210262122913266e-12,1.7313350200235808e-12,8.154199855423915e-13,1.3669105724980498e-15,2.8612096476948407e-16,2.318310952928832e-16,9.389955613115656e-24,1.0126597942085233e-22,4.3468318512072555e-26,2.1595820281799894e-24,3.315691006813264e-18,4.9581071258035385e-20,1.4720837189120611e-21,7.665929841684414e-24,6.459501123405833e-22,2.9504168583598042e-08,3.262726859846534e-14,5.272215204118616e-14,3.291916191954534e-13,3.886255687241275e-09,2.4071660752453726e-17,4.949689052646377e-12,1.4328638726190543e-18,2.2259291015769017e-13,1.8794098509704202e-19,0.0006099846154663073,4.868927167889397e-19,2.345003239079525e-34,2.7158911188067072e-25,1.423798285861877e-20,3.00950132260599e-25,7.303611062673333e-28,4.475213149839017e-28,4.142987097384466e-24,4.750023464905559e-28,8.396682954367333e-17,2.4630784740077735e-24,1.2964191331766726e-19,3.2736852938323284e-26,8.017485065693922e-28,5.351366986234054e-36,1.203896876540087e-39,1.3065120121016476e-06,7.226830888201097e-11,2.802929451660043e-19,4.631788119119226e-13,1.0887710056931827e-31,6.79566184551158e-33,9.632241151314733e-35,1.3605014574764402e-32,4.6935244142375174e-38
1.39410677860918e-09,0.30461982605361565,3.76,0.0,0.924933904884576,0.9993899448503932,1.5346926010521735e-14,5.607156518764729e-12,4.044806279201595e-09,6.6739229988641865e-12,8.934258231343776e-11,3.0028418862471e-08,9.363978855254217e-14,1.0242401302879592e-16,3.669036441149906e-11,1.2583752096339937e-26,1.0722925976183332e-25,3.3708461737408836e-11,1.3342180972880725e-06,2.172047094903461e-13,9.618402306269713e-17,1.1006678764814223e-19,1.051366418029053e-23,2.29111767621689e-12,1.7967288684633877e-12,8.452520033290989e-13,1.4296988801455876e-15,3.019701971412922e-16,2.403410198915806e-16,9.911077910536705e-24,1.0688319311808318e-22,4.630229552394975e-26,2.279484578660017e-24,3.499070113504557e-18,5.233212098844061e-20,1.5537535851632768e-21,8.098092083182302e-24,6.816707022021593e-22,3.0040094283157946e-08,3.403905095412465e-14,5.4042448009831583e-14,3.36321570464112e-13,4.027783181358591e-09,2.4580673522079046e-17,5.128356228600325e-12,1.509161708639928e-18,2.287726127045755e-13,1.9176993134094376e-19,0.0006100210427602542,5.098202369707255e-19,2.488340806256329e-34,2.9176437520536615e-25,1.5026694080424378e-20,3.2252364797975833e-25,8.092324153407623e-28,4.784337889104965e-28,4.4450206897720046e-24,5.193948482345715e-28,8.73752854762313e-17,2.6464722328984583e-24,1.3698457726147098e-19,3.456575467581565e-26,8.60255196487121e-28,5.999013184525863e-36,1.2936862764991742e-39,1.330146053557797e-06,7.357959620199825e-11,2.9504554934405596e-19,4.716577871298187e-13,1.1699460806566188e-31,7.502527440345318e-33,1.0729106737217936e-34,1.488549247125774e-32,5.271133547812758e-38
1.4189517824910739e-09,0.30461982732787435,3.76,0.0,0.9249338805694295,0.9993899124841789,1.6368359611666643e-14,5.8819589289776804e-12,4.189745415812598e-09,6.986666155791352e-12,9.151019073644973e-11,3.056354510694062e-08,9.70069825167732e-14,1.0800879280556812e-16,3.867007617759748e-11,1.3585263463609668e-26,1.164469160423883e-25,3.543906765536719e-11,1.3579959696538909e-06,2.2500548559834546e-13,9.982353567650105e-17,1.1389550524269324e-19,1.144455724186854e-23,2.3734228212618175e-12,1.8633774235665447e-12,8.756190424570953e-13,1.494044466175969e-15,3.1839395293083704e-16,2.490050739510563e-16,1.0451156981608354e-23,1.1270458041449798e-22,4.927797420529734e-26,2.403761060923263e-24,3.68907541807902e-18,5.518321291528744e-20,1.6383959860664776e-21,8.54645855673626e-24,7.186814186672169e-22,3.057605864228692e-08,3.548342064926898e-14,5.5365964681039734e-14,3.4345249160004363e-13,4.1718136981226245e-09,2.5090176478401736e-17,5.310100674650506e-12,1.5881187275174823e-18,2.349865851478478e-13,1.9559970956189746e-19,0.0006100527272713147,5.333363542977603e-19,2.6374788494483255e-34,3.13038708413224e-25,1.5843995753802402e-20,3.452075428544999e-25,8.950583569460973e-28,5.108404637704092e-28,4.7630387962946106e-24,5.6703495545269635e-28,9.085264925153235e-17,2.8399103180267428e-24,1.446050828068265e-19,3.646123483544452e-26,9.218631277193485e-28,6.711955926540273e-36,1.388407228635924e-39,1.3537775204976906e-06,7.489088333850309e-11,3.1030077690256117e-19,4.801408013586587e-13,1.255576921411572e-31,8.269244775736629e-33,1.1928121470552247e-34,1.626061239546436e-32,5.908285695853111e-38
1.468641790254862e-09,0.3046198298764025,3.76,0.0,0.9249338319390065,0.9993898595871951,1.856171303959481e-14,6.457842376003953e-12,4.487221806985698e-09,7.640370820642862e-12,9.593716212763071e-11,3.163379976332359e-08,1.0391980137773802e-13,1.1978056620243974e-16,4.2839551768089205e-11,1.5786528920443973e-26,1.3677378917234184e-25,3.9069516640384295e-11,1.405551752527721e-06,2.4101883316143047e-13,1.0733467832487679e-16,1.2174001744264875e-19,1.3502618908842558e-23,2.542381276430133e-12,2.0004438456072405e-12,9.379580023102953e-13,1.627422481413297e-15,3.530059103847142e-16,2.6679572676228913e-16,1.1589547027424111e-23,1.2497452057592508e-22,5.56758189265466e-26,2.6657557471917844e-24,4.089431469704077e-18,6.119270572401342e-20,1.816812893477122e-21,9.493070875407537e-24,7.966639067902991e-22,3.164810719797356e-08,3.847014701124578e-14,5.80219418348526e-14,3.5771654227607324e-13,4.467377939273282e-09,2.6110643362630033e-17,5.682803268837172e-12,1.7541929980215444e-18,2.475126018655667e-13,2.0326173370985858e-19,0.0006101042530919431,5.82139094717698e-19,2.9536260133968625e-34,3.590407091763152e-25,1.7566404459118487e-20,3.9404713328103353e-25,1.0895128921311669e-27,5.803022719934034e-28,5.449175347085469e-24,6.727593055928679e-28,9.801407343278195e-17,3.2583626169737162e-24,1.6070189501485718e-19,4.0456692959541686e-26,1.0548005700840992e-27,8.355309681348784e-36,1.5933564461132842e-39,1.4010327319481133e-06,7.751345708163867e-11,3.4235134917881977e-19,4.971192347231795e-13,1.4408489800120447e-31,9.998261400013426e-33,1.4662881510871165e-34,1.93155632830138e-32,7.38153891859934e-38
1.5133627972422711e-09,0.30461983217009014,3.76,0.0,0.9249337881714721,0.9993898227935836,2.0715921416412688e-14,7.006822378538874e-12,4.763607248738266e-09,8.261595908086997e-12,1.0002891818224166e-10,3.259703146587023e-08,1.103447502868887e-13,1.3108087943305978e-16,4.6838021681974424e-11,1.801174025298359e-26,1.5739592663050244e-25,4.253394269460009e-11,1.4483520029866665e-06,2.559001938559761e-13,1.1436304820735263e-16,1.2901294650324957e-19,1.5596662192556872e-23,2.699399959458223e-12,2.1281074288260597e-12,9.95892383199632e-13,1.752824633660042e-15,3.8622405865106457e-16,2.8333482908873074e-16,1.2682345788445044e-23,1.3675247780110756e-22,6.197329243206621e-26,2.917313174743702e-24,4.473584060563363e-18,6.696141097180184e-20,1.9880923724914613e-21,1.040362476759093e-23,8.71487704851635e-22,3.261309283354525e-08,4.1270185863547216e-14,6.042161098936848e-14,3.7055588410077543e-13,4.741931401392167e-09,2.7030718355289047e-17,6.028714555271544e-12,1.913212537452659e-18,2.5889167002217427e-13,2.1016033723829792e-19,0.0006101398038148768,6.280853399663323e-19,3.2591742335602972e-34,4.0459807919795567e-25,1.9219452926446036e-20,4.421561838780716e-25,1.2933617080965857e-27,6.4834598482684465e-28,6.126809531854354e-24,7.808249069946534e-28,1.0469495037544337e-16,3.672990216568704e-24,1.761952848098117e-19,4.429225278935925e-26,1.1861103327676321e-27,1.0114461189577663e-35,1.796488883051703e-39,1.4435536202155162e-06,7.987377287454907e-11,3.7299659185631396e-19,5.124143599585978e-13,1.624467761852747e-31,1.1800811115598129e-32,1.7552718730294553e-34,2.244229217188824e-32,8.964735331015099e-38
1.5562031228108874e-09,0.3046198343673313,3.76,0.0,0.9249337462443797,0.9993897949654202,2.2948672767315614e-14,7.560720764870199e-12,5.036055394076993e-09,8.886655609182231e-12,1.0404703741248662e-10,3.3519758034210483e-08,1.166802278156393e-13,1.4255258849666215e-16,5.089346934872204e-11,2.037969292484935e-26,1.7940373730361835e-25,4.603184585772645e-11,1.4893523900941462e-06,2.70572628142988e-13,1.2133817291307377e-16,1.361687802859214e-19,1.7836831559942797e-23,2.8542177826178854e-12,2.2542325875078227e-12,1.05301540916736e-12,1.877734636496162e-15,4.199392012837671e-16,2.996472887812933e-16,1.3791728871435005e-23,1.487086495977019e-22,6.851765042599984e-26,3.1727452564629697e-24,4.863407559512743e-18,7.281756071917021e-20,2.1619796128141552e-21,1.1329740076064165e-23,9.474135300588424e-22,3.3537628894984197e-08,4.405222248373084e-14,6.272777293636426e-14,3.828560872737458e-13,5.012523045053927e-09,2.7913562324544226e-17,6.369363885309419e-12,2.0742875769950466e-18,2.698801493102217e-13,2.1677127523839364e-19,0.0006101664335036283,6.739017847398507e-19,3.5712019259687195e-34,4.521612403751939e-25,2.0897233723316468e-20,4.921356657359184e-25,1.5174008642196454e-27,7.186757480882382e-28,6.832485177322773e-24,8.96905576980193e-28,1.113041437157116e-16,4.106086589955112e-24,1.9196266016896605e-19,4.818609921712156e-26,1.3228728014999932e-27,1.2084774479261694e-35,2.0087243142358587e-39,1.4842785315123872e-06,8.213482829859866e-11,4.0399689849722163e-19,5.27079585392516e-13,1.8163044001955836e-31,1.377236367163132e-32,2.0751399511218013e-34,2.5805025916133633e-32,1.0744367199122193e-37
1.5990434483795037e-09,0.304619836564584,3.76,0.0,0.9249337043171434,0.9993897728194632,2.5355559161540043e-14,8.142712993536473e-12,5.3160192749330896e-09,9.541716369960866e-12,1.0816421461592814e-10,3.444248686020615e-08,1.2319254553595886e-13,1.5467526671331995e-16,5.517535933680029e-11,2.2998044188843516e-26,2.037975074253777e-25,4.970884573785653e-11,1.5303528218972775e-06,2.8565290344618075e-13,1.2855416586076637e-16,1.4350902545028022e-19,2.0325152718217312e-23,3.0133426047342746e-12,2.384111575923482e-12,1.1117282975865767e-12,2.0073382530177494e-15,4.55560762991315e-16,3.16418767769111e-16,1.4964082092628547e-23,1.6134294767417726e-22,7.559438356662161e-26,3.442739787637955e-24,5.275194334047209e-18,7.90060146749149e-20,2.345746495838441e-21,1.2310223502715353e-23,1.0276143772727585e-21,3.446229887292739e-08,4.693207739344011e-14,6.50404733555278e-14,3.9515653858663787e-13,5.290528344848716e-09,2.879783013730414e-17,6.719075448815841e-12,2.24415565102224e-18,2.8094952728176925e-13,2.233845880829224e-19,0.000610187373300989,7.214849055507682e-19,3.902754955317629e-34,5.037814494282828e-25,2.2669884447766215e-20,5.461178782220991e-25,1.772755808229775e-27,7.942641124279274e-28,7.596467484749506e-24,1.0263460040834148e-27,1.1811807324582858e-16,4.576352569424667e-24,2.086652152772894e-19,5.230102323864296e-26,1.4709553239397033e-27,1.4371479011032483e-35,2.239232824062676e-39,1.5249957936292884e-06,8.439588327689018e-11,4.366472621039861e-19,5.417582145363045e-13,2.02464639874946e-31,1.6009530861724367e-32,2.44216438186309e-34,2.955923791237527e-32,1.2817054553785577e-37
1.64188377394812e-09,0.3046198387618485,3.76,0.0,0.9249336623897577,0.9993897551411306,2.7945299462949653e-14,8.753478962558845e-12,5.603494057435333e-09,1.0227452874660388e-11,1.123831443815622e-10,3.53652179771619e-08,1.29881704096024e-13,1.6746689137724803e-16,5.968974640132576e-11,2.5886693346324955e-26,2.3076558501643925e-25,5.3568608522179385e-11,1.571353300784472e-06,3.0114092719620153e-13,1.3601482523193076e-16,1.5103343702381007e-19,2.3081296075304007e-23,3.1767736434641436e-12,2.5177498213270395e-12,1.172030821414169e-12,2.1416487495718152e-15,4.931411386559118e-16,3.3364946647596463e-16,1.620115359248365e-23,1.7467417878667492e-22,8.32361038910997e-26,3.727711280356316e-24,5.70954145267511e-18,8.553599603134779e-20,2.5396689225258253e-21,1.3346730635768347e-23,1.112206086476614e-21,3.5387107891727966e-08,4.9909934945277115e-14,6.735907780805153e-14,4.0745680069579095e-13,5.575939812839599e-09,2.968351698008854e-17,7.077826481377765e-12,2.4230514429608784e-18,2.920950372822236e-13,2.30000261192832e-19,0.0006102038377900439,7.708366728743983e-19,4.2544364081671575e-34,5.596809715608218e-25,2.4540012251833275e-20,6.042961107069004e-25,2.062801845265193e-27,8.753313816221469e-28,8.421761674886373e-24,1.1702588273810536e-27,1.251366977188409e-16,5.0858498371575476e-24,2.2633223792752375e-19,5.664314795758765e-26,1.6309435058889364e-27,1.701514982049656e-35,2.489034560781357e-39,1.5657054080012039e-06,8.66569378357964e-11,4.709885082279268e-19,5.564506155063258e-13,2.250413865912075e-31,1.854002234998467e-32,2.8617478996091657e-34,3.3738139588204424e-32,1.5221734392444355e-37
1.6847240995167363e-09,0.30461984095912503,3.76,0.0,0.9249336204622177,0.9993897409754667,3.072682094339624e-14,9.393698078938393e-12,5.8984749095676475e-09,1.0944539232749255e-11,1.167065195666128e-10,3.6287951417366467e-08,1.3674770414989772e-13,1.809454378305738e-16,6.444267910685805e-11,2.9066573848242323e-26,2.6050599156334886e-25,5.761474625078844e-11,1.6123538291921716e-06,3.170366068307307e-13,1.437240507159468e-16,1.587418122626949e-19,2.6125890400724323e-23,3.3445101164651698e-12,2.6551524804154576e-12,1.2339227553938128e-12,2.2806781708129876e-15,5.327327260218334e-16,3.5133958535556133e-16,1.7504692296664026e-23,1.8872115979053587e-22,9.147686279442137e-26,4.028075506075003e-24,6.1670456681586855e-18,9.241673273035564e-20,2.744023055733206e-21,1.4440925366917857e-23,1.20130439985757e-21,3.631206112125122e-08,5.298595821337639e-14,6.968301044040322e-14,4.197565111184064e-13,5.868749967233262e-09,3.0570619052750384e-17,7.445594334721887e-12,2.6112097899437026e-18,3.0331220419982827e-13,2.366182826270962e-19,0.0006102167819266166,8.21958164468658e-19,4.626849676872394e-34,6.200877917310378e-25,2.651022441454443e-20,6.668668423375001e-25,2.391173991087814e-27,9.620996116833866e-28,9.31143725084637e-24,1.3298156516963401e-27,1.3235997497494348e-16,5.636695033472673e-24,2.4499320774500816e-19,6.121860071034963e-26,1.8034356647613027e-27,2.0060322070438255e-35,2.759177415883049e-39,1.6064073760630528e-06,8.891799200169196e-11,5.070613350756848e-19,5.711571561997612e-13,2.4945518121635673e-31,2.1393646136040897e-32,3.3397443990613056e-34,3.837676657585365e-32,1.8001351809410564e-37
1.7275644250853526e-09,0.3046198431564142,3.76,0.0,0.9249335785345182,0.9993897295697519,3.370925913226867e-14,1.0064049259167315e-11,6.200957001240141e-09,1.1693648979313622e-11,1.2113703129720592e-10,3.7210687212312975e-08,1.4379054635735028e-13,1.9512887934957485e-16,6.944019984549903e-11,3.255967736586629e-26,2.932266720548569e-25,6.185081753203888e-11,1.6533544096041378e-06,3.333398497965094e-13,1.5168584344366785e-16,1.6663399024366533e-19,2.948054021206467e-23,3.5165512414212363e-12,2.7963244571307453e-12,1.2974038760637716e-12,2.424437453282695e-15,5.743879263290617e-16,3.6948932489497805e-16,1.8876447916162647e-23,2.0350271786939474e-22,1.0035218659735199e-25,4.344249536405297e-24,6.648303425079152e-18,9.965745753198515e-20,2.9590853235510842e-21,1.559447987500379e-23,1.2950249618980663e-21,3.723716377638472e-08,5.61602909714566e-14,7.201174854302581e-14,4.3205536918117817e-13,6.1689513324162345e-09,3.1459133331710535e-17,7.822356476941459e-12,2.808865688476338e-18,3.14596826871063e-13,2.4323864238208624e-19,0.0006102269584314932,8.748496262054779e-19,5.020598464636021e-34,6.852355988810285e-25,2.858312837345506e-20,7.340296676668061e-25,2.7617791154893116e-27,1.0547925157367921e-27,1.026862735133052e-23,1.506248451230032e-27,1.397878621573848e-16,6.231059703277727e-24,2.646777963827855e-19,6.603351284073446e-26,1.9890427156772887e-27,2.3555761634652144e-35,3.050737027535442e-39,1.6471016992496492e-06,9.117904580095384e-11,5.449063151160378e-19,5.858782042950195e-13,2.7580301456916606e-31,2.4602410902276606e-32,3.882483310877782e-34,4.35120270526151e-32,2.1203159207352134e-37
1.7704047506539689e-09,0.304619845353716,3.76,0.0,0.9249335366066536,0.9993897203314306,3.6901957666205896e-14,1.0765210929726183e-11,6.510935504347933e-09,1.2475455075440347e-11,1.2567736896907094e-10,3.8133425392860433e-08,1.5101023138372738e-13,2.1003518704258143e-16,7.468834485239468e-11,3.6389077689110566e-26,3.29145746037577e-25,6.628032824802832e-11,1.6943550445507542e-06,3.500505635509345e-13,1.5990430592333125e-16,1.747098514606564e-19,3.316784280545505e-23,3.692896236062794e-12,2.9412704193138024e-12,1.3624739617629819e-12,2.5729365274809027e-15,6.181591449528057e-16,3.8809888561813655e-16,2.031817094743919e-23,2.190376907665107e-22,1.0989911192940408e-25,4.676651783829925e-24,7.153910867465608e-18,1.072674080843659e-19,3.185132422674094e-21,1.68090746097145e-23,1.3934833194674703e-21,3.816242111649925e-08,5.943305947038192e-14,7.434481766039845e-14,4.4435312559555273e-13,6.4765364389826525e-09,3.234905740102017e-17,8.208090492706591e-12,3.0162543001611773e-18,3.2594496162819153e-13,2.4986133193390043e-19,0.0006102349598612647,9.295105289084375e-19,5.436286791247776e-34,7.553637702888174e-25,3.076133175648148e-20,8.059872244179578e-25,3.1788082924086373e-27,1.1536353746370756e-27,1.1296528121187823e-23,1.7008509641349628e-27,1.474203158665867e-16,6.871170242579811e-24,2.85415867721524e-19,7.109401950722935e-26,2.188388061407566e-27,2.755474710499389e-35,3.36481678412064e-39,1.6877883789956738e-06,9.344009925996144e-11,5.845638966914449e-19,6.006141272521523e-13,3.041843668021651e-31,2.8200630891786016e-32,4.4967946476633685e-34,4.918275003882059e-32,2.48790305708176e-37
1.8132450762225851e-09,0.304619847551031,3.76,0.0,0.924933494678619,0.9993897127953367,4.0314468138961955e-14,1.1497861027570035e-11,6.828405592821668e-09,1.3290629908598061e-11,1.3033022024826128e-10,3.905616598935966e-08,1.584067598998463e-13,2.2568232975756083e-16,8.019314421942716e-11,4.0578954462664484e-26,3.6849175968481253e-25,7.090673225076434e-11,1.7353557366083313e-06,3.6716865556337605e-13,1.683836419786941e-16,1.8296931742609372e-19,3.721140495171953e-23,3.873544318183983e-12,3.0899948143501007e-12,1.4291327926360298e-12,2.7261844103728315e-15,6.640987920484943e-16,4.071684680893077e-16,2.1831612672570774e-23,2.353449270181822e-22,1.2015622093552336e-25,5.025702042355307e-24,7.684463846483e-18,1.1525582699488322e-19,3.4224413218016804e-21,1.808639827531781e-23,1.496794921914007e-21,3.9087838444883674e-08,6.280437404907784e-14,7.668178715943857e-14,4.566495738618746e-13,6.791497823756555e-09,3.324038932280458e-17,8.602774083461286e-12,3.2336109574745585e-18,3.3735290685011593e-13,2.564863439026076e-19,0.0006102412513820418,9.859396216828846e-19,5.8745189992315645e-34,8.30717356025377e-25,3.3047442414004813e-20,8.829451232267444e-25,3.646749341444815e-27,1.2588549526531194e-27,1.2398398098089574e-23,1.9149800784665662e-27,1.5525729227838319e-16,7.559307845054762e-24,3.0723747807400724e-19,7.640625951064951e-26,2.402107485932413e-27,3.211536292087797e-35,3.7025478278720916e-39,1.7284674167356492e-06,9.570115240509694e-11,6.260744056338254e-19,6.153652923132754e-13,3.3470120696513005e-31,3.222503321159119e-32,5.190034692234604e-34,5.542973365497174e-32,2.908579062833892e-37
1.8560854017912014e-09,0.3046198497483593,3.76,0.0,0.924933452750409,0.99938970659642,4.395654995141402e-14,1.2262677000604032e-11,7.153362442671902e-09,1.4139845293016069e-11,1.3509827107189088e-10,3.9978909031757883e-08,1.65980132581909e-13,2.420882739978592e-16,8.596062190763986e-11,4.5154616767342943e-26,4.11503938881997e-25,7.57334320494497e-11,1.7763564883984275e-06,3.846940333162985e-13,1.7712815668933586e-16,1.9141235027665624e-19,4.1635859275006874e-23,4.058494705657417e-12,3.242501883917651e-12,1.4973801506373242e-12,2.8841892898290323e-15,7.122592832019148e-16,4.2669827291664367e-16,2.341852515941587e-23,2.524432861891285e-22,1.3116367631287503e-25,5.391821528101105e-24,8.240557928175488e-18,1.236319619025342e-19,3.6712892650673226e-21,1.9428147814418986e-23,1.6050751211569683e-21,4.001342110816751e-08,6.62743306049078e-14,7.902226618446741e-14,4.689445429534636e-13,7.113828029810223e-09,3.413312752960074e-17,9.006385067608971e-12,3.461171169594406e-18,3.4881718840671477e-13,2.6311367176971e-19,0.0006102461980453975,1.0441349821229583e-18,6.335899760256534e-34,9.115470635522081e-25,3.5444068451230424e-20,9.651118792383029e-25,4.1703995487032604e-27,1.3706794177792034e-27,1.3577557614366135e-23,2.150057209826747e-27,1.6329874724229217e-16,8.297808448672268e-24,3.301728763940125e-19,8.197637514245426e-26,2.630849051439279e-27,3.7300803440575764e-35,4.0650890586076855e-39,1.7691388139039174e-06,9.796220526274589e-11,6.694780468841756e-19,6.301320665029938e-13,3.6745799256907247e-31,3.6714867486287357e-32,5.970112308133041e-34,6.229579333911728e-32,3.388555886771398e-37
1.8989257273598177e-09,0.30461985194570146,3.76,0.0,0.924933410822018,0.9993897014475389,4.7838170161712064e-14,1.306033580814892e-11,7.485801232027716e-09,1.502377247006077e-11,1.3998420564888422e-10,4.090165454968406e-08,1.7373035011143071e-13,2.592709838455503e-16,9.199679575852316e-11,5.014252654634483e-26,4.58432443363771e-25,8.076377948890502e-11,1.8173573025871754e-06,4.026266043061918e-13,1.8614225633316072e-16,2.0003895238352944e-19,4.6466880315765674e-23,4.247746616446719e-12,3.398795677875613e-12,1.5672158195345052e-12,3.0469586015415592e-15,7.626930400844426e-16,4.466885007557372e-16,2.5080661261791513e-23,2.703516391098217e-22,1.4296325617686747e-25,5.775432919826647e-24,8.822788401264503e-18,1.3240506555145977e-19,3.931953775496105e-21,2.0836028391745886e-23,1.7184391717792005e-21,4.0939174495733e-08,6.984301193296614e-14,8.136589997272754e-14,4.812378911506038e-13,7.44351960647876e-09,3.502727073731173e-17,9.418901380686572e-12,3.699170628278011e-18,3.603345459583482e-13,2.6974330965234583e-19,0.0006102500869934035,1.1040940635296036e-18,6.821034081803564e-34,9.981092424634575e-25,3.795381826080014e-20,1.0526988455334314e-24,4.7548785644076865e-27,1.4893382665032377e-27,1.4837388213841103e-23,2.4075696706627965e-27,1.7154463636098198e-16,9.089062682377334e-24,3.5425250448959364e-19,8.781051205438125e-26,2.8752729987442054e-27,4.3179688166828915e-35,4.453627137559935e-39,1.809802571934624e-06,1.0022325785929718e-10,7.148149061158948e-19,6.449148166288318e-13,4.025616691507491e-31,4.171201788312349e-32,6.845515877815655e-34,6.98258100240303e-32,3.934610884003151e-37
1.941766052928434e-09,0.30461985414305776,3.76,0.0,0.9249333688934409,0.9993896971225109,5.196950333557115e-14,1.3891513921396899e-11,7.825717141169721e-09,1.5943082108610088e-11,1.4499070646073987e-10,4.1824402572514036e-08,1.8165741317518474e-13,2.772484208920958e-16,9.830767750419682e-11,5.557032187418573e-26,5.095386219459218e-25,8.600107641904682e-11,1.8583581818846146e-06,4.209662760443197e-13,1.9543044833115346e-16,2.0884916596720994e-19,5.1731200276061575e-23,4.441299268616882e-12,3.55888006731338e-12,1.638639584911107e-12,3.2144990987096056e-15,8.154524911133757e-16,4.671393523132083e-16,2.681977461966417e-23,2.890888681157784e-22,1.555983887537111e-25,6.176960399393156e-24,9.43175028500152e-18,1.4158439586565846e-19,4.2047126584907876e-21,2.231175337796195e-23,1.8370022311198714e-21,4.1865104039115913e-08,7.35104889393973e-14,8.371236651639511e-14,4.935295009885762e-13,7.780565109371006e-09,3.59228178802147e-17,9.840301075527397e-12,3.947845213790262e-18,3.7190192009075295e-13,2.76375252146714e-19,0.0006102531444092977,1.1658137392088851e-18,7.330527314088503e-34,1.0906658693506881e-24,4.0579300555657785e-20,1.145920148384927e-24,5.405641477093145e-27,1.6150622528991424e-27,1.618133208369781e-23,2.6890720310927685e-27,1.7999491504962948e-16,9.93551581282998e-24,3.7950699724082887e-19,9.391481914591506e-26,3.1360516511643316e-27,4.982638843826973e-35,4.8693764913051905e-39,1.8504586922617027e-06,1.0248431022114358e-10,7.621249513617489e-19,6.597139092816665e-13,4.401216698377179e-31,4.726111755402528e-32,7.82534088047595e-34,7.806677827336075e-32,4.55412433152842e-37
