Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756)
5.509189935160147e-07,0.3046630203940012,3.76,0.0,0.92383875762021,0.9989854658118427,5.1053373015568866e-05,3.4307126389153994e-05,7.741762602953048e-05,2.5396693947609868e-05,0.00019965457315018384,1.3899448311797567e-05,1.6215439061706252e-08,1.8729353335178033e-08,0.00028361170254065675,2.2507295588656367e-14,7.680336747299338e-11,2.719968420530646e-06,0.0008079606665507941,1.4559649103278411e-08,4.4610144219048796e-07,1.1768782592034073e-11,2.0682954559024425e-11,7.769771131363393e-07,1.0159947023003291e-05,3.129566845800814e-07,2.8046082051238e-08,3.451444126289332e-07,1.6796677021366377e-09,2.4432293884736214e-14,2.148221047897949e-12,5.497257908946647e-14,1.7373051080614868e-13,1.2547343945100424e-09,4.7707029977692284e-11,3.666294773077697e-11,4.5129819834174206e-14,5.851373416789427e-13,0.0005554792663826356,1.5459909385388159e-09,1.329282092826818e-11,5.985684355366037e-11,4.3988491365513287e-05,3.8110898741595347e-13,2.124754511408e-06,1.1318258216489024e-07,7.391731619053321e-09,1.604063808675636e-14,0.0006100176912943449,8.20602808991437e-11,6.884927872921589e-24,1.4095684827083777e-14,1.4945808403253025e-11,4.136242436464554e-14,8.402877149679344e-14,4.733489523444066e-17,2.8923027009577123e-13,3.0646252766374346e-15,4.2691325942592353e-11,5.34561992848596e-13,1.5104829040535076e-09,2.7731982786247194e-16,6.087397670538196e-16,2.2527121169884847e-19,3.825385784289828e-27,0.0001982228323023991,2.2137425931891838e-07,2.0029040469046354e-09,1.668598524492703e-07,3.3460444540444767e-20,7.40622511527032e-17,1.8151892074165916e-18,6.485096737398593e-19,1.909810072812185e-19
5.631883594529193e-07,0.3046641995197677,3.76,0.0,0.9238039090462797,0.9989716663763192,5.411140687585102e-05,3.529330106762964e-05,7.815207023893848e-05,2.601873017663077e-05,0.00020763391301836112,1.424018465552425e-05,1.6975551614210723e-08,2.051514557947187e-08,0.0002939923485201368,2.5610624460228677e-14,8.678825625409646e-11,2.738171388175596e-06,0.000830074577102738,1.4966090489399886e-08,4.803871933635058e-07,1.243503848930356e-11,2.3234982441996707e-11,8.415989386209838e-07,1.0841966746780971e-05,3.2814396367461807e-07,2.96309751581981e-08,3.7256360941447324e-07,1.8063346967736775e-09,2.7367912093152925e-14,2.4788529485785032e-12,5.978989535712059e-14,1.897709267377544e-13,1.3264714669760152e-09,5.124802952834279e-11,4.190017979276562e-11,5.004501786459924e-14,6.447982299589838e-13,0.000577670039913883,1.5658214776871272e-09,1.3372915307199498e-11,6.015591444245756e-11,4.4277766032653254e-05,4.1254339714256377e-13,2.2128898212412657e-06,1.2572044717376116e-07,7.687359825288467e-09,1.7335677225066435e-14,0.0006100092662171769,8.789373539556628e-11,7.944761511923061e-24,1.526411516853801e-14,1.6061065689998917e-11,4.7290719266365684e-14,9.474505576172342e-14,5.231275615594888e-17,3.141872951261218e-13,3.4612969840700843e-15,4.63340635261055e-11,6.024242474258946e-13,1.6402926952997372e-09,3.1232422421471914e-16,6.653834795282124e-16,2.5873604919959794e-19,4.4137495102080175e-27,0.00019921386717031343,2.3758590216290742e-07,2.1704340899660245e-09,1.7820107714434964e-07,3.778887044701594e-20,8.396485312180838e-17,2.0994977797376982e-18,7.554251663144503e-19,2.2247859671693015e-19
5.754577253898239e-07,0.30466538228641116,3.76,0.0,0.9237687993337561,0.998957768700428,5.7255574253959814e-05,3.626634528832992e-05,7.885219629563908e-05,2.662767122210025e-05,0.00021568611542129403,1.4581285066353679e-05,1.7753566376273514e-08,2.2425604732006592e-08,0.0003044406378149786,2.904114871234069e-14,9.77413239000016e-11,2.755359768799682e-06,0.0008522593452954213,1.537056299049718e-08,5.162203944031467e-07,1.3115859747114148e-11,2.6017740725164765e-11,9.101455699384244e-07,1.1550941871384384e-05,3.436229694521424e-07,3.1240011721932084e-08,4.0138203059694257e-07,1.9389162207504533e-09,3.059089638976258e-14,2.8517835332892906e-12,6.486762038436669e-14,2.0673648935804054e-13,1.3999178407584654e-09,5.494780098572775e-11,4.773095039132814e-11,5.532889409975601e-14,7.085777239301589e-13,0.000600084633724383,1.5848231055523223e-09,1.3448910001710749e-11,6.043862094290104e-11,4.455089286873587e-05,4.4586388482606673e-13,2.3019781516067117e-06,1.392643394040694e-07,7.985967133941246e-09,1.8695321906465692e-14,0.0006100007811253882,9.392636333289316e-11,9.140200786704542e-24,1.649531253884629e-14,1.7225773150268248e-11,5.389329419266285e-14,1.0646636946037805e-13,5.764340645817207e-17,3.4050876868330955e-13,3.896229229182958e-15,5.020564508627521e-11,6.766920545367178e-13,1.7771683752794695e-09,3.506457096057599e-16,7.253223553706053e-16,2.962537714624122e-19,5.076394021420241e-27,0.0002001507922553919,2.5460438166808503e-07,2.3465773032336272e-09,1.899862315763422e-07,4.257362515671632e-20,9.485761853036043e-17,2.4205467567927447e-18,8.770492485673815e-19,2.581225021376937e-19
5.877270913267286e-07,0.3046665685013152,3.76,0.0,0.9237334376360988,0.9989437763038373,6.0484706482864566e-05,3.722586422572518e-05,7.951961774994883e-05,2.72234737174693e-05,0.00022380772134404842,1.4922708196321186e-05,1.854946930042245e-08,2.446611025807982e-08,0.00031495289847601095,3.2821944110657365e-14,1.097229149952177e-10,2.771586387833267e-06,0.0008745113759250655,1.5772919349490654e-08,5.536157152430878e-07,1.3810796843299381e-11,2.9044169342684866e-11,9.827348604310878e-07,1.2287141010859123e-05,3.593877174185373e-07,3.2871019212108346e-08,4.3163047610766995e-07,2.077516429672065e-09,3.4123437373211896e-14,3.2712781788256816e-12,7.02105434010508e-14,2.2464597585941244e-13,1.4750404158122519e-09,5.880851637330542e-11,5.420390730598617e-11,6.099529550878033e-14,7.766105715545694e-13,0.0006227133669132773,1.6030218539582037e-09,1.3520999300154208e-11,6.070581622974019e-11,4.4808712906186214e-05,4.811305852910523e-13,2.391978556554909e-06,1.5386349014123876e-07,8.28742390046516e-09,2.01205317294263e-14,0.000609992238169514,1.0015468539401242e-10,1.0484920948802826e-23,1.7790764749008262e-14,1.84404659276137e-11,6.122563881481228e-14,1.1925165572426232e-13,6.333876897791567e-17,3.6822172270012776e-13,4.3717701737854276e-15,5.43139214650879e-11,7.57748075261209e-13,1.9212490714248405e-09,3.924898597349097e-16,7.886239830257065e-16,3.3821094912210173e-19,5.820785195566502e-27,0.0002010364285962884,2.7244649163474257e-07,2.531466209983465e-09,2.0221774022290696e-07,4.785280987651172e-20,1.0680530481016192e-16,2.7821440723131105e-18,1.0150120993841343e-18,2.9832052914840543e-19
5.999964572636332e-07,0.30466775798182555,3.76,0.0,0.9236978327819599,0.9989296925254145,6.379760302756404e-05,3.817152800681279e-05,8.01558861453678e-05,2.780613487579561e-05,0.0002319954350801902,1.5264414647908797e-05,1.936324374494032e-08,2.664211742105939e-08,0.00032552564950803504,3.6976774089399856e-14,1.2279471742874857e-10,2.7869013578999603e-06,0.0008968272667343097,1.617302167323961e-08,5.92586676511358e-07,1.4519405527172972e-11,3.232742734227783e-11,1.0594821510013348e-06,1.3050821150879315e-05,3.754323475404482e-07,3.452186310884011e-08,4.633394009470327e-07,2.2222387118699226e-09,3.7988972630614947e-14,3.741908739312625e-12,7.582334370353911e-14,2.43517641719388e-13,1.551806994930606e-09,6.28322798925372e-11,6.136997369981813e-11,6.705786418431524e-14,8.490289917983938e-13,0.000645546896079086,1.6204436848498173e-09,1.3589368838672178e-11,6.095830909209874e-11,4.505202395614463e-05,5.184030923349707e-13,2.4828514985915013e-06,1.6956780869740428e-07,8.591605000465451e-09,2.1612213105038784e-14,0.0006099836393895874,1.0657505059043277e-10,1.1993579725973826e-23,1.915194216783202e-14,1.970564797458144e-11,6.934585172527565e-14,1.331609555155804e-13,6.941058446868038e-17,3.97352155122661e-13,4.890314260568553e-15,5.866668733956012e-11,8.459820396361662e-13,2.072668595281118e-09,4.380675391012267e-16,8.553540308327507e-16,3.850215855449881e-19,6.654961592469985e-27,0.00020187345048110466,2.9112863941196376e-07,2.725225989483751e-09,2.1489772077880316e-07,5.366690162910068e-20,1.198744719947283e-16,3.1884013096744995e-18,1.171081447720504e-18,3.435066602483886e-19
6.122658232005379e-07,0.3046689505547328,3.76,0.0,0.9236619932837601,0.9989155205322404,6.719303699487626e-05,3.910306730482301e-05,8.076249149215989e-05,2.8375688644970836e-05,0.0002402461178582679,1.560636689450923e-05,2.0194870601925767e-08,2.8959155330764087e-08,0.0003361555910508953,4.1530062037568114e-14,1.3701968921923195e-10,2.801352211925755e-06,0.0009192037982951815,1.6570740956142057e-08,6.331456983405926e-07,1.5241247966568284e-11,3.588087940053633e-11,1.1405001840921002e-06,1.384222804690639e-05,3.9175113021275744e-07,3.619045359180728e-08,4.965389239089876e-07,2.3731858761691583e-09,4.221222310795307e-14,4.268565513190055e-12,8.171060513882413e-14,2.633692729774351e-13,1.6301863656483946e-09,6.702113111752477e-11,6.928234712026284e-11,7.353002162193796e-14,9.259625867905798e-13,0.000668576206515145,1.6371143977827886e-09,1.3654195942033687e-11,6.119686624189177e-11,4.5281582735885603e-05,5.577404118164677e-13,2.5745588138506357e-06,1.8642784235573456e-07,8.898389711955438e-09,2.317122007598517e-14,0.0006099749867205835,1.1318366446535271e-10,1.3681855650385033e-23,2.0580298034707137e-14,2.1021793305792064e-11,7.831463963284942e-14,1.4825534270533963e-13,7.587040807782353e-17,4.279250405734306e-13,5.454298767237074e-15,6.327167405143938e-11,9.417901959522406e-13,2.2315554987750124e-09,4.875947747556221e-16,9.25576433977092e-16,4.371283652677668e-19,7.587565457305028e-27,0.0002026643930776505,3.106668501891121e-07,2.9279746438107447e-09,2.280279977801184e-07,6.005884116285296e-20,1.3413344335948725e-16,3.643750806749431e-18,1.3471703842605584e-18,3.941417640787563e-19
6.245351891374425e-07,0.3046701460557809,3.76,0.0,0.9236259273463024,0.9989012633282149,7.066976026294712e-05,4.002026908216989e-05,8.13408630577585e-05,2.893220209977667e-05,0.000248556781533694,1.5948529202002573e-05,2.104432842061479e-08,3.1422825080331165e-08,0.000346839595046629,4.650686312512301e-14,1.5246198600415338e-10,2.8149840309566416e-06,0.0009416379244019537,1.6965956628522005e-08,6.753041484677219e-07,1.597589375654519e-11,3.9718082737021064e-11,1.2258990346914678e-06,1.4661596612780708e-05,4.083384710070454e-07,3.787475138501925e-08,5.312588363666559e-07,2.530460334854794e-09,4.681922864178278e-14,4.856469132361451e-12,8.787683035223246e-14,2.842182386887083e-13,1.710148367789663e-09,7.137704808445844e-11,7.799649462696652e-11,8.042495528373925e-14,1.0075382744185776e-12,0.0006917926033527422,1.6530595494148793e-09,1.3715649954881737e-11,6.142221450161581e-11,4.5498106910204394e-05,5.992009187007501e-13,2.6670636767862585e-06,2.0449473733848782e-07,9.207661596864592e-09,2.479835688869355e-14,0.0006099662819978963,1.1997661566889229e-10,1.5566486130356867e-23,2.2077268800235944e-14,2.2389347233424718e-11,8.819531207528046e-14,1.6459686078767184e-13,8.272960819183665e-17,4.599643431931344e-13,6.066200383191748e-15,6.813654303894003e-11,1.045574765593692e-12,2.3980331415092996e-09,5.412926368497762e-16,9.993535825021671e-16,4.950039131338845e-19,8.627874609056012e-27,0.00020341165966647557,3.310767721417187e-07,3.1398231750472442e-09,2.4161011598089083e-07,6.707411995451222e-20,1.4965226807631445e-16,4.152963252739515e-18,1.5453453460970535e-18,4.507142892748358e-19
6.368045550743471e-07,0.3046713443292003,3.76,0.0,0.9235896428753936,0.9988869237622681,7.422650824402123e-05,4.092297249203061e-05,8.189237041334135e-05,2.9475772064473617e-05,0.0002569245823769003,1.6290867551780863e-05,2.1911593525956404e-08,3.403879796843533e-08,0.00035757469637245914,5.193283590220481e-14,1.6918688956100505e-10,2.827839566598765e-06,0.0009641267629528405,1.7358556128406338e-08,7.1907238945969e-07,1.6722920798245153e-11,4.3852774456811696e-11,1.3157860572540858e-06,1.550915129960836e-05,4.25188914333283e-07,3.9572772808398835e-08,5.675286110554498e-07,2.694164281409518e-09,5.1837382620316754e-14,5.5111823575011255e-12,9.432645473423791e-14,3.0608154311743047e-13,1.7916639480644352e-09,7.590195027265554e-11,8.757014429520039e-11,8.775560734516369e-14,1.0938802400134627e-12,0.0007151877026913606,1.6683043838111348e-09,1.3773892563275056e-11,6.163504287829845e-11,4.5702277045778494e-05,6.428423191393066e-13,2.7603305645815334e-06,2.2382020084292715e-07,9.519308382350598e-09,2.6494378683956828e-14,0.0006099575269622289,1.2694990084390861e-10,1.7665305218097805e-23,2.364427448964304e-14,2.380872758101535e-11,9.905377193589581e-14,1.8224846140496458e-13,8.999936671372636e-17,4.934930313778051e-13,6.728531825743159e-15,7.326887985247536e-11,1.157743405962024e-12,2.5722197676430374e-09,5.993871267787983e-16,1.0767465086271906e-15,5.591520616192429e-19,9.785835196575714e-27,0.00020411752849787643,3.523736823336248e-07,3.3608757711229122e-09,2.5564535344613233e-07,7.476086612742942e-20,1.665026861667268e-16,4.721165765882499e-18,1.7678342628454063e-18,5.137409437819258e-19
6.490739210112518e-07,0.3046725452272656,3.76,0.0,0.9235531474864381,0.9988725045361933,7.786200429479322e-05,4.1811064944581034e-05,8.241832468797916e-05,3.0006521958163764e-05,0.00026534681498052953,1.6633349565465873e-05,2.2796640132467823e-08,3.68128138038222e-08,0.0003683580844188527,5.783421389077083e-14,1.8726073768095562e-10,2.8399593581456093e-06,0.0009866675872987536,1.7748434495419295e-08,7.644598249340818e-07,1.7481916051371934e-11,4.82988593442254e-11,1.41026584743724e-06,1.6385106464866003e-05,4.422971461320817e-07,4.128259408765859e-08,6.053774108024508e-07,2.8643998626940164e-09,5.729546575146015e-14,6.23862176509807e-12,1.0106385998404235e-13,3.2897587731253256e-13,1.8747052029935085e-09,8.059770147063221e-11,9.806327334643321e-11,9.553466551497814e-14,1.1851099057747261e-12,0.000738753422746796,1.6828737725183566e-09,1.3829078106502888e-11,6.183600453012302e-11,4.58947384797865e-05,6.887216164920263e-13,2.8543252214319184e-06,2.4445646417896413e-07,9.833221842346563e-09,2.8259992058641035e-14,0.0006099487232642427,1.3409944783576936e-10,1.9997281026714548e-23,2.5282719084419934e-14,2.5280325872286447e-11,1.1095850203998283e-13,2.0127394482602818e-13,9.769068011950125e-17,5.285330941593111e-13,7.443838510896574e-15,7.86761887358076e-11,1.2787086837201517e-12,2.7542285910782267e-09,6.6210907357048e-16,1.1578150721884757e-15,6.301091239231168e-19,1.10720953042964e-26,0.00020478415929233004,3.7457249328464245e-07,3.5912299984691114e-09,2.701347343325719e-07,8.316992912943629e-20,1.8475809598959683e-16,5.3538604408903586e-18,2.0170348526258342e-18,5.837673606070435e-19
6.613432869481564e-07,0.30467374860987534,3.76,0.0,0.9235164485129829,0.9988580082121119,8.15749637889939e-05,4.2684478341781204e-05,8.291997998913746e-05,3.052459885453754e-05,0.0002738209063035717,1.6975944431511026e-05,2.3699440453415298e-08,3.975067928923159e-08,0.0003791870950925645,6.423777736135459e-14,2.067508556734762e-10,2.8513818444896457e-06,0.0010092578180379845,1.813549398560991e-08,8.114749446679614e-07,1.8252476171080615e-11,5.3070398124170196e-11,1.5094402175620567e-06,1.728966673168321e-05,4.596579957034445e-07,4.30023549735918e-08,6.448340971601529e-07,3.0412693453199606e-09,6.322367892387946e-14,7.0450693132042086e-12,1.0809338721856977e-13,3.529176697421625e-13,1.9592454113455377e-09,8.54661125231453e-11,1.0953809315940283e-10,1.0377455581303759e-13,1.2813459165849229e-12,0.0007624819750434612,1.696792163464523e-09,1.3881353879146977e-11,6.202571863025123e-11,4.6076103104555686e-05,7.368950805118909e-13,2.9490146228350016e-06,2.664562470339694e-07,1.0149297679664396e-08,3.0095858129686423e-14,0.0006099398724693962,1.4142113725019527e-10,2.258255275039739e-23,2.6993990918116672e-14,2.6804508492370366e-11,1.2398054812829395e-13,2.2173790249074174e-13,1.0581436234272254e-16,5.651055590007321e-13,8.214695292109197e-15,8.436588775252268e-11,1.4088875603340543e-12,2.944167887787377e-09,7.296940390468854e-16,1.2426181430565443e-15,7.08445170479632e-19,1.2498039389189706e-26,0.00020541359940260445,3.976877601194062e-07,3.830976999875673e-09,2.8507904133446485e-07,9.235496303407736e-20,2.0449352445630864e-16,6.056943354814456e-18,2.2955230564122717e-18,6.613687510635899e-19
6.736126528850611e-07,0.3046749543441538,3.76,0.0,0.9234795530151872,0.9988434372195845,8.536409786706622e-05,4.3543185483241714e-05,8.339853495257217e-05,3.1030170747373576e-05,0.0002823444098675461,1.731862283384662e-05,2.4619964805381578e-08,4.285826648186269e-08,0.00039005920322545735,7.117082546515802e-14,2.27725489744238e-10,2.862143470905543e-06,0.0010318950152365487,1.851964370607826e-08,8.601253685067616e-07,1.903420804214379e-11,5.818159620289568e-11,1.6134081847212965e-06,1.822302733828733e-05,4.772664367699874e-07,4.473026172123437e-08,6.859272389086174e-07,3.2248752760226888e-09,6.965367515464326e-14,7.93718377406613e-12,1.1541934958942024e-13,3.7792313570292645e-13,2.045259057198877e-09,9.050894396014467e-11,1.2205903141636612e-10,1.1248743718688262e-13,1.3827041408658271e-12,0.0007863658556749607,1.7100835378030714e-09,1.3930860423402036e-11,6.220477213334736e-11,4.624695106981838e-05,7.874182212282663e-13,3.0443669400095507e-06,2.8987272288318237e-07,1.0467435408989672e-08,3.2002593509704857e-14,0.0006099309760621957,1.489108223617043e-10,2.544246725421382e-23,2.877946308258156e-14,2.8381617819236628e-11,1.381934985091522e-13,2.4370566170849786e-13,1.1438104894152695e-16,6.032305107937106e-13,9.043703279029194e-15,9.034530443630237e-11,1.5487008916685508e-12,3.1421410941971113e-09,8.023822321784461e-16,1.331213779336261e-15,7.947653066298129e-19,1.407582353011202e-26,0.00020600778965510847,4.217336882176127e-07,4.080201696229289e-09,3.0047882777609487e-07,1.0237250834684952e-19,2.2578560013060393e-16,6.83672401985842e-18,2.6060615993282933e-18,7.471505466316274e-19
6.858820188219657e-07,0.30467616230407313,3.76,0.0,0.9234424677882003,0.998828793862382,8.922811687793452e-05,4.438719664440239e-05,8.385513438888326e-05,3.1523424012918204e-05,0.00029091500011705804,1.7661356882695484e-05,2.5558181708294557e-08,4.614151132760424e-08,0.00040097201537039624,7.866114887813663e-14,2.5025374245369806e-10,2.8722787908048722e-06,0.0010545768710544026,1.8900799268317542e-08,9.104178890023265e-07,1.9826729217757267e-11,6.364679289579782e-11,1.722265970473352e-06,1.9185374477622485e-05,4.951175878649404e-07,4.6464589478287825e-08,7.286851203954347e-07,3.4153206358912087e-09,7.66185906237233e-14,8.922012023010025e-12,1.230460443901147e-13,4.040083252748705e-13,2.1327218446672247e-09,9.572790851016065e-11,1.3569271163797142e-10,1.2168519784531738e-13,1.4892976851467017e-12,0.0008103978366544115,1.7227713738849054e-09,1.3977731811746728e-11,6.237372145090937e-11,4.640783240434028e-05,8.40345766450987e-13,3.140351504553369e-06,3.1475948555778457e-07,1.0787538241086392e-08,3.39807703574914e-14,0.0006099220354500919,1.5656434738801193e-10,2.8599615200250237e-23,3.0640493841328784e-14,3.001197332353271e-11,1.5367346067096126e-13,2.6724323257294445e-13,1.2340120145976213e-16,6.429271118600262e-13,9.933486746841559e-15,9.662167194383203e-11,1.6985729431782261e-12,3.348246910626547e-09,8.804184329519067e-16,1.4236594004725076e-15,8.897109492988319e-19,1.5818411470519994e-26,0.0002065685698873499,4.4672414129033844e-07,4.338982990952692e-09,3.1633442933638193e-07,1.132820722159154e-19,2.4871252933689855e-16,7.699945271652891e-18,2.9516086676769593e-18,8.417490306090872e-19
6.981513847588703e-07,0.30467737237009473,3.76,0.0,0.9234051993704266,0.9988140803249325,9.316573352796536e-05,4.521655632682376e-05,8.429087099902515e-05,3.2004561059959635e-05,0.0002995304669537974,1.8004120047650466e-05,2.6514057981005932e-08,4.960641226632446e-08,0.0004119232629657746,8.673700309983407e-14,2.744055104290396e-10,2.8818205626022247e-06,0.0010773012027579926,1.9278882459250685e-08,9.623585127260685e-07,2.0629668268806027e-11,6.948045114609323e-11,1.8361070110894882e-06,2.017688562718461e-05,5.132067121269356e-07,4.82036841307515e-08,7.731357496884032e-07,3.6127089883624143e-09,8.415307480195862e-14,1.0007000174185283e-11,1.3097776463555735e-13,4.3118916965200257e-13,2.2216107052452598e-09,1.0112467349952783e-10,1.5050793035613148e-10,1.313794531852367e-13,1.601236921050493e-12,0.0008345709573724886,1.7348786176137e-09,1.4022095920041591e-11,6.253309403911509e-11,4.655926855928945e-05,8.957316415078316e-13,3.236938773431757e-06,3.4117051697661856e-07,1.1109512968421267e-08,3.603091983317176e-14,0.0006099130519677575,1.6437756417836567e-10,3.2077866673894276e-23,3.257842704710156e-14,3.169587263544379e-11,1.70499035141023e-13,2.9241725713424897e-13,1.3288511300257521e-16,6.842136227790441e-13,1.088669014540722e-14,1.0320212568820522e-10,1.8589309220123506e-12,3.5625794088740136e-09,9.64051925978852e-16,1.5200119547037652e-15,9.939611006468909e-19,1.773961143575719e-26,0.0002070976841974915,4.7267264981208774e-07,4.6073939759993555e-09,3.326459753946841e-07,1.251462069648506e-19,2.733540753687041e-16,8.653803581707843e-18,3.3353266908522828e-18,9.458319607728813e-19
7.10420750695775e-07,0.3046785844288302,3.76,0.0,0.9233677540516679,0.9987992986784515,9.717566575217773e-05,4.6031340179053966e-05,8.470678713601762e-05,3.2473798158196923e-05,0.000308188710449913,1.8346887093069676e-05,2.7487558832521644e-08,5.325902890559218e-08,0.0004229107958506648,9.542708253030736e-14,3.002514244684867e-10,2.890799841868695e-06,0.0011000659460999845,1.96538209290075e-08,1.015952500218444e-06,2.1442665052186294e-11,7.569714773444066e-11,1.9550219773575804e-06,2.119772986914187e-05,5.315292165752366e-07,4.99459636519364e-08,8.193068665213092e-07,3.817144620933553e-09,9.229331968489405e-14,1.1200004555010246e-11,1.3921881009339041e-13,4.594815257208265e-13,2.3119037986457823e-09,1.0670086313837765e-10,1.6657563216789553e-10,1.4158154518778697e-13,1.718629523449251e-12,0.0008588785161777801,1.7464276585143984e-09,1.4064074691143105e-11,6.268338990360306e-11,4.670175387624234e-05,9.536289532863175e-13,3.334100294371198e-06,3.691601560419534e-07,1.1433269852400572e-08,3.8153533477765367e-14,0.0006099040268808013,1.7234634737430005e-10,3.59024062886779e-23,3.459459256103166e-14,3.3433592577562836e-11,1.8875128688123812e-13,3.192949608511837e-13,1.428429150136448e-16,7.271074238818084e-13,1.1905975215962105e-14,1.1009370042935842e-10,2.0302045271334843e-12,3.785228143139517e-09,1.0535364439825075e-15,1.620328080356716e-15,1.1082336167946702e-18,1.9854113706521016e-26,0.00020759678592103615,4.99592419743586e-07,4.885502138345262e-09,3.4941339999045013e-07,1.3803058688278066e-19,2.9979154085845254e-16,9.705969783068474e-18,3.760591217769166e-18,1.0600991843010419e-18
7.226901166326796e-07,0.30467979837271897,3.76,0.0,0.9233301378811284,0.9987844508867751,0.00010125663932257647,4.683165208550302e-05,8.510387659399977e-05,3.293136343549337e-05,0.000316887735744317,1.8689634015819344e-05,2.8478647948995005e-08,5.7105480760274785e-08,0.0004339325761132805,1.047604954281494e-13,3.2786279214613997e-10,2.8992460689607585e-06,0.0011228691490477447,2.002554789454815e-08,1.0712044045487119e-06,2.2265370906618612e-11,8.23115639762416e-11,2.0790988029860584e-06,2.224806820083133e-05,5.500806509316317e-07,5.168991899905746e-08,8.672259500178017e-07,4.028732680587675e-09,1.0107708815008778e-13,1.2509302512337732e-11,1.4777349775503332e-13,4.889012187868999e-13,2.403580507922709e-09,1.1245806069549904e-10,1.8396888290565586e-10,1.5230254316139243e-13,1.8415805185891938e-12,0.0008833140620915222,1.7574403109094743e-09,1.4103784389212082e-11,6.282508302691541e-11,4.6835756982881544e-05,1.0140899777072678e-12,3.4318086717204033e-06,3.9878306869479893e-07,1.1758722512421224e-08,4.034906250867255e-14,0.0006098949613889627,1.8046660809523383e-10,4.0099767750105533e-23,3.669030667108825e-14,3.522539016309633e-11,2.0851371448830655e-13,3.4794410632799694e-13,1.5328458384936306e-16,7.716250372675685e-13,1.2994018221826932e-14,1.1730332779932604e-10,2.2128255183466844e-12,4.016278263552088e-09,1.149130121221345e-15,1.7246642605391966e-15,1.2332864698586375e-18,2.2177528930591847e-26,0.00020806744234880796,5.274963414854714e-07,5.173369566071523e-09,3.666364523924948e-07,1.5200408322403241e-19,3.2810775334296343e-16,1.0864610198543452e-17,4.2309998780121505e-18,1.185283246226672e-18
7.349594825695843e-07,0.30468101409972287,3.76,0.0,0.9232923566752758,0.9987695388119056,0.00010540739020820233,4.761762142002317e-05,8.54830864086233e-05,3.337749503475019e-05,0.00032562564812381,1.9032337985375212e-05,2.9487287576600295e-08,6.115194605552499e-08,0.0004449866722562578,1.1476673983617273e-13,3.573115429976196e-10,2.907187152307183e-06,0.0011457089658429905,2.039400185828914e-08,1.128118108469645e-06,2.309744878186305e-11,8.933847690053994e-11,2.2084227206937286e-06,2.3328053835739148e-05,5.688567060489053e-07,5.343411459952024e-08,9.169202261820481e-07,4.2475793029599915e-09,1.1054374145997942e-13,1.394360304444383e-11,1.5664617174618722e-13,5.194640833734677e-13,2.4966214296066193e-09,1.1839781056538804e-10,2.0276284115044943e-10,1.6355324571172824e-13,1.9701923410375512e-12,0.0009078713866670476,1.7679377996509322e-09,1.4141335844873737e-11,6.295862272150179e-11,4.6961722119352114e-05,1.0771661483922106e-12,3.530037532832371e-06,4.300942191210248e-07,1.2085787816849714e-08,4.261792152782878e-14,0.0006098858566298828,1.8873430620457748e-10,4.4697867851448324e-23,3.8866872507830935e-14,3.7071503559003426e-11,2.298722174538947e-13,3.7843294932551284e-13,1.6421994792272605e-16,8.177821492122078e-13,1.4153507298380987e-14,1.2483783423987892e-10,2.407227304952815e-12,4.255810631641189e-09,1.2510954568390576e-15,1.8330769709669423e-15,1.3699190016679404e-18,2.4726427155442328e-26,0.0002085111391996686,5.563969990077188e-07,5.471053153262283e-09,3.8431470727623646e-07,1.6713883738495006e-19,3.5838705403510097e-16,1.2138408161246481e-17,4.750381418513902e-18,1.32214999270255e-18
