Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87)
4.7871015262406804e-08,0.49933398231196496,3.76,0.0,0.6591443552385496,0.9973260881247871,4.387979751491243e-07,6.160850794256328e-06,0.00010487538918645946,5.762984522297881e-06,1.9325137849494662e-05,1.6413275326710287e-05,6.085193017032868e-09,3.019545913296931e-10,4.393328038400056e-05,7.795996776695558e-16,3.673047533458e-18,1.3332246861136542e-05,0.0012175193035319414,2.653305003300568e-08,3.3695915743160096e-09,3.568365888510914e-12,7.718043381141374e-14,4.115169801433949e-08,1.2047533525624573e-07,2.456204789883847e-07,3.0326130164667965e-11,1.0105882272112957e-08,4.900520146047937e-11,7.804098472289413e-15,2.205290940795123e-14,1.2919943276062166e-16,3.773967462446035e-16,3.4772056489459517e-11,9.770144846386262e-13,4.30004269760722e-14,1.6548205883769962e-15,1.8644536995193016e-14,6.652183038855477e-05,3.8511646294487187e-10,7.339045079714053e-11,1.7486062237805885e-10,8.610172620206628e-05,9.755809083110456e-13,1.40153862319574e-08,1.7071767134273354e-11,1.6797309848035178e-09,5.354967476950969e-15,0.0025211797027187254,1.0710887519508975e-12,7.21723007260809e-26,1.4465422693979311e-15,1.4378805045511405e-12,3.8882948192711536e-18,1.5538659181633845e-17,1.533262811958902e-17,2.658572601168673e-16,4.384637054479727e-19,1.89478232261217e-11,9.595867797525608e-16,1.1715074314842983e-11,4.184821655945526e-18,8.059050178392467e-20,1.0735043369971944e-20,3.5856809053142764e-27,0.0010565616325363255,2.522740951623293e-07
4.918433323240383e-08,0.49933727914771714,3.76,0.0,0.6591072113985351,0.9973182185290829,4.86659089283701e-07,6.6427885458069365e-06,0.00010984775711165437,6.201355609423049e-06,2.082560956856144e-05,1.6868008280261688e-05,6.426194132584267e-09,3.2841512339207136e-10,4.720550679554622e-05,8.760549983606322e-16,4.493032057935929e-18,1.4006317302140931e-05,0.0012526359079879181,2.7950153027840326e-08,3.851056578721947e-09,4.032852994963462e-12,8.831157868266794e-14,4.34639900790103e-08,1.3154954147118223e-07,2.631057640658883e-07,3.2555027396219585e-11,1.132876438341609e-08,5.4931505122074695e-11,8.949575991300186e-15,2.483212752453623e-14,1.5216402201861043e-16,4.4366348044299156e-16,3.854020559345935e-11,1.0923146377543934e-12,4.807112836929142e-14,1.8203525349140844e-15,2.026953720573838e-14,7.112586448842093e-05,4.028873910952488e-10,7.521161886086394e-11,1.7911897979766333e-10,8.977189327487454e-05,1.015210705806167e-12,1.506875363521539e-08,1.9924694060187845e-11,1.7969836810008987e-09,5.595181351524443e-15,0.002521159901532733,1.2370760373826712e-12,8.129992395679492e-26,1.6345146297533447e-15,1.611737807391583e-12,4.352331995931946e-18,1.788953279488811e-17,1.7279090209965383e-17,3.01593472148429e-16,4.879648382265622e-19,1.9861319976983098e-11,1.0642241974562458e-15,1.326421907434145e-11,4.798675258643857e-18,9.503385834142785e-20,1.3218497634824225e-20,4.011065604774688e-27,0.001082115630725639,2.592186717433542e-07
5.049765120240085e-08,0.49934058838309314,3.76,0.0,0.6590698652216433,0.9973101607789171,5.3820880781499e-07,7.147186764008731e-06,0.00011489342561172667,6.658941240626346e-06,2.2395834874376417e-05,1.7322961160029406e-05,6.7765990149203e-09,3.5647304409025733e-10,5.061497839265997e-05,9.811573628391765e-16,5.471499633732541e-18,1.4688685728931209e-05,0.0012878789457816315,2.9401110725176708e-08,4.386589042943631e-09,4.5439842653422954e-12,1.0085253338732597e-13,4.584556122266671e-08,1.4338443940288602e-07,2.8144191923479725e-07,3.4876259969917605e-11,1.2666519706419344e-08,6.14139390186547e-11,1.0231794466228582e-14,2.788840845967843e-14,1.784686244751527e-16,5.195676976958583e-16,4.2608963877338484e-11,1.2181705499709002e-12,5.3606200454627583e-14,1.9988387155854083e-15,2.2004094727828793e-14,7.593370394645384e-05,4.208775311755791e-10,7.70213611334158e-11,1.8334908219826616e-10,9.347006338288854e-05,1.0553363783184351e-12,1.617455180637236e-08,2.318062408706609e-11,1.9194825897300647e-09,5.843018417619549e-15,0.0025211396243606287,1.4238344128084874e-12,9.134071297377965e-26,1.8416137606184686e-15,1.8019054415485413e-12,4.8593801088043624e-18,2.0546135232102278e-17,1.9418279560063562e-17,3.4112112676142415e-16,5.41608805094321e-19,2.078974627819139e-11,1.1773951842478174e-15,1.4974935227991986e-11,5.4857412728355876e-18,1.1162399484502197e-19,1.6194472306258733e-20,4.475353070249091e-27,0.0011075008469834831,2.6616743972390277e-07
5.181096917239787e-08,0.4993439101101342,3.76,0.0,0.6590323139116528,0.997301915619113,5.93616396925916e-07,7.674362813791285e-06,0.00012000997770093162,7.135927521748183e-06,2.4036818939601274e-05,1.7778131283306663e-05,7.136413624138752e-09,3.8618942135640445e-10,5.4162713279836414e-05,1.0954056572372231e-15,6.634448789389028e-18,1.5378837143273035e-05,0.0013232499340389279,3.0885714394420426e-08,4.980579732605104e-09,5.104943120667367e-12,1.1496881465662612e-13,4.829758745432962e-08,1.560134445906192e-07,3.006535836075551e-07,3.729069621051291e-11,1.4126758289552863e-08,6.848927292439457e-11,1.1663415301552118e-14,3.12420855766694e-14,2.0849196578496788e-16,6.0621617894698805e-16,4.699305123014445e-11,1.3552681363358643e-12,5.96362783445612e-14,2.1912053030673653e-15,2.3855581140577584e-14,8.094810962130312e-05,4.390771918717728e-10,7.881973185069066e-11,1.8755110633248485e-10,9.719411972824328e-05,1.0959483560499734e-12,1.7333723176720907e-08,2.6885509033357457e-11,2.0473001613779183e-09,6.0986968557974335e-15,0.0025211188730842834,1.6333094253991085e-12,1.0236192481547241e-25,2.0692379930250706e-15,2.009461130979519e-12,5.412308023729727e-18,2.3544747119495498e-17,2.1763795566239282e-17,3.847344064839849e-16,5.996581279728974e-19,2.1732770062787728e-11,1.2996429234733526e-15,1.6859520721954942e-11,6.252789048781536e-18,1.306134423689763e-19,1.974509342825263e-20,4.9813456453912086e-27,0.001132718334984734,2.731208521403087e-07
5.3124287142394896e-08,0.49934724441379214,3.76,0.0,0.6589945547986447,0.9972934837980754,6.530534600572808e-07,8.224622588898995e-06,0.0001251950477870237,7.63248870535767e-06,2.5749533311072763e-05,1.823351586333548e-05,7.50564366292793e-09,4.1762710420118177e-10,5.784965285938366e-05,1.2193149621813808e-15,8.011381358692028e-18,1.607627548794412e-05,0.001358750293985863,3.2403757412051124e-08,5.637628706677754e-09,5.7190119812990044e-12,1.3084408327939838e-13,5.0821358360439985e-08,1.6947042663509525e-07,3.207655130181116e-07,3.979918944015607e-11,1.571736336414943e-08,7.619558915661842e-11,1.3257925027174273e-14,3.4914433895725314e-14,2.4264323872556725e-16,7.048073086583111e-16,5.170735175744879e-11,1.5043191116812973e-12,6.619333364754155e-14,2.398458048308506e-15,2.5832032757805262e-14,8.617171518164996e-05,4.57476946181702e-10,8.060678525877863e-11,1.9172522780472122e-10,0.00010094202897837413,1.1370375523769745e-12,1.8547169919771797e-08,3.1089202643195925e-11,2.180505499899396e-09,6.362437818443532e-15,0.002521097649594925,1.8675633095218853e-12,1.144339410945784e-25,2.3188438818372043e-15,2.2355209832566454e-12,6.014109796684868e-18,2.6925761545983554e-17,2.432977254580912e-17,4.3274124084921234e-16,6.623930613850139e-19,2.269007231519772e-11,1.4315488052738852e-15,1.8930834218806565e-11,7.107027948009001e-18,1.5227623233114594e-19,2.396366033235393e-20,5.53204155363377e-27,0.0011577691410810593,2.800793965563674e-07
5.443760511239192e-08,0.49935059137221105,3.76,0.0,0.6589565853348953,0.9972848660676302,7.166938530530104e-07,8.798260714398014e-06,0.00013044632071259262,8.148787497606693e-06,2.7534916599769044e-05,1.8689112012295347e-05,7.884294576262932e-09,4.50850803805385e-10,6.167666486440676e-05,1.353417416473684e-15,9.635668557743761e-18,1.6780523124819852e-05,0.001394381354517054,3.3955035247290544e-08,6.362546433485743e-09,6.389569580286697e-12,1.486817871139731e-13,5.341828334851782e-08,1.8378968941229367e-07,3.4180256242031086e-07,4.240258200793545e-11,1.7446490461003525e-08,8.457227773859605e-11,1.5029664267208914e-14,3.892768832616344e-14,2.813634504783496e-16,8.16635379761788e-16,5.6766898834483074e-11,1.6660612740787094e-12,7.331073341617857e-14,2.6216889461123704e-15,2.7942203509861682e-14,9.160703121579466e-05,4.760676247400733e-10,8.238257560596268e-11,1.95871621080136e-10,0.0001047118381872071,1.1785953626977408e-12,1.981575505211775e-08,3.584566747153269e-11,2.3191644704678756e-09,6.634465659979758e-15,0.002521075955792215,2.1287774035136046e-12,1.2763032823284397e-25,2.591946262759079e-15,2.4812393376470044e-12,6.667909998823484e-18,3.0734091768295634e-17,2.713087930035332e-17,4.854634245395698e-16,7.301133463468516e-19,2.366134697004002e-11,1.5737361173904733e-15,2.1202299568984263e-11,8.056122696684878e-18,1.7690894874888567e-19,2.895582403834255e-20,6.130652106403339e-27,0.0011826543043734258,2.8704359670423254e-07
5.575092308238894e-08,0.499353951056995,3.76,0.0,0.6589184030908788,0.9972760631828604,7.847136008098534e-07,9.395560746062304e-06,0.00013576153081321907,8.68497535884121e-06,2.9393875158552104e-05,1.914491674422764e-05,8.27237155112442e-09,4.859271770264347e-10,6.564454627934566e-05,1.4982631974411392e-15,1.154494343532898e-17,1.749112030206004e-05,0.0014301443556626284,3.553934544721278e-08,7.160354603966216e-09,7.120088174527279e-12,1.6870689690661464e-13,5.608989799325697e-08,1.9900595195819994e-07,3.637896689848028e-07,4.510170931627366e-11,1.9322566309593776e-08,9.366003051595391e-11,1.699385660406439e-14,4.330506229163503e-14,3.251267630052144e-16,9.430948912333704e-16,6.218686085207109e-11,1.8412587919290924e-12,8.102330568755002e-14,2.8620832019015334e-15,3.01956198746339e-14,9.725644923039913e-05,4.948403093088029e-10,8.414715713497607e-11,1.999904594934486e-10,0.00010850167182925356,1.2206136636301526e-12,2.1140303539607028e-08,4.121318478290232e-11,2.463339804281585e-09,6.915008156715253e-15,0.0025210537935840822,2.419254426273822e-12,1.420278989377714e-25,2.8901182483423173e-15,2.747808581974486e-12,7.376969649929214e-18,3.5019605947298445e-17,3.0182318187888644e-17,5.432367226032144e-16,8.03140101218173e-19,2.4646300821688618e-11,1.7268740063954885e-15,2.3687909784886182e-11,9.108208678710339e-18,2.0483178050018236e-19,3.484085258521547e-20,6.780620288384583e-27,0.001207374856783415,2.940140141384399e-07
5.7064241052385965e-08,0.49935732353346957,3.76,0.0,0.6588800057513831,0.997267075901952,8.572908154077365e-07,1.0016795366688012e-05,0.0001411384609921318,9.241192798085829e-06,3.132728374790188e-05,1.9600926977897374e-05,8.66987951623974e-09,5.229249123946867e-10,6.975402615230692e-05,1.654421622321632e-15,1.378152060287375e-17,1.820762461630226e-05,0.001466040451952099,3.715648762133468e-08,8.036286652058951e-09,7.914130668360846e-12,1.9116773568664896e-13,5.883787047763141e-08,2.151543300051662e-07,3.8675183587039653e-07,4.789740385707927e-11,2.1354287533442745e-08,1.0350083429346039e-10,1.9166637316341157e-14,4.8070766853694295e-14,3.744418240175224e-16,1.0856848296538282e-15,6.798252765662331e-11,2.030702494427993e-12,8.936741205760093e-14,3.1209264975433367e-15,3.260263783375682e-14,0.0001031222455368707,5.137863264287464e-10,8.590058407551171e-11,2.0408191525756593e-10,0.00011230972894236239,1.2630848125491341e-12,2.25216034010098e-08,4.725456721486766e-11,2.6130912004744014e-09,7.204296715943854e-15,0.0025210311648866356,2.741420613019035e-12,1.5770677526855288e-25,3.2149911664639878e-15,3.0364589402073165e-12,8.144692802828691e-18,3.983758938197767e-17,3.34998237334709e-17,6.064109635850829e-16,8.818178534484533e-19,2.5644653444312834e-11,1.891681716382944e-15,2.6402230551289475e-11,1.027190715725772e-17,2.3638957138202196e-19,4.175298661359611e-20,7.485640776018806e-27,0.0012319318231233584,3.009912499009807e-07
5.837755902238299e-08,0.49936070886093137,3.76,0.0,0.6588413911117367,0.9972579049860373,9.346056156983913e-07,1.0662226579381736e-05,0.00014657494181106757,9.81756966151054e-06,3.333598618984332e-05,2.0057139539593728e-05,9.076823141846279e-09,5.619148186726422e-10,7.40057683031432e-05,1.822482374850686e-15,1.639284413046077e-17,1.8929610473923072e-05,0.0015020707156750493,3.880626342572117e-08,8.995787992252555e-09,8.775347662822434e-12,2.1633790234125313e-13,6.166400812172019e-08,2.3227031815054477e-07,4.107141166472543e-07,5.079049927032418e-11,2.3550619154132724e-08,1.1413796305426439e-10,2.156508197098093e-14,5.325003044276916e-14,4.298530859713444e-16,1.2460129265575486e-15,7.416929767984716e-11,2.235210165020874e-12,9.83810277275784e-14,3.3996125537321715e-15,3.51745018275317e-14,0.00010920658502542,5.32897241228889e-10,8.764291063697609e-11,2.0814615947205376e-10,0.00011613428037516691,1.306001647453833e-12,2.3960406803732224e-08,5.4037373964558514e-11,2.7684754251234473e-09,7.502566574450254e-15,0.00252100807162344,3.097827709904116e-12,1.747504536564029e-25,3.5682544445350504e-15,3.348458232578182e-12,8.974633820799154e-18,4.52492346529227e-17,3.7099660805714975e-17,6.753501213900709e-16,9.665167160030208e-19,2.665613712213013e-11,2.0689331118444437e-15,2.936040330455973e-11,1.1556340414465299e-17,2.71952865942432e-19,4.984288848907058e-20,8.249681444935967e-27,0.001256326221165325,3.0797594619542537e-07
5.969087699238002e-08,0.49936410709288953,3.76,0.0,0.6588025570741487,0.9972485511990459,1.0168400483305664e-06,1.1332105897866772e-05,0.00015206885059704882,1.0414225414984712e-05,3.542079601026015e-05,2.051355116587071e-05,9.493206839476903e-09,6.029699160481328e-10,7.840037393104746e-05,2.003056861000389e-15,1.943196447115521e-17,1.965666855458968e-05,0.0015382361400391568,4.0488476546639295e-08,1.0044515984469872e-08,9.707474442855037e-12,2.4451828979426027e-13,6.457026399203628e-08,2.5038977263852835e-07,4.35701600350385e-07,5.378183443759064e-11,2.592079291575873e-08,1.25615969320056e-10,2.4207234851588295e-14,5.886911930960741e-14,4.919421106880102e-16,1.4257998836147487e-15,8.076266574988024e-11,2.4556268373639416e-12,1.0810382945628913e-13,3.699650985987896e-15,3.792340567932306e-14,0.00011551152482747499,5.521648513892237e-10,8.937419100147903e-11,2.1218336213146097e-10,0.00011997366613545239,1.3493574871542559e-12,2.5457431147296812e-08,6.163412826224648e-11,2.9295464073641472e-09,7.810056986719648e-15,0.0025209845157250317,3.4911548276144773e-12,1.932458722525064e-25,3.9516554425349186e-15,3.68511160993821e-12,9.87050538952227e-18,5.132216003307123e-17,4.0998622385241707e-17,7.504323866692868e-16,1.0576347120890611e-18,2.7680496789611178e-11,2.259461491131065e-15,3.2578147911941444e-11,1.297114679976261e-17,3.1191894909839e-19,5.927918820862382e-20,9.07700642147399e-27,0.0012805590617089844,3.1496878806816293e-07
6.100419496237705e-08,0.4993675182772972,3.76,0.0,0.6587635016441592,0.997239015307555,1.1041780101899503e-06,1.2026674533851756e-05,0.00015761811056479554,1.1031269420823814e-05,3.758249706978868e-05,2.0970158506229278e-05,9.91903476176737e-09,6.461655300298741e-10,8.293838412534617e-05,2.1967796976019084e-15,2.2958045245984646e-17,2.03884052800122e-05,0.001574537642226323,4.2202932683792356e-08,1.1188339636703631e-08,1.0714327914157051e-11,2.7603919801378046e-13,6.755874358414579e-08,2.6954889473628216e-07,4.6173939714233334e-07,5.687225762310253e-11,2.84743054411521e-08,1.3798067470841427e-10,2.7112137205992715e-14,6.495535881463712e-14,5.613288574256373e-16,1.6268835579040747e-15,8.777821157289008e-11,2.6928250932560594e-12,1.1857729184813008e-13,4.022675450803774e-15,4.086255545685548e-14,0.00012203901786736007,5.715811812535851e-10,9.10944793170521e-11,2.1619369213350464e-10,0.000123826292835752,1.393146131768007e-12,2.70133601308022e-08,7.012253689887834e-11,3.096355332629891e-09,8.127011402776138e-15,0.002520960499128839,3.92421015438726e-12,2.132834809894351e-25,4.366999237863284e-15,4.0477612639817935e-12,1.083618730485495e-17,5.813095646401959e-17,4.5214026950129327e-17,8.320502284989514e-16,1.1556002516092032e-18,2.8717489981373525e-11,2.4641646965173528e-15,3.607176498128264e-11,1.4526495677874775e-17,3.56712877545559e-19,7.025012926761415e-20,9.972200732652835e-27,0.0013046313486483705,3.219705050948662e-07
6.231751293237408e-08,0.4993709424567757,3.76,0.0,0.658724222927198,0.9972292980806452,1.1968051722318334e-06,1.2746163581506247e-05,0.00016322068995448937,1.1668801208834269e-05,3.98218441834853e-05,2.1426958125742385e-05,1.0354310802285523e-08,6.915793881109725e-10,8.762028228308657e-05,2.4043103373604633e-15,2.703690069116564e-17,2.1124442290395938e-05,0.0016109760663479999,4.3949439533165434e-08,1.2433339055972774e-08,1.1799803500625274e-11,3.1126254188076097e-13,7.063171157138495e-08,2.8978421468556134e-07,4.888526245644068e-07,6.006263067470808e-11,3.1220916230774065e-08,1.5127915974147597e-10,3.029985529724335e-14,7.153715567702202e-14,6.386729523528394e-16,1.8512230998678216e-15,9.523158887191347e-11,2.947705361986119e-12,1.2984479240256307e-13,4.370452077985118e-15,4.400623423475682e-14,0.00012879091630447413,5.911384760887364e-10,9.280382969108805e-11,2.2017731728711998e-10,0.00012769063123256854,1.4373618635174155e-12,2.8628844801151768e-08,7.95857115781064e-11,3.2689507330428704e-09,8.453677635727836e-15,0.0025209360237787794,4.399932529206469e-12,2.349573147617908e-25,4.816148364893679e-15,4.43778611491708e-12,1.1875736077362806e-17,6.57577633358409e-17,4.976371550244258e-17,9.206104470978952e-16,1.2608747625733795e-18,2.976688679149808e-11,2.684010526492634e-15,3.9858137830541366e-11,1.623310226811328e-17,4.0678850103571847e-19,8.296531759720664e-20,1.0940196608117386e-26,0.0013285440790375665,3.289818730703289e-07
6.36308309023711e-08,0.4993743796688296,3.76,0.0,0.6586847191252535,0.9972194002897571,1.2949089046848066e-06,1.3490794199087212e-05,0.00016887460118461458,1.232691074176005e-05,4.213956372945698e-05,2.188394650762415e-05,1.0799038595382165e-08,7.392917192630519e-10,9.244649643688203e-05,2.6263348335459342e-15,3.1741564538443e-17,2.186441593047291e-05,0.0016475521863012728,4.572780676951166e-08,1.3785804658224157e-08,1.2967872012490197e-11,3.505841537705096e-13,7.379159861255223e-08,3.111325762111652e-07,5.170663943564393e-07,6.335383329717611e-11,3.417064551466623e-08,1.655597529575372e-10,3.379150824345846e-14,7.86440213093626e-14,7.246749374273831e-16,2.1009030369571893e-15,1.0313851516749991e-10,3.221196220517447e-12,1.4195172574562593e-13,4.744888184791368e-15,4.736986872010696e-14,0.00013576897486768664,6.108291964860862e-10,9.45022961839948e-11,2.2413440432038705e-10,0.00013156521385575054,1.481999447816744e-12,3.030450457965348e-08,9.011239186846718e-11,3.4473785749965723e-09,8.790308019402811e-15,0.0025209110916246664,4.921392876158419e-12,2.5836507014448025e-25,5.301022511986491e-15,4.856601478083318e-12,1.2993395394057811e-17,7.429287324893783e-17,5.4666048258723756e-17,1.0165342183017253e-15,1.373955480500744e-18,3.0828469842005e-11,2.9200424555154638e-15,4.395473414524739e-11,1.810224236717254e-17,4.626294717265919e-19,9.765757661479684e-20,1.1986301486652476e-26,0.001352298243155344,3.360037156998878e-07
6.494414887236814e-08,0.4993778299460543,3.76,0.0,0.6586449885336431,0.9972093227085534,1.3986782036043034e-06,1.426077778775914e-05,0.00017457790001960933,1.3005678675231941e-05,4.4536354246639017e-05,2.234112005574445e-05,1.1253221516063453e-08,7.893853563207793e-10,9.741740149632911e-05,2.86356774741184e-15,3.715289106835984e-17,2.2607976746396718e-05,0.0016842667085277372,4.753784602850705e-08,1.5252236147768255e-08,1.4222576494361985e-11,3.9443618053013396e-13,7.704100821155679e-08,3.3363112156789334e-07,5.464057998258915e-07,6.674676741002837e-11,3.733377196727948e-08,1.8087201937442416e-10,3.7609295633205286e-14,8.630659636800343e-14,8.200774967738562e-16,2.378137296381858e-15,1.1151476218275004e-10,3.5142546939008566e-12,1.5494562745816917e-13,5.14804126711986e-15,5.0970097700603416e-14,0.00014297485408411214,6.306460129025315e-10,9.61899328030569e-11,2.2806511888834003e-10,0.0001354486327247017,1.5270541346397516e-12,3.204092826537685e-08,1.0179716953750267e-10,3.6316823439829082e-09,9.137159556262885e-15,0.0025208857046219828,5.491795501160101e-12,2.8360818607626236e-25,5.823598178580864e-15,5.305658710935107e-12,1.419360747719009e-17,8.383536587935809e-17,5.993990102608273e-17,1.120257130479944e-15,1.4953783986446696e-18,3.190203426022782e-11,3.1733856660826908e-15,4.8379607350764276e-11,2.0145766948274482e-17,5.24750239924741e-19,1.1458491136085573e-19,1.3116227778928625e-26,0.0013758948245687652,3.430369062906945e-07
6.625746684236517e-08,0.499381293316335,3.76,0.0,0.6586050295378926,0.9971990661127806,1.5083036187552224e-06,1.505631616764965e-05,0.0001803286847520694,1.370517661231802e-05,4.701288702189937e-05,2.27984750970902e-05,1.1716862679884657e-08,8.419458413135466e-10,0.00010253332140617009,3.116754201160021e-15,4.33601890436348e-17,2.335478899439871e-05,0.0017211202746774173,4.9379370888600666e-08,1.6839341276766042e-08,1.5568029061640204e-11,4.4328957436889803e-13,8.038272362211175e-08,3.573172771080929e-07,5.768959037478432e-07,7.024236160199463e-11,4.0720830294477195e-08,1.9726674835088192e-10,4.17765249042519e-14,9.455667665287963e-14,9.256666588007564e-16,2.685273160735802e-15,1.2037614685385195e-10,3.827866555283515e-12,1.688763079090722e-13,5.582128262610881e-15,5.4824842272959605e-14,0.00015041012340466772,6.505818003370177e-10,9.786679349649807e-11,2.3196962558066374e-10,0.00013933953714824357,1.5725216601582838e-12,3.383867501418205e-08,1.1474071405571275e-10,3.82190312672413e-09,9.494494055678889e-15,0.002520859864731665,6.114479252491631e-12,3.107919289525347e-25,6.385908294854392e-15,5.786444841737989e-12,1.548102537936035e-17,9.44937710131641e-17,6.560466128438636e-17,1.232229214549372e-15,1.6257213816705989e-18,3.298738766482727e-11,3.4452533975737107e-15,5.31513977248356e-11,2.2376116630073402e-17,5.936970346199917e-19,1.3403258462085806e-19,1.433612443712376e-26,0.0013993348001957878,3.5008236944117424e-07
6.75707848123622e-08,0.49938476980304025,3.76,0.0,0.6585648406107111,0.9971886312801362,1.6239771828031556e-06,1.5877601751181918e-05,0.00018612509539925096,1.4425467352772306e-05,4.956980666664554e-05,2.3256007884174374e-05,1.2189964942865142e-08,8.970615337979385e-10,0.00010779453122426068,3.386672079029054e-15,5.046188919545431e-17,2.4104530161893686e-05,0.0017581134641800997,5.1252196852585286e-08,1.855403439519843e-08,1.7008407733089625e-11,4.976566770140723e-13,8.381971479066187e-08,3.8222873935233863e-07,6.085617267780478e-07,7.384157569405177e-11,4.434260870154922e-08,2.147959408899723e-10,4.6317638474584805e-14,1.0342724049480723e-13,1.0422729724379966e-15,3.0247951506087843e-15,1.2973852292622194e-10,4.163046624871315e-12,1.8379599649487011e-13,6.0495350802012654e-15,5.895337780720611e-14,0.00015807626422891053,6.706296331394947e-10,9.953293214773866e-11,2.358480879292848e-10,0.0001432366316050639,1.6183982486421374e-12,3.569827529264282e-08,1.2904999906399802e-10,4.01807969067259e-09,9.862578262905045e-15,0.002520833573919605,6.79291854676649e-12,3.4002548258641426e-25,6.9900418063228976e-15,6.300482181253969e-12,1.686052625360938e-17,1.0638676076016113e-16,7.16802239940456e-17,1.3529149677045428e-15,1.7656074452081246e-18,3.408435016018779e-11,3.736953615930636e-15,5.828933327456409e-11,2.480633600924059e-17,6.700488272793611e-19,1.5631530785020367e-19,1.565261038097905e-26,0.001422619140366881,3.5714108272705734e-07
6.888410278235922e-08,0.4993882594252055,3.76,0.0,0.6585244203090665,0.9971780189901363,1.7458923417939468e-06,1.6724817713724808e-05,0.0001919653129136247,1.5166605137077287e-05,5.220773168310732e-05,2.371371459739417e-05,1.2672530901424446e-08,9.548237222413605e-10,0.00011320125912229829,3.674134378842819e-15,5.856624589987833e-17,2.4856890501561478e-05,0.0017952467967264957,5.315614132891259e-08,2.0403434801644885e-08,1.8547953266780327e-11,5.580938963241668e-13,8.735514533083606e-08,4.084034615462154e-07,6.414282363617601e-07,7.754540542288275e-11,4.821014625065997e-08,2.335127964264319e-10,5.1258240615571555e-14,1.1295247777206496e-13,1.1707726559793592e-15,3.3993288286439893e-15,1.3961777311568176e-10,4.520839067204682e-12,1.9975949667998534e-13,6.552826390316643e-15,6.337640760071603e-14,0.00016597467283170929,6.907827799490048e-10,1.0118840256984205e-10,2.397006684158626e-10,0.00014713867370179005,1.6646806146104262e-12,3.762023180631838e-08,1.448385296039544e-10,4.22024856094317e-09,1.0241683979093159e-14,0.0025208068341562757,7.530724262151406e-12,3.7142204350658253e-25,7.638143225645386e-15,6.849327918636006e-12,1.8337225636455638e-17,1.1964387090247443e-16,7.818698714797467e-17,1.4827933714534543e-15,1.91570820348627e-18,3.5192754338940904e-11,4.04989600782899e-15,6.381323040066672e-11,2.745008785111828e-17,7.544182774553603e-19,1.8177954963502742e-19,1.7072809828691674e-26,0.0014457488088856817,3.6421407838243207e-07
7.019742075235625e-08,0.4993917621977127,3.76,0.0,0.6584837672713576,0.9971672300239889,1.8742438869015672e-06,1.7598138161601266e-05,0.00019784755840723914,1.5928635885374603e-05,5.49272550204662e-05,2.4171591347339127e-05,1.3164562892339269e-08,1.015326738503892e-09,0.00011875368831216168,3.979991716112038e-15,6.779207364527658e-17,2.5611572578749553e-05,0.0018325207346617264,5.509102361277631e-08,2.23948649050602e-08,2.0190966005988072e-11,6.252044743975567e-13,9.099237952282813e-08,4.3587964068659805e-07,6.755203361215959e-07,8.135488725645124e-11,5.2334730115749387e-08,2.534716991379492e-10,5.662512405810798e-14,1.2316782070197095e-13,1.3120887171072554e-15,3.811644519870285e-15,1.5002980181360095e-10,4.902317686114276e-12,2.1682435222399677e-13,7.094755669583049e-15,6.811613817411658e-14,0.00017410666319437983,7.110346987577219e-10,1.0283325850014434e-10,2.43527528479185e-10,0.0001510444722058287,1.7113659652251416e-12,3.960502040207764e-08,1.6222656991631007e-10,4.4284440947455404e-09,1.0632088172500065e-14,0.002520779647416551,8.331644500801614e-12,4.0509892207342976e-25,8.332412153793905e-15,7.434573702692428e-12,1.9916492781106037e-17,1.3440625127976432e-16,8.514584708538523e-17,1.6223579045146953e-15,2.0767474870469076e-18,3.631244529236002e-11,4.385599302586343e-15,6.974349437054279e-11,3.032166713328734e-17,8.474526588622089e-19,2.1080596433422033e-19,1.8604389579838474e-26,0.001468724763088711,3.7130244497431963e-07
