Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510)
2.8968857310319924e-05,0.4639946925516914,3.76,0.0,0.10791141548896371,0.6721295109462945,0.11889338445453052,0.0017310606165916592,0.002536678705550815,0.002519931870965558,0.07502313142227807,0.000202298031487095,1.072336144372545e-06,0.14133936939849634,0.12392884160801536,6.810471385408415e-06,0.0004809752489297915,2.300506322694867e-05,0.5637913816418394,5.6139241143275804e-06,0.0005648073982323807,7.021625395329723e-08,3.6055508047165765e-05,0.012895426523971526,0.12684265520713625,0.0022503744133719927,0.00013229005606345078,0.003822331728051772,0.0030094908195591992,0.001835550455412098,0.0002844110471726544,3.916060870518626e-07,1.3118032379183227e-06,6.4096880607547505e-06,1.6421023385371886e-06,2.4040931507976152e-05,4.015361635499705e-06,3.1556346670990025e-05,0.017415429833456817,5.108721903644179e-10,2.166784339972643e-11,3.256756892437575e-10,5.900888148838248e-05,2.385117092608146e-07,5.670595269320366e-06,0.0010906060334966608,2.4921443672072286e-07,3.564713335950462e-10,0.0012374226022736907,4.0830008944691584e-07,6.095690022812835e-16,9.212679754727205e-10,1.6377432857806462e-07,2.5831896664200583e-09,1.3302962813169713e-08,1.0785461799677138e-10,9.733500770264103e-10,6.829808162761401e-09,8.758359881751542e-06,1.1532346381492017e-05,3.8618192369014295e-05,2.04124685332875e-07,3.7714061732843324e-10,4.860700108061266e-07,1.217507469342278e-11,0.000483048009501841,0.05444920318042616,8.039674236687321e-07,0.0015822860979914368,4.002400294810558e-08
2.9087903891427782e-05,0.4640821276218879,3.76,0.0,0.10684745123427995,0.6710897992461018,0.1193654818058164,0.001745174468630418,0.002554431248602555,0.002544892475771011,0.07492533959092562,0.0002013931219062708,1.0624829529039336e-06,0.1419794317839084,0.12414757716676549,6.825859824505132e-06,0.00047781437204602156,2.304447957810415e-05,0.5654115115295137,5.612768193504505e-06,0.0005628807695050556,7.035387933366333e-08,3.611171126809108e-05,0.012883372945082183,0.1273545295809964,0.0022520273228390096,0.0001330661296166228,0.003759913215984576,0.0029898437405615416,0.0018486452275217773,0.00028296461153608156,3.9168556451766475e-07,1.312145081045866e-06,6.345926647264246e-06,1.6275226635960006e-06,2.3912797525420413e-05,4.032277107152351e-06,3.1685002425866995e-05,0.017316895543942883,5.061234343983309e-10,2.1465002045618915e-11,3.27211626374548e-10,5.851371116879103e-05,2.3808442806303934e-07,5.628745755711305e-06,0.0010774179727608727,2.4740833495640466e-07,3.557753015299842e-10,0.001235508538767832,4.1188461988356133e-07,6.054167988786303e-16,9.13252188563924e-10,1.6296985427281016e-07,2.5649647709828388e-09,1.3300601540063982e-08,1.0711041175689358e-10,9.642279971770684e-10,6.834671722110632e-09,8.74269171263966e-06,1.1560604636785226e-05,3.8322720289804774e-05,2.0474331854537954e-07,3.765801227540565e-10,4.928364487600547e-07,1.2355360952311547e-11,0.00047934934659379496,0.05444453695617392,7.946701600587357e-07,0.0015655410305045712,4.031010163010825e-08
2.920695047253564e-05,0.4641692350938018,3.76,0.0,0.10578722975454333,0.6700502210050114,0.11983854663819725,0.001759585362819525,0.002572507779662349,0.002570341065348957,0.07482435092565566,0.00020047788693787683,1.0526131111576797e-06,0.14261948028312432,0.12436489521901993,6.841073430940811e-06,0.00047461942774076747,2.308633685339742e-05,0.5670284902992091,5.611603075076127e-06,0.0005609462506728132,7.04933895688266e-08,3.616707231510262e-05,0.012871534965436117,0.12786705376560556,0.0022536836908849693,0.0001338600466939725,0.0036977882715703864,0.0029698625863558456,0.0018617163639199923,0.0002814957769195557,3.917348137613799e-07,1.312385400021262e-06,6.282058669498018e-06,1.612882535046798e-06,2.3783867505256106e-05,4.049095857046995e-06,3.181285672201572e-05,0.017218088880660884,5.013888711757613e-10,2.1262760681835476e-11,3.287814558666759e-10,5.801947656866183e-05,2.3764546527776624e-07,5.586928130201216e-06,0.0010642693345465598,2.456039041953696e-07,3.5506243978773866e-10,0.0012335947218383534,4.1553275483923204e-07,6.012284513358002e-16,9.052625836196281e-10,1.6216220083166491e-07,2.546706394899809e-09,1.3297879867839343e-08,1.0636055215110757e-10,9.55079118661486e-10,6.839219657698461e-09,8.726594536017542e-06,1.1588408387410513e-05,3.802509308436566e-05,2.0535173132549147e-07,3.759907782362548e-10,4.997310174577729e-07,1.2537510830575598e-11,0.0004756504876751306,0.05443710413332573,7.854032886045347e-07,0.0015487825832508184,4.0595689122589614e-08
2.9325997053643496e-05,0.46425601739218053,3.76,0.0,0.10473071057466272,0.6690107173360054,0.12031260835630198,0.0017743022065940604,0.0025909174100756773,0.002596291570460089,0.07472013505829564,0.0001995522064170426,1.0427275262038447e-06,0.14325953190505594,0.12458080618456346,6.856108623333336e-06,0.0004713903690146069,2.31307073370197e-05,0.5686423835972446,5.61042929548219e-06,0.0005590037325041895,7.06348274671676e-08,3.6221566900877754e-05,0.012859914012345028,0.12838025408276002,0.0022553439506290554,0.00013467230047394752,0.003635963053145889,0.00294954993884893,0.001874762836647004,0.0002800044739171125,3.917536485373769e-07,1.3125235538536941e-06,6.2180872415436906e-06,1.5981827112640408e-06,2.365413159159828e-05,4.065816991959003e-06,3.193990242582e-05,0.017118997720488215,4.966682943811581e-10,2.1061110405868123e-11,3.3038612827675186e-10,5.7526157157290326e-05,2.371947815461982e-07,5.5451382396497556e-06,0.0010511597633965201,2.4380097216621675e-07,3.543326855357098e-10,0.0012316810430861127,4.192462562059398e-07,5.970039882546344e-16,8.972994704778139e-10,1.61351199489073e-07,2.5284136146052856e-09,1.3294789308917889e-08,1.0560502038925241e-10,9.459039610352636e-10,6.843451137371848e-09,8.710066912172749e-06,1.161575484308311e-05,3.772532538743318e-05,2.0594980662714936e-07,3.7537251842608305e-10,5.067577971545643e-07,1.2721539089032392e-11,0.00047195129484089613,0.054426886588347774,7.761661906216836e-07,0.001532011144721905,4.088074298847067e-08
2.9445043634751354e-05,0.46434247695547315,3.76,0.0,0.10367785313582226,0.6679712280328116,0.12078769698284691,0.0017893342498636008,0.0026096695712930717,0.002622758436136835,0.0746126604864622,0.00019861595721151724,1.0328271321341195e-06,0.14389960395460477,0.12479532062555242,6.870961643117081e-06,0.00046812714481484104,2.317766629063864e-05,0.5702532579145501,5.609247303054495e-06,0.0005570531003360553,7.077822506258268e-08,3.627516982615742e-05,0.012848511441478732,0.12889415750805305,0.002257008532967071,0.00013550340077077082,0.0035744436922098503,0.00292890842009093,0.0018877836148304958,0.00027849063129209146,3.91741874223641e-07,1.312558872379874e-06,6.1540153913874374e-06,1.5834239294021802e-06,2.3523579519104618e-05,4.082439564136778e-06,3.2066131964213836e-05,0.017019609686172485,4.919614965324813e-10,2.0860042262717734e-11,3.3202662838696143e-10,5.7033732201010524e-05,2.3673233449851367e-07,5.503371877385104e-06,0.00103808890859617,2.419993645876388e-07,3.535859714744054e-10,0.001229767391683337,4.230269483192907e-07,5.927434350384575e-16,8.893631423132996e-10,1.6053668052996563e-07,2.5100854757672685e-09,1.3291321069073688e-08,1.0484379596271674e-10,9.36703030993011e-10,6.847365204007558e-09,8.693107291035443e-06,1.164264101887785e-05,3.742343136436755e-05,2.0653742376072626e-07,3.7472526935399875e-10,5.139210371342809e-07,1.2907460748062184e-11,0.00046825162749189074,0.05441386550077428,7.66958251356343e-07,0.0015152270934239284,4.1165240728303726e-08
2.956409021585921e-05,0.4644286162364309,3.76,0.0,0.10262861679281231,0.6669316915247393,0.12126384317546801,0.0018046911004774837,0.0026287740278282145,0.0026497566438957146,0.07450189453844744,0.0001976690133197198,1.0229128921007922e-06,0.14453971403646798,0.12500844925495905,6.885628424820168e-06,0.00046482970021085766,2.3227292016114634e-05,0.5718611806088267,5.608057452042004e-06,0.0005550942338384507,7.092362172003836e-08,3.6327854940654824e-05,0.012837328529836853,0.12940879169236416,0.0022586778665610653,0.00013635387464507,0.0035132362959071585,0.0029079406930123007,0.0019007776644243799,0.00027695417600104094,3.9169928718898904e-07,1.3124906556874628e-06,6.0898460679495765e-06,1.5686069016499225e-06,2.3392200595367217e-05,4.098962565770503e-06,3.219153727899585e-05,0.01691991213828251,4.872682689399671e-10,2.0659547243618752e-11,3.3370397636717836e-10,5.654218075914369e-05,2.3625807867284675e-07,5.4616247814738204e-06,0.0010250564247582831,2.4019890508646956e-07,3.528222257774445e-10,0.0012278536542904845,4.268767217632404e-07,5.884468140557365e-16,8.814538759707697e-10,1.5971847322230117e-07,2.4917209875369074e-09,1.3287466034698026e-08,1.0407685765189323e-10,9.274768300160733e-10,6.850960759663096e-09,8.675714009123902e-06,1.1669063717751737e-05,3.711942469872948e-05,2.0711445816656205e-07,3.7404894580640816e-10,5.212251632943682e-07,1.3095291095172304e-11,0.0004645513422700716,0.05439802132913041,7.577788604875797e-07,0.0014984307986861706,4.144915977463947e-08
2.9671232138856282e-05,0.4645058697868921,3.76,0.0,0.10168736645621752,0.6659960162818525,0.12169330483205036,0.0018187982187036571,0.0026462776007203847,0.0026745221615861797,0.07439936308379962,0.0001968075133887275,1.0139790588541487e-06,0.1451158604224302,0.12519908913555786,6.898665702007689e-06,0.0004618326932527407,2.327430272659099e-05,0.5733058437835102,5.606980079190674e-06,0.0005533241094289063,7.105622769321061e-08,3.637446440282583e-05,0.01282745270403097,0.1298726106728551,0.0022601846815923565,0.00013713631557120445,0.0034584213988425126,0.002888793065051386,0.0019124485986948456,0.0002755519706058371,3.916344377799547e-07,1.3123401334595077e-06,6.0320127034441934e-06,1.5552223507114208e-06,2.3273243415512145e-05,4.1137472486212635e-06,3.230369026519513e-05,0.016829909046722775,4.830557931872881e-10,2.047958425876963e-11,3.3524596741811525e-10,5.610051383803956e-05,2.3582111179014652e-07,5.424065299487958e-06,0.0010133597157865222,2.385793256312533e-07,3.521202295855522e-10,0.0012261311213465887,4.304021990379186e-07,5.845490333791608e-16,8.743588903139038e-10,1.5897879112500496e-07,2.475161011049336e-09,1.3283657993575535e-08,1.0338170803780312e-10,9.19152036484956e-10,6.853923417844796e-09,8.659687806627872e-06,1.1692445048790575e-05,3.684402330913752e-05,2.0762463464619768e-07,3.7341532227396477e-10,5.279231418693913e-07,1.3265983192395365e-11,0.0004612204365285294,0.05438133108553995,7.495413166732291e-07,0.0014833039638212837,4.170417342177233e-08
2.9778374061853353e-05,0.4645828677163315,3.76,0.0,0.10074898645566131,0.6650602048800709,0.12212367175931885,0.0018331840595614075,0.0026640823389561395,0.002699742381783163,0.07429411263055352,0.00019593715037456502,1.0050355630444814e-06,0.1456920653833394,0.12538862335726053,6.911545287267776e-06,0.00045880787520141334,2.3323601649330376e-05,0.5747482217956849,5.605896659628541e-06,0.0005515471167588286,7.119051729273448e-08,3.6420287961813595e-05,0.01281775657079042,0.13033706568717912,0.002261695999830271,0.0001379353003974326,0.0034038685449266385,0.0028693853997880728,0.001924096283550312,0.0002741313326133144,3.915442946839747e-07,1.3121045965373728e-06,5.9741047283854156e-06,1.5417916747699911e-06,2.31535990494643e-05,4.128449578520853e-06,3.2415162022849564e-05,0.0167396351914193,4.788539853691606e-10,2.0300071518315775e-11,3.368194584439717e-10,5.5659521762314584e-05,2.3537450271787135e-07,5.3865147361199925e-06,0.0010016935693154929,2.3696039985339474e-07,3.5140431695466515e-10,0.0012244083384933496,4.3398669289042316e-07,5.806220658527845e-16,8.672862148761011e-10,1.5823585626134756e-07,2.458569970106229e-09,1.3279521875484665e-08,1.0268189196695304e-10,9.108074978352723e-10,6.856626084765311e-09,8.643307517878903e-06,1.1715445529525501e-05,3.656693066168526e-05,2.0812603815153417e-07,3.727580040544877e-10,5.347424678375335e-07,1.3438245469437107e-11,0.0004578888033710655,0.05436232239583175,7.413259674977611e-07,0.0014681677623199828,4.195868342728082e-08
2.9885515984850424e-05,0.46465961184427146,3.76,0.0,0.0998134469721378,0.6641242094049421,0.12255496769767882,0.0018478564387929314,0.002682196108916528,0.0027254294374777074,0.07418611677971042,0.00019505782636869014,9.960831755216814e-07,0.14626834238963093,0.1255770600807781,6.924263657496096e-06,0.00045575519876872806,2.3375252995018953e-05,0.5761883656417607,5.604807230810772e-06,0.0005497631553574539,7.132651611969664e-08,3.646530440755351e-05,0.01280824086593184,0.13080217838866057,0.0022632121290242337,0.00013875125183289807,0.0033495821453696606,0.002849719726991961,0.0019357199574229753,0.0002726922051457263,3.91428688234506e-07,1.3117834629919182e-06,5.916124116258077e-06,1.5283153477535276e-06,2.3033258765671804e-05,4.143068671987209e-06,3.2525945481388485e-05,0.01664908078007817,4.746626906764117e-10,2.0121002336819652e-11,3.384252729882627e-10,5.521918881686388e-05,2.3491821153247417e-07,5.348969861755893e-06,0.0009900577470988866,2.3534199456110805e-07,3.5067442558924604e-10,0.0012226852175292523,4.376317282397195e-07,5.766659219880501e-16,8.602360165923027e-10,1.5748954179034023e-07,2.4419470613548552e-09,1.3275050319674292e-08,1.0197739041378424e-10,9.024435525175604e-10,6.8590676469309495e-09,8.626571681514771e-06,1.1738062325669037e-05,3.62881557160115e-05,2.0861856887454327e-07,3.720769092681295e-10,5.416867715076595e-07,1.3612089657035631e-11,0.00045455633229288874,0.05434097941208974,7.331323775593884e-07,0.0014530224479000328,4.2212673173267426e-08
2.998194371554779e-05,0.46472846607145857,3.76,0.0,0.09897386538415463,0.663281615672469,0.12294394834011507,0.0018613132545495902,0.0026987694304874206,0.0027489572936133665,0.07408655068424606,0.00019425869069410903,9.880190811599804e-07,0.14678706459265867,0.1257457216149761,6.93556924495129e-06,0.0004529839303443385,2.34238056397623e-05,0.5774826275440431,5.6038215744520405e-06,0.0005481515452802508,7.145040586046139e-08,3.65051110057031e-05,0.012799831547510332,0.13122136044334587,0.002264581011774203,0.00013950047441022243,0.003300955842231931,0.002831801726138115,0.001946160102807524,0.0002713811340301606,3.913027248573471e-07,1.311420756434311e-06,5.863881047862317e-06,1.5161480043204296e-06,2.292435003043683e-05,4.156153913871918e-06,3.262505589408583e-05,0.01656733368553301,4.708993855057541e-10,1.9960213760533302e-11,3.398988452164889e-10,5.4823439615230524e-05,2.344992364454106e-07,5.315181636634008e-06,0.0009796112415308804,2.3388576348551708e-07,3.5000551747204745e-10,0.0012211340451670476,4.4096532314924327e-07,5.730804541248279e-16,8.539101854578638e-10,1.56814863698913e-07,2.426958503098776e-09,1.3270732839648574e-08,1.0133931561036892e-10,8.948996733427387e-10,6.86104080317473e-09,8.611204161094483e-06,1.17580869014915e-05,3.6035827036946295e-05,2.090541752535717e-07,3.714435251305568e-10,5.480466131919372e-07,1.3769911811781471e-11,0.00045155629897643723,0.05431976137232655,7.257763935692319e-07,0.0014393840800428182,4.244080533923433e-08
3.0078371446245153e-05,0.4647971175432342,3.76,0.0,0.09813653858710525,0.6624387968182337,0.12333371904993938,0.0018750148208809914,0.002715605744861883,0.0027728828895438877,0.07398471825502229,0.0001934521417686488,9.799490261161287e-07,0.14730586633956072,0.12591350701244444,6.946738333121244e-06,0.0004501900194481625,2.347436824390026e-05,0.5787751596533075,5.602830930084773e-06,0.0005465341261151595,7.157572867323425e-08,3.654422955225836e-05,0.012791569343320376,0.13164110967284132,0.0022659542615672368,0.00014026411960354403,0.003252552135359499,0.002813677928171696,0.0019565796208407898,0.00027005499649249994,3.9115585790598514e-07,1.3109877636157534e-06,5.811582057965431e-06,1.50394438534711e-06,2.281486346044604e-05,4.169170247700676e-06,3.272359688531085e-05,0.016485343838230297,4.671443557188203e-10,1.9799774091863956e-11,3.4139992793971326e-10,5.442819979526913e-05,2.3407235236102226e-07,5.281392957349448e-06,0.0009691889435293021,2.3242974556992943e-07,3.493251834445467e-10,0.0012195824589917783,4.443504145840119e-07,5.694713660573319e-16,8.476027932342169e-10,1.5613725104911184e-07,2.4119428264903775e-09,1.3266131779166457e-08,1.0069741254333546e-10,8.873405636635034e-10,6.862800506836274e-09,8.595546213073015e-06,1.1777795915157628e-05,3.578214874852943e-05,2.0948243393033075e-07,3.707907454661983e-10,5.545135869908433e-07,1.392903380300711e-11,0.00044855541246754184,0.05429662695562639,7.184373718439209e-07,0.001425738713259486,4.2668490382577895e-08
3.0174799176942518e-05,0.46486556760845643,3.76,0.0,0.09730144471485591,0.6615957157333965,0.12372429811505413,0.0018889674374256266,0.00273271133374086,0.0027972159635383737,0.07388059840298615,0.00019263810429976326,9.718736259747582e-07,0.14782475787952046,0.1260804224908283,6.9577679117871315e-06,0.0004473734276696349,2.352699297639526e-05,0.5800660004733769,5.601835151744157e-06,0.0005449108152189087,7.170250369792803e-08,3.6582643003421026e-05,0.012783454626962837,0.13206144293476293,0.0022673320994645884,0.00014104252340427033,0.0032043742232216975,0.0027953498747538947,0.0019669779500763973,0.0002687137488529474,3.9098794717017273e-07,1.3104840047058654e-06,5.759228471868121e-06,1.4917048079388522e-06,2.2704792020792055e-05,4.182116904526405e-06,3.28215623004484e-05,0.016403103688162383,4.6339748656114535e-10,1.9639678374398012e-11,3.429291799806401e-10,5.4033457589933294e-05,2.3363752537322325e-07,5.247601381799834e-06,0.0009587906908185555,2.309738404299076e-07,3.486333710864566e-10,0.0012180303906926726,4.4778822133876714e-07,5.658386622742369e-16,8.413139379168521e-10,1.554566095763403e-07,2.3968993847838746e-09,1.3261241247849723e-08,1.0005166455457714e-10,8.797664477575584e-10,6.864345703448685e-09,8.579596596030763e-06,1.179718689531304e-05,3.552712669313532e-05,2.0990326522723277e-07,3.701184973623151e-10,5.610906414925488e-07,1.408946459624823e-11,0.0004455535880271384,0.054271563453818686,7.111150021344714e-07,0.0014120865258805003,4.289571605433193e-08
3.0271226907639883e-05,0.464933817623416,3.76,0.0,0.09646856186074289,0.6607523345797754,0.12411570414754561,0.001903177609277684,0.002750092663893935,0.0028219665576208145,0.07377416942417243,0.0001918165017868406,9.637935150982925e-07,0.14834374959920965,0.1262464743610802,6.968654799625275e-06,0.00044453411554203255,2.358173383521212e-05,0.5813551889446426,5.600834032423585e-06,0.0005432815267549802,7.183075371069891e-08,3.662033377778494e-05,0.01277548771254236,0.13248237744484748,0.0022687147454355616,0.00014183603114975945,0.003156425300734371,0.002776819128041927,0.0019773545268282093,0.0002673573467762441,3.907988466876325e-07,1.3099089805873753e-06,5.706821581021689e-06,1.4794295803853552e-06,2.259412845361724e-05,4.194993070051164e-06,3.291894562221575e-05,0.016320605548809267,4.5965866265203635e-10,1.9479921624319718e-11,3.4448727996782665e-10,5.363920113113592e-05,2.3319471998316811e-07,5.213804438750061e-06,0.0009484163252729226,2.295179465925417e-07,3.4793002567497826e-10,0.00121647777061625,4.5127999847589127e-07,5.62182346405998e-16,8.350437098667654e-10,1.5477284440323763e-07,2.3818275120417825e-09,1.325605517785102e-08,9.940205409853825e-11,8.721775434981529e-10,6.865675253637056e-09,8.563354010130462e-06,1.181625722696263e-05,3.527076649327609e-05,2.1031658705957622e-07,3.69426703168013e-10,5.677808288241202e-07,1.4251213293628481e-11,0.00044255073954689534,0.05424455777147334,7.038089766944317e-07,0.00139842769492795,4.312247005739025e-08
3.0367654638337248e-05,0.4650018689519878,3.76,0.0,0.09563786807789869,0.6599086147694548,0.12450795609062018,0.0019176520548114678,0.0027677563933226957,0.0028471450285554077,0.07366540898351026,0.00019098725651668625,9.55709347563206e-07,0.14886285202355018,0.1264116690317856,6.979395654241198e-06,0.0004416720426372242,2.3638646732766614e-05,0.5826427644522846,5.599827300648381e-06,0.0005416461715767366,7.196050025285444e-08,3.6657283737017556e-05,0.012767668850378389,0.1329039307865833,0.002270102418325701,0.00014264499779571762,0.0031087085602121965,0.0027580872711784592,0.0019877087850374716,0.00026598574529680446,3.9058840446855135e-07,1.3092621717054152e-06,5.65436264190945e-06,1.4671190017500455e-06,2.2482865272122144e-05,4.207797881323154e-06,3.301573994471545e-05,0.01623784159392653,4.559277679729265e-10,1.932049882989472e-11,3.4607492699040484e-10,5.32454184484903e-05,2.327438990614582e-07,5.179999627100037e-06,0.0009380656931965316,2.2806196147228922e-07,3.4721509009509177e-10,0.0012149245277287704,4.54827038596551e-07,5.585024213070701e-16,8.287921915167874e-10,1.54085860018854e-07,2.366726523087454e-09,1.3250567318073701e-08,9.874856284046383e-11,8.645740632851823e-10,6.866787927474014e-09,8.546817095752129e-06,1.1835004142665548e-05,3.5013073550490166e-05,2.107223148206029e-07,3.687152797705526e-10,5.74587308958899e-07,1.4414289136675886e-11,0.0004395467795259983,0.054215596414643456,6.965189903793748e-07,0.0013847623965139656,4.334874004364457e-08
3.0464082369034612e-05,0.46506972296579696,3.76,0.0,0.09480934137979924,0.6590645169437803,0.12490107322563794,0.0019323977138766882,0.0027857093776865946,0.0028727620593062366,0.07355429409807049,0.00019015028956845744,9.476217981350274e-07,0.14938207581638216,0.12657601301368923,6.989986971540306e-06,0.0004387871676655503,2.3697789538374956e-05,0.5839287668345227,5.598814616837533e-06,0.0005400046571041391,7.209176341363092e-08,3.66934741657322e-05,0.012759998222408517,0.1333261209211114,0.0022714953358204458,0.00014346978819636637,0.0030612271923359433,0.002739155908815231,0.0019980401561336416,0.0002645988988469492,3.9035646218939094e-07,1.308543037165446e-06,5.60185287686784e-06,1.4547733618367873e-06,2.237099475477731e-05,4.2205304232182656e-06,3.3111937946001366e-05,0.01615480385431295,4.522046858561227e-10,1.9161404951087697e-11,3.4769284129257486e-10,5.2852097468115164e-05,2.3228502380900942e-07,5.146184415190039e-06,0.000927738645615983,2.2660578134757072e-07,3.4648850477777686e-10,0.0012133705895775587,4.5843067318536344e-07,5.5479888914302595e-16,8.225594572157576e-10,1.5339556025837186e-07,2.351595712620352e-09,1.3244771228031561e-08,9.809117166150497e-11,8.569562138402106e-10,6.867682399572447e-09,8.529984432061118e-06,1.185342471329373e-05,3.4754053044150445e-05,2.1112036126046368e-07,3.679841384875292e-10,5.815133543410622e-07,1.4578701509139163e-11,0.00043654161904810524,0.05418466547920517,6.892447408107537e-07,0.0013710908062572276,4.357451361097916e-08
3.056051009973198e-05,0.46513738104437785,3.76,0.0,0.09398295974102903,0.6582200009516499,0.1252950751792941,0.0019474217563598421,0.0028039586769531165,0.002898828670988953,0.07344080111975872,0.00018930552083585195,9.395315632824429e-07,0.14990143178103862,0.1267395129244445,7.0004250657406775e-06,0.0004358794485823296,2.375922216853379e-05,0.5852132363908477,5.597795569475281e-06,0.0005383568871956224,7.222456429854008e-08,3.6728885750446186e-05,0.012752475937296701,0.13374896619743895,0.002272893714404125,0.00014431077739311085,0.0030139843871238576,0.002720026667673542,0.002008348068889024,0.00026319676128822245,3.9010285489026917e-07,1.3077510137231826e-06,5.549293475216344e-06,1.442392941419917e-06,2.2258508939272435e-05,4.233189724826503e-06,3.320753185948919e-05,0.01607148421453747,4.484892989741512e-10,1.9002634919127477e-11,3.4934176499792746e-10,5.245922601154369e-05,2.3181805371654773e-07,5.112356240133826e-06,0.0009174350385851154,2.251493013379658e-07,3.45750207655123e-10,0.0012118158822510311,4.6209227388927566e-07,5.510717514835363e-16,8.16345573147358e-10,1.5270184828340364e-07,2.3364343549246993e-09,1.3238660271352174e-08,9.742986062906123e-11,8.493241962460203e-10,6.8683572443568436e-09,8.512854535514657e-06,1.1871515838586695e-05,3.4493709930872786e-05,2.1151063635979492e-07,3.672331848588981e-10,5.885623545481131e-07,1.4744459939808947e-11,0.0004335351677585771,0.05415175063876562,6.819859285224502e-07,0.0013574130997201514,4.379977830012692e-08
3.065693783042934e-05,0.46520484457532113,3.76,0.0,0.09315870109828249,0.6573750258271849,0.1256899819309036,0.0019627315911125856,0.0028225115622880557,0.0029253562352982393,0.07332490571746662,0.00018845286904186818,9.314393622250572e-07,0.15042093086078764,0.12690217549357727,7.010706060504682e-06,0.00043294884270069476,2.382300668144145e-05,0.5864962138902359,5.596769671069794e-06,0.0005367027620152438,7.235892387409198e-08,3.676349855772352e-05,0.012745102025246938,0.1341724853629393,0.0022742977693143195,0.00014516835091039695,0.0029669833349097313,0.0027007011971401686,0.0020186319492675373,0.0002617792859457111,3.8982741065846114e-07,1.3068855146751245e-06,5.496685593498107e-06,1.4299780122920095e-06,2.2145399616132525e-05,4.245774755653838e-06,3.330251344398079e-05,0.015987874409627553,4.447814893299363e-10,1.8844183636126933e-11,3.5102246285810624e-10,5.206679179473125e-05,2.313429465229335e-07,5.078512507129736e-06,0.0009071547335019199,2.2369241538162247e-07,3.4500013409550404e-10,0.00121026033033758,4.658132538907442e-07,5.4732100940207085e-16,8.101505971513551e-10,1.520046265629035e-07,2.3212417034105495e-09,1.323222760912664e-08,9.676460900528872e-11,8.416782060640171e-10,6.868810930805131e-09,8.495425858337373e-06,1.1889274237289226e-05,3.4232048944641844e-05,2.1189304719807152e-07,3.664623183536252e-10,5.957378211541319e-07,1.491157410533321e-11,0.00043052733384200053,0.054116837132170505,6.74742257114504e-07,0.0013437294528667522,4.402452159140403e-08
3.075336556112671e-05,0.4652721149544233,3.76,0.0,0.09233654335161233,0.6565295497668228,0.12608581381976255,0.00197833487524623,0.0028413755231886354,0.002952356487418622,0.07320658285870249,0.00018759225175004593,9.233459380173827e-07,0.15094058413913403,0.12706400756766173,7.020825886374657e-06,0.00042999530681025875,2.388920734975352e-05,0.5877777405793233,5.595736353901003e-06,0.0005350421778940907,7.249486213848428e-08,3.6797292011495984e-05,0.012737876432495507,0.13459669757410989,0.0022757077144913212,0.00014604290505722216,0.0029202272273340093,0.0026811811698985123,0.0020288912202676905,0.00026034642564558047,3.8952995029449086e-07,1.3059459287454576e-06,5.444030355885038e-06,1.4175288373395921e-06,2.203165832223536e-05,4.258284421574441e-06,3.339687395196921e-05,0.015903966021753847,4.410811382478356e-10,1.86860459747422e-11,3.5273572302968173e-10,5.167478242716332e-05,2.3085965817228287e-07,5.044650588783799e-06,0.0008968975974386692,2.2223501621354522e-07,3.442382168338435e-10,0.0012087038568833908,4.6959506933745166e-07,5.435466635824564e-16,8.039745785416701e-10,1.5130379685476098e-07,2.306016990133343e-09,1.3225466193032147e-08,9.609539524548533e-11,8.340184333869487e-10,6.869041816978041e-09,8.477696786954397e-06,1.1906696436666568e-05,3.396907459677944e-05,2.1226749781613195e-07,3.6567143211205965e-10,6.030433928541527e-07,1.508005383301496e-11,0.00042751802400002885,0.054079909750618896,6.675134334313352e-07,0.0013300400425410078,4.4248730901319303e-08
