Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557)
7.990882568351012e-08,0.5927913401699378,3.76,0.0,0.8988119910462802,0.9975636612602312,1.7008914868161174e-06,1.3059818289582486e-05,0.00017035959751748113,1.1705578336274049e-05,5.483354019727306e-05,2.1434568384128014e-05,1.210267737146992e-08,9.888180346228595e-10,0.00010666749231198708,3.75528611017424e-15,9.291780109932357e-13,1.835773876455758e-05,0.001785589287301268,4.0544270464683726e-08,1.8416787745630147e-08,1.3918347173289066e-11,3.7361277577647016e-13,9.030336043444432e-08,3.633177783636134e-07,4.990862340583759e-07,2.7542851513028216e-09,4.633701508439921e-08,3.6246301925539126e-10,6.548286385287572e-14,1.267128563883727e-13,1.7385376272595387e-15,5.1989388157703466e-15,1.1914498769755643e-10,3.619441404411729e-12,8.813852643724503e-13,1.852618583616973e-14,2.248660288871153e-13,0.00016640230848406174,5.849243543495607e-10,7.921466122589593e-11,2.4581220972682585e-10,0.00013128318709756427,8.828979345565117e-13,3.9152330913998014e-08,1.5167539265510667e-10,3.7348145575100394e-09,6.211364154629041e-15,0.0021634376080919408,5.5531346488277635e-12,3.2740213954579065e-25,5.48048068642412e-15,5.842108104183642e-12,8.32234016610307e-17,8.204779937328727e-17,4.243835350753209e-17,1.1666075110218077e-15,7.016955667977585e-18,2.11951739485443e-11,1.4580741665867334e-14,5.0835915723663356e-11,3.584078310429224e-17,1.233901055137982e-18,1.004302108403418e-18,1.1209543411797639e-25,0.0014585539826708553,3.0636114055131813e-07,4.190249951033271e-11,1.1018140025469097e-07,7.81401769781548e-19,1.261213681734414e-18,1.459487740463564e-18,1.572290849801072e-19,3.6032851258007214e-24,6.999089161989282e-21
8.202887154094843e-08,0.5927968109533169,3.76,0.0,0.8987556420482757,0.997549995451884,1.8758092627272045e-06,1.4006471083280082e-05,0.00017756457356997703,1.2518011646562466e-05,5.881774588820851e-05,2.2009573734093406e-05,1.2758983761060749e-08,1.0931779693964348e-09,0.00011396618695142252,4.250103793962829e-15,1.1042759195934874e-12,1.9106262318748784e-05,0.0018371011545879033,4.257669212722326e-08,2.094476548200968e-08,1.5645476512031764e-11,4.3757265124127275e-13,9.590817160062852e-08,3.976871731387322e-07,5.366935062778171e-07,3.111681361021849e-09,5.194125206267235e-08,3.967909655475497e-10,7.288517128370776e-14,1.4505763227586058e-13,1.987257689953082e-15,5.939552746775084e-15,1.3164635822322612e-10,4.049479124871576e-12,1.002951493272829e-12,2.071032822830092e-14,2.4972258820470543e-13,0.0001777309922562466,6.09547671509207e-10,8.103420443211518e-11,2.5136018540252376e-10,0.000136113904596806,9.21319604966821e-13,4.205044675934541e-08,1.7743198491971703e-10,3.990992395866629e-09,6.5719023243638915e-15,0.0021634080629577297,6.385297880897802e-12,3.7491151232549495e-25,6.1897650782454555e-15,6.547080726628566e-12,9.48208516253483e-17,9.64987203248962e-17,4.811731824655502e-17,1.322021847618445e-15,7.901182321071056e-18,2.2220883238841078e-11,1.638723687435496e-14,5.7512232966465885e-11,3.9922047063336965e-17,1.4120812563626617e-18,1.1900538019606337e-18,1.3165192366621419e-25,0.001491328383028067,3.168233115841168e-07,4.811401223820058e-11,1.1904513649774006e-07,8.795724838295377e-19,1.508747288588116e-18,1.7305175032465845e-18,1.8588209476842893e-19,4.313071623194518e-24,8.559097976777802e-21
8.414891739838674e-08,0.592802308951455,3.76,0.0,0.8986988488209037,0.9975360199531086,2.063218379581547e-06,1.499182852132741e-05,0.00018483305950651028,1.3360397513046737e-05,6.296745205311614e-05,2.258483656904747e-05,1.3432821268608939e-08,1.2066930877094715e-09,0.00012152922673180612,4.799707176445474e-15,1.3067850281014966e-12,1.9856787757802065e-05,0.0018888714294773975,4.465167394747405e-08,2.3736793613804182e-08,1.752869179979219e-11,5.114236968735886e-13,1.0176938298355163e-07,4.343752799613074e-07,5.76246233630186e-07,3.503796730564696e-09,5.805601956513486e-08,4.3376211922084414e-10,8.098414341318942e-14,1.6559124292822427e-13,2.2652989185814e-15,6.768108783610111e-15,1.4506193570617567e-10,4.518444747707526e-12,1.1377358102421222e-12,2.3124334481824486e-14,2.770907609460399e-13,0.00018950406813918947,6.343717731677761e-10,8.283907337111357e-11,2.568613297508784e-10,0.00014094834844418882,9.607299010125014e-13,4.5075560426814514e-08,2.0676058038470368e-10,4.257303903443779e-09,6.9498154535385774e-15,0.0021633778456895403,7.314205010201839e-12,4.281015779697527e-25,6.968810033179969e-15,7.316010462800555e-12,1.0769246392728359e-16,1.1326015017237702e-16,5.4403145330069314e-17,1.4933024526688716e-15,8.881275958599706e-18,2.3272188975066215e-11,1.8388022808910153e-14,6.486000377741549e-11,4.4393254019331607e-17,1.6117305403113598e-18,1.4048471039416111e-18,1.5416649177261719e-25,0.0015238277246989495,3.2756317373732796e-07,5.5043588163383346e-11,1.284086527976962e-07,9.879578464872456e-19,1.7979771040633544e-18,2.0444486447572047e-18,2.19151744860914e-19,5.142843136871755e-24,1.042125943958478e-20
8.626896325582505e-08,0.5928078341788692,3.76,0.0,0.8986416085778328,0.9975217366150734,2.2636212964015127e-06,1.6016143514747277e-05,0.00019216109093355376,1.4232723548045279e-05,6.728405682513101e-05,2.31603489088369e-05,1.412419775551364e-08,1.3300345894857083e-09,0.0001293567950794997,5.409592399558402e-15,1.5401636864890472e-12,2.0608851372114734e-05,0.0019409007221642875,4.676876184027518e-08,2.6811593526329827e-08,1.957655535833957e-11,5.964994247443284e-13,1.0789961100189735e-07,4.7347244268081367e-07,6.177981561860259e-07,3.932803809806746e-09,6.471232764863252e-08,4.735253373615694e-10,8.983314250662207e-14,1.8852268865870452e-13,2.575362932343505e-15,7.692866977412653e-15,1.5942788249540606e-10,5.0287978121427635e-12,1.2867968415175433e-12,2.5790966691229605e-14,3.0721039572604364e-13,0.00020172418152604818,6.593827273471538e-10,8.462935935063983e-11,2.623160070013226e-10,0.00014578406250059656,1.0011701827945514e-12,4.822875712015935e-08,2.4004430258066843e-10,4.5338102418162615e-09,7.345833937568114e-15,0.002163346960302256,8.347787401314583e-12,4.875157333758697e-25,7.822267280917144e-15,8.152746418531186e-12,1.2194133645537897e-16,1.3265942176032595e-16,6.134544411703369e-17,1.6815686564694758e-15,9.966826441789732e-18,2.4349922130161657e-11,2.060246284971181e-14,7.292583746436058e-11,4.928516093765789e-17,1.8349009231171166e-18,1.6524627934595812e-18,1.8002254249498898e-25,0.001556054143939739,3.3859840145332187e-07,6.275007263220177e-11,1.3828931934554727e-07,1.1074335381803e-18,2.1348095870829427e-18,2.406995188092707e-18,2.5769531723485867e-19,6.109656798267069e-24,1.2635796996147602e-20
8.838900911326336e-08,0.5928133866365345,3.76,0.0,0.8985839187774153,0.9975071472926891,2.477523605734551e-06,1.7079643755106348e-05,0.0001995448342541105,1.5134956432740316e-05,7.176886777675271e-05,2.373610259953077e-05,1.483312032089562e-08,1.4639114892076768e-09,0.00013744894628562966,6.085806445139636e-15,1.8082060723884098e-12,2.136201648013565e-05,0.0019931894864804955,4.892750766369753e-08,3.0188529490765535e-08,2.179774206400252e-11,6.942780100257609e-13,1.1431223797663321e-07,5.150695792376078e-07,6.614027346656696e-07,4.4009242435975756e-09,7.194206053802489e-08,5.162335997359948e-10,9.948853625569404e-14,2.1407636800768391e-13,2.9203217955795696e-15,8.7226275786709e-15,1.747803538056972e-10,5.583089596662505e-12,1.451248560451359e-12,2.873500462202443e-14,3.4034095273457644e-13,0.00021439373007961247,6.845670809366906e-10,8.640515350391454e-11,2.677245783154346e-10,0.00015061873707115662,1.04268448732145e-12,5.1511033807504233e-08,2.776950120365463e-10,4.820566799184041e-09,7.760709777621898e-15,0.002163315410818969,9.494336146922613e-12,5.537374589307656e-25,8.75494045387737e-15,9.0612423566422e-12,1.3767600359332414e-16,1.550620720554926e-16,6.899675529483987e-17,1.8879816246446715e-15,1.1168338231010922e-17,2.5454990870771714e-11,2.3051740095372478e-14,8.175805372771013e-11,5.463036652546837e-17,2.083781824581701e-18,1.937080870044095e-18,2.096449749566064e-25,0.001588009758353637,3.4994725130722246e-07,7.129500763517513e-11,1.4870478863051738e-07,1.2389342103406478e-18,2.5258286854553367e-18,2.8244966890491624e-18,3.022517189779376e-19,7.232533632996326e-24,1.5259948767545863e-20
9.050905497070167e-08,0.5928189663126804,3.76,0.0,0.8985257771110738,0.9974922538440887,2.705433712924618e-06,1.818253242284075e-05,0.00020698058288311133,1.606704286028931e-05,7.642310484589688e-05,2.431208932198511e-05,1.5559595300507413e-08,1.6090717029426223e-09,0.00014580561322931449,6.8349991900180935e-15,2.1150653538192786e-12,2.211587198377056e-05,0.002045738029124318,5.112746913237752e-08,3.3887597590761103e-08,2.4201028073122992e-11,8.063931825936026e-13,1.2102143580924543e-07,5.592581350808416e-07,7.071131162132005e-07,4.910425966917261e-09,7.97779631924269e-08,5.620439358007074e-10,1.1000978569390743e-13,2.4249292135558003e-13,3.303222440127406e-15,9.866746457751213e-15,1.911554769448394e-10,6.183964385210291e-12,1.6322618513170077e-12,3.198337392261911e-14,3.767625634621732e-13,0.00022751487536067073,7.099118447583782e-10,8.816654677660713e-11,2.7308740181737354e-10,0.000155450201037163,1.0853195437679736e-12,5.492330333990828e-08,3.201544675072756e-10,5.117623461000644e-09,8.195216695099434e-15,0.002163283201269797,1.0762501523319112e-11,6.273925147293004e-25,9.771783304661734e-15,1.0045554744902438e-11,1.550105891203742e-16,1.8087503420849099e-16,7.74126648315666e-17,2.113744320389382e-15,1.2497303143085924e-17,2.6588381244256785e-11,2.5758997381401118e-14,9.140668118837883e-11,6.046337645205843e-17,2.3607041796587344e-18,2.26331276691091e-18,2.435037169206667e-25,0.0016196966671139525,3.616285602187382e-07,8.074263372752971e-11,1.5967299208336318e-07,1.3834560013769585e-18,2.9783540815352264e-18,3.303971635541341e-18,3.5364999410476185e-19,8.532628115091267e-24,1.835875921760796e-20
9.262910082813998e-08,0.5928245731835673,3.76,0.0,0.8984671814922501,0.9974770581301254,2.9478625244345395e-06,1.9324988879621343e-05,0.0002144647535658287,1.7028910447968407e-05,8.124790317980635e-05,2.488830060013597e-05,1.6303628265807934e-08,1.7663031146478414e-09,0.00015442661468465397,7.664479056765811e-15,2.465277790946205e-12,2.2870030999831323e-05,0.0020985465183968105,5.3368209730672354e-08,3.7929413903407024e-08,2.6795279803228547e-11,9.346454955664481e-13,1.280421894066184e-07,6.061300388442291e-07,7.549821023436237e-07,5.46362035246627e-09,8.825362746666513e-08,6.111173498992738e-10,1.2145953249187421e-13,2.740301087319833e-13,3.727290870891468e-15,1.1135149856385852e-14,2.085893329122084e-10,6.8341607004735876e-12,1.8310661214072844e-12,3.556527748300141e-14,4.1677710634636373e-13,0.00024108955389896955,7.354044790888116e-10,8.991362991435823e-11,2.784048326239407e-10,0.00016027641440606688,1.1291247873759252e-12,5.846639838060094e-08,3.6789548292447484e-10,5.425024867650989e-09,8.650150202146135e-15,0.002163250335690988,1.2161291848060623e-11,7.091512255525748e-25,1.0877897825544081e-14,1.1109840753591442e-11,1.7406496370388031e-16,2.1054996352391626e-16,8.665191937638957e-17,2.3601014549572764e-15,1.3966276523289016e-17,2.7751157824959426e-11,2.8749483528215704e-14,1.0192345550094538e-10,6.6820669001795e-17,2.668144380365579e-18,2.6362352478984195e-18,2.8211746329771153e-25,0.001651116951183244,3.736617433928097e-07,9.115988825380699e-11,1.7121213639780328e-07,1.5420590641164352e-18,3.500502524361801e-18,3.853173952765292e-18,4.1281852348584645e-19,1.0033406744677745e-23,2.2005937497948736e-20
9.474914668557829e-08,0.5928302072142094,3.76,0.0,0.8984081300458817,0.997461562013884,3.2053231450274384e-06,2.0507169345077436e-05,0.0002219938827967573,1.802046861918003e-05,8.6244315898852e-05,2.5464727809028863e-05,1.7065224023198644e-08,1.9364346212876208e-09,0.000163311662232597,8.582272377699548e-15,2.8637877827609585e-12,2.36241295638137e-05,0.0021516149924703364,5.564929862574717e-08,4.2335202001605326e-08,2.9589443187252145e-11,1.0810139588839144e-12,1.353903198202574e-07,6.557776601713801e-07,8.050621189638727e-07,6.0628593207371145e-09,9.740347791197659e-08,6.63618744876171e-10,1.3390368565800057e-13,3.08963722939061e-13,4.195936149187101e-15,1.2538348444663437e-14,2.2711794021176125e-10,7.536512500210453e-12,2.048950965544888e-12,3.951232978161832e-14,4.607092969755255e-13,0.00025511948773316293,7.61032879624846e-10,9.164649345082837e-11,2.836772228742845e-10,0.0001650954612583768,1.1741523720124964e-12,6.214107515217612e-08,4.2142307872547623e-10,5.7428106597911e-09,9.126327636808628e-15,0.0021632168181237913,1.3700071763989811e-11,7.997308576152281e-25,1.207853227927604e-14,1.2258356208545332e-11,1.949649073911275e-16,2.4458669445271853e-16,9.67765428835031e-17,2.6283394287299128e-15,1.5588956825668017e-17,2.894446431969609e-11,3.205070579360895e-14,1.1336181714091557e-10,7.374076115390672e-17,3.008728040603307e-18,3.0614260128024477e-18,3.2605762436377376e-25,0.001682272673528564,3.8606679200524226e-07,1.0261640005987077e-10,1.8334069955642915e-07,1.7158701025930864e-18,4.101252274996496e-18,4.480652688076225e-18,4.807949491606131e-19,1.1760835731865302e-23,2.628478588190267e-20
9.68691925430166e-08,0.5928358683590645,3.76,0.0,0.8983486210983852,0.9974457673602108,3.4783305836060685e-06,2.1729207558214185e-05,0.00022956462333630816,1.9041609456187407e-05,9.141331678233603e-05,2.6041362182593128e-05,1.784438661341817e-08,2.1203371563582504e-09,0.00017246036679887753,9.597186585013138e-15,3.3159738627417446e-12,2.4377825402386367e-05,0.0022049433672140174,5.797031058069991e-08,4.7126779843402e-08,3.2592533216593905e-11,1.2476680249419828e-12,1.4308250706862316e-07,7.082937695818837e-07,8.574051883688126e-07,6.710532422268905e-09,1.0726275725843467e-07,7.197168443307387e-10,1.4741150767559622e-13,3.475885391088061e-13,4.712754149096812e-15,1.4087450661906249e-14,2.4677724071908926e-10,8.293950332791665e-12,2.2872678869586626e-12,4.3858694053122313e-14,5.089077914479964e-13,0.0002696061944461939,7.867853638794379e-10,9.336522769625338e-11,2.8890492175924504e-10,0.00016990554307023788,1.220457181409639e-12,6.594801700861554e-08,4.812756262742196e-10,6.071015711962518e-09,9.624588169648032e-15,0.0021631826526132864,1.53885599755128e-11,8.9989809004797e-25,1.3379079150287599e-14,1.3495453505353936e-11,2.1784227749675518e-16,2.8353682530564633e-16,1.0785195422957221e-16,2.9197862650665782e-15,1.7380268586788422e-17,3.016952413253481e-11,3.5692588489098354e-14,1.2577690894957788e-10,8.126427508199507e-17,3.3852335775470123e-18,3.545001032860462e-18,3.7595248818748865e-25,0.00171316587933289,3.988642706489726e-07,1.1518448089449914e-10,1.9607742658674488e-07,1.906084916173532e-18,4.790510683889397e-18,5.195814945363453e-18,5.587368597177301e-19,1.3743577850021104e-23,3.128920172713478e-20
9.898923840045491e-08,0.5928415565626847,3.76,0.0,0.8982886531681182,0.9974296760352568,3.7674014675006245e-06,2.2991215423874598e-05,0.00023717374082258711,2.009220852446254e-05,9.675580287847412e-05,2.661819482116929e-05,1.8641119311092096e-08,2.318924691508173e-09,0.0001818722448389298,1.0718877336466158e-14,3.8276756454329375e-12,2.5130796770937116e-05,0.0022585314436005853,6.033082586782399e-08,5.2326546112785134e-08,3.5813623785815224e-11,1.4369799121107707e-12,1.511363126122971e-07,7.637715002703194e-07,9.120629031134275e-07,7.409063901489935e-09,1.1786751162011297e-07,7.795841137259887e-10,1.6205570011430293e-13,3.902193018079773e-13,5.281531082718873e-15,1.5794175323212908e-14,2.6760308744522357e-10,9.109502448272191e-12,2.5474320783364037e-12,4.864122210086703e-14,5.61746301450757e-13,0.00028455099672236486,8.126506579938656e-10,9.506992272648613e-11,2.940882755503537e-10,0.00017470497239073317,1.2680968391093687e-12,6.988783783943726e-08,5.480259841330407e-10,6.40967035509073e-09,1.0145792775374473e-14,0.0021631478432075266,1.7236826459630504e-11,1.0104715838555381e-24,1.4785073024966274e-14,1.482557949017994e-11,2.42835182275388e-16,3.2800742691177053e-16,1.1994708561152016e-16,3.235811538941721e-15,1.9356448767860212e-17,3.1427640889044995e-11,3.9707637701485256e-14,1.3922557351218568e-10,8.943400506518388e-17,3.800595604298424e-18,4.0936536349846346e-18,4.324916014423004e-25,0.0017437985962028388,4.120753145562149e-07,1.2893911368939998e-10,2.0944132507227985e-07,2.1139709491773896e-18,5.579184910466759e-18,6.0089921339608016e-18,6.479332737095162e-19,1.6013198481781658e-23,3.712475639010632e-20
9.999999999999998e-08,0.5928472717603311,3.76,0.0,0.8982599006545013,0.997421900374605,3.91102544078009e-06,2.3606993202112887e-05,0.00024081409205405858,2.060342650779348e-05,9.936422265553858e-05,2.6893275049975056e-05,1.902715883315821e-08,2.4190504293544714e-09,0.00018645197264053235,1.1294284753919088e-14,4.094408181373202e-12,2.548944282109982e-05,0.002284171649195839,6.147002054083264e-08,5.49559571579959e-08,3.742871733871395e-11,1.5359568651688204e-12,1.551087109427848e-07,7.912910290319716e-07,9.389514496327546e-07,7.760715127764118e-09,1.2319658536030065e-07,8.095046017532382e-10,1.6945958292261047e-13,4.120510976364388e-13,5.572144007143258e-15,1.6666931473348442e-14,2.779531612188012e-10,9.519691598342082e-12,2.6795877981408896e-12,5.108632568660164e-14,5.886864431088777e-13,0.00029183774327983344,8.250188364256165e-10,9.587774382999666e-11,2.965440011027311e-10,0.00017698895387234525,1.2912970676074878e-12,7.181314220080801e-08,5.82453876883763e-10,6.5748150328561805e-09,1.0402617199002002e-14,0.0021631310218391156,1.8177275492984345e-11,1.0671040724921667e-24,1.5494165202994058e-14,1.5493800753443777e-11,2.555373991551117e-16,3.5134411863123147e-16,1.260935338027676e-16,3.395541992444238e-15,2.0368771209276367e-17,3.203950212137995e-11,4.1763374257235104e-14,1.460182149285709e-10,9.356952989278929e-17,4.013197164344548e-18,4.3802413840808025e-18,4.620033409011343e-25,0.001758312057585907,4.18525740187796e-07,1.3593699855198787e-10,2.1603912632019918e-07,2.2196914411273697e-18,5.993633435680579e-18,6.434442264693631e-18,6.948315046527498e-19,1.7206218879912432e-23,4.0233422039705636e-20
1.0110928425789322e-07,0.5928472717603311,3.76,0.0,0.898228224956295,0.9974132899060367,4.073053765007871e-06,2.429328364457691e-05,0.0002448181104756982,2.1172125669482104e-05,0.00010227259704060275,2.7195216698797374e-05,1.945542462443478e-08,2.5331552160226453e-09,0.0001915467241889946,1.1957919685084609e-14,4.405221725050716e-12,2.588274135268114e-05,0.00231237891471728,6.273043018210075e-08,5.795746607205605e-08,3.92618378483437e-11,1.6515372516213318e-12,1.5957020145326396e-07,8.223043117387508e-07,9.69086401669101e-07,8.160909750830175e-09,1.2925457546043763e-07,8.433966805487468e-10,1.77912488760116e-13,4.371917508330559e-13,5.90624679143844e-15,1.7670863477109006e-14,2.896312340520109e-10,9.986295861658272e-12,2.83092426668628e-12,5.3899596577660323e-14,6.196247196465768e-13,0.0002999550314503974,8.386178839533805e-10,9.67606683725064e-11,2.992276276285133e-10,0.00017949216685465694,1.3171317171343362e-12,7.39610853135767e-08,6.222826250315143e-10,6.758800588432018e-09,1.0690824172128072e-14,0.002163112393956633,1.9255289172140823e-11,1.1323246513400934e-24,1.6302188408812284e-14,1.625327331219931e-11,2.7008816074816993e-16,3.7866487122252214e-16,1.3313450152087224e-16,3.577826302066174e-15,2.153513643492843e-17,3.272019892028634e-11,4.413111205196306e-14,1.537663504330279e-10,9.82949848028371e-17,4.2579081294041846e-18,4.714695352141543e-18,4.964303726640432e-25,0.00177417283437276,4.25721626610356e-07,1.439579378884528e-10,2.2345166044164848e-07,2.3408698444198346e-18,6.4792557901945735e-18,6.9315095954984316e-18,7.498169587438567e-19,1.8604380870446843e-23,4.3909854533740585e-20
1.0322933011533153e-07,0.5928530138785574,3.76,0.0,0.8981673353383348,0.9973966108400031,4.395806515995684e-06,2.563548233804013e-05,0.0002524947138921691,2.2281205786756907e-05,0.00010796445039153463,2.7772418670273564e-05,2.0287304295100395e-08,2.764031694022107e-09,0.00020148314960102983,1.332588339987798e-14,5.05545852625258e-12,2.6633375216066243e-05,0.0023664853724016115,6.516871455500334e-08,6.404305698163842e-08,4.2946337889686577e-11,1.894156042969084e-12,1.6840356383115892e-07,8.839859551711858e-07,1.0285263457782631e-06,8.968554763089247e-09,1.4146155635172173e-07,9.113342536998236e-10,1.9506170831450455e-13,4.888636868601833e-13,6.591077801495134e-15,1.9730489503051937e-14,3.1289732598444347e-10,1.0927557365426324e-11,3.1392926254457013e-12,5.967647555820409e-14,6.829702539831887e-13,0.00031581925839485847,8.646765471941398e-10,9.84375542103824e-11,3.043233185123558e-10,0.00018426564351310746,1.3676249434070032e-12,7.816824397055028e-08,7.046907524616683e-10,7.118428281488332e-09,1.126058673754085e-14,0.002163076308911705,2.1454710270228244e-11,1.2663880291259577e-24,1.793623748750407e-14,1.7783164252206128e-11,2.9975236902848285e-16,4.362387756578502e-16,1.4749051808413714e-16,3.9472830058973434e-15,2.393546574139984e-17,3.404866370687109e-11,4.900119941583057e-14,1.6945947355966376e-10,1.0789455512463634e-16,4.760427559658378e-18,5.4160985559907116e-18,5.685949018787711e-25,0.0018042905869052838,4.398254741601701e-07,1.6032123198842879e-10,2.381279510564256e-07,2.5881999993730114e-18,7.503854849130043e-18,7.97575967018274e-18,8.659776244577013e-19,2.1555150584026813e-23,5.1776977271472484e-20
1.0534937597276984e-07,0.5928587828357592,3.76,0.0,0.8981059833556211,0.9973796407046331,4.736179570393492e-06,2.7017861640700086e-05,0.0002602006359271907,2.3419279565851796e-05,0.00011383204471791374,2.8349791477982074e-05,2.1136759298180312e-08,3.012602999288699e-09,0.00021168078797794164,1.48354125418595e-14,5.785780106021438e-12,2.738243182744071e-05,0.0024208503135214865,6.76452752686885e-08,7.06073731396019e-08,4.687631672274514e-11,2.1678939025959567e-12,1.7765673649080745e-07,9.489104404639769e-07,1.0904328994264402e-06,9.83450958944533e-09,1.5452681956012774e-07,9.835800422787101e-10,2.1358688671864084e-13,5.456160781286923e-13,7.340400142903626e-15,2.1986671440614632e-14,3.3743689309218355e-10,1.1936614488695083e-11,3.4741547570699188e-12,6.601763922559749e-14,7.522385695529702e-13,0.0003321444684569561,8.908165245897659e-10,1.0010066955166774e-10,3.093756858862811e-10,0.00018902401346534826,1.419642407945219e-12,8.250973816603606e-08,7.959334059038184e-10,7.488571366377567e-09,1.1856006398587214e-14,0.0021630395921239647,2.3846191874318943e-11,1.413652757736726e-24,1.9693167838381933e-14,1.9419969531561488e-11,3.3198577347405495e-16,5.015260587880446e-16,1.6309532255006063e-16,4.345675423721622e-15,2.657816217141721e-17,3.541458228349111e-11,5.435919951585146e-14,1.8636686819997634e-10,1.1828243208716313e-16,5.311575503470266e-18,6.206540886366816e-18,6.498870403627444e-25,0.0018341538298884178,4.544096856479044e-07,1.781118934553122e-10,2.5348996311715556e-07,2.857459123870899e-18,8.667344460255307e-18,9.155278261641416e-18,9.981760280174468e-19,2.490710917391576e-23,6.087401258634831e-20
1.0746942183020815e-07,0.592864578542697,3.76,0.0,0.89804416820765,0.9973623813670321,5.094693334389867e-06,2.8440452297518136e-05,0.00026793306166238243,2.4586164209144822e-05,0.00011987599479640665,2.8927325758509197e-05,2.200378984234394e-08,3.2799648276939616e-09,0.00022213883332502013,1.6500309396085417e-14,6.604158904102702e-12,2.8129661116103537e-05,0.002475473145918409,7.015971377064519e-08,7.767499059056947e-08,5.106098860830859e-11,2.4760635900938727e-12,1.8735102349668384e-07,1.0171720048292485e-06,1.154855709353486e-06,1.0761307810028071e-08,1.6848947248534915e-07,1.0603206739170646e-09,2.335753291639351e-13,6.078542093390558e-13,8.15879193137938e-15,2.4453680544961164e-14,3.6328534361704794e-10,1.3016896400700767e-11,3.8371997491276045e-12,7.297213849166378e-14,8.279149366347442e-13,0.0003489312915449082,9.170280528060472e-10,1.0175010343421828e-10,3.1438506462819563e-10,0.000193765976776017,1.4732527678567126e-12,8.698593487860864e-08,8.967325537476671e-10,7.86924402112848e-09,1.2478030493110935e-14,0.0021630022476440054,2.644117139223523e-11,1.5751731707372975e-24,2.1579060098494945e-14,2.1168492105405068e-11,3.669533509751149e-16,5.753951027058387e-16,1.8003309270487403e-16,4.774538572825407e-15,2.948564199586145e-17,3.681958360436295e-11,6.024971229049742e-14,2.0455214836913827e-10,1.2951077544709073e-16,5.914941372900094e-18,7.095451490314269e-18,7.412896840910516e-25,0.0018637645226292647,4.694976470621206e-07,1.9741541618033498e-10,2.695577054057444e-07,3.150226798474947e-18,9.98540112940428e-18,1.0484824956489029e-17,1.1483590310914796e-18,2.870567698650328e-23,7.136567644366262e-20
1.0958946768764646e-07,0.5928704009029889,3.76,0.0,0.8979818892445534,0.9973448346935458,5.471868524159691e-06,2.990326623838275e-05,0.0002756892734568238,2.578166412606493e-05,0.00012609685065354494,2.950501204904619e-05,2.2888395370120284e-08,3.5672605872549307e-09,0.00023285641143282228,1.8335622856912887e-14,7.519177437959435e-12,2.8874828588970574e-05,0.0025303531940317203,7.271163658886477e-08,8.527099155111916e-08,5.550958070226261e-11,2.8222467957356305e-12,1.9750871657120032e-07,1.0888650828915871e-06,1.221843887028434e-06,1.1751503023529588e-08,1.833893489824896e-07,1.1417461128057273e-09,2.5511820185504133e-13,6.760088739472177e-13,9.051035713633225e-15,2.7146450065876264e-14,3.904779594287977e-10,1.4171934756458305e-11,4.230190306725052e-12,8.059244536885718e-14,9.105153835565836e-13,0.00036618020407332374,9.43301717012489e-10,1.0338594461341387e-10,3.193517868369541e-10,0.0001984903176624064,1.5285274511543393e-12,9.159714638413088e-08,1.0078501730312804e-09,8.260456844351682e-09,1.3127627611140219e-14,0.002162964279520849,2.925141642762381e-11,1.752069996627063e-24,2.360012559497058e-14,2.303361844380552e-11,4.048272966663173e-16,6.587900172267529e-16,1.9839211600354626e-16,5.2354486376101275e-15,3.2682114886294763e-17,3.8265378870094725e-11,6.672083192703725e-14,2.2408061409727072e-10,1.4163425750005152e-16,6.574284783193763e-18,8.093059081692186e-18,8.438723042413186e-25,0.0018931246078444418,4.85113298225568e-07,2.1831986563359767e-10,2.8635142388148886e-07,3.468167032810337e-18,1.1475101892376434e-17,1.1980466752033693e-17,1.3186756475274324e-18,3.300034507691749e-23,8.343502798968763e-20
