Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557)
0.0,0.5926024728072341,3.76,0.0,0.9006764679585667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.669051441198871e-23,0.5926024728072341,3.76,0.0,0.9006764679585667,0.9999999999999996,1.6925961720368918e-53,4.90008254853277e-38,1.1022766822704606e-31,3.305333673550329e-26,2.0020898806851358e-22,1.5064097293051095e-20,1.1948554740069889e-38,1.4838567725660798e-54,3.925314942935544e-49,4.2863991658558826e-63,6.251258190513626e-76,4.2187903793588225e-24,1.2057784164350784e-18,4.68493268889061e-38,3.613431807191843e-41,3.410258136711287e-43,2.414690646375187e-61,8.431666570546182e-38,4.88462165335843e-38,2.7377448273075316e-37,8.745803997214223e-54,7.525001373282868e-44,1.5080542075811183e-40,7.827060217626348e-59,1.4177582180059066e-59,4.718745679146414e-62,2.6649926571249627e-60,6.048182150710512e-47,9.312154707578406e-58,5.512211678409247e-48,4.134121056330706e-60,2.0741821541580758e-58,1.5064097293161057e-20,3.6708842501980314e-40,4.502471717846931e-39,3.2295814793058964e-38,2.6585724810124255e-34,3.423097037976441e-41,3.3944568227387776e-38,9.27400648805483e-44,3.2234108854148133e-38,4.2962879268498765e-43,4.271967833947426e-16,1.6995470124377423e-56,8.913486716336724e-84,8.318772540577999e-65,1.3500367726810426e-57,3.5498812923470702e-65,9.677322479891227e-74,1.0765739180682752e-66,1.9681346870584815e-75,6.422879617629715e-91,2.449195844244621e-42,5.196819233193516e-74,1.6326024880764767e-57,1.8498348341644992e-62,2.5610368708388395e-77,3.5447290008974467e-84,4.9451712329083064e-86,1.2057784164350783e-18,2.0020898806851358e-22,1.0644805919038657e-43,4.218790379358829e-24,4.901303205454676e-78,4.728748176837764e-82,5.199440248329521e-105,4.3844194785825143e-94,2.290198216268705e-100,1.4199596157185727e-98
1.5873344035356838e-22,0.592602472807234,3.76,0.0,0.9006764679585667,0.9999999999999988,2.009450175443615e-52,2.959649859316058e-37,3.0949891349040013e-31,9.254934285978766e-26,5.60585166591838e-22,4.2179472420543047e-20,7.216927063002214e-38,1.7616347603904527e-53,4.660133900253062e-48,5.088813089703581e-62,1.9647359938288823e-74,1.1812613062204677e-23,3.3761795660182205e-18,2.8296993440899272e-37,2.182512811543872e-40,2.0597959145736026e-42,3.0996390313093024e-60,5.0927266086098924e-37,2.9503114786286656e-37,1.6535978756937486e-36,1.03830185054921e-52,4.545100830428468e-43,9.10864741378996e-40,9.292285890366007e-58,2.1424693147171653e-58,5.60209487028245e-61,3.163879282538728e-59,3.6531020246720474e-46,1.407181221536969e-56,3.3293758538003317e-47,6.2470147664047815e-59,3.134095897723417e-57,4.217947242085094e-20,2.2172140871198392e-39,2.7194929175793646e-38,1.950667213500463e-37,1.605777778531502e-33,2.067550610937447e-40,2.0502519209342054e-37,5.601499918785598e-43,1.9469401747903707e-37,2.5949579078168157e-42,1.1961509935050062e-15,2.0177022131660593e-55,2.513692789794883e-82,9.876046762096512e-64,2.040175570862741e-56,4.2144190703218975e-64,1.1488999831897828e-72,1.2781085557793974e-65,5.53969014589279e-74,3.324327326295997e-89,1.4793142899264577e-41,1.4654332767336886e-72,2.4622281002126678e-56,2.1961239151210396e-61,5.732829010374623e-76,7.929416985851681e-83,1.394452312277027e-84,3.376179566018219e-18,5.60585166591838e-22,6.429462775099793e-43,1.181261306220472e-23,1.0964019218473882e-76,1.0643536699322509e-80,3.1651212019168123e-103,2.6672563284669803e-92,9.507681770544026e-99,5.894915146372656e-97
3.6281929223672775e-22,0.5926024728072341,3.76,0.0,0.9006764679585667,0.9999999999999972,1.9728900981305783e-51,1.4249440051167264e-36,7.114871738357932e-31,2.1154135510986997e-25,1.281337523638487e-21,9.641022267552687e-20,3.4746397184123202e-37,1.729583454103029e-52,4.575347097485615e-47,4.996226867719995e-61,4.382740091196155e-73,2.70002584278963e-23,7.716981865184506e-18,1.3623784259293859e-36,1.0507859695313861e-39,9.917030661556195e-42,3.145307397639316e-59,2.4519286387148253e-36,1.4204479767968905e-36,7.961361957810282e-36,1.0194109139150945e-51,2.1882704007714936e-42,4.385421635645897e-39,9.12322138966528e-57,2.3047545756944706e-57,5.500169963612514e-60,3.106315441144764e-58,1.7588113777297365e-45,1.5137566975229813e-55,1.602951156141951e-46,6.720091975886389e-58,3.3713768378025155e-56,9.641022267623063e-20,1.0674931399579293e-38,1.3093187755496131e-37,9.391622941817062e-37,7.73112877478408e-33,9.954366186430637e-40,9.871080440524109e-37,2.696881086727051e-42,9.373678854783616e-37,1.249360529127178e-41,2.73405941372444e-15,1.9809919976970558e-54,5.467790282383506e-81,9.696361279146982e-63,2.194727780593868e-55,4.137741634504124e-63,1.128014121696793e-71,1.2548545596572593e-64,1.204180353981507e-72,1.451473421194606e-87,7.122261515103955e-41,3.187513557710998e-71,2.6470449055451033e-55,2.156167482704965e-60,1.1330545219096754e-74,1.5667191743015308e-81,3.0331121016712132e-83,7.716981865184497e-18,1.281337523638487e-21,3.0955095612570915e-42,2.7000258427896506e-23,2.1663054380447984e-75,2.1087762270088035e-79,1.4350651544437655e-101,1.2041270041824412e-90,3.7717911071515724e-97,2.3385709643115254e-95
7.709909960030464e-22,0.5926024728072341,3.76,0.0,0.9006764679585667,0.9999999999999941,1.7449989495323322e-50,6.223104836671716e-36,1.5292467738013181e-30,4.495253796160891e-25,2.722842237731785e-21,2.048717231854942e-19,1.5174664519888718e-36,1.5297969782447377e-51,4.046842693568712e-46,4.4191060840273737e-60,8.208041334441591e-72,5.737554915927918e-23,1.6398586463517072e-17,5.949864514891037e-36,4.589058395133623e-39,4.331027833623098e-41,2.8225226319706728e-58,1.0708216544593595e-35,6.203469499767882e-36,3.476935930680544e-35,9.016574088963869e-51,9.556751758622475e-42,1.9152288436280243e-38,8.069386001964075e-56,2.118460676805163e-56,4.864838045371638e-59,2.747500829789356e-57,7.68119141644886e-45,1.3913942686867035e-54,7.000508832199855e-46,6.176863779345692e-57,3.098825221009731e-55,2.0487172318698967e-19,4.6620229977550305e-38,5.718139081662765e-37,4.101568478713853e-36,3.376387050885724e-32,4.347333238225065e-39,4.310960164877981e-36,1.1777988239836865e-41,4.093731824474064e-36,5.456285667091428e-41,5.809876254158936e-15,1.7521649879417607e-53,1.0136331760578844e-79,8.576321750607884e-62,2.0173329486634442e-54,3.6597856174586016e-62,9.977464190839538e-71,1.1099046481468957e-63,2.2317405956774272e-71,5.4033858053399555e-86,3.1104787222326198e-40,5.90902203554129e-70,2.432471330814597e-54,1.9071057206360778e-59,2.0164911766977687e-73,2.7878930611911537e-80,5.622785587125469e-82,1.6398586463517035e-17,2.722842237731785e-21,1.3518903517185745e-41,5.737554915928008e-23,3.854824781745236e-74,3.7571881493205555e-78,5.464990728373966e-100,4.5465544550030715e-89,1.3478718458330743e-95,8.357021565440213e-94
1.587334403535684e-21,0.5926024728072341,3.76,0.0,0.9006764679585667,0.999999999999988,1.4667767611650588e-49,2.598023767263663e-35,3.219898290831322e-30,9.254934286527455e-25,5.605851665918381e-21,4.2179472420542765e-19,6.335123723185018e-36,1.2858865373974256e-50,3.401615124508644e-45,3.7145249347378756e-59,1.4177082812353414e-70,1.1812613062204346e-22,3.3761795660182207e-17,2.483951311649767e-35,1.9158415441730988e-38,1.8081188640841114e-40,2.3885714332287853e-57,4.470469615703537e-35,2.589826400613046e-35,1.4515523074384345e-34,7.578973811114444e-50,3.989755741157312e-41,7.995703408595129e-38,6.782805151631543e-55,1.8123854773924397e-55,4.089189505615333e-58,2.3094399967816244e-56,3.206746252526118e-44,1.190363682335584e-53,2.9225746324483326e-45,5.284414683106581e-56,2.651090786993022e-54,4.2179472420850634e-19,1.9463028294581734e-37,2.3872105047998912e-36,1.7123241003238151e-35,1.409575129432738e-31,1.814926049530595e-38,1.7997410074158602e-35,4.917078239973153e-41,1.7090524514444596e-35,2.2778918588086805e-40,1.1961509935010442e-14,1.4728002482242113e-52,1.742174147567687e-78,7.208915205293311e-61,1.725870809737824e-53,3.0762703303900116e-61,8.387176012738952e-70,9.32941735060598e-63,3.835325905076359e-70,1.8615352779870325e-84,1.2985636366562545e-39,1.0156030193731787e-68,2.080794278442672e-53,1.6030372699401476e-58,3.401335957367073e-72,4.702189134735011e-79,9.664060330213376e-81,3.376179566018207e-17,5.605851665918381e-21,5.643876098280253e-41,1.1812613062204724e-22,6.501725427448233e-73,6.3408993842686946e-77,1.9282214859571326e-98,1.5774109491629152e-87,4.557006114300156e-94,2.8254168590900384e-92
3.220021218600959e-21,0.592602472807234,3.76,0.0,0.9006764679585667,0.9999999999999757,1.2025522077370136e-48,1.0613774803691367e-34,6.821730593287136e-30,1.877429526822931e-24,1.1371870522291573e-20,8.556407262452894e-19,2.588104750918067e-35,1.0542474733506978e-49,2.788849596001405e-44,3.0453919636365194e-58,2.3555223962005174e-69,2.3962729354756606e-22,6.848821405351249e-17,1.0147751601444318e-34,7.826837831649684e-38,7.386755534440314e-40,1.9646905053800173e-56,1.8263327058465432e-34,1.058028588606087e-34,5.9300648057410476e-34,6.213700632655785e-49,1.629945408478607e-40,3.266505735789038e-37,5.560953463133968e-54,1.4985144877941964e-54,3.352564615125387e-57,1.893418439848813e-55,1.3100605109716483e-43,9.842143793076526e-53,1.1939670988597197e-44,4.369247521719992e-55,2.191965532573574e-53,8.556407262515345e-19,7.95128212132584e-37,9.752533839703563e-36,6.99540266740043e-35,5.75857433677173e-31,7.414565108100273e-38,7.352529256323073e-35,2.0087869013441044e-40,6.98203691422295e-35,9.30593150101359e-40,2.4264777296643504e-14,1.2074906263351634e-51,2.887524082779851e-77,5.910304248882652e-60,1.426983360560056e-52,2.5221122777542507e-60,6.877159972473985e-69,7.648820028618662e-62,6.356406015498757e-69,6.177736560274266e-83,5.305056166787289e-39,1.6832821682742615e-67,1.720348614918668e-52,1.314266805338602e-57,5.586889601430292e-71,7.723359773657334e-78,1.601741522623177e-79,6.84882140535119e-17,1.1371870522291573e-20,2.305707541292481e-40,2.3962729354758153e-22,1.0679103538042532e-71,1.0418061820109933e-75,6.635888593416834e-97,5.253437056347308e-86,1.4987061984561452e-92,9.29221873690941e-91
6.485394848731509e-21,0.592602472807234,3.76,0.0,0.9006764679585666,0.999999999999951,9.738579561205869e-48,4.290257475422764e-34,1.4907512271781906e-29,3.7813017235507924e-24,2.2903908235037956e-20,1.7233327303249921e-18,1.0461533205558448e-34,8.537569371309764e-49,2.2584827086502057e-43,2.4662373692626576e-57,3.840079208169983e-68,4.826296193985878e-22,1.3794105084017304e-16,4.10188344589255e-34,3.1637329919230925e-37,2.985844691079812e-39,1.59360850330142e-55,7.382328802508218e-34,4.276720719371424e-34,2.397027008059324e-33,5.0320158733820535e-48,6.588499992931132e-40,1.3203738453392591e-36,4.503404291900729e-53,1.218566749448768e-53,2.714993746432974e-56,1.5333393427771635e-54,5.295474314883495e-43,8.00346260704904e-52,4.826205914466443e-44,3.5529960692823604e-54,1.7824669627244452e-52,1.7233327303375689e-18,3.214035363514512e-36,3.942130107599674e-35,2.8276536050142694e-34,2.327707818605119e-30,2.997085765374758e-37,2.9720098822336203e-34,8.119837832648423e-40,2.822250953885933e-34,3.761606301727942e-39,4.887131201962983e-14,9.778572155114575e-51,4.701582999663538e-76,4.786317646941843e-59,1.1603991700674034e-51,2.0424719134722867e-59,5.570673212651872e-68,6.194212808612623e-61,1.0349469941428791e-67,2.012922311840862e-81,2.144388523299644e-38,2.740784428690742e-66,1.398922399771716e-51,1.0643273336461186e-56,9.0567377554531e-70,1.251989901547586e-76,2.608016405639948e-78,1.379410508401707e-16,2.2903908235037956e-20,9.320038532843795e-40,4.826296193986502e-22,1.73112870289775e-70,1.6890634635242942e-74,2.3058205971524363e-95,1.7148093529016728e-84,4.861762715384192e-91,3.0143708383309905e-89
1.3016142108992608e-20,0.5926024728072342,3.76,0.0,0.9006764679585665,0.9999999999999019,7.838456068513925e-47,1.7250936617195934e-33,3.4607543923103364e-29,7.589046118556479e-24,4.596798366053072e-20,3.458716738484315e-18,4.206536490460346e-34,6.871778581779305e-48,1.8178233674762212e-42,1.9850423925704155e-56,6.201724771803478e-67,9.68634271100537e-22,2.7684672441349405e-16,1.6493492928544934e-33,1.2721231214490263e-36,1.2005950180605522e-38,1.283693828328886e-54,2.9684019428267785e-33,1.7196505915650395e-33,9.638340174328189e-33,4.050204150367809e-47,2.6492069068833833e-39,5.309165159957839e-36,3.624731561440574e-52,9.828180916727638e-53,2.185263166242187e-55,1.234164900574214e-53,2.12928714790232e-42,6.455080441027962e-51,1.940596173358835e-43,2.8656186725063895e-53,1.4376229843098138e-51,3.4587167385095505e-18,1.2923494838371632e-35,1.5851131781404677e-34,1.136987078091995e-33,9.359610762300652e-30,1.2051150045822568e-36,1.1950321022711221e-33,3.264951080182127e-39,1.134814695839846e-33,1.5125253497589624e-38,9.80843814644833e-14,7.870645586933081e-50,7.588372780377958e-75,3.8524448927250494e-58,9.359039690061305e-51,1.643959088243059e-58,4.485969050947053e-67,4.985641417718154e-60,1.6703855765319783e-66,6.4995990809313485e-80,8.62249193962981e-38,4.4236337680113825e-65,1.1282670661125285e-50,8.56663232527786e-56,1.4585716493428248e-68,2.0162911398121504e-75,4.209345459042214e-77,2.7684672441348463e-16,4.596798366053071e-20,3.747546503054741e-39,9.686342711007876e-22,2.787929408291981e-69,2.7203858705820247e-73,8.355317367591178e-94,5.541967513843076e-83,1.5664012933209997e-89,9.711939179622688e-88
2.6077636629514807e-20,0.5926024728072341,3.76,0.0,0.9006764679585662,0.9999999999998034,6.2898673468745915e-46,6.918397151215462e-33,8.812148040306885e-29,1.5204534914767693e-23,9.209613451151621e-20,6.92948475480263e-18,1.6870092746174466e-33,5.514169542379999e-47,1.4586887698820204e-41,1.5928715064117802e-55,9.969080730484297e-66,1.940643574504057e-21,5.54658071560136e-16,6.614628353846892e-33,5.101782687982587e-36,4.814923001664153e-38,1.0304907936551575e-53,1.1904619440952412e-32,6.896568004756321e-33,3.865405495205681e-32,3.250033757694907e-46,1.0624504880135442e-38,2.129212687358702e-35,2.9086188004360526e-51,7.894528843750169e-52,1.7535360678345674e-54,9.903396077189534e-53,8.5393955443934e-42,5.185070816109279e-50,7.782658620667133e-43,2.3018202088994383e-52,1.154776485429602e-50,6.929484754853169e-18,5.182899447693652e-35,6.357012803481652e-34,4.5598267129533144e-33,3.7536225345042746e-29,4.8330501691312925e-36,4.7926132212730264e-33,1.3093914116739397e-38,4.551114488539247e-33,6.06590314586761e-38,1.9651052034971352e-13,6.315697407481785e-49,1.2194310435500194e-73,3.09134448853847e-57,7.51768964546855e-50,1.3191736373780662e-57,3.603248976970026e-66,4.0006633573243065e-59,2.6842463877412015e-65,2.0892372356404705e-78,3.458004919031952e-37,7.108658040073559e-64,9.062796697401834e-50,6.874182933762243e-55,2.3413401009123848e-67,3.2365938207457824e-74,6.764302329090282e-76,5.546580715600983e-16,9.20961345115162e-20,1.502933760852498e-38,1.940643574505063e-21,4.475244133534768e-68,4.3669830453097323e-72,3.267917707747554e-92,1.782213698322039e-81,5.029577904921909e-88,3.1184189467289397e-86
5.220062567055921e-20,0.5926024728072342,3.76,0.0,0.9006764679585656,0.9999999999996065,5.039547979006401e-45,2.7709674778571073e-32,2.5160484607224853e-28,3.0435512531989506e-23,1.8435243621348717e-19,1.387102078743794e-17,6.756836492121846e-33,4.418045792587971e-46,1.1687260852125208e-40,1.2762355605401561e-54,1.598768338136275e-64,3.884662181309587e-21,1.1102807658534193e-15,2.649301513367508e-32,2.0433741509128273e-35,1.9284806511639563e-37,8.258095118140675e-53,4.7680571929092434e-32,2.7622244327170164e-32,1.5481783828825486e-31,2.603981952014651e-45,4.2553439021105256e-38,8.527956663841785e-35,2.3304345205098155e-50,6.328441796035859e-51,1.404962721409888e-53,7.934768242934141e-52,3.420213732112198e-41,4.156475708017668e-49,3.1171228715783636e-42,1.845193586774343e-51,9.256960952458643e-50,1.3871020787539018e-17,2.075863165132894e-34,2.5461209216177834e-33,1.8263090780895027e-32,1.503406892918707e-28,1.935740973152433e-35,1.919545102287351e-32,5.24439539615208e-38,1.8228196440827976e-32,2.4295252164973345e-37,3.933627981022672e-13,5.060243458812256e-48,1.9553324735047057e-72,2.476837557953369e-56,6.026358754164251e-49,1.0569442073009056e-56,2.892658698192463e-65,3.205399235450988e-58,4.304119065864695e-64,6.700580743344989e-77,1.3850056540922472e-36,1.1398584527697924e-62,7.26493015174047e-49,5.507711498163536e-54,3.7522567598440444e-66,5.186989372995805e-73,1.0846417119834573e-74,1.1102807658532689e-15,1.8435243621348707e-19,6.019574304389641e-38,3.8846621813136166e-21,7.172059592487011e-67,6.9986886736241105e-71,1.4210592006429464e-90,5.71717984474729e-80,1.612205869475875e-86,9.995934896798279e-85
1.0444660375264801e-19,0.5926024728072343,3.76,0.0,0.9006764679585645,0.9999999999992129,4.0347026456949047e-44,1.1091091265712914e-31,8.04393548247272e-28,6.089746786563067e-23,3.6886503961742884e-19,2.775409285270328e-17,2.7044954792573185e-32,3.5371229950543044e-45,9.356915036619197e-40,1.0217644542312076e-53,2.5610055775364533e-63,7.772699394914604e-21,2.2215261544399832e-15,1.0604110332467062e-31,8.178821790371845e-35,7.718948370245828e-37,6.6121487714053046e-52,1.9084654687287839e-31,1.105609629584377e-31,6.196748200834321e-31,2.0847688940466857e-44,1.7032467257834482e-37,3.4134051151840443e-34,1.865764620364362e-49,5.067885941471686e-50,1.1248244545903896e-52,6.352639273099171e-51,1.3689779384231583e-40,3.328551482993255e-48,1.2476615024053029e-41,1.477651299796919e-50,7.413075726236072e-49,2.7754092852905182e-17,8.308862516534515e-34,1.019111906871701e-32,7.309995810564147e-32,6.017545563104187e-28,7.748008578514691e-35,7.683182888023031e-32,2.0991248874395983e-37,7.296028981058397e-32,9.724432390388426e-37,7.870673535357472e-13,4.0512716114834683e-47,3.1319300753619284e-71,1.9829762765205463e-55,4.825974595340314e-48,8.46198038273499e-56,2.3249723116961702e-64,2.5662686760275335e-57,6.894058893203232e-63,2.1465922323414215e-75,5.543632050804047e-36,1.8257543162707467e-61,5.817826985265711e-48,4.409518123901332e-53,6.0085057856745555e-65,8.305941150620707e-72,1.7373115598839828e-73,2.2215261544393813e-15,3.688650396174285e-19,2.409398468180664e-37,7.772699394930734e-21,1.1484639856396356e-65,1.120712384020352e-69,6.941488951048111e-89,1.831756233353322e-78,5.163449040192017e-85,3.2014211974990786e-83
