Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390)
6.266477178491124e-10,0.2367529129551634,3.76,0.0,0.7140545311958144,0.9981770946407084,1.0994286570168196e-13,5.919521258767472e-11,4.121762856764677e-08,6.966047297967862e-11,2.418372535227111e-09,2.1975943842313012e-07,1.5020969190802465e-12,1.7956109121493685e-15,2.746388635829582e-10,5.178384048932101e-24,4.1939243747003273e-23,2.991106169101582e-10,1.4668590392921694e-05,6.253983084647101e-12,4.131340669947604e-15,3.3607691984441e-17,8.609765571796542e-22,1.4132799067725412e-11,1.1795439270906498e-11,3.467849909502188e-11,1.812231644867559e-14,1.680340038109521e-14,1.4061085286720102e-14,1.9419789202447416e-20,2.034271777342234e-20,2.329396552052926e-23,1.1441114899369321e-21,2.3235450464891824e-16,3.595848894664867e-18,1.471934249939305e-19,4.538347192011366e-21,2.159810972090494e-19,2.1987977454822797e-07,2.7591690759824056e-13,9.702584879810028e-13,2.2130100779900884e-12,4.115112645866057e-08,3.4117153916927403e-15,1.5028080523686345e-11,3.499022754717808e-17,3.0319596581831235e-12,3.2888153689185914e-17,0.0018226440751167574,2.6339628148461437e-17,8.409109554163381e-32,1.0668102055345218e-22,1.8930390387638785e-18,1.1749579308593925e-23,5.435559210665156e-26,1.0064697097440204e-24,1.1298812757106321e-22,4.4624183766373813e-26,5.7590515088762535e-15,3.864321348150355e-22,7.410855101306789e-18,2.2974305126544453e-23,1.5674444460838213e-25,2.9348944448948843e-31,1.3851109543679237e-34,1.4627088471588786e-05,2.2559259971394296e-09,1.6900634476352354e-17,3.982751676808654e-11,3.960614567341453e-27,1.0334801581751275e-29
6.395054865188195e-10,0.23675292597482275,3.76,0.0,0.7140542256601567,0.9981753158015242,1.1875719567242778e-13,6.270736747084774e-11,4.292001602029143e-08,7.359257873685995e-11,2.4748454257638217e-09,2.2426742347834354e-07,1.5643646832027578e-12,1.9088527424070065e-15,2.918109670885495e-10,5.630446171073885e-24,4.624644940540981e-23,3.1587354015233e-10,1.4969562016990287e-05,6.512901911575651e-12,4.310855037398182e-15,3.4967537094284686e-17,9.407256689926386e-22,1.4718281631726088e-11,1.2316190023317304e-11,3.611500585604135e-11,1.911841904249664e-14,1.785841256263719e-14,1.4645238119709464e-14,2.0641202326922506e-20,2.162327172842112e-20,2.492482568839236e-23,1.2154859380230982e-21,2.4687389482191223e-16,3.823365168820823e-18,1.5651745890853594e-19,4.830084602003271e-21,2.295249820785552e-19,2.243967659489817e-07,2.892210948927941e-13,1.0008914494081325e-12,2.272561440310552e-12,4.284947112979902e-08,3.50476251437461e-15,1.563522143766863e-11,3.686972489225763e-17,3.1259999955379057e-12,3.3711290744886814e-17,0.0018244166856984684,2.7722581867550202e-17,9.009484747246525e-32,1.1567997962549282e-22,2.0119027084985954e-18,1.2691306821341707e-23,5.983079703304295e-26,1.089777916070333e-24,1.2239881458798506e-22,4.93298691000239e-26,6.041314498129593e-15,4.1907580203794144e-22,7.898885266757957e-18,2.4455593438180477e-23,1.694717192913172e-25,3.323008171110977e-31,1.5025042135663614e-34,1.4926340897744145e-05,2.3022132270319703e-09,1.77843632800416e-17,4.065224441066387e-11,4.2953834145426445e-27,1.1445509161697246e-29
6.523632551885265e-10,0.23675293899450436,3.76,0.0,0.7140539201241951,0.9981736940397876,1.280892988975981e-13,6.635507853974802e-11,4.465660142827044e-08,7.766818973586976e-11,2.5317346385892123e-09,2.2877542658341725e-07,1.6278971786340362e-12,2.0267703957880037e-15,3.096819372763828e-10,6.114628201360864e-24,5.090013992151269e-23,3.332641904400157e-10,1.5270533536559372e-05,6.777059590138483e-12,4.49469294617231e-15,3.6353271275286417e-17,1.026363241885624e-21,1.5315633442475616e-11,1.2848902961811993e-11,3.7580634425259154e-11,2.0145650545308398e-14,1.8956675017645516e-14,1.5241328952374016e-14,2.191284060413592e-20,2.2956590999324993e-20,2.6640427520646555e-23,1.2897529130029719e-21,2.6198280948311763e-16,4.06034368372231e-18,1.6623087539668926e-19,5.1343299598971815e-21,2.436225034410224e-19,2.289142133750144e-07,3.0287709552852395e-13,1.031720551774729e-12,2.3322018826010527e-12,4.4581855265883766e-08,3.59808256886546e-15,1.6253766139452433e-11,3.881357188540945e-17,3.2205839510923278e-12,3.4534877306534384e-17,0.0018260321839111086,2.914412428076468e-17,9.638448712355625e-32,1.2523220987299624e-22,2.1356393066633512e-18,1.3686633595810127e-23,6.574575120552023e-26,1.1780524137875441e-24,1.3237987906747969e-22,5.442172875070663e-26,6.330744222554934e-15,4.537427314305037e-22,8.40877625152493e-18,2.59985856820715e-23,1.8293786060944283e-25,3.7535052906569227e-31,1.6272138161950177e-34,1.5225558362410115e-05,2.3485004398157825e-09,1.869683076643245e-17,4.1477430711932754e-11,4.650920469373999e-27,1.2653129044792025e-29
6.652210238582335e-10,0.23675295201420893,3.76,0.0,0.7140536145879173,0.998172215430203,1.3795896618716662e-13,7.01408840641982e-11,4.6427370042637225e-08,8.188982231170973e-11,2.589048452978662e-09,2.332834484603468e-07,1.6926944255759452e-12,2.1494591536971538e-15,3.282655524370203e-10,6.632697520076668e-24,5.592081068632412e-23,3.5129369696082585e-10,1.5571504954278404e-05,7.04645537485398e-12,4.6828952696609954e-15,3.776484877565657e-17,1.1182152382215138e-21,1.592485371953692e-11,1.3393602078310182e-11,3.907538351173717e-11,2.1204209760308962e-14,2.0099056409240196e-14,1.584936072705329e-14,2.3235720442668578e-20,2.4343751563410197e-20,2.8443940960950756e-23,1.3669689412688413e-21,2.7769274667259015e-16,4.306981896907592e-18,1.763419392980877e-19,5.451366723811014e-21,2.5828466777569293e-19,2.3343212849320503e-07,3.1688628118340186e-13,1.062738087731219e-12,2.391924142135628e-12,4.634826118925562e-08,3.691667357364395e-15,1.6883680446834135e-11,4.082281614209667e-17,3.315689048825019e-12,3.5358876619314997e-17,0.0018275044950506474,3.060427214966895e-17,1.0296695077855175e-31,1.3535953882607054e-22,2.264346689123234e-18,1.4737387104269665e-23,7.212767724455356e-26,1.271477357374863e-24,1.4295340647311208e-22,5.992273886067964e-26,6.62734642782133e-15,4.905145957729048e-22,8.941077896732707e-18,2.7604504255371153e-23,1.9716900613170285e-25,4.230080614247343e-31,1.7595384316677004e-34,1.552474086949969e-05,2.394787635949902e-09,1.9638439251581554e-17,4.230308483142782e-11,5.028065563996934e-27,1.396431885671702e-29
6.780787925279406e-10,0.23675296503393692,3.76,0.0,0.714053309051312,0.9981708672817129,1.4838635542548685e-13,7.406732120261916e-11,4.823230710927501e-08,8.625999137492296e-11,2.6467951446612002e-09,2.3779148977105217e-07,1.7587564444164035e-12,2.277014317340058e-15,3.475755831597788e-10,7.186488166626002e-24,6.132975279977969e-23,3.6997313543609667e-10,1.587247627284312e-05,7.321088519038607e-12,4.875503688629177e-15,3.92022251014158e-17,1.2166195445716412e-21,1.6545941679646504e-11,1.3950310433168342e-11,4.059925185351299e-11,2.2294287918091383e-14,2.1286425448999316e-14,1.6469336386454556e-14,2.4610858511156917e-20,2.5785830108755843e-20,3.033862229628641e-23,1.4471905267576955e-21,2.940151918584473e-16,4.563477515644817e-18,1.8685893350941493e-19,5.7814795773186675e-21,2.735224767062204e-19,2.3795052295365393e-07,3.312499629709263e-13,1.0939366476651589e-12,2.4517215050270444e-12,4.814867122107202e-08,3.785509362025723e-15,1.7524930315383104e-11,4.289850573661059e-17,3.411293772859799e-12,3.61832557959268e-17,0.0018288463101756762,3.210303107922346e-17,1.098491807292653e-31,1.460841912608573e-22,2.3981227162350223e-18,1.5845414688205416e-23,7.900504242312031e-26,1.3702396192037055e-24,1.5414186742856937e-22,6.585673864247864e-26,6.9311262372116845e-15,5.294746641520014e-22,9.496344355264664e-18,2.92745718161576e-23,2.1219161772333946e-25,4.7566733501416e-31,1.8997827741088296e-34,1.5823888422933942e-05,2.441074815893388e-09,2.060958960155905e-17,4.312921592492741e-11,5.4276750327422804e-27,1.5386079702139483e-29
6.909365611976476e-10,0.23675297805368892,3.76,0.0,0.7140530035143676,0.9981696380281029,1.5939199141084287e-13,7.813692600136854e-11,5.0071397869326057e-08,9.07812104109734e-11,2.704982985818293e-09,2.4229955112269966e-07,1.8260832557132897e-12,2.4095312067217715e-15,3.676257923739155e-10,7.777902041375402e-24,6.714906864511147e-23,3.893135283431694e-10,1.617344749499537e-05,7.600958274857709e-12,5.07256069092594e-15,4.066535701150669e-17,1.3219261716691254e-21,1.717889653683549e-11,1.4519050195803528e-11,4.2152238217871176e-11,2.3416068970124513e-14,2.2519650901347385e-14,1.710125887367506e-14,2.6039271738329235e-20,2.728390404064287e-20,3.2327815606019247e-23,1.5304741532786078e-21,3.1096161801327835e-16,4.830028495163802e-18,1.9779015901388902e-19,6.124954427454855e-21,2.8934692700462337e-19,2.4246940839478045e-07,3.4596939378287123e-13,1.1253091081998356e-12,2.5115877647148558e-12,4.9983067681652295e-08,3.879601688231098e-15,1.8177481838096962e-11,4.504168921269269e-17,3.507377526928006e-12,3.7007985406182226e-17,0.0018300691955009244,3.364039606734805e-17,1.1703812512840371e-31,1.5742878815468372e-22,2.5370652533431996e-18,1.701258318089882e-23,8.640759752306373e-26,1.4745287621416861e-24,1.6596811624311248e-22,7.224844402707685e-26,7.242088203538452e-15,5.707078008202672e-22,1.0075134089731184e-17,3.1010011371924227e-23,2.280324762987867e-25,5.337478378163692e-31,2.0482576068719518e-34,1.6123001026641684e-05,2.487361980105329e-09,2.161068124314002e-17,4.3955833144454397e-11,5.85062170382218e-27,1.6925768236971836e-29
7.037943298673546e-10,0.23675299107346556,3.76,0.0,0.7140526979770724,0.9981685171283051,1.7099676569491234e-13,8.235223339418772e-11,5.194462755962315e-08,9.545599147974265e-11,2.7636202450827203e-09,2.4680763307255236e-07,1.8946748801797755e-12,2.547105159684447e-15,3.884299353868108e-10,8.40891010262461e-24,7.340168749892846e-23,4.093258451368852e-10,1.647441862352284e-05,7.886063893377494e-12,5.2741095712054095e-15,4.215420251294295e-17,1.4344974531412791e-21,1.782371750255319e-11,1.509984268361444e-11,4.3734341401621034e-11,2.4569729870916037e-14,2.3799601587961035e-14,1.7745131132224305e-14,2.752197731304393e-20,2.883905148797689e-20,3.441495419683208e-23,1.6168762868329664e-21,3.285434856907096e-16,5.106833036912563e-18,2.091439349110489e-19,6.482078402722892e-21,3.0576901059525024e-19,2.469887964479499e-07,3.6104577054160373e-13,1.1568486211379726e-12,2.5715171835975367e-12,5.1851432890830266e-08,3.973938012598457e-15,1.8841301245075186e-11,4.7253415594203467e-17,3.603920595549426e-12,3.783303911030576e-17,0.0018311836920955078,3.521635203082024e-17,1.2454073786361649e-31,1.6941634563952664e-22,2.6812721712779203e-18,1.8240778540259484e-23,9.43664162796058e-26,1.5845370124124166e-24,1.7845538946502926e-22,7.912346119824003e-26,7.560236356728661e-15,6.143004640559707e-22,1.0678009870462183e-17,3.281204635678638e-23,2.447186766848133e-25,5.9769578301752344e-31,2.2052797470946582e-34,1.6422078684559122e-05,2.5336491290448507e-09,2.2642112174472666e-17,4.4782945638277266e-11,6.297794891048985e-27,1.8591108955646708e-29
7.166520985370617e-10,0.2367530040932675,3.76,0.0,0.714052392439415,0.9981674949755349,1.832219364221564e-13,8.671577720175047e-11,5.3851981413119894e-08,1.0028684521513526e-10,2.822715187537559e-09,2.5131573613239087e-07,1.9645313386709593e-12,2.6898315309825325e-15,4.100017599193913e-10,9.081553558813375e-24,8.01113811777934e-23,4.3002100247030173e-10,1.6775389661258858e-05,8.176404624617587e-12,5.480194430658058e-15,4.366872085599272e-17,1.5547082430273304e-21,1.848040378579173e-11,1.5692708399270688e-11,4.5345560231377397e-11,2.5755440849295346e-14,2.5127146392192567e-14,1.8400956106046373e-14,2.905999268432951e-20,3.045235130973559e-20,3.660356202365997e-23,1.7064533779275885e-21,3.4677224310212787e-16,5.394089586838504e-18,2.20928598446783e-19,6.853139851105497e-21,3.2279971455875507e-19,2.5150869874167247e-07,3.764802363654618e-13,1.1885486028331855e-12,2.631504457570227e-12,5.3753749168310193e-08,4.068512535332052e-15,1.9516354903208265e-11,4.953473439583998e-17,3.700904106858258e-12,3.865839333126918e-17,0.0018321994067447204,3.6830874308514225e-17,1.3236397845040203e-31,1.820702739531294e-22,2.830841346854973e-18,1.953190549163857e-23,1.0291393540710534e-25,1.7004592327024858e-24,1.916273044625471e-22,8.650830001393039e-26,7.885574247439657e-15,6.603407050246113e-22,1.1305538773523981e-17,3.468190069834134e-23,2.622776225921453e-25,6.679852979873086e-31,2.371172070289911e-34,1.6721121400629503e-05,2.5799362631711044e-09,2.370427897572394e-17,4.561056255091126e-11,6.770100385561195e-27,2.039020669320495e-29
7.295098672067687e-10,0.23675301711309518,3.76,0.0,0.7140520869013834,0.9981665628144839,1.960891281691506e-13,9.123009013130463e-11,5.5793444659316594e-08,1.0527628082478406e-10,2.882276074715276e-09,2.55823860772542e-07,2.0356526521716783e-12,2.837805691394102e-15,4.323550061390101e-10,9.797945056061307e-24,8.730277972208539e-23,4.5140986441463495e-10,1.7076360611082167e-05,8.471979717603644e-12,5.690860176752156e-15,4.5208872529392734e-17,1.6829461120877165e-21,1.9148954593210693e-11,1.629766706643836e-11,4.6985893563841705e-11,2.697336566923737e-14,2.650315426351159e-14,1.9068736739542386e-14,3.065433556142673e-20,3.212488310144086e-20,3.8897255096757996e-23,1.7992618638807267e-21,3.6565932619356966e-16,5.691996833694253e-18,2.331525050436043e-19,7.238428338078514e-21,3.404500211360858e-19,2.560291269054099e-07,3.92273882650542e-13,1.2204027239725024e-12,2.6915446832476546e-12,5.56899988340227e-08,4.163319936550921e-15,2.02026093158797e-11,5.1886695633902123e-17,3.798309997003779e-12,3.9484026962001865e-17,0.001833125094758245,3.848392914294282e-17,1.4051481194169678e-31,1.954143763872924e-22,2.9858706633777706e-18,2.088788718036214e-23,1.1208399519925548e-25,1.8224928955086897e-24,2.055078580316721e-22,9.443038731560646e-26,8.21810498703689e-15,7.089181666416327e-22,1.1958292178760653e-17,3.662079887507604e-23,2.807370216938204e-25,7.451196444758863e-31,2.5462635149737542e-34,1.702012917880278e-05,2.626223382943285e-09,2.4797576819703004e-17,4.643869302311959e-11,7.268460447556404e-27,2.2331559342026964e-29
7.423676358764757e-10,0.23675303013294932,3.76,0.0,0.7140517813629665,0.9981657126658504,2.0962033178386984e-13,9.589770377640055e-11,5.776900252467934e-08,1.1042680608984764e-10,2.9423111645969183e-09,2.6033200742555034e-07,2.1080388417854068e-12,2.99112302686699e-15,4.5550340668998965e-10,1.05602698611316e-23,9.500138711793699e-23,4.735032426784262e-10,1.7377331475916715e-05,8.772788420419612e-12,5.906152522985158e-15,4.677461925559072e-17,1.819611542911162e-21,1.982936912926076e-11,1.6914737664007033e-11,4.8655340286080946e-11,2.8223661880631744e-14,2.792849422196501e-14,1.974847597759303e-14,3.230602391383238e-20,3.3857727201656204e-20,4.1299742875030486e-23,1.8953581711209936e-21,3.852161587227769e-16,6.000753707367982e-18,2.458240283311735e-19,7.63823464462768e-21,3.5873090773248274e-19,2.6055009257302695e-07,4.0842775107211914e-13,1.2524048997539457e-12,2.751633327668585e-12,5.766016420847769e-08,4.258355336263317e-15,2.0900031122678852e-11,5.4310349837108975e-17,3.896120976058432e-12,4.030992110375479e-17,0.0018339687354386501,4.017547414102394e-17,1.4900020885222814e-31,2.0947284823301234e-22,3.1464580111414095e-18,2.2310664833729388e-23,1.219118806970157e-25,1.9508380567199622e-24,2.201214250304318e-22,1.0291808012626014e-25,8.55783128423741e-15,7.601240824364287e-22,1.2636845767860189e-17,3.862996596516958e-23,3.0012488080855093e-25,8.296324703102958e-31,2.7308890873294286e-34,1.7319102023035248e-05,2.672510488820624e-09,2.5922399482462968e-17,4.726734619191487e-11,7.793813798031368e-27,2.4424070783065743e-29
7.552254045461828e-10,0.2367530431528305,3.76,0.0,0.7140514758241523,0.9981649372575605,2.2383790422493962e-13,1.0072114861669913e-10,5.977864023305001e-08,1.1574092736489283e-10,3.0028287116114056e-09,2.64840176489525e-07,2.1816899287241353e-12,3.1498789376983772e-15,4.794606867220125e-10,1.1370787039903375e-23,1.0323359705803247e-22,4.963118968259386e-10,1.7678302258731447e-05,9.078829980259242e-12,6.1261179886448196e-15,4.8365923986014196e-17,1.9651181238257475e-21,2.05216465963056e-11,1.7543938458880975e-11,5.0353899315802625e-11,2.9506481060386186e-14,2.940403536265561e-14,2.0440176765581117e-14,3.4016075971345134e-20,3.5651964698509546e-20,4.381482964574964e-23,1.9947987174792345e-21,4.054541523364215e-16,6.3205593772382e-18,2.589515601770732e-19,8.052850765268292e-21,3.776533469214884e-19,2.6507160738591926e-07,4.249428355088004e-13,1.2845492804437976e-12,2.811766200293533e-12,5.96642276131124e-08,4.353614257682339e-15,2.1608587099122544e-11,5.680674805746542e-17,3.99432049536901e-12,4.113605883229335e-17,0.0018347376008609243,4.1905458714953693e-17,1.5782714509593834e-31,2.24270275722274e-22,3.312701287938806e-18,2.380219743222765e-23,1.324343634176713e-25,2.0856973294296757e-24,2.3549275703900885e-22,1.1200067873802495e-25,8.904755478697497e-15,8.140512754176469e-22,1.3341779522445639e-17,4.0710627687486607e-23,3.204695011874013e-25,9.220890928701566e-31,2.925389865907864e-34,1.761803993728922e-05,2.718797581262391e-09,2.7079139353881175e-17,4.8096531190560565e-11,8.347115610529138e-27,2.6677064031463937e-29
7.809409418855967e-10,0.23675306919267627,3.76,0.0,0.7140508647452861,0.9981635847530915,2.5442341300922685e-13,1.1084564823171673e-10,6.390009606345251e-08,1.268699762303487e-10,3.125344176990638e-09,2.7385658328798785e-07,2.3327868799146205e-12,3.484088153751438e-15,5.298567485068329e-10,1.3145810806762608e-23,1.2140894281822612e-22,5.441178116108422e-10,1.8280243590400734e-05,9.706608655637788e-12,6.580258383003238e-15,5.16250653820112e-17,2.2843757700873857e-21,2.1941787123117664e-11,1.8838800332121102e-11,5.383835012334621e-11,3.217026612728947e-14,3.250919797348377e-14,2.185947477554779e-14,3.761534542268948e-20,3.942894802183978e-20,4.919849960590273e-23,2.203938169568484e-21,4.4801920931329e-16,6.99411497089256e-18,2.8660830839081923e-19,8.927686482679436e-21,4.174667492371752e-19,2.741163310668141e-07,4.590603998078151e-13,1.3492423797177361e-12,2.932149431640366e-12,6.377397780535575e-08,4.544786582563117e-15,2.3058969341053667e-11,6.202198343974868e-17,4.191822483546581e-12,4.2789006048945044e-17,0.0018360769148555041,4.5480505732652966e-17,1.7653356596286997e-31,2.561822908523703e-22,3.6625472603519035e-18,2.6999450264332786e-23,1.5571789461492147e-25,2.3757812925009707e-24,2.686095982180007e-22,1.3207258836484843e-25,9.620205248499708e-15,9.30448725575492e-22,1.4833128943027327e-17,4.5091341276410143e-23,3.6414367558499143e-25,1.1332613520156328e-30,3.3454117463245696e-34,1.8215810991738934e-05,2.811371727676515e-09,2.9489933414599293e-17,4.975653319172185e-11,9.541467529047598e-27,3.170396458992744e-29
8.040849254910693e-10,0.2367530926286358,3.76,0.0,0.7140503147728311,0.9981625625402607,2.845295275210252e-13,1.2051600353603445e-10,6.772581109968998e-08,1.3747073310416566e-10,3.2373408349100954e-09,2.8197142944293203e-07,2.4731002995493346e-12,3.804433698314488e-15,5.781171100862827e-10,1.4932365474206363e-23,1.398752320606672e-22,5.896962584433197e-10,1.882199053909287e-05,1.028949826589122e-11,7.0054499780319264e-15,5.464535433833484e-17,2.6063686232228226e-21,2.3260476780815885e-11,2.0045831050744156e-11,5.707390972093902e-11,3.468030756522691e-14,3.5484252824710855e-14,2.3177781044468447e-14,4.1064512012963095e-20,4.304905948444157e-20,5.446904529804045e-23,2.404166862510788e-21,4.887715679142786e-16,7.64010480202716e-18,3.1314349278153473e-19,9.768642257958339e-21,4.556028992621323e-19,2.822585774914657e-07,4.91010622265193e-13,1.4078983249597906e-12,3.0406096987935184e-12,6.758850692116321e-08,4.717568334907986e-15,2.440206168454901e-11,6.69750350772989e-17,4.370751165178145e-12,4.4277355336727943e-17,0.0018370871368628013,4.882885063301936e-17,1.9460750058724754e-31,2.876849484435843e-22,3.9977341950083936e-18,3.0132124589678824e-23,1.794494292404938e-25,2.661219178815924e-24,3.012622867019487e-22,1.5248559472584907e-25,1.0288743798516558e-14,1.0454769027071865e-21,1.6271469935709427e-17,4.9290805711583924e-23,4.07012341711695e-25,1.3568510989033381e-30,3.7607508404078512e-34,1.875368552007841e-05,2.8946884181078976e-09,3.177271336987866e-17,5.125244539905375e-11,1.0721886861422564e-26,3.687961011610326e-29
8.272289090965419e-10,0.23675311606469218,3.76,0.0,0.714049764798908,0.9981616956475033,3.1722388875778634e-13,1.3073055501600997e-10,7.166171494954632e-08,1.4864045467659606e-10,3.3510288644120375e-09,2.900863531221001e-07,2.6175123204726446e-12,4.1438844682145204e-15,6.292113547724825e-10,1.6913693135228134e-23,1.6052320793740893e-22,6.377571715244808e-10,1.9363737270246584e-05,1.0889330589788903e-11,7.44654275384437e-15,5.774793072501116e-17,2.9640581841149864e-21,2.4617589847040808e-11,2.1292418337704623e-11,6.040377779116778e-11,3.729783132025737e-14,3.863547958143149e-14,2.4534888567135838e-14,4.4718624420124093e-20,4.688493358917873e-20,6.016805321590905e-23,2.6161081481678094e-21,5.319078170162306e-16,8.325000992276343e-18,3.4128749210905668e-19,1.0662178185938551e-20,4.959881047416489e-19,2.9040278481020135e-07,5.241446449456297e-13,1.4669338599051909e-12,3.1491612074022262e-12,7.151259079528264e-08,4.891019832358333e-15,2.5780718215066408e-11,7.218014836813856e-17,4.5507120651658336e-12,4.5766301002857615e-17,0.0018379419256920684,5.230062116835455e-17,2.1389675446124064e-31,3.21981942907141e-22,4.352769242866117e-18,3.351880953173171e-23,2.0607579946263887e-25,2.971027982335285e-24,3.3677215236737505e-22,1.7532624726414042e-25,1.0980626049216494e-14,1.1708381297596578e-21,1.780449887345488e-17,5.374100733151679e-23,4.534340356477058e-25,1.6165606541748025e-30,4.213668102278938e-34,1.9291446937149503e-05,2.978005072152719e-09,3.416494528680492e-17,5.2750222604442417e-11,1.2008465172096033e-26,4.274080077872149e-29
8.503728927020145e-10,0.23675313950084872,3.76,0.0,0.7140492148234484,0.9981609601508601,3.52650099286767e-13,1.4150402015109177e-10,7.57077213932624e-08,1.6039370643398326e-10,3.4664562768278e-09,2.982013557468534e-07,2.766023069273732e-12,4.50299725988526e-15,6.832192597349729e-10,1.910579086697246e-23,1.8354106105402418e-22,6.88361443682377e-10,1.9905483802774708e-05,1.1506101211110358e-11,7.90383711894123e-15,6.093262229744918e-17,3.360355508345857e-21,2.6013121609491285e-11,2.257864682790314e-11,6.382794916367751e-11,4.002353396899226e-14,4.1967950117323616e-14,2.5930814542185604e-14,4.8583630379203424e-20,5.094290321419401e-20,6.632131578628835e-23,2.8400910439601654e-21,5.774940816670271e-16,9.049973549032134e-18,3.7108991134818275e-19,1.161004079799778e-20,5.386861835508096e-19,2.9854902150411376e-07,5.58466763724985e-13,1.5263222506283982e-12,3.2577889088652385e-12,7.554612640253048e-08,5.0651257115525164e-15,2.7194750047633348e-11,7.764347341965691e-17,4.731631648759428e-12,4.725579281286796e-17,0.001838665205309535,5.58952775343257e-17,2.3444220173973192e-31,3.592306562423538e-22,4.7282236824412514e-18,3.717153162388431e-23,2.358709050881614e-25,3.3064784374390325e-24,3.7529700054445747e-22,2.0080121769080832e-25,1.1695855811967178e-14,1.3071310744676502e-21,1.9435753445561458e-17,5.844912084141156e-23,5.035838716227345e-25,1.917013100753197e-30,4.706372901995676e-34,1.9829095266235733e-05,3.061321692491221e-09,3.6668868848110255e-17,5.4249917937757274e-11,1.3407366845789845e-26,4.9358874618029403e-29
8.735168763074871e-10,0.23675316293710894,3.76,0.0,0.7140486648463836,0.9981603358147175,3.909555921325418e-13,1.5285110473316684e-10,7.986374421185685e-08,1.7274503889970302e-10,3.5836710461751957e-09,3.063164385588243e-07,2.918632673131001e-12,4.882328965243053e-15,7.402205251521515e-10,2.1525522997001555e-23,2.091275936367669e-22,7.415694375102674e-10,2.04472301560452e-05,1.2139805707920218e-11,8.377641924836506e-15,6.419926934258909e-17,3.798324291497731e-21,2.744706734254794e-11,2.3904595861547275e-11,6.73464190090059e-11,4.285806565183007e-14,4.548673745779751e-14,2.7365576175354886e-14,5.2665480362106316e-20,5.522930963561434e-20,7.295572638592589e-23,3.0764446574699946e-21,6.255963659982967e-16,9.816194870868753e-18,4.026005494718673e-19,1.2613989207703232e-20,5.837609031672905e-19,3.0669735629796036e-07,5.939809024939203e-13,1.5860385940928163e-12,3.3664797406774744e-12,7.968901075189066e-08,5.239872804270318e-15,2.8643969703549592e-11,8.337116671723786e-17,4.913441995862421e-12,4.874578948846232e-17,0.00183927721133602,5.961222303713284e-17,2.562847714346424e-31,3.995924889267472e-22,5.124668912070767e-18,4.1102480481402574e-23,2.691277676882852e-25,3.668866112174342e-24,4.1699849280666657e-22,2.291280864150198e-25,1.2434434890079931e-14,1.4549710002063058e-21,2.1168816336919373e-17,6.342232899329892e-23,5.576397127811138e-25,2.2632777440173592e-30,5.241138742577307e-34,2.0366630530659665e-05,3.144638281804253e-09,3.928671002188328e-17,5.57515844896685e-11,1.4924928323550758e-26,5.681069291082323e-29
8.966608599129597e-10,0.2367531863734762,3.76,0.0,0.7140481148676449,0.9981598055208007,4.3229162774135364e-13,1.6478650287182638e-10,8.412969719265224e-08,1.857089876413894e-10,3.7027211091595663e-09,3.1443160264769913e-07,3.075341259727976e-12,5.282436560863479e-15,8.002947745022433e-10,2.4190642667392132e-23,2.374925246001364e-22,7.974409893620358e-10,2.0988976349877167e-05,1.2790439653285807e-11,8.868274463068449e-15,6.754772459307014e-17,4.281184335868911e-21,2.8919422308976953e-11,2.5270339906700524e-11,7.095918284234737e-11,4.580203328065289e-14,4.919691586777403e-14,2.883919067992278e-14,5.697012757880788e-20,5.975050265514649e-20,8.009930321274606e-23,3.3254982285705746e-21,6.762805547133794e-16,1.0624839720483155e-17,4.358694000758261e-19,1.3675795073894958e-20,6.312759807490119e-19,3.1484785818396794e-07,6.30690638735585e-13,1.6460596926400044e-12,3.475222363360613e-12,8.394114089133193e-08,5.4152498174250584e-15,3.012819110564291e-11,8.936939133823578e-17,5.0960803815014405e-12,5.0236257067313935e-17,0.0018397950620544208,6.345080970169267e-17,2.7946544749562887e-31,4.432328393538614e-22,5.5426764598299e-18,4.532400395666408e-23,3.0615940876628427e-25,4.059510950298122e-24,4.620421256304043e-22,2.6053557183266956e-25,1.3196363372041577e-14,1.6149897447724325e-21,2.3007315196304098e-17,6.866782254546176e-23,6.157820982432335e-25,2.6608999802907233e-30,5.820303354983922e-34,2.0904052753778147e-05,3.2279548427733177e-09,4.202068125798728e-17,5.725527531169264e-11,1.6567657948033334e-26,6.517892481382562e-29
