Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89)
0.00010531566267450725,0.2750493864333492,3.76,0.0,0.7907119456411417,0.96307417884787,0.026283577470397192,4.9891670642595264e-05,1.91435774684737e-05,1.9399954236939915e-05,0.008638260425029694,9.874508204206294e-05,2.9684030074418986e-06,0.0028752554355780716,0.008520114299802513,8.17712715331755e-10,1.8200849331864477e-06,2.706059234595805e-07,0.02570109048693606,5.165824477528576e-09,0.0003603940626601737,3.3633442373195666e-11,2.936029938301743e-07,0.0013263257111081294,0.02540016292678753,7.538953094603778e-06,1.2276298717925672e-06,0.0016558624487679717,0.00012122384723594845,1.730678350574546e-07,3.1534372046149876e-05,3.693880564963441e-09,1.1161127820559337e-08,5.165938704529887e-07,4.961079356040157e-08,9.244968563350286e-06,4.1678915236932326e-10,6.121758764946579e-09,0.003233517792297401,5.616823644797361e-10,1.3420814120897401e-12,9.613349571520662e-12,5.698782502916741e-06,1.0499333421996014e-09,4.675741215504889e-05,0.005105883937100246,2.948762753297658e-08,1.4641832565308123e-12,0.00027225154985413325,2.558023124631732e-09,7.981925698068856e-17,4.094059908221769e-11,4.397188250002876e-09,3.4431399523352585e-08,4.988442272310606e-09,9.31899006460385e-14,1.1492110878440297e-09,2.687514287957832e-09,3.236388249264648e-07,1.3515062458296606e-07,2.3013479874366036e-06,2.2919739877125616e-09,1.443070599982916e-10,1.390408447289122e-13,1.4162246239330718e-19,2.231537099813114e-05,0.0007624595373451453,1.5715451267134218e-07,2.377297539768683e-06
0.00010595328509662749,0.2750549757835362,3.76,0.0,0.790364975408386,0.9628393447871109,0.02645401909278041,4.988575457802718e-05,1.9150589892399936e-05,1.9410170404278936e-05,0.008688805242150734,9.866174236798769e-05,2.9656150468515796e-06,0.0029034362639424496,0.008571057196918603,8.297861246916999e-10,1.847207259609584e-06,2.706837728895001e-07,0.025873734066955527,5.184462464988676e-09,0.0003633303244351558,3.3680334290351374e-11,2.961988468940813e-07,0.001327964518956452,0.025568001080627446,7.561929553083497e-06,1.2289841240753792e-06,0.0016679564506918252,0.00012296262875929206,1.76718953780398e-07,3.193432296471744e-05,3.748257645783655e-09,1.1326315128887213e-08,5.204609833211065e-07,4.999448089599825e-08,9.308890411727858e-06,4.2278884891086534e-10,6.2099927303770566e-09,0.0032325483763400243,5.614495950906006e-10,1.3415252006546493e-12,9.620509813090432e-12,5.698212732730109e-06,1.0602099962299877e-09,4.673104495033114e-05,0.0051359192319777565,2.947106070500446e-08,1.4698103259929178e-12,0.0002721851645799211,2.570495488207266e-09,8.081025604558338e-17,4.1252033802306507e-11,4.431869853962981e-09,3.466031773984573e-08,5.031234275076475e-09,9.391779330959889e-14,1.1580253179005776e-09,2.7255975059773455e-09,3.2680829111976945e-07,1.371014700060706e-07,2.3196110127687573e-06,2.3322368410941765e-09,1.4640415389761108e-10,1.4175551952002125e-13,1.4561278292482442e-19,2.2312015885577114e-05,0.0007701020005268712,1.5707732504890364e-07,2.3892150187474883e-06
0.00010659090751874774,0.2750605686976688,3.76,0.0,0.7900181555310974,0.9626045651245481,0.026624405013626617,4.987989589496587e-05,1.915760563149818e-05,1.9420430042399434e-05,0.008739306283906834,9.857791202618376e-05,2.9627763585845762e-06,0.0029316517656988966,0.008621995316478693,8.419605802200475e-10,1.874602983492436e-06,2.7076192197707596e-07,0.026046432172720287,5.203123494756334e-09,0.00036626919864060414,3.372728044583184e-11,2.987992336088423e-07,0.0013295742364470577,0.025735790684244718,7.584620979871594e-06,1.2303118115065656e-06,0.0016800512882643671,0.00012471398146510066,1.8042143220147378e-07,3.2336214346888956e-05,3.803057749344565e-09,1.1492803631142853e-08,5.243300370177318e-07,5.037849811639871e-08,9.372764413485407e-06,4.288336633642896e-10,6.2988900457279955e-09,0.003231581562158368,5.612168870977042e-10,1.3409691359683236e-12,9.627743016341361e-12,5.697646853169846e-06,1.0705088445637174e-09,4.6704725314708704e-05,0.00516587525494501,2.9454523805109556e-08,1.4754535645409833e-12,0.0002721187946844739,2.582975951699334e-09,8.180563380670729e-17,4.1563536758819385e-11,4.466571635684196e-09,3.488893399765033e-08,5.074080289184341e-09,9.464661689064247e-14,1.1668451141454869e-09,2.7639436762444463e-09,3.299846099852123e-07,1.3906656220754346e-07,2.3378947166177246e-06,2.3729015305075336e-09,1.4851693957881906e-10,1.445033172112141e-13,1.496874650726487e-19,2.2308660231907212e-05,0.0007777643631528854,1.5700037096073228e-07,2.4011454518763847e-06
0.00010722852994086799,0.27506616514083304,3.76,0.0,0.7896714855488031,0.9623698395634208,0.02679473537170873,4.9874093941120965e-05,1.9164624583143883e-05,1.94307325547597e-05,0.008789763572260953,9.849361275228705e-05,2.9598886775762206e-06,0.002959901336649523,0.008672928695233912,8.542363374159104e-10,1.9022734228819543e-06,2.7084036847333495e-07,0.026219184322529687,5.221807514667951e-09,0.0003692106553650241,3.3773972106763e-11,3.0140413096657035e-07,0.0013311555490155313,0.025903531991396833,7.607028931414831e-06,1.2316135809444486e-06,0.0016921468953010077,0.00012647790450111558,1.8417563385468524e-07,3.274003719517537e-05,3.858281275654962e-09,1.1660594803191383e-08,5.28201011267924e-07,5.076284323825336e-08,9.436590328593486e-06,4.3492363107839973e-10,6.38845121249405e-09,0.003230617319380615,5.609842404111663e-10,1.3404132178487502e-12,9.635049125579573e-12,5.697084820458578e-06,1.0808295892515402e-09,4.667845276972973e-05,0.005195752254772097,2.9438016560631666e-08,1.4811100609282465e-12,0.0002720524400796854,2.5954643663262745e-09,8.280536379413431e-17,4.187510513266922e-11,4.501292714454031e-09,3.5117247572866195e-08,5.116979868711375e-09,9.537638533674187e-14,1.175670424185213e-09,2.8025526063535292e-09,3.331676897160256e-07,1.4104590250040588e-07,2.3561990076369856e-06,2.413968972420567e-09,1.5064542304643918e-10,1.4728439578833087e-13,1.5384770396280208e-19,2.2305304037331397e-05,0.000785446425927735,1.5692364740826819e-07,2.413088770080659e-06
0.00010786615236298823,0.27507176507371756,3.76,0.0,0.7893249650073012,0.9621351678113205,0.026965010303719252,4.9868348071935435e-05,1.9171646647759787e-05,1.9441077351714463e-05,0.008840177128845333,9.840886566674602e-05,2.9569536873914517e-06,0.002988184389838945,0.008723857369432167,8.666136012123266e-10,1.9302198893669527e-06,2.70919110401093e-07,0.0263919900491028,5.240514470785634e-09,0.00037215466533166625,3.3821036598093604e-11,3.0401351645320575e-07,0.001332709124021198,0.026071225252378757,7.629154963663173e-06,1.23289006162662e-06,0.0017042432054902668,0.0001282543969206975,1.879819222764628e-07,3.314578258514506e-05,3.91392862025966e-09,1.1829690113964365e-08,5.320738857093948e-07,5.114751424426562e-08,9.500367918802955e-06,4.410587872549597e-10,6.478676731085949e-09,0.0032296556177789175,5.607516549446126e-10,1.3398574461073574e-12,9.642428086996105e-12,5.696526591223567e-06,1.0911719357962322e-09,4.6652226838857675e-05,0.005225550478324616,2.9421538701577818e-08,1.4867804730773892e-12,0.00027198610068477816,2.6079612187265883e-09,8.380941971800663e-17,4.218673623645612e-11,4.536032211585655e-09,3.5345257676263385e-08,5.159932576793376e-09,9.610710420590105e-14,1.1845011959362777e-09,2.841424101624275e-09,3.3635743940600407e-07,1.4303949209564897e-07,2.3745237943567953e-06,2.4554400779876126e-09,1.527896103563225e-10,1.5009891270281731e-13,1.5809470514545156e-19,2.2301947302148842e-05,0.0007931479914280694,1.5684715145278323e-07,2.425044903954978e-06
0.00010850377478510848,0.2750773684624489,3.76,0.0,0.7889785934570273,0.9619005495790566,0.02713522994480189,4.986265764751819e-05,1.9178671727979028e-05,1.945146384888182e-05,0.008890546975049537,9.832369144647123e-05,2.9539730342597467e-06,0.003016500350907373,0.00877478137494874,8.790925742491464e-10,1.95844368973266e-06,2.709981454073389e-07,0.026564848895669534,5.259244307705144e-09,0.00037510119972364076,3.386873041423314e-11,3.06627367906363e-07,0.001334235615606903,0.026238870714914517,7.65100063207247e-06,1.2341418700056516e-06,0.0017163401524270766,0.00013004345770604238,1.9184066100347574e-07,3.355344164622429e-05,3.970000183979789e-09,1.200009103535287e-08,5.359486399925943e-07,5.1532509178369854e-08,9.564096946901692e-06,4.472391669261575e-10,6.56956710367144e-09,0.0032286964272535304,5.605191306146802e-10,1.3393018204737612e-12,9.649879849129181e-12,5.695972122394451e-06,1.1015355928185556e-09,4.6626047048143705e-05,0.005255270171058318,2.940508985769547e-08,1.4924692390539098e-12,0.000271919776424907,2.6204665131120653e-09,8.481777540365633e-17,4.249842733754923e-11,4.570789249966297e-09,3.5572963654888554e-08,5.202937982578601e-09,9.683873630510538e-14,1.193337376533684e-09,2.8805579661197326e-09,3.3955376883264265e-07,1.4504733213248244e-07,2.392868985208448e-06,2.497315754499734e-09,1.549495073957496e-10,1.529470249459791e-13,1.6242968197845888e-19,2.229859002675552e-05,0.0008008688636242913,1.5677088015428476e-07,2.437013783865461e-06
0.00010914139720722873,0.2750829752706753,3.76,0.0,0.788632370452681,0.9616659845804226,0.027305394428667768,4.985702203177185e-05,1.9185699724379465e-05,1.946189146735571e-05,0.008940873132044384,9.823811036757167e-05,2.9509483306447316e-06,0.003044848656928184,0.008825700747315039,8.916735442041728e-10,1.9869461262996182e-06,2.7107747104162987e-07,0.026737760414976032,5.277996968503275e-09,0.00037805023013771325,3.391607155650634e-11,3.0924566346731346e-07,0.0013357356659067488,0.02640646862435324,7.672567491520425e-06,1.2353696108656517e-06,0.0017284376696216279,0.00013184508577251627,1.9575221357101238e-07,3.3963005557258396e-05,4.026496358737059e-09,1.217179902320922e-08,5.398252536284345e-07,5.191782605048267e-08,9.627777176482433e-06,4.534648048290002e-10,6.661122820641131e-09,0.003227739717849429,5.602866673402833e-10,1.3387463407999844e-12,9.657404353392458e-12,5.695421371194676e-06,1.111920269203915e-09,4.6599912927024605e-05,0.005284911577128929,2.9388669764840744e-08,1.4981708525968331e-12,0.00027185346721057526,2.6329796896538925e-09,8.58304049255912e-17,4.281017565861935e-11,4.6055629540063505e-09,3.5800364844246645e-08,5.245995660847578e-09,9.75713029606218e-14,1.2021789133977132e-09,2.919954003036236e-09,3.4275658842225566e-07,1.4706942368941203e-07,2.4112344885674118e-06,2.5395969057126016e-09,1.5712511977406886e-10,1.5582888898656793e-13,1.6685385511670167e-19,2.229523221162919e-05,0.0008086088477761636,1.5669483053921237e-07,2.448995339922514e-06
0.00010977901962934898,0.27508858546352755,3.76,0.0,0.7882862955544426,0.9614314725330164,0.02747550388718857,4.9851440595668444e-05,1.9192730539479816e-05,1.9472359634267478e-05,0.008991155620715225,9.815214218877133e-05,2.947881145775293e-06,0.003073228759594033,0.008876615521620496,9.043567269556309e-10,2.015728495638033e-06,2.7115708525082786e-07,0.026910724171926095,5.2967723945720305e-09,0.0003810017287023783,3.3963483829708314e-11,3.1186838168086764e-07,0.0013372099016969185,0.026574019222997024,7.693857096207435e-06,1.2365738740356281e-06,0.00174053569047688,0.00013365927994972622,1.9971694351007746e-07,3.437446556087427e-05,4.083417531371598e-09,1.2344815523383337e-08,5.43703705985123e-07,5.23034628262599e-08,9.691408372634168e-06,4.5973573543588854e-10,6.753344371820781e-09,0.0032267854597965977,5.600542650430979e-10,1.3381910069178178e-12,9.665001544503854e-12,5.694874295208886e-06,1.122325677252193e-09,4.65738240073711e-05,0.005314474939018976,2.9372278156549724e-08,1.50388540831132e-12,0.0002717871729628396,2.6455010836761365e-09,8.684728249565354e-17,4.3121978571003623e-11,4.640352450045813e-09,3.60274604858123e-08,5.289105193897415e-09,9.830481037967904e-14,1.2110257543439553e-09,2.9596120133824635e-09,3.459658093930416e-07,1.49105767749846e-07,2.4296202126283206e-06,2.5822844307767317e-09,1.593164531732655e-10,1.5874466077371625e-13,1.7136845459248996e-19,2.2291873857319765e-05,0.0008163677507918267,1.5661899970758946e-07,2.460989501919286e-06
0.0001103528798092572,0.2750936375028252,3.76,0.0,0.7879749544177183,0.961220456733358,0.027628555460671587,4.98464631124105e-05,1.9199060605037414e-05,1.948181518508703e-05,0.009036372541130535,9.807445577033835e-05,2.9450856199754868e-06,0.003098797596778935,0.00892243491579307,9.158591440772758e-10,2.0418730374527012e-06,2.7122898291995543e-07,0.027066435866579898,5.313689692601999e-09,0.0003836601650733095,3.400663024546953e-11,3.1423259204012083e-07,0.0013385151480969858,0.026724774508816315,7.712781971564952e-06,1.2376381129071297e-06,0.0017514242847475497,0.0001353027976956986,2.033309675609719e-07,3.474639353754145e-05,4.1350102818088535e-09,1.2501650346280914e-08,5.471958681332939e-07,5.265080778901717e-08,9.748634332725672e-06,4.654183266102486e-10,6.836913462005176e-09,0.0032259286990131975,5.598451550486661e-10,1.3376913308892431e-12,9.671901119660927e-12,5.6943850343590435e-06,1.131708035006085e-09,4.655038224270215e-05,0.005341015435987082,2.935754978792788e-08,1.5090424588069231e-12,0.00027172752087593584,2.6567775369287903e-09,8.776608319522797e-17,4.3402645699078785e-11,4.671675778165714e-09,3.623158475666044e-08,5.327947770034821e-09,9.896575087538248e-14,1.2189924026364412e-09,2.9955280439968307e-09,3.488595087205888e-07,1.509506640292964e-07,2.4461845769272808e-06,2.6210513923610137e-09,1.6130209930391076e-10,1.6139797501860428e-13,1.75509932983754e-19,2.2288850877960376e-05,0.0008233667808944346,1.5655093664354698e-07,2.471794967542298e-06
0.00011092673998916543,0.27509869223186817,3.76,0.0,0.7876637325820083,0.9610094833978927,0.027781562662546132,4.9841528560690183e-05,1.9205392808543793e-05,1.9491302712660707e-05,0.009081554121726506,9.799648510348835e-05,2.942258006858328e-06,0.0031243913768060367,0.008968250638572966,9.274447044165268e-10,2.0682463075889944e-06,2.7130111072363486e-07,0.027222189230156388,5.330625336843962e-09,0.0003863205588908977,3.404969234630004e-11,3.166003526067182e-07,0.001339800416328535,0.026875491839134933,7.731484660827424e-06,1.238684210652145e-06,0.00176231318426117,0.00013695649199983742,2.0698862474105257e-07,3.511984401097701e-05,4.186947876662271e-09,1.2659547282617481e-08,5.506894878083357e-07,5.299840879399014e-08,9.805820217650623e-06,4.711376575576885e-10,6.921022627684317e-09,0.003225073878465961,5.59636094331285e-10,1.3371917726545418e-12,9.678859485419124e-12,5.693898685923625e-06,1.1411067485998293e-09,4.652697637873792e-05,0.005367493086689857,2.9342844014825872e-08,1.5142104620867628e-12,0.00027166788079238343,2.668060496784323e-09,8.868828551835168e-17,4.368335296239302e-11,4.7030105575847375e-09,3.643546051638486e-08,5.366831721102713e-09,9.962743838637311e-14,1.2269632660834367e-09,3.0316559631038845e-09,3.5175825828049994e-07,1.528071061469367e-07,2.462765178294095e-06,2.660148890532468e-09,1.633004878533121e-10,1.6407899349962054e-13,1.7972657043341136e-19,2.2285827462893148e-05,0.0008303808417181696,1.5648304635739385e-07,2.4826105353446543e-06
0.00011150060016907366,0.2751037496267169,3.76,0.0,0.7873526297372501,0.9607985523281053,0.02793452558537127,4.983663649442645e-05,1.921172708147368e-05,1.9500821812062015e-05,0.009126700377183931,9.791824362773042e-05,2.9393993695959693e-06,0.003150009727453981,0.00901406271468472,9.391135796312717e-10,2.094849239998351e-06,2.713734670875673e-07,0.02737798396822838,5.34757928147857e-09,0.0003889828908302815,3.409269259428861e-11,3.189716485023746e-07,0.001341066134378879,0.027026171384689348,7.749966295385268e-06,1.2397125693160737e-06,0.0017732023402682866,0.00013862036183858253,2.1069018004663965e-07,3.549481072030279e-05,4.239230591835333e-09,1.2818507371192534e-08,5.541845498326594e-07,5.334626434912175e-08,9.86296585918387e-06,4.768937529601082e-10,7.00567221817224e-09,0.0032242209768895023,5.59427082839274e-10,1.3366923321110358e-12,9.685876599885583e-12,5.693415219674153e-06,1.1505216131550451e-09,4.650360608174088e-05,0.00539390806465616,2.9328160650987487e-08,1.5193884065496922e-12,0.0002716082526549133,2.6793500375401833e-09,8.96138710366266e-17,4.396409846184276e-11,4.734356155352283e-09,3.6639087240201344e-08,5.405756756263667e-09,1.0028988107835718e-13,1.2349383065355788e-09,3.067995622307078e-09,3.5466199490356976e-07,1.5467509464312504e-07,2.4793619495164227e-06,2.6995775719369415e-09,1.6531162270501135e-10,1.667878289080939e-13,1.840192821178852e-19,2.228280361268193e-05,0.0008374097957004387,1.5641532677135265e-07,2.493436153643661e-06
0.00011207446034898189,0.27510880966380047,3.76,0.0,0.787041645576491,0.9605876633276407,0.02808744432064509,4.9831786472028024e-05,1.921806335681404e-05,1.9510372082070817e-05,0.009171811322024458,9.78397445082053e-05,2.93651074839566e-06,0.0031756522843689712,0.009059871168599744,9.508659122782155e-10,2.1216827652615748e-06,2.7144605046508846e-07,0.02753381979284525,5.3645514797274845e-09,0.00039164714184812565,3.41361029623002e-11,3.213464650648089e-07,0.0013423127219403942,0.0271768133144716,7.768228006026353e-06,1.2407235829239518e-06,0.0017840917039632727,0.00014029440613647578,2.1443589846508179e-07,3.5871287440940064e-05,4.2918587028249534e-09,1.2978531647002218e-08,5.57681038970516e-07,5.369437296515405e-08,9.920071089957543e-06,4.826866373486805e-10,7.090862583233869e-09,0.003223369973169149,5.592181205224325e-10,1.3361930091259778e-12,9.692952422842933e-12,5.692934605587967e-06,1.15995242580398e-09,4.6480271020293476e-05,0.005420260542457399,2.9313499481831323e-08,1.5245780999397744e-12,0.0002715486364112468,2.69064641488349e-09,9.05428214006833e-17,4.424488033977921e-11,4.765711939765605e-09,3.684246441125585e-08,5.4447225885826735e-09,1.00953070322685e-13,1.2429174857381083e-09,3.104546872074918e-09,3.5757065588019544e-07,1.565546300031353e-07,2.495974823260869e-06,2.7393380806246304e-09,1.6733550769438838e-10,1.6952459361689223e-13,1.8838898879873087e-19,2.2279779327927358e-05,0.0008444535062269697,1.5634777583724402e-07,2.5042717706009565e-06
0.00011264832052889011,0.27511387231997203,3.76,0.0,0.7867307797959442,0.9603768162023512,0.02824031895878586,4.982697805582558e-05,1.9224401568568397e-05,1.9519953125205474e-05,0.009216886970608344,9.776100063082008e-05,2.93359316006976e-06,0.003201318691210805,0.009105676024531684,9.62701871362253e-10,2.148747810527052e-06,2.71518858960451e-07,0.027689696422653627,5.3815418838406175e-09,0.000394313293188261,3.4179576064055386e-11,3.237247878487951e-07,0.0013435405902566548,0.02732741779569815,7.78627092293385e-06,1.2417176373315444e-06,0.0017949812264832317,0.00014197862376528732,2.1822604497452637e-07,3.6249267985307046e-05,4.3448324879890155e-09,1.3139621146203098e-08,5.611789399721386e-07,5.404273319281208e-08,9.977135743442707e-06,4.885163351309023e-10,7.17659407114894e-09,0.0032225208463448306,5.590092073319962e-10,1.3356938035511687e-12,9.70008691275382e-12,5.692456813846296e-06,1.1693989851193684e-09,4.645697086569964e-05,0.005446550691689508,2.9298860259190578e-08,1.5297797380425637e-12,0.0002714890320064956,2.701949320559396e-09,9.1475118378347e-17,4.4525696702461684e-11,4.79707728038853e-09,3.7045591613860975e-08,5.483728934866818e-09,1.0161698973948537e-13,1.2509007649099059e-09,3.1413095619119472e-09,3.6048417897738065e-07,1.5844571265384652e-07,2.5126037320737074e-06,2.7794310579973796e-09,1.6937214647268783e-10,1.722893997028713e-13,1.9283661692226338e-19,2.227675460926652e-05,0.0008515118376502121,1.5628039150410322e-07,2.515117334249452e-06
0.00011322218070879834,0.27511893757248673,3.76,0.0,0.7864200320950065,0.9601660107603092,0.028393149589122323,4.9822210812152076e-05,1.923074165051142e-05,1.9529564548047198e-05,0.009261927337134887,9.768202460476307e-05,2.9306475983200705e-06,0.0032270085995799525,0.009151477306433932,9.746216402363993e-10,2.1760452994525855e-06,2.715918909906605e-07,0.027845613582816786,5.398550445105737e-09,0.0003969813263780538,3.4222924906009316e-11,3.261066026254696e-07,0.0013447501421907885,0.027477984993794974,7.804096175621956e-06,1.2426951103047667e-06,0.0018058708589096498,0.00014367301354273202,2.2206088454194565e-07,3.662874620312747e-05,4.398152216898739e-09,1.3301776893471205e-08,5.646782375184944e-07,5.439134352305118e-08,1.0034159654145885e-05,4.943828705782412e-10,7.262867023772232e-09,0.0032216735756229477,5.588003432204713e-10,1.3351947153106022e-12,9.707280026033215e-12,5.691981814842112e-06,1.1788610905494335e-09,4.643370529207595e-05,0.005472778682964609,2.9284242817611467e-08,1.5349910717918502e-12,0.00027142943938336845,2.7132587583903264e-09,9.241074388003914e-17,4.480654568701632e-11,4.828451548104755e-09,3.7248468328545724e-08,5.522775516016194e-09,1.0228165569713559e-13,1.2588881058977721e-09,3.1782835402193405e-09,3.6340250243564785e-07,1.6034834296763662e-07,2.5292486084340006e-06,2.819857142781376e-09,1.714215427163485e-10,1.7508235892077714e-13,1.9736309873753093e-19,2.22737294573767e-05,0.0008585846552977848,1.56213171739749e-07,2.525972792473367e-06
0.00011379604088870657,0.27512400539914317,3.76,0.0,0.7861094021764973,0.9599552468119635,0.02854593629980862,4.9817484312283184e-05,1.9237083538169853e-05,1.953920596138554e-05,0.009306932435630159,9.760282874748845e-05,2.9276750324816123e-06,0.0032527216694792638,0.009197275037979505,9.866253674264531e-10,2.2035761519097426e-06,2.7166514503721954e-07,0.02800157100537283,5.415577113820788e-09,0.00039965122324360904,3.4266588688442936e-11,3.284918953975735e-07,0.001345941771729075,0.02762851507226207,7.821704892813187e-06,1.2436563710758246e-06,0.0018167605522662169,0.00014537757422737805,2.259406821197578e-07,3.700971598424571e-05,4.451818157608082e-09,1.3464999906822227e-08,5.68178916232325e-07,5.474020244504299e-08,1.0091142657690384e-05,5.00286267774773e-10,7.349681783202289e-09,0.003220828140396979,5.585915281419029e-10,1.3346957442959767e-12,9.71453172104283e-12,5.691509579194084e-06,1.1883385437574867e-09,4.641047397640167e-05,0.005498944685836306,2.9269646962827787e-08,1.5402131170161312e-12,0.00027136985849036347,2.7245749890846787e-09,9.334967989995512e-17,4.508742546810291e-11,4.859834115268045e-09,3.745109403744674e-08,5.56186205707988e-09,1.029470663684291e-13,1.2668794704691036e-09,3.2154686541123572e-09,3.66325564998615e-07,1.6226252125464657e-07,2.545909384690249e-06,2.860616970827807e-09,1.73483700037284e-10,1.77903582705466e-13,2.0196937281491946e-19,2.227070387297733e-05,0.0008656718255483617,1.5614611454544016e-07,2.536838093005336e-06
0.0001143699010686148,0.27512907577733886,3.76,0.0,0.7857988897465051,0.959744524170041,0.028698679177873263,4.981279813216784e-05,1.9243427168015013e-05,1.9548876980050184e-05,0.00935190227995633,9.752342510209806e-05,2.924676409014772e-06,0.003278457568823576,0.009243069242572278,9.987132142372596e-10,2.2313412841084435e-06,2.7173861933805894e-07,0.028157568428812566,5.43262183939085e-09,0.00040232296589183406,3.43104835093358e-11,3.3088065238673035e-07,0.0013471158644903258,0.027779008192755767,7.83909820242757e-06,1.2446017807985374e-06,0.0018276502575234504,0.00014709230452019783,2.298657026436896e-07,3.739217125704359e-05,4.505830579705847e-09,1.3629291203216494e-08,5.716809607113061e-07,5.508930847584932e-08,1.0148084590757112e-05,5.062265506108936e-10,7.437038689228936e-09,0.003219984520250038,5.583827620515628e-10,1.3341968903837072e-12,9.721841955359106e-12,5.691040077732114e-06,1.1978311479963704e-09,4.6387276598789495e-05,0.0055250488688431765,2.9255072473445806e-08,1.5454461472923645e-12,0.00027131028927495574,2.7358979112895866e-09,9.429190854742055e-17,4.536833422342933e-11,4.891224355679224e-09,3.765346829588611e-08,5.600988287000065e-09,1.0361321207353642e-13,1.2748748200079847e-09,3.2528647495398776e-09,3.69253305898225e-07,1.6418824776103217e-07,2.562585993083684e-06,2.901711175215564e-09,1.755586218891295e-10,1.8075318220944e-13,2.0665638385791037e-19,2.2267677856810964e-05,0.0008727732157904481,1.5607921793300695e-07,2.547713183462999e-06
0.00011494376124852303,0.27513414868666203,3.76,0.0,0.7854884945130615,0.9595338426486221,0.028851378309675574,4.980815184980725e-05,1.9249772476255232e-05,1.9558577221238236e-05,0.00939683688387918,9.744382554934877e-05,2.921652660740318e-06,0.003304215970249042,0.009288859943456407,1.0108853543153603e-09,2.2593416100893383e-06,2.718123120956692e-07,0.02831360559548099,5.449684570556164e-09,0.00040499653659652527,3.4354265118871834e-11,3.3327285993489294e-07,0.0013482728011010858,0.027929464515836024,7.856277231870079e-06,1.2455316958723286e-06,0.001838539925620078,0.00014881720308804427,2.3383621104048937e-07,3.777610597264505e-05,4.560189751374756e-09,1.3794651796152714e-08,5.751843555135011e-07,5.543866012885769e-08,1.0204985290486722e-05,5.122037429010813e-10,7.524938079655148e-09,0.0032191426948771254,5.581740449058208e-10,1.3336981534640791e-12,9.729210685676904e-12,5.6905732814266405e-06,1.2073387073122327e-09,4.6364112841271075e-05,0.005551091399921922,2.92405191380621e-08,1.5506893507154454e-12,0.0002712507316832815,2.747227316950367e-09,9.523741201483238e-17,4.564927010799195e-11,4.922621644014209e-09,3.785559066509686e-08,5.640153936866863e-09,1.0428008868678036e-13,1.282874115890632e-09,3.2904716719308773e-09,3.7218566466915147e-07,1.6612552269892744e-07,2.5792783657497167e-06,2.9431403874019123e-09,1.776463116530306e-10,1.836312683121444e-13,2.1142508021037742e-19,2.226465140965901e-05,0.0008798886940134347,1.560124799217827e-07,2.558598011369898e-06
0.00011551762142843125,0.27513922410486186,3.76,0.0,0.7851782161877832,0.9593232020642818,0.029004033780338473,4.980354504872261e-05,1.9256119400121575e-05,1.9568306306611693e-05,0.00944173626098561,9.73640416722374e-05,2.918604695754982e-06,0.0033299965549597214,0.009334647163579885,1.023141951125561e-09,2.287578039834791e-06,2.718862217330436e-07,0.028469682254691684,5.466765254970121e-09,0.00040767191793421656,3.4398037894078344e-11,3.35668504617192e-07,0.0013494129531187594,0.02807988420003879,7.873243107594652e-06,1.2464464639111852e-06,0.0018494295074388517,0.00015055226853357917,2.3785247221599668e-07,3.816151412446999e-05,4.614895934958654e-09,1.3961082689893163e-08,5.786890851262809e-07,5.578825588286102e-08,1.0261844595149875e-05,5.182178682663161e-10,7.613380288664384e-09,0.003218302644188706,5.579653766622233e-10,1.3331995334495705e-12,9.736637868568986e-12,5.690109161483178e-06,1.2168610274387534e-09,4.634098238935202e-05,0.005577072445894612,2.922598677702166e-08,1.5559423719632359e-12,0.0002711911856633673,2.7585633119999446e-09,9.618617261831109e-17,4.593023132984725e-11,4.954025356586554e-09,3.805746064745024e-08,5.679358742122394e-09,1.049477007267233e-13,1.2908773198035473e-09,3.3282892652054355e-09,3.751225813829822e-07,1.6807434620850342e-07,2.595986434718505e-06,2.9849052357772517e-09,1.7974677270674446e-10,1.8653795153719456e-13,2.1627641703047796e-19,2.2261624532327034e-05,0.0008870181293163698,1.5594589856065292e-07,2.5694925240927286e-06
